,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,away,away,away
202201060NYK,NYK,NYK,BOS,"Madison Square Garden (IV), New York, New York",division,2022-01-06 19:30:00,2022-01-06 21:30:00,"['Derrick Collins', 'Pat Fraher', 'Evan Scott']",17529,0,18,29,30,31,[],108,1,2.0,"['fournev01', 'randlju01', 'burksal01', 'barrerj01', 'robinmi01', 'quickim01', 'gibsota01', 'toppiob01', 'grimequ01', 'knoxke01', 'simsje01', 'mcbrimi01']","[18, 20]",1,407871029,33989252.42,38,25,38,21,21,[],105,-1,1.0,"['tatumja01', 'williro04', 'brownja02', 'smartma01', 'horfoal01', 'schrode01', 'richajo01', 'willigr01', 'kanteen01', 'hernaju01', 'langfro01', 'nesmiaa01', 'fernabr01', 'parkeja01', 'hausesa01']","[18, 20]",1,780002164,52000144.27,38
202201060PHO,PHO,PHO,LAC,"Phoenix Suns Arena, Phoenix, Arizona",division,2022-01-06 22:00:00,2022-01-07 00:00:00,"['Brian Forte', 'Phenizee Ransom', 'Zach Zarba']",17071,0,21,35,19,31,[],106,2,2.0,"['bridgmi01', 'johnsca02', 'paulch01', 'bookede01', 'smithja04', 'payneca01', 'paytoel01', 'biyombi01', 'wainris01', 'jacksju01', 'basspa01']","[29, 8]",0,620098537,56372594.27,37,20,20,26,23,[],89,-1,3.0,"['bledser01', 'morrima03', 'mannte01', 'jacksre01', 'ibakase01', 'coffeam01', 'bostobr01', 'batumni01', 'winslju01', 'scrubja01', 'gabriwe01', 'johnske07', 'ennisja01']","[19, 19]",1,672093039,51699464.54,38
202201070BRK,MIL,BRK,MIL,"Barclays Center, Brooklyn, New York",conference,2022-01-07 19:30:00,2022-01-07 21:30:00,"['Marat Kogut', 'Scott Twardoski', 'Tom Washington']",17732,0,21,28,31,29,[],109,1,2.0,"['duranke01', 'hardeja01', 'millspa02', 'claxtni01', 'dukeda01', 'thomaca02', 'johnsja01', 'brownbr01', 'aldrila01', 'bembrde01', 'sharpda01', 'carteje01', 'edwarke02', 'griffbl01', 'millspa01']","[24, 12]",0,1436614103,95774273.53,36,29,31,38,23,[],121,-2,2.0,"['portibo01', 'nworajo01', 'middlkh01', 'matthwe02', 'antetgi01', 'hoodro01', 'gallola01', 'mamuksa01', 'ojelese01', 'antetth01', 'smartja01', 'kornelu01', 'dowtije01']","[25, 15]",1,527759054,40596850.31,40
202201070CHI,CHI,CHI,WAS,"United Center, Chicago, Illinois",conference,2022-01-07 20:00:00,2022-01-07 22:00:00,"['Nick Buchert', 'John Conley', 'James Williams']",21700,0,37,36,34,23,[],130,8,4.0,"['balllo01', 'vucevni01', 'lavinza01', 'derozde01', 'jonesde02', 'whiteco01', 'dosunay01', 'browntr01', 'bradlto01', 'belljo01', 'mckinal01', 'simonma01']","[25, 10]",1,555520278,46293356.5,35,32,34,29,27,[],122,-1,2.0,"['kuzmaky01', 'bealbr01', 'dinwisp01', 'gaffoda01', 'caldwke01', 'kispeco01', 'avdijde01', 'monrogr01', 'holidaa01', 'netora01', 'toddis01']","[19, 19]",0,435259593,39569053.91,38
202201070DEN,DEN,DEN,SAC,"Ball Arena, Denver, Colorado",conference,2022-01-07 21:00:00,2022-01-07 23:00:00,"['Brian Forte', 'Suyash Mehta', 'Jenna Schroeder']",15966,0,35,31,30,25,[],121,-2,2.0,"['bartowi01', 'jokicni01', 'gordoaa01', 'morrimo01', 'greenja01', 'campafa01', 'riverau01', 'greenje02', 'hylanbo01', 'nnajize01', 'reedda01', 'bolbo01']","[18, 18]",0,482269919,40189159.92,36,23,31,31,26,[],111,-2,2.0,"['foxde01', 'barneha02', 'baglema01', 'halibty01', 'jonesda03', 'lenal01', 'hieldbu01', 'mitchda01', 'thomptr01', 'harklma01', 'quetane01', 'ramseja01', 'woodaro01', 'daviste02']","[16, 24]",0,546356949,39025496.36,40
202201070HOU,DAL,HOU,DAL,"Toyota Center, Houston, Texas",division,2022-01-07 20:00:00,2022-01-07 22:00:00,"['J.B. DeRosa', 'Matt Myers', 'Ben Taylor']",15238,0,23,37,26,20,[],106,1,2.0,"['porteke02', 'tateja01', 'greenja05', 'woodch01', 'gordoer01', 'mathega01', 'chrisjo01', 'nwabada01', 'martike04', 'brookar01', 'nixda01', 'queentr01', 'theisda01', 'augusdj01']","[11, 28]",0,312517774,22322698.14,39,43,37,30,20,[],130,4,2.0,"['klebima01', 'brunsja01', 'finnedo01', 'bullore01', 'poweldw01', 'greenjo02', 'hardati02', 'brownst02', 'ntilila01', 'burketr01', 'brownmo01', 'chrisma01', 'pinsoth01']","[20, 18]",1,311714766,23978058.92,38
202201070LAL,LAL,LAL,ATL,"Crypto.com Arena, Los Angeles, California",none,2022-01-07 22:00:00,2022-01-08 00:00:00,"['Ray Acosta', 'Bennie Adams', 'Courtney Kirkland']",18997,0,34,30,37,33,[],134,3,3.0,"['jamesle01', 'monkma01', 'westbru01', 'bradlav01', 'johnsst04', 'hortota01', 'anthoca01', 'reaveau01', 'arizatr01', 'howardw01', 'bazemke01', 'ellinwa01', 'jordade01']","[20, 19]",0,1724293324,132637948.0,39,28,33,26,31,[],118,1,2.0,"['youngtr01', 'collijo01', 'bogdabo01', 'luwawti01', 'capelca01', 'huertke01', 'gallida01', 'okongon01', 'wrighde01', 'reddica01', 'coopesh01', 'mayssk01', 'johnsja05', 'willilo02']","[17, 20]",0,540860370,38632883.57,37
202201070OKC,MIN,OKC,MIN,"Paycom Center, Oklahoma City, Oklahoma",division,2022-01-07 20:00:00,2022-01-07 22:00:00,"['Andy Nagy', 'Josh Tiven']",14874,0,28,29,23,25,[],105,-2,2.0,"['giddejo01', 'gilgesh01', 'dortlu01', 'wiggiaa01', 'robinje02', 'manntr01', 'pokusal01', 'willike04', 'bazleda01', 'muscami01', 'maledth01', 'jeromty01', 'watsopa01']","[13, 24]",0,84999299,6538407.615,37,32,41,30,32,[],135,2,2.0,"['russeda01', 'edwaran01', 'vandeja01', 'townska01', 'mcdanja02', 'beaslma01', 'okogijo01', 'reidna01', 'princta02', 'nowelja01', 'mclaujo01', 'laymaja01', 'knighna01']","[18, 20]",1,363761014,27981616.46,38
202201070PHI,PHI,PHI,SAS,"Wells Fargo Center, Philadelphia, Pennsylvania",none,2022-01-07 19:00:00,2022-01-07 21:00:00,"['Jason Goldenberg', 'Michael Smith', 'Scott Wall']",20265,0,39,32,26,22,[],119,5,2.0,"['curryse01', 'harrito02', 'thybuma01', 'korkmfu01', 'embiijo01', 'niangge01', 'greenda02', 'drumman01', 'brownch02', 'henryaa01', 'powelmy01', 'bassech01', 'keybr01']","[21, 16]",0,603865179,46451167.62,37,19,34,27,20,[],100,1,2.0,"['murrade01', 'forbebr01', 'poeltja01', 'bateske01', 'primojo01', 'walkelo01', 'eubandr01', 'landajo01', 'johnsty01', 'wieskjo01', 'cacokde01', 'morrija01', 'lamban01']","[15, 22]",0,159410428,12262340.62,37
202201070POR,CLE,POR,CLE,"Moda Center, Portland, Oregon",none,2022-01-07 22:00:00,2022-01-08 00:00:00,"['Jacyn Goble', 'Ed Malloy', 'C.J. Washington']",16708,0,21,26,31,23,[],101,-1,2.0,"['powelno01', 'simonan01', 'covinro01', 'nurkiju01', 'littlna01', 'mclembe01', 'smithde03', 'watfotr01', 'zelleco01', 'ellebcj01', 'snellto01', 'browngr01']","[14, 23]",0,371522524,30960210.33,37,24,33,25,32,[],114,-1,3.0,"['garlada01', 'mobleev01', 'markkla01', 'allenja01', 'stevela01', 'osmande01', 'loveke01', 'rondora01', 'windldy01', 'wadede01', 'nembhrj01', 'pangoke01', 'davised01']","[21, 17]",1,536522684,41270975.69,38
202201070TOR,TOR,TOR,UTA,"Scotiabank Arena, Toronto, Canada",none,2022-01-07 19:30:00,2022-01-07 21:30:00,"['Derrick Collins', 'Mitchell Ervin']",0,0,25,24,45,28,[],122,4,2.0,"['siakapa01', 'vanvlfr01', 'trentga02', 'anunoog01', 'barnesc01', 'bouchch01', 'achiupr01', 'birchkh01', 'champju01', 'bantoda01', 'flynnma01', 'mykhasv01', 'wilsodj01', 'johnsda08']","[18, 17]",0,242832710,17345193.57,35,40,22,30,16,[],108,2,2.0,"['hugheel01', 'pascher01', 'forretr01', 'butleja02', 'whiteha01', 'houseda01', 'fittsma01', 'azubuud01', 'pelleno01', 'onealro01', 'clarkjo01']","[28, 10]",1,226326093,20575099.36,38
202201080BOS,BOS,BOS,NYK,"TD Garden, Boston, Massachusetts",division,2022-01-08 19:30:00,2022-01-08 21:30:00,"['Pat Fraher', 'Aaron Smith']",19156,0,21,23,32,23,[],99,-2,2.0,"['brownja02', 'williro04', 'tatumja01', 'smartma01', 'horfoal01', 'richajo01', 'willigr01', 'schrode01', 'kanteen01', 'nesmiaa01', 'langfro01', 'fernabr01', 'hausesa01', 'hernaju01']","[18, 21]",1,723163435,51654531.07,39,26,16,18,15,[],75,2,2.0,"['barrerj01', 'randlju01', 'quickim01', 'burksal01', 'robinmi01', 'grimequ01', 'gibsota01', 'toppiob01', 'mcbrimi01', 'knoxke01', 'simsje01']","[19, 20]",2,298721927,27156538.82,39
202201080CHO,CHO,CHO,MIL,"Spectrum Center, Charlotte, North Carolina",conference,2022-01-08 19:00:00,2022-01-08 21:00:00,"['Kane Fitzgerald', 'Lauren Holtkamp-Sterling']",19139,0,27,20,42,25,[],114,1,3.0,"['bridgmi02', 'roziete01', 'haywago01', 'ballla01', 'plumlma01', 'oubreke01', 'martico01', 'washipj01', 'mcdanja01', 'joneska01', 'thorjt01', 'bouknja01', 'smithis01', 'richani01']","[20, 19]",0,493890686,35277906.14,39,29,12,34,31,[],106,1,1.0,"['portibo01', 'middlkh01', 'antetgi01', 'matthwe02', 'nworajo01', 'hoodro01', 'gallola01', 'ojelese01', 'mamuksa01', 'antetth01', 'kornelu01', 'dowtije01', 'smartja01']","[26, 15]",1,527759054,40596850.31,41
202201080DET,DET,DET,ORL,"Little Caesars Arena, Detroit, Michigan",conference,2022-01-08 19:00:00,2022-01-08 21:00:00,"['John Conley', 'Gediminas Petraitis', 'James Williams']",18644,0,31,21,21,24,[],97,-2,2.0,"['beysa01', 'cunnica01', 'diallha01', 'hayeski01', 'stewais01', 'lylestr01', 'josepco01', 'jacksjo02', 'leesa01', 'mcgruro01', 'garzalu01']","[7, 30]",1,178658783,16241707.55,37,26,19,28,19,[],92,-7,3.0,"['anthoco01', 'harriga01', 'bambamo01', 'wagnefr01', 'gillefr01', 'rosste01', 'okekech01', 'hamptrj01', 'wagnemo01', 'fraziti01', 'schofad01', 'cartewe01', 'brazdig01']","[7, 32]",0,254864535,19604964.23,39
202201080IND,IND,IND,UTA,"Gainbridge Fieldhouse, Indianapolis, Indiana",none,2022-01-08 19:00:00,2022-01-08 21:00:00,"['Tyler Ford', 'Jason Goldenberg', 'Marat Kogut']",13160,0,33,28,29,35,[],125,-6,3.0,"['sabondo01', 'washidu02', 'sykeske01', 'holidju01', 'turnemy01', 'stephla01', 'duartch01', 'brissos01', 'lambje01', 'caverah01', 'hintona01', 'taylote01']","[14, 25]",1,248926576,20743881.33,39,27,25,34,27,[],113,-1,1.0,"['onealro01', 'bogdabo02', 'mitchdo01', 'conlemi01', 'whiteha01', 'clarkjo01', 'gayru01', 'houseda01', 'pelleno01', 'pascher01', 'azubuud01', 'butleja02', 'forretr01']","[28, 11]",0,751958935,57842995.0,39
202201080LAC,MEM,LAC,MEM,"Crypto.com Arena, Los Angeles, California",conference,2022-01-08 15:30:00,2022-01-08 17:30:00,"['Derek Richardson', 'Leon Wood', 'Sean Wright']",17936,0,36,20,28,24,[],108,-2,2.0,"['morrima03', 'jacksre01', 'coffeam01', 'batumni01', 'zubaciv01', 'mannte01', 'bostobr01', 'bledser01', 'winslju01', 'johnske07', 'scrubja01', 'ibakase01', 'gabriwe01']","[19, 20]",0,682443960,52495689.23,39,28,38,28,29,[],123,7,2.0,"['jonesty01', 'jacksja02', 'banede01', 'tilliki02', 'brookdi01', 'clarkbr01', 'meltode01', 'culveja01', 'aldamsa01', 'willizi02', 'teskejo01', 'jeffrda01', 'mathida01']","[26, 14]",2,148000432,11384648.62,40
202201080PHO,MIA,PHO,MIA,"Phoenix Suns Arena, Phoenix, Arizona",none,2022-01-08 21:00:00,2022-01-08 23:00:00,"['Ray Acosta', 'Bill Kennedy', 'Brandon Schwab']",17071,0,29,21,29,21,[],100,3,2.0,"['bookede01', 'paulch01', 'aytonde01', 'bridgmi01', 'crowdja01', 'johnsca02', 'payneca01', 'smithja04', 'jacksju01', 'mcgeeja01', 'wainris01', 'biyombi01', 'paytoel01']","[30, 8]",0,786550968,60503920.62,38,33,38,27,25,[],123,1,3.0,"['lowryky01', 'yurtsom01', 'martica02', 'tuckepj01', 'strusma01', 'herroty01', 'robindu01', 'silvach01', 'guyky01', 'highsha01', 'okpalkz01']","[24, 15]",0,316879205,28807200.45,39
202201090BRK,BRK,BRK,SAS,"Barclays Center, Brooklyn, New York",none,2022-01-09 12:00:00,2022-01-09 14:00:00,"['Nick Buchert', 'Rodney Mott', 'Scott Twardoski']",15606,0,32,28,31,22,[],121,-1,2.0,"['hardeja01', 'duranke01', 'millspa02', 'claxtni01', 'dukeda01', 'thomaca02', 'bembrde01', 'edwarke02', 'sharpda01', 'griffbl01', 'johnsja01', 'millspa01', 'brownbr01', 'carteje01']","[24, 13]",0,1220701487,87192963.36,37,32,19,38,24,[],119,-1,2.0,"['murrade01', 'primojo01', 'bateske01', 'poeltja01', 'walkelo01', 'forbebr01', 'johnsty01', 'landajo01', 'cacokde01', 'wieskjo01', 'eubandr01', 'morrija01', 'lamban01']","[15, 23]",0,159410428,12262340.62,38
202201090DAL,DAL,DAL,CHI,"American Airlines Center, Dallas, Texas",none,2022-01-09 19:30:00,2022-01-09 21:30:00,"['Ben Taylor', 'Josh Tiven', 'C.J. Washington']",20041,0,22,32,29,30,[],113,5,2.0,"['doncilu01', 'klebima01', 'finnedo01', 'brunsja01', 'poweldw01', 'hardati02', 'greenjo02', 'bullore01', 'brownst02', 'chrisma01', 'brownmo01', 'ntilila01', 'marjabo01', 'burketr01']","[21, 18]",0,375235007,26802500.5,39,32,23,24,20,[],99,9,2.0,"['lavinza01', 'vucevni01', 'derozde01', 'balllo01', 'jonesde02', 'whiteco01', 'dosunay01', 'browntr01', 'bradlto01', 'dotsode01', 'mckinal01', 'thomama02', 'mccluma01', 'simonma01']","[26, 10]",1,554742789,39624484.93,36
202201090GSW,GSW,GSW,CLE,"Chase Center, San Francisco, California",none,2022-01-09 20:30:00,2022-01-09 22:30:00,"['Bennie Adams', 'Brandon Schwab', 'Sean Wright']",18064,0,24,27,28,17,[],96,-2,3.0,"['curryst01', 'wiggian01', 'looneke01', 'thompkl01', 'greendr01', 'iguodan01', 'poolejo01', 'porteot01', 'paytoga02', 'toscaju01', 'bjeline01', 'chiozch01', 'moodymo01', 'leeda03', 'kuminjo01']","[29, 9]",1,1108340594,73889372.93,38,21,25,14,22,[],82,1,2.0,"['mobleev01', 'stevela01', 'garlada01', 'allenja01', 'markkla01', 'rondora01', 'osmande01', 'windldy01', 'loveke01', 'goodwbr01', 'pangoke01', 'davised01', 'nembhrj01', 'wadede01']","[22, 17]",0,538912714,38493765.29,39
202201090HOU,MIN,HOU,MIN,"Toyota Center, Houston, Texas",conference,2022-01-09 19:00:00,2022-01-09 21:00:00,"['Brandon Adair', 'John Butler', 'Marc Davis']",15277,0,26,28,34,35,[],123,-1,2.0,"['woodch01', 'gordoer01', 'greenja05', 'porteke02', 'tateja01', 'mathega01', 'martike04', 'chrisjo01', 'nwabada01', 'nixda01', 'augusdj01', 'theisda01']","[11, 29]",0,310607553,25883962.75,40,36,39,36,30,[],141,3,2.0,"['edwaran01', 'townska01', 'russeda01', 'vandeja01', 'mcdanja02', 'beaslma01', 'nowelja01', 'okogijo01', 'reidna01', 'princta02', 'knighna01', 'laymaja01', 'mclaujo01']","[19, 20]",1,363761014,27981616.46,39
202201090LAC,LAC,LAC,ATL,"Crypto.com Arena, Los Angeles, California",none,2022-01-09 15:30:00,2022-01-09 17:30:00,"['Ed Malloy', 'Natalie Sago', 'Justin Van Duyne']",14836,0,31,28,27,20,[],106,-3,1.0,"['coffeam01', 'batumni01', 'morrima03', 'zubaciv01', 'jacksre01', 'mannte01', 'bledser01', 'ibakase01', 'bostobr01', 'gabriwe01', 'johnske07', 'scrubja01', 'moonxa01']","[19, 21]",0,641471923,49343994.08,40,23,30,20,20,[],93,-1,2.0,"['okongon01', 'huertke01', 'youngtr01', 'collijo01', 'bogdabo01', 'luwawti01', 'gallida01', 'wrighde01', 'reddica01', 'johnsja05', 'mayssk01', 'coopesh01']","[17, 21]",0,384296267,32024688.92,38
202201090LAL,MEM,LAL,MEM,"Crypto.com Arena, Los Angeles, California",conference,2022-01-09 21:30:00,2022-01-09 23:30:00,"['Tony Brothers', 'Jacyn Goble', 'Suyash Mehta']",18288,0,27,25,31,36,[],119,4,2.0,"['jamesle01', 'monkma01', 'westbru01', 'bradlav01', 'johnsst04', 'anthoca01', 'reaveau01', 'hortota01', 'arizatr01', 'ellinwa01', 'howardw01', 'jordade01', 'bazemke01']","[21, 19]",1,1724293324,132637948.0,40,27,38,42,20,[],127,8,1.0,"['moranja01', 'jacksja02', 'anderky01', 'willizi02', 'banede01', 'konchjo01', 'meltode01', 'tillmxa01', 'clarkbr01', 'jonesty01', 'aldamsa01', 'culveja01', 'tilliki02', 'jeffrda01']","[27, 14]",2,197783551,14127396.5,41
202201090OKC,DEN,OKC,DEN,"Paycom Center, Oklahoma City, Oklahoma",division,2022-01-09 19:00:00,2022-01-09 21:00:00,"['Eric Dalen', 'Brian Forte', 'Jenna Schroeder']",14772,0,23,26,29,17,[],95,-3,2.0,"['giddejo01', 'gilgesh01', 'dortlu01', 'robinje02', 'favorde01', 'bazleda01', 'manntr01', 'wiggiaa01', 'willike04', 'muscami01', 'pokusal01', 'sarrol01', 'watsopa01', 'jeromty01', 'maledth01']","[13, 25]",1,204889373,13659291.53,38,36,25,19,19,[],99,1,2.0,"['jokicni01', 'bartowi01', 'morrimo01', 'gordoaa01', 'greenja01', 'riverau01', 'greenje02', 'campafa01', 'nnajize01', 'hylanbo01', 'reedda01']","[19, 18]",0,478050527,43459138.82,37
202201090ORL,WAS,ORL,WAS,"Amway Center, Orlando, Florida",division,2022-01-09 18:00:00,2022-01-09 20:00:00,"['Derrick Collins', 'Andy Nagy', 'Michael Smith']",13223,0,26,23,22,29,[],100,-8,1.0,"['anthoco01', 'okekech01', 'harriga01', 'wagnefr01', 'bambamo01', 'rosste01', 'hamptrj01', 'fraziti01', 'gillefr01', 'wagnemo01', 'schofad01', 'brazdig01']","[7, 33]",0,232853068,19404422.33,40,20,22,25,35,[],102,-2,2.0,"['kuzmaky01', 'bealbr01', 'dinwisp01', 'caldwke01', 'gaffoda01', 'netora01', 'hachiru01', 'avdijde01', 'kispeco01', 'bertada01', 'monrogr01', 'holidaa01', 'toddis01']","[19, 20]",1,496193835,38168756.54,39
202201090POR,POR,POR,SAC,"Moda Center, Portland, Oregon",conference,2022-01-09 21:00:00,2022-01-09 23:00:00,"['Courtney Kirkland', 'Phenizee Ransom']",16408,0,27,26,29,21,[],103,-2,2.0,"['nurkiju01', 'simonan01', 'covinro01', 'littlna01', 'mclembe01', 'ellebcj01', 'smithde03', 'snellto01', 'watfotr01', 'zelleco01', 'browngr01']","[14, 24]",0,322659536,29332685.09,38,21,19,27,21,[],88,-3,2.0,"['foxde01', 'halibty01', 'barneha02', 'lenal01', 'baglema01', 'hieldbu01', 'mitchda01', 'thomptr01', 'daviste02', 'metuch01', 'ramseja01', 'woodaro01', 'harklma01']","[16, 25]",2,541346629,41642048.38,41
202201090TOR,TOR,TOR,NOP,"Scotiabank Arena, Toronto, Canada",none,2022-01-09 18:00:00,2022-01-09 20:00:00,"['Mitchell Ervin', 'Gediminas Petraitis', 'Zach Zarba']",0,0,27,22,30,26,[],105,5,2.0,"['siakapa01', 'vanvlfr01', 'anunoog01', 'barnesc01', 'birchkh01', 'bouchch01', 'achiupr01', 'mykhasv01', 'flynnma01', 'bantoda01', 'johnsda08', 'trentga02', 'wilsodj01', 'bongais01', 'champju01']","[19, 17]",0,248642640,16576176.0,36,26,22,29,24,[],101,1,3.0,"['joneshe01', 'ingrabr01', 'valanjo01', 'templga01', 'grahade01', 'hayesja02', 'alexani01', 'clarkga01', 'alvarjo01', 'marshna01', 'murphtr02', 'hernawi01']","[14, 25]",0,291634418,24302868.17,39
202201100BOS,BOS,BOS,IND,"TD Garden, Boston, Massachusetts",conference,2022-01-10 19:30:00,2022-01-10 21:30:00,"['Nick Buchert', 'Mitchell Ervin', 'James Williams']",19156,0,23,19,26,21,[],101,1,2.0,"['brownja02', 'tatumja01', 'williro04', 'smartma01', 'horfoal01', 'richajo01', 'willigr01', 'schrode01', 'kanteen01', 'thomabr01', 'fernabr01', 'langfro01', 'hernaju01', 'nesmiaa01', 'hausesa01']","[19, 21]",0,723163435,48210895.67,40,17,22,21,29,[],98,1,2.0,"['sabondo01', 'holidju01', 'washidu02', 'sykeske01', 'turnemy01', 'brissos01', 'stephla01', 'craigto01', 'lambje01', 'jacksis01', 'taylote01', 'brogdma01']","[15, 25]",0,324170597,27014216.42,40
202201100CHO,CHO,CHO,MIL,"Spectrum Center, Charlotte, North Carolina",conference,2022-01-10 19:00:00,2022-01-10 21:00:00,"['John Conley', 'Ben Taylor', 'Scott Twardoski']",14253,0,28,19,36,20,[],103,2,2.0,"['bridgmi02', 'roziete01', 'haywago01', 'ballla01', 'plumlma01', 'martico01', 'washipj01', 'mcdanja01', 'thorjt01', 'joneska01', 'smithis01', 'richani01', 'kulboar01', 'lewissc01', 'bouknja01']","[21, 19]",1,442662136,29510809.07,40,19,29,26,25,[],99,-1,2.0,"['middlkh01', 'antetgi01', 'portibo01', 'matthwe02', 'nworajo01', 'connapa01', 'divindo01', 'hoodro01', 'gallola01', 'mamuksa01', 'kornelu01', 'ojelese01', 'antetth01', 'smartja01']","[26, 16]",1,557266259,39804732.79,42
202201100DET,DET,DET,UTA,"Little Caesars Arena, Detroit, Michigan",none,2022-01-10 19:00:00,2022-01-10 21:00:00,"['J.B. DeRosa', 'Tom Washington']",17834,0,21,27,40,38,[],126,1,2.0,"['cunnica01', 'beysa01', 'diallha01', 'hayeski01', 'stewais01', 'lylestr01', 'josepco01', 'jacksjo02', 'leesa01', 'stanlca01', 'garzalu01']","[8, 30]",0,163575134,14870466.73,38,35,26,23,32,[],116,-2,2.0,"['mitchdo01', 'onealro01', 'bogdabo02', 'whiteha01', 'conlemi01', 'clarkjo01', 'pascher01', 'houseda01', 'pelleno01', 'valende01', 'forretr01']","[28, 12]",0,591138455,53739859.55,40
202201100HOU,PHI,HOU,PHI,"Toyota Center, Houston, Texas",none,2022-01-10 20:00:00,2022-01-10 22:00:00,"['Eric Dalen', 'Marc Davis', 'Jenna Schroeder']",13593,0,27,23,22,19,[],91,-2,1.0,"['woodch01', 'greenja05', 'porteke02', 'tateja01', 'theisda01', 'mathega01', 'chrisjo01', 'martike04', 'augusdj01', 'nwabada01', 'nixda01', 'garubus01']","[11, 30]",0,154329783,12860815.25,41,36,26,29,20,[],111,6,3.0,"['korkmfu01', 'embiijo01', 'thybuma01', 'harrito02', 'greenda02', 'joeis01', 'brownch02', 'powelmy01', 'niangge01', 'drumman01', 'bassech01', 'keybr01', 'henryaa01']","[22, 16]",1,572961409,44073954.54,38
202201100NYK,NYK,NYK,SAS,"Madison Square Garden (IV), New York, New York",none,2022-01-10 19:30:00,2022-01-10 21:30:00,"['Tyler Ford', 'Matt Myers', 'Scott Wall']",16569,0,23,28,31,29,[],111,-1,2.0,"['randlju01', 'robinmi01', 'burksal01', 'barrerj01', 'fournev01', 'grimequ01', 'quickim01', 'toppiob01', 'gibsota01', 'knoxke01', 'mcbrimi01', 'simsje01']","[19, 21]",1,407871029,33989252.42,40,26,23,26,21,[],96,-2,1.0,"['murrade01', 'primojo01', 'walkelo01', 'bateske01', 'poeltja01', 'cacokde01', 'johnsty01', 'eubandr01', 'forbebr01', 'wieskjo01', 'morrija01', 'lamban01']","[15, 24]",0,158485170,13207097.5,39
202201100POR,POR,POR,BRK,"Moda Center, Portland, Oregon",none,2022-01-10 22:00:00,2022-01-11 00:00:00,"['Tony Brothers', 'Phenizee Ransom', 'Derek Richardson']",16379,0,33,22,32,27,[],114,1,1.0,"['littlna01', 'simonan01', 'covinro01', 'nurkiju01', 'mclembe01', 'ellebcj01', 'zelleco01', 'watfotr01', 'smithde03', 'snellto01', 'browngr01']","[15, 24]",0,322659536,29332685.09,39,26,36,19,27,[],108,1,1.0,"['duranke01', 'irvinky01', 'bembrde01', 'dukeda01', 'claxtni01', 'millspa02', 'thomaca02', 'sharpda01', 'edwarke02', 'griffbl01', 'johnsja01', 'brownbr01', 'carteje01', 'millspa01']","[25, 13]",0,1143527742,81680553.0,38
202201100SAC,CLE,SAC,CLE,"Golden 1 Center, Sacramento, California",none,2022-01-10 22:00:00,2022-01-11 00:00:00,"['Ray Acosta', 'Bill Kennedy']",12110,0,22,27,30,29,[],108,-4,1.0,"['halibty01', 'foxde01', 'barneha02', 'lenal01', 'baglema01', 'hieldbu01', 'quetane01', 'metuch01', 'mitchda01', 'daviste02', 'thomptr01', 'woodaro01', 'ramseja01', 'harklma01']","[16, 26]",0,541346629,38667616.36,42,28,34,22,25,[],109,-1,1.0,"['mobleev01', 'garlada01', 'markkla01', 'allenja01', 'stevela01', 'osmande01', 'loveke01', 'rondora01', 'wadede01', 'windldy01', 'pangoke01', 'goodwbr01', 'davised01', 'nembhrj01']","[22, 18]",1,538912714,38493765.29,40
202201110CHI,CHI,CHI,DET,"United Center, Chicago, Illinois",division,2022-01-11 20:00:00,2022-01-11 22:00:00,"['Brian Forte', 'Evan Scott', 'Michael Smith']",19886,0,28,33,36,36,[],133,-1,2.0,"['lavinza01', 'balllo01', 'vucevni01', 'derozde01', 'jonesde02', 'dosunay01', 'browntr01', 'whiteco01', 'mckinal01', 'bradlto01', 'thomama02', 'dotsode01', 'simonma01']","[26, 11]",2,554636437,42664341.31,37,27,25,14,21,[],87,2,1.0,"['beysa01', 'hayeski01', 'cunnica01', 'stewais01', 'diallha01', 'jacksjo02', 'leesa01', 'stanlca01', 'lylestr01', 'garzalu01', 'josepco01']","[9, 30]",0,163575134,14870466.73,39
202201110LAC,LAC,LAC,DEN,"Crypto.com Arena, Los Angeles, California",conference,2022-01-11 22:30:00,2022-01-12 00:30:00,"['Courtney Kirkland', 'J.T. Orr', 'Justin Van Duyne']",15077,0,16,12,27,32,[],87,1,2.0,"['coffeam01', 'morrima03', 'jacksre01', 'batumni01', 'zubaciv01', 'mannte01', 'bledser01', 'ibakase01', 'bostobr01', 'scrubja01', 'gabriwe01', 'moonxa01']","[20, 21]",0,638918683,53243223.58,41,18,23,25,19,[],85,2,2.0,"['jokicni01', 'gordoaa01', 'morrimo01', 'riverau01', 'greenja01', 'campafa01', 'greenje02', 'reedda01', 'nnajize01', 'hylanbo01', 'ennisja01']","[20, 18]",1,425982652,38725695.64,38
