gameid,ref,att
201512110ORL,"['Matt Boland', 'Tyler Ford', 'Tom Washington']",17239
201512110PHI,"['Brent Barnaky', 'Leroy Richardson', 'Bill Spooner']",17239
201512110PHO,"['Brian Forte', 'Ed Malloy', 'Scott Twardoski']",17028
201512110SAS,"['Mike Callahan', 'Eric Lewis', 'Tre Maddox']",18418
201512110TOR,"['Michael Smith', 'Ben Taylor', 'Josh Tiven']",19800
201512110UTA,"['Derrick Collins', 'Jason Phillips', 'Dedric Taylor']",19911
201512120ATL,"['Scott Foster', 'David Guthrie', 'Haywoode Workman']",17752
201512120BRK,"['Tony Brown', 'John Goble', 'J.T. Orr']",15689
201512120CHI,"['Eric Dalen', 'Monty McCutchen', 'Leroy Richardson']",21605
201512120CHO,"['Brent Barnaky', 'Dan Crawford', 'Marat Kogut']",18490
201512120DAL,"['Bill Kennedy', 'Eli Roe', 'James Williams']",20088
201512120DET,"['Mark Lindsay', 'Kevin Scott', 'Derrick Stafford']",14858
201512120HOU,"['Pat Fraher', 'Courtney Kirkland', 'Brett Nansel']",18456
201512120MIL,"['Nick Buchert', 'James Capers Jr.', 'Kevin Cutler']",18717
201512120POR,"['Tony Brothers', 'Derrick Collins', 'Derek Richardson']",19511
201512130MIA,"['Mike Callahan', 'Gediminas Petraitis', 'Josh Tiven']",19813
201512130OKC,"['Matt Boland', 'Lauren Holtkamp-Sterling', 'Ed Malloy']",18203
201512130PHO,"['Bennie Adams', 'Jason Phillips', 'Dedric Taylor']",16919
201512130TOR,"['Steve Anderson', 'Ron Garretson', 'Gary Zielinski']",19800
201512140ATL,"['Mark Ayotte', 'James Capers Jr.', 'J.T. Orr']",15039
201512140BRK,"['Michael Smith', 'Ben Taylor', 'Scott Wall']",12946
201512140CHI,"['Nick Buchert', 'Dan Crawford', 'Marat Kogut']",21166
201512140DAL,"['Matt Boland', 'Derrick Stafford', 'Josh Tiven']",19822
201512140DEN,"['Tony Brothers', 'Derrick Collins', 'Haywoode Workman']",12022
201512140DET,"['Mitchell Ervin', 'Kane Fitzgerald', 'Pat Fraher']",13525
201512140IND,"['John Goble', 'Courtney Kirkland', 'Karl Lane']",16598
201512140MEM,"['Marc Davis', 'Brian Forte', 'Brett Nansel']",15397
201512140POR,"['David Jones', 'Tre Maddox', 'Zach Zarba']",19231
201512140SAS,"['Tyler Ford', 'Bill Kennedy', 'Sean Wright']",18418
201512150BOS,"['Mark Ayotte', 'Eric Dalen', 'Ron Garretson']",18624
201512150LAL,"['Bennie Adams', 'Jason Phillips', 'Dedric Taylor']",18997
201512150MIN,"['Marat Kogut', 'Eric Lewis', 'Ken Mauer']",11323
201512150SAC,"['Kevin Cutler', 'David Guthrie', 'Zach Zarba']",17317
201512160ATL,"['Curtis Blair', 'Mike Callahan', 'Michael Smith']",14827
201512160BRK,"['Steve Anderson', 'Ron Garretson', 'Gary Zielinski']",15113
201512160CHI,"['Sean Corbin', 'Kevin Scott', 'Bill Spooner']",21032
201512160DET,"['Lauren Holtkamp-Sterling', 'Courtney Kirkland', 'Eric Lewis']",13120
201512160GSW,"['Derrick Collins', 'Bill Kennedy', 'Tre Maddox']",19596
201512160IND,"['Ben Taylor', 'Scott Wall', 'Tom Washington']",14824
201512160LAC,"['Marc Davis', 'David Jones', 'Karl Lane']",19060
201512160NYK,"['Tony Brown', 'Mitchell Ervin', 'Ed Malloy']",19812
201512160OKC,"['Tyler Ford', 'Monty McCutchen', 'Leroy Richardson']",18203
201512160ORL,"['Eli Roe', 'Derrick Stafford', 'James Williams']",16019
201512160SAS,"['Brent Barnaky', 'James Capers Jr.', 'Leon Wood']",18418
201512160UTA,"['Tony Brothers', 'David Guthrie', 'Haywoode Workman']",17899
201512170CHO,"['Pat Fraher', 'Ken Mauer', 'Kevin Scott']",15817
201512170CLE,"['Dan Crawford', 'Mark Lindsay', 'Josh Tiven']",20562
201512170LAL,"['Marc Davis', 'Karl Lane', 'Rodney Mott']",18997
201512180BOS,"['Mitchell Ervin', 'James Williams', 'Sean Wright']",18624
201512180CHI,"['Steve Anderson', 'James Capers Jr.', 'Gary Zielinski']",21534
201512180DAL,"['Eric Dalen', 'Kane Fitzgerald', 'Monty McCutchen']",20199
201512180GSW,"['Tony Brothers', 'David Guthrie', 'Haywoode Workman']",19596
201512180IND,"['Bennie Adams', 'Marat Kogut', 'Bill Spooner']",16548
201512180MIA,"['Matt Boland', 'Jason Phillips', 'Leon Wood']",19600
201512180MIN,"['Sean Corbin', 'Ron Garretson', 'Justin Van Duyne']",12770
201512180ORL,"['Tony Brown', 'Courtney Kirkland', 'Gediminas Petraitis']",17156
201512180PHI,"['Mark Lindsay', 'Derrick Stafford', 'Ben Taylor']",17880
201512180PHO,"['Nick Buchert', 'Kevin Cutler', 'John Goble']",17227
201512180SAS,"['Brian Forte', 'Ed Malloy', 'Leroy Richardson']",18418
201512180UTA,"['Curtis Blair', 'David Jones', 'Tom Washington']",19169
201512190HOU,"['Matt Boland', 'Monty McCutchen', 'Josh Tiven']",18212
201512190MEM,"['Mike Callahan', 'Rodney Mott', 'Scott Twardoski']",18119
201512190NYK,"['Ken Mauer', 'Aaron Smith', 'Michael Smith']",19812
201512190OKC,"['Derrick Collins', 'Tre Maddox', 'Zach Zarba']",18203
201512190WAS,"['Dan Crawford', 'Bill Kennedy', 'J.T. Orr']",16987
201512200BRK,"['Mark Ayotte', 'Brian Forte', 'Leon Wood']",14552
201512200CLE,"['Bennie Adams', 'Justin Van Duyne', 'Sean Wright']",20562
201512200DEN,"['Marc Davis', 'Kane Fitzgerald', 'Karl Lane']",13857
201512200MIA,"['Eric Dalen', 'Ed Malloy', 'James Williams']",19600
201512200ORL,"['Eric Lewis', 'J.T. Orr', 'Bill Spooner']",16982
201512200PHO,"['Curtis Blair', 'Leroy Richardson', 'Tom Washington']",16859
201512200TOR,"['Marat Kogut', 'Derrick Stafford', 'Scott Wall']",19800
201512210ATL,"['Pat Fraher', 'Bill Kennedy', 'Justin Van Duyne']",18373
201512210BOS,"['Tony Brothers', 'David Guthrie', 'Kevin Scott']",18624
201512210CHI,"['Tre Maddox', 'Rodney Mott', 'Sean Wright']",21825
201512210HOU,"['Sean Corbin', 'Scott Twardoski', 'Zach Zarba']",18236
201512210LAC,"['Nick Buchert', 'Ron Garretson', 'John Goble']",19415
201512210NYK,"['Brent Barnaky', 'Dan Crawford', 'Dedric Taylor']",19812
201512210SAS,"['Tony Brown', 'Monty McCutchen', 'Eli Roe']",18418
201512210UTA,"['Marc Davis', 'Kane Fitzgerald', 'Karl Lane']",19911
201512210WAS,"['Mark Ayotte', 'Mark Lindsay', 'Jason Phillips']",15124
201512220DEN,"['Nick Buchert', 'John Goble', 'Scott Twardoski']",19124
201512220MIA,"['Eric Lewis', 'Aaron Smith', 'Bill Spooner']",19901
201512220PHI,"['James Capers Jr.', 'Brian Forte', 'J.T. Orr']",15552
201512220TOR,"['Bennie Adams', 'Mitchell Ervin', 'Ed Malloy']",19800
201512230ATL,"['Brent Barnaky', 'Sean Corbin', 'Ben Taylor']",17575
201512230BRK,"['Tony Brothers', 'Mark Lindsay', 'Justin Van Duyne']",15994
201512230CHO,"['Courtney Kirkland', 'Monty McCutchen', 'Eli Roe']",19082
201512230CLE,"['Tony Brown', 'Jason Phillips', 'Kevin Scott']",20562
201512230GSW,"['Kevin Cutler', 'Ron Garretson', 'Leroy Richardson']",19596
201512230IND,"['Ed Malloy', 'Dedric Taylor', 'Josh Tiven']",18165
201512230LAL,"['Curtis Blair', 'Kane Fitzgerald', 'Tom Washington']",18997
201512230MIL,"['Dan Crawford', 'Tyler Ford', 'Pat Fraher']",15754
201512230MIN,"['Eric Dalen', 'Derrick Stafford', 'James Williams']",16788
201512230NOP,"['Derrick Collins', 'Haywoode Workman', 'Zach Zarba']",16686
201512230ORL,"['Steve Anderson', 'David Guthrie', 'Bill Kennedy']",17061
201512230PHO,"['Matt Boland', 'Scott Foster', 'Derek Richardson']",17034
201512230WAS,"['Marat Kogut', 'Scott Wall', 'Sean Wright']",15879
201512250GSW,"['Matt Boland', 'Scott Foster', 'Courtney Kirkland']",19596
201512250HOU,"['Derrick Collins', 'Jason Phillips', 'Gary Zielinski']",18319
201512250LAL,"['Kevin Cutler', 'Leroy Richardson', 'Derrick Stafford']",18997
201512250MIA,"['Tony Brothers', 'Nick Buchert', 'Sean Corbin']",19845
201512250OKC,"['Mark Ayotte', 'Tony Brown', 'Marc Davis']",18203
201512260ATL,"['Brian Forte', 'Lauren Holtkamp-Sterling', 'Eric Lewis']",19015
201512260BRK,"['Kane Fitzgerald', 'Eli Roe', 'Zach Zarba']",17732
201512260CHO,"['David Guthrie', 'Michael Smith', 'Haywoode Workman']",19091
201512260DAL,"['James Capers Jr.', 'Derrick Collins', 'Leon Wood']",20392
201512260DET,"['Curtis Blair', 'Eric Dalen', 'John Goble']",18288
201512260MIL,"['Derek Richardson', 'James Williams', 'Sean Wright']",16329
201512260MIN,"['Brent Barnaky', 'Tyler Ford', 'Tom Washington']",15076
201512260NOP,"['Mark Ayotte', 'J.T. Orr', 'Bill Spooner']",18248
201512260ORL,"['Pat Fraher', 'Kevin Scott', 'Ben Taylor']",18846
201512260PHO,"['Mitchell Ervin', 'Courtney Kirkland', 'Monty McCutchen']",17548
201512260POR,"['Ron Garretson', 'Rodney Mott', 'Scott Twardoski']",19393
201512260SAS,"['Marc Davis', 'Karl Lane', 'Mark Lindsay']",18420
201512260UTA,"['Dan Crawford', 'Gediminas Petraitis', 'Scott Wall']",19911
201512270BOS,"['Sean Corbin', 'Tre Maddox', 'Josh Tiven']",18624
201512270MEM,"['Jason Phillips', 'Dedric Taylor', 'Gary Zielinski']",18119
201512270OKC,"['Bill Kennedy', 'Brett Nansel', 'Sean Wright']",18203
201512270SAC,"['Steve Anderson', 'Matt Boland', 'Derrick Stafford']",17317
201512280CHI,"['Brent Barnaky', 'Eli Roe', 'Tom Washington']",21898
201512280CHO,"['Derrick Collins', 'Eric Lewis', 'Derek Richardson']",19632
201512280DAL,"['Mark Ayotte', 'Ben Taylor', 'Zach Zarba']",20300
201512280GSW,"['Mitchell Ervin', 'Monty McCutchen', 'Rodney Mott']",19596
201512280IND,"['Marc Davis', 'Pat Fraher', 'Leon Wood']",18165
201512280MIA,"['Tony Brown', 'David Guthrie', 'Dedric Taylor']",19975
201512280ORL,"['John Goble', 'Karl Lane', 'Mark Lindsay']",17606
201512280PHO,"['Dan Crawford', 'Gediminas Petraitis', 'Scott Wall']",18319
201512280SAS,"['James Capers Jr.', 'Lauren Holtkamp-Sterling', 'Courtney Kirkland']",18493
201512280UTA,"['Steve Anderson', 'Matt Boland', 'Scott Foster']",19911
201512280WAS,"['Brian Forte', 'Ed Malloy', 'Haywoode Workman']",20356
201512290DEN,"['Kevin Cutler', 'Derrick Stafford', 'James Williams']",17523
201512290HOU,"['John Goble', 'Mark Lindsay', 'Justin Van Duyne']",18211
201512290MEM,"['Eric Dalen', 'Bill Kennedy', 'Courtney Kirkland']",18119
201512290NYK,"['Nick Buchert', 'Ron Garretson', 'J.T. Orr']",19812
201512290OKC,"['Marat Kogut', 'Michael Smith', 'Gary Zielinski']",18203
201512300BOS,"['Brent Barnaky', 'Mike Callahan', 'Haywoode Workman']",18624
201512300CHI,"['Curtis Blair', 'Eric Lewis', 'Jason Phillips']",22206
201512300CHO,"['Tony Brown', 'Dedric Taylor', 'Zach Zarba']",19145
201512300DAL,"['Marat Kogut', 'Ed Malloy', 'Gary Zielinski']",20494
201512300MIN,"['Derrick Collins', 'Ken Mauer', 'Leon Wood']",14326
201512300ORL,"['Marc Davis', 'David Jones', 'Derek Richardson']",18397
201512300POR,"['Dan Crawford', 'Gediminas Petraitis', 'Josh Tiven']",19393
201512300SAC,"['James Capers Jr.', 'Brett Nansel', 'Scott Wall']",17317
201512300SAS,"['Steve Anderson', 'Mark Ayotte', 'Tom Washington']",18418
201512300TOR,"['Tyler Ford', 'Pat Fraher', 'David Guthrie']",19800
201512310DET,"['Kane Fitzgerald', 'Rodney Mott', 'Kevin Scott']",15475
201512310HOU,"['Eric Dalen', 'Bill Kennedy', 'Sean Wright']",18313
201512310IND,"['Nick Buchert', 'John Goble', 'J.T. Orr']",16348
201512310NOP,"['Scott Foster', 'Lauren Holtkamp-Sterling', 'Michael Smith']",16920
201512310OKC,"['Brian Forte', 'Ed Malloy', 'Eli Roe']",18203
201512310UTA,"['Mitchell Ervin', 'Monty McCutchen', 'James Williams']",19380
201601010CHI,"['Mike Callahan', 'Karl Lane', 'Mark Lindsay']",22443
201601010LAL,"['Mitchell Ervin', 'Monty McCutchen', 'Josh Tiven']",18997
201601010MIA,"['Steve Anderson', 'Scott Foster', 'David Jones']",19748
201601010TOR,"['Matt Boland', 'Sean Corbin', 'Marc Davis']",19800
201601010WAS,"['Ron Garretson', 'Eric Lewis', 'Tre Maddox']",16986
201601020BOS,"['Kane Fitzgerald', 'Ben Taylor', 'Zach Zarba']",18624
201601020CHO,"['Eric Dalen', 'John Goble', 'Scott Wall']",19387
201601020CLE,"['Brent Barnaky', 'Curtis Blair', 'Rodney Mott']",20562
201601020DAL,"['Tony Brown', 'Kevin Scott', 'Tom Washington']",20152
201601020GSW,"['Mark Ayotte', 'James Capers Jr.', 'Justin Van Duyne']",19596
201601020IND,"['Dan Crawford', 'David Guthrie', 'Lauren Holtkamp-Sterling']",18165
201601020LAC,"['Bill Kennedy', 'Derek Richardson', 'James Williams']",19212
201601020MIN,"['Pat Fraher', 'Jason Phillips', 'Eli Roe']",14107
201601020SAC,"['Ken Mauer', 'J.T. Orr', 'Gary Zielinski']",17317
201601020SAS,"['Kevin Cutler', 'Michael Smith', 'Derrick Stafford']",18652
201601020UTA,"['Josh Tiven', 'Scott Twardoski', 'Sean Wright']",18455
201601030DEN,"['Mark Lindsay', 'Tre Maddox', 'Sean Wright']",11883
201601030LAL,"['David Jones', 'Bill Kennedy', 'Scott Twardoski']",18997
201601030NYK,"['Sean Corbin', 'Scott Foster', 'Haywoode Workman']",19812
201601030TOR,"['Nick Buchert', 'Ron Garretson', 'Gediminas Petraitis']",19800
201601030WAS,"['Mike Callahan', 'Rodney Mott', 'Dedric Taylor']",17793
201601040BRK,"['Nick Buchert', 'Tyler Ford', 'Brian Forte']",15448
201601040CLE,"['Ed Malloy', 'Michael Smith', 'Dedric Taylor']",20562
201601040DET,"['Matt Boland', 'John Goble', 'Justin Van Duyne']",14301
201601040GSW,"['Mark Lindsay', 'Ken Mauer', 'J.T. Orr']",19596
201601040MIA,"['Pat Fraher', 'Marat Kogut', 'Zach Zarba']",19874
201601040MIL,"['Derrick Collins', 'Scott Foster', 'Gediminas Petraitis']",14718
201601040OKC,"['Dan Crawford', 'Mitchell Ervin', 'Kane Fitzgerald']",18203
201601040PHI,"['David Guthrie', 'Lauren Holtkamp-Sterling', 'Courtney Kirkland']",14013
201601040POR,"['Mark Ayotte', 'Marc Davis', 'Brett Nansel']",18832
201601040UTA,"['Tony Brown', 'Eli Roe', 'Tom Washington']",17912
201601050ATL,"['Matt Boland', 'John Goble', 'Marat Kogut']",15082
201601050CHI,"['Eric Dalen', 'Monty McCutchen', 'Kevin Scott']",21686
201601050DAL,"['Ron Garretson', 'Aaron Smith', 'James Williams']",20059
201601050LAL,"['Brent Barnaky', 'Marc Davis', 'Leon Wood']",18997
201601060BOS,"['James Capers Jr.', 'Bill Kennedy', 'Derek Richardson']",18624
201601060BRK,"['Karl Lane', 'Eric Lewis', 'Josh Tiven']",14544
201601060MIA,"['Kane Fitzgerald', 'Lauren Holtkamp-Sterling', 'Sean Wright']",19987
201601060MIN,"['Gediminas Petraitis', 'Zach Zarba', 'Gary Zielinski']",12059
201601060NOP,"['Mitchell Ervin', 'Courtney Kirkland', 'Monty McCutchen']",15255
201601060OKC,"['Tony Brothers', 'Kevin Scott', 'James Williams']",18203
201601060ORL,"['Sean Corbin', 'Ed Malloy', 'Haywoode Workman']",18846
201601060PHO,"['Mark Ayotte', 'Tony Brown', 'Rodney Mott']",16910
201601060POR,"['Bennie Adams', 'Ken Mauer', 'Eli Roe']",18598
201601060SAS,"['Mike Callahan', 'David Jones', 'Ben Taylor']",18418
201601060WAS,"['Steve Anderson', 'Derrick Collins', 'Tom Washington']",20356
201601070CHI,"['Dan Crawford', 'Leroy Richardson', 'Scott Twardoski']",21497
201601070HOU,"['Pat Fraher', 'Courtney Kirkland', 'Haywoode Workman']",18155
201601070PHI,"['Kevin Cutler', 'Brian Forte', 'Michael Smith']",12611
201601070SAC,"['Mark Lindsay', 'Rodney Mott', 'Eli Roe']",17386
201601080BRK,"['David Guthrie', 'Gediminas Petraitis', 'Sean Wright']",13907
201601080LAL,"['Bennie Adams', 'Tre Maddox', 'Ken Mauer']",18997
201601080MEM,"['Scott Foster', 'Derek Richardson', 'Leroy Richardson']",17499
201601080MIL,"['Brian Forte', 'Scott Twardoski', 'Zach Zarba']",16409
201601080MIN,"['Matt Boland', 'Bill Kennedy', 'Josh Tiven']",16768
201601080NOP,"['Mike Callahan', 'Tyler Ford', 'David Jones']",16895
201601080PHO,"['Brent Barnaky', 'Marc Davis', 'Ben Taylor']",16866
201601080POR,"['James Capers Jr.', 'Eric Dalen', 'Gary Zielinski']",20035
201601080SAS,"['Nick Buchert', 'Ed Malloy', 'J.T. Orr']",18420
201601080WAS,"['Tony Brothers', 'Kevin Cutler', 'Kane Fitzgerald']",17064
201601090ATL,"['Mitchell Ervin', 'Courtney Kirkland', 'Tom Washington']",19010
201601090DET,"['Dan Crawford', 'Pat Fraher', 'Haywoode Workman']",16406
201601090LAC,"['Ron Garretson', 'Karl Lane', 'Kevin Scott']",19060
201601090ORL,"['Marat Kogut', 'Michael Smith', 'James Williams']",18058
201601090PHI,"['Tony Brown', 'Justin Van Duyne', 'Zach Zarba']",14100
201601090SAC,"['Derrick Collins', 'John Goble', 'Tre Maddox']",17317
201601090UTA,"['Curtis Blair', 'Rodney Mott', 'Gary Zielinski']",19911
201601100DEN,"['James Capers Jr.', 'Eric Dalen', 'Ben Taylor']",11343
201601100HOU,"['Lauren Holtkamp-Sterling', 'Monty McCutchen', 'Josh Tiven']",18133
201601100LAC,"['Brent Barnaky', 'Marc Davis', 'Leon Wood']",19060
201601100LAL,"['John Goble', 'Brett Nansel', 'Kevin Scott']",18997
201601100MEM,"['Eric Lewis', 'Ed Malloy', 'J.T. Orr']",17112
201601100MIN,"['Mike Callahan', 'Derek Richardson', 'Dedric Taylor']",14363
201601100NYK,"['David Guthrie', 'Bill Kennedy', 'Eli Roe']",19812
201601100PHI,"['Tony Brothers', 'Mark Lindsay', 'Scott Twardoski']",19226
201601100POR,"['Curtis Blair', 'Derrick Collins', 'Scott Foster']",19393
201601110BRK,"['Bennie Adams', 'Steve Anderson', 'Bill Kennedy']",15214
201601110CHI,"['Sean Corbin', 'Brian Forte', 'Gediminas Petraitis']",21409
201601110GSW,"['Ron Garretson', 'Karl Lane', 'Leroy Richardson']",19596
201601120DAL,"['Eric Lewis', 'Tre Maddox', 'Ken Mauer']",20347
201601120DET,"['Monty McCutchen', 'Scott Twardoski', 'James Williams']",14273
201601120IND,"['Tony Brown', 'Marc Davis', 'Mitchell Ervin']",15284
201601120LAL,"['James Capers Jr.', 'J.T. Orr', 'Leroy Richardson']",18997
201601120MEM,"['Nick Buchert', 'Mike Callahan', 'Tyler Ford']",16044
201601120MIL,"['Michael Smith', 'Dedric Taylor', 'Josh Tiven']",16867
201601120MIN,"['Brian Forte', 'Marat Kogut', 'Mark Lindsay']",14791
201601120NYK,"['Steve Anderson', 'David Jones', 'Rodney Mott']",19812
201601130BOS,"['Tony Brothers', 'Scott Wall', 'Leon Wood']",18624
201601130BRK,"['Monty McCutchen', 'Dedric Taylor', 'James Williams']",17732
201601130CHO,"['Nick Buchert', 'Tyler Ford', 'Sean Wright']",15334
201601130DEN,"['Kevin Cutler', 'Eric Lewis', 'Kevin Scott']",18004
201601130HOU,"['Sean Corbin', 'Aaron Smith', 'Derrick Stafford']",17115
201601130LAC,"['Derrick Collins', 'John Goble', 'David Guthrie']",19194
201601130OKC,"['Courtney Kirkland', 'Jason Phillips', 'Ben Taylor']",18203
201601130POR,"['Matt Boland', 'Karl Lane', 'Ed Malloy']",19393
201601130SAC,"['Curtis Blair', 'Eric Dalen', 'Scott Foster']",17317
201601130WAS,"['Dan Crawford', 'Mitchell Ervin', 'Bill Kennedy']",16248
201601140GSW,"['Curtis Blair', 'Matt Boland', 'Scott Foster']",19596
201601140MEM,"['Mark Lindsay', 'Rodney Mott', 'Ben Taylor']",15977
201601140ORL,"['Kane Fitzgerald', 'Lauren Holtkamp-Sterling', 'Tom Washington']",18689
201601140PHI,"['Mark Ayotte', 'Ken Mauer', 'Eli Roe']",14063
201601140SAS,"['Brent Barnaky', 'Ron Garretson', 'Courtney Kirkland']",18418
201601140UTA,"['James Capers Jr.', 'Leroy Richardson', 'Haywoode Workman']",17894
201601150BOS,"['Brian Forte', 'Gediminas Petraitis', 'James Williams']",18624
201601150BRK,"['Tony Brown', 'Ken Mauer', 'Eli Roe']",14749
201601150CHI,"['Tony Brothers', 'Justin Van Duyne', 'Scott Wall']",22056
201601150DEN,"['Sean Corbin', 'Scott Twardoski', 'Haywoode Workman']",15406
201601150HOU,"['John Goble', 'David Jones', 'Derek Richardson']",18320
201601150IND,"['Nick Buchert', 'Tre Maddox', 'Michael Smith']",18165
201601150MIL,"['Steve Anderson', 'Eric Dalen', 'Marc Davis']",15144
201601150NOP,"['Derrick Collins', 'Marat Kogut', 'Derrick Stafford']",16876
201601150OKC,"['Eric Lewis', 'Monty McCutchen', 'J.T. Orr']",18203
201601160ATL,"['Tre Maddox', 'Rodney Mott', 'Leroy Richardson']",17052
201601160CHO,"['Mike Callahan', 'Kevin Scott', 'Aaron Smith']",18288
201601160DET,"['Brian Forte', 'Courtney Kirkland', 'Dedric Taylor']",21584
201601160LAC,"['Matt Boland', 'Ed Malloy', 'Scott Twardoski']",19191
201601160MEM,"['Brent Barnaky', 'Curtis Blair', 'Ron Garretson']",18119
201601160PHI,"['Bennie Adams', 'Jason Phillips', 'Leon Wood']",15698
201601160UTA,"['Dan Crawford', 'Kevin Cutler', 'David Guthrie']",19911
201601160WAS,"['Tony Brothers', 'Tyler Ford', 'Josh Tiven']",20356
201601170DEN,"['David Guthrie', 'Bill Kennedy', 'Brett Nansel']",11104
201601170LAL,"['Ed Malloy', 'Scott Wall', 'Haywoode Workman']",18997
201601170MIN,"['Nick Buchert', 'Justin Van Duyne', 'Sean Wright']",14330
201601170OKC,"['Brent Barnaky', 'Derek Richardson', 'Derrick Stafford']",18203
201601170SAS,"['Sean Corbin', 'John Goble', 'Michael Smith']",18418
201601180ATL,"['Bennie Adams', 'James Capers Jr.', 'Eli Roe']",17460
201601180CHO,"['Mark Lindsay', 'Jason Phillips', 'Leon Wood']",17459
201601180CLE,"['Kane Fitzgerald', 'Tre Maddox', 'Ken Mauer']",20562
201601180DAL,"['Kevin Cutler', 'Eric Dalen', 'Rodney Mott']",19866
201601180DET,"['David Jones', 'Marat Kogut', 'Sean Wright']",18935
201601180LAC,"['Dan Crawford', 'J.T. Orr', 'James Williams']",19060
201601180MEM,"['Brian Forte', 'Lauren Holtkamp-Sterling', 'Zach Zarba']",18119
201601180NYK,"['Karl Lane', 'Eric Lewis', 'Josh Tiven']",19812
201601180TOR,"['Steve Anderson', 'Marc Davis', 'Courtney Kirkland']",19800
201601180WAS,"['Mike Callahan', 'Leroy Richardson', 'Ben Taylor']",17236
201601190DEN,"['Matt Boland', 'Michael Smith', 'Justin Van Duyne']",12844
201601190MIA,"['Brent Barnaky', 'Mitchell Ervin', 'Bill Kennedy']",19886
201601190NOP,"['Mark Ayotte', 'Derek Richardson', 'Tom Washington']",14255
201601190PHO,"['Tony Brothers', 'Scott Twardoski', 'Scott Wall']",16802
201601200BRK,"['Curtis Blair', 'Scott Foster', 'Mark Lindsay']",17732
201601200CHI,"['Eric Lewis', 'Derrick Stafford', 'Ben Taylor']",23152
201601200DAL,"['Marc Davis', 'Pat Fraher', 'Haywoode Workman']",19621
201601200HOU,"['Mark Ayotte', 'Kevin Cutler', 'Ken Mauer']",17203
201601200LAL,"['Ron Garretson', 'Josh Tiven', 'Justin Van Duyne']",18997
201601200NYK,"['Kane Fitzgerald', 'Tyler Ford', 'John Goble']",19812
201601200OKC,"['Lauren Holtkamp-Sterling', 'Sean Wright', 'Gary Zielinski']",18203
201601200ORL,"['Mike Callahan', 'Eric Dalen', 'Bill Kennedy']",17746
201601200POR,"['Dan Crawford', 'Gediminas Petraitis', 'James Williams']",18783
201601200TOR,"['Tony Brown', 'Jason Phillips', 'Kevin Scott']",19800
201601200WAS,"['James Capers Jr.', 'David Jones', 'Leon Wood']",17008
201601210CLE,"['Brian Forte', 'Leroy Richardson', 'Zach Zarba']",20562
201601210DEN,"['Mitchell Ervin', 'Rodney Mott', 'Scott Wall']",16140
201601210NOP,"['Sean Corbin', 'David Guthrie', 'Eli Roe']",15281
201601210PHO,"['Bennie Adams', 'Ron Garretson', 'Tre Maddox']",16779
201601210SAC,"['Tony Brothers', 'Nick Buchert', 'J.T. Orr']",17019
201601220BOS,"['John Goble', 'Lauren Holtkamp-Sterling', 'Gary Zielinski']",18624
201601220BRK,"['Kevin Scott', 'Michael Smith', 'Ben Taylor']",12809
201601220DAL,"['James Capers Jr.', 'Bill Kennedy', 'Eli Roe']",20284
201601220GSW,"['Rodney Mott', 'J.T. Orr', 'Josh Tiven']",19596
201601220HOU,"['Marc Davis', 'Tre Maddox', 'Leon Wood']",17196
201601220LAL,"['Nick Buchert', 'Gediminas Petraitis', 'Tom Washington']",18997
201601220NYK,"['Matt Boland', 'Derrick Stafford', 'Dedric Taylor']",19812
201601220ORL,"['Kevin Cutler', 'Scott Foster', 'David Jones']",18083
201601220TOR,"['Mike Callahan', 'Marat Kogut', 'Mark Lindsay']",19800
201601230CHO,"['Brent Barnaky', 'Leroy Richardson', 'Bill Spooner']",17768
201601230CLE,"['Sean Corbin', 'Dan Crawford', 'Marat Kogut']",20562
201601230DEN,"['Kane Fitzgerald', 'Scott Twardoski', 'Zach Zarba']",14646
201601230MIN,"['Tony Brown', 'Tyler Ford', 'Ken Mauer']",15608
201601230NOP,"['Kevin Cutler', 'Jason Phillips', 'Leon Wood']",16980
201601230PHO,"['Brett Nansel', 'Josh Tiven', 'Tom Washington']",17034
201601230POR,"['Steve Anderson', 'Mark Ayotte', 'Tony Brothers']",19728
201601230SAC,"['Gediminas Petraitis', 'James Williams', 'Sean Wright']",17419
201601240BRK,"['Derek Richardson', 'Derrick Stafford', 'Dedric Taylor']",16019
201601240HOU,"['Nick Buchert', 'Scott Foster', 'Justin Van Duyne']",18142
201601240PHI,"['Matt Boland', 'Brian Forte', 'Kevin Scott']",9722
201601240TOR,"['Bennie Adams', 'Eric Dalen', 'Michael Smith']",19800
201601250CHI,"['Tony Brown', 'Leroy Richardson', 'Bill Spooner']",21720
201601250CLE,"['John Goble', 'Eli Roe', 'Gary Zielinski']",20562
201601250DEN,"['Mark Ayotte', 'Tre Maddox', 'Sean Wright']",10280
201601250GSW,"['Mike Callahan', 'Scott Twardoski', 'James Williams']",19596
201601250MEM,"['Ron Garretson', 'David Guthrie', 'J.T. Orr']",15779
201601250NOP,"['Dan Crawford', 'Gediminas Petraitis', 'Kevin Scott']",15688
201601250SAC,"['Steve Anderson', 'Kane Fitzgerald', 'Zach Zarba']",16991
201601250UTA,"['Bill Kennedy', 'Aaron Smith', 'Josh Tiven']",18783
201601250WAS,"['Curtis Blair', 'Pat Fraher', 'Mark Lindsay']",11753
201601260BRK,"['James Capers Jr.', 'Tyler Ford', 'Brian Forte']",15267
