gameid,ref,att
201612090BOS,"['Mitchell Ervin', 'Pat Fraher', 'Derrick Stafford']",18624
201612090CHO,"['Dan Crawford', 'Kevin Cutler', 'Mark Lindsay']",15707
201612090CLE,"['Nick Buchert', 'John Goble', 'Derek Richardson']",20562
201612090DAL,"['Kane Fitzgerald', 'Ed Malloy', 'C.J. Washington']",19486
201612090LAL,"['Tyler Ford', 'Jason Phillips', 'James Williams']",18997
201612090MIL,"['Karl Lane', 'Dedric Taylor', 'Sean Wright']",16289
201612090MIN,"['Sean Corbin', 'Rodney Mott', 'Gediminas Petraitis']",14109
201612090OKC,"['Ken Mauer', 'Michael Smith', 'Haywoode Workman']",18203
201612090SAC,"['Bennie Adams', 'Brett Nansel', 'Kevin Scott']",17608
201612100CHI,"['Kevin Cutler', 'Rodney Mott', 'Josh Tiven']",21450
201612100CLE,"['Brent Barnaky', 'Scott Foster', 'Lauren Holtkamp-Sterling']",20562
201612100HOU,"['Mike Callahan', 'Eric Dalen', 'Brian Forte']",15761
201612100IND,"['Tony Brothers', 'Pat Fraher', 'Karl Lane']",16211
201612100LAC,"['Matt Boland', 'Monty McCutchen', 'Aaron Smith']",19060
201612100MEM,"['James Capers Jr.', 'Kane Fitzgerald', 'Leon Wood']",18119
201612100ORL,"['Leroy Richardson', 'Ben Taylor', 'Tom Washington']",17010
201612100SAS,"['Marat Kogut', 'Eric Lewis', 'Ed Malloy']",18418
201612100UTA,"['J.T. Orr', 'Jason Phillips', 'James Williams']",19331
201612100WAS,"['Derrick Collins', 'Marc Davis', 'Derek Richardson']",14816
201612110DET,"['Dan Crawford', 'Mark Lindsay', 'Tre Maddox']",7244
201612110LAL,"['Mark Ayotte', 'Nick Buchert', 'Ron Garretson']",18997
201612110MIN,"['Courtney Kirkland', 'Haywoode Workman', 'Sean Wright']",18452
201612110OKC,"['Sean Corbin', 'Jacyn Goble', 'Bill Kennedy']",18203
201612110PHO,"['Bennie Adams', 'Brett Nansel', 'Gary Zielinski']",16949
201612120DAL,"['Bill Kennedy', 'Michael Smith', 'Dedric Taylor']",19425
201612120HOU,"['Steve Anderson', 'James Capers Jr.', 'Josh Tiven']",13619
201612120IND,"['Curtis Blair', 'Tony Brown', 'Sean Wright']",14138
201612120LAC,"['Nick Buchert', 'Tyler Ford', 'Jason Phillips']",19060
201612120MIA,"['Eric Dalen', 'Mitchell Ervin', 'Tom Washington']",19600
201612120SAC,"['Matt Boland', 'Monty McCutchen', 'Aaron Smith']",17608
201612120TOR,"['Kane Fitzgerald', 'Courtney Kirkland', 'Kevin Scott']",19800
201612130ATL,"['Ken Mauer', 'Josh Tiven', 'Justin Van Duyne']",13585
201612130CHI,"['Ed Malloy', 'Ben Taylor', 'James Williams']",21146
201612130CLE,"['Marc Davis', 'Kevin Scott', 'Scott Twardoski']",20562
201612130NOP,"['Brent Barnaky', 'Jacyn Goble', 'Zach Zarba']",17789
201612130PHO,"['Derrick Collins', 'Scott Foster', 'Aaron Smith']",16429
201612130POR,"['Matt Boland', 'Bill Spooner', 'Leon Wood']",19505
201612140BRK,"['Kane Fitzgerald', 'John Goble', 'C.J. Washington']",17732
201612140DAL,"['Brent Barnaky', 'Curtis Blair', 'Sean Wright']",19687
201612140HOU,"['Mark Ayotte', 'Sean Corbin', 'Karl Lane']",15039
201612140MEM,"['Eric Dalen', 'Bill Kennedy', 'Mark Lindsay']",17449
201612140MIA,"['Dan Crawford', 'Brian Forte', 'Marat Kogut']",19600
201612140ORL,"['Mitchell Ervin', 'Pat Fraher', 'Courtney Kirkland']",18846
201612140PHI,"['Mike Callahan', 'Eric Lewis', 'Brett Nansel']",16192
201612140SAS,"['Leroy Richardson', 'Dedric Taylor', 'Zach Zarba']",18418
201612140UTA,"['Derrick Collins', 'Tyler Ford', 'Rodney Mott']",19911
201612140WAS,"['Bennie Adams', 'Derrick Stafford', 'Haywoode Workman']",13447
201612150DEN,"['Scott Foster', 'Ron Garretson', 'J.T. Orr']",10022
201612150GSW,"['Tyler Ford', 'Jason Phillips', 'Gary Zielinski']",19596
201612150MIL,"['James Capers Jr.', 'John Goble', 'Haywoode Workman']",16704
201612150NOP,"['Tre Maddox', 'Michael Smith', 'Bill Spooner']",15472
201612150PHO,"['Nick Buchert', 'Rodney Mott', 'Derek Richardson']",17165
201612160BOS,"['Lauren Holtkamp-Sterling', 'Kevin Scott', 'Tom Washington']",18624
201612160CHI,"['Matt Boland', 'Mike Callahan', 'Brett Nansel']",21324
201612160HOU,"['Marat Kogut', 'Eric Lewis', 'Sean Wright']",16728
201612160MEM,"['Bennie Adams', 'Curtis Blair', 'Leroy Richardson']",15987
201612160MIA,"['Tony Brown', 'Tre Maddox', 'Ken Mauer']",19600
201612160ORL,"['Brent Barnaky', 'Kevin Cutler', 'Marc Davis']",17668
201612160PHI,"['Tony Brothers', 'Courtney Kirkland', 'Gediminas Petraitis']",20491
201612160TOR,"['Ed Malloy', 'C.J. Washington', 'James Williams']",19800
201612160UTA,"['Scott Foster', 'Leon Wood', 'Gary Zielinski']",18721
201612160WAS,"['Mark Ayotte', 'Monty McCutchen', 'Aaron Smith']",15573
201612170ATL,"['Kevin Cutler', 'Michael Smith', 'Zach Zarba']",17918
201612170CLE,"['Steve Anderson', 'Dan Crawford', 'Ron Garretson']",20562
201612170DEN,"['Mitchell Ervin', 'Kane Fitzgerald', 'John Goble']",12042
201612170DET,"['Sean Corbin', 'Jacyn Goble', 'Derrick Stafford']",15231
201612170GSW,"['Derrick Collins', 'Bill Kennedy', 'Derek Richardson']",19596
201612170MIN,"['Eric Dalen', 'Kevin Scott', 'Bill Spooner']",14689
201612170OKC,"['Jason Phillips', 'Dedric Taylor', 'Josh Tiven']",18203
201612180DAL,"['Rodney Mott', 'Gediminas Petraitis', 'Tom Washington']",19504
201612180MEM,"['Tony Brown', 'Ed Malloy', 'Scott Wall']",15862
201612180MIA,"['Tony Brothers', 'Courtney Kirkland', 'C.J. Washington']",19600
201612180ORL,"['Bennie Adams', 'Matt Boland', 'Scott Twardoski']",17251
201612180PHI,"['Nick Buchert', 'Brian Forte', 'Leroy Richardson']",16460
201612180SAS,"['Pat Fraher', 'Ken Mauer', 'Justin Van Duyne']",18615
201612180WAS,"['Mike Callahan', 'Marat Kogut', 'James Williams']",17380
201612190CHI,"['Marc Davis', 'Michael Smith', 'Leon Wood']",21400
201612190DEN,"['Bill Spooner', 'Josh Tiven', 'Haywoode Workman']",12581
201612190IND,"['Scott Foster', 'Ron Garretson', 'Dedric Taylor']",17686
201612190MIN,"['Kane Fitzgerald', 'David Guthrie', 'Monty McCutchen']",12008
201612190OKC,"['Mitchell Ervin', 'Derrick Stafford', 'Gary Zielinski']",18203
201612200CHO,"['Karl Lane', 'Ken Mauer', 'Scott Twardoski']",19093
201612200GSW,"['John Goble', 'Eric Lewis', 'Tre Maddox']",19596
201612200HOU,"['Matt Boland', 'Tony Brothers', 'Gary Zielinski']",18055
201612200LAC,"['Brent Barnaky', 'Rodney Mott', 'Derek Richardson']",19060
201612200MEM,"['Mike Callahan', 'Jacyn Goble', 'Ben Taylor']",16519
201612200MIA,"['Mark Ayotte', 'Gediminas Petraitis', 'James Williams']",19600
201612200MIL,"['Mark Lindsay', 'Justin Van Duyne', 'Tom Washington']",17053
201612200NYK,"['Marc Davis', 'Lauren Holtkamp-Sterling', 'Kevin Scott']",19812
201612200PHI,"['Bennie Adams', 'Sean Corbin', 'Aaron Smith']",16322
201612200SAC,"['Brian Forte', 'Pat Fraher', 'Haywoode Workman']",17608
201612200TOR,"['Tony Brown', 'Tyler Ford', 'Sean Wright']",19800
201612210ATL,"['Scott Foster', 'Ron Garretson', 'Leon Wood']",17578
201612210CHI,"['Kane Fitzgerald', 'Karl Lane', 'Justin Van Duyne']",21358
201612210CLE,"['Curtis Blair', 'James Capers Jr.', 'David Guthrie']",20562
201612210DET,"['Courtney Kirkland', 'Dedric Taylor', 'Zach Zarba']",16033
201612210NOP,"['Derrick Collins', 'Dan Crawford', 'C.J. Washington']",16375
201612210PHO,"['Brent Barnaky', 'Pat Fraher', 'J.T. Orr']",18055
201612210POR,"['Kevin Cutler', 'John Goble', 'Eric Lewis']",19393
201612210UTA,"['Mitchell Ervin', 'Derrick Stafford', 'Josh Tiven']",19195
201612220BRK,"['Steve Anderson', 'Monty McCutchen', 'Scott Wall']",17732
201612220IND,"['Bennie Adams', 'Nick Buchert', 'Tom Washington']",17577
201612220LAC,"['Kevin Cutler', 'Brian Forte', 'Bill Spooner']",19060
201612220MIA,"['Mark Lindsay', 'Ed Malloy', 'Aaron Smith']",19712
201612220NYK,"['Eric Dalen', 'Ben Taylor', 'Sean Wright']",19812
201612230BOS,"['Steve Anderson', 'Matt Boland', 'Leroy Richardson']",18624
201612230CHO,"['Nick Buchert', 'Courtney Kirkland', 'Aaron Smith']",19249
201612230CLE,"['Jacyn Goble', 'Karl Lane', 'Zach Zarba']",20562
201612230DEN,"['Derrick Collins', 'Eric Lewis', 'Justin Van Duyne']",13823
201612230DET,"['Tony Brown', 'James Capers Jr.', 'Ben Taylor']",21012
201612230LAC,"['Mitchell Ervin', 'Pat Fraher', 'Derrick Stafford']",19060
201612230MEM,"['Dan Crawford', 'Ron Garretson', 'C.J. Washington']",17454
201612230MIL,"['Sean Corbin', 'Gediminas Petraitis', 'Leon Wood']",15921
201612230MIN,"['Tyler Ford', 'Marat Kogut', 'Ken Mauer']",13288
201612230NOP,"['Curtis Blair', 'Scott Foster', 'Kevin Scott']",16322
201612230ORL,"['Tony Brothers', 'Brett Nansel', 'Michael Smith']",18846
201612230PHO,"['Mark Ayotte', 'Bill Kennedy', 'Haywoode Workman']",16535
201612230POR,"['Tre Maddox', 'Rodney Mott', 'Josh Tiven']",19393
201612230UTA,"['Brent Barnaky', 'Brian Forte', 'Derek Richardson']",19911
201612250CLE,"['Matt Boland', 'Mike Callahan', 'Sean Corbin']",20562
201612250LAL,"['Bennie Adams', 'Bill Kennedy', 'Gary Zielinski']",18997
201612250NYK,"['Kane Fitzgerald', 'Marat Kogut', 'Zach Zarba']",19812
201612250OKC,"['Tony Brothers', 'Nick Buchert', 'James Williams']",18203
201612250SAS,"['Tony Brown', 'Scott Foster', 'Ben Taylor']",18428
201612260BRK,"['Michael Smith', 'Justin Van Duyne', 'Sean Wright']",17732
201612260CHI,"['Pat Fraher', 'Bill Spooner', 'C.J. Washington']",21922
201612260DET,"['Dan Crawford', 'Brian Forte', 'Lauren Holtkamp-Sterling']",18123
201612260HOU,"['Monty McCutchen', 'Aaron Smith', 'James Williams']",18055
201612260LAC,"['Eric Dalen', 'Ron Garretson', 'Tre Maddox']",19060
201612260MIN,"['Brent Barnaky', 'Dedric Taylor', 'Zach Zarba']",15617
201612260NOP,"['Tyler Ford', 'Karl Lane', 'Tom Washington']",15764
201612260ORL,"['Steve Anderson', 'James Capers Jr.', 'Derrick Collins']",17104
201612260POR,"['Mark Ayotte', 'Bill Kennedy', 'J.T. Orr']",19393
201612260SAC,"['Marc Davis', 'Rodney Mott', 'Scott Twardoski']",17608
201612260WAS,"['Ed Malloy', 'Kevin Scott', 'Scott Wall']",15773
201612270BOS,"['Brent Barnaky', 'Eric Lewis', 'Haywoode Workman']",18624
201612270DAL,"['Tony Brothers', 'Tony Brown', 'Leon Wood']",20425
201612270LAL,"['Sean Corbin', 'Kevin Cutler', 'Courtney Kirkland']",18997
201612270MIA,"['Kane Fitzgerald', 'John Goble', 'Derek Richardson']",19977
201612280ATL,"['Monty McCutchen', 'Aaron Smith', 'James Williams']",19066
201612280CHI,"['Kevin Scott', 'Scott Wall', 'Tom Washington']",21957
201612280DEN,"['Matt Boland', 'Marc Davis', 'Scott Twardoski']",15093
201612280DET,"['Marat Kogut', 'Eric Lewis', 'Sean Wright']",17222
201612280GSW,"['Nick Buchert', 'Ed Malloy', 'Gary Zielinski']",19596
201612280NOP,"['Kane Fitzgerald', 'Brian Forte', 'Lauren Holtkamp-Sterling']",16647
201612280ORL,"['Mark Lindsay', 'Derek Richardson', 'Bill Spooner']",18273
201612280POR,"['Eric Dalen', 'Ron Garretson', 'Ben Taylor']",19665
201612280SAS,"['Steve Anderson', 'James Capers Jr.', 'Michael Smith']",18418
201612280WAS,"['Mitchell Ervin', 'David Guthrie', 'Josh Tiven']",16172
201612290CHO,"['Curtis Blair', 'Kevin Scott', 'Zach Zarba']",19471
201612290CLE,"['Rodney Mott', 'Leon Wood', 'Sean Wright']",20562
201612290LAL,"['Matt Boland', 'Nick Buchert', 'Dan Crawford']",18997
201612290MEM,"['Brian Forte', 'J.T. Orr', 'Jason Phillips']",18119
201612290PHO,"['Sean Corbin', 'Courtney Kirkland', 'Scott Twardoski']",18055
201612290UTA,"['Mark Ayotte', 'Ed Malloy', 'Gediminas Petraitis']",19911
201612300ATL,"['Tony Brothers', 'Mark Lindsay', 'Scott Wall']",19009
201612300BOS,"['Pat Fraher', 'Monty McCutchen', 'Aaron Smith']",18624
201612300DEN,"['Scott Foster', 'Ben Taylor', 'Gary Zielinski']",13619
201612300GSW,"['Kevin Cutler', 'Eric Dalen', 'Marc Davis']",19596
201612300HOU,"['Derrick Collins', 'J.T. Orr', 'Jason Phillips']",18055
201612300IND,"['Michael Smith', 'Justin Van Duyne', 'James Williams']",17923
201612300MIN,"['Tony Brown', 'C.J. Washington', 'Tom Washington']",17779
201612300NOP,"['Steve Anderson', 'James Capers Jr.', 'Josh Tiven']",18124
201612300SAS,"['Kane Fitzgerald', 'John Goble', 'Karl Lane']",18418
201612300WAS,"['Rodney Mott', 'Derek Richardson', 'Bill Spooner']",16461
201612310CHI,"['Mark Lindsay', 'Tre Maddox', 'Zach Zarba']",21838
201612310CHO,"['Mike Callahan', 'Dedric Taylor', 'Josh Tiven']",19519
201612310HOU,"['Curtis Blair', 'John Goble', 'Sean Wright']",18055
201612310OKC,"['David Guthrie', 'Bill Kennedy', 'Leon Wood']",18203
201612310SAC,"['Sean Corbin', 'Ed Malloy', 'Gediminas Petraitis']",17608
201612310UTA,"['Matt Boland', 'Dan Crawford', 'Jacyn Goble']",19911
201701010ATL,"['Tony Brown', 'Pat Fraher', 'Haywoode Workman']",18088
201701010IND,"['James Capers Jr.', 'Kane Fitzgerald', 'Tyler Ford']",17530
201701010LAL,"['Eric Dalen', 'Scott Foster', 'Ben Taylor']",18997
201701010MIA,"['Derrick Collins', 'Karl Lane', 'Rodney Mott']",19844
201701010MIN,"['Courtney Kirkland', 'Bill Spooner', 'Justin Van Duyne']",15804
201701020BRK,"['Mitchell Ervin', 'Eric Lewis', 'Zach Zarba']",15634
201701020CHI,"['Marc Davis', 'Ron Garretson', 'Marat Kogut']",21612
201701020CLE,"['John Goble', 'Tre Maddox', 'Kevin Scott']",20562
201701020GSW,"['Mark Ayotte', 'Dan Crawford', 'Brett Nansel']",19596
201701020HOU,"['Bill Kennedy', 'Michael Smith', 'Dedric Taylor']",16569
201701020LAC,"['Ed Malloy', 'Gediminas Petraitis', 'Gary Zielinski']",19060
201701020MIL,"['Kane Fitzgerald', 'Lauren Holtkamp-Sterling', 'Josh Tiven']",17423
201701020NYK,"['Brian Forte', 'Tom Washington', 'Haywoode Workman']",19812
201701030BOS,"['Curtis Blair', 'Brian Forte', 'Kevin Scott']",18624
201701030DAL,"['Pat Fraher', 'Courtney Kirkland', 'Ben Taylor']",19318
201701030DEN,"['Mark Lindsay', 'Derek Richardson', 'Sean Wright']",11018
201701030DET,"['Marc Davis', 'Aaron Smith', 'Josh Tiven']",13435
201701030LAL,"['Mark Ayotte', 'Bill Spooner', 'Scott Twardoski']",18997
201701030PHI,"['James Capers Jr.', 'Karl Lane', 'Rodney Mott']",17124
201701030PHO,"['Eric Dalen', 'Scott Foster', 'Leon Wood']",16772
201701030SAS,"['Nick Buchert', 'Bill Kennedy', 'Justin Van Duyne']",18418
201701040CHO,"['Brent Barnaky', 'Sean Corbin', 'Tre Maddox']",18418
201701040CLE,"['Eric Lewis', 'Ken Mauer', 'Haywoode Workman']",20562
201701040GSW,"['Scott Foster', 'Mark Lindsay', 'Dedric Taylor']",19596
201701040LAC,"['Steve Anderson', 'Michael Smith', 'Sean Wright']",19060
201701040NYK,"['Ron Garretson', 'J.T. Orr', 'James Williams']",19812
201701040ORL,"['Lauren Holtkamp-Sterling', 'Karl Lane', 'Derrick Stafford']",18846
201701040SAC,"['Kevin Cutler', 'David Guthrie', 'Gary Zielinski']",17608
201701050DAL,"['Derrick Collins', 'Lauren Holtkamp-Sterling', 'Zach Zarba']",19570
201701050DEN,"['Steve Anderson', 'Bill Kennedy', 'Leroy Richardson']",14391
201701050DET,"['Mitchell Ervin', 'John Goble', 'James Williams']",13723
201701050HOU,"['Courtney Kirkland', 'Ed Malloy', 'Gediminas Petraitis']",18055
201701050IND,"['Brent Barnaky', 'Curtis Blair', 'Dan Crawford']",16421
201701050NOP,"['Matt Boland', 'Marc Davis', 'Brett Nansel']",15003
201701050POR,"['Bennie Adams', 'Kevin Cutler', 'Gary Zielinski']",19403
201701050TOR,"['Kane Fitzgerald', 'Aaron Smith', 'Tom Washington']",19800
201701060BOS,"['Derek Richardson', 'Derrick Stafford', 'Ben Taylor']",18624
201701060BRK,"['Mark Ayotte', 'Sean Corbin', 'Rodney Mott']",17732
201701060GSW,"['Tyler Ford', 'David Guthrie', 'Ken Mauer']",19596
201701060LAL,"['Michael Smith', 'C.J. Washington', 'Sean Wright']",18997
201701060MIL,"['Scott Foster', 'Pat Fraher', 'Tre Maddox']",18717
201701060ORL,"['Jason Phillips', 'Josh Tiven', 'Scott Twardoski']",19272
201701060SAC,"['Kevin Scott', 'Bill Spooner', 'Dedric Taylor']",17608
201701060WAS,"['Eric Dalen', 'Ron Garretson', 'J.T. Orr']",18686
201701070BOS,"['Marat Kogut', 'Karl Lane', 'James Williams']",18624
201701070CHI,"['Bennie Adams', 'Derrick Collins', 'Mitchell Ervin']",21195
201701070DAL,"['Kane Fitzgerald', 'Eric Lewis', 'Gediminas Petraitis']",19655
201701070IND,"['Lauren Holtkamp-Sterling', 'Courtney Kirkland', 'Zach Zarba']",17367
201701070MIN,"['Bill Kennedy', 'Mark Lindsay', 'Gary Zielinski']",13945
201701070OKC,"['Pat Fraher', 'Jacyn Goble', 'Tom Washington']",18203
201701070SAS,"['Matt Boland', 'Ed Malloy', 'Brett Nansel']",18418
201701080BRK,"['Ron Garretson', 'Josh Tiven', 'Scott Twardoski']",16123
201701080LAC,"['James Capers Jr.', 'Tyler Ford', 'Leroy Richardson']",19060
201701080LAL,"['Ken Mauer', 'J.T. Orr', 'Dedric Taylor']",18997
201701080MEM,"['Matt Boland', 'Marc Davis', 'Justin Van Duyne']",16112
201701080MIL,"['Curtis Blair', 'Nick Buchert', 'Jason Phillips']",15311
201701080PHO,"['Kevin Cutler', 'Michael Smith', 'Bill Spooner']",18055
201701080POR,"['Brian Forte', 'Kevin Scott', 'Leon Wood']",13506
201701080SAC,"['John Goble', 'David Guthrie', 'Aaron Smith']",17608
201701080TOR,"['Brent Barnaky', 'Sean Corbin', 'Haywoode Workman']",19800
201701090CHI,"['Nick Buchert', 'Derek Richardson', 'Derrick Stafford']",21923
201701090MIN,"['Bennie Adams', 'Brent Barnaky', 'Haywoode Workman']",9625
201701090NYK,"['Dan Crawford', 'Jacyn Goble', 'Ben Taylor']",19812
201701100BRK,"['Derrick Collins', 'Jacyn Goble', 'Ed Malloy']",13279
201701100GSW,"['Mitchell Ervin', 'Bill Kennedy', 'Karl Lane']",19596
201701100HOU,"['Marc Davis', 'Rodney Mott', 'Justin Van Duyne']",16196
201701100LAL,"['James Capers Jr.', 'Leroy Richardson', 'Aaron Smith']",18483
201701100SAC,"['Tre Maddox', 'Ken Mauer', 'Michael Smith']",17608
201701100SAS,"['Brian Forte', 'Bill Spooner', 'Scott Twardoski']",18418
201701100TOR,"['Kevin Cutler', 'Josh Tiven', 'Sean Wright']",19800
201701100UTA,"['Tyler Ford', 'John Goble', 'David Guthrie']",19911
201701100WAS,"['Mark Ayotte', 'Kane Fitzgerald', 'Courtney Kirkland']",14361
201701110BOS,"['Tony Brothers', 'Mike Callahan', 'Leon Wood']",18624
201701110LAC,"['Bennie Adams', 'John Goble', 'Derek Richardson']",19060
201701110MIN,"['Kane Fitzgerald', 'Gediminas Petraitis', 'Scott Wall']",13858
201701110OKC,"['Dan Crawford', 'Lauren Holtkamp-Sterling', 'Rodney Mott']",18203
201701110PHI,"['Matt Boland', 'Eric Dalen', 'Monty McCutchen']",18755
201701110POR,"['Brent Barnaky', 'Tre Maddox', 'Derrick Stafford']",19393
201701120BRK,"['Nick Buchert', 'Kevin Cutler', 'Courtney Kirkland']",14352
201701120DEN,"['Sean Corbin', 'Mark Lindsay', 'Jason Phillips']",18689
201701120GSW,"['Brent Barnaky', 'James Capers Jr.', 'Ron Garretson']",19596
201701120NYK,"['Marat Kogut', 'Eric Lewis', 'Ed Malloy']",19812
201701120PHO,"['Marc Davis', 'Leroy Richardson', 'Justin Van Duyne']",19874
201701120SAS,"['Mark Ayotte', 'James Williams', 'Sean Wright']",18418
201701130ATL,"['Ken Mauer', 'Gediminas Petraitis', 'Michael Smith']",18216
201701130HOU,"['Eric Dalen', 'Tom Washington', 'James Williams']",18055
201701130MIL,"['Jacyn Goble', 'Ed Malloy', 'Scott Wall']",17483
201701130MIN,"['Steve Anderson', 'David Guthrie', 'Eric Lewis']",16644
201701130PHI,"['Tony Brothers', 'Tyler Ford', 'Courtney Kirkland']",18215
201701130POR,"['Derrick Collins', 'J.T. Orr', 'Bill Spooner']",19344
201701130SAC,"['Mitchell Ervin', 'Bill Kennedy', 'Karl Lane']",17608
201701130TOR,"['Mike Callahan', 'Kevin Scott', 'Leon Wood']",19800
201701130UTA,"['Aaron Smith', 'Derrick Stafford', 'Josh Tiven']",19911
201701140CHI,"['Matt Boland', 'John Goble', 'Dedric Taylor']",21916
201701140LAC,"['Brent Barnaky', 'Rodney Mott', 'Haywoode Workman']",19060
201701140PHO,"['Nick Buchert', 'Dan Crawford', 'Marat Kogut']",20532
201701140UTA,"['Curtis Blair', 'Kane Fitzgerald', 'Karl Lane']",19911
201701140WAS,"['Kevin Cutler', 'Kevin Scott', 'Sean Wright']",17880
201701150ATL,"['James Capers Jr.', 'Ben Taylor', 'Leon Wood']",14231
201701150BRK,"['Matt Boland', 'Monty McCutchen', 'C.J. Washington']",17732
201701150DAL,"['Bill Kennedy', 'Scott Twardoski', 'James Williams']",19655
201701150LAL,"['Curtis Blair', 'Derrick Collins', 'Marc Davis']",18997
201701150MEM,"['Tony Brown', 'Mike Callahan', 'Derek Richardson']",18119
201701150SAC,"['J.T. Orr', 'Derrick Stafford', 'Josh Tiven']",17608
201701150TOR,"['Ken Mauer', 'Michael Smith', 'Scott Wall']",19800
201701160BOS,"['Sean Corbin', 'Kevin Cutler', 'Bill Spooner']",18624
201701160DEN,"['Justin Van Duyne', 'Tom Washington']",11217
201701160GSW,"['Bennie Adams', 'Eric Lewis', 'Ed Malloy']",19596
201701160IND,"['Mark Ayotte', 'Tony Brothers', 'Leroy Richardson']",15525
201701160LAC,"['Marc Davis', 'Ron Garretson', 'Karl Lane']",19060
201701160MIL,"['Steve Anderson', 'Brent Barnaky', 'John Goble']",13261
201701160NYK,"['Tre Maddox', 'Kevin Scott', 'Sean Wright']",19812
201701160PHO,"['Derrick Collins', 'Rodney Mott', 'Haywoode Workman']",16767
201701160WAS,"['Mark Lindsay', 'Jason Phillips', 'Aaron Smith']",17395
201701170BRK,"['David Guthrie', 'Lauren Holtkamp-Sterling', 'Bill Kennedy']",12874
201701170CHI,"['James Capers Jr.', 'Brian Forte', 'Brett Nansel']",21294
201701170LAL,"['Marat Kogut', 'Ed Malloy', 'Josh Tiven']",18412
201701170MIA,"['Tony Brown', 'Kane Fitzgerald', 'Scott Twardoski']",19600
201701170SAS,"['Ken Mauer', 'Derek Richardson', 'Michael Smith']",18418
201701180BOS,"['Mark Ayotte', 'Mark Lindsay', 'Jason Phillips']",18624
201701180CHO,"['Pat Fraher', 'Derrick Stafford', 'Scott Twardoski']",15451
201701180DET,"['Tony Brothers', 'Scott Foster', 'J.T. Orr']",15159
201701180GSW,"['Rodney Mott', 'Tom Washington', 'Haywoode Workman']",19596
201701180HOU,"['Dan Crawford', 'Tyler Ford', 'Leroy Richardson']",15782
201701180NOP,"['Eric Dalen', 'Scott Wall', 'James Williams']",15818
201701180PHI,"['Bill Spooner', 'Justin Van Duyne', 'Gary Zielinski']",17223
201701180SAC,"['Marc Davis', 'Eric Lewis', 'Leon Wood']",17608
201701180WAS,"['Brian Forte', 'Tre Maddox', 'Monty McCutchen']",15079
201701190CLE,"['James Capers Jr.', 'David Guthrie', 'Ben Taylor']",20562
201701190LAC,"['Marat Kogut', 'Eric Lewis', 'Ed Malloy']",19060
201701190MIA,"['Sean Corbin', 'Michael Smith', 'Dedric Taylor']",19600
201701190NYK,"['Brent Barnaky', 'Bill Kennedy', 'Gary Zielinski']",19812
201701190SAS,"['Bennie Adams', 'Curtis Blair', 'Zach Zarba']",18418
201701200ATL,"['Mark Lindsay', 'Bill Spooner', 'Justin Van Duyne']",16328
201701200CHO,"['Tony Brothers', 'Scott Foster', 'Tre Maddox']",18378
201701200DAL,"['Mark Ayotte', 'Kane Fitzgerald', 'Leroy Richardson']",19421
201701200HOU,"['Courtney Kirkland', 'Scott Wall', 'Zach Zarba']",18055
201701200LAL,"['Rodney Mott', 'Tom Washington', 'Haywoode Workman']",18997
201701200MEM,"['Derrick Collins', 'John Goble', 'Karl Lane']",16991
201701200NOP,"['Steve Anderson', 'Dan Crawford', 'Ron Garretson']",17004
201701200ORL,"['Tony Brown', 'C.J. Washington', 'Sean Wright']",19307
201701200PHI,"['Mike Callahan', 'Gediminas Petraitis', 'James Williams']",19476
201701210ATL,"['Pat Fraher', 'Jacyn Goble', 'Courtney Kirkland']",15116
201701210BOS,"['Eric Dalen', 'Bill Kennedy', 'Josh Tiven']",18624
201701210CHI,"['Michael Smith', 'C.J. Washington', 'Sean Wright']",21606
201701210CHO,"['Derrick Collins', 'John Goble', 'Aaron Smith']",18583
201701210CLE,"['Karl Lane', 'Derrick Stafford', 'James Williams']",20562
201701210DEN,"['Monty McCutchen', 'Kevin Scott', 'Leon Wood']",16056
201701210DET,"['Sean Corbin', 'Mitchell Ervin', 'David Guthrie']",18231
201701210MEM,"['James Capers Jr.', 'Lauren Holtkamp-Sterling', 'Ben Taylor']",18119
201701210MIA,"['Curtis Blair', 'Matt Boland', 'Ken Mauer']",19600
201701210NYK,"['Brian Forte', 'Mark Lindsay', 'Derek Richardson']",19812
201701210UTA,"['Bennie Adams', 'Marat Kogut', 'Ed Malloy']",19911
201701220DAL,"['Tony Brown', 'Bill Spooner', 'Justin Van Duyne']",19484
201701220MIN,"['Dan Crawford', 'Pat Fraher', 'Dedric Taylor']",12788
201701220ORL,"['Steve Anderson', 'Scott Foster', 'Ron Garretson']",18846
201701220TOR,"['Marc Davis', 'Eric Lewis', 'Gediminas Petraitis']",19800
201701230ATL,"['Derrick Collins', 'Tyler Ford', 'Sean Wright']",12853
201701230BRK,"['Eric Dalen', 'Kane Fitzgerald', 'Gary Zielinski']",16643
201701230CHO,"['Matt Boland', 'Jacyn Goble', 'Zach Zarba']",15285
201701230DET,"['Brent Barnaky', 'Curtis Blair', 'Derrick Stafford']",14017
201701230IND,"['Karl Lane', 'Ken Mauer', 'Scott Wall']",16015
201701230MIA,"['Mike Callahan', 'Brian Forte', 'J.T. Orr']",19600
201701230MIL,"['Eric Lewis', 'Tom Washington', 'Leon Wood']",14016
201701230NOP,"['Scott Foster', 'Lauren Holtkamp-Sterling', 'Leroy Richardson']",17758
201701230UTA,"['Monty McCutchen', 'Brett Nansel', 'Kevin Scott']",19911
