,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,gameState,home,away,home,away,home,away
teamData,winner,teamHome,teamAway,timeOfDay,location,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,rivalry,salary,salary,avgSalary,avgSalary,numberOfGamesPlayed,numberOfGamesPlayed
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201912040CHI,CHI,CHI,MEM,8:00p,"United Center, Chicago, Illinois",27,23,28,28,[],106,1,2.0,"['lavinza01', 'satorto01', 'cartewe01', 'markkla01', 'dunnkr01', 'whiteco01', 'youngth01', 'valende01', 'gaffoda01', 'arcidry01', 'harrish01', 'kornelu01']","[7, 14]",1,20,15,29,35,[],99,-1,2.0,"['crowdja01', 'valanjo01', 'jacksja02', 'brookdi01', 'jonesty01', 'meltode01', 'hillso01', 'allengr01', 'cabocbr01', 'gudurma01', 'watanyu01', 'anderky01', 'clarkbr01']","[6, 14]",0,none,404083609.0,405601146.0,33673634.083333336,31200088.153846152,21,20
201912040CHO,CHO,CHO,GSW,7:00p,"Spectrum Center, Charlotte, North Carolina",28,30,28,20,[],106,-2,2.0,"['grahade01', 'roziete01', 'washipj01', 'bridgmi02', 'biyombi01', 'willima02', 'batumni01', 'zelleco01', 'monkma01', 'bacondw01', 'hernawi01', 'martico01', 'kiddgmi01']","[8, 14]",1,20,34,22,15,[],91,-3,2.0,"['pascher01', 'robingl02', 'russeda01', 'greendr01', 'caulewi01', 'burksal01', 'bowmaky01', 'chrisma01', 'spellom01', 'looneke01', 'poolejo01', 'evansja02']","[4, 18]",0,none,674901300.0,401019120.0,51915484.615384616,33418260.0,22,22
201912040DAL,DAL,DAL,MIN,8:30p,"American Airlines Center, Dallas, Texas",30,23,27,41,[],121,3,1.0,"['doncilu01', 'porzikr01', 'hardati02', 'poweldw01', 'finnedo01', 'curryse01', 'klebima01', 'brunsja01', 'wrighde01', 'jacksju01', 'bareajo01', 'leeco01', 'marjabo01']","[14, 6]",0,25,31,28,30,[],114,-1,3.0,"['townska01', 'wiggian01', 'culveja01', 'covinro01', 'okogijo01', 'teaguje01', 'bateske01', 'grahatr01', 'dienggo01', 'napiesh01', 'belljo01', 'vonleno01', 'mclaujo01']","[10, 9]",0,conference,577645573.0,563416657.0,44434274.84615385,43339742.84615385,20,19
201912040DET,MIL,DET,MIL,7:00p,"Little Caesars Arena, Detroit, Michigan",24,24,24,31,[],103,2,1.0,"['drumman01', 'griffbl01', 'mykhasv01', 'snellto01', 'brownbr01', 'gallola01', 'rosede01', 'morrima02', 'woodch01', 'makerth01', 'doumbse01', 'fraziti01', 'kennalu01']","[8, 13]",0,22,37,33,35,[],127,2,2.0,"['antetgi01', 'bledser01', 'middlkh01', 'lopezbr01', 'matthwe02', 'divindo01', 'korveky01', 'lopezro01', 'connapa01', 'wilsodj01', 'ilyaser01', 'hillge01', 'brownst02']","[18, 3]",1,division,786520474.0,1112208856.0,60501574.92307692,85554527.38461539,21,21
201912040OKC,IND,OKC,IND,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",29,21,28,22,[],100,2,3.0,"['gilgesh01', 'paulch01', 'fergute01', 'gallida01', 'adamsst01', 'schrode01', 'noelne01', 'naderab01', 'bazleda01', 'burtode02', 'muscami01', 'dortlu01', 'pattoju01']","[8, 11]",0,26,23,30,28,[],107,1,2.0,"['warretj01', 'sabondo01', 'lambje01', 'brogdma01', 'turnemy01', 'holidju01', 'mcderdo01', 'mccontj01', 'holidaa01', 'leaftj01', 'bitadgo01', 'johnsal02']","[13, 7]",1,none,824729995.0,425595750.0,63440768.84615385,35466312.5,19,20
201912040ORL,ORL,ORL,PHO,7:00p,"Amway Center, Orlando, Florida",31,34,38,25,[],128,2,1.0,"['gordoaa01', 'birchkh01', 'isaacjo01', 'fournev01', 'fultzma01', 'augusdj01', 'rosste01', 'iwundwe01', 'bambamo01', 'magetjo01', 'frazime01', 'jeffeam01', 'johnsbj01']","[9, 11]",0,37,21,28,28,[],114,1,2.0,"['bookede01', 'kaminfr01', 'saricda01', 'rubiori01', 'oubreke01', 'bridgmi01', 'johnsca02', 'diallch01', 'jeromty01', 'carteje01', 'okoboel01', 'baynear01', 'johnsty01']","[9, 10]",0,none,492964754.0,467936977.0,37920365.692307696,35995152.07692308,20,19
201912040POR,POR,POR,SAC,10:00p,"Moda Center, Portland, Oregon",30,36,34,27,[],127,-1,1.0,"['lillada01', 'mccolcj01', 'anthoca01', 'hoodro01', 'whiteha01', 'bazemke01', 'labissk01', 'simonan01', 'littlna01', 'trentga02', 'tollian01', 'hezonma01']","[8, 13]",1,35,29,31,21,[],116,-1,2.0,"['hieldbu01', 'barneha02', 'holmeri01', 'josepco01', 'bjeline01', 'arizatr01', 'ferreyo01', 'dedmode01', 'jamesju01', 'gilesha01', 'gabriwe01', 'guyky01', 'swanica01']","[8, 11]",1,conference,920544274.0,525164525.0,76712022.83333333,40397271.15384615,21,19
201912040UTA,LAL,UTA,LAL,9:00p,"Vivint Smart Home Arena, Salt Lake City, Utah",26,21,28,21,[],96,-2,2.0,"['bogdabo02', 'mitchdo01', 'inglejo01', 'goberru01', 'greenje02', 'onealro01', 'niangge01', 'davised01', 'exumda01', 'mudiaem01', 'bradlto01', 'brantja01', 'willini01']","[12, 9]",0,34,31,29,27,[],121,1,1.0,"['jamesle01', 'davisan02', 'caldwke01', 'greenda02', 'mcgeeja01', 'rondora01', 'kuzmaky01', 'carusal01', 'howardw01', 'danietr01', 'dudleja01', 'cookqu01']","[18, 3]",1,conference,562664355.0,1302494695.0,43281873.461538464,108541224.58333331,21,21
201912050NOP,PHO,NOP,PHO,8:00p,"Smoothie King Center, New Orleans, Louisiana",40,30,21,34,[],132,-6,2.0,"['balllo01', 'holidjr01', 'redicjj01', 'hayesja02', 'ingrabr01', 'willike04', 'hartjo01', 'mellini01', 'alexani01', 'jacksfr01', 'okafoja01', 'favorde01', 'mooreet01']","[6, 15]",1,38,36,33,18,[],139,-1,1.0,"['oubreke01', 'bookede01', 'rubiori01', 'kaminfr01', 'saricda01', 'johnsca02', 'bridgmi01', 'diallch01', 'jeromty01', 'okoboel01', 'baynear01', 'carteje01', 'johnsty01']","[9, 11]",0,conference,683148923.0,467936977.0,52549917.15384615,35995152.07692308,21,20
201912050NYK,DEN,NYK,DEN,7:30p,"Madison Square Garden (IV), New York, New York",27,18,30,17,[],92,-7,3.0,"['morrima03', 'ntilila01', 'barrerj01', 'randlju01', 'gibsota01', 'robinmi01', 'portibo01', 'knoxke01', 'smithde03', 'paytoel01', 'ellinwa01', 'trieral01', 'dotsoda01']","[4, 17]",0,33,34,31,31,[],129,-2,2.0,"['jokicni01', 'bartowi01', 'murraja01', 'harriga01', 'millspa01', 'morrimo01', 'hernaju01', 'beaslma01', 'grantje01', 'plumlma01', 'portemi01', 'craigto01']","[13, 5]",0,none,447345145.0,751393472.0,34411165.0,62616122.66666666,21,18
201912050TOR,HOU,TOR,HOU,7:30p,"Scotiabank Arena, Toronto, Canada",28,27,33,21,[],109,-1,2.0,"['lowryky01', 'vanvlfr01', 'siakapa01', 'gasolma01', 'anunoog01', 'powelno01', 'ibakase01', 'daviste02', 'holliro01', 'bouchch01', 'hernade01', 'millema01', 'brissos01']","[15, 5]",0,34,29,31,25,[],119,-1,2.0,"['hardeja01', 'tuckepj01', 'westbru01', 'capelca01', 'mclembe01', 'riverau01', 'houseda01', 'sefolth01', 'clemoch01', 'harteis01', 'chandty01', 'clarkga01']","[13, 7]",0,none,783135606.0,1036180839.0,60241200.461538464,86348403.25,20,20
201912050WAS,WAS,WAS,PHI,7:00p,"Capital One Arena, Washington, District of Columbia",25,40,26,28,[],119,-3,2.0,"['hachiru01', 'bealbr01', 'smithis01', 'wagnemo01', 'bongais01', 'bertada01', 'browntr01', 'mahinia01', 'chiozch01', 'thomais02', 'schofad01', 'bryanth01', 'robinju01']","[6, 13]",0,33,22,26,32,[],113,4,3.0,"['harrito02', 'simmobe01', 'embiijo01', 'horfoal01', 'korkmfu01', 'thybuma01', 'scottmi01', 'ennisja01', 'netora01', 'burketr01', 'miltosh01', 'oquinky01']","[15, 6]",0,conference,456834079.0,760900408.0,35141083.0,63408367.333333336,19,21
201912060BOS,BOS,BOS,DEN,8:00p,"TD Garden, Boston, Massachusetts",33,20,32,23,[],108,2,2.0,"['brownja02', 'tatumja01', 'walkeke02', 'smartma01', 'theisda01', 'ojelese01', 'wanambr01', 'kanteen01', 'williro04', 'greenja02', 'edwarca01', 'poirivi01', 'willigr01']","[15, 5]",0,26,19,19,31,[],95,1,1.0,"['murraja01', 'harriga01', 'jokicni01', 'bartowi01', 'millspa01', 'hernaju01', 'grantje01', 'plumlma01', 'beaslma01', 'morrimo01', 'portemi01', 'craigto01']","[14, 5]",1,none,522953070.0,751393472.0,40227159.23076923,62616122.66666666,20,19
201912060CHI,GSW,CHI,GSW,8:00p,"United Center, Chicago, Illinois",28,23,32,15,[],98,2,2.0,"['markkla01', 'cartewe01', 'lavinza01', 'satorto01', 'dunnkr01', 'whiteco01', 'arcidry01', 'valende01', 'gaffoda01', 'harrish01', 'kornelu01']","[8, 14]",0,23,27,27,23,[],100,-4,2.0,"['robingl02', 'pascher01', 'greendr01', 'russeda01', 'caulewi01', 'burksal01', 'bowmaky01', 'chrisma01', 'spellom01', 'looneke01', 'poolejo01', 'evansja02']","[4, 19]",1,none,266950822.0,401019120.0,24268256.545454547,33418260.0,22,23
201912060CHO,BRK,CHO,BRK,7:00p,"Spectrum Center, Charlotte, North Carolina",32,25,27,20,[],104,1,2.0,"['roziete01', 'washipj01', 'grahade01', 'bridgmi02', 'biyombi01', 'batumni01', 'zelleco01', 'monkma01', 'willima02', 'bacondw01', 'hernawi01', 'kiddgmi01']","[9, 14]",0,29,26,31,25,[],111,1,2.0,"['templga01', 'dinwisp01', 'princta02', 'harrijo01', 'allenja01', 'jordade01', 'shumpim01', 'nwabada01', 'pinsoth01', 'musadz01', 'claxtni01']","[11, 10]",1,conference,670427388.0,441290752.0,55868949.0,40117341.09090909,23,21
201912060CLE,ORL,CLE,ORL,7:00p,"Rocket Mortgage Fieldhouse, Cleveland, Ohio",25,22,23,17,[],87,-4,3.0,"['nancela02', 'thomptr01', 'osmande01', 'sextoco01', 'garlada01', 'clarkjo01', 'porteke02', 'dellama01', 'hensojo01', 'mckinal01', 'knighbr03', 'zizican01']","[5, 15]",0,24,28,16,25,[],93,3,2.0,"['isaacjo01', 'gordoaa01', 'birchkh01', 'fournev01', 'fultzma01', 'rosste01', 'augusdj01', 'cartemi01', 'bambamo01', 'frazime01', 'jeffeam01', 'iwundwe01']","[10, 11]",2,conference,494793318.0,515525236.0,41232776.5,42960436.333333336,20,21
201912060DET,DET,DET,IND,7:00p,"Little Caesars Arena, Detroit, Michigan",32,23,16,37,[],108,-1,2.0,"['drumman01', 'kennalu01', 'griffbl01', 'snellto01', 'brownbr01', 'gallola01', 'rosede01', 'woodch01', 'mykhasv01', 'makerth01', 'fraziti01', 'morrima02']","[8, 14]",2,19,25,31,26,[],101,2,2.0,"['turnemy01', 'sabondo01', 'lambje01', 'brogdma01', 'warretj01', 'holidju01', 'mcderdo01', 'holidaa01', 'mccontj01', 'bitadgo01', 'sumneed01', 'leaftj01', 'johnsal02']","[14, 7]",1,division,776172274.0,432525544.0,64681022.833333336,33271195.69230769,22,21
201912060MIA,MIA,MIA,WAS,8:00p,"AmericanAirlines Arena, Miami, Florida",27,34,25,26,[],112,-1,2.0,"['robindu01', 'adebaba01', 'butleji01', 'nunnke01', 'leoname01', 'herroty01', 'jonesde02', 'olynyke01', 'silvach01', 'hasleud01', 'johnsja01', 'winslju01']","[15, 6]",0,28,37,20,18,[],103,1,1.0,"['bealbr01', 'hachiru01', 'smithis01', 'wagnemo01', 'bongais01', 'bertada01', 'browntr01', 'chiozch01', 'schofad01', 'mahinia01', 'robinju01']","[7, 13]",0,division,603619063.0,395231508.0,50301588.583333336,35930137.09090909,21,20
201912060MIL,MIL,MIL,LAC,8:30p,"Fiserv Forum, Milwaukee, Wisconsin",30,22,35,32,[],119,3,2.0,"['antetgi01', 'middlkh01', 'lopezbr01', 'bledser01', 'matthwe02', 'divindo01', 'connapa01', 'korveky01', 'hillge01', 'lopezro01', 'ilyaser01', 'brownst02', 'wilsodj01']","[19, 3]",1,15,28,19,29,[],91,2,3.0,"['georgpa01', 'beverpa01', 'leonaka01', 'zubaciv01', 'harklma01', 'harremo01', 'willilo02', 'robinje01', 'mannte01', 'waltode01', 'kabenmf01', 'pattepa01', 'greenja01']","[16, 6]",0,none,1112208856.0,784465847.0,85554527.38461539,60343526.692307696,22,22
201912060OKC,OKC,OKC,MIN,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",30,23,41,28,[],139,-1,2.0,"['gilgesh01', 'paulch01', 'gallida01', 'adamsst01', 'naderab01', 'schrode01', 'noelne01', 'bazleda01', 'dortlu01', 'hallde01', 'muscami01', 'pattoju01']","[8, 12]",0,27,31,39,25,[],127,-2,2.0,"['teaguje01', 'covinro01', 'townska01', 'okogijo01', 'culveja01', 'belljo01', 'bateske01', 'dienggo01', 'grahatr01', 'napiesh01', 'martike03', 'nowelja01', 'vonleno01']","[10, 10]",0,division,812837863.0,428167497.0,67736488.58333333,32935961.307692308,20,20
201912060POR,LAL,POR,LAL,10:30p,"Moda Center, Portland, Oregon",34,28,31,20,[],113,1,2.0,"['lillada01', 'mccolcj01', 'anthoca01', 'whiteha01', 'hoodro01', 'bazemke01', 'hezonma01', 'simonan01', 'littlna01', 'labissk01', 'tollian01', 'trentga02']","[9, 13]",0,39,38,33,26,[],136,2,2.0,"['jamesle01', 'davisan02', 'caldwke01', 'greenda02', 'mcgeeja01', 'kuzmaky01', 'carusal01', 'howardw01', 'rondora01', 'danietr01', 'cookqu01', 'dudleja01']","[19, 3]",0,conference,920544274.0,1302494695.0,76712022.83333333,108541224.58333331,22,22
201912060SAS,SAS,SAS,SAC,8:30p,"AT&T Center, San Antonio, Texas",21,31,17,31,[],105,1,3.0,"['derozde01', 'aldrila01', 'gayru01', 'whitede01', 'forbebr01', 'millspa02', 'murrade01', 'belinma01', 'poeltja01', 'lylestr01', 'walkelo01', 'eubandr01', 'carrode01']","[8, 14]",0,17,25,30,28,[],104,-2,2.0,"['holmeri01', 'barneha02', 'hieldbu01', 'josepco01', 'bjeline01', 'arizatr01', 'ferreyo01', 'bogdabo01', 'dedmode01', 'jamesju01', 'gilesha01', 'gabriwe01', 'guyky01']","[8, 12]",0,conference,932850504.0,582925445.0,71757731.07692307,44840418.84615385,22,20
201912070DAL,DAL,DAL,NOP,2:00p,"American Airlines Center, Dallas, Texas",31,33,40,26,[],130,4,3.0,"['doncilu01', 'finnedo01', 'porzikr01', 'hardati02', 'poweldw01', 'jacksju01', 'marjabo01', 'curryse01', 'klebima01', 'brunsja01', 'leeco01', 'bareajo01', 'wrighde01']","[15, 6]",2,28,24,14,18,[],84,-7,2.0,"['balllo01', 'ingrabr01', 'hayesja02', 'holidjr01', 'redicjj01', 'willike04', 'okafoja01', 'alexani01', 'hartjo01', 'jacksfr01', 'mellini01', 'favorde01', 'mooreet01']","[6, 16]",0,division,577645573.0,683148923.0,44434274.84615385,52549917.15384615,21,22
201912070HOU,HOU,HOU,PHO,8:00p,"Toyota Center, Houston, Texas",23,37,23,32,[],115,1,2.0,"['tuckepj01', 'hardeja01', 'westbru01', 'houseda01', 'capelca01', 'mclembe01', 'riverau01', 'sefolth01', 'harteis01', 'clemoch01', 'clarkga01', 'chandty01']","[14, 7]",0,31,21,26,31,[],109,1,2.0,"['oubreke01', 'bookede01', 'rubiori01', 'saricda01', 'kaminfr01', 'johnsca02', 'bridgmi01', 'diallch01', 'jeromty01', 'johnsty01', 'okoboel01', 'carteje01', 'baynear01']","[10, 11]",0,conference,1036180839.0,467936977.0,86348403.25,35995152.07692308,21,21
201912070NYK,IND,NYK,IND,7:30p,"Madison Square Garden (IV), New York, New York",27,33,21,22,[],103,-8,2.0,"['barrerj01', 'randlju01', 'morrima03', 'ntilila01', 'gibsota01', 'robinmi01', 'portibo01', 'paytoel01', 'dotsoda01', 'knoxke01', 'smithde03', 'trieral01', 'brazdig01']","[4, 18]",0,32,34,23,15,[],104,-1,1.0,"['sabondo01', 'warretj01', 'lambje01', 'turnemy01', 'holidaa01', 'holidju01', 'mcderdo01', 'mccontj01', 'bitadgo01', 'johnsal02', 'leaftj01']","[14, 8]",0,conference,401474500.0,359413188.0,30882653.846153848,32673926.181818184,22,22
201912070PHI,PHI,PHI,CLE,7:30p,"Wells Fargo Center, Philadelphia, Pennsylvania",36,41,31,33,[],141,-1,2.0,"['simmobe01', 'scottmi01', 'harrito02', 'horfoal01', 'korkmfu01', 'oquinky01', 'burketr01', 'netora01', 'ennisja01', 'miltosh01', 'pelleno01', 'thybuma01']","[15, 7]",2,18,18,26,32,[],94,-5,1.0,"['garlada01', 'sextoco01', 'thomptr01', 'loveke01', 'osmande01', 'porteke02', 'nancela02', 'knighbr03', 'clarkjo01', 'hensojo01', 'mckinal01', 'zizican01', 'dellama01']","[5, 16]",0,conference,628383056.0,732574129.0,52365254.66666666,56351856.07692308,22,21
201912070UTA,UTA,UTA,MEM,10:00p,"Vivint Smart Home Arena, Salt Lake City, Utah",32,37,28,29,[],126,-3,3.0,"['mitchdo01', 'bogdabo02', 'goberru01', 'onealro01', 'inglejo01', 'greenje02', 'mudiaem01', 'niangge01', 'davised01', 'bradlto01', 'exumda01', 'onimi01', 'morgaju01']","[12, 10]",1,36,18,30,28,[],112,-2,3.0,"['jacksja02', 'crowdja01', 'jonesty01', 'brookdi01', 'valanjo01', 'hillso01', 'allengr01', 'meltode01', 'gudurma01', 'cabocbr01', 'watanyu01', 'anderky01', 'moranja01']","[6, 15]",1,conference,566062324.0,425292906.0,43543255.692307696,32714838.923076924,22,21
201912080BRK,BRK,BRK,DEN,3:00p,"Barclays Center, Brooklyn, New York",25,28,29,23,[],105,2,2.0,"['dinwisp01', 'templga01', 'princta02', 'harrijo01', 'allenja01', 'shumpim01', 'jordade01', 'nwabada01', 'pinsoth01', 'musadz01', 'kurucro01', 'claxtni01', 'luwawti01']","[12, 10]",0,21,33,23,25,[],102,-1,2.0,"['jokicni01', 'murraja01', 'harriga01', 'bartowi01', 'millspa01', 'grantje01', 'hernaju01', 'beaslma01', 'morrimo01', 'plumlma01', 'portemi01', 'cancavl01', 'craigto01']","[14, 6]",1,none,455254494.0,755592384.0,35019576.461538464,58122491.07692308,22,20
201912080CHO,ATL,CHO,ATL,5:00p,"Spectrum Center, Charlotte, North Carolina",27,26,30,24,[],107,-1,2.0,"['bridgmi02', 'roziete01', 'grahade01', 'washipj01', 'biyombi01', 'kiddgmi01', 'zelleco01', 'monkma01', 'bacondw01', 'martica02', 'martico01', 'hernawi01', 'batumni01']","[9, 15]",0,24,27,37,34,[],122,-1,4.0,"['youngtr01', 'reddica01', 'parkeja01', 'huertke01', 'jonesda03', 'huntede01', 'crabbal01', 'cartevi01', 'lenal01', 'bembrde01', 'fernabr01', 'turneev01', 'parsoch01']","[5, 17]",0,division,553616019.0,667461034.0,42585847.615384616,51343156.461538464,24,22
201912080DAL,SAC,DAL,SAC,7:00p,"American Airlines Center, Dallas, Texas",27,19,32,28,[],106,5,1.0,"['porzikr01', 'hardati02', 'finnedo01', 'doncilu01', 'poweldw01', 'bareajo01', 'curryse01', 'jacksju01', 'klebima01', 'brunsja01', 'leeco01', 'broekry01', 'marjabo01']","[16, 6]",0,36,30,26,18,[],110,-3,2.0,"['barneha02', 'hieldbu01', 'bjeline01', 'holmeri01', 'josepco01', 'bogdabo01', 'arizatr01', 'ferreyo01', 'dedmode01', 'swanica01', 'gabriwe01', 'jamesju01', 'gilesha01']","[8, 13]",0,conference,545632151.0,587972665.0,41971703.92307692,45228666.538461536,22,21
201912080LAL,LAL,LAL,MIN,9:30p,"STAPLES Center, Los Angeles, California",39,34,37,32,[],142,3,2.0,"['davisan02', 'caldwke01', 'jamesle01', 'greenda02', 'mcgeeja01', 'carusal01', 'kuzmaky01', 'howardw01', 'cookqu01', 'danietr01', 'dudleja01', 'hortota01']","[20, 3]",0,31,34,38,22,[],125,-3,2.0,"['townska01', 'wiggian01', 'covinro01', 'okogijo01', 'culveja01', 'teaguje01', 'belljo01', 'bateske01', 'napiesh01', 'dienggo01', 'grahatr01', 'reidna01', 'vonleno01']","[10, 11]",0,conference,1196513349.0,565615569.0,99709445.75,43508889.92307692,23,21
201912080MIA,MIA,MIA,CHI,6:00p,"AmericanAirlines Arena, Miami, Florida",16,31,27,23,[],110,1,2.0,"['butleji01', 'nunnke01', 'adebaba01', 'robindu01', 'leoname01', 'herroty01', 'jonesde02', 'olynyke01', 'silvach01', 'winslju01', 'johnsja01', 'hasleud01']","[16, 6]",1,25,24,24,24,[],105,-1,2.0,"['lavinza01', 'cartewe01', 'markkla01', 'dunnkr01', 'satorto01', 'whiteco01', 'youngth01', 'valende01', 'harrish01', 'arcidry01', 'kornelu01', 'gaffoda01']","[8, 15]",0,conference,603619063.0,404083609.0,50301588.583333336,33673634.083333336,22,23
201912080PHI,PHI,PHI,TOR,6:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",27,30,29,24,[],110,1,1.0,"['simmobe01', 'harrito02', 'horfoal01', 'embiijo01', 'korkmfu01', 'thybuma01', 'ennisja01', 'netora01', 'scottmi01', 'miltosh01', 'oquinky01', 'burketr01', 'shayoma01']","[16, 7]",0,22,20,26,36,[],104,-2,3.0,"['lowryky01', 'siakapa01', 'anunoog01', 'gasolma01', 'vanvlfr01', 'ibakase01', 'powelno01', 'daviste02', 'holliro01', 'bouchch01', 'millema01', 'thomama02']","[15, 6]",1,division,760900408.0,783365679.0,58530800.615384616,65280473.25,23,21
201912080POR,OKC,POR,OKC,9:00p,"Moda Center, Portland, Oregon",20,27,31,18,[],96,-1,2.0,"['lillada01', 'mccolcj01', 'bazemke01', 'anthoca01', 'whiteha01', 'simonan01', 'labissk01', 'littlna01', 'hezonma01', 'hoardja01', 'tollian01', 'trentga02']","[9, 14]",2,21,34,27,26,[],108,1,2.0,"['gilgesh01', 'gallida01', 'paulch01', 'adamsst01', 'naderab01', 'schrode01', 'noelne01', 'dortlu01', 'bazleda01', 'muscami01', 'hallde01']","[9, 12]",0,division,892826068.0,806119104.0,74402172.33333333,73283554.9090909,23,21
201912080WAS,LAC,WAS,LAC,6:00p,"Capital One Arena, Washington, District of Columbia",25,39,29,26,[],119,-1,2.0,"['hachiru01', 'bealbr01', 'smithis01', 'wagnemo01', 'bongais01', 'browntr01', 'bertada01', 'mahinia01', 'chiozch01', 'schofad01', 'robinju01', 'thomais02']","[7, 14]",0,35,30,35,35,[],135,-1,2.0,"['harklma01', 'leonaka01', 'georgpa01', 'beverpa01', 'zubaciv01', 'willilo02', 'harremo01', 'robinje01', 'waltode01', 'mannte01', 'greenja01', 'kabenmf01', 'pattepa01']","[16, 7]",1,none,429640222.0,784465847.0,35803351.833333336,60343526.692307696,21,23
201912090BOS,BOS,BOS,CLE,7:30p,"TD Garden, Boston, Massachusetts",29,24,30,27,[],110,3,3.0,"['brownja02', 'tatumja01', 'walkeke02', 'haywago01', 'theisda01', 'ojelese01', 'wanambr01', 'kanteen01', 'willigr01', 'poirivi01', 'edwarca01', 'greenja02']","[16, 5]",1,18,22,26,22,[],88,-6,2.0,"['thomptr01', 'sextoco01', 'loveke01', 'osmande01', 'garlada01', 'clarkjo01', 'porteke02', 'nancela02', 'dellama01', 'hensojo01', 'mckinal01', 'zizican01', 'knighbr03']","[5, 17]",0,conference,657470424.0,732574129.0,54789202.0,56351856.07692308,21,22
201912090CHI,TOR,CHI,TOR,8:00p,"United Center, Chicago, Illinois",30,21,20,21,[],92,-2,1.0,"['satorto01', 'lavinza01', 'markkla01', 'cartewe01', 'dunnkr01', 'whiteco01', 'valende01', 'gaffoda01', 'youngth01', 'arcidry01', 'harrish01', 'kornelu01', 'strusma01']","[8, 16]",0,30,19,22,22,[],93,-3,1.0,"['siakapa01', 'lowryky01', 'anunoog01', 'gasolma01', 'powelno01', 'ibakase01', 'holliro01', 'bouchch01', 'daviste02', 'millema01', 'vanvlfr01', 'thomama02']","[15, 7]",1,conference,406168201.0,783365679.0,31243707.769230768,65280473.25,24,22
201912090GSW,MEM,GSW,MEM,10:30p,"Chase Center, San Francisco, California",20,27,32,23,[],102,1,3.0,"['russeda01', 'greendr01', 'robingl02', 'caulewi01', 'pascher01', 'burksal01', 'bowmaky01', 'spellom01', 'chrisma01', 'evansja02', 'looneke01', 'poolejo01']","[5, 19]",1,29,25,34,22,[],110,-3,2.0,"['brookdi01', 'crowdja01', 'moranja01', 'jacksja02', 'valanjo01', 'hillso01', 'meltode01', 'jonesty01', 'allengr01', 'gudurma01', 'cabocbr01', 'anderky01', 'watanyu01']","[6, 16]",0,conference,401019120.0,425292906.0,33418260.0,32714838.923076924,24,22
201912090HOU,SAC,HOU,SAC,8:00p,"Toyota Center, Houston, Texas",28,36,29,25,[],118,2,2.0,"['hardeja01', 'capelca01', 'westbru01', 'tuckepj01', 'houseda01', 'mclembe01', 'clarkga01', 'clemoch01', 'harteis01', 'sefolth01', 'riverau01']","[15, 7]",0,32,27,35,25,[],119,1,1.0,"['josepco01', 'holmeri01', 'barneha02', 'hieldbu01', 'bjeline01', 'bogdabo01', 'arizatr01', 'ferreyo01', 'gabriwe01', 'gilesha01', 'guyky01', 'jamesju01', 'dedmode01']","[9, 13]",0,conference,846250793.0,582925445.0,76931890.27272727,44840418.84615385,22,22
201912090IND,LAC,IND,LAC,7:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",19,29,25,26,[],99,1,2.0,"['sabondo01', 'brogdma01', 'warretj01', 'turnemy01', 'lambje01', 'mcderdo01', 'mccontj01', 'holidju01', 'holidaa01', 'sumneed01', 'bitadgo01', 'johnsal02', 'leaftj01']","[15, 8]",0,24,36,31,19,[],110,1,1.0,"['beverpa01', 'georgpa01', 'harklma01', 'zubaciv01', 'pattepa01', 'willilo02', 'harremo01', 'waltode01', 'robinje01', 'kabenmf01', 'mannte01']","[17, 7]",0,none,432525544.0,555251377.0,33271195.69230769,50477397.90909091,23,24
201912090MIL,MIL,MIL,ORL,8:00p,"Fiserv Forum, Milwaukee, Wisconsin",31,21,28,30,[],110,4,3.0,"['antetgi01', 'bledser01', 'middlkh01', 'matthwe02', 'lopezbr01', 'hillge01', 'divindo01', 'ilyaser01', 'lopezro01', 'connapa01', 'korveky01', 'brownst02', 'wilsodj01']","[20, 3]",1,20,20,33,28,[],101,4,3.0,"['gordoaa01', 'fournev01', 'fultzma01', 'isaacjo01', 'birchkh01', 'rosste01', 'augusdj01', 'cartemi01', 'bambamo01', 'jeffeam01', 'frazime01', 'iwundwe01']","[11, 11]",0,conference,1112208856.0,515525236.0,85554527.38461539,42960436.333333336,23,22
