,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,away,away,away
teamData,winner,teamHome,teamAway,location,rivalry,datetime,endtime,referees,attendance,neutral,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,salary,avgSalary,numberOfGamesPlayed,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,salary,avgSalary,numberOfGamesPlayed
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202211100MIA,,MIA,CHO,FTX Arena,division,11/10/2022 19:30,,,,0,,,,,,,,3,,,,,,11,,,,,,,,1,,,,,,12
202211100NOP,,NOP,POR,Smoothie King Center,conference,11/10/2022 20:00,,,,0,,,,,,,,1,,,,,,11,,,,,,,,1,,,,,,11
202211110BOS,,BOS,DEN,TD Garden,none,11/11/2022 19:00,,,,0,,,,,,,,2,,,,,,11,,,,,,,,2,,,,,,11
202211110ORL,,ORL,PHO,Amway Center,none,11/11/2022 19:00,,,,0,,,,,,,,2,,,,,,12,,,,,,,,2,,,,,,11
202211110NYK,,NYK,DET,Madison Square Garden (IV),conference,11/11/2022 19:30,,,,0,,,,,,,,2,,,,,,11,,,,,,,,2,,,,,,12
202211110OKC,,OKC,TOR,Paycom Center,none,11/11/2022 20:00,,,,0,,,,,,,,2,,,,,,11,,,,,,,,2,,,,,,12
202211110SAS,,SAS,MIL,AT&T Center,none,11/11/2022 20:00,,,,0,,,,,,,,2,,,,,,12,,,,,,,,2,,,,,,11
202211110MEM,,MEM,MIN,FedEx Forum,conference,11/11/2022 21:30,,,,0,,,,,,,,2,,,,,,12,,,,,,,,2,,,,,,12
202211110GSW,,GSW,CLE,Chase Center,none,11/11/2022 22:00,,,,0,,,,,,,,4,,,,,,11,,,,,,,,2,,,,,,11
202211110LAL,,LAL,SAC,Crypto.com Arena,division,11/11/2022 22:30,,,,0,,,,,,,,2,,,,,,11,,,,,,,,2,,,,,,10
202211120LAC,,LAC,BRK,Crypto.com Arena,none,11/12/2022 16:00,,,,0,,,,,,,,3,,,,,,12,,,,,,,,3,,,,,,12
202211120WAS,,WAS,UTA,Capital One Arena,none,11/12/2022 18:00,,,,0,,,,,,,,2,,,,,,12,,,,,,,,3,,,,,,13
202211120DET,,DET,BOS,Little Caesars Arena,conference,11/12/2022 19:00,,,,0,,,,,,,,1,,,,,,13,,,,,,,,1,,,,,,12
202211120IND,,IND,TOR,Gainbridge Fieldhouse,conference,11/12/2022 19:00,,,,0,,,,,,,,3,,,,,,11,,,,,,,,1,,,,,,13
202211120PHI,,PHI,ATL,Wells Fargo Center,conference,11/12/2022 19:30,,,,0,,,,,,,,2,,,,,,12,,,,,,,,2,,,,,,12
202211120MIA,,MIA,CHO,FTX Arena,division,11/12/2022 20:00,,,,0,,,,,,,,2,,,,,,12,,,,,,,,2,,,,,,13
202211120DAL,,DAL,POR,American Airlines Center,conference,11/12/2022 20:30,,,,0,,,,,,,,2,,,,,,11,,,,,,,,2,,,,,,12
202211120NOP,,NOP,HOU,Smoothie King Center,division,11/12/2022 20:30,,,,0,,,,,,,,2,,,,,,12,,,,,,,,3,,,,,,12
202211130NYK,,NYK,OKC,Madison Square Garden (IV),none,11/13/2022 12:00,,,,0,,,,,,,,2,,,,,,12,,,,,,,,2,,,,,,12
202211130CLE,,CLE,MIN,Rocket Mortgage Fieldhouse,none,11/13/2022 18:00,,,,0,,,,,,,,2,,,,,,12,,,,,,,,2,,,,,,13
202211130WAS,,WAS,MEM,Capital One Arena,none,11/13/2022 18:00,,,,0,,,,,,,,1,,,,,,13,,,,,,,,2,,,,,,13
202211130PHI,,PHI,UTA,Wells Fargo Center,none,11/13/2022 19:30,,,,0,,,,,,,,1,,,,,,13,,,,,,,,1,,,,,,14
202211130CHI,,CHI,DEN,United Center,none,11/13/2022 20:00,,,,0,,,,,,,,4,,,,,,13,,,,,,,,2,,,,,,12
202211130SAC,,SAC,GSW,Golden 1 Center,division,11/13/2022 21:00,,,,0,,,,,,,,2,,,,,,11,,,,,,,,2,,,,,,12
202211130LAL,,LAL,BRK,Crypto.com Arena,none,11/13/2022 21:30,,,,0,,,,,,,,2,,,,,,12,,,,,,,,1,,,,,,13
202211140DET,,DET,TOR,Little Caesars Arena,conference,11/14/2022 19:00,,,,0,,,,,,,,2,,,,,,14,,,,,,,,2,,,,,,14
202211140ORL,,ORL,CHO,Amway Center,division,11/14/2022 19:00,,,,0,,,,,,,,3,,,,,,13,,,,,,,,2,,,,,,14
202211140BOS,,BOS,OKC,TD Garden,none,11/14/2022 19:30,,,,0,,,,,,,,2,,,,,,13,,,,,,,,1,,,,,,13
202211140MIA,,MIA,PHO,FTX Arena,none,11/14/2022 19:30,,,,0,,,,,,,,2,,,,,,13,,,,,,,,3,,,,,,12
202211140HOU,,HOU,LAC,Toyota Center,conference,11/14/2022 20:00,,,,0,,,,,,,,2,,,,,,13,,,,,,,,2,,,,,,13
202211140MIL,,MIL,ATL,Fiserv Forum,conference,11/14/2022 20:00,,,,0,,,,,,,,3,,,,,,12,,,,,,,,2,,,,,,13
202211140GSW,,GSW,SAS,Chase Center,conference,11/14/2022 22:00,,,,0,,,,,,,,1,,,,,,13,,,,,,,,3,,,,,,13
202211150NOP,,NOP,MEM,Smoothie King Center,division,11/15/2022 19:30,,,,0,,,,,,,,3,,,,,,13,,,,,,,,2,,,,,,14
202211150DAL,,DAL,LAC,American Airlines Center,conference,11/15/2022 20:30,,,,0,,,,,,,,3,,,,,,12,,,,,,,,1,,,,,,14
202211150POR,,POR,SAS,Moda Center,conference,11/15/2022 22:00,,,,0,,,,,,,,3,,,,,,13,,,,,,,,1,,,,,,14
202211150SAC,,SAC,BRK,Golden 1 Center,none,11/15/2022 22:00,,,,0,,,,,,,,2,,,,,,12,,,,,,,,2,,,,,,14
202211150UTA,,UTA,NYK,Vivint Arena,none,11/15/2022 22:00,,,,0,,,,,,,,2,,,,,,15,,,,,,,,2,,,,,,13
202211160CHO,,CHO,IND,Spectrum Center,conference,11/16/2022 19:00,,,,0,,,,,,,,2,,,,,,15,,,,,,,,4,,,,,,12
202211160ORL,,ORL,MIN,Amway Center,none,11/16/2022 19:00,,,,0,,,,,,,,2,,,,,,14,,,,,,,,3,,,,,,14
202211160WAS,,WAS,OKC,Capital One Arena,none,11/16/2022 19:00,,,,0,,,,,,,,3,,,,,,14,,,,,,,,2,,,,,,14
202211160ATL,,ATL,BOS,State Farm Arena,conference,11/16/2022 19:30,,,,0,,,,,,,,2,,,,,,14,,,,,,,,2,,,,,,14
202211160TOR,,TOR,MIA,Scotiabank Arena,conference,11/16/2022 19:30,,,,0,,,,,,,,2,,,,,,15,,,,,,,,2,,,,,,14
202211160MIL,,MIL,CLE,Fiserv Forum,division,11/16/2022 20:00,,,,0,,,,,,,,2,,,,,,13,,,,,,,,3,,,,,,13
202211160NOP,,NOP,CHI,Smoothie King Center,none,11/16/2022 20:00,,,,0,,,,,,,,1,,,,,,14,,,,,,,,3,,,,,,14
202211160DAL,,DAL,HOU,American Airlines Center,division,11/16/2022 20:30,,,,0,,,,,,,,1,,,,,,13,,,,,,,,2,,,,,,14
202211160DEN,,DEN,NYK,Ball Arena,none,11/16/2022 22:00,,,,0,,,,,,,,3,,,,,,13,,,,,,,,1,,,,,,14
202211160PHO,,PHO,GSW,Footprint Center,division,11/16/2022 22:00,,,,0,,,,,,,,2,,,,,,13,,,,,,,,2,,,,,,14
202211170POR,,POR,BRK,Moda Center,none,11/17/2022 22:00,,,,0,,,,,,,,2,,,,,,14,,,,,,,,2,,,,,,15
202211170SAC,,SAC,SAS,Golden 1 Center,conference,11/17/2022 22:00,,,,0,,,,,,,,2,,,,,,13,,,,,,,,2,,,,,,15
202211170LAC,,LAC,DET,Crypto.com Arena,none,11/17/2022 22:30,,,,0,,,,,,,,2,,,,,,15,,,,,,,,3,,,,,,15
202211180WAS,,WAS,MIA,Capital One Arena,division,11/18/2022 19:00,,,,0,,,,,,,,2,,,,,,15,,,,,,,,2,,,,,,15
202211180CLE,,CLE,CHO,Rocket Mortgage Fieldhouse,conference,11/18/2022 19:30,,,,0,,,,,,,,2,,,,,,14,,,,,,,,2,,,,,,16
202211180PHI,,PHI,MIL,Wells Fargo Center,conference,11/18/2022 19:30,,,,0,,,,,,,,5,,,,,,14,,,,,,,,2,,,,,,14
202211180CHI,,CHI,ORL,United Center,conference,11/18/2022 20:00,,,,0,,,,,,,,2,,,,,,15,,,,,,,,2,,,,,,15
202211180HOU,,HOU,IND,Toyota Center,none,11/18/2022 20:00,,,,0,,,,,,,,2,,,,,,15,,,,,,,,2,,,,,,13
202211180MEM,,MEM,OKC,FedEx Forum,conference,11/18/2022 20:00,,,,0,,,,,,,,3,,,,,,15,,,,,,,,2,,,,,,15
202211180DAL,,DAL,DEN,American Airlines Center,conference,11/18/2022 20:30,,,,0,,,,,,,,2,,,,,,14,,,,,,,,2,,,,,,14
202211180NOP,,NOP,BOS,Smoothie King Center,none,11/18/2022 20:30,,,,0,,,,,,,,2,,,,,,15,,,,,,,,2,,,,,,15
202211180UTA,,UTA,PHO,Vivint Arena,conference,11/18/2022 21:00,,,,0,,,,,,,,3,,,,,,16,,,,,,,,2,,,,,,14
202211180GSW,,GSW,NYK,Chase Center,none,11/18/2022 22:00,,,,0,,,,,,,,2,,,,,,15,,,,,,,,2,,,,,,15
202211180LAL,,LAL,DET,Crypto.com Arena,none,11/18/2022 22:30,,,,0,,,,,,,,5,,,,,,13,,,,,,,,1,,,,,,16
202211190ATL,,ATL,TOR,State Farm Arena,conference,11/19/2022 18:00,,,,0,,,,,,,,3,,,,,,15,,,,,,,,3,,,,,,16
202211190IND,,IND,ORL,Gainbridge Fieldhouse,conference,11/19/2022 19:00,,,,0,,,,,,,,1,,,,,,14,,,,,,,,1,,,,,,16
202211190PHI,,PHI,MIN,Wells Fargo Center,none,11/19/2022 19:30,,,,0,,,,,,,,1,,,,,,15,,,,,,,,3,,,,,,15
202211190POR,,POR,UTA,Moda Center,division,11/19/2022 22:00,,,,0,,,,,,,,2,,,,,,15,,,,,,,,1,,,,,,17
202211190LAC,,LAC,SAS,Crypto.com Arena,conference,11/19/2022 22:30,,,,0,,,,,,,,2,,,,,,16,,,,,,,,2,,,,,,16
202211200PHO,,PHO,NYK,Footprint Center,none,11/20/2022 15:30,,,,0,,,,,,,,2,,,,,,15,,,,,,,,2,,,,,,16
202211200SAC,,SAC,DET,Golden 1 Center,none,11/20/2022 18:00,,,,0,,,,,,,,3,,,,,,14,,,,,,,,2,,,,,,17
202211200WAS,,WAS,CHO,Capital One Arena,division,11/20/2022 18:00,,,,0,,,,,,,,2,,,,,,16,,,,,,,,2,,,,,,17
202211200BRK,,BRK,MEM,Barclays Center,none,11/20/2022 19:00,,,,0,,,,,,,,3,,,,,,16,,,,,,,,2,,,,,,16
202211200CLE,,CLE,MIA,Rocket Mortgage Fieldhouse,conference,11/20/2022 19:00,,,,0,,,,,,,,2,,,,,,15,,,,,,,,2,,,,,,16
202211200HOU,,HOU,GSW,Toyota Center,conference,11/20/2022 19:00,,,,0,,,,,,,,2,,,,,,16,,,,,,,,2,,,,,,16
202211200DAL,,DAL,DEN,American Airlines Center,conference,11/20/2022 19:30,,,,0,,,,,,,,2,,,,,,15,,,,,,,,2,,,,,,15
202211200LAL,,LAL,SAS,Crypto.com Arena,conference,11/20/2022 21:30,,,,0,,,,,,,,2,,,,,,14,,,,,,,,1,,,,,,17
202211210CLE,,CLE,ATL,Rocket Mortgage Fieldhouse,conference,11/21/2022 19:00,,,,0,,,,,,,,1,,,,,,16,,,,,,,,2,,,,,,16
202211210IND,,IND,ORL,Gainbridge Fieldhouse,conference,11/21/2022 19:00,,,,0,,,,,,,,2,,,,,,15,,,,,,,,2,,,,,,17
202211210CHI,,CHI,BOS,United Center,conference,11/21/2022 20:00,,,,0,,,,,,,,3,,,,,,16,,,,,,,,3,,,,,,16
202211210MIL,,MIL,POR,Fiserv Forum,none,11/21/2022 20:00,,,,0,,,,,,,,3,,,,,,15,,,,,,,,2,,,,,,16
202211210MIN,,MIN,MIA,Target Center,none,11/21/2022 20:00,,,,0,,,,,,,,2,,,,,,16,,,,,,,,1,,,,,,17
202211210NOP,,NOP,GSW,Smoothie King Center,conference,11/21/2022 20:00,,,,0,,,,,,,,3,,,,,,16,,,,,,,,1,,,,,,17
202211210OKC,,OKC,NYK,Paycom Center,none,11/21/2022 20:00,,,,0,,,,,,,,3,,,,,,16,,,,,,,,1,,,,,,17
202211210LAC,,LAC,UTA,Crypto.com Arena,conference,11/21/2022 22:30,,,,0,,,,,,,,2,,,,,,17,,,,,,,,2,,,,,,18
202211220PHI,,PHI,BRK,Wells Fargo Center,division,11/22/2022 19:30,,,,0,,,,,,,,3,,,,,,16,,,,,,,,2,,,,,,17
202211220MEM,,MEM,SAC,FedEx Forum,conference,11/22/2022 20:00,,,,0,,,,,,,,2,,,,,,17,,,,,,,,2,,,,,,15
202211220DEN,,DEN,DET,Ball Arena,none,11/22/2022 21:00,,,,0,,,,,,,,2,,,,,,16,,,,,,,,2,,,,,,18
202211220PHO,,PHO,LAL,Footprint Center,division,11/22/2022 22:00,,,,0,,,,,,,,2,,,,,,16,,,,,,,,2,,,,,,15
202211230CHO,,CHO,PHI,Spectrum Center,conference,11/23/2022 19:00,,,,0,,,,,,,,3,,,,,,18,,,,,,,,1,,,,,,17
202211230CLE,,CLE,POR,Rocket Mortgage Fieldhouse,none,11/23/2022 19:00,,,,0,,,,,,,,2,,,,,,17,,,,,,,,2,,,,,,17
202211230IND,,IND,MIN,Gainbridge Fieldhouse,none,11/23/2022 19:00,,,,0,,,,,,,,2,,,,,,16,,,,,,,,2,,,,,,17
202211230ATL,,ATL,SAC,State Farm Arena,none,11/23/2022 19:30,,,,0,,,,,,,,2,,,,,,17,,,,,,,,1,,,,,,16
202211230BOS,,BOS,DAL,TD Garden,none,11/23/2022 19:30,,,,0,,,,,,,,2,,,,,,17,,,,,,,,3,,,,,,16
202211230MIA,,MIA,WAS,FTX Arena,division,11/23/2022 19:30,,,,0,,,,,,,,2,,,,,,18,,,,,,,,3,,,,,,17
202211230TOR,,TOR,BRK,Scotiabank Arena,division,11/23/2022 19:30,,,,0,,,,,,,,4,,,,,,17,,,,,,,,1,,,,,,18
202211230MIL,,MIL,CHI,Fiserv Forum,division,11/23/2022 20:00,,,,0,,,,,,,,2,,,,,,16,,,,,,,,2,,,,,,17
202211230OKC,,OKC,DEN,Paycom Center,division,11/23/2022 20:00,,,,0,,,,,,,,2,,,,,,17,,,,,,,,1,,,,,,17
202211230SAS,,SAS,NOP,AT&T Center,division,11/23/2022 20:00,,,,0,,,,,,,,3,,,,,,18,,,,,,,,2,,,,,,17
202211230UTA,,UTA,DET,Vivint Arena,none,11/23/2022 21:00,,,,0,,,,,,,,2,,,,,,19,,,,,,,,1,,,,,,19
202211230GSW,,GSW,LAC,Chase Center,division,11/23/2022 22:00,,,,0,,,,,,,,2,,,,,,18,,,,,,,,2,,,,,,18
202211250CHO,,CHO,MIN,Spectrum Center,none,11/25/2022 17:00,,,,0,,,,,,,,2,,,,,,19,,,,,,,,2,,,,,,18
202211250ORL,,ORL,PHI,Amway Center,conference,11/25/2022 19:00,,,,0,,,,,,,,4,,,,,,18,,,,,,,,2,,,,,,18
202211250NYK,,NYK,POR,Madison Square Garden (IV),none,11/25/2022 19:30,,,,0,,,,,,,,4,,,,,,18,,,,,,,,2,,,,,,18
202211250BOS,,BOS,SAC,TD Garden,none,11/25/2022 20:00,,,,0,,,,,,,,2,,,,,,18,,,,,,,,2,,,,,,17
202211250HOU,,HOU,ATL,Toyota Center,none,11/25/2022 20:00,,,,0,,,,,,,,5,,,,,,17,,,,,,,,2,,,,,,18
202211250IND,,IND,BRK,Gainbridge Fieldhouse,conference,11/25/2022 20:00,,,,0,,,,,,,,2,,,,,,17,,,,,,,,2,,,,,,19
202211250MEM,,MEM,NOP,FedEx Forum,division,11/25/2022 20:00,,,,0,,,,,,,,3,,,,,,18,,,,,,,,2,,,,,,18
202211250MIA,,MIA,WAS,FTX Arena,division,11/25/2022 20:00,,,,0,,,,,,,,2,,,,,,19,,,,,,,,2,,,,,,18
202211250MIL,,MIL,CLE,Fiserv Forum,division,11/25/2022 20:00,,,,0,,,,,,,,2,,,,,,17,,,,,,,,2,,,,,,18
202211250OKC,,OKC,CHI,Paycom Center,none,11/25/2022 20:00,,,,0,,,,,,,,2,,,,,,18,,,,,,,,2,,,,,,18
202211250SAS,,SAS,LAL,AT&T Center,conference,11/25/2022 20:00,,,,0,,,,,,,,2,,,,,,19,,,,,,,,3,,,,,,16
202211250PHO,,PHO,DET,Footprint Center,none,11/25/2022 21:00,,,,0,,,,,,,,3,,,,,,17,,,,,,,,2,,,,,,20
202211250GSW,,GSW,UTA,Chase Center,conference,11/25/2022 22:00,,,,0,,,,,,,,2,,,,,,19,,,,,,,,2,,,,,,20
202211250LAC,,LAC,DEN,Crypto.com Arena,conference,11/25/2022 22:30,,,,0,,,,,,,,2,,,,,,19,,,,,,,,2,,,,,,18
202211260TOR,,TOR,DAL,Scotiabank Arena,none,11/26/2022 17:00,,,,0,,,,,,,,3,,,,,,18,,,,,,,,3,,,,,,17
202211260HOU,,HOU,OKC,Toyota Center,conference,11/26/2022 20:00,,,,0,,,,,,,,1,,,,,,18,,,,,,,,1,,,,,,19
202211260SAS,,SAS,LAL,AT&T Center,conference,11/26/2022 20:00,,,,0,,,,,,,,1,,,,,,20,,,,,,,,1,,,,,,17
202211260PHO,,PHO,UTA,Footprint Center,conference,11/26/2022 21:00,,,,0,,,,,,,,1,,,,,,18,,,,,,,,1,,,,,,21
202211270BRK,,BRK,POR,Barclays Center,none,11/27/2022 15:00,,,,0,,,,,,,,2,,,,,,20,,,,,,,,2,,,,,,19
202211270MIN,,MIN,GSW,Target Center,conference,11/27/2022 15:30,,,,0,,,,,,,,2,,,,,,19,,,,,,,,2,,,,,,20
202211270LAC,,LAC,IND,Crypto.com Arena,none,11/27/2022 16:00,,,,0,,,,,,,,2,,,,,,20,,,,,,,,2,,,,,,18
202211270ATL,,ATL,MIA,State Farm Arena,division,11/27/2022 17:00,,,,0,,,,,,,,2,,,,,,19,,,,,,,,2,,,,,,20
202211270BOS,,BOS,WAS,TD Garden,conference,11/27/2022 18:00,,,,0,,,,,,,,2,,,,,,19,,,,,,,,2,,,,,,19
202211270DET,,DET,CLE,Little Caesars Arena,division,11/27/2022 18:00,,,,0,,,,,,,,2,,,,,,21,,,,,,,,2,,,,,,19
202211270NYK,,NYK,MEM,Madison Square Garden (IV),none,11/27/2022 18:00,,,,0,,,,,,,,2,,,,,,19,,,,,,,,2,,,,,,19
202211270ORL,,ORL,PHI,Amway Center,conference,11/27/2022 18:00,,,,0,,,,,,,,2,,,,,,19,,,,,,,,2,,,,,,19
202211270MIL,,MIL,DAL,Fiserv Forum,none,11/27/2022 20:00,,,,0,,,,,,,,2,,,,,,18,,,,,,,,1,,,,,,18
202211280PHI,,PHI,ATL,Wells Fargo Center,conference,11/28/2022 19:00,,,,0,,,,,,,,1,,,,,,20,,,,,,,,1,,,,,,20
202211280WAS,,WAS,MIN,Capital One Arena,none,11/28/2022 19:00,,,,0,,,,,,,,1,,,,,,20,,,,,,,,1,,,,,,20
202211280BOS,,BOS,CHO,TD Garden,conference,11/28/2022 19:30,,,,0,,,,,,,,1,,,,,,20,,,,,,,,3,,,,,,20
202211280BRK,,BRK,ORL,Barclays Center,conference,11/28/2022 19:30,,,,0,,,,,,,,1,,,,,,21,,,,,,,,1,,,,,,20
202211280TOR,,TOR,CLE,Scotiabank Arena,conference,11/28/2022 19:30,,,,0,,,,,,,,2,,,,,,19,,,,,,,,1,,,,,,20
202211280NOP,,NOP,OKC,Smoothie King Center,conference,11/28/2022 20:00,,,,0,,,,,,,,3,,,,,,19,,,,,,,,2,,,,,,20
202211280DEN,,DEN,HOU,Ball Arena,conference,11/28/2022 21:00,,,,0,,,,,,,,3,,,,,,19,,,,,,,,2,,,,,,19
202211280UTA,,UTA,CHI,Vivint Arena,none,11/28/2022 21:00,,,,0,,,,,,,,2,,,,,,22,,,,,,,,3,,,,,,19
202211280SAC,,SAC,PHO,Golden 1 Center,division,11/28/2022 22:00,,,,0,,,,,,,,3,,,,,,18,,,,,,,,2,,,,,,19
202211280LAL,,LAL,IND,Crypto.com Arena,none,11/28/2022 22:30,,,,0,,,,,,,,2,,,,,,18,,,,,,,,1,,,,,,19
202211290DET,,DET,NYK,Little Caesars Arena,conference,11/29/2022 19:00,,,,0,,,,,,,,2,,,,,,22,,,,,,,,2,,,,,,20
202211290DAL,,DAL,GSW,American Airlines Center,conference,11/29/2022 19:30,,,,0,,,,,,,,2,,,,,,19,,,,,,,,2,,,,,,21
202211290POR,,POR,LAC,Moda Center,conference,11/29/2022 22:00,,,,0,,,,,,,,2,,,,,,20,,,,,,,,2,,,,,,21
202211300CLE,,CLE,PHI,Rocket Mortgage Fieldhouse,conference,11/30/2022 19:00,,,,0,,,,,,,,2,,,,,,21,,,,,,,,2,,,,,,21
202211300ORL,,ORL,ATL,Amway Center,division,11/30/2022 19:00,,,,0,,,,,,,,2,,,,,,21,,,,,,,,2,,,,,,21
202211300BOS,,BOS,MIA,TD Garden,conference,11/30/2022 19:30,,,,0,,,,,,,,2,,,,,,21,,,,,,,,3,,,,,,21
202211300BRK,,BRK,WAS,Barclays Center,conference,11/30/2022 19:30,,,,0,,,,,,,,2,,,,,,22,,,,,,,,2,,,,,,21
202211300NYK,,NYK,MIL,Madison Square Garden (IV),conference,11/30/2022 19:30,,,,0,,,,,,,,1,,,,,,21,,,,,,,,3,,,,,,19
202211300MIN,,MIN,MEM,Target Center,conference,11/30/2022 20:00,,,,0,,,,,,,,2,,,,,,21,,,,,,,,3,,,,,,20
202211300NOP,,NOP,TOR,Smoothie King Center,none,11/30/2022 20:00,,,,0,,,,,,,,2,,,,,,20,,,,,,,,2,,,,,,20
202211300OKC,,OKC,SAS,Paycom Center,conference,11/30/2022 20:00,,,,0,,,,,,,,2,,,,,,21,,,,,,,,4,,,,,,21
202211300DEN,,DEN,HOU,Ball Arena,conference,11/30/2022 21:00,,,,0,,,,,,,,2,,,,,,20,,,,,,,,2,,,,,,20
202211300PHO,,PHO,CHI,Footprint Center,none,11/30/2022 21:00,,,,0,,,,,,,,2,,,,,,20,,,,,,,,2,,,,,,20
202211300UTA,,UTA,LAC,Vivint Arena,conference,11/30/2022 21:00,,,,0,,,,,,,,2,,,,,,23,,,,,,,,1,,,,,,22
202211300SAC,,SAC,IND,Golden 1 Center,none,11/30/2022 22:00,,,,0,,,,,,,,2,,,,,,19,,,,,,,,2,,,,,,20
202211300LAL,,LAL,POR,Crypto.com Arena,conference,11/30/2022 22:30,,,,0,,,,,,,,2,,,,,,19,,,,,,,,1,,,,,,21
202212010DET,,DET,DAL,Little Caesars Arena,none,12/1/2022 19:00,,,,0,,,,,,,,2,,,,,,23,,,,,,,,2,,,,,,20
202212020CHO,,CHO,WAS,Spectrum Center,division,12/2/2022 19:00,,,,0,,,,,,,,4,,,,,,21,,,,,,,,2,,,,,,22
202212020ATL,,ATL,DEN,State Farm Arena,none,12/2/2022 19:30,,,,0,,,,,,,,2,,,,,,22,,,,,,,,2,,,,,,21
202212020BOS,,BOS,MIA,TD Garden,conference,12/2/2022 19:30,,,,0,,,,,,,,2,,,,,,22,,,,,,,,2,,,,,,22
202212020BRK,,BRK,TOR,Barclays Center,division,12/2/2022 19:30,,,,0,,,,,,,,2,,,,,,23,,,,,,,,2,,,,,,21
202212020CLE,,CLE,ORL,Rocket Mortgage Fieldhouse,conference,12/2/2022 19:30,,,,0,,,,,,,,2,,,,,,22,,,,,,,,2,,,,,,22
202212020MIL,,MIL,LAL,Fiserv Forum,none,12/2/2022 19:30,,,,0,,,,,,,,2,,,,,,20,,,,,,,,2,,,,,,20
202212020MEM,,MEM,PHI,FedEx Forum,none,12/2/2022 20:00,,,,0,,,,,,,,2,,,,,,21,,,,,,,,2,,,,,,22
202212020SAS,,SAS,NOP,AT&T Center,division,12/2/2022 20:00,,,,0,,,,,,,,2,,,,,,22,,,,,,,,2,,,,,,21
202212020PHO,,PHO,HOU,Footprint Center,conference,12/2/2022 21:00,,,,0,,,,,,,,2,,,,,,21,,,,,,,,2,,,,,,21
202212020UTA,,UTA,IND,Vivint Arena,none,12/2/2022 21:00,,,,0,,,,,,,,2,,,,,,24,,,,,,,,2,,,,,,21
202212020GSW,,GSW,CHI,Chase Center,none,12/2/2022 22:00,,,,0,,,,,,,,3,,,,,,22,,,,,,,,2,,,,,,21
202212030NYK,,NYK,DAL,Madison Square Garden (IV),none,12/3/2022 12:30,,,,0,,,,,,,,3,,,,,,22,,,,,,,,2,,,,,,21
202212030LAC,,LAC,SAC,Crypto.com Arena,division,12/3/2022 16:00,,,,0,,,,,,,,3,,,,,,23,,,,,,,,3,,,,,,20
202212030CHO,,CHO,MIL,Spectrum Center,conference,12/3/2022 18:00,,,,0,,,,,,,,1,,,,,,22,,,,,,,,1,,,,,,21
202212030MIN,,MIN,OKC,Target Center,division,12/3/2022 20:00,,,,0,,,,,,,,3,,,,,,22,,,,,,,,3,,,,,,22
202212030TOR,,TOR,ORL,Scotiabank Arena,conference,12/3/2022 20:00,,,,0,,,,,,,,1,,,,,,22,,,,,,,,1,,,,,,23
202212030GSW,,GSW,HOU,Chase Center,conference,12/3/2022 20:30,,,,0,,,,,,,,1,,,,,,23,,,,,,,,1,,,,,,22
202212030UTA,,UTA,POR,Vivint Arena,division,12/3/2022 21:00,,,,0,,,,,,,,1,,,,,,25,,,,,,,,3,,,,,,22
202212040NOP,,NOP,DEN,Smoothie King Center,conference,12/4/2022 15:30,,,,0,,,,,,,,2,,,,,,22,,,,,,,,2,,,,,,22
202212040SAS,,SAS,PHO,AT&T Center,conference,12/4/2022 16:00,,,,0,,,,,,,,2,,,,,,23,,,,,,,,2,,,,,,22
202212040BRK,,BRK,BOS,Barclays Center,division,12/4/2022 18:00,,,,0,,,,,,,,2,,,,,,24,,,,,,,,2,,,,,,23
202212040DET,,DET,MEM,Little Caesars Arena,none,12/4/2022 18:00,,,,0,,,,,,,,3,,,,,,24,,,,,,,,2,,,,,,22
202212040NYK,,NYK,CLE,Madison Square Garden (IV),conference,12/4/2022 18:00,,,,0,,,,,,,,1,,,,,,23,,,,,,,,2,,,,,,23
202212040SAC,,SAC,CHI,Golden 1 Center,none,12/4/2022 18:00,,,,0,,,,,,,,1,,,,,,21,,,,,,,,2,,,,,,22
202212040WAS,,WAS,LAL,Capital One Arena,none,12/4/2022 18:00,,,,0,,,,,,,,2,,,,,,23,,,,,,,,2,,,,,,21
202212040POR,,POR,IND,Moda Center,none,12/4/2022 21:00,,,,0,,,,,,,,1,,,,,,23,,,,,,,,2,,,,,,22
202212050CHO,,CHO,LAC,Spectrum Center,none,12/5/2022 19:00,,,,0,,,,,,,,2,,,,,,23,,,,,,,,2,,,,,,24
202212050ORL,,ORL,MIL,Amway Center,conference,12/5/2022 19:00,,,,0,,,,,,,,2,,,,,,24,,,,,,,,2,,,,,,22
202212050ATL,,ATL,OKC,State Farm Arena,none,12/5/2022 19:30,,,,0,,,,,,,,3,,,,,,23,,,,,,,,2,,,,,,23
202212050TOR,,TOR,BOS,Scotiabank Arena,division,12/5/2022 19:30,,,,0,,,,,,,,2,,,,,,23,,,,,,,,1,,,,,,24
202212050HOU,,HOU,PHI,Toyota Center,none,12/5/2022 20:00,,,,0,,,,,,,,2,,,,,,23,,,,,,,,3,,,,,,23
