,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,away,away,away
teamData,winner,teamHome,teamAway,location,rivalry,datetime,endtime,referees,attendance,neutral,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,salary,avgSalary,numberOfGamesPlayed,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,salary,avgSalary,numberOfGamesPlayed
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202210220IND,IND,IND,DET,"Gainbridge Fieldhouse, Indianapolis, Indiana",division,10/22/2022 19:00,10/22/2022 21:00,"['Brian Forte', 'Josh Tiven', 'Scott Wall']",16056,0,25,27,36,36,[],124,-2,1,"['halibty01', 'smithja04', 'nesmiaa01', 'jacksis01', 'hieldbu01', 'mathube01', 'bitadgo01', 'duartch01', 'taylote01', 'mccontj01', 'nembhan01', 'turnemy01', 'brissos01', 'johnsja01']","[0, 2]",0,700000000,58333333.33,2,35,21,23,36,[],115,-1,1,"['beysa01', 'iveyja01', 'cunnica01', 'bogdabo02', 'stewais01', 'durenja01', 'hayeski01', 'josepco01', 'liveris01', 'diallha01', 'boehebu01', 'knoxke01', 'mcgruro01', 'keybr01', 'noelne01']","[1, 1]",0,700000000,58333333.33,2
202210220ORL,BOS,ORL,BOS,"Amway Center, Orlando, Florida",conference,10/22/2022 19:00,10/22/2022 21:00,"['Curtis Blair', 'Aaron Smith']",19299,0,33,35,26,26,[],120,-2,1,"['rosste01', 'cartewe01', 'wagnefr01', 'banchpa01', 'anthoco01', 'harrike01', 'okekech01', 'bolbo01', 'bambamo01', 'hamptrj01', 'schofad01', 'houstca01']","[0, 2]",0,700000000,58333333.33,2,36,32,31,27,[],126,2,1,"['tatumja01', 'brownja02', 'whitede01', 'smartma01', 'vonleno01', 'willigr01', 'brogdma01', 'griffbl01', 'hausesa01', 'kornelu01', 'pritcpa01', 'kabenmf01', 'jacksju01', 'davisjd01']","[2, 0]",0,700000000,58333333.33,2
202210220CHI,CLE,CHI,CLE,"United Center, Chicago, Illinois",division,10/22/2022 20:00,10/22/2022 22:00,"['Robert Hussey', 'Ashley Moyer-Gleich', 'James Williams']",21089,0,25,29,25,17,[],96,-1,1,"['derozde01', 'vucevni01', 'lavinza01', 'dosunay01', 'willipa01', 'whiteco01', 'jonesde02', 'carusal01', 'greenja02', 'drumman01', 'dragigo01', 'bradlto01', 'terryda01', 'simonma01', 'hillma01']","[1, 1]",0,700000000,58333333.33,2,34,36,23,35,[],128,-1,3,"['mitchdo01', 'leverca01', 'allenja01', 'okorois01', 'mobleev01', 'osmande01', 'loveke01', 'lopezro01', 'netora01', 'wadede01', 'mobleis01', 'stevela01']","[0, 1]",0,700000000,58333333.33,1
202210220MIA,MIA,MIA,TOR,"FTX Arena, Miami, Florida",conference,10/22/2022 20:00,10/22/2022 22:00,"['Tyler Ford', 'Jacyn Goble', 'Suyash Mehta']",19600,0,38,33,21,20,[],112,-2,1,"['lowryky01', 'adebaba01', 'butleji01', 'herroty01', 'martica02', 'strusma01', 'vincega01', 'robindu01', 'dedmode01', 'smithdr01', 'jovicni01', 'hasleud01', 'highsha01']","[0, 2]",0,700000000,58333333.33,2,33,17,33,26,[],109,-1,1,"['siakapa01', 'trentga02', 'vanvlfr01', 'anunoog01', 'barnesc01', 'achiupr01', 'kolokch01', 'youngth01', 'flynnma01', 'bantoda01', 'harpero02', 'birchkh01', 'hernaju01', 'dowtije01', 'champju01']","[1, 1]",0,700000000,58333333.33,2
202210220MIL,MIL,MIL,HOU,"Fiserv Forum, Milwaukee, Wisconsin",none,10/22/2022 20:00,10/22/2022 22:00,"['J.B. DeRosa', 'Jenna Schroeder', 'Kevin Scott']",17341,0,41,26,31,27,[],125,1,2,"['holidjr01', 'lopezbr01', 'allengr01', 'antetgi01', 'carteje01', 'hillge01', 'portibo01', 'nworajo01', 'ibakase01', 'matthwe02', 'beaucma01', 'greenaj01', 'mamuksa01', 'antetth01']","[1, 0]",0,700000000,58333333.33,1,23,25,31,26,[],105,-2,1,"['porteke02', 'greenja05', 'martike04', 'smithja05', 'garubus01', 'sengual01', 'easonta01', 'chrisjo01', 'nixda01', 'mathega01', 'hudgitr01', 'marjabo01']","[0, 2]",0,700000000,58333333.33,2
202210220DAL,DAL,DAL,MEM,"American Airlines Center, Dallas, Texas",division,10/22/2022 20:30,10/22/2022 22:30,"['Jason Goldenberg', 'Rodney Mott', 'Michael Smith']",20377,0,39,25,35,38,[],137,-1,3,"['doncilu01', 'dinwisp01', 'finnedo01', 'bullore01', 'mcgeeja01', 'hardati02', 'woodch01', 'klebima01', 'greenjo02', 'poweldw01', 'pinsoth01', 'hardyja02', 'wrighmc01', 'dorsety01']","[0, 1]",0,700000000,58333333.33,1,17,19,35,25,[],96,2,1,"['moranja01', 'banede01', 'adamsst01', 'aldamsa01', 'konchjo01', 'jonesty01', 'roddyda01', 'laravja01', 'clarkbr01', 'tillmxa01', 'loftoke01', 'chandke01', 'willivi01']","[2, 0]",0,700000000,58333333.33,2
202210220DEN,DEN,DEN,OKC,"Ball Arena, Denver, Colorado",division,10/22/2022 21:00,10/22/2022 23:00,"['Eric Lewis', 'Matt Myers', 'Brett Nansel']",19983,0,28,27,33,34,[],122,1,1,"['jokicni01', 'caldwke01', 'gordoaa01', 'portemi01', 'murraja01', 'brownbr01', 'greenje02', 'braunch01', 'hylanbo01', 'nnajize01', 'reedda01', 'cancavl01', 'watsope01', 'smithis01', 'jordade01']","[1, 1]",0,700000000,58333333.33,2,29,26,30,32,[],117,-1,3,"['gilgesh01', 'giddejo01', 'dortlu01', 'robinje02', 'pokusal01', 'manntr01', 'bazleda01', 'muscami01', 'willike04', 'wiggiaa01', 'diengou01', 'omorueu01', 'waterli01', 'joeis01', 'willija07']","[0, 1]",0,700000000,58333333.33,1
202210220SAC,LAC,SAC,LAC,"Golden 1 Center, Sacramento, California",division,10/22/2022 22:00,10/23/2022 0:00,"['John Goble', 'Matt Kallio', 'Gediminas Petraitis']",16296,0,26,29,25,29,[],109,-1,3,"['sabondo01', 'barneha02', 'foxde01', 'huertke01', 'okpalkz01', 'murrake02', 'mitchda01', 'monkma01', 'holmeri01', 'daviste02', 'metuch01', 'monekch01', 'lylestr01', 'dellama01', 'lenal01']","[0, 1]",0,700000000,58333333.33,1,29,23,34,25,[],111,1,2,"['georgpa01', 'powelno01', 'jacksre01', 'zubaciv01', 'morrima03', 'batumni01', 'kennalu01', 'covinro01', 'mannte01', 'coffeam01', 'brownmo01', 'bostobr01', 'prestja01', 'diabamo01']","[1, 0]",0,700000000,58333333.33,1
202210230LAL,,LAL,POR,Crypto.com Arena,conference,10/23/2022 15:30,,,,0,,,,,,,2,3,,"[2, 0]","[1, 0]",,,2,,,,,,,,2,,,,,,2
202210230ATL,,ATL,CHO,State Farm Arena,division,10/23/2022 17:00,,,,0,,,,,,,2,2,,"[2, 0]","[1, 0]",,,2,,,,,,,,2,,,,,,2
202210230CLE,,CLE,WAS,Rocket Mortgage Fieldhouse,conference,10/23/2022 19:00,,,,0,,,,,,,2,1,,"[2, 0]","[1, 0]",,,2,,,,,,,1,2,,"[1, 1]","[1, 0]",,,2
202210230NOP,,NOP,UTA,Smoothie King Center,conference,10/23/2022 19:00,,,,0,,,,,,,,2,,,,,,2,,,,,,,2,2,,"[2, 0]","[1, 0]",,,2
202210230OKC,,OKC,MIN,Paycom Center,division,10/23/2022 20:00,,,,0,,,,,,,-1,1,,"[1, 1]","[0, 1]",,,2,,,,,,,-2,2,,"[0, 2]","[0, 1]",,,2
202210230GSW,,GSW,SAC,Chase Center,division,10/23/2022 20:30,,,,0,,,,,,,-2,2,,"[0, 2]","[0, 1]",,,2,,,,,,,,1,,,,,,2
202210230LAC,,LAC,PHO,Crypto.com Arena,division,10/23/2022 22:00,,,,0,,,,,,,,1,,,,,,2,,,,,,,2,2,,"[2, 0]","[1, 0]",,,2
202210240PHI,,PHI,IND,Wells Fargo Center,conference,10/24/2022 19:00,,,,0,,,,,,,1,2,,"[1, 2]","[1, 0]",,,3,,,,,,,,2,,,,,,3
202210240MIA,,MIA,TOR,FTX Arena,conference,10/24/2022 19:30,,,,0,,,,,,,1,2,,"[1, 2]","[1, 0]",,,3,,,,,,,-2,2,,"[1, 2]","[0, 1]",,,3
202210240NYK,,NYK,ORL,Madison Square Garden (IV),conference,10/24/2022 19:30,,,,0,,,,,,,-3,3,,"[0, 3]","[0, 1]",,,2,,,,,,,,2,,,,,,3
202210240CHI,,CHI,BOS,United Center,conference,10/24/2022 20:00,,,,0,,,,,,,-2,2,,"[1, 2]","[0, 1]",,,3,,,,,,,3,2,,"[3, 0]","[1, 0]",,,3
202210240HOU,,HOU,UTA,Toyota Center,conference,10/24/2022 20:00,,,,0,,,,,,,,2,,,,,,3,,,,,,,-3,1,,"[0, 3]","[0, 1]",,,3
202210240MEM,,MEM,BRK,FedEx Forum,none,10/24/2022 20:00,,,,0,,,,,,,1,2,,"[1, 1]","[1, 0]",,,3,,,,,,,-1,3,,"[2, 1]","[0, 1]",,,2
202210240MIN,,MIN,SAS,Target Center,conference,10/24/2022 20:00,,,,0,,,,,,,,1,,,,,,3,,,,,,,2,2,,"[2, 1]","[1, 0]",,,3
202210240POR,,POR,DEN,Moda Center,division,10/24/2022 22:00,,,,0,,,,,,,2,1,,"[2, 1]","[1, 0]",,,3,,,,,,,,2,,,,,,3
202210250WAS,,WAS,DET,Capital One Arena,conference,10/25/2022 19:00,,,,0,,,,,,,,2,,,,,,3,,,,,,,-2,3,,"[1, 2]","[0, 1]",,,3
202210250NOP,,NOP,DAL,Smoothie King Center,division,10/25/2022 19:30,,,,0,,,,,,,1,2,,"[1, 1]","[1, 0]",,,3,,,,,,,,3,,,,,,2
202210250OKC,,OKC,LAC,Paycom Center,conference,10/25/2022 20:00,,,,0,,,,,,,,2,,,,,,3,,,,,,,,2,,,,,,3
202210250PHO,,PHO,GSW,Footprint Center,division,10/25/2022 22:00,,,,0,,,,,,,,2,,,,,,3,,,,,,,,2,,,,,,3
202210260CLE,,CLE,ORL,Rocket Mortgage Fieldhouse,conference,10/26/2022 19:00,,,,0,,,,,,,,3,,,,,,3,,,,,,,,2,,,,,,4
202210260DET,,DET,ATL,Little Caesars Arena,conference,10/26/2022 19:00,,,,0,,,,,,,,1,,,,,,4,,,,,,,,3,,,,,,3
202210260MIL,,MIL,BRK,Fiserv Forum,conference,10/26/2022 19:30,,,,0,,,,,,,2,4,,"[2, 0]","[1, 0]",,,2,,,,,,,,2,,,,,,3
202210260NYK,,NYK,CHO,Madison Square Garden (IV),conference,10/26/2022 19:30,,,,0,,,,,,,,2,,,,,,3,,,,,,,,3,,,,,,3
202210260TOR,,TOR,PHI,Scotiabank Arena,division,10/26/2022 19:30,,,,0,,,,,,,,2,,,,,,4,,,,,,,,2,,,,,,4
202210260CHI,,CHI,IND,United Center,division,10/26/2022 20:00,,,,0,,,,,,,,2,,,,,,4,,,,,,,,2,,,,,,4
202210260MIN,,MIN,SAS,Target Center,conference,10/26/2022 20:00,,,,0,,,,,,,,2,,,,,,4,,,,,,,,2,,,,,,4
202210260UTA,,UTA,HOU,Vivint Arena,conference,10/26/2022 21:00,,,,0,,,,,,,,2,,,,,,4,,,,,,,,2,,,,,,4
202210260DEN,,DEN,LAL,Ball Arena,conference,10/26/2022 22:00,,,,0,,,,,,,,2,,,,,,4,,,,,,,,3,,,,,,3
202210260POR,,POR,MIA,Moda Center,none,10/26/2022 22:00,,,,0,,,,,,,,2,,,,,,4,,,,,,,,2,,,,,,4
202210270BRK,,BRK,DAL,Barclays Center,none,10/27/2022 19:30,,,,0,,,,,,,,1,,,,,,4,,,,,,,,2,,,,,,3
202210270OKC,,OKC,LAC,Paycom Center,conference,10/27/2022 20:00,,,,0,,,,,,,,2,,,,,,4,,,,,,,,2,,,,,,4
202210270GSW,,GSW,MIA,Chase Center,none,10/27/2022 22:00,,,,0,,,,,,,,2,,,,,,4,,,,,,,,1,,,,,,5
202210270SAC,,SAC,MEM,Golden 1 Center,conference,10/27/2022 22:00,,,,0,,,,,,,,4,,,,,,3,,,,,,,,3,,,,,,4
202210280DET,,DET,ATL,Little Caesars Arena,conference,10/28/2022 19:00,,,,0,,,,,,,,2,,,,,,5,,,,,,,,2,,,,,,4
202210280ORL,,ORL,CHO,Amway Center,division,10/28/2022 19:00,,,,0,,,,,,,,2,,,,,,5,,,,,,,,2,,,,,,4
202210280BOS,,BOS,CLE,TD Garden,conference,10/28/2022 19:30,,,,0,,,,,,,,4,,,,,,4,,,,,,,,2,,,,,,4
202210280TOR,,TOR,PHI,Scotiabank Arena,division,10/28/2022 19:30,,,,0,,,,,,,,2,,,,,,5,,,,,,,,2,,,,,,5
202210280WAS,,WAS,IND,Capital One Arena,conference,10/28/2022 19:30,,,,0,,,,,,,,3,,,,,,4,,,,,,,,2,,,,,,5
202210280MIL,,MIL,NYK,Fiserv Forum,conference,10/28/2022 20:00,,,,0,,,,,,,,2,,,,,,3,,,,,,,,2,,,,,,4
202210280MIN,,MIN,LAL,Target Center,conference,10/28/2022 20:00,,,,0,,,,,,,,2,,,,,,5,,,,,,,,2,,,,,,4
202210280SAS,,SAS,CHI,AT&T Center,none,10/28/2022 20:30,,,,0,,,,,,,,2,,,,,,5,,,,,,,,2,,,,,,5
202210280DEN,,DEN,UTA,Ball Arena,division,10/28/2022 21:00,,,,0,,,,,,,,2,,,,,,5,,,,,,,,2,,,,,,5
202210280PHO,,PHO,NOP,Footprint Center,conference,10/28/2022 22:00,,,,0,,,,,,,,3,,,,,,4,,,,,,,,3,,,,,,4
202210280POR,,POR,HOU,Moda Center,conference,10/28/2022 22:00,,,,0,,,,,,,,2,,,,,,5,,,,,,,,2,,,,,,5
202210290SAC,,SAC,MIA,Golden 1 Center,none,10/29/2022 18:00,,,,0,,,,,,,,2,,,,,,4,,,,,,,,2,,,,,,6
202210290CHO,,CHO,GSW,Spectrum Center,none,10/29/2022 19:00,,,,0,,,,,,,,1,,,,,,5,,,,,,,,2,,,,,,5
202210290BRK,,BRK,IND,Barclays Center,conference,10/29/2022 19:30,,,,0,,,,,,,,2,,,,,,5,,,,,,,,1,,,,,,6
202210290CHI,,CHI,PHI,United Center,conference,10/29/2022 20:00,,,,0,,,,,,,,1,,,,,,6,,,,,,,,1,,,,,,6
202210290MIL,,MIL,ATL,Fiserv Forum,conference,10/29/2022 20:00,,,,0,,,,,,,,1,,,,,,4,,,,,,,,1,,,,,,5
202210290DAL,,DAL,OKC,American Airlines Center,conference,10/29/2022 21:00,,,,0,,,,,,,,2,,,,,,4,,,,,,,,2,,,,,,5
202210290UTA,,UTA,MEM,Vivint Arena,conference,10/29/2022 21:00,,,,0,,,,,,,,1,,,,,,6,,,,,,,,2,,,,,,5
202210300LAC,,LAC,NOP,Crypto.com Arena,conference,10/30/2022 15:00,,,,0,,,,,,,,3,,,,,,5,,,,,,,,2,,,,,,5
202210300BOS,,BOS,WAS,TD Garden,conference,10/30/2022 18:00,,,,0,,,,,,,,2,,,,,,5,,,,,,,,2,,,,,,5
202210300CLE,,CLE,NYK,Rocket Mortgage Fieldhouse,conference,10/30/2022 18:00,,,,0,,,,,,,,2,,,,,,5,,,,,,,,2,,,,,,5
202210300DET,,DET,GSW,Little Caesars Arena,none,10/30/2022 18:00,,,,0,,,,,,,,2,,,,,,6,,,,,,,,1,,,,,,6
202210300SAS,,SAS,MIN,AT&T Center,conference,10/30/2022 19:00,,,,0,,,,,,,,2,,,,,,6,,,,,,,,2,,,,,,6
202210300DAL,,DAL,ORL,American Airlines Center,none,10/30/2022 19:30,,,,0,,,,,,,,1,,,,,,5,,,,,,,,2,,,,,,6
202210300PHO,,PHO,HOU,Footprint Center,conference,10/30/2022 21:00,,,,0,,,,,,,,2,,,,,,5,,,,,,,,2,,,,,,6
202210300LAL,,LAL,DEN,Crypto.com Arena,conference,10/30/2022 21:30,,,,0,,,,,,,,2,,,,,,5,,,,,,,,2,,,,,,6
202210310CHO,,CHO,SAC,Spectrum Center,none,10/31/2022 19:00,,,,0,,,,,,,,2,,,,,,6,,,,,,,,2,,,,,,5
202210310WAS,,WAS,PHI,Capital One Arena,conference,10/31/2022 19:00,,,,0,,,,,,,,1,,,,,,6,,,,,,,,2,,,,,,7
202210310BRK,,BRK,IND,Barclays Center,conference,10/31/2022 19:30,,,,0,,,,,,,,2,,,,,,6,,,,,,,,2,,,,,,7
202210310TOR,,TOR,ATL,Scotiabank Arena,conference,10/31/2022 19:30,,,,0,,,,,,,,3,,,,,,6,,,,,,,,2,,,,,,6
202210310MIL,,MIL,DET,Fiserv Forum,division,10/31/2022 20:00,,,,0,,,,,,,,2,,,,,,5,,,,,,,,1,,,,,,7
202210310UTA,,UTA,MEM,Vivint Arena,conference,10/31/2022 21:00,,,,0,,,,,,,,2,,,,,,7,,,,,,,,2,,,,,,6
202210310LAC,,LAC,HOU,Crypto.com Arena,conference,10/31/2022 22:30,,,,0,,,,,,,,1,,,,,,6,,,,,,,,1,,,,,,7
202211010BRK,,BRK,CHI,Barclays Center,conference,11/1/2022 19:30,,,,0,,,,,,,,1,,,,,,7,,,,,,,,3,,,,,,7
202211010MIA,,MIA,GSW,FTX Arena,none,11/1/2022 19:30,,,,0,,,,,,,,3,,,,,,7,,,,,,,,2,,,,,,7
202211010OKC,,OKC,ORL,Paycom Center,none,11/1/2022 19:30,,,,0,,,,,,,,3,,,,,,6,,,,,,,,2,,,,,,7
202211010PHO,,PHO,MIN,Footprint Center,conference,11/1/2022 22:00,,,,0,,,,,,,,2,,,,,,6,,,,,,,,2,,,,,,7
202211020CLE,,CLE,BOS,Rocket Mortgage Fieldhouse,conference,11/2/2022 19:00,,,,0,,,,,,,,3,,,,,,6,,,,,,,,3,,,,,,6
202211020PHI,,PHI,WAS,Wells Fargo Center,conference,11/2/2022 19:00,,,,0,,,,,,,,2,,,,,,8,,,,,,,,2,,,,,,7
202211020CHI,,CHI,CHO,United Center,conference,11/2/2022 19:30,,,,0,,,,,,,,1,,,,,,8,,,,,,,,2,,,,,,7
202211020MIA,,MIA,SAC,FTX Arena,none,11/2/2022 19:30,,,,0,,,,,,,,1,,,,,,8,,,,,,,,2,,,,,,6
202211020NYK,,NYK,ATL,Madison Square Garden (IV),conference,11/2/2022 19:30,,,,0,,,,,,,,3,,,,,,6,,,,,,,,2,,,,,,7
202211020HOU,,HOU,LAC,Toyota Center,conference,11/2/2022 20:00,,,,0,,,,,,,,2,,,,,,8,,,,,,,,2,,,,,,7
202211020MIL,,MIL,DET,Fiserv Forum,division,11/2/2022 20:00,,,,0,,,,,,,,2,,,,,,6,,,,,,,,2,,,,,,8
202211020SAS,,SAS,TOR,AT&T Center,none,11/2/2022 20:00,,,,0,,,,,,,,3,,,,,,7,,,,,,,,2,,,,,,7
202211020DAL,,DAL,UTA,American Airlines Center,conference,11/2/2022 20:30,,,,0,,,,,,,,3,,,,,,6,,,,,,,,2,,,,,,8
202211020POR,,POR,MEM,Moda Center,conference,11/2/2022 22:00,,,,0,,,,,,,,5,,,,,,6,,,,,,,,2,,,,,,7
202211020LAL,,LAL,NOP,Crypto.com Arena,conference,11/2/2022 22:30,,,,0,,,,,,,,3,,,,,,6,,,,,,,,3,,,,,,6
202211030ORL,,ORL,GSW,Amway Center,none,11/3/2022 19:00,,,,0,,,,,,,,2,,,,,,8,,,,,,,,2,,,,,,8
202211030OKC,,OKC,DEN,Paycom Center,division,11/3/2022 20:00,,,,0,,,,,,,,2,,,,,,7,,,,,,,,4,,,,,,7
202211040DET,,DET,CLE,Little Caesars Arena,division,11/4/2022 19:00,,,,0,,,,,,,,2,,,,,,9,,,,,,,,2,,,,,,7
202211040IND,,IND,MIA,Gainbridge Fieldhouse,conference,11/4/2022 19:00,,,,0,,,,,,,,4,,,,,,8,,,,,,,,2,,,,,,9
202211040PHI,,PHI,NYK,Wells Fargo Center,division,11/4/2022 19:00,,,,0,,,,,,,,2,,,,,,9,,,,,,,,2,,,,,,7
202211040WAS,,WAS,BRK,Capital One Arena,conference,11/4/2022 19:00,,,,0,,,,,,,,2,,,,,,8,,,,,,,,3,,,,,,8
202211040BOS,,BOS,CHI,TD Garden,conference,11/4/2022 19:30,,,,0,,,,,,,,2,,,,,,7,,,,,,,,2,,,,,,9
202211040MEM,,MEM,CHO,FedEx Forum,none,11/4/2022 20:00,,,,0,,,,,,,,2,,,,,,8,,,,,,,,2,,,,,,8
202211040SAS,,SAS,LAC,AT&T Center,conference,11/4/2022 20:00,,,,0,,,,,,,,2,,,,,,8,,,,,,,,2,,,,,,8
202211040DAL,,DAL,TOR,American Airlines Center,none,11/4/2022 20:30,,,,0,,,,,,,,2,,,,,,7,,,,,,,,2,,,,,,8
202211040NOP,,NOP,GSW,Smoothie King Center,conference,11/4/2022 20:30,,,,0,,,,,,,,2,,,,,,7,,,,,,,,1,,,,,,9
202211040MIN,,MIN,MIL,Target Center,none,11/4/2022 22:00,,,,0,,,,,,,,3,,,,,,8,,,,,,,,2,,,,,,7
202211040PHO,,PHO,POR,Footprint Center,conference,11/4/2022 22:00,,,,0,,,,,,,,3,,,,,,7,,,,,,,,2,,,,,,7
202211040LAL,,LAL,UTA,Crypto.com Arena,conference,11/4/2022 22:30,,,,0,,,,,,,,2,,,,,,7,,,,,,,,2,,,,,,9
202211050ORL,,ORL,SAC,Amway Center,none,11/5/2022 17:00,,,,0,,,,,,,,2,,,,,,9,,,,,,,,3,,,,,,7
202211050CHO,,CHO,BRK,Spectrum Center,conference,11/5/2022 19:00,,,,0,,,,,,,,1,,,,,,9,,,,,,,,1,,,,,,9
202211050ATL,,ATL,NOP,State Farm Arena,none,11/5/2022 19:30,,,,0,,,,,,,,3,,,,,,8,,,,,,,,1,,,,,,8
202211050NYK,,NYK,BOS,Madison Square Garden (IV),division,11/5/2022 19:30,,,,0,,,,,,,,1,,,,,,8,,,,,,,,1,,,,,,8
202211050MIL,,MIL,OKC,Fiserv Forum,none,11/5/2022 20:00,,,,0,,,,,,,,1,,,,,,8,,,,,,,,2,,,,,,8
202211050MIN,,MIN,HOU,Target Center,conference,11/5/2022 20:00,,,,0,,,,,,,,1,,,,,,9,,,,,,,,3,,,,,,9
202211050DEN,,DEN,SAS,Ball Arena,conference,11/5/2022 21:00,,,,0,,,,,,,,2,,,,,,8,,,,,,,,1,,,,,,9
202211050PHO,,PHO,POR,Footprint Center,conference,11/5/2022 22:00,,,,0,,,,,,,,1,,,,,,8,,,,,,,,1,,,,,,8
202211060LAL,,LAL,CLE,Crypto.com Arena,none,11/6/2022 15:30,,,,0,,,,,,,,2,,,,,,8,,,,,,,,2,,,,,,8
202211060MEM,,MEM,WAS,FedEx Forum,none,11/6/2022 18:00,,,,0,,,,,,,,2,,,,,,9,,,,,,,,2,,,,,,9
202211060TOR,,TOR,CHI,Scotiabank Arena,conference,11/6/2022 18:00,,,,0,,,,,,,,2,,,,,,9,,,,,,,,2,,,,,,10
202211060LAC,,LAC,UTA,Crypto.com Arena,conference,11/6/2022 22:00,,,,0,,,,,,,,2,,,,,,9,,,,,,,,2,,,,,,10
202211070CHO,,CHO,WAS,Spectrum Center,division,11/7/2022 19:00,,,,0,,,,,,,,2,,,,,,10,,,,,,,,1,,,,,,10
202211070ORL,,ORL,HOU,Amway Center,none,11/7/2022 19:15,,,,0,,,,,,,,2,,,,,,10,,,,,,,,2,,,,,,10
202211070DET,,DET,OKC,Little Caesars Arena,none,11/7/2022 19:30,,,,0,,,,,,,,3,,,,,,10,,,,,,,,2,,,,,,9
202211070IND,,IND,NOP,Gainbridge Fieldhouse,none,11/7/2022 19:45,,,,0,,,,,,,,3,,,,,,9,,,,,,,,2,,,,,,9
202211070PHI,,PHI,PHO,Wells Fargo Center,none,11/7/2022 20:00,,,,0,,,,,,,,3,,,,,,10,,,,,,,,2,,,,,,9
202211070ATL,,ATL,MIL,State Farm Arena,conference,11/7/2022 20:15,,,,0,,,,,,,,2,,,,,,9,,,,,,,,2,,,,,,9
202211070MIA,,MIA,POR,FTX Arena,none,11/7/2022 20:30,,,,0,,,,,,,,3,,,,,,10,,,,,,,,2,,,,,,9
202211070CHI,,CHI,TOR,United Center,conference,11/7/2022 20:45,,,,0,,,,,,,,1,,,,,,11,,,,,,,,1,,,,,,10
202211070MEM,,MEM,BOS,FedEx Forum,none,11/7/2022 21:00,,,,0,,,,,,,,1,,,,,,10,,,,,,,,2,,,,,,9
202211070MIN,,MIN,NYK,Target Center,none,11/7/2022 21:15,,,,0,,,,,,,,2,,,,,,10,,,,,,,,2,,,,,,9
202211070SAS,,SAS,DEN,AT&T Center,conference,11/7/2022 21:30,,,,0,,,,,,,,2,,,,,,10,,,,,,,,2,,,,,,9
202211070DAL,,DAL,BRK,American Airlines Center,none,11/7/2022 21:45,,,,0,,,,,,,,3,,,,,,8,,,,,,,,2,,,,,,10
202211070GSW,,GSW,SAC,Chase Center,division,11/7/2022 22:00,,,,0,,,,,,,,3,,,,,,10,,,,,,,,2,,,,,,8
202211070UTA,,UTA,LAL,Vivint Arena,conference,11/7/2022 22:15,,,,0,,,,,,,,1,,,,,,11,,,,,,,,1,,,,,,9
202211070LAC,,LAC,CLE,Crypto.com Arena,none,11/7/2022 22:30,,,,0,,,,,,,,1,,,,,,10,,,,,,,,1,,,,,,9
202211090CHO,,CHO,POR,Spectrum Center,none,11/9/2022 19:00,,,,0,,,,,,,,2,,,,,,11,,,,,,,,2,,,,,,10
202211090IND,,IND,DEN,Gainbridge Fieldhouse,none,11/9/2022 19:00,,,,0,,,,,,,,2,,,,,,10,,,,,,,,2,,,,,,10
202211090ORL,,ORL,DAL,Amway Center,none,11/9/2022 19:00,,,,0,,,,,,,,2,,,,,,11,,,,,,,,2,,,,,,9
202211090ATL,,ATL,UTA,State Farm Arena,none,11/9/2022 19:30,,,,0,,,,,,,,2,,,,,,10,,,,,,,,2,,,,,,12
202211090BOS,,BOS,DET,TD Garden,conference,11/9/2022 19:30,,,,0,,,,,,,,2,,,,,,10,,,,,,,,2,,,,,,11
202211090BRK,,BRK,NYK,Barclays Center,division,11/9/2022 19:30,,,,0,,,,,,,,2,,,,,,11,,,,,,,,2,,,,,,10
202211090TOR,,TOR,HOU,Scotiabank Arena,none,11/9/2022 19:30,,,,0,,,,,,,,2,,,,,,11,,,,,,,,2,,,,,,11
202211090CHI,,CHI,NOP,United Center,none,11/9/2022 20:00,,,,0,,,,,,,,2,,,,,,12,,,,,,,,2,,,,,,10
202211090MIN,,MIN,PHO,Target Center,conference,11/9/2022 20:00,,,,0,,,,,,,,2,,,,,,11,,,,,,,,2,,,,,,10
202211090OKC,,OKC,MIL,Paycom Center,none,11/9/2022 20:00,,,,0,,,,,,,,2,,,,,,10,,,,,,,,2,,,,,,10
202211090SAS,,SAS,MEM,AT&T Center,division,11/9/2022 20:00,,,,0,,,,,,,,2,,,,,,11,,,,,,,,2,,,,,,11
202211090LAC,,LAC,LAL,Crypto.com Arena,division,11/9/2022 22:00,,,,0,,,,,,,,2,,,,,,11,,,,,,,,2,,,,,,10
202211090SAC,,SAC,CLE,Golden 1 Center,none,11/9/2022 22:00,,,,0,,,,,,,,2,,,,,,9,,,,,,,,2,,,,,,10
202211100WAS,,WAS,DAL,Capital One Arena,none,11/10/2022 19:00,,,,0,,,,,,,,3,,,,,,11,,,,,,,,1,,,,,,10
202211100ATL,,ATL,PHI,State Farm Arena,conference,11/10/2022 19:30,,,,0,,,,,,,,1,,,,,,11,,,,,,,,3,,,,,,11
