gameid,ref,att
201912080DAL,"['Brent Barnaky', 'Pat Fraher', 'Nate Green']",19566
201912080LAL,"['Tyler Ford', 'Natalie Sago', 'Sean Wright']",18997
201912080MIA,"['Ray Acosta', 'Mark Ayotte', 'C.J. Washington']",19600
201912080PHI,"['James Capers Jr.', 'Phenizee Ransom', 'Michael Smith']",20313
201912080POR,"['Brandon Adair', 'Brian Forte', 'Scott Twardoski']",19393
201912080WAS,"['Dedric Taylor', 'Justin Van Duyne', 'James Williams']",15946
201912090BOS,"['Rodney Mott', 'Phenizee Ransom', 'Dedric Taylor']",19156
201912090CHI,"['Brent Barnaky', 'John Conley', 'Zach Zarba']",14775
201912090GSW,"['Brandon Adair', 'Brian Forte', 'Tre Maddox']",18064
201912090HOU,"['Mitchell Ervin', 'Ken Mauer', 'Matt Myers']",18055
201912090IND,"['Curtis Blair', 'Marc Davis', 'Derek Richardson']",14644
201912090MIL,"['Tony Brown', 'Mark Lindsay', 'Jenna Schroeder']",17385
201912090NOP,"['Lauren Holtkamp-Sterling', 'Eric Lewis', 'Ben Taylor']",13694
201912090PHO,"['John Goble', 'Suyash Mehta', 'Scott Wall']",13230
201912090UTA,"['Sean Corbin', 'Ashley Moyer-Gleich', 'Sean Wright']",18306
201912100CHO,"['Mousa Dagher', 'Eric Dalen', 'Eric Lewis']",10626
201912100MIA,"['Tony Brothers', 'Derrick Collins', 'Marat Kogut']",19600
201912100PHI,"['Scott Foster', 'Gediminas Petraitis', 'Evan Scott']",20591
201912100POR,"['Tyler Ford', 'Ed Malloy', 'Natalie Sago']",19393
201912110BRK,"['Tony Brown', 'Kevin Cutler', 'Leon Wood']",15631
201912110CHI,"['Eric Dalen', 'Rodney Mott', 'Leroy Richardson']",15084
201912110CLE,"['Kane Fitzgerald', 'Evan Scott', 'Aaron Smith']",17122
201912110GSW,"['Ashley Moyer-Gleich', 'Scott Wall', 'Sean Wright']",18064
201912110IND,"['Pat Fraher', 'Nate Green', 'Michael Smith']",15637
201912110MIL,"['Curtis Blair', 'Jacyn Goble', 'Tom Washington']",17385
201912110MIN,"['Brian Forte', 'Simone Jelks', 'Josh Tiven']",12369
201912110ORL,"['Mousa Dagher', 'Ken Mauer', 'J.T. Orr']",18846
201912110PHO,"['Sean Corbin', 'J.B. DeRosa', 'Scott Twardoski']",12254
201912110SAC,"['Tyler Ford', 'Ed Malloy', 'Andy Nagy']",16723
201912110TOR,"['Nick Buchert', 'Mitchell Ervin', 'David Guthrie']",20144
201912120BOS,"['Brandon Adair', 'Kevin Scott', 'Zach Zarba']",19156
201912120DEN,"['Ray Acosta', 'James Capers Jr.', 'Mark Lindsay']",18828
201912120DET,"['John Goble', 'Dedric Taylor', 'C.J. Washington']",20064
201912120SAS,"['Karl Lane', 'Eric Lewis', 'Natalie Sago']",18354
201912130ATL,"['Brent Barnaky', 'Tre Maddox', 'Phenizee Ransom']",15121
201912130CHI,"['Courtney Kirkland', 'Matt Myers', 'Michael Smith']",18377
201912130MEM,"['Rodney Mott', 'Ben Taylor', 'Leon Wood']",16109
201912130MIA,"['Mitchell Ervin', 'Kane Fitzgerald', 'Gediminas Petraitis']",20013
201912130MIN,"['Tony Brown', 'Jason Goldenberg', 'Aaron Smith']",17585
201912130ORL,"['Curtis Blair', 'Pat Fraher', 'Lauren Holtkamp-Sterling']",16335
201912130PHI,"['David Guthrie', 'Marat Kogut', 'Leroy Richardson']",20620
201912130SAC,"['Bennie Adams', 'Sean Corbin', 'Justin Van Duyne']",17583
201912130UTA,"['Tony Brothers', 'J.B. DeRosa', 'Tyler Ford']",18306
201912140CHI,"['James Capers Jr.', 'Mousa Dagher', 'Marat Kogut']",18426
201912140DAL,"['Scott Foster', 'Mark Lindsay', 'Brett Nansel']",20333
201912140DEN,"['Nick Buchert', 'Jason Goldenberg', 'Eric Lewis']",19520
201912140HOU,"['Brian Forte', 'Ed Malloy', 'Jenna Schroeder']",18055
201912140MEM,"['Ray Acosta', 'Jacyn Goble', 'Kevin Scott']",15631
201912140MIL,"['Mark Ayotte', 'Eric Dalen', 'Matt Myers']",17481
201912140PHO,"['Derrick Collins', 'Marc Davis', 'Jonathan Sterling']",20013
201912140TOR,"['Brandon Adair', 'Karl Lane', 'James Williams']",19800
201912150ATL,"['Tony Brown', 'Courtney Kirkland', 'Leon Wood']",16962
201912150BRK,"['Mark Ayotte', 'Simone Jelks', 'Sean Wright']",17732
201912150DEN,"['Brent Barnaky', 'Tony Brothers', 'J.B. DeRosa']",18867
201912150GSW,"['Bill Kennedy', 'Derek Richardson', 'Josh Tiven']",18064
201912150IND,"['Lauren Holtkamp-Sterling', 'Ben Taylor', 'Scott Twardoski']",16061
201912150NOP,"['Mitchell Ervin', 'Tre Maddox', 'Gediminas Petraitis']",15388
201912160DET,"['Kane Fitzgerald', 'Suyash Mehta', 'Gediminas Petraitis']",14632
201912160HOU,"['Brett Nansel', 'Michael Smith', 'Tom Washington']",18055
201912160MEM,"['Leroy Richardson', 'Scott Wall', 'James Williams']",14021
201912160MIL,"['Nick Buchert', 'John Butler', 'David Guthrie']",17727
201912160OKC,"['Tony Brothers', 'Aaron Smith', 'C.J. Washington']",18203
201912160PHO,"['Bennie Adams', 'Jason Goldenberg', 'Josh Tiven']",14193
201912160TOR,"['Jacyn Goble', 'Ken Mauer', 'Scott Twardoski']",19800
201912170CHO,"['Mitchell Ervin', 'Marat Kogut', 'Tre Maddox']",13229
201912170IND,"['Ray Acosta', 'James Capers Jr.', 'Simone Jelks']",17923
201912170LAC,"['Brent Barnaky', 'J.B. DeRosa', 'Rodney Mott']",19068
201912170NOP,"['Derrick Collins', 'Derek Richardson', 'Kevin Scott']",15177
201912170NYK,"['Mark Ayotte', 'Pat Fraher', 'Evan Scott']",18268
201912170UTA,"['Eric Dalen', 'Bill Kennedy', 'Zach Zarba']",18306
201912180CLE,"['Curtis Blair', 'Phenizee Ransom', 'Sean Wright']",17023
201912180DAL,"['Tony Brothers', 'Karl Lane', 'C.J. Washington']",20181
201912180DEN,"['Mousa Dagher', 'Michael Smith', 'Josh Tiven']",18182
201912180DET,"['Ashley Moyer-Gleich', 'Scott Wall', 'Tom Washington']",15319
201912180MIN,"['Matt Boland', 'Kevin Cutler', 'Ken Mauer']",12490
201912180OKC,"['John Butler', 'Derrick Collins', 'Scott Foster']",18203
201912180PHI,"['Nick Buchert', 'John Goble', 'Justin Van Duyne']",20715
201912180POR,"['Brent Barnaky', 'Eric Dalen', 'Zach Zarba']",19393
201912180WAS,"['Ed Malloy', 'Jenna Schroeder', 'Scott Twardoski']",14987
201912190ATL,"['Nick Buchert', 'James Capers Jr.', 'Derek Richardson']",16739
201912190LAC,"['Kane Fitzgerald', 'J.T. Orr', 'Gediminas Petraitis']",19068
201912190MIL,"['Marc Davis', 'Tyler Ford', 'Marat Kogut']",18051
201912190SAS,"['Sean Corbin', 'Nate Green', 'Bill Kennedy']",18354
201912200BOS,"['Jason Goldenberg', 'Aaron Smith', 'James Williams']",19156
201912200CLE,"['Tony Brothers', 'Kevin Cutler', 'Matt Myers']",19432
201912200DEN,"['John Butler', 'Scott Foster', 'Karl Lane']",19520
201912200GSW,"['Rodney Mott', 'Jonathan Sterling', 'Zach Zarba']",18064
201912200IND,"['Matt Boland', 'John Goble', 'Justin Van Duyne']",14649
201912200MIA,"['Brandon Adair', 'Scott Twardoski', 'Sean Wright']",19704
201912200OKC,"['Mousa Dagher', 'Tre Maddox', 'Ben Taylor']",18203
201912200PHI,"['J.B. DeRosa', 'Ken Mauer', 'Scott Wall']",20778
201912200POR,"['Kane Fitzgerald', 'Brett Nansel', 'J.T. Orr']",19393
201912200TOR,"['Mark Ayotte', 'Evan Scott', 'Dedric Taylor']",19800
201912210BRK,"['J.B. DeRosa', 'Marat Kogut', 'Tom Washington']",16496
201912210CHO,"['Ray Acosta', 'Jacyn Goble', 'Kevin Scott']",16187
201912210DET,"['Brent Barnaky', 'Sean Corbin', 'Derek Richardson']",15948
201912210MEM,"['Nick Buchert', 'James Capers Jr.', 'Jenna Schroeder']",15603
201912210NYK,"['Courtney Kirkland', 'Dedric Taylor', 'Haywoode Workman']",18124
201912210PHI,"['Pat Fraher', 'Natalie Sago', 'James Williams']",20529
201912210PHO,"['Scott Foster', 'Lauren Holtkamp-Sterling', 'Karl Lane']",16061
201912210POR,"['Marc Davis', 'Gediminas Petraitis', 'Leroy Richardson']",19393
201912210SAS,"['Tony Brown', 'Derrick Collins', 'Mitchell Ervin']",18354
201912220BOS,"['Tyler Ford', 'Nate Green', 'Josh Tiven']",19156
201912220LAL,"['Kane Fitzgerald', 'Tre Maddox', 'Jonathan Sterling']",18997
201912220MIL,"['Kevin Cutler', 'Evan Scott', 'Zach Zarba']",18029
201912220OKC,"['Mark Ayotte', 'Scott Twardoski', 'Justin Van Duyne']",18203
201912220TOR,"['Matt Boland', 'Jason Goldenberg', 'Ed Malloy']",19800
201912230CLE,"['Jason Goldenberg', 'Kevin Scott', 'Scott Wall']",18007
201912230DET,"['Kevin Cutler', 'Nate Green', 'Ed Malloy']",16476
201912230GSW,"['Kane Fitzgerald', 'Lauren Holtkamp-Sterling', 'J.T. Orr']",18064
201912230IND,"['Sean Corbin', 'J.B. DeRosa', 'Mitchell Ervin']",17164
201912230MEM,"['Marat Kogut', 'Ashley Moyer-Gleich', 'Tom Washington']",16776
201912230MIA,"['Brent Barnaky', 'Pat Fraher', 'Ben Taylor']",19890
201912230NYK,"['James Capers Jr.', 'Bill Kennedy', 'Matt Myers']",19413
201912230ORL,"['Brian Forte', 'Phenizee Ransom', 'Sean Wright']",18846
201912230PHO,"['Tony Brown', 'Gediminas Petraitis', 'Leroy Richardson']",16041
201912230POR,"['John Butler', 'Scott Foster', 'Karl Lane']",19499
201912230SAC,"['Marc Davis', 'Michael Smith', 'Jonathan Sterling']",17583
201912250DEN,"['Marc Davis', 'Marat Kogut', 'James Williams']",19520
201912250GSW,"['Tony Brown', 'David Guthrie', 'Dedric Taylor']",18064
201912250LAL,"['Scott Foster', 'Mark Lindsay', 'Michael Smith']",18997
201912250PHI,"['Tony Brothers', 'Derrick Collins', 'Aaron Smith']",21028
201912250TOR,"['John Goble', 'Courtney Kirkland', 'Scott Wall']",19800
201912260BRK,"['Nick Buchert', 'Jacyn Goble', 'Zach Zarba']",17732
201912260DAL,"['Eric Dalen', 'Nate Green', 'Eric Lewis']",20427
201912260DET,"['John Conley', 'Tyler Ford', 'John Goble']",17188
201912260OKC,"['Curtis Blair', 'Rodney Mott', 'Derek Richardson']",18203
201912260SAC,"['David Guthrie', 'Mark Lindsay', 'Matt Myers']",17583
201912260UTA,"['Tre Maddox', 'Dedric Taylor', 'Sean Wright']",18306
201912270ATL,"['J.B. DeRosa', 'J.T. Orr', 'Josh Tiven']",17358
201912270BOS,"['Ray Acosta', 'Kane Fitzgerald', 'Brett Nansel']",19156
201912270CHO,"['Derrick Collins', 'Courtney Kirkland', 'C.J. Washington']",18418
201912270GSW,"['Pat Fraher', 'Phenizee Ransom', 'James Williams']",18064
201912270MIA,"['Ed Malloy', 'Andy Nagy', 'Aaron Smith']",19767
201912270ORL,"['Karl Lane', 'Jonathan Sterling', 'Ben Taylor']",17311
201912280BOS,"['Tony Brothers', 'Jacyn Goble', 'Marat Kogut']",19156
201912280CHI,"['Derrick Collins', 'Tre Maddox', 'Ashley Moyer-Gleich']",21496
201912280DEN,"['Kevin Scott', 'Justin Van Duyne', 'Sean Wright']",19697
201912280GSW,"['Mark Lindsay', 'Evan Scott', 'Tom Washington']",18064
201912280HOU,"['Eric Lewis', 'Natalie Sago', 'Aaron Smith']",18306
201912280LAC,"['Curtis Blair', 'James Capers Jr.', 'Phenizee Ransom']",19068
201912280MIA,"['Matt Boland', 'Mitchell Ervin', 'Josh Tiven']",19865
201912280MIL,"['Sean Corbin', 'Jason Goldenberg', 'Gediminas Petraitis']",17920
201912280MIN,"['Brian Forte', 'Derek Richardson', 'Scott Twardoski']",15411
201912280NOP,"['Eric Dalen', 'David Guthrie', 'Michael Smith']",15391
201912280POR,"['Pat Fraher', 'Matt Myers', 'James Williams']",19960
201912280SAC,"['Mark Ayotte', 'Kevin Cutler', 'Dedric Taylor']",17583
201912280SAS,"['Nick Buchert', 'John Butler', 'Rodney Mott']",18524
201912280WAS,"['J.B. DeRosa', 'Karl Lane', 'Ben Taylor']",19033
201912290DEN,"['Tyler Ford', 'Brian Forte', 'Leon Wood']",19520
201912290LAL,"['Curtis Blair', 'Kevin Scott', 'Justin Van Duyne']",18997
201912290MEM,"['Kane Fitzgerald', 'Andy Nagy', 'J.T. Orr']",16842
201912290NOP,"['Brandon Adair', 'Nick Buchert', 'Courtney Kirkland']",17712
201912290TOR,"['Tony Brown', 'Bill Kennedy', 'Brett Nansel']",19800
201912300CHI,"['Mitchell Ervin', 'Ed Malloy', 'Jonathan Sterling']",21954
201912300MIN,"['Sean Corbin', 'Eric Dalen', 'Dedric Taylor']",15824
201912300ORL,"['Brandon Adair', 'Eric Lewis', 'Aaron Smith']",17784
201912300POR,"['James Capers Jr.', 'Evan Scott', 'Scott Twardoski']",19896
201912300UTA,"['Mark Lindsay', 'Matt Myers', 'Tom Washington']",18306
201912300WAS,"['Scott Foster', 'Simone Jelks', 'Tre Maddox']",20476
201912310CHO,"['Mark Ayotte', 'Ashley Moyer-Gleich', 'Gediminas Petraitis']",19216
201912310HOU,"['Kane Fitzgerald', 'Bill Kennedy', 'C.J. Washington']",18055
201912310IND,"['Tony Brown', 'Brian Forte', 'Leon Wood']",17923
201912310OKC,"['Tyler Ford', 'John Goble', 'Lauren Holtkamp-Sterling']",18203
201912310SAC,"['J.T. Orr', 'Derek Richardson', 'Kevin Scott']",16231
201912310SAS,"['Karl Lane', 'Andy Nagy', 'Sean Wright']",18354
201912310TOR,"['Brent Barnaky', 'Jenna Schroeder', 'Josh Tiven']",19800
202001010LAL,"['Kevin Cutler', 'Mousa Dagher', 'Tom Washington']",18997
202001010MIL,"['Nick Buchert', 'James Capers Jr.', 'Phenizee Ransom']",17819
202001010NYK,"['John Butler', 'Ken Mauer', 'Michael Smith']",19812
202001010WAS,"['Matt Boland', 'Jacyn Goble', 'Courtney Kirkland']",14921
202001020CHI,"['Brian Forte', 'James Williams', 'Leon Wood']",19398
202001020CLE,"['Tony Brown', 'Lauren Holtkamp-Sterling', 'Mark Lindsay']",17859
202001020DAL,"['Tre Maddox', 'Suyash Mehta', 'Sean Wright']",20289
202001020IND,"['Mark Ayotte', 'Curtis Blair', 'Brett Nansel']",16688
202001020LAC,"['Ray Acosta', 'Kevin Cutler', 'John Goble']",19068
202001020MIA,"['Derrick Collins', 'Eric Lewis', 'Natalie Sago']",19939
202001020MIN,"['Tony Brothers', 'J.B. DeRosa', 'Tyler Ford']",15477
202001020SAC,"['Mousa Dagher', 'Ed Malloy', 'Ben Taylor']",17351
202001020SAS,"['Brent Barnaky', 'Kevin Scott', 'Jonathan Sterling']",18354
202001030BOS,"['Matt Boland', 'Courtney Kirkland', 'Scott Twardoski']",19156
202001030HOU,"['Mitchell Ervin', 'Scott Foster', 'Karl Lane']",18055
202001030LAL,"['Ray Acosta', 'Ed Malloy', 'Ben Taylor']",18997
202001030ORL,"['Sean Corbin', 'Dedric Taylor', 'C.J. Washington']",17198
202001030PHO,"['John Goble', 'Bill Kennedy', 'Derek Richardson']",18055
202001030WAS,"['Brandon Adair', 'Mark Ayotte', 'Marat Kogut']",17945
202001040ATL,"['Mitchell Ervin', 'C.J. Washington', 'Tom Washington']",16420
202001040BRK,"['Kane Fitzgerald', 'Gediminas Petraitis', 'Evan Scott']",17732
202001040CHI,"['Kevin Scott', 'Aaron Smith', 'Dedric Taylor']",21130
202001040CLE,"['James Capers Jr.', 'Ashley Moyer-Gleich', 'Michael Smith']",19432
202001040DAL,"['Kevin Cutler', 'Scott Foster', 'Andy Nagy']",20327
202001040GSW,"['Tre Maddox', 'J.T. Orr', 'Leon Wood']",18064
202001040LAC,"['Eric Dalen', 'Josh Tiven', 'James Williams']",19068
202001040MIL,"['Brandon Adair', 'Curtis Blair', 'Tony Brown']",18002
202001040ORL,"['Tony Brothers', 'Derrick Collins', 'Natalie Sago']",16913
202001040SAC,"['Nick Buchert', 'Eric Lewis', 'Brett Nansel']",16808
202001040WAS,"['Mark Lindsay', 'Jenna Schroeder', 'Sean Wright']",16233
202001050CLE,"['John Butler', 'Sean Corbin', 'Marat Kogut']",16159
202001050LAC,"['Jason Goldenberg', 'Ed Malloy', 'Ben Taylor']",19068
202001050LAL,"['Bill Kennedy', 'Derek Richardson', 'Josh Tiven']",18997
202001050MIA,"['Marc Davis', 'Simone Jelks', 'Karl Lane']",19846
202001050PHO,"['Ray Acosta', 'Eric Lewis', 'Justin Van Duyne']",14181
202001060ATL,"['Tony Brothers', 'Jacyn Goble', 'Dedric Taylor']",15286
202001060CHO,"['Simone Jelks', 'Michael Smith', 'Sean Wright']",13009
202001060DAL,"['Nick Buchert', 'Evan Scott', 'Tom Washington']",20238
202001060NOP,"['Mitchell Ervin', 'Kane Fitzgerald', 'Matt Myers']",14138
202001060ORL,"['James Capers Jr.', 'Nate Green', 'Scott Wall']",15008
202001060PHI,"['Curtis Blair', 'Matt Boland', 'Courtney Kirkland']",20561
202001060SAC,"['Eric Dalen', 'Jason Goldenberg', 'James Williams']",15819
202001060SAS,"['Kevin Cutler', 'J.B. DeRosa', 'John Goble']",18354
202001060WAS,"['Brent Barnaky', 'Brian Forte', 'Phenizee Ransom']",17963
202001070BRK,"['Scott Foster', 'Marat Kogut', 'J.T. Orr']",15677
202001070CLE,"['Brian Forte', 'Gediminas Petraitis', 'Natalie Sago']",17274
202001070LAL,"['Mark Ayotte', 'Eric Lewis', 'Brett Nansel']",18997
202001070MEM,"['Brent Barnaky', 'John Conley', 'John Goble']",14117
202001070PHO,"['Tre Maddox', 'Suyash Mehta', 'Josh Tiven']",14134
202001070TOR,"['Sean Corbin', 'Ashley Moyer-Gleich', 'Scott Twardoski']",19800
202001080ATL,"['Ray Acosta', 'Mark Lindsay', 'Ben Taylor']",16514
202001080BOS,"['Tyler Ford', 'Rodney Mott', 'Evan Scott']",19156
202001080CHO,"['John Conley', 'David Guthrie', 'Bill Kennedy']",13965
202001080DAL,"['Matt Boland', 'Marc Davis', 'Courtney Kirkland']",20314
202001080GSW,"['Derrick Collins', 'Ken Mauer', 'Derek Richardson']",18064
202001080IND,"['Marat Kogut', 'Leroy Richardson', 'Zach Zarba']",17040
202001080NOP,"['James Capers Jr.', 'Kevin Cutler', 'C.J. Washington']",15324
202001080ORL,"['Mitchell Ervin', 'Kevin Scott', 'Michael Smith']",16013
202001080UTA,"['Brandon Adair', 'Eric Dalen', 'Pat Fraher']",18306
202001090DET,"['Jonathan Sterling', 'Scott Wall', 'James Williams']",13445
202001090MIN,"['Jacyn Goble', 'Gediminas Petraitis', 'Ben Taylor']",13720
202001090OKC,"['Kevin Cutler', 'Marc Davis', 'Justin Van Duyne']",18203
202001090PHI,"['Sean Corbin', 'J.B. DeRosa', 'Kane Fitzgerald']",20822
202001100BRK,"['J.B. DeRosa', 'Mark Lindsay', 'Kevin Scott']",16011
202001100CHI,"['Lauren Holtkamp-Sterling', 'Courtney Kirkland', 'Rodney Mott']",20229
202001100DAL,"['Brandon Adair', 'Brian Forte', 'David Guthrie']",20542
202001100LAC,"['Brent Barnaky', 'Pat Fraher', 'Dedric Taylor']",19068
202001100MEM,"['Eric Dalen', 'Tre Maddox', 'Aaron Smith']",16448
202001100NYK,"['Ray Acosta', 'John Goble', 'Karl Lane']",18003
202001100PHO,"['Derrick Collins', 'Ken Mauer', 'Ashley Moyer-Gleich']",14562
202001100SAC,"['Curtis Blair', 'Tony Brothers', 'John Butler']",17583
202001100UTA,"['Nick Buchert', 'Phenizee Ransom', 'Zach Zarba']",18306
202001100WAS,"['J.T. Orr', 'Jonathan Sterling', 'Josh Tiven']",16360
202001110BOS,"['Scott Foster', 'Simone Jelks', 'Bill Kennedy']",19156
202001110DAL,"['James Capers Jr.', 'Derek Richardson', 'Ben Taylor']",20244
202001110DEN,"['Derrick Collins', 'Phenizee Ransom', 'Zach Zarba']",19533
202001110DET,"['Mark Ayotte', 'Jacyn Goble', 'J.T. Orr']",15951
202001110HOU,"['Evan Scott', 'Scott Wall', 'Tom Washington']",18055
202001110OKC,"['Tyler Ford', 'Andy Nagy', 'Sean Wright']",18203
202001110POR,"['Brent Barnaky', 'Pat Fraher', 'Natalie Sago']",19843
202001120BRK,"['Mark Ayotte', 'Simone Jelks', 'Eric Lewis']",15201
202001120DEN,"['Nick Buchert', 'Ken Mauer', 'Ashley Moyer-Gleich']",19520
202001120MEM,"['Marc Davis', 'Nate Green', 'Rodney Mott']",16408
202001120NYK,"['Matt Boland', 'Courtney Kirkland', 'Scott Twardoski']",18861
202001120PHO,"['Curtis Blair', 'Tony Brothers', 'Dedric Taylor']",14751
202001120TOR,"['Brian Forte', 'Gediminas Petraitis', 'Jonathan Sterling']",19800
202001120WAS,"['Lauren Holtkamp-Sterling', 'Aaron Smith', 'James Williams']",15953
202001130BOS,"['Derek Richardson', 'Michael Smith', 'Tom Washington']",19156
202001130DET,"['Kane Fitzgerald', 'Suyash Mehta', 'Aaron Smith']",13780
202001130IND,"['Andy Nagy', 'Josh Tiven', 'Scott Twardoski']",15257
202001130LAL,"['Tony Brothers', 'Kevin Cutler', 'Dedric Taylor']",18997
202001130MIN,"['John Goble', 'Bill Kennedy', 'Jenna Schroeder']",11044
202001130POR,"['Sean Corbin', 'Mark Lindsay', 'Brett Nansel']",19111
202001130SAC,"['Brent Barnaky', 'Natalie Sago', 'Sean Wright']",16299
202001140ATL,"['Brandon Adair', 'Brian Forte', 'Scott Wall']",16060
202001140BRK,"['Marc Davis', 'Karl Lane', 'Tre Maddox']",15381
202001140GSW,"['Mousa Dagher', 'Mark Lindsay', 'Sean Wright']",18064
202001140LAC,"['John Butler', 'Scott Foster', 'Kevin Scott']",19068
202001140MEM,"['Mitchell Ervin', 'Jacyn Goble', 'Courtney Kirkland']",16181
202001140MIL,"['Mark Ayotte', 'John Conley', 'Kane Fitzgerald']",17590
202001150BOS,"['Derrick Collins', 'Pat Fraher', 'Leroy Richardson']",19156
202001150CHI,"['Karl Lane', 'Eric Lewis', 'Suyash Mehta']",19382
202001150DEN,"['J.B. DeRosa', 'Bill Kennedy', 'James Williams']",19520
202001150HOU,"['Nick Buchert', 'David Guthrie', 'Leon Wood']",18055
202001150LAL,"['Kevin Scott', 'Scott Twardoski', 'Justin Van Duyne']",18997
202001150MIA,"['Marat Kogut', 'Ken Mauer', 'Phenizee Ransom']",19704
202001150MIN,"['Tony Brown', 'Matt Myers', 'Aaron Smith']",12648
202001150OKC,"['Ray Acosta', 'Eric Dalen', 'Ben Taylor']",18203
202001150PHI,"['Tyler Ford', 'Jacyn Goble', 'Tom Washington']",20416
202001150SAC,"['Sean Corbin', 'Kevin Cutler', 'Dedric Taylor']",17029
202001160GSW,"['Kevin Cutler', 'Scott Foster', 'Justin Van Duyne']",18064
202001160LAC,"['Mousa Dagher', 'Mark Lindsay', 'Rodney Mott']",19068
202001160MIL,"['Mitchell Ervin', 'J.T. Orr', 'Zach Zarba']",17873
202001160NOP,"['Mark Ayotte', 'Matt Boland', 'Marat Kogut']",16717
202001160NYK,"['Tre Maddox', 'Ed Malloy', 'Derek Richardson']",18215
202001170DAL,"['Tony Brothers', 'Eric Dalen', 'Michael Smith']",20283
202001170IND,"['Tyler Ford', 'Courtney Kirkland', 'Jonathan Sterling']",16248
202001170MEM,"['Ken Mauer', 'J.T. Orr', 'Evan Scott']",17102
202001170OKC,"['Sean Corbin', 'Nate Green', 'Scott Wall']",18203
202001170PHI,"['Ray Acosta', 'Derrick Collins', 'John Goble']",20919
202001170SAS,"['James Capers Jr.', 'James Williams', 'Leon Wood']",18354
202001170TOR,"['Curtis Blair', 'Marc Davis', 'Andy Nagy']",19800
202001180ATL,"['Tyler Ford', 'Lauren Holtkamp-Sterling', 'Tre Maddox']",17056
202001180BOS,"['John Goble', 'Suyash Mehta', 'Aaron Smith']",19156
202001180BRK,"['Gediminas Petraitis', 'Derek Richardson', 'Josh Tiven']",17732
202001180CHI,"['Mark Lindsay', 'Ashley Moyer-Gleich', 'Ben Taylor']",19939
202001180GSW,"['Mark Ayotte', 'Karl Lane', 'Leroy Richardson']",18064
202001180HOU,"['Matt Boland', 'Tony Brown', 'Zach Zarba']",18502
202001180MIN,"['Mitchell Ervin', 'Ed Malloy', 'Justin Van Duyne']",16520
202001180NOP,"['Brent Barnaky', 'Dedric Taylor', 'Tom Washington']",17959
202001180NYK,"['Brandon Adair', 'Pat Fraher', 'Marat Kogut']",17812
202001180OKC,"['Bill Kennedy', 'Eric Lewis', 'Natalie Sago']",18203
202001180UTA,"['J.B. DeRosa', 'Brian Forte', 'Scott Foster']",18306
202001190DEN,"['Nate Green', 'David Guthrie', 'Scott Twardoski']",19520
202001190SAS,"['Marc Davis', 'J.T. Orr', 'C.J. Washington']",18422
202001200ATL,"['Tony Brown', 'Natalie Sago', 'Michael Smith']",17300
202001200BOS,"['Tony Brothers', 'Tyler Ford', 'Gediminas Petraitis']",19156
202001200BRK,"['James Capers Jr.', 'Matt Myers', 'Aaron Smith']",16801
202001200CHO,"['John Butler', 'Courtney Kirkland', 'Marat Kogut']",16133
202001200CLE,"['Curtis Blair', 'Jenna Schroeder', 'Zach Zarba']",17133
202001200HOU,"['Kevin Cutler', 'Phenizee Ransom', 'Kevin Scott']",18055
202001200MEM,"['Brandon Adair', 'Pat Fraher', 'Bill Kennedy']",17794
202001200MIA,"['Matt Boland', 'Brett Nansel', 'Sean Wright']",19600
202001200MIL,"['Lauren Holtkamp-Sterling', 'Scott Wall', 'James Williams']",17747
202001200MIN,"['Mousa Dagher', 'Eric Dalen', 'Tom Washington']",12172
202001200PHO,"['Jacyn Goble', 'David Guthrie', 'Scott Twardoski']",14847
202001200POR,"['J.B. DeRosa', 'Kane Fitzgerald', 'Brian Forte']",19493
202001200UTA,"['Karl Lane', 'Rodney Mott', 'Leroy Richardson']",18306
202001200WAS,"['Ben Taylor', 'Dedric Taylor', 'Justin Van Duyne']",17305
202001210DAL,"['Sean Corbin', 'C.J. Washington', 'James Williams']",19783
202001220ATL,"['Marc Davis', 'Nate Green', 'Marat Kogut']",14338
202001220BOS,"['Curtis Blair', 'Eric Lewis', 'Justin Van Duyne']",19156
202001220CHI,"['Jason Goldenberg', 'Kevin Scott', 'Dedric Taylor']",18875
202001220DET,"['Pat Fraher', 'Natalie Sago', 'Michael Smith']",13972
202001220GSW,"['Jacyn Goble', 'David Guthrie', 'Scott Twardoski']",18064
202001220HOU,"['Karl Lane', 'Ashley Moyer-Gleich', 'Josh Tiven']",18055
202001220MIA,"['Tony Brown', 'Mitchell Ervin', 'Jenna Schroeder']",19600
202001220NOP,"['Courtney Kirkland', 'Rodney Mott', 'Matt Myers']",18365
202001220NYK,"['Nick Buchert', 'Mousa Dagher', 'Ken Mauer']",19812
202001220ORL,"['Brett Nansel', 'Gediminas Petraitis', 'Tom Washington']",18846
202001220PHO,"['J.B. DeRosa', 'Kane Fitzgerald', 'Brian Forte']",14691
202001220TOR,"['Mark Lindsay', 'Leon Wood', 'Zach Zarba']",19800
202001230BRK,"['Brandon Adair', 'Kevin Cutler', 'Sean Wright']",17732
202001230CLE,"['Sean Corbin', 'Mousa Dagher', 'Scott Wall']",16689
202001230POR,"['Ray Acosta', 'John Goble', 'Tre Maddox']",19574
202001240CHI,"['Tyler Ford', 'Josh Tiven', 'Leon Wood']",17661
202001240CHO,"['Ed Malloy', 'Phenizee Ransom', 'Ben Taylor']",15758
202001240DET,"['Tony Brown', 'Kevin Cutler', 'Brett Nansel']",14583
