,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,gameState,home,away
teamData,winner,teamHome,teamAway,timeOfDay,location,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,rivalry,salary,salary
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201503210GSW,GSW,GSW,UTA,10:30p,"Oracle Arena, Oakland, California",19,30,36,21,[],106,4,1.0,"['curryst01', 'greendr01', 'bogutan01', 'barneha02', 'holidju01', 'iguodan01', 'barbole01', 'livinsh01', 'speigma01', 'ezelife01', 'rushbr01', 'mcadoja01', 'leeda02']","[55, 13]",2,15,25,33,18,[],91,1,2.0,"['favorde01', 'goberru01', 'haywago01', 'hoodro01', 'exumda01', 'burketr01', 'booketr01', 'millsel01', 'inglejo01', 'cooleja01', 'cottobr01', 'evansje01', 'clarkia01']","[31, 37]",1,conference,1136401254.0,679564574.0
201503210HOU,PHO,HOU,PHO,8:00p,"Toyota Center, Houston, Texas",37,24,25,16,[],102,3,2.0,"['motiedo01', 'arizatr01', 'hardeja01', 'beverpa01', 'dorsejo01', 'breweco01', 'smithjo03', 'terryja01', 'prigipa01', 'johnsni01', 'mcdankj01', 'joneste01']","[46, 22]",3,33,29,37,18,[],117,2,2.0,"['bledser01', 'morrima03', 'tuckepj01', 'morrima02', 'lenal01', 'wrighbr03', 'goodwar01', 'warretj01', 'priceaj01', 'bullore01', 'thornma01', 'greenge01', 'barroea01']","[36, 33]",0,conference,775694919.0,538294779.0
201503210IND,BRK,IND,BRK,7:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",29,27,31,24,[],111,-4,1.0,"['hillso01', 'milescj01', 'hillge01', 'westda01', 'hibbero01', 'scolalu01', 'watsocj01', 'mahinia01', 'stuckro01', 'rudezda01', 'sloando01', 'copelch01', 'allenla01']","[30, 38]",1,31,32,25,35,[],123,1,1.0,"['lopezbr01', 'youngth01', 'johnsjo02', 'willide01', 'brownma02', 'anderal01', 'bogdabo02', 'jackja01', 'plumlma01', 'jeffeco01', 'morrida01', 'jordaje01']","[28, 39]",0,conference,638054150.0,885593339.0
201503210MEM,MEM,MEM,POR,8:00p,"FedEx Forum, Memphis, Tennessee",35,18,24,20,[],97,1,1.0,"['greenje02', 'allento01', 'conlemi01', 'gasolma01', 'randoza01', 'koufoko01', 'calatni01', 'udrihbe01', 'cartevi01', 'leuerjo01', 'smithru01', 'greenja01', 'adamsjo01']","[48, 21]",3,27,17,18,24,[],86,-3,1.0,"['lillada01', 'afflaar01', 'lopezro01', 'aldrila01', 'batumni01', 'mccolcj01', 'wrighdo01', 'freeljo01', 'leoname01', 'blakest01', 'geeal01', 'kamanch01', 'crabbal01']","[44, 23]",0,conference,1089784769.0,1190025732.0
201503220ATL,SAS,ATL,SAS,3:00p,"Philips Arena, Atlanta, Georgia",13,28,24,30,[],95,-2,2.0,"['millspa01', 'carrode01', 'korveky01', 'teaguje01', 'horfoal01', 'schrode01', 'anticpe01', 'bazemke01', 'brandel01', 'macksh01', 'jenkijo01', 'muscami01', 'dayeau01']","[53, 16]",0,26,33,24,31,[],114,2,2.0,"['greenda02', 'leonaka01', 'duncati01', 'parketo01', 'splitti01', 'belinma01', 'diawbo01', 'millspa02', 'baynear01', 'josepco01', 'bonnema01', 'anderky01', 'willire02']","[43, 25]",1,none,1082083086.0,1129105452.0
201503220BOS,DET,BOS,DET,6:00p,"TD Garden, Boston, Massachusetts",23,24,22,19,[],97,-2,2.0,"['crowdja01', 'turneev01', 'bradlav01', 'bassbr01', 'zellety01', 'olynyke01', 'jerebjo01', 'pressph01', 'wallage01', 'youngja01', 'datomlu01', 'smartma01', 'randosh01']","[30, 38]",1,26,15,22,25,[],105,1,1.0,"['caldwke01', 'drumman01', 'jacksre01', 'butleca01', 'tollian01', 'meeksjo01', 'princta01', 'dinwisp01', 'anthojo01', 'willish03', 'millequ01', 'martica01', 'lucasjo02']","[25, 44]",0,conference,561815991.0,640041673.0
201503220LAC,LAC,LAC,NOP,3:30p,"STAPLES Center, Los Angeles, California",27,23,31,26,[],107,3,2.0,"['paulch01', 'griffbl01', 'jordade01', 'barnema02', 'redicjj01', 'riverau01', 'turkohe01', 'davisgl01', 'hawessp01', 'robinna01', 'jonesda02', 'udohek01', 'hamiljo02']","[45, 25]",1,28,25,24,23,[],100,-2,2.0,"['davisan02', 'pondequ01', 'cunnida01', 'ajincal01', 'coleno01', 'gordoer01', 'witheje01', 'fredeji01', 'babbilu01', 'williel01', 'evansty01', 'asikom01', 'anderry01']","[37, 32]",1,conference,1205502663.0,716143560.0
201503220LAL,LAL,LAL,PHI,9:30p,"STAPLES Center, Los Angeles, California",18,23,33,27,[],101,-4,3.0,"['johnswe01', 'blackta01', 'clarkjo01', 'hilljo01', 'ellinwa01', 'linje01', 'boozeca01', 'brownja01', 'kellyry01', 'davised01', 'youngni01', 'sacrero01', 'bryanko01']","[17, 50]",0,20,27,28,12,[],87,2,2.0,"['noelne01', 'mbahalu01', 'smithis01', 'richaja01', 'sampsja02', 'covinro01', 'grantje01', 'canaais01', 'robinth01', 'thompho01', 'aldemfu01', 'simshe01', 'robingl02']","[17, 52]",0,none,833071770.0,384035225.0
201503220MIL,CLE,MIL,CLE,3:00p,"BMO Harris Bradley Center, Milwaukee, Wisconsin",26,27,20,17,[],90,-5,2.0,"['middlkh01', 'antetgi01', 'ilyaser01', 'cartemi01', 'pachuza01', 'bayleje01', 'johnsch04', 'hensojo01', 'ennisty01', 'plumlmi01', 'obryajo01', 'mayooj01', 'dudleja01']","[34, 35]",1,25,19,31,33,[],108,2,2.0,"['jamesle01', 'smithjr01', 'irvinky01', 'loveke01', 'mozgoti01', 'shumpim01', 'thomptr01', 'dellama01', 'jonesja02', 'millemi01', 'perkike01', 'mariosh01', 'haywobr01']","[45, 26]",1,division,735020947.0,1581865741.0
201503220MIN,CHO,MIN,CHO,7:00p,"Target Center, Minneapolis, Minnesota",27,32,19,20,[],98,1,3.0,"['wiggian01', 'martike02', 'dienggo01', 'paynead01', 'lavinza01', 'budinch01', 'nealga01', 'brownlo01', 'rubiori01', 'kilpase01', 'hamilju01', 'garneke01', 'bennean01']","[15, 53]",0,18,36,28,27,[],109,-3,2.0,"['kiddgmi01', 'willima02', 'walkeke02', 'jeffeal01', 'hendege02', 'willima01', 'stephla01', 'biyombi01', 'vonleno01', 'tayloje03', 'roberbr01', 'maxieja01', 'hairspj02']","[29, 38]",1,none,915618297.0,782055221.0
201503220OKC,OKC,OKC,MIA,3:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",25,23,18,27,[],93,2,2.0,"['kanteen01', 'westbru01', 'waitedi01', 'adamsst01', 'roberan03', 'morroan01', 'mcgarmi01', 'augusdj01', 'singlky01', 'novakst01', 'lambje01', 'jonespe01', 'collini01']","[39, 30]",1,21,17,20,17,[],75,3,2.0,"['dragigo01', 'wadedw01', 'denglu01', 'whiteha01', 'hasleud01', 'chalmma01', 'walkebi01', 'anderch01', 'beaslmi01', 'dragizo01', 'johnsty01', 'napiesh01', 'ennisja01']","[32, 36]",0,none,892655508.0,880589421.0
201503220ORL,DEN,ORL,DEN,6:00p,"Amway Center, Orlando, Florida",25,26,21,28,[],100,1,2.0,"['paytoel01', 'oladivi01', 'vucevni01', 'nichoan01', 'harklma01', 'greenwi01', 'ridnolu01', 'oquinky01', 'gordoaa01', 'gordobe01', 'harrito02', 'fryech01', 'dedmode01']","[22, 49]",0,28,41,33,17,[],119,-3,2.0,"['gallida01', 'lawsoty01', 'nurkiju01', 'farieke01', 'chandwi01', 'bartowi01', 'greener01', 'hicksjj01', 'nelsoja01', 'harriga01', 'lauvejo01', 'arthuda01', 'foyera01']","[26, 44]",1,none,907371969.0,736309425.0
201503220PHO,PHO,PHO,DAL,9:00p,"US Airways Center, Phoenix, Arizona",33,24,19,22,[],98,3,1.0,"['morrima02', 'bledser01', 'morrima03', 'tuckepj01', 'lenal01', 'warretj01', 'wrighbr03', 'goodwar01', 'priceaj01', 'thornma01', 'greenge01', 'bullore01', 'barroea01']","[37, 33]",2,27,15,33,17,[],92,-1,2.0,"['ellismo01', 'rondora01', 'nowitdi01', 'parsoch01', 'chandty01', 'aminual01', 'stoudam01', 'jefferi01', 'harride01', 'feltora01', 'villach01', 'smithgr02', 'jamesbe01']","[44, 26]",0,conference,538294779.0,1338689919.0
201503220SAC,SAC,SAC,WAS,6:00p,"Sleep Train Arena, Sacramento, California",34,23,33,19,[],109,1,2.0,"['gayru01', 'casspom01', 'mclembe01', 'mccalra01', 'couside01', 'stausni01', 'willide02', 'millean02', 'evansre01', 'thompja02', 'holliry01', 'landrca01']","[23, 45]",0,29,21,20,16,[],86,-1,2.0,"['walljo01', 'bealbr01', 'gortama01', 'hilarne01', 'piercpa01', 'sessira01', 'goodedr01', 'serapke01', 'butlera01', 'webstma02', 'murryto01', 'porteot01', 'blairde01']","[40, 29]",1,none,588052976.0,1166951542.0
201503220TOR,TOR,TOR,NYK,4:00p,"Air Canada Centre, Toronto, Canada",27,29,18,32,[],106,-1,2.0,"['derozde01', 'vasqugr01', 'rosste01', 'valanjo01', 'johnsam01', 'willilo02', 'pattepa01', 'hansbty01', 'johnsja01', 'cabocbr01', 'fieldla01', 'stiemgr01', 'hayesch01']","[41, 28]",2,23,18,25,23,[],89,-2,2.0,"['gallola01', 'thomala01', 'bargnan01', 'shvedal01', 'amundlo01', 'larkish01', 'smithja02', 'aldrico01', 'weartr01', 'ledori01', 'acyqu01', 'hardati02', 'earlycl01']","[14, 55]",1,division,789599560.0,327411717.0
201503230BRK,BOS,BRK,BOS,7:30p,"Barclays Center, Brooklyn, New York",28,21,25,17,[],91,2,2.0,"['johnsjo02', 'youngth01', 'lopezbr01', 'willide01', 'brownma02', 'bogdabo02', 'jackja01', 'anderal01', 'plumlma01', 'jeffeco01', 'morrida01', 'jordaje01']","[29, 39]",1,23,31,29,27,[],110,-3,1.0,"['turneev01', 'bradlav01', 'zellety01', 'bassbr01', 'smartma01', 'crowdja01', 'jerebjo01', 'pressph01', 'olynyke01', 'youngja01', 'wallage01', 'randosh01', 'datomlu01']","[30, 39]",2,division,885593339.0,561815991.0
201503230CHI,CHI,CHI,CHO,8:00p,"United Center, Chicago, Illinois",28,20,26,24,[],98,-1,2.0,"['butleji01', 'brookaa01', 'gasolpa01', 'gibsota01', 'dunlemi02', 'mirotni01', 'hinriki01', 'snellto01', 'mooreet01', 'mohamna01', 'mcderdo01']","[42, 29]",1,26,23,20,17,[],86,1,1.0,"['willima02', 'walkeke02', 'hendege02', 'kiddgmi01', 'jeffeal01', 'willima01', 'stephla01', 'biyombi01', 'maxieja01', 'vonleno01', 'tayloje03', 'roberbr01', 'hairspj02']","[30, 38]",2,conference,915242791.0,782055221.0
201503230GSW,GSW,GSW,WAS,10:30p,"Oracle Arena, Oakland, California",27,25,29,26,[],107,5,2.0,"['curryst01', 'bogutan01', 'barneha02', 'greendr01', 'thompkl01', 'leeda02', 'iguodan01', 'livinsh01', 'barbole01', 'speigma01', 'ezelife01', 'rushbr01', 'holidju01']","[56, 13]",1,24,25,8,19,[],76,-2,1.0,"['bealbr01', 'walljo01', 'hilarne01', 'gortama01', 'piercpa01', 'serapke01', 'webstma02', 'sessira01', 'goodedr01', 'blairde01', 'porteot01', 'murryto01', 'butlera01']","[40, 30]",0,none,1319277492.0,1166951542.0
201503230IND,HOU,IND,HOU,7:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",15,24,29,32,[],100,-5,2.0,"['hillge01', 'milescj01', 'hibbero01', 'westda01', 'hillso01', 'watsocj01', 'rudezda01', 'scolalu01', 'mahinia01', 'whittsh01', 'sloando01', 'copelch01', 'allenla01']","[30, 39]",0,26,27,23,34,[],110,-1,2.0,"['hardeja01', 'motiedo01', 'arizatr01', 'dorsejo01', 'beverpa01', 'smithjo03', 'breweco01', 'terryja01', 'prigipa01', 'mcdankj01', 'joneste01', 'johnsni01']","[46, 23]",1,none,591349474.0,775694919.0
201503230NYK,MEM,NYK,MEM,7:30p,"Madison Square Garden (IV), New York, New York",20,28,13,21,[],82,-3,1.0,"['larkish01', 'gallola01', 'thomala01', 'bargnan01', 'amundlo01', 'smithja02', 'aldrico01', 'acyqu01', 'ledori01', 'weartr01', 'shvedal01', 'hardati02', 'earlycl01']","[14, 56]",0,30,20,24,29,[],103,2,2.0,"['randoza01', 'greenje02', 'gasolma01', 'allento01', 'conlemi01', 'cartevi01', 'udrihbe01', 'calatni01', 'koufoko01', 'greenja01', 'adamsjo01', 'leuerjo01', 'smithru01']","[49, 21]",1,none,327411717.0,1089784769.0
201503230UTA,MIN,UTA,MIN,9:00p,"EnergySolutions Arena, Salt Lake City, Utah",22,26,15,33,[],104,-1,2.0,"['favorde01', 'goberru01', 'inglejo01', 'exumda01', 'hoodro01', 'burketr01', 'millsel01', 'booketr01', 'cottobr01', 'evansje01', 'jerregr01', 'cooleja01', 'clarkia01']","[31, 38]",2,20,22,18,36,[],106,-1,1.0,"['wiggian01', 'lavinza01', 'brownlo01', 'dienggo01', 'paynead01', 'budinch01', 'kilpase01', 'rubiori01', 'nealga01', 'martike02', 'hamilju01', 'garneke01', 'bennean01']","[15, 54]",0,division,472009387.0,915618297.0
201503240DAL,DAL,DAL,SAS,8:00p,"American Airlines Center, Dallas, Texas",17,26,33,25,[],101,-2,2.0,"['parsoch01', 'ellismo01', 'nowitdi01', 'chandty01', 'rondora01', 'harride01', 'aminual01', 'stoudam01', 'feltora01', 'villach01', 'jefferi01', 'smithgr02', 'jamesbe01']","[44, 27]",1,29,17,20,28,[],94,3,2.0,"['leonaka01', 'greenda02', 'parketo01', 'duncati01', 'splitti01', 'diawbo01', 'millspa02', 'belinma01', 'ginobma01', 'bonnema01', 'pendeje02', 'willire02', 'josepco01']","[44, 25]",1,division,1338689919.0,1185520072.0
201503240DET,DET,DET,TOR,7:30p,"The Palace of Auburn Hills, Auburn Hills, Michigan",37,23,25,23,[],108,2,2.0,"['caldwke01', 'jacksre01', 'drumman01', 'tollian01', 'butleca01', 'princta01', 'meeksjo01', 'anthojo01', 'dinwisp01', 'willish03', 'millequ01', 'martica01', 'lucasjo02']","[26, 44]",1,27,21,27,29,[],104,1,2.0,"['derozde01', 'johnsam01', 'rosste01', 'valanjo01', 'lowryky01', 'willilo02', 'vasqugr01', 'pattepa01', 'hansbty01', 'stiemgr01', 'johnsja01', 'hayesch01', 'fieldla01']","[42, 28]",2,conference,640041673.0,995106462.0
201503240MIL,MIL,MIL,MIA,8:00p,"BMO Harris Bradley Center, Milwaukee, Wisconsin",22,27,16,24,[],89,-6,2.0,"['antetgi01', 'middlkh01', 'pachuza01', 'ilyaser01', 'cartemi01', 'bayleje01', 'plumlmi01', 'hensojo01', 'mayooj01', 'ennisty01', 'obryajo01', 'johnsch04', 'dudleja01']","[34, 36]",3,27,24,28,9,[],88,-1,2.0,"['dragigo01', 'denglu01', 'wadedw01', 'hasleud01', 'whiteha01', 'chalmma01', 'walkebi01', 'beaslmi01', 'anderch01', 'napiesh01', 'johnsty01', 'ennisja01', 'dragizo01']","[32, 37]",0,conference,735020947.0,880589421.0
201503240OKC,OKC,OKC,LAL,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",37,31,32,27,[],127,3,2.0,"['waitedi01', 'adamsst01', 'westbru01', 'kanteen01', 'singlky01', 'morroan01', 'mcgarmi01', 'augusdj01', 'lambje01', 'novakst01', 'roberan03', 'jonespe01']","[40, 30]",2,27,26,35,29,[],117,1,2.0,"['clarkjo01', 'linje01', 'johnswe01', 'kellyry01', 'blackta01', 'brownja01', 'ellinwa01', 'sacrero01', 'davised01', 'youngni01', 'hilljo01', 'bryanko01', 'boozeca01']","[18, 50]",0,conference,832332866.0,833071770.0
201503240POR,GSW,POR,GSW,10:30p,"Moda Center, Portland, Oregon",30,32,18,28,[],108,-4,3.0,"['lillada01', 'geeal01', 'afflaar01', 'wrighdo01', 'lopezro01', 'mccolcj01', 'freeljo01', 'crabbal01', 'blakest01', 'leoname01', 'kamanch01', 'batumni01', 'aldrila01']","[44, 24]",0,26,31,36,29,[],122,6,1.0,"['greendr01', 'barneha02', 'curryst01', 'thompkl01', 'bogutan01', 'iguodan01', 'holidju01', 'barbole01', 'ezelife01', 'speigma01', 'rushbr01', 'mcadoja01', 'leeda02']","[57, 13]",1,conference,1190025732.0,1261505725.0
201503240SAC,SAC,SAC,PHI,10:00p,"Sleep Train Arena, Sacramento, California",27,36,24,20,[],107,2,2.0,"['gayru01', 'couside01', 'mclembe01', 'mccalra01', 'casspom01', 'stausni01', 'thompja02', 'millean02', 'willide02', 'evansre01', 'wearda01', 'landrca01', 'holliry01']","[24, 45]",0,31,39,14,22,[],106,-1,2.0,"['smithis01', 'noelne01', 'mbahalu01', 'covinro01', 'sampsja02', 'thompho01', 'grantje01', 'robinth01', 'canaais01', 'aldemfu01', 'simshe01', 'robingl02', 'richaja01']","[17, 53]",1,none,588082819.0,384035225.0
201503250BOS,MIA,BOS,MIA,7:30p,"TD Garden, Boston, Massachusetts",20,20,22,24,[],86,1,2.0,"['smartma01', 'bradlav01', 'bassbr01', 'turneev01', 'zellety01', 'crowdja01', 'jerebjo01', 'thomais02', 'pressph01', 'olynyke01', 'datomlu01', 'wallage01', 'randosh01']","[31, 39]",1,27,30,25,11,[],93,-2,1.0,"['hasleud01', 'dragigo01', 'chalmma01', 'denglu01', 'walkebi01', 'ennisja01', 'johnsty01', 'beaslmi01', 'napiesh01', 'whiteha01', 'dragizo01', 'anderch01']","[32, 38]",2,conference,590975185.0,681652486.0
201503250CHO,BRK,CHO,BRK,7:00p,"Time Warner Cable Arena, Charlotte, North Carolina",26,20,18,24,[],88,-1,2.0,"['kiddgmi01', 'hendege02', 'jeffeal01', 'walkeke02', 'willima02', 'willima01', 'stephla01', 'biyombi01', 'maxieja01', 'vonleno01', 'tayloje03', 'roberbr01', 'hairspj02']","[30, 39]",1,23,19,26,23,[],91,-1,2.0,"['lopezbr01', 'johnsjo02', 'willide01', 'youngth01', 'brownma02', 'bogdabo02', 'anderal01', 'jackja01', 'plumlma01', 'jeffeco01', 'morrida01', 'jordaje01']","[29, 40]",1,conference,782055221.0,885593339.0
201503250DEN,PHI,DEN,PHI,9:00p,"Pepsi Center, Denver, Colorado",21,25,30,9,[],85,1,3.0,"['chandwi01', 'foyera01', 'lawsoty01', 'gallida01', 'farieke01', 'nelsoja01', 'bartowi01', 'hicksjj01', 'nurkiju01', 'harriga01', 'lauvejo01', 'greener01', 'arthuda01']","[27, 44]",0,22,27,23,27,[],99,-2,1.0,"['noelne01', 'grantje01', 'smithis01', 'richaja01', 'sampsja02', 'covinro01', 'thompho01', 'canaais01', 'robinth01', 'aldemfu01', 'robingl02', 'simshe01', 'mbahalu01']","[17, 54]",1,none,736309425.0,384035225.0
201503250MEM,CLE,MEM,CLE,8:00p,"FedEx Forum, Memphis, Tennessee",19,23,24,23,[],89,3,2.0,"['gasolma01', 'allento01', 'conlemi01', 'randoza01', 'leeco01', 'greenje02', 'udrihbe01', 'calatni01', 'koufoko01', 'adamsjo01', 'cartevi01', 'greenja01', 'leuerjo01']","[50, 21]",0,22,33,36,20,[],111,3,3.0,"['irvinky01', 'loveke01', 'smithjr01', 'jamesle01', 'mozgoti01', 'shumpim01', 'thomptr01', 'dellama01', 'perkike01', 'jonesja02', 'millemi01', 'mariosh01', 'haywobr01']","[46, 26]",1,none,1163579958.0,1581865741.0
201503250MIN,LAL,MIN,LAL,8:00p,"Target Center, Minneapolis, Minnesota",15,28,23,24,[],99,1,2.0,"['wiggian01', 'lavinza01', 'brownlo01', 'dienggo01', 'paynead01', 'budinch01', 'kilpase01', 'hamilju01', 'garneke01', 'martike02', 'nealga01', 'rubiori01', 'bennean01']","[16, 54]",1,24,25,24,17,[],101,-1,1.0,"['clarkjo01', 'kellyry01', 'blackta01', 'linje01', 'johnswe01', 'ellinwa01', 'brownja01', 'davised01', 'sacrero01', 'youngni01', 'hilljo01', 'bryanko01', 'boozeca01']","[18, 51]",1,conference,915618297.0,833071770.0
201503250NOP,HOU,NOP,HOU,8:00p,"Smoothie King Center, New Orleans, Louisiana",34,18,18,23,[],93,-3,3.0,"['davisan02', 'gordoer01', 'evansty01', 'pondequ01', 'asikom01', 'cunnida01', 'coleno01', 'ajincal01', 'witheje01', 'fredeji01', 'douglto01', 'babbilu01', 'anderry01']","[37, 33]",2,19,30,29,17,[],95,1,2.0,"['arizatr01', 'hardeja01', 'motiedo01', 'terryja01', 'howardw01', 'breweco01', 'smithjo03', 'prigipa01', 'dorsejo01', 'johnsni01', 'joneste01', 'mcdankj01']","[47, 23]",0,division,721014236.0,958557577.0
201503250NYK,LAC,NYK,LAC,7:00p,"Madison Square Garden (IV), New York, New York",17,16,21,26,[],80,-4,2.0,"['gallola01', 'larkish01', 'thomala01', 'bargnan01', 'amundlo01', 'ledori01', 'earlycl01', 'smithja02', 'acyqu01', 'aldrico01', 'weartr01', 'hardati02']","[14, 57]",0,28,35,27,21,[],111,4,3.0,"['jordade01', 'paulch01', 'barnema02', 'griffbl01', 'redicjj01', 'davisgl01', 'hamiljo02', 'riverau01', 'hawessp01', 'turkohe01', 'wilcocj01', 'jonesda02', 'udohek01']","[46, 25]",1,none,318045051.0,1184254002.0
201503250ORL,ATL,ORL,ATL,7:00p,"Amway Center, Orlando, Florida",31,21,19,12,[],83,-1,3.0,"['oladivi01', 'vucevni01', 'harrito02', 'paytoel01', 'dedmode01', 'greenwi01', 'nichoan01', 'ridnolu01', 'gordoaa01', 'fryech01', 'oquinky01', 'harklma01', 'gordobe01']","[22, 50]",1,23,24,21,27,[],95,-3,3.0,"['korveky01', 'millspa01', 'carrode01', 'teaguje01', 'horfoal01', 'anticpe01', 'schrode01', 'bazemke01', 'sefolth01', 'brandel01', 'muscami01', 'macksh01', 'jenkijo01']","[53, 17]",2,division,907371969.0,1118867435.0
201503250PHO,SAC,PHO,SAC,10:00p,"US Airways Center, Phoenix, Arizona",26,27,17,29,[],99,4,3.0,"['morrima02', 'bledser01', 'tuckepj01', 'morrima03', 'lenal01', 'wrighbr03', 'goodwar01', 'warretj01', 'greenge01', 'priceaj01', 'knighbr03', 'bullore01', 'barroea01']","[38, 33]",1,31,27,25,25,[],108,3,1.0,"['couside01', 'mccalra01', 'gayru01', 'mclembe01', 'casspom01', 'willide02', 'stausni01', 'millean02', 'thompja02', 'evansre01', 'wearda01', 'landrca01', 'holliry01']","[25, 45]",2,division,583614936.0,588082819.0
201503250SAS,SAS,SAS,OKC,9:30p,"AT&T Center, San Antonio, Texas",32,39,29,30,[],130,-1,1.0,"['parketo01', 'duncati01', 'leonaka01', 'greenda02', 'splitti01', 'diawbo01', 'millspa02', 'belinma01', 'bonnema01', 'ginobma01', 'pendeje02', 'josepco01', 'willire02']","[44, 26]",0,28,22,24,17,[],91,4,1.0,"['westbru01', 'singlky01', 'kanteen01', 'waitedi01', 'adamsst01', 'augusdj01', 'jonespe01', 'mcgarmi01', 'novakst01', 'morroan01', 'lambje01', 'roberan03']","[41, 30]",1,conference,1185520072.0,832332866.0
201503250TOR,CHI,TOR,CHI,7:00p,"Air Canada Centre, Toronto, Canada",29,25,28,21,[],103,-1,1.0,"['derozde01', 'rosste01', 'johnsam01', 'valanjo01', 'vasqugr01', 'pattepa01', 'willilo02', 'johnsja01', 'hansbty01', 'stiemgr01', 'hayesch01', 'fieldla01', 'cabocbr01']","[42, 29]",0,20,30,27,39,[],116,1,2.0,"['butleji01', 'gasolpa01', 'brookaa01', 'dunlemi02', 'noahjo01', 'mirotni01', 'hinriki01', 'snellto01', 'gibsota01', 'mooreet01', 'mohamna01', 'bairsca01']","[43, 29]",3,conference,789599560.0,1015179723.0
201503250UTA,POR,UTA,POR,9:00p,"EnergySolutions Arena, Salt Lake City, Utah",21,18,26,24,[],89,-2,2.0,"['burketr01', 'goberru01', 'millsel01', 'favorde01', 'exumda01', 'inglejo01', 'booketr01', 'clarkia01', 'cooleja01', 'jerregr01', 'evansje01', 'cottobr01']","[31, 39]",1,12,25,18,37,[],92,-5,1.0,"['lillada01', 'aldrila01', 'crabbal01', 'afflaar01', 'lopezro01', 'wrighdo01', 'mccolcj01', 'freeljo01', 'blakest01', 'leoname01', 'kamanch01', 'geeal01', 'batumni01']","[44, 25]",1,division,444099321.0,1190025732.0
201503250WAS,IND,WAS,IND,7:00p,"Verizon Center, Washington, District of Columbia",20,24,32,25,[],101,-3,2.0,"['walljo01', 'gortama01', 'hilarne01', 'piercpa01', 'bealbr01', 'webstma02', 'butlera01', 'serapke01', 'sessira01', 'goodedr01', 'porteot01', 'murryto01', 'blairde01']","[40, 31]",2,14,28,28,33,[],103,-6,2.0,"['hillge01', 'hillso01', 'milescj01', 'westda01', 'hibbero01', 'allenla01', 'rudezda01', 'watsocj01', 'mahinia01', 'scolalu01', 'whittsh01', 'sloando01', 'copelch01']","[30, 40]",0,conference,1166951542.0,591349474.0
201503260MIL,MIL,MIL,IND,8:00p,"BMO Harris Bradley Center, Milwaukee, Wisconsin",34,25,26,26,[],111,1,2.0,"['antetgi01', 'ilyaser01', 'middlkh01', 'pachuza01', 'cartemi01', 'bayleje01', 'hensojo01', 'mayooj01', 'dudleja01', 'ennisty01', 'plumlmi01', 'obryajo01']","[35, 36]",1,15,32,27,33,[],107,1,1.0,"['hillge01', 'milescj01', 'scolalu01', 'hibbero01', 'hillso01', 'watsocj01', 'rudezda01', 'mahinia01', 'allenla01', 'whittsh01', 'westda01', 'sloando01', 'copelch01']","[31, 40]",2,division,733678738.0,591349474.0
201503270ATL,ATL,ATL,MIA,7:30p,"Philips Arena, Atlanta, Georgia",27,28,34,10,[],99,1,2.0,"['korveky01', 'millspa01', 'schrode01', 'carrode01', 'horfoal01', 'macksh01', 'muscami01', 'bazemke01', 'sefolth01', 'dayeau01', 'jenkijo01', 'brandel01', 'anticpe01']","[54, 17]",3,20,17,30,19,[],86,1,2.0,"['walkebi01', 'denglu01', 'dragigo01', 'hasleud01', 'wadedw01', 'chalmma01', 'johnsty01', 'beaslmi01', 'ennisja01', 'dragizo01', 'napiesh01', 'anderch01']","[33, 38]",0,division,1030578197.0,774903922.0
201503270BRK,BRK,BRK,CLE,7:30p,"Barclays Center, Brooklyn, New York",29,28,22,27,[],106,1,2.0,"['johnsjo02', 'lopezbr01', 'plumlma01', 'willide01', 'brownma02', 'bogdabo02', 'anderal01', 'jackja01', 'clarkea01', 'jeffeco01', 'youngth01', 'morrida01', 'jordaje01']","[30, 40]",0,27,29,23,19,[],98,4,2.0,"['irvinky01', 'jamesle01', 'smithjr01', 'loveke01', 'mozgoti01', 'shumpim01', 'thomptr01', 'jonesja02', 'dellama01', 'perkike01', 'millemi01', 'mariosh01', 'haywobr01']","[47, 26]",3,conference,895970931.0,1581865741.0
201503270DEN,DEN,DEN,UTA,9:00p,"Pepsi Center, Denver, Colorado",22,30,23,32,[],107,-1,2.0,"['chandwi01', 'lawsoty01', 'gallida01', 'foyera01', 'farieke01', 'nelsoja01', 'hicksjj01', 'bartowi01', 'lauvejo01', 'greener01', 'nurkiju01', 'harriga01', 'arthuda01']","[27, 45]",1,20,19,24,28,[],91,-3,2.0,"['goberru01', 'haywago01', 'inglejo01', 'favorde01', 'exumda01', 'burketr01', 'booketr01', 'millsel01', 'johnsch04', 'cottobr01', 'evansje01', 'cooleja01']","[31, 40]",1,division,736309425.0,646988452.0
