,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,away,away,away
teamData,winner,teamHome,teamAway,location,rivalry,datetime,endtime,neutral,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,salary,avgSalary,numberOfGamesPlayed,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,salary,avgSalary,numberOfGamesPlayed
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202111030WAS,,,,,,11/3/2021 19:00,,,,,,,,,,2.0,,,,,,7,,,,,,,,2.0,,,0.0,,,8
202111040ATL,,,,,,11/4/2021 19:30,,,,,,,,,,1.0,,,,,,8,,,,,,,,2.0,,,0.0,,,7
202111040DET,,,,,,11/4/2021 19:00,,,,,,,,,,2.0,,,,,,7,,,,,,,,1.0,,,1.0,,,8
202111040LAL,,,,,,11/4/2021 22:30,,,,,,,,,,2.0,,,,,,8,,,,,,,,3.0,,,1.0,,,7
202111040MIA,,,,,,11/4/2021 19:30,,,,,,,,,,2.0,,,,,,7,,,,,,,,1.0,,,0.0,,,8
202111040PHO,,,,,,11/4/2021 22:00,,,,,,,,,,2.0,,,,,,6,,,,,,,,2.0,,,0.0,,,7
202111050DET,,,,,,11/5/2021 19:00,,,,,,,,,,1.0,,,,,,8,,,,,,,,2.0,,,1.0,,,8
202111050GSW,,,,,,11/5/2021 22:00,,,,,,,,,,2.0,,,,,,7,,,,,,,,2.0,,,0.0,,,9
202111050MIL,,,,,,11/5/2021 19:30,,,,,,,,,,3.0,,,,,,8,,,,,,,,2.0,,,0.0,,,8
202111050MIN,,,,,,11/5/2021 20:00,,,,,,,,,,2.0,,,,,,7,,,,,,,,2.0,,,1.0,,,7
202111050ORL,,,,,,11/5/2021 19:00,,,,,,,,,,2.0,,,,,,9,,,,,,,,2.0,,,1.0,,,8
202111050POR,,,,,,11/5/2021 22:00,,,,,,,,,,2.0,,,,,,8,,,,,,,,2.0,,,0.0,,,9
202111050SAC,,,,,,11/5/2021 22:00,,,,,,,,,,2.0,,,,,,8,,,,,,,,2.0,,,0.0,,,9
202111050TOR,,,,,,11/5/2021 19:30,,,,,,,,,,2.0,,,,,,9,,,,,,,,2.0,,,0.0,,,9
202111050WAS,,,,,,11/5/2021 19:00,,,,,,,,,,2.0,,,,,,8,,,,,,,,2.0,,,0.0,,,8
202111060CHI,,,,,,11/6/2021 20:00,,,,,,,,,,3.0,,,,,,8,,,,,,,,2.0,,,1.0,,,9
202111060DAL,,,,,,11/6/2021 20:30,,,,,,,,,,3.0,,,,,,8,,,,,,,,2.0,,,0.0,,,9
202111060DEN,,,,,,11/6/2021 17:00,,,,,,,,,,3.0,,,,,,8,,,,,,,,2.0,,,0.0,,,8
202111060MIA,,,,,,11/6/2021 19:30,,,,,,,,,,2.0,,,,,,8,,,,,,,,2.0,,,0.0,,,8
202111060PHO,,,,,,11/6/2021 22:00,,,,,,,,,,2.0,,,,,,7,,,,,,,,2.0,,,0.0,,,9
202111060POR,,,,,,11/6/2021 22:30,,,,,,,,,,1.0,,,,,,9,,,,,,,,2.0,,,0.0,,,9
202111070GSW,,,,,,11/7/2021 20:30,,,,,,,,,,2.0,,,,,,8,,,,,,,,1.0,,,0.0,,,9
202111070LAC,,,,,,11/7/2021 21:00,,,,,,,,,,2.0,,,,,,8,,,,,,,,2.0,,,0.0,,,10
202111070NYK,,,,,,11/7/2021 18:00,,,,,,,,,,2.0,,,,,,9,,,,,,,,2.0,,,0.0,,,10
202111070OKC,,,,,,11/7/2021 19:00,,,,,,,,,,3.0,,,,,,8,,,,,,,,2.0,,,0.0,,,9
202111070ORL,,,,,,11/7/2021 18:00,,,,,,,,,,2.0,,,,,,10,,,,,,,,1.0,,,0.0,,,9
202111070SAC,,,,,,11/7/2021 18:00,,,,,,,,,,2.0,,,,,,9,,,,,,,,2.0,,,0.0,,,10
202111070TOR,,,,,,11/7/2021 15:30,,,,,,,,,,2.0,,,,,,10,,,,,,,,2.0,,,0.0,,,9
202111070WAS,,,,,,11/7/2021 18:00,,,,,,,,,,2.0,,,,,,9,,,,,,,,2.0,,,0.0,,,9
202111080CHI,,,,,,11/8/2021 20:00,,,,,,,,,,2.0,,,,,,9,,,,,,,,1.0,,,0.0,,,10
202111080DAL,,,,,,11/8/2021 20:30,,,,,,,,,,2.0,,,,,,9,,,,,,,,3.0,,,0.0,,,10
202111080DEN,,,,,,11/8/2021 21:00,,,,,,,,,,2.0,,,,,,9,,,,,,,,2.0,,,0.0,,,9
202111080GSW,,,,,,11/8/2021 22:00,,,,,,,,,,1.0,,,,,,9,,,,,,,,2.0,,,0.0,,,10
202111080LAL,,,,,,11/8/2021 22:30,,,,,,,,,,2.0,,,,,,10,,,,,,,,1.0,,,0.0,,,11
202111080MEM,,,,,,11/8/2021 20:00,,,,,,,,,,3.0,,,,,,9,,,,,,,,3.0,,,0.0,,,8
202111080PHI,,,,,,11/8/2021 19:00,,,,,,,,,,2.0,,,,,,10,,,,,,,,1.0,,,1.0,,,10
202111080SAC,,,,,,11/8/2021 22:00,,,,,,,,,,1.0,,,,,,10,,,,,,,,2.0,,,0.0,,,8
202111090LAC,,,,,,11/9/2021 22:00,,,,,,,,,,2.0,,,,,,9,,,,,,,,3.0,,,1.0,,,10
202111090PHI,,,,,,11/9/2021 19:30,,,,,,,,,,1.0,,,,,,11,,,,,,,,2.0,,,0.0,,,10
202111090UTA,,,,,,11/9/2021 21:00,,,,,,,,,,2.0,,,,,,10,,,,,,,,1.0,,,0.0,,,11
202111100BOS,,,,,,11/10/2021 19:30,,,,,,,,,,4.0,,,,,,10,,,,,,,,3.0,,,1.0,,,11
202111100CHI,,,,,,11/10/2021 20:00,,,,,,,,,,2.0,,,,,,10,,,,,,,,2.0,,,0.0,,,10
202111100CLE,,,,,,11/10/2021 19:00,,,,,,,,,,3.0,,,,,,11,,,,,,,,3.0,,,0.0,,,10
202111100DEN,,,,,,11/10/2021 21:00,,,,,,,,,,2.0,,,,,,10,,,,,,,,3.0,,,0.0,,,11
202111100GSW,,,,,,11/10/2021 22:00,,,,,,,,,,2.0,,,,,,10,,,,,,,,2.0,,,0.0,,,9
202111100HOU,,,,,,11/10/2021 19:30,,,,,,,,,,3.0,,,,,,10,,,,,,,,5.0,,,0.0,,,9
202111100LAL,,,,,,11/10/2021 22:00,,,,,,,,,,2.0,,,,,,11,,,,,,,,2.0,,,0.0,,,10
202111100MEM,,,,,,11/10/2021 20:00,,,,,,,,,,2.0,,,,,,10,,,,,,,,2.0,,,0.0,,,12
202111100NOP,,,,,,11/10/2021 20:00,,,,,,,,,,2.0,,,,,,11,,,,,,,,3.0,,,0.0,,,9
202111100NYK,,,,,,11/10/2021 19:30,,,,,,,,,,2.0,,,,,,11,,,,,,,,1.0,,,0.0,,,11
202111100ORL,,,,,,11/10/2021 19:00,,,,,,,,,,3.0,,,,,,11,,,,,,,,2.0,,,0.0,,,11
202111100PHO,,,,,,11/10/2021 21:00,,,,,,,,,,2.0,,,,,,9,,,,,,,,1.0,,,1.0,,,11
202111100SAS,,,,,,11/10/2021 20:30,,,,,,,,,,3.0,,,,,,10,,,,,,,,2.0,,,0.0,,,11
202111110LAC,,,,,,11/11/2021 22:30,,,,,,,,,,2.0,,,,,,10,,,,,,,,1.0,,,0.0,,,11
202111110PHI,,,,,,11/11/2021 19:00,,,,,,,,,,2.0,,,,,,12,,,,,,,,1.0,,,0.0,,,12
202111110UTA,,,,,,11/11/2021 21:00,,,,,,,,,,2.0,,,,,,11,,,,,,,,1.0,,,0.0,,,12
202111120BOS,,,,,,11/12/2021 19:30,,,,,,,,,,2.0,,,,,,11,,,,,,,,2.0,,,0.0,,,12
202111120CHO,,,,,,11/12/2021 19:00,,,,,,,,,,2.0,,,,,,13,,,,,,,,2.0,,,0.0,,,12
202111120CLE,,,,,,11/12/2021 19:30,,,,,,,,,,2.0,,,,,,12,,,,,,,,2.0,,,0.0,,,10
202111120DEN,,,,,,11/12/2021 21:00,,,,,,,,,,2.0,,,,,,11,,,,,,,,3.0,,,0.0,,,12
202111120GSW,,,,,,11/12/2021 22:00,,,,,,,,,,2.0,,,,,,11,,,,,,,,2.0,,,0.0,,,11
202111120HOU,,,,,,11/12/2021 20:00,,,,,,,,,,2.0,,,,,,11,,,,,,,,2.0,,,0.0,,,12
202111120LAL,,,,,,11/12/2021 22:30,,,,,,,,,,2.0,,,,,,12,,,,,,,,2.0,,,0.0,,,10
202111120MEM,,,,,,11/12/2021 20:00,,,,,,,,,,2.0,,,,,,11,,,,,,,,2.0,,,0.0,,,10
202111120NOP,,,,,,11/12/2021 20:00,,,,,,,,,,2.0,,,,,,12,,,,,,,,2.0,,,0.0,,,12
202111120OKC,,,,,,11/12/2021 20:00,,,,,,,,,,2.0,,,,,,10,,,,,,,,2.0,,,0.0,,,12
202111120SAS,,,,,,11/12/2021 20:30,,,,,,,,,,2.0,,,,,,11,,,,,,,,2.0,,,2.0,,,11
202111130CLE,,,,,,11/13/2021 20:00,,,,,,,,,,1.0,,,,,,13,,,,,,,,1.0,,,0.0,,,12
202111130IND,,,,,,11/13/2021 19:00,,,,,,,,,,2.0,,,,,,13,,,,,,,,2.0,,,0.0,,,13
202111130LAC,,,,,,11/13/2021 22:30,,,,,,,,,,2.0,,,,,,11,,,,,,,,1.0,,,0.0,,,11
202111130NOP,,,,,,11/13/2021 19:00,,,,,,,,,,1.0,,,,,,13,,,,,,,,1.0,,,0.0,,,12
202111130ORL,,,,,,11/13/2021 19:00,,,,,,,,,,3.0,,,,,,12,,,,,,,,3.0,,,0.0,,,11
202111130TOR,,,,,,11/13/2021 19:30,,,,,,,,,,2.0,,,,,,13,,,,,,,,1.0,,,0.0,,,11
202111130UTA,,,,,,11/13/2021 17:00,,,,,,,,,,2.0,,,,,,12,,,,,,,,2.0,,,1.0,,,12
202111140ATL,,,,,,11/14/2021 18:00,,,,,,,,,,2.0,,,,,,13,,,,,,,,2.0,,,0.0,,,13
202111140CHO,,,,,,11/14/2021 19:00,,,,,,,,,,2.0,,,,,,14,,,,,,,,2.0,,,1.0,,,12
202111140DEN,,,,,,11/14/2021 20:00,,,,,,,,,,2.0,,,,,,12,,,,,,,,2.0,,,0.0,,,13
202111140HOU,,,,,,11/14/2021 19:00,,,,,,,,,,2.0,,,,,,12,,,,,,,,2.0,,,1.0,,,11
202111140LAC,,,,,,11/14/2021 21:30,,,,,,,,,,1.0,,,,,,12,,,,,,,,2.0,,,0.0,,,12
202111140LAL,,,,,,11/14/2021 15:30,,,,,,,,,,2.0,,,,,,13,,,,,,,,2.0,,,0.0,,,12
202111140OKC,,,,,,11/14/2021 19:00,,,,,,,,,,2.0,,,,,,11,,,,,,,,2.0,,,0.0,,,13
202111150ATL,,,,,,11/15/2021 19:30,,,,,,,,,,1.0,,,,,,14,,,,,,,,2.0,,,0.0,,,13
202111150CLE,,,,,,11/15/2021 19:00,,,,,,,,,,2.0,,,,,,14,,,,,,,,2.0,,,0.0,,,13
202111150DAL,,,,,,11/15/2021 20:00,,,,,,,,,,3.0,,,,,,12,,,,,,,,1.0,,,1.0,,,13
202111150DET,,,,,,11/15/2021 19:00,,,,,,,,,,2.0,,,,,,12,,,,,,,,3.0,,,0.0,,,13
202111150LAL,,,,,,11/15/2021 22:30,,,,,,,,,,1.0,,,,,,14,,,,,,,,1.0,,,0.0,,,13
202111150MEM,,,,,,11/15/2021 20:00,,,,,,,,,,2.0,,,,,,13,,,,,,,,1.0,,,0.0,,,13
202111150MIN,,,,,,11/15/2021 20:00,,,,,,,,,,2.0,,,,,,12,,,,,,,,1.0,,,0.0,,,12
202111150NYK,,,,,,11/15/2021 19:30,,,,,,,,,,3.0,,,,,,13,,,,,,,,2.0,,,1.0,,,14
202111150OKC,,,,,,11/15/2021 20:00,,,,,,,,,,1.0,,,,,,12,,,,,,,,2.0,,,0.0,,,13
202111150POR,,,,,,11/15/2021 22:00,,,,,,,,,,1.0,,,,,,14,,,,,,,,2.0,,,0.0,,,14
202111150WAS,,,,,,11/15/2021 19:00,,,,,,,,,,2.0,,,,,,12,,,,,,,,2.0,,,0.0,,,14
202111160BRK,,,,,,11/16/2021 19:30,,,,,,,,,,2.0,,,,,,14,,,,,,,,2.0,,,0.0,,,13
202111160LAC,,,,,,11/16/2021 22:30,,,,,,,,,,2.0,,,,,,13,,,,,,,,2.0,,,0.0,,,13
202111160UTA,,,,,,11/16/2021 22:00,,,,,,,,,,3.0,,,,,,13,,,,,,,,3.0,,,0.0,,,14
202111170ATL,,,,,,11/17/2021 19:30,,,,,,,,,,2.0,,,,,,15,,,,,,,,2.0,,,0.0,,,14
202111170BRK,,,,,,11/17/2021 19:30,,,,,,,,,,1.0,,,,,,15,,,,,,,,2.0,,,0.0,,,15
202111170CHO,,,,,,11/17/2021 19:00,,,,,,,,,,3.0,,,,,,15,,,,,,,,2.0,,,0.0,,,13
202111170DET,,,,,,11/17/2021 19:00,,,,,,,,,,2.0,,,,,,13,,,,,,,,2.0,,,0.0,,,15
202111170MIA,,,,,,11/17/2021 19:30,,,,,,,,,,2.0,,,,,,14,,,,,,,,2.0,,,0.0,,,15
202111170MIL,,,,,,11/17/2021 19:30,,,,,,,,,,3.0,,,,,,14,,,,,,,,2.0,,,0.0,,,15
202111170MIN,,,,,,11/17/2021 20:00,,,,,,,,,,2.0,,,,,,13,,,,,,,,2.0,,,0.0,,,14
202111170NYK,,,,,,11/17/2021 19:30,,,,,,,,,,2.0,,,,,,14,,,,,,,,2.0,,,1.0,,,14
202111170OKC,,,,,,11/17/2021 20:00,,,,,,,,,,2.0,,,,,,13,,,,,,,,2.0,,,1.0,,,14
202111170PHO,,,,,,11/17/2021 22:00,,,,,,,,,,2.0,,,,,,13,,,,,,,,2.0,,,0.0,,,13
202111170POR,,,,,,11/17/2021 22:00,,,,,,,,,,2.0,,,,,,15,,,,,,,,2.0,,,0.0,,,14
202111180CLE,,,,,,11/18/2021 19:30,,,,,,,,,,1.0,,,,,,16,,,,,,,,2.0,,,0.0,,,14
202111180DEN,,,,,,11/18/2021 21:00,,,,,,,,,,3.0,,,,,,14,,,,,,,,2.0,,,0.0,,,15
202111180MEM,,,,,,11/18/2021 20:00,,,,,,,,,,3.0,,,,,,14,,,,,,,,2.0,,,0.0,,,14
202111180MIA,,,,,,11/18/2021 19:30,,,,,,,,,,1.0,,,,,,15,,,,,,,,1.0,,,0.0,,,14
202111180MIN,,,,,,11/18/2021 20:00,,,,,,,,,,1.0,,,,,,14,,,,,,,,2.0,,,0.0,,,14
202111180UTA,,,,,,11/18/2021 21:00,,,,,,,,,,2.0,,,,,,14,,,,,,,,3.0,,,0.0,,,15
202111190BOS,,,,,,11/19/2021 19:30,,,,,,,,,,2.0,,,,,,15,,,,,,,,2.0,,,0.0,,,16
202111190BRK,,,,,,11/19/2021 19:30,,,,,,,,,,2.0,,,,,,16,,,,,,,,2.0,,,0.0,,,15
202111190CHO,,,,,,11/19/2021 19:00,,,,,,,,,,2.0,,,,,,16,,,,,,,,2.0,,,0.0,,,16
202111190DEN,,,,,,11/19/2021 21:00,,,,,,,,,,1.0,,,,,,15,,,,,,,,2.0,,,0.0,,,15
202111190DET,,,,,,11/19/2021 19:00,,,,,,,,,,2.0,,,,,,14,,,,,,,,1.0,,,0.0,,,15
202111190MIL,,,,,,11/19/2021 20:00,,,,,,,,,,2.0,,,,,,15,,,,,,,,2.0,,,0.0,,,14
202111190NOP,,,,,,11/19/2021 20:00,,,,,,,,,,2.0,,,,,,16,,,,,,,,1.0,,,0.0,,,15
202111190PHO,,,,,,11/19/2021 22:00,,,,,,,,,,2.0,,,,,,14,,,,,,,,2.0,,,0.0,,,14
202111190SAC,,,,,,11/19/2021 22:00,,,,,,,,,,2.0,,,,,,15,,,,,,,,1.0,,,0.0,,,16
202111200ATL,,,,,,11/20/2021 19:30,,,,,,,,,,3.0,,,,,,16,,,,,,,,1.0,,,0.0,,,17
202111200BOS,,,,,,11/20/2021 19:30,,,,,,,,,,1.0,,,,,,16,,,,,,,,1.0,,,0.0,,,15
202111200IND,,,,,,11/20/2021 19:00,,,,,,,,,,1.0,,,,,,17,,,,,,,,1.0,,,0.0,,,17
202111200MIL,,,,,,11/20/2021 20:00,,,,,,,,,,1.0,,,,,,16,,,,,,,,1.0,,,0.0,,,16
202111200MIN,,,,,,11/20/2021 20:00,,,,,,,,,,2.0,,,,,,15,,,,,,,,2.0,,,1.0,,,15
202111200NYK,,,,,,11/20/2021 17:00,,,,,,,,,,3.0,,,,,,15,,,,,,,,3.0,,,0.0,,,15
202111200POR,,,,,,11/20/2021 22:00,,,,,,,,,,3.0,,,,,,16,,,,,,,,2.0,,,1.0,,,16
202111200SAC,,,,,,11/20/2021 22:00,,,,,,,,,,1.0,,,,,,16,,,,,,,,2.0,,,2.0,,,15
202111200WAS,,,,,,11/20/2021 19:00,,,,,,,,,,2.0,,,,,,15,,,,,,,,2.0,,,1.0,,,16
202111210CHI,,,,,,11/21/2021 20:00,,,,,,,,,,2.0,,,,,,16,,,,,,,,1.0,,,1.0,,,16
202111210DET,,,,,,11/21/2021 18:00,,,,,,,,,,2.0,,,,,,15,,,,,,,,2.0,,,0.0,,,17
202111210GSW,,,,,,11/21/2021 20:30,,,,,,,,,,2.0,,,,,,16,,,,,,,,2.0,,,0.0,,,17
202111210LAC,,,,,,11/21/2021 15:30,,,,,,,,,,2.0,,,,,,16,,,,,,,,2.0,,,0.0,,,15
202111210PHO,,,,,,11/21/2021 20:00,,,,,,,,,,2.0,,,,,,15,,,,,,,,2.0,,,1.0,,,16
202111220ATL,,,,,,11/22/2021 19:30,,,,,,,,,,2.0,,,,,,17,,,,,,,,2.0,,,0.0,,,16
202111220BOS,,,,,,11/22/2021 19:30,,,,,,,,,,2.0,,,,,,17,,,,,,,,2.0,,,0.0,,,16
202111220CHI,,,,,,11/22/2021 20:00,,,,,,,,,,1.0,,,,,,17,,,,,,,,2.0,,,0.0,,,18
202111220CLE,,,,,,11/22/2021 19:00,,,,,,,,,,4.0,,,,,,17,,,,,,,,3.0,,,1.0,,,17
202111220MIL,,,,,,11/22/2021 20:00,,,,,,,,,,2.0,,,,,,17,,,,,,,,2.0,,,0.0,,,17
202111220NOP,,,,,,11/22/2021 20:00,,,,,,,,,,2.0,,,,,,18,,,,,,,,2.0,,,1.0,,,16
202111220SAC,,,,,,11/22/2021 22:00,,,,,,,,,,2.0,,,,,,17,,,,,,,,2.0,,,0.0,,,17
202111220SAS,,,,,,11/22/2021 20:30,,,,,,,,,,4.0,,,,,,15,,,,,,,,1.0,,,0.0,,,16
202111220UTA,,,,,,11/22/2021 21:00,,,,,,,,,,2.0,,,,,,16,,,,,,,,2.0,,,0.0,,,16
202111220WAS,,,,,,11/22/2021 19:00,,,,,,,,,,2.0,,,,,,16,,,,,,,,2.0,,,1.0,,,18
202111230DET,,,,,,11/23/2021 19:00,,,,,,,,,,2.0,,,,,,16,,,,,,,,3.0,,,0.0,,,17
202111230LAC,,,,,,11/23/2021 22:30,,,,,,,,,,2.0,,,,,,17,,,,,,,,2.0,,,0.0,,,16
202111230NYK,,,,,,11/23/2021 19:30,,,,,,,,,,2.0,,,,,,17,,,,,,,,2.0,,,0.0,,,18
202111230POR,,,,,,11/23/2021 22:00,,,,,,,,,,3.0,,,,,,17,,,,,,,,2.0,,,1.0,,,17
202111240BOS,,,,,,11/24/2021 19:30,,,,,,,,,,2.0,,,,,,18,,,,,,,,2.0,,,0.0,,,18
202111240CLE,,,,,,11/24/2021 19:00,,,,,,,,,,2.0,,,,,,18,,,,,,,,2.0,,,1.0,,,17
202111240GSW,,,,,,11/24/2021 22:00,,,,,,,,,,3.0,,,,,,17,,,,,,,,2.0,,,0.0,,,18
202111240HOU,,,,,,11/24/2021 20:00,,,,,,,,,,2.0,,,,,,17,,,,,,,,2.0,,,0.0,,,18
202111240IND,,,,,,11/24/2021 19:00,,,,,,,,,,2.0,,,,,,19,,,,,,,,1.0,,,0.0,,,19
202111240MEM,,,,,,11/24/2021 20:00,,,,,,,,,,2.0,,,,,,17,,,,,,,,3.0,,,0.0,,,18
202111240MIL,,,,,,11/24/2021 20:00,,,,,,,,,,2.0,,,,,,18,,,,,,,,1.0,,,0.0,,,17
202111240MIN,,,,,,11/24/2021 20:00,,,,,,,,,,2.0,,,,,,17,,,,,,,,1.0,,,0.0,,,18
202111240NOP,,,,,,11/24/2021 20:00,,,,,,,,,,2.0,,,,,,19,,,,,,,,2.0,,,1.0,,,17
202111240OKC,,,,,,11/24/2021 20:00,,,,,,,,,,2.0,,,,,,17,,,,,,,,2.0,,,1.0,,,17
202111240ORL,,,,,,11/24/2021 19:00,,,,,,,,,,2.0,,,,,,18,,,,,,,,2.0,,,1.0,,,19
202111240SAC,,,,,,11/24/2021 22:00,,,,,,,,,,2.0,,,,,,18,,,,,,,,1.0,,,0.0,,,18
202111240SAS,,,,,,11/24/2021 20:30,,,,,,,,,,2.0,,,,,,16,,,,,,,,2.0,,,0.0,,,18
202111260CHO,,,,,,11/26/2021 19:00,,,,,,,,,,2.0,,,,,,20,,,,,,,,2.0,,,0.0,,,18
202111260DEN,,,,,,11/26/2021 21:00,,,,,,,,,,3.0,,,,,,18,,,,,,,,2.0,,,0.0,,,19
202111260GSW,,,,,,11/26/2021 22:00,,,,,,,,,,2.0,,,,,,18,,,,,,,,2.0,,,0.0,,,19
202111260IND,,,,,,11/26/2021 20:00,,,,,,,,,,2.0,,,,,,20,,,,,,,,2.0,,,2.0,,,19
202111260LAC,,,,,,11/26/2021 15:30,,,,,,,,,,3.0,,,,,,18,,,,,,,,2.0,,,0.0,,,18
202111260LAL,,,,,,11/26/2021 22:30,,,,,,,,,,2.0,,,,,,20,,,,,,,,2.0,,,0.0,,,19
202111260MEM,,,,,,11/26/2021 20:00,,,,,,,,,,2.0,,,,,,18,,,,,,,,2.0,,,0.0,,,19
202111260NYK,,,,,,11/26/2021 19:00,,,,,,,,,,3.0,,,,,,18,,,,,,,,2.0,,,0.0,,,18
202111260OKC,,,,,,11/26/2021 20:00,,,,,,,,,,2.0,,,,,,18,,,,,,,,2.0,,,0.0,,,18
202111260ORL,,,,,,11/26/2021 19:00,,,,,,,,,,2.0,,,,,,19,,,,,,,,2.0,,,0.0,,,19
202111260SAS,,,,,,11/26/2021 20:30,,,,,,,,,,2.0,,,,,,17,,,,,,,,2.0,,,0.0,,,19
202111260UTA,,,,,,11/26/2021 21:00,,,,,,,,,,2.0,,,,,,18,,,,,,,,2.0,,,0.0,,,20
202111270ATL,,,,,,11/27/2021 19:30,,,,,,,,,,1.0,,,,,,20,,,,,,,,1.0,,,0.0,,,19
202111270BRK,,,,,,11/27/2021 19:30,,,,,,,,,,3.0,,,,,,19,,,,,,,,1.0,,,0.0,,,19
202111270CHI,,,,,,11/27/2021 20:00,,,,,,,,,,1.0,,,,,,20,,,,,,,,3.0,,,0.0,,,19
202111270CLE,,,,,,11/27/2021 20:00,,,,,,,,,,3.0,,,,,,19,,,,,,,,1.0,,,0.0,,,20
202111270DAL,,,,,,11/27/2021 20:30,,,,,,,,,,4.0,,,,,,17,,,,,,,,1.0,,,0.0,,,19
202111270HOU,,,,,,11/27/2021 20:00,,,,,,,,,,3.0,,,,,,18,,,,,,,,1.0,,,0.0,,,21
202111270PHI,,,,,,11/27/2021 18:00,,,,,,,,,,3.0,,,,,,19,,,,,,,,1.0,,,0.0,,,19
202111270UTA,,,,,,11/27/2021 21:00,,,,,,,,,,1.0,,,,,,19,,,,,,,,1.0,,,1.0,,,21
202111280IND,,,,,,11/28/2021 17:00,,,,,,,,,,2.0,,,,,,21,,,,,,,,2.0,,,1.0,,,20
202111280LAC,,,,,,11/28/2021 15:30,,,,,,,,,,2.0,,,,,,19,,,,,,,,2.0,,,1.0,,,19
202111280LAL,,,,,,11/28/2021 21:30,,,,,,,,,,2.0,,,,,,21,,,,,,,,2.0,,,0.0,,,19
202111280MEM,,,,,,11/28/2021 18:00,,,,,,,,,,2.0,,,,,,19,,,,,,,,2.0,,,0.0,,,20
202111280TOR,,,,,,11/28/2021 18:00,,,,,,,,,,2.0,,,,,,20,,,,,,,,2.0,,,1.0,,,20
202111290CHI,,,,,,11/29/2021 20:00,,,,,,,,,,2.0,,,,,,21,,,,,,,,2.0,,,0.0,,,22
202111290DAL,,,,,,11/29/2021 20:30,,,,,,,,,,2.0,,,,,,18,,,,,,,,2.0,,,0.0,,,20
202111290HOU,,,,,,11/29/2021 20:00,,,,,,,,,,2.0,,,,,,19,,,,,,,,3.0,,,1.0,,,19
202111290LAC,,,,,,11/29/2021 22:30,,,,,,,,,,1.0,,,,,,20,,,,,,,,2.0,,,1.0,,,22
202111290MIA,,,,,,11/29/2021 19:30,,,,,,,,,,2.0,,,,,,20,,,,,,,,3.0,,,1.0,,,19
202111290MIN,,,,,,11/29/2021 20:00,,,,,,,,,,2.0,,,,,,20,,,,,,,,1.0,,,0.0,,,22
202111290PHI,,,,,,11/29/2021 19:00,,,,,,,,,,2.0,,,,,,20,,,,,,,,2.0,,,0.0,,,21
202111290SAS,,,,,,11/29/2021 20:30,,,,,,,,,,3.0,,,,,,18,,,,,,,,2.0,,,0.0,,,20
202111290UTA,,,,,,11/29/2021 21:00,,,,,,,,,,2.0,,,,,,20,,,,,,,,3.0,,,0.0,,,20
202111300BRK,,,,,,11/30/2021 19:30,,,,,,,,,,3.0,,,,,,20,,,,,,,,3.0,,,0.0,,,20
202111300PHO,,,,,,11/30/2021 22:00,,,,,,,,,,3.0,,,,,,20,,,,,,,,2.0,,,0.0,,,20
202111300POR,,,,,,11/30/2021 22:00,,,,,,,,,,1.0,,,,,,21,,,,,,,,2.0,,,0.0,,,20
202111300SAC,,,,,,11/30/2021 22:00,,,,,,,,,,2.0,,,,,,21,,,,,,,,2.0,,,0.0,,,22
202111300TOR,,,,,,11/30/2021 19:30,,,,,,,,,,2.0,,,,,,21,,,,,,,,2.0,,,0.0,,,20
202112010BOS,,,,,,12/1/2021 19:30,,,,,,,,,,3.0,,,,,,21,,,,,,,,2.0,,,0.0,,,21
202112010IND,,,,,,12/1/2021 19:00,,,,,,,,,,2.0,,,,,,23,,,,,,,,4.0,,,0.0,,,21
202112010LAC,,,,,,12/1/2021 22:30,,,,,,,,,,2.0,,,,,,21,,,,,,,,1.0,,,0.0,,,22
202112010MIA,,,,,,12/1/2021 19:30,,,,,,,,,,2.0,,,,,,21,,,,,,,,2.0,,,0.0,,,21
202112010MIL,,,,,,12/1/2021 20:00,,,,,,,,,,3.0,,,,,,21,,,,,,,,2.0,,,0.0,,,23
202112010NOP,,,,,,12/1/2021 20:00,,,,,,,,,,2.0,,,,,,23,,,,,,,,2.0,,,1.0,,,19
202112010OKC,,,,,,12/1/2021 20:00,,,,,,,,,,2.0,,,,,,20,,,,,,,,2.0,,,2.0,,,20
202112010ORL,,,,,,12/1/2021 19:00,,,,,,,,,,2.0,,,,,,22,,,,,,,,2.0,,,0.0,,,20
202112010WAS,,,,,,12/1/2021 19:00,,,,,,,,,,2.0,,,,,,21,,,,,,,,2.0,,,0.0,,,21
202112020MEM,,,,,,12/2/2021 20:00,,,,,,,,,,2.0,,,,,,21,,,,,,,,1.0,,,0.0,,,21
202112020NYK,,,,,,12/2/2021 19:30,,,,,,,,,,2.0,,,,,,21,,,,,,,,3.0,,,1.0,,,22
202112020PHO,,,,,,12/2/2021 21:00,,,,,,,,,,2.0,,,,,,21,,,,,,,,2.0,,,0.0,,,21
202112020POR,,,,,,12/2/2021 22:00,,,,,,,,,,2.0,,,,,,22,,,,,,,,3.0,,,0.0,,,19
