,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,away,away,away
teamData,winner,teamHome,teamAway,location,rivalry,datetime,endtime,neutral,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,salary,avgSalary,numberOfGamesPlayed,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,salary,avgSalary,numberOfGamesPlayed
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202112020TOR,,,,,,12/2/2021 19:30,,,,,,,,,,2.0,,,,,,22,,,,,,,,1.0,,,0.0,,,22
202112030ATL,,,,,,12/3/2021 19:30,,,,,,,,,,2.0,,,,,,22,,,,,,,,2.0,,,1.0,,,22
202112030BRK,,,,,,12/3/2021 19:30,,,,,,,,,,3.0,,,,,,21,,,,,,,,2.0,,,0.0,,,22
202112030DAL,,,,,,12/3/2021 20:30,,,,,,,,,,2.0,,,,,,20,,,,,,,,2.0,,,0.0,,,24
202112030GSW,,,,,,12/3/2021 22:00,,,,,,,,,,3.0,,,,,,21,,,,,,,,1.0,,,1.0,,,22
202112030HOU,,,,,,12/3/2021 20:00,,,,,,,,,,2.0,,,,,,21,,,,,,,,2.0,,,0.0,,,23
202112030IND,,,,,,12/3/2021 19:00,,,,,,,,,,2.0,,,,,,24,,,,,,,,2.0,,,0.0,,,22
202112030LAL,,,,,,12/3/2021 22:00,,,,,,,,,,3.0,,,,,,23,,,,,,,,2.0,,,0.0,,,22
202112030UTA,,,,,,12/3/2021 21:00,,,,,,,,,,4.0,,,,,,21,,,,,,,,2.0,,,0.0,,,22
202112030WAS,,,,,,12/3/2021 19:00,,,,,,,,,,2.0,,,,,,22,,,,,,,,2.0,,,0.0,,,22
202112040BRK,,,,,,12/4/2021 20:00,,,,,,,,,,1.0,,,,,,22,,,,,,,,2.0,,,1.0,,,23
202112040DAL,,,,,,12/4/2021 20:30,,,,,,,,,,1.0,,,,,,21,,,,,,,,2.0,,,0.0,,,22
202112040GSW,,,,,,12/4/2021 20:30,,,,,,,,,,1.0,,,,,,22,,,,,,,,2.0,,,0.0,,,20
202112040MIL,,,,,,12/4/2021 20:00,,,,,,,,,,2.0,,,,,,23,,,,,,,,1.0,,,1.0,,,23
202112040NYK,,,,,,12/4/2021 13:00,,,,,,,,,,2.0,,,,,,22,,,,,,,,3.0,,,0.0,,,21
202112040POR,,,,,,12/4/2021 22:00,,,,,,,,,,2.0,,,,,,23,,,,,,,,1.0,,,0.0,,,23
202112040SAC,,,,,,12/4/2021 22:00,,,,,,,,,,3.0,,,,,,23,,,,,,,,1.0,,,0.0,,,23
202112050ATL,,,,,,12/5/2021 18:00,,,,,,,,,,2.0,,,,,,23,,,,,,,,4.0,,,0.0,,,24
202112050CLE,,,,,,12/5/2021 15:30,,,,,,,,,,2.0,,,,,,23,,,,,,,,2.0,,,0.0,,,22
202112050HOU,,,,,,12/5/2021 19:00,,,,,,,,,,2.0,,,,,,22,,,,,,,,2.0,,,0.0,,,25
202112050TOR,,,,,,12/5/2021 18:00,,,,,,,,,,3.0,,,,,,23,,,,,,,,2.0,,,1.0,,,23
202112060CHI,,,,,,12/6/2021 20:00,,,,,,,,,,2.0,,,,,,24,,,,,,,,2.0,,,0.0,,,22
202112060CHO,,,,,,12/6/2021 19:00,,,,,,,,,,1.0,,,,,,25,,,,,,,,3.0,,,0.0,,,23
202112060DET,,,,,,12/6/2021 19:00,,,,,,,,,,4.0,,,,,,22,,,,,,,,4.0,,,0.0,,,22
202112060GSW,,,,,,12/6/2021 22:00,,,,,,,,,,2.0,,,,,,23,,,,,,,,3.0,,,0.0,,,24
202112060IND,,,,,,12/6/2021 19:00,,,,,,,,,,3.0,,,,,,25,,,,,,,,1.0,,,1.0,,,24
202112060MIA,,,,,,12/6/2021 19:30,,,,,,,,,,2.0,,,,,,24,,,,,,,,2.0,,,0.0,,,23
202112060MIL,,,,,,12/6/2021 20:00,,,,,,,,,,2.0,,,,,,24,,,,,,,,1.0,,,0.0,,,24
202112060MIN,,,,,,12/6/2021 20:00,,,,,,,,,,3.0,,,,,,23,,,,,,,,1.0,,,0.0,,,24
202112060PHO,,,,,,12/6/2021 21:00,,,,,,,,,,3.0,,,,,,23,,,,,,,,2.0,,,0.0,,,21
202112060POR,,,,,,12/6/2021 22:00,,,,,,,,,,2.0,,,,,,24,,,,,,,,2.0,,,2.0,,,24
202112070DAL,,,,,,12/7/2021 19:30,,,,,,,,,,3.0,,,,,,22,,,,,,,,3.0,,,0.0,,,23
202112070LAL,,,,,,12/7/2021 22:00,,,,,,,,,,4.0,,,,,,24,,,,,,,,3.0,,,1.0,,,24
202112070SAS,,,,,,12/7/2021 20:30,,,,,,,,,,1.0,,,,,,22,,,,,,,,3.0,,,0.0,,,23
202112080CHO,,,,,,12/8/2021 19:00,,,,,,,,,,2.0,,,,,,26,,,,,,,,2.0,,,1.0,,,24
202112080CLE,,,,,,12/8/2021 19:00,,,,,,,,,,2.0,,,,,,25,,,,,,,,2.0,,,0.0,,,25
202112080DET,,,,,,12/8/2021 19:00,,,,,,,,,,2.0,,,,,,23,,,,,,,,2.0,,,0.0,,,25
202112080GSW,,,,,,12/8/2021 22:00,,,,,,,,,,2.0,,,,,,24,,,,,,,,2.0,,,0.0,,,25
202112080HOU,,,,,,12/8/2021 20:00,,,,,,,,,,3.0,,,,,,23,,,,,,,,1.0,,,0.0,,,24
202112080IND,,,,,,12/8/2021 19:00,,,,,,,,,,2.0,,,,,,26,,,,,,,,1.0,,,1.0,,,24
202112080LAC,,,,,,12/8/2021 22:30,,,,,,,,,,2.0,,,,,,25,,,,,,,,1.0,,,0.0,,,25
202112080MEM,,,,,,12/8/2021 20:00,,,,,,,,,,2.0,,,,,,24,,,,,,,,1.0,,,0.0,,,23
202112080MIA,,,,,,12/8/2021 19:30,,,,,,,,,,2.0,,,,,,25,,,,,,,,2.0,,,1.0,,,25
202112080MIN,,,,,,12/8/2021 20:00,,,,,,,,,,2.0,,,,,,24,,,,,,,,3.0,,,0.0,,,23
202112080NOP,,,,,,12/8/2021 20:00,,,,,,,,,,3.0,,,,,,26,,,,,,,,2.0,,,0.0,,,23
202112080SAC,,,,,,12/8/2021 22:00,,,,,,,,,,4.0,,,,,,24,,,,,,,,2.0,,,0.0,,,25
202112080TOR,,,,,,12/8/2021 19:30,,,,,,,,,,3.0,,,,,,24,,,,,,,,2.0,,,0.0,,,23
202112090MEM,,,,,,12/9/2021 20:00,,,,,,,,,,1.0,,,,,,25,,,,,,,,2.0,,,1.0,,,25
202112090PHI,,,,,,12/9/2021 19:00,,,,,,,,,,1.0,,,,,,25,,,,,,,,1.0,,,1.0,,,24
202112090SAS,,,,,,12/9/2021 20:30,,,,,,,,,,2.0,,,,,,23,,,,,,,,1.0,,,1.0,,,24
202112100ATL,,,,,,12/10/2021 19:30,,,,,,,,,,4.0,,,,,,25,,,,,,,,2.0,,,1.0,,,25
202112100CHO,,,,,,12/10/2021 19:00,,,,,,,,,,2.0,,,,,,27,,,,,,,,2.0,,,1.0,,,25
202112100HOU,,,,,,12/10/2021 20:00,,,,,,,,,,2.0,,,,,,24,,,,,,,,2.0,,,0.0,,,26
202112100IND,,,,,,12/10/2021 19:00,,,,,,,,,,2.0,,,,,,27,,,,,,,,2.0,,,0.0,,,24
202112100MIN,,,,,,12/10/2021 20:00,,,,,,,,,,2.0,,,,,,25,,,,,,,,2.0,,,0.0,,,26
202112100NOP,,,,,,12/10/2021 20:00,,,,,,,,,,2.0,,,,,,27,,,,,,,,2.0,,,0.0,,,24
202112100OKC,,,,,,12/10/2021 20:00,,,,,,,,,,2.0,,,,,,24,,,,,,,,1.0,,,0.0,,,26
202112100PHO,,,,,,12/10/2021 22:00,,,,,,,,,,4.0,,,,,,24,,,,,,,,2.0,,,0.0,,,26
202112100TOR,,,,,,12/10/2021 19:30,,,,,,,,,,2.0,,,,,,25,,,,,,,,2.0,,,0.0,,,25
202112110CLE,,,,,,12/11/2021 20:00,,,,,,,,,,1.0,,,,,,27,,,,,,,,1.0,,,0.0,,,26
202112110LAC,,,,,,12/11/2021 15:30,,,,,,,,,,3.0,,,,,,26,,,,,,,,3.0,,,0.0,,,26
202112110MEM,,,,,,12/11/2021 20:00,,,,,,,,,,2.0,,,,,,26,,,,,,,,1.0,,,0.0,,,25
202112110MIA,,,,,,12/11/2021 20:00,,,,,,,,,,3.0,,,,,,26,,,,,,,,3.0,,,0.0,,,26
202112110PHI,,,,,,12/11/2021 20:30,,,,,,,,,,2.0,,,,,,26,,,,,,,,3.0,,,1.0,,,25
202112110SAS,,,,,,12/11/2021 20:30,,,,,,,,,,2.0,,,,,,24,,,,,,,,2.0,,,1.0,,,25
202112110WAS,,,,,,12/11/2021 19:00,,,,,,,,,,3.0,,,,,,26,,,,,,,,2.0,,,0.0,,,25
202112120DET,,,,,,12/12/2021 18:00,,,,,,,,,,2.0,,,,,,25,,,,,,,,2.0,,,2.0,,,26
202112120LAL,,,,,,12/12/2021 21:30,,,,,,,,,,2.0,,,,,,27,,,,,,,,1.0,,,0.0,,,27
202112120NYK,,,,,,12/12/2021 12:00,,,,,,,,,,2.0,,,,,,26,,,,,,,,2.0,,,1.0,,,27
202112120OKC,,,,,,12/12/2021 19:00,,,,,,,,,,2.0,,,,,,25,,,,,,,,2.0,,,0.0,,,25
202112120POR,,,,,,12/12/2021 21:00,,,,,,,,,,4.0,,,,,,26,,,,,,,,2.0,,,0.0,,,26
202112120SAS,,,,,,12/12/2021 19:00,,,,,,,,,,1.0,,,,,,25,,,,,,,,2.0,,,0.0,,,28
202112130ATL,,,,,,12/13/2021 19:30,,,,,,,,,,3.0,,,,,,26,,,,,,,,2.0,,,0.0,,,26
202112130BOS,,,,,,12/13/2021 19:30,,,,,,,,,,3.0,,,,,,27,,,,,,,,1.0,,,0.0,,,28
202112130CLE,,,,,,12/13/2021 19:00,,,,,,,,,,2.0,,,,,,28,,,,,,,,2.0,,,0.0,,,27
202112130DAL,,,,,,12/13/2021 20:30,,,,,,,,,,1.0,,,,,,26,,,,,,,,3.0,,,0.0,,,28
202112130DEN,,,,,,12/13/2021 21:00,,,,,,,,,,2.0,,,,,,26,,,,,,,,2.0,,,0.0,,,27
202112130IND,,,,,,12/13/2021 19:00,,,,,,,,,,3.0,,,,,,28,,,,,,,,2.0,,,0.0,,,26
202112130LAC,,,,,,12/13/2021 22:30,,,,,,,,,,2.0,,,,,,27,,,,,,,,3.0,,,0.0,,,25
202112130MEM,,,,,,12/13/2021 20:00,,,,,,,,,,2.0,,,,,,27,,,,,,,,2.0,,,0.0,,,27
202112130TOR,,,,,,12/13/2021 19:00,,,,,,,,,,3.0,,,,,,26,,,,,,,,2.0,,,0.0,,,27
202112140BRK,,,,,,12/14/2021 19:30,,,,,,,,,,2.0,,,,,,27,,,,,,,,1.0,,,0.0,,,27
202112140NYK,,,,,,12/14/2021 19:30,,,,,,,,,,2.0,,,,,,27,,,,,,,,1.0,,,0.0,,,27
202112140POR,,,,,,12/14/2021 22:00,,,,,,,,,,2.0,,,,,,27,,,,,,,,1.0,,,1.0,,,26
202112150CLE,,,,,,12/15/2021 19:00,,,,,,,,,,2.0,,,,,,29,,,,,,,,2.0,,,0.0,,,27
202112150DAL,,,,,,12/15/2021 19:30,,,,,,,,,,2.0,,,,,,27,,,,,,,,3.0,,,0.0,,,28
202112150DEN,,,,,,12/15/2021 21:00,,,,,,,,,,2.0,,,,,,27,,,,,,,,3.0,,,0.0,,,27
202112150MIL,,,,,,12/15/2021 20:00,,,,,,,,,,2.0,,,,,,29,,,,,,,,2.0,,,0.0,,,29
202112150OKC,,,,,,12/15/2021 20:00,,,,,,,,,,3.0,,,,,,26,,,,,,,,3.0,,,0.0,,,29
202112150ORL,,,,,,12/15/2021 19:00,,,,,,,,,,3.0,,,,,,28,,,,,,,,2.0,,,1.0,,,27
202112150PHI,,,,,,12/15/2021 19:00,,,,,,,,,,2.0,,,,,,28,,,,,,,,2.0,,,0.0,,,28
202112150POR,,,,,,12/15/2021 22:00,,,,,,,,,,1.0,,,,,,28,,,,,,,,2.0,,,0.0,,,28
202112150SAC,,,,,,12/15/2021 22:00,,,,,,,,,,2.0,,,,,,28,,,,,,,,2.0,,,0.0,,,28
202112150SAS,,,,,,12/15/2021 20:30,,,,,,,,,,3.0,,,,,,26,,,,,,,,2.0,,,0.0,,,29
202112150UTA,,,,,,12/15/2021 22:00,,,,,,,,,,4.0,,,,,,26,,,,,,,,2.0,,,0.0,,,28
202112160BRK,,,,,,12/16/2021 19:30,,,,,,,,,,2.0,,,,,,28,,,,,,,,1.0,,,0.0,,,29
202112160HOU,,,,,,12/16/2021 20:00,,,,,,,,,,1.0,,,,,,28,,,,,,,,2.0,,,1.0,,,28
202112160IND,,,,,,12/16/2021 19:00,,,,,,,,,,1.0,,,,,,30,,,,,,,,4.0,,,1.0,,,26
202112160PHO,,,,,,12/16/2021 21:00,,,,,,,,,,2.0,,,,,,27,,,,,,,,1.0,,,0.0,,,29
202112170ATL,,,,,,12/17/2021 19:30,,,,,,,,,,2.0,,,,,,28,,,,,,,,2.0,,,1.0,,,28
202112170BOS,,,,,,12/17/2021 19:30,,,,,,,,,,4.0,,,,,,28,,,,,,,,3.0,,,0.0,,,28
202112170MIN,,,,,,12/17/2021 22:00,,,,,,,,,,2.0,,,,,,28,,,,,,,,2.0,,,0.0,,,29
202112170NOP,,,,,,12/17/2021 20:00,,,,,,,,,,2.0,,,,,,30,,,,,,,,2.0,,,0.0,,,30
202112170ORL,,,,,,12/17/2021 19:00,,,,,,,,,,2.0,,,,,,29,,,,,,,,2.0,,,1.0,,,29
202112170POR,,,,,,12/17/2021 22:00,,,,,,,,,,2.0,,,,,,29,,,,,,,,2.0,,,1.0,,,30
202112170SAC,,,,,,12/17/2021 22:00,,,,,,,,,,2.0,,,,,,29,,,,,,,,2.0,,,1.0,,,29
202112170UTA,,,,,,12/17/2021 21:00,,,,,,,,,,2.0,,,,,,27,,,,,,,,2.0,,,0.0,,,27
202112180BOS,,,,,,12/18/2021 19:00,,,,,,,,,,1.0,,,,,,29,,,,,,,,2.0,,,1.0,,,29
202112180BRK,,,,,,12/18/2021 19:30,,,,,,,,,,2.0,,,,,,29,,,,,,,,1.0,,,0.0,,,30
202112180DET,,,,,,12/18/2021 12:00,,,,,,,,,,2.0,,,,,,27,,,,,,,,2.0,,,0.0,,,29
202112180MIL,,,,,,12/18/2021 21:00,,,,,,,,,,1.0,,,,,,31,,,,,,,,3.0,,,0.0,,,30
202112180OKC,,,,,,12/18/2021 20:00,,,,,,,,,,3.0,,,,,,27,,,,,,,,3.0,,,1.0,,,29
202112180TOR,,,,,,12/18/2021 19:30,,,,,,,,,,4.0,,,,,,28,,,,,,,,1.0,,,1.0,,,29
202112180UTA,,,,,,12/18/2021 21:00,,,,,,,,,,1.0,,,,,,28,,,,,,,,2.0,,,0.0,,,30
202112190CHI,,,,,,12/19/2021 20:00,,,,,,,,,,8.0,,,,,,27,,,,,,,,2.0,,,0.0,,,30
202112190DET,,,,,,12/19/2021 18:00,,,,,,,,,,1.0,,,,,,28,,,,,,,,2.0,,,1.0,,,30
202112190MEM,,,,,,12/19/2021 18:00,,,,,,,,,,2.0,,,,,,30,,,,,,,,2.0,,,1.0,,,30
202112190MIN,,,,,,12/19/2021 20:00,,,,,,,,,,2.0,,,,,,29,,,,,,,,4.0,,,0.0,,,28
202112190PHO,,,,,,12/19/2021 20:00,,,,,,,,,,3.0,,,,,,28,,,,,,,,2.0,,,0.0,,,31
202112190SAC,,,,,,12/19/2021 18:00,,,,,,,,,,2.0,,,,,,30,,,,,,,,2.0,,,1.0,,,28
202112200BOS,,,,,,12/20/2021 19:30,,,,,,,,,,2.0,,,,,,30,,,,,,,,4.0,,,0.0,,,30
202112200CHI,,,,,,12/20/2021 20:00,,,,,,,,,,1.0,,,,,,28,,,,,,,,2.0,,,1.0,,,30
202112200GSW,,,,,,12/20/2021 22:00,,,,,,,,,,2.0,,,,,,30,,,,,,,,1.0,,,0.0,,,31
202112200LAC,,,,,,12/20/2021 22:30,,,,,,,,,,2.0,,,,,,30,,,,,,,,1.0,,,0.0,,,29
202112200MEM,,,,,,12/20/2021 20:00,,,,,,,,,,1.0,,,,,,31,,,,,,,,2.0,,,0.0,,,28
202112200UTA,,,,,,12/20/2021 21:00,,,,,,,,,,2.0,,,,,,29,,,,,,,,1.0,,,0.0,,,32
202112210DAL,,,,,,12/21/2021 20:30,,,,,,,,,,2.0,,,,,,29,,,,,,,,2.0,,,1.0,,,30
202112210LAL,,,,,,12/21/2021 22:00,,,,,,,,,,2.0,,,,,,31,,,,,,,,2.0,,,1.0,,,29
202112210MIA,,,,,,12/21/2021 19:30,,,,,,,,,,2.0,,,,,,31,,,,,,,,5.0,,,1.0,,,31
202112210NOP,,,,,,12/21/2021 20:00,,,,,,,,,,4.0,,,,,,31,,,,,,,,2.0,,,0.0,,,31
202112210NYK,,,,,,12/21/2021 19:30,,,,,,,,,,3.0,,,,,,30,,,,,,,,2.0,,,0.0,,,29
202112220ATL,,,,,,12/22/2021 19:30,,,,,,,,,,5.0,,,,,,29,,,,,,,,4.0,,,0.0,,,31
202112220BOS,,,,,,12/22/2021 19:30,,,,,,,,,,2.0,,,,,,31,,,,,,,,4.0,,,1.0,,,31
202112220MIL,,,,,,12/22/2021 20:00,,,,,,,,,,4.0,,,,,,32,,,,,,,,2.0,,,0.0,,,31
202112220OKC,,,,,,12/22/2021 20:00,,,,,,,,,,2.0,,,,,,29,,,,,,,,5.0,,,0.0,,,29
202112220SAC,,,,,,12/22/2021 22:00,,,,,,,,,,2.0,,,,,,32,,,,,,,,2.0,,,0.0,,,31
202112230DAL,,,,,,12/23/2021 20:30,,,,,,,,,,2.0,,,,,,30,,,,,,,,1.0,,,0.0,,,33
202112230DEN,,,,,,12/23/2021 21:00,,,,,,,,,,1.0,,,,,,30,,,,,,,,3.0,,,0.0,,,33
202112230GSW,,,,,,12/23/2021 22:00,,,,,,,,,,3.0,,,,,,31,,,,,,,,3.0,,,1.0,,,32
202112230IND,,,,,,12/23/2021 19:00,,,,,,,,,,2.0,,,,,,32,,,,,,,,1.0,,,0.0,,,32
202112230LAL,,,,,,12/23/2021 22:30,,,,,,,,,,2.0,,,,,,32,,,,,,,,3.0,,,0.0,,,30
202112230MIA,,,,,,12/23/2021 19:30,,,,,,,,,,2.0,,,,,,32,,,,,,,,2.0,,,1.0,,,30
202112230NYK,,,,,,12/23/2021 19:30,,,,,,,,,,2.0,,,,,,31,,,,,,,,5.0,,,0.0,,,31
202112230ORL,,,,,,12/23/2021 19:00,,,,,,,,,,1.0,,,,,,32,,,,,,,,2.0,,,0.0,,,32
202112230PHI,,,,,,12/23/2021 19:00,,,,,,,,,,3.0,,,,,,31,,,,,,,,1.0,,,0.0,,,30
202112230PHO,,,,,,12/23/2021 21:00,,,,,,,,,,2.0,,,,,,30,,,,,,,,1.0,,,0.0,,,30
202112230UTA,,,,,,12/23/2021 21:00,,,,,,,,,,3.0,,,,,,30,,,,,,,,2.0,,,0.0,,,31
202112250LAL,,,,,,12/25/2021 20:00,,,,,,,,,,2.0,,,,,,33,,,,,,,,7.0,,,0.0,,,30
202112250MIL,,,,,,12/25/2021 14:30,,,,,,,,,,2.0,,,,,,34,,,,,,,,3.0,,,2.0,,,32
202112250NYK,,,,,,12/25/2021 12:00,,,,,,,,,,2.0,,,,,,32,,,,,,,,2.0,,,0.0,,,31
202112250PHO,,,,,,12/25/2021 17:00,,,,,,,,,,2.0,,,,,,31,,,,,,,,2.0,,,1.0,,,32
202112250UTA,,,,,,12/25/2021 22:30,,,,,,,,,,2.0,,,,,,31,,,,,,,,2.0,,,0.0,,,31
202112260CHI,,,,,,12/26/2021 20:00,,,,,,,,,,6.0,,,,,,29,,,,,,,,3.0,,,1.0,,,33
202112260CLE,,,,,,12/26/2021 18:00,,,,,,,,,,4.0,,,,,,32,,,,,,,,8.0,,,0.0,,,29
202112260LAC,,,,,,12/26/2021 21:00,,,,,,,,,,4.0,,,,,,32,,,,,,,,3.0,,,0.0,,,31
202112260MIA,,,,,,12/26/2021 15:30,,,,,,,,,,3.0,,,,,,33,,,,,,,,3.0,,,0.0,,,33
202112260OKC,,,,,,12/26/2021 19:00,,,,,,,,,,3.0,,,,,,31,,,,,,,,3.0,,,1.0,,,33
202112260SAC,,,,,,12/26/2021 18:00,,,,,,,,,,4.0,,,,,,33,,,,,,,,3.0,,,2.0,,,33
202112260SAS,,,,,,12/26/2021 19:00,,,,,,,,,,3.0,,,,,,31,,,,,,,,3.0,,,0.0,,,31
202112260WAS,,,,,,12/26/2021 18:00,,,,,,,,,,3.0,,,,,,32,,,,,,,,3.0,,,0.0,,,32
202112270ATL,,,,,,12/27/2021 19:30,,,,,,,,,,2.0,,,,,,32,,,,,,,,1.0,,,0.0,,,30
202112270CHO,,,,,,12/27/2021 19:00,,,,,,,,,,4.0,,,,,,34,,,,,,,,4.0,,,1.0,,,33
202112270LAC,,,,,,12/27/2021 22:30,,,,,,,,,,1.0,,,,,,33,,,,,,,,2.0,,,0.0,,,31
202112270MIN,,,,,,12/27/2021 20:00,,,,,,,,,,4.0,,,,,,32,,,,,,,,2.0,,,0.0,,,33
202112270PHO,,,,,,12/27/2021 21:00,,,,,,,,,,2.0,,,,,,32,,,,,,,,1.0,,,0.0,,,34
202112270POR,,,,,,12/27/2021 22:00,,,,,,,,,,6.0,,,,,,32,,,,,,,,2.0,,,0.0,,,32
202112270SAS,,,,,,12/27/2021 20:30,,,,,,,,,,1.0,,,,,,32,,,,,,,,2.0,,,0.0,,,32
202112280GSW,,,,,,12/28/2021 22:00,,,,,,,,,,3.0,,,,,,33,,,,,,,,2.0,,,0.0,,,32
202112280HOU,,,,,,12/28/2021 20:00,,,,,,,,,,1.0,,,,,,34,,,,,,,,3.0,,,2.0,,,34
202112280MIA,,,,,,12/28/2021 19:30,,,,,,,,,,2.0,,,,,,34,,,,,,,,2.0,,,1.0,,,33
202112280MIN,,,,,,12/28/2021 20:00,,,,,,,,,,1.0,,,,,,33,,,,,,,,3.0,,,0.0,,,33
202112280NOP,,,,,,12/28/2021 20:00,,,,,,,,,,2.0,,,,,,34,,,,,,,,2.0,,,0.0,,,33
202112280ORL,,,,,,12/28/2021 19:00,,,,,,,,,,2.0,,,,,,34,,,,,,,,3.0,,,2.0,,,35
202112280SAC,,,,,,12/28/2021 22:00,,,,,,,,,,2.0,,,,,,34,,,,,,,,2.0,,,1.0,,,32
202112280TOR,,,,,,12/28/2021 19:30,,,,,,,,,,2.0,,,,,,30,,,,,,,,2.0,,,0.0,,,33
202112290BOS,,,,,,12/29/2021 19:30,,,,,,,,,,2.0,,,,,,34,,,,,,,,2.0,,,1.0,,,34
202112290CHI,,,,,,12/29/2021 20:00,,,,,,,,,,2.0,,,,,,31,,,,,,,,2.0,,,0.0,,,33
202112290DET,,,,,,12/29/2021 19:00,,,,,,,,,,3.0,,,,,,32,,,,,,,,1.0,,,1.0,,,34
202112290IND,,,,,,12/29/2021 19:00,,,,,,,,,,3.0,,,,,,34,,,,,,,,2.0,,,2.0,,,35
202112290MEM,,,,,,12/29/2021 20:00,,,,,,,,,,2.0,,,,,,35,,,,,,,,1.0,,,1.0,,,35
202112290PHO,,,,,,12/29/2021 21:00,,,,,,,,,,2.0,,,,,,33,,,,,,,,1.0,,,0.0,,,33
202112290POR,,,,,,12/29/2021 22:00,,,,,,,,,,2.0,,,,,,33,,,,,,,,2.0,,,1.0,,,33
202112290SAC,,,,,,12/29/2021 22:30,,,,,,,,,,1.0,,,,,,35,,,,,,,,2.0,,,1.0,,,33
202112300BRK,,,,,,12/30/2021 19:00,,,,,,,,,,3.0,,,,,,32,,,,,,,,2.0,,,0.0,,,34
202112300ORL,,,,,,12/30/2021 19:00,,,,,,,,,,2.0,,,,,,35,,,,,,,,2.0,,,3.0,,,36
202112300WAS,,,,,,12/30/2021 19:00,,,,,,,,,,2.0,,,,,,34,,,,,,,,2.0,,,1.0,,,34
202112310BOS,,,,,,12/31/2021 13:00,,,,,,,,,,2.0,,,,,,35,,,,,,,,2.0,,,1.0,,,34
202112310CLE,,,,,,12/31/2021 19:30,,,,,,,,,,1.0,,,,,,35,,,,,,,,2.0,,,0.0,,,34
202112310HOU,,,,,,12/31/2021 19:00,,,,,,,,,,3.0,,,,,,35,,,,,,,,3.0,,,0.0,,,35
202112310IND,,,,,,12/31/2021 15:00,,,,,,,,,,2.0,,,,,,35,,,,,,,,2.0,,,1.0,,,32
202112310LAL,,,,,,12/31/2021 22:30,,,,,,,,,,2.0,,,,,,36,,,,,,,,2.0,,,1.0,,,34
202112310MEM,,,,,,12/31/2021 20:00,,,,,,,,,,2.0,,,,,,36,,,,,,,,4.0,,,0.0,,,33
202112310OKC,,,,,,12/31/2021 20:00,,,,,,,,,,2.0,,,,,,34,,,,,,,,2.0,,,0.0,,,35
202112310SAC,,,,,,12/31/2021 18:00,,,,,,,,,,2.0,,,,,,36,,,,,,,,2.0,,,1.0,,,34
202112310TOR,,,,,,12/31/2021 19:30,,,,,,,,,,3.0,,,,,,31,,,,,,,,2.0,,,0.0,,,35
202112310UTA,,,,,,12/31/2021 21:00,,,,,,,,,,2.0,,,,,,34,,,,,,,,3.0,,,0.0,,,34
202201010BRK,,,,,,1/1/2022 19:30,,,,,,,,,,2.0,,,,,,33,,,,,,,,1.0,,,0.0,,,36
202201010DET,,,,,,1/1/2022 19:00,,,,,,,,,,3.0,,,,,,33,,,,,,,,1.0,,,1.0,,,34
202201010HOU,,,,,,1/1/2022 20:00,,,,,,,,,,1.0,,,,,,36,,,,,,,,4.0,,,1.0,,,33
202201010MIL,,,,,,1/1/2022 18:30,,,,,,,,,,2.0,,,,,,37,,,,,,,,4.0,,,1.0,,,35
202201010UTA,,,,,,1/1/2022 21:00,,,,,,,,,,1.0,,,,,,35,,,,,,,,4.0,,,0.0,,,34
202201010WAS,,,,,,1/1/2022 19:00,,,,,,,,,,2.0,,,,,,35,,,,,,,,1.0,,,0.0,,,33
202201020BOS,,,,,,1/2/2022 18:00,,,,,,,,,,2.0,,,,,,36,,,,,,,,3.0,,,0.0,,,36
202201020CHO,,,,,,1/2/2022 19:00,,,,,,,,,,4.0,,,,,,36,,,,,,,,2.0,,,1.0,,,35
202201020CLE,,,,,,1/2/2022 18:00,,,,,,,,,,2.0,,,,,,36,,,,,,,,2.0,,,0.0,,,36
202201020LAL,,,,,,1/2/2022 21:30,,,,,,,,,,2.0,,,,,,37,,,,,,,,2.0,,,2.0,,,35
202201020OKC,,,,,,1/2/2022 19:00,,,,,,,,,,2.0,,,,,,35,,,,,,,,2.0,,,1.0,,,35
202201020SAC,,,,,,1/2/2022 18:00,,,,,,,,,,2.0,,,,,,37,,,,,,,,2.0,,,0.0,,,36
202201020TOR,,,,,,1/2/2022 15:30,,,,,,,,,,2.0,,,,,,32,,,,,,,,2.0,,,0.0,,,36
202201030BRK,,,,,,1/3/2022 19:30,,,,,,,,,,2.0,,,,,,34,,,,,,,,3.0,,,0.0,,,37
202201030CHI,,,,,,1/3/2022 20:00,,,,,,,,,,2.0,,,,,,34,,,,,,,,1.0,,,0.0,,,37
202201030DAL,,,,,,1/3/2022 20:30,,,,,,,,,,1.0,,,,,,36,,,,,,,,2.0,,,1.0,,,34
202201030GSW,,,,,,1/3/2022 22:00,,,,,,,,,,2.0,,,,,,35,,,,,,,,1.0,,,0.0,,,37
202201030LAC,,,,,,1/3/2022 22:30,,,,,,,,,,2.0,,,,,,37,,,,,,,,1.0,,,0.0,,,36
