gameid,ref,att
202103270UTA,"['Brett Nansel', 'Kevin Scott', 'Aaron Smith']",5546
202103270WAS,"['James Capers Jr.', 'Lauren Holtkamp-Sterling', 'Jenna Schroeder']",0
202103280CHO,"['Curtis Blair', 'Eric Lewis', 'Andy Nagy']",3850
202103280DEN,"['Kevin Cutler', 'Marc Davis', 'Dannica Mosher']",0
202103280LAL,"['Tyler Ford', 'Jason Goldenberg', 'Tre Maddox']",0
202103280TOR,"['Marat Kogut', 'Rodney Mott', 'Haywoode Workman']",2021
202103290BOS,"['Mitchell Ervin', 'Josh Tiven', 'C.J. Washington']",2298
202103290BRK,"['Nick Buchert', 'David Guthrie', 'Brandon Schwab']",1732
202103290DET,"['John Butler', 'Brian Forte', 'Courtney Kirkland']",750
202103290GSW,"['Bennie Adams', 'Kevin Scott', 'Tom Washington']",0
202103290HOU,"['Kane Fitzgerald', 'Natalie Sago', 'Jonathan Sterling']",3319
202103290LAC,"['Tony Brothers', 'Leroy Richardson', 'Aaron Smith']",0
202103290NYK,"['Scott Foster', 'Robert Hussey', 'Karl Lane']",1981
202103290OKC,"['Brent Barnaky', 'John Goble', 'Jenna Schroeder']",0
202103290SAS,"['Derek Richardson', 'Scott Wall', 'Zach Zarba']",2876
202103290UTA,"['Ken Mauer', 'Suyash Mehta', 'Scott Twardoski']",5546
202103290WAS,"['Pat Fraher', 'Lauren Holtkamp-Sterling', 'Gediminas Petraitis']",0
202103300DEN,"['Kevin Cutler', 'Marc Davis', 'Haywoode Workman']",3574
202103300LAC,"['Matt Kallio', 'Bill Kennedy', 'Mark Lindsay']",0
202103300PHO,"['Tyler Ford', 'Jason Goldenberg', 'Tre Maddox']",3173
202103300WAS,"['Brandon Adair', 'Rodney Mott', 'Gediminas Petraitis']",0
202103310BOS,"['Ray Acosta', 'Tony Brown', 'Brian Forte']",2298
202103310BRK,"['Mitchell Ervin', 'Ben Taylor', 'C.J. Washington']",1773
202103310DET,"['Nick Buchert', 'John Conley', 'Scott Foster']",750
202103310IND,"['Lauren Holtkamp-Sterling', 'Courtney Kirkland', 'Andy Nagy']",0
202103310LAL,"['Tony Brothers', 'Suyash Mehta', 'Tom Washington']",0
202103310MEM,"['Mark Ayotte', 'David Guthrie', 'Jenna Schroeder']",2314
202103310MIN,"['Robert Hussey', 'Natalie Sago', 'Sean Wright']",0
202103310OKC,"['Brent Barnaky', 'Ken Mauer', 'Jonathan Sterling']",0
202103310PHO,"['Leroy Richardson', 'Michael Smith', 'Zach Zarba']",3459
202103310SAS,"['John Butler', 'John Goble', 'Scott Wall']",2802
202104010BRK,"['Brian Forte', 'Rodney Mott', 'Matt Myers']",1773
202104010CLE,"['Tyler Ford', 'Gediminas Petraitis', 'Haywoode Workman']",4100
202104010DET,"['Scott Foster', 'Jacyn Goble', 'Simone Jelks']",750
202104010LAC,"['Bill Kennedy', 'Mark Lindsay', 'Justin Van Duyne']",0
202104010MIA,"['Pat Fraher', 'Phenizee Ransom', 'Derek Richardson']",0
202104010NOP,"['Curtis Blair', 'Eric Dalen', 'Jason Goldenberg']",3700
202104010SAS,"['Tre Maddox', 'Danielle Scott', 'Dedric Taylor']",2949
202104020BOS,"['Ray Acosta', 'Tony Brown', 'Ashley Moyer-Gleich']",0
202104020IND,"['John Conley', 'Karl Lane', 'Ken Mauer']",0
202104020MEM,"['David Guthrie', 'Lauren Holtkamp-Sterling', 'Brandon Schwab']",2987
202104020NOP,"['Curtis Blair', 'Andy Nagy', 'Scott Wall']",3700
202104020NYK,"['Matt Boland', 'Natalie Sago', 'Ben Taylor']",1981
202104020PHO,"['John Butler', 'Michael Smith', 'Zach Zarba']",3422
202104020POR,"['J.B. DeRosa', 'Suyash Mehta', 'Sean Wright']",0
202104020SAC,"['Leroy Richardson', 'James Williams', 'Leon Wood']",0
202104020TOR,"['Nick Buchert', 'Courtney Kirkland', 'Jenna Schroeder']",3085
202104020UTA,"['Mark Ayotte', 'Marc Davis', 'Matt Kallio']",5546
202104030DET,"['Jacyn Goble', 'Simone Jelks', 'Ed Malloy']",750
202104030MIA,"['Eric Lewis', 'Dannica Mosher', 'Derek Richardson']",0
202104030PHI,"['Rodney Mott', 'Phenizee Ransom', 'Aaron Smith']",3071
202104030POR,"['J.B. DeRosa', 'Brett Nansel', 'Sean Wright']",0
202104030SAC,"['Mousa Dagher', 'Mark Lindsay', 'James Williams']",0
202104030SAS,"['Eric Dalen', 'Tre Maddox', 'Dedric Taylor']",3276
202104030UTA,"['Marc Davis', 'Matt Kallio', 'Tom Washington']",5546
202104030WAS,"['Brian Forte', 'Scott Foster', 'Robert Hussey']",0
202104040ATL,"['Courtney Kirkland', 'Evan Scott', 'Scott Twardoski']",2937
202104040BOS,"['Matt Boland', 'Nate Green', 'Ben Taylor']",0
202104040CHI,"['Curtis Blair', 'Danielle Scott', 'Leon Wood']",0
202104040DEN,"['Mark Ayotte', 'David Guthrie', 'Brandon Schwab']",3927
202104040HOU,"['John Goble', 'Marat Kogut', 'Haywoode Workman']",3268
202104040LAC,"['Michael Smith', 'Justin Van Duyne', 'Zach Zarba']",0
202104040PHI,"['Tony Brown', 'Ashley Moyer-Gleich', 'Andy Nagy']",4094
202104050BRK,"['Ray Acosta', 'Aaron Smith', 'Josh Tiven']",1773
202104050DAL,"['Eric Lewis', 'Phenizee Ransom', 'Scott Wall']",4261
202104050HOU,"['John Goble', 'Simone Jelks', 'Marat Kogut']",3093
202104050MIN,"['Kevin Cutler', 'Eric Dalen', 'Dedric Taylor']",1436
202104050OKC,"['Mark Lindsay', 'Tre Maddox', 'Suyash Mehta']",0
202104050SAS,"['Mousa Dagher', 'Jacyn Goble', 'Ed Malloy']",2482
202104050TOR,"['Brian Forte', 'Derek Richardson', 'Kevin Scott']",1620
202104060ATL,"['Tony Brown', 'Brett Nansel', 'Leon Wood']",2816
202104060BOS,"['Tony Brothers', 'Ben Taylor', 'C.J. Washington']",2298
202104060DEN,"['J.B. DeRosa', 'Matt Kallio', 'Sean Wright']",3556
202104060GSW,"['Mark Ayotte', 'Marc Davis', 'Ashley Moyer-Gleich']",0
202104060IND,"['Matt Boland', 'Nate Green', 'David Guthrie']",0
202104060LAC,"['Bennie Adams', 'Michael Smith', 'James Williams']",0
202104060MIA,"['Curtis Blair', 'Scott Twardoski', 'Haywoode Workman']",0
202104060TOR,"['Brian Forte', 'Brandon Schwab', 'Kevin Scott']",0
202104070ATL,"['Ed Malloy', 'Brett Nansel', 'Gediminas Petraitis']",2774
202104070BOS,"['Tony Brothers', 'Sean Corbin', 'Dannica Mosher']",2298
202104070BRK,"['Ray Acosta', 'James Capers Jr.', 'Kevin Cutler']",1773
202104070DEN,"['J.B. DeRosa', 'Justin Van Duyne', 'Sean Wright']",3715
202104070HOU,"['Mousa Dagher', 'Tre Maddox', 'Dedric Taylor']",3399
202104070IND,"['Danielle Scott', 'Josh Tiven', 'Scott Wall']",0
202104070OKC,"['Eric Dalen', 'Marat Kogut', 'Zach Zarba']",0
202104070ORL,"['Curtis Blair', 'Mark Lindsay', 'Derek Richardson']",3991
202104070PHO,"['Derrick Collins', 'Eric Lewis', 'Jonathan Sterling']",5110
202104080DAL,"['Ken Mauer', 'Natalie Sago', 'Haywoode Workman']",4190
202104080LAC,"['Marc Davis', 'Karl Lane', 'Ashley Moyer-Gleich']",0
202104080MIA,"['Tony Brown', 'Mitchell Ervin', 'Scott Twardoski']",0
202104080OKC,"['Eric Dalen', 'Rodney Mott', 'Leon Wood']",0
202104080SAC,"['Bennie Adams', 'Nick Buchert', 'Courtney Kirkland']",0
202104080TOR,"['Brent Barnaky', 'Phenizee Ransom', 'Ben Taylor']",0
202104080UTA,"['John Butler', 'Pat Fraher', 'Michael Smith']",5546
202104090ATL,"['Ed Malloy', 'Dannica Mosher', 'Scott Wall']",996
202104090BOS,"['Sean Corbin', 'Jenna Schroeder', 'Scott Twardoski']",2298
202104090DEN,"['Nate Green', 'Marat Kogut', 'Eric Lewis']",3750
202104090GSW,"['Derrick Collins', 'Matt Myers', 'Josh Tiven']",0
202104090LAC,"['Mark Ayotte', 'Jonathan Sterling', 'Sean Wright']",0
202104090MIL,"['Jacyn Goble', 'Evan Scott', 'James Williams']",3280
202104090NOP,"['Bill Kennedy', 'Derek Richardson', 'Dedric Taylor']",3700
202104090NYK,"['James Capers Jr.', 'Gediminas Petraitis', 'C.J. Washington']",1912
202104090ORL,"['Mousa Dagher', 'Mark Lindsay', 'Kevin Scott']",3777
202104100BRK,"['Tyler Ford', 'Jason Goldenberg', 'Zach Zarba']",1773
202104100CLE,"['Matt Boland', 'Marc Davis', 'Brett Nansel']",4148
202104100GSW,"['Derrick Collins', 'J.B. DeRosa', 'Josh Tiven']",0
202104100OKC,"['John Butler', 'Kevin Cutler', 'Ken Mauer']",0
202104100PHO,"['Nick Buchert', 'Rodney Mott', 'Natalie Sago']",5028
202104100POR,"['Courtney Kirkland', 'Karl Lane', 'Justin Van Duyne']",0
202104100UTA,"['Mitchell Ervin', 'Pat Fraher', 'Michael Smith']",5546
202104110CHO,"['Brent Barnaky', 'James Capers Jr.', 'Phenizee Ransom']",4148
202104110CLE,"['Evan Scott', 'Kevin Scott', 'Dedric Taylor']",4148
202104110DAL,"['Tony Brown', 'Mark Lindsay', 'Ashley Moyer-Gleich']",4054
202104110DEN,"['Bennie Adams', 'Marat Kogut', 'Eric Lewis']",4032
202104110LAC,"['Mark Ayotte', 'Jonathan Sterling', 'Sean Wright']",0
202104110MEM,"['Sean Corbin', 'Nate Green', 'Ed Malloy']",2341
202104110MIN,"['Jacyn Goble', 'Jenna Schroeder', 'James Williams']",1436
202104110NYK,"['Tyler Ford', 'Scott Twardoski', 'Zach Zarba']",1833
202104110ORL,"['Mousa Dagher', 'Bill Kennedy', 'Leon Wood']",3316
202104110POR,"['Courtney Kirkland', 'Karl Lane', 'Matt Myers']",0
202104120DAL,"['Brandon Adair', 'Mark Lindsay', 'Ben Taylor']",4016
202104120GSW,"['Ken Mauer', 'Derek Richardson', 'Michael Smith']",0
202104120MEM,"['Kevin Cutler', 'Mitchell Ervin', 'Nate Green']",2194
202104120NOP,"['John Butler', 'Aaron Smith', 'Josh Tiven']",3700
202104120NYK,"['Brian Forte', 'David Guthrie', 'Leroy Richardson']",1981
202104120ORL,"['Lauren Holtkamp-Sterling', 'Bill Kennedy', 'Andy Nagy']",3107
202104120PHO,"['Nick Buchert', 'Kane Fitzgerald', 'Natalie Sago']",4145
202104120UTA,"['J.B. DeRosa', 'Rodney Mott', 'Justin Van Duyne']",5546
202104130CHO,"['Bennie Adams', 'James Capers Jr.', 'Leon Wood']",3676
202104130IND,"['Tony Brown', 'Ashley Moyer-Gleich', 'Dedric Taylor']",0
202104130MIN,"['Jacyn Goble', 'Brett Nansel', 'Kevin Scott']",0
202104130PHO,"['Kane Fitzgerald', 'Karl Lane', 'Jonathan Sterling']",5024
202104130POR,"['Ray Acosta', 'Derrick Collins', 'Eric Lewis']",0
202104130TOR,"['Mousa Dagher', 'Tyler Ford', 'John Goble']",1427
202104130UTA,"['Sean Corbin', 'Gediminas Petraitis', 'Justin Van Duyne']",5546
202104140CHI,"['Simone Jelks', 'Courtney Kirkland', 'Ashley Moyer-Gleich']",0
202104140CHO,"['Brent Barnaky', 'Bill Kennedy', 'Jenna Schroeder']",2955
202104140DEN,"['Nick Buchert', 'Pat Fraher', 'Matt Myers']",4017
202104140DET,"['Tony Brothers', 'Eric Dalen', 'Leroy Richardson']",750
202104140HOU,"['Lauren Holtkamp-Sterling', 'Josh Tiven', 'C.J. Washington']",3293
202104140MEM,"['Kevin Cutler', 'Tre Maddox', 'Evan Scott']",2141
202104140MIN,"['J.B. DeRosa', 'Brett Nansel', 'Kevin Scott']",0
202104140NOP,"['Brandon Adair', 'Mitchell Ervin', 'James Williams']",3700
202104140OKC,"['Nate Green', 'Aaron Smith', 'Ben Taylor']",0
202104140PHI,"['Brian Forte', 'David Guthrie', 'Haywoode Workman']",4094
202104140SAC,"['Ken Mauer', 'Natalie Sago', 'Michael Smith']",0
202104140TOR,"['Mousa Dagher', 'John Goble', 'Mark Lindsay']",1184
202104150ATL,"['James Capers Jr.', 'Tyler Ford', 'Scott Wall']",0
202104150CLE,"['Bennie Adams', 'Leon Wood', 'Zach Zarba']",4148
202104150LAL,"['Ray Acosta', 'Scott Foster', 'Karl Lane']",1915
202104150PHO,"['Sean Corbin', 'Gediminas Petraitis', 'Justin Van Duyne']",4568
202104160BRK,"['Lauren Holtkamp-Sterling', 'Bill Kennedy', 'Tom Washington']",1773
202104160CHI,"['Eric Dalen', 'Kane Fitzgerald', 'Brian Forte']",0
202104160DAL,"['Derrick Collins', 'Jacyn Goble', 'Josh Tiven']",4246
202104160DET,"['Brett Nansel', 'Kevin Scott', 'Dedric Taylor']",750
202104160HOU,"['Brandon Adair', 'Ken Mauer', 'Aaron Smith']",3342
202104160MIN,"['Tony Brothers', 'J.B. DeRosa', 'Mitchell Ervin']",1638
202104160PHI,"['Curtis Blair', 'John Goble', 'Scott Twardoski']",4094
202104160SAS,"['Eric Lewis', 'Michael Smith', 'Jonathan Sterling']",4303
202104160TOR,"['Brent Barnaky', 'Tre Maddox', 'Haywoode Workman']",0
202104160UTA,"['Nick Buchert', 'Pat Fraher', 'Natalie Sago']",5546
202104160WAS,"['Marc Davis', 'Mark Lindsay', 'Leroy Richardson']",0
202104170BOS,"['James Capers Jr.', 'Tyler Ford', 'Scott Wall']",2298
202104170CHI,"['Eric Dalen', 'Kane Fitzgerald', 'Brian Forte']",0
202104170LAL,"['Matt Boland', 'Scott Foster', 'Karl Lane']",1710
202104170MIL,"['Bennie Adams', 'David Guthrie', 'Marat Kogut']",3280
202104170PHO,"['Ray Acosta', 'Sean Corbin', 'Gediminas Petraitis']",5078
202104170WAS,"['Ed Malloy', 'Jenna Schroeder', 'Leon Wood']",0
202104180ATL,"['Tony Brothers', 'Lauren Holtkamp-Sterling', 'Michael Smith']",0
202104180CHO,"['John Goble', 'Dedric Taylor', 'Haywoode Workman']",3880
202104180DAL,"['Mark Ayotte', 'Josh Tiven', 'Scott Twardoski']",4193
202104180LAC,"['Nick Buchert', 'Pat Fraher', 'Derek Richardson']",1734
202104180MIA,"['Derrick Collins', 'Marc Davis', 'C.J. Washington']",0
202104180NYK,"['Curtis Blair', 'J.B. DeRosa', 'Bill Kennedy']",1981
202104180ORL,"['Brent Barnaky', 'Eric Lewis', 'Leroy Richardson']",3772
202104180TOR,"['Tre Maddox', 'Jonathan Sterling', 'Tom Washington']",0
202104190BOS,"['James Capers Jr.', 'Tyler Ford', 'Andy Nagy']",0
202104190DEN,"['Sean Corbin', 'Brian Forte', 'Phenizee Ransom']",4005
202104190DET,"['Karl Lane', 'Kevin Scott', 'Scott Wall']",750
202104190IND,"['Kane Fitzgerald', 'Natalie Sago', 'Jenna Schroeder']",0
202104190LAL,"['Ray Acosta', 'Ed Malloy', 'Gediminas Petraitis']",1709
202104190MIA,"['Derrick Collins', 'Marc Davis', 'Evan Scott']",0
202104190MIL,"['Curtis Blair', 'Rodney Mott', 'Ashley Moyer-Gleich']",3280
202104190PHI,"['Brandon Adair', 'Mitchell Ervin', 'Courtney Kirkland']",4094
202104190WAS,"['John Butler', 'Eric Dalen', 'Sean Wright']",0
202104200ATL,"['Lauren Holtkamp-Sterling', 'Tre Maddox', 'C.J. Washington']",2219
202104200NOP,"['John Goble', 'Leroy Richardson', 'Dedric Taylor']",3700
202104200NYK,"['Brandon Adair', 'Mark Ayotte', 'Bill Kennedy']",1753
202104200POR,"['Matt Boland', 'Nick Buchert', 'Scott Foster']",0
202104200SAC,"['Ed Malloy', 'Derek Richardson', 'Aaron Smith']",0
202104210CLE,"['Nate Green', 'Jonathan Sterling', 'Sean Wright']",0
202104210DAL,"['Brent Barnaky', 'Marc Davis', 'Phenizee Ransom']",4043
202104210HOU,"['Derrick Collins', 'Mousa Dagher', 'Karl Lane']",3253
202104210IND,"['Curtis Blair', 'Rodney Mott', 'Haywoode Workman']",0
202104210LAC,"['Ray Acosta', 'Kevin Cutler', 'Gediminas Petraitis']",1782
202104210NYK,"['Mark Ayotte', 'Matt Myers', 'Josh Tiven']",1981
202104210PHI,"['James Capers Jr.', 'Tyler Ford', 'Jenna Schroeder']",4094
202104210POR,"['Matt Boland', 'Nick Buchert', 'Brian Forte']",0
202104210SAC,"['Sean Corbin', 'Ashley Moyer-Gleich', 'Aaron Smith']",0
202104210SAS,"['Natalie Sago', 'Ben Taylor', 'Justin Van Duyne']",4229
202104210TOR,"['Mitchell Ervin', 'Courtney Kirkland', 'Andy Nagy']",0
202104210WAS,"['Eric Dalen', 'Kane Fitzgerald', 'Evan Scott']",2133
202104220BOS,"['Brandon Adair', 'Jacyn Goble', 'Bill Kennedy']",2298
202104220CHI,"['Mitchell Ervin', 'Leroy Richardson', 'Josh Tiven']",0
202104220DAL,"['Derrick Collins', 'Ken Mauer', 'Derek Richardson']",4443
202104220MIL,"['Mark Lindsay', 'Brett Nansel', 'Kevin Scott']",3280
202104220ORL,"['Courtney Kirkland', 'Andy Nagy', 'Scott Wall']",3411
202104220SAS,"['John Goble', 'Ben Taylor', 'Justin Van Duyne']",3334
202104230ATL,"['Curtis Blair', 'Mousa Dagher', 'Rodney Mott']",2985
202104230BRK,"['Mark Ayotte', 'Brent Barnaky', 'Kane Fitzgerald']",1773
202104230CHO,"['Tony Brown', 'Eric Dalen', 'Matt Myers']",4060
202104230GSW,"['Matt Boland', 'Aaron Smith', 'Zach Zarba']",1935
202104230HOU,"['Kevin Cutler', 'Marc Davis', 'Simone Jelks']",3313
202104230OKC,"['Gediminas Petraitis', 'Phenizee Ransom', 'Sean Wright']",0
202104230POR,"['Brian Forte', 'Ed Malloy', 'Ashley Moyer-Gleich']",0
202104240DAL,"['J.B. DeRosa', 'John Goble', 'Ben Taylor']",4561
202104240DEN,"['Eric Lewis', 'Brett Nansel', 'Leon Wood']",4035
202104240IND,"['Ray Acosta', 'Nate Green', 'James Williams']",0
202104240MIA,"['Mitchell Ervin', 'Courtney Kirkland', 'Jenna Schroeder']",0
202104240MIL,"['Tony Brothers', 'Jacyn Goble', 'Mark Lindsay']",3280
202104240NOP,"['Tyler Ford', 'Ken Mauer', 'Evan Scott']",3700
202104240NYK,"['James Capers Jr.', 'Michael Smith', 'Justin Van Duyne']",1981
202104240UTA,"['Bill Kennedy', 'Derek Richardson', 'Scott Twardoski']",0
202104250ATL,"['Curtis Blair', 'Simone Jelks', 'Rodney Mott']",3010
202104250BRK,"['Brent Barnaky', 'Kevin Cutler', 'Kane Fitzgerald']",1773
202104250CHO,"['Sean Corbin', 'Eric Dalen', 'Matt Myers']",4493
202104250GSW,"['Matt Boland', 'Brian Forte', 'Zach Zarba']",3252
202104250ORL,"['Mark Ayotte', 'Marc Davis', 'Andy Nagy']",3519
202104250POR,"['Ed Malloy', 'Ashley Moyer-Gleich', 'Aaron Smith']",0
202104250WAS,"['Tony Brown', 'Mousa Dagher', 'Gediminas Petraitis']",2133
202104260DEN,"['Nate Green', 'Eric Lewis', 'Leon Wood']",3823
202104260DET,"['Ray Acosta', 'Brett Nansel', 'Ben Taylor']",750
202104260MIA,"['Pat Fraher', 'Andy Nagy', 'Tom Washington']",0
202104260MIN,"['Tony Brothers', 'Mark Lindsay', 'Danielle Scott']",1638
202104260NOP,"['John Goble', 'Jason Goldenberg', 'Marat Kogut']",3700
202104260NYK,"['Kevin Cutler', 'Justin Van Duyne', 'Sean Wright']",1981
202104260ORL,"['Marc Davis', 'Robert Hussey', 'Natalie Sago']",4099
202104260PHI,"['Ken Mauer', 'Dannica Mosher', 'Gediminas Petraitis']",4094
202104260SAC,"['Derek Richardson', 'Scott Twardoski', 'Zach Zarba']",0
202104260TOR,"['J.B. DeRosa', 'Courtney Kirkland', 'Brandon Schwab']",1626
202104260WAS,"['John Conley', 'Jacyn Goble', 'James Williams']",2133
202104270BOS,"['Eric Dalen', 'Phenizee Ransom', 'James Williams']",2298
202104270CHO,"['Mark Ayotte', 'Jonathan Sterling', 'Sean Wright']",3240
202104270GSW,"['Brian Forte', 'Ed Malloy', 'Ashley Moyer-Gleich']",3613
202104270HOU,"['Matt Boland', 'Michael Smith', 'Haywoode Workman']",3225
202104270IND,"['Brent Barnaky', 'Curtis Blair', 'Mousa Dagher']",0
202104270TOR,"['Robert Hussey', 'Karl Lane', 'Rodney Mott']",0
202104280BOS,"['J.B. DeRosa', 'Brett Nansel', 'Ben Taylor']",2298
202104280CLE,"['Marat Kogut', 'Mark Lindsay', 'Dannica Mosher']",4148
202104280DEN,"['Tony Brothers', 'Nate Green', 'Scott Twardoski']",4022
202104280MEM,"['John Goble', 'Matt Kallio', 'Tom Washington']",3427
202104280MIA,"['Ray Acosta', 'Kevin Scott', 'Dedric Taylor']",0
202104280NYK,"['John Butler', 'Kevin Cutler', 'Courtney Kirkland']",1981
202104280PHI,"['John Conley', 'Marc Davis', 'Jacyn Goble']",4094
202104280PHO,"['Derrick Collins', 'Jason Goldenberg', 'Zach Zarba']",5917
202104280SAC,"['Danielle Scott', 'Josh Tiven', 'Leon Wood']",0
202104280WAS,"['Pat Fraher', 'Matt Myers', 'Scott Wall']",2133
202104290DEN,"['Tony Brothers', 'Ashley Moyer-Gleich', 'Michael Smith']",4025
202104290DET,"['Nick Buchert', 'Mousa Dagher', 'Eric Lewis']",750
202104290HOU,"['Karl Lane', 'Ed Malloy', 'Haywoode Workman']",3232
202104290IND,"['Brandon Adair', 'Curtis Blair', 'Phenizee Ransom']",0
202104290MIN,"['Eric Dalen', 'Ken Mauer', 'Jonathan Sterling']",1638
202104290OKC,"['Mark Ayotte', 'Leroy Richardson', 'James Williams']",0
202104300BOS,"['John Butler', 'Rodney Mott', 'Scott Wall']",2298
202104300BRK,"['Ray Acosta', 'Tyler Ford', 'Pat Fraher']",1773
202104300CHI,"['Matt Boland', 'Brett Nansel', 'Sean Wright']",0
202104300CLE,"['Marc Davis', 'Jacyn Goble', 'C.J. Washington']",4148
202104300LAL,"['Derrick Collins', 'Nate Green', 'Josh Tiven']",2691
202104300MEM,"['James Capers Jr.', 'Matt Kallio', 'Scott Twardoski']",2850
202104300PHI,"['John Goble', 'Matt Myers', 'Dedric Taylor']",4094
202104300PHO,"['Jason Goldenberg', 'Leon Wood', 'Zach Zarba']",6065
202105010ATL,"['Kevin Cutler', 'Kane Fitzgerald', 'Dannica Mosher']",3053
202105010CHO,"['Curtis Blair', 'Phenizee Ransom', 'Natalie Sago']",3766
202105010CLE,"['Mousa Dagher', 'Eric Dalen', 'Ken Mauer']",4148
202105010DAL,"['Nick Buchert', 'Kevin Scott', 'Jonathan Sterling']",4351
202105010HOU,"['Brandon Adair', 'Courtney Kirkland', 'Aaron Smith']",3702
202105010LAC,"['Mark Ayotte', 'Josh Tiven', 'Justin Van Duyne']",2818
202105010MIN,"['J.B. DeRosa', 'Ashley Moyer-Gleich', 'James Williams']",1638
202105010OKC,"['Karl Lane', 'Eric Lewis', 'Haywoode Workman']",0
202105010ORL,"['Lauren Holtkamp-Sterling', 'Ed Malloy', 'Evan Scott']",3924
202105010UTA,"['Bennie Adams', 'Tony Brothers', 'Michael Smith']",6506
202105020BOS,"['Andy Nagy', 'Gediminas Petraitis', 'Sean Wright']",0
202105020CHO,"['Ed Malloy', 'Phenizee Ransom', 'Scott Twardoski']",4095
202105020DAL,"['Matt Boland', 'Rodney Mott', 'C.J. Washington']",4268
202105020HOU,"['Brandon Adair', 'Courtney Kirkland', 'Aaron Smith']",3431
202105020LAL,"['Derrick Collins', 'Jason Goldenberg', 'Zach Zarba']",2053
202105020MIL,"['Sean Corbin', 'John Goble', 'Derek Richardson']",3280
202105020OKC,"['Pat Fraher', 'Nate Green', 'Karl Lane']",0
202105020SAS,"['James Capers Jr.', 'Brett Nansel', 'Scott Wall']",3978
202105030ATL,"['Nick Buchert', 'Kane Fitzgerald', 'Lauren Holtkamp-Sterling']",3091
202105030CHI,"['Marc Davis', 'Evan Scott', 'Dedric Taylor']",0
202105030DET,"['Brent Barnaky', 'James Williams', 'Haywoode Workman']",750
202105030LAL,"['Mark Ayotte', 'Jason Goldenberg', 'Zach Zarba']",2454
202105030MEM,"['Tony Brothers', 'Leroy Richardson', 'Leon Wood']",2789
202105030NOP,"['Tyler Ford', 'Eric Lewis', 'Justin Van Duyne']",3700
202105030UTA,"['Ashley Moyer-Gleich', 'Michael Smith', 'Josh Tiven']",6506
202105030WAS,"['J.B. DeRosa', 'Ken Mauer', 'Suyash Mehta']",0
202105040CLE,"['J.B. DeRosa', 'Kevin Scott', 'Scott Twardoski']",4148
202105040DET,"['Brandon Adair', 'Mark Lindsay', 'Derek Richardson']",750
202105040LAC,"['James Capers Jr.', 'Derrick Collins', 'C.J. Washington']",1714
202105040MIA,"['Brian Forte', 'Ed Malloy', 'Suyash Mehta']",0
202105040MIL,"['John Goble', 'Scott Wall', 'Tom Washington']",3280
202105040NOP,"['Rodney Mott', 'Gediminas Petraitis', 'Jenna Schroeder']",3700
202105040OKC,"['Pat Fraher', 'Aaron Smith', 'Jonathan Sterling']",0
202105050ATL,"['Ray Acosta', 'Simone Jelks', 'Ken Mauer']",3205
202105050CLE,"['John Butler', 'Sean Corbin', 'Scott Twardoski']",4148
202105050DEN,"['Ashley Moyer-Gleich', 'Michael Smith', 'Josh Tiven']",4038
202105050HOU,"['Justin Van Duyne', 'Leon Wood', 'Zach Zarba']",3583
202105050IND,"['Brent Barnaky', 'Lauren Holtkamp-Sterling', 'James Williams']",0
202105050MIL,"['Tony Brothers', 'Evan Scott', 'Dedric Taylor']",3280
202105050MIN,"['Jacyn Goble', 'David Guthrie', 'Brett Nansel']",1436
202105050ORL,"['Nick Buchert', 'Kane Fitzgerald', 'Leroy Richardson']",0
202105050UTA,"['Tyler Ford', 'Jason Goldenberg', 'Eric Lewis']",6506
202105060CHO,"['John Goble', 'Karl Lane', 'Jenna Schroeder']",3769
202105060DAL,"['Brandon Adair', 'Brian Forte', 'Ed Malloy']",4602
202105060DET,"['Aaron Smith', 'Scott Wall', 'Tom Washington']",750
202105060GSW,"['Derrick Collins', 'Kevin Scott', 'C.J. Washington']",3621
202105060IND,"['Suyash Mehta', 'Derek Richardson', 'James Williams']",0
202105060LAC,"['James Capers Jr.', 'Mark Lindsay', 'Jonathan Sterling']",3275
202105060TOR,"['Kane Fitzgerald', 'Matt Myers', 'Gediminas Petraitis']",2494
202105070CHI,"['David Guthrie', 'Leroy Richardson', 'Michael Smith']",3399
202105070CHO,"['Brent Barnaky', 'Simone Jelks', 'Zach Zarba']",3751
202105070DAL,"['Brandon Adair', 'Pat Fraher', 'Marat Kogut']",4220
202105070MIA,"['Nick Buchert', 'Sean Corbin', 'Justin Van Duyne']",0
202105070MIL,"['Evan Scott', 'Dedric Taylor', 'Josh Tiven']",3280
202105070PHI,"['Scott Foster', 'Lauren Holtkamp-Sterling', 'Scott Twardoski']",5119
202105070PHO,"['Kevin Cutler', 'Eric Lewis', 'Brett Nansel']",8063
202105070POR,"['Ray Acosta', 'Curtis Blair', 'Rodney Mott']",0
202105070SAC,"['Derrick Collins', 'Eric Dalen', 'Ashley Moyer-Gleich']",0
202105070UTA,"['Marc Davis', 'Tyler Ford', 'Natalie Sago']",6506
202105080DEN,"['Mousa Dagher', 'Brian Forte', 'Sean Wright']",4044
202105080GSW,"['John Butler', 'Mark Lindsay', 'Kevin Scott']",4155
202105080IND,"['Derek Richardson', 'Tom Washington', 'Haywoode Workman']",0
202105080PHI,"['Matt Boland', 'Ed Malloy', 'Aaron Smith']",5119
202105080POR,"['Curtis Blair', 'James Capers Jr.', 'C.J. Washington']",1939
202105080TOR,"['Kane Fitzgerald', 'Suyash Mehta', 'Gediminas Petraitis']",0
