,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,away,away,away
202012230MIN,MIN,MIN,DET,"Target Center, Minneapolis, Minnesota",none,12/23/2020 20:00,12/23/2020 22:00,"['Mark Ayotte', 'Tyler Ford', 'Justin Van Duyne']",0,0,25,31,24,31,[],111,0,,"['okogijo01', 'townska01', 'beaslma01', 'rubiori01', 'laymaja01', 'russeda01', 'edwaran01', 'culveja01', 'reidna01', 'hernaju01', 'davised01', 'vandeja01', 'mcdanja02']","[0, 0]",0,530484405,40806492.69,0,34,23,28,16,[],101,0,,"['griffbl01', 'plumlma01', 'grantje01', 'hayeski01', 'wrighde01', 'jacksjo02', 'rosede01', 'mykhasv01', 'okafoja01', 'doumbse01', 'mcgruro01', 'beysa01', 'stewais01', 'ellinwa01', 'leesa01']","[0, 0]",0,721657425,48110495,0
202012230ORL,ORL,ORL,MIA,"Amway Center, Orlando, Florida",division,12/23/2020 19:00,12/23/2020 21:00,"['Eric Lewis', 'Brandon Schwab', 'Scott Wall']",3396,0,27,29,23,34,[],113,0,,"['vucevni01', 'fournev01', 'fultzma01', 'gordoaa01', 'bacondw01', 'rosste01', 'okekech01', 'anthoco01', 'cartemi01', 'birchkh01', 'maneka01', 'bambamo01', 'bonejo01', 'clarkga01']","[0, 0]",0,556714225,39765301.79,0,29,24,30,24,[],107,0,,"['butleji01', 'adebaba01', 'herroty01', 'robindu01', 'harklma01', 'dragigo01', 'olynyke01', 'iguodan01', 'achiupr01', 'nunnke01', 'okpalkz01', 'leoname01', 'hasleud01', 'silvach01', 'bradlav01']","[0, 0]",0,932653609,62176907.27,0
202012230PHI,PHI,PHI,WAS,"Wells Fargo Center, Philadelphia, Pennsylvania",conference,12/23/2020 19:00,12/23/2020 21:00,"['Mitchell Ervin', 'Evan Scott', 'James Williams']",0,0,30,28,15,40,[],113,0,,"['embiijo01', 'simmobe01', 'curryse01', 'harrito02', 'greenda02', 'miltosh01', 'korkmfu01', 'scottmi01', 'howardw01', 'maxeyty01', 'thybuma01', 'mathida01', 'bradlto01', 'fergute01', 'joeis01']","[0, 0]",0,851615607,56774373.8,0,26,33,24,24,[],107,0,,"['westbru01', 'bealbr01', 'avdijde01', 'bryanth01', 'bongais01', 'smithis01', 'browntr01', 'bertada01', 'lopezro01', 'netora01', 'wagnemo01', 'gillan01', 'robinje01', 'pasecan01']","[0, 0]",0,742875903,53062564.5,0
202012230PHO,PHO,PHO,DAL,"Phoenix Suns Arena, Phoenix, Arizona",conference,12/23/2020 22:30,12/24/2020 0:30,"['Eric Dalen', 'Kane Fitzgerald', 'Michael Smith']",0,0,23,30,24,29,[],106,0,,"['bridgmi01', 'bookede01', 'paulch01', 'crowdja01', 'aytonde01', 'johnsca02', 'payneca01', 'smithja04', 'carteje01', 'gallola01', 'jonesda03', 'mooreet01', 'alexaty01', 'saricda01']","[0, 0]",0,703413214,50243801,0,22,23,26,31,[],102,0,,"['richajo01', 'doncilu01', 'finnedo01', 'hardati02', 'poweldw01', 'klebima01', 'burketr01', 'brunsja01', 'johnsja01', 'caulewi01', 'greenjo02', 'marjabo01', 'iwundwe01', 'terryty01']","[0, 0]",0,461642334,32974452.43,0
202012230POR,UTA,POR,UTA,"Moda Center, Portland, Oregon",division,12/23/2020 22:00,12/24/2020 0:00,"['Mousa Dagher', 'Ken Mauer', 'Bill Spooner']",0,0,25,19,24,32,[],100,0,,"['mccolcj01', 'lillada01', 'jonesde02', 'nurkiju01', 'covinro01', 'trentga02', 'kanteen01', 'anthoca01', 'hoodro01', 'gilesha01', 'ellebcj01', 'blevike01']","[0, 0]",0,916797159,76399763.25,0,32,33,29,26,[],120,0,,"['bogdabo02', 'mitchdo01', 'conlemi01', 'goberru01', 'onealro01', 'inglejo01', 'clarkjo01', 'favorde01', 'niangge01', 'onimi01', 'azubuud01', 'hugheel01', 'morgaju01', 'harrish01']","[0, 0]",0,802622170,57330155,0
202012230TOR,NOP,TOR,NOP,"Amalie Arena, Tampa, Florida",none,12/23/2020 19:30,12/23/2020 21:30,"['Brent Barnaky', 'John Goble', 'Dannica Mosher']",3800,0,26,31,22,20,[],99,0,,"['siakapa01', 'lowryky01', 'anunoog01', 'vanvlfr01', 'baynear01', 'powelno01', 'thomama02', 'bouchch01', 'bembrde01', 'daviste02', 'flynnma01', 'johnsst04', 'watanyu01', 'watsopa01', 'lenal01']","[0, 0]",0,561625303,37441686.87,0,23,27,38,25,[],113,0,,"['ingrabr01', 'bledser01', 'adamsst01', 'willizi01', 'balllo01', 'redicjj01', 'hartjo01', 'mellini01', 'hayesja02', 'alexani01', 'thornsi01', 'marshna01', 'lewiski01', 'hernawi01']","[0, 0]",0,612462735,43747338.21,0
202012250BOS,BRK,BOS,BRK,"TD Garden, Boston, Massachusetts",division,12/25/2020 17:00,12/25/2020 19:00,"['Curtis Blair', 'Mitchell Ervin', 'Josh Tiven']",0,0,22,32,23,18,[],95,1,2,"['tatumja01', 'smartma01', 'brownja02', 'theisda01', 'thomptr01', 'pritcpa01', 'teaguje01', 'willigr01', 'ojelese01', 'nesmiaa01', 'greenja02', 'edwarca01', 'watertr01']","[1, 0]",0,466275164,35867320.31,1,26,25,35,37,[],123,1,3,"['irvinky01', 'duranke01', 'dinwisp01', 'harrijo01', 'jordade01', 'allenja01', 'shamela01', 'leverca01', 'greenje02', 'princta02', 'luwawti01', 'johnsty01', 'brownbr01', 'kurucro01', 'perryre01']","[1, 0]",0,1036727132,69115142.13,1
202012250DEN,LAC,DEN,LAC,"Ball Arena, Denver, Colorado",conference,12/25/2020 22:30,12/26/2020 0:30,"['Derrick Collins', 'Kane Fitzgerald', 'Justin Van Duyne']",0,0,26,29,24,29,[],108,-1,2,"['jokicni01', 'murraja01', 'portemi01', 'harriga01', 'millspa01', 'morrimo01', 'bartowi01', 'doziepj01', 'harteis01', 'bolbo01', 'campafa01', 'howarma02', 'cancavl01', 'nnajize01', 'hamptrj01']","[0, 1]",0,592304224,39486948.27,1,32,40,26,23,[],121,1,3,"['georgpa01', 'batumni01', 'leonaka01', 'beverpa01', 'ibakase01', 'willilo02', 'kennalu01', 'zubaciv01', 'jacksre01', 'pattepa01', 'mannte01', 'kabenmf01', 'coffeam01', 'oturuda01']","[1, 0]",0,1076434621,76888187.21,1
202012250LAL,LAL,LAL,DAL,"STAPLES Center, Los Angeles, California",conference,12/25/2020 20:00,12/25/2020 22:00,"['Brandon Adair', 'Kevin Cutler', 'Scott Foster']",0,0,33,36,30,39,[],138,-1,3,"['jamesle01', 'davisan02', 'schrode01', 'caldwke01', 'gasolma01', 'harremo01', 'kuzmaky01', 'matthwe02', 'morrima02', 'carusal01', 'hortota01', 'mckinal01', 'cookqu01', 'dudleja01']","[0, 1]",0,1236538436,88324174,1,30,27,28,30,[],115,-1,2,"['doncilu01', 'finnedo01', 'hardati02', 'richajo01', 'poweldw01', 'burketr01', 'klebima01', 'caulewi01', 'brunsja01', 'johnsja01', 'marjabo01', 'iwundwe01', 'greenjo02', 'terryty01']","[0, 1]",0,461642334,32974452.43,1
202012250MIA,MIA,MIA,NOP,"AmericanAirlines Arena, Miami, Florida",none,12/25/2020 12:00,12/25/2020 14:00,"['Brent Barnaky', 'John Goble', 'James Williams']",0,0,29,37,22,23,[],111,-1,2,"['herroty01', 'robindu01', 'adebaba01', 'leoname01', 'butleji01', 'bradlav01', 'dragigo01', 'iguodan01', 'achiupr01', 'harklma01', 'okpalkz01', 'silvach01', 'olynyke01', 'nunnke01', 'hasleud01']","[0, 1]",0,932653609,62176907.27,1,26,27,26,19,[],98,1,2,"['willizi01', 'ingrabr01', 'balllo01', 'bledser01', 'adamsst01', 'hartjo01', 'redicjj01', 'mellini01', 'hayesja02', 'thornsi01', 'marshna01', 'lewiski01', 'alexani01', 'hernawi01']","[1, 0]",0,612462735,43747338.21,1
202012250MIL,MIL,MIL,GSW,"Fiserv Forum, Milwaukee, Wisconsin",none,12/25/2020 14:30,12/25/2020 16:30,"['Mark Ayotte', 'Marc Davis', 'J.T. Orr']",0,0,33,33,34,38,[],138,-1,2,"['antetgi01', 'middlkh01', 'holidjr01', 'divindo01', 'lopezbr01', 'portibo01', 'connapa01', 'wilsodj01', 'augusdj01', 'forbebr01', 'nworajo01', 'antetth01', 'craigto01', 'merrisa01', 'adamsja01']","[0, 1]",0,819995688,54666379.2,1,25,31,20,23,[],99,-1,3,"['curryst01', 'wisemja01', 'pascher01', 'wiggian01', 'oubreke01', 'poolejo01', 'wanambr01', 'leeda03', 'muldemy01', 'chrisma01', 'toscaju01', 'looneke01', 'bazemke01']","[0, 1]",0,603299722,46407670.92,1
202012260CHI,IND,CHI,IND,"United Center, Chicago, Illinois",division,12/26/2020 20:00,12/26/2020 22:00,"['Tony Brothers', 'Andy Nagy', 'Dedric Taylor']",0,0,28,28,15,35,[],106,-1,3,"['lavinza01', 'cartewe01', 'markkla01', 'whiteco01', 'willipa01', 'satorto01', 'templga01', 'porteot01', 'valende01', 'gaffoda01', 'arcidry01', 'hutchch01', 'mokokad01', 'kornelu01', 'feliccr01']","[0, 1]",0,464854411,30990294.07,1,27,39,33,26,[],125,1,3,"['sabondo01', 'brogdma01', 'warretj01', 'turnemy01', 'oladivi01', 'holidju01', 'mcderdo01', 'mccontj01', 'holidaa01', 'martike03', 'stanlca01', 'lecquja01', 'sampsja02']","[1, 0]",0,456026678,35078975.23,1
202012260CHO,OKC,CHO,OKC,"Spectrum Center, Charlotte, North Carolina",none,12/26/2020 19:00,12/26/2020 21:00,"['David Guthrie', 'Dannica Mosher', 'Gediminas Petraitis']",0,0,28,31,16,32,[],107,-1,3,"['haywago01', 'grahade01', 'roziete01', 'biyombi01', 'washipj01', 'bridgmi02', 'martico01', 'martica02', 'ballla01', 'mcdanja01', 'careyve01', 'monkma01', 'richani01']","[0, 1]",0,457556140,35196626.15,1,26,31,23,29,[],109,0,,"['dortlu01', 'gilgesh01', 'bazleda01', 'horfoal01', 'hillge01', 'maledth01', 'diallha01', 'muscami01', 'willike04', 'pokusal01', 'halljo01', 'robyis01', 'brownmo01', 'milleda01', 'jacksju01']","[0, 0]",0,468356279,31223751.93,0
202012260DET,CLE,DET,CLE,"Little Caesars Arena, Detroit, Michigan",division,12/26/2020 19:00,12/26/2020 21:30,"['Brian Forte', 'Courtney Kirkland', 'Ashley Moyer-Gleich']",0,0,26,27,33,15,[11],119,-1,3,"['griffbl01', 'grantje01', 'wrighde01', 'plumlma01', 'hayeski01', 'rosede01', 'mykhasv01', 'jacksjo02', 'okafoja01', 'doumbse01', 'beysa01', 'sirvyde01', 'ellinwa01', 'mcgruro01', 'stewais01']","[0, 1]",0,722670229,48178015.27,1,26,33,22,20,[11],128,1,3,"['sextoco01', 'garlada01', 'drumman01', 'okorois01', 'loveke01', 'osmande01', 'nancela02', 'mcgeeja01', 'exumda01', 'stevela01', 'boldema01', 'dotsoda01', 'wadede01', 'makerth01']","[1, 0]",0,637213986,45515284.71,1
202012260MEM,ATL,MEM,ATL,"FedEx Forum, Memphis, Tennessee",none,12/26/2020 17:00,12/26/2020 19:00,"['James Capers Jr.', 'Robert Hussey', 'Michael Smith']",0,0,22,34,32,24,[],112,-1,3,"['anderky01', 'moranja01', 'brookdi01', 'allengr01', 'valanjo01', 'banede01', 'clarkbr01', 'jonesty01', 'konchjo01', 'dienggo01', 'mcderse01', 'tillmxa01']","[0, 1]",0,338564250,28213687.5,1,27,31,29,35,[],122,1,3,"['youngtr01', 'huntede01', 'reddica01', 'bogdabo01', 'collijo01', 'huertke01', 'fernabr01', 'hillso01', 'goodwbr01', 'knighna01', 'gallida01', 'mayssk01', 'rondora01']","[1, 0]",0,530246111,40788162.38,1
202012260NYK,PHI,NYK,PHI,"Madison Square Garden (IV), New York, New York",division,12/26/2020 19:30,12/26/2020 21:30,"['John Conley', 'Scott Wall', 'Zach Zarba']",0,0,27,28,14,20,[],89,-1,3,"['barrerj01', 'randlju01', 'bullore01', 'robinmi01', 'paytoel01', 'burksal01', 'knoxke01', 'smithde03', 'noelne01', 'ntilila01', 'pinsoth01', 'harpeja01', 'brazdig01']","[0, 1]",0,336099378,25853798.31,1,27,33,26,23,[],109,1,3,"['simmobe01', 'embiijo01', 'harrito02', 'curryse01', 'greenda02', 'miltosh01', 'korkmfu01', 'scottmi01', 'howardw01', 'maxeyty01', 'thybuma01', 'fergute01', 'mathida01', 'joeis01', 'bradlto01']","[1, 0]",0,851615607,56774373.8,1
202012260POR,POR,POR,HOU,"Moda Center, Portland, Oregon",conference,12/26/2020 22:00,12/27/2020 0:00,"['John Butler', 'Ken Mauer', 'Bill Spooner']",0,0,27,31,26,29,[],128,-1,3,"['mccolcj01', 'lillada01', 'covinro01', 'jonesde02', 'nurkiju01', 'anthoca01', 'kanteen01', 'hoodro01', 'simonan01', 'trentga02', 'blevike01', 'ellebcj01', 'gilesha01']","[0, 1]",0,926973097,71305622.85,1,31,37,17,28,[],126,0,,"['woodch01', 'hardeja01', 'tuckepj01', 'houseda01', 'nwabada01', 'tateja01', 'brownst02', 'thomabr01', 'cabocbr01', 'couside01', 'jonesma05', 'gordoer01', 'walljo01']","[0, 0]",0,887646301,68280484.69,0
202012260SAC,SAC,SAC,PHO,"Golden 1 Center, Sacramento, California",division,12/26/2020 22:00,12/27/2020 0:00,"['Nick Buchert', 'Bill Kennedy', 'Derek Richardson']",0,0,31,27,25,23,[],106,1,3,"['foxde01', 'hieldbu01', 'barneha02', 'holmeri01', 'baglema01', 'halibty01', 'josepco01', 'bjeline01', 'robingl02', 'whiteha01', 'jamesju01', 'woodaro01', 'guyky01', 'parkeja01', 'metuch01']","[1, 0]",0,618907204,41260480.27,1,25,29,25,24,[],103,1,3,"['bookede01', 'paulch01', 'crowdja01', 'aytonde01', 'bridgmi01', 'johnsca02', 'jonesda03', 'payneca01', 'gallola01', 'carteje01', 'smithja04', 'kaminfr01', 'alexaty01', 'saricda01', 'mooreet01']","[1, 0]",0,723708168,48247211.2,1
202012260SAS,SAS,SAS,TOR,"AT&T Center, San Antonio, Texas",none,12/26/2020 20:30,12/26/2020 22:30,"['Marat Kogut', 'Eric Lewis', 'C.J. Washington']",0,0,33,28,30,28,[],119,1,3,"['derozde01', 'murrade01', 'aldrila01', 'johnske04', 'walkelo01', 'millspa02', 'gayru01', 'poeltja01', 'vassede01', 'lylestr01', 'eubandr01', 'bateske01', 'jonestr01', 'samanlu01']","[1, 0]",0,793457396,56675528.29,1,39,19,28,28,[],114,-1,3,"['siakapa01', 'anunoog01', 'lowryky01', 'vanvlfr01', 'baynear01', 'bouchch01', 'thomama02', 'powelno01', 'bembrde01', 'flynnma01', 'lenal01', 'watanyu01', 'johnsst04', 'daviste02', 'watsopa01']","[0, 1]",0,561625303,37441686.87,1
202012260UTA,MIN,UTA,MIN,"Vivint Smart Home Arena, Salt Lake City, Utah",division,12/26/2020 21:00,12/26/2020 23:00,"['Tony Brown', 'Matt Myers', 'Leon Wood']",1932,0,27,26,26,32,[],111,1,3,"['mitchdo01', 'onealro01', 'bogdabo02', 'conlemi01', 'goberru01', 'inglejo01', 'clarkjo01', 'favorde01', 'niangge01', 'morgaju01', 'onimi01', 'harrish01', 'azubuud01', 'hugheel01']","[1, 0]",0,802622170,57330155,1,31,37,20,28,[],116,1,3,"['beaslma01', 'russeda01', 'okogijo01', 'townska01', 'laymaja01', 'rubiori01', 'edwaran01', 'culveja01', 'reidna01', 'hernaju01', 'davised01', 'vandeja01', 'mcdanja02']","[1, 0]",0,530484405,40806492.69,1
202012260WAS,ORL,WAS,ORL,"Capital One Arena, Washington, District of Columbia",division,12/26/2020 19:00,12/26/2020 21:00,"['Rodney Mott', 'Evan Scott', 'Ben Taylor']",0,0,32,27,32,29,[],120,-1,3,"['bealbr01', 'westbru01', 'bryanth01', 'bongais01', 'avdijde01', 'smithis01', 'bertada01', 'robinje01', 'lopezro01', 'browntr01', 'netora01', 'gillan01', 'wagnemo01', 'pasecan01']","[0, 1]",0,742875903,53062564.5,1,32,31,29,38,[],130,1,3,"['vucevni01', 'fultzma01', 'gordoaa01', 'fournev01', 'bacondw01', 'rosste01', 'cartemi01', 'okekech01', 'anthoco01', 'birchkh01', 'clarkga01', 'bonejo01', 'bambamo01', 'maneka01']","[1, 0]",0,556714225,39765301.79,1
202012270CHI,GSW,CHI,GSW,"United Center, Chicago, Illinois",none,12/27/2020 20:00,12/27/2020 22:00,"['Tony Brothers', 'Suyash Mehta', 'Dedric Taylor']",0,0,27,29,41,31,[],128,-2,1,"['whiteco01', 'lavinza01', 'cartewe01', 'markkla01', 'willipa01', 'satorto01', 'porteot01', 'templga01', 'hutchch01', 'gaffoda01', 'mokokad01', 'feliccr01', 'kornelu01', 'valende01', 'arcidry01']","[0, 2]",0,464854411,30990294.07,2,24,36,33,36,[],129,-2,2,"['curryst01', 'wiggian01', 'oubreke01', 'wisemja01', 'toscaju01', 'leeda03', 'pascher01', 'looneke01', 'wanambr01', 'poolejo01', 'muldemy01', 'bazemke01']","[0, 2]",0,589548147,49129012.25,2
202012270CHO,CHO,CHO,BRK,"Spectrum Center, Charlotte, North Carolina",conference,12/27/2020 19:00,12/27/2020 21:00,"['Jason Goldenberg', 'J.T. Orr', 'Sean Wright']",0,0,23,25,34,24,[],106,-2,1,"['haywago01', 'grahade01', 'washipj01', 'roziete01', 'biyombi01', 'bridgmi02', 'ballla01', 'martico01', 'martica02', 'mcdanja01', 'monkma01', 'richani01', 'careyve01']","[0, 2]",0,457556140,35196626.15,2,22,28,27,27,[],104,2,2,"['duranke01', 'irvinky01', 'harrijo01', 'jordade01', 'dinwisp01', 'leverca01', 'allenja01', 'shamela01', 'greenje02', 'luwawti01', 'princta02', 'johnsty01', 'perryre01', 'kurucro01', 'brownbr01']","[2, 0]",0,1036727132,69115142.13,2
202012270CLE,CLE,CLE,PHI,"Rocket Mortgage Fieldhouse, Cleveland, Ohio",conference,12/27/2020 19:30,12/27/2020 21:30,"['Ed Malloy', 'Natalie Sago', 'Scott Twardoski']",300,0,29,35,29,25,[],118,2,1,"['nancela02', 'sextoco01', 'garlada01', 'drumman01', 'loveke01', 'exumda01', 'osmande01', 'dotsoda01', 'mcgeeja01', 'wadede01', 'boldema01', 'makerth01', 'stevela01']","[2, 0]",0,624092346,48007103.54,2,24,26,22,22,[],94,2,1,"['simmobe01', 'harrito02', 'curryse01', 'greenda02', 'howardw01', 'miltosh01', 'maxeyty01', 'scottmi01', 'bradlto01', 'korkmfu01', 'thybuma01', 'mathida01', 'joeis01', 'fergute01', 'embiijo01']","[2, 0]",0,851615607,56774373.8,2
202012270IND,IND,IND,BOS,"Bankers Life Fieldhouse, Indianapolis, Indiana",conference,12/27/2020 20:00,12/27/2020 22:00,"['Mark Ayotte', 'Kane Fitzgerald', 'Ashley Moyer-Gleich']",0,0,19,30,39,20,[],108,2,1,"['sabondo01', 'warretj01', 'brogdma01', 'turnemy01', 'holidaa01', 'holidju01', 'mcderdo01', 'mccontj01', 'lecquja01', 'martike03', 'sampsja02', 'stanlca01']","[2, 0]",0,348149597,29012466.42,2,23,32,28,24,[],107,-1,2,"['tatumja01', 'brownja02', 'smartma01', 'thomptr01', 'theisda01', 'pritcpa01', 'willigr01', 'teaguje01', 'williro04', 'ojelese01', 'edwarca01', 'nesmiaa01', 'greenja02', 'watertr01']","[1, 1]",0,475559020,33968501.43,2
202012270LAC,DAL,LAC,DAL,"STAPLES Center, Los Angeles, California",conference,12/27/2020 15:30,12/27/2020 17:30,"['Derrick Collins', 'Marc Davis', 'Nate Green']",0,0,13,14,30,16,[],73,2,2,"['kennalu01', 'georgpa01', 'beverpa01', 'batumni01', 'ibakase01', 'mannte01', 'jacksre01', 'coffeam01', 'zubaciv01', 'kabenmf01', 'oturuda01', 'willilo02', 'pattepa01', 'leonaka01']","[2, 0]",0,1076434621,76888187.21,2,36,41,27,20,[],124,-2,2,"['richajo01', 'doncilu01', 'hardati02', 'finnedo01', 'poweldw01', 'johnsja01', 'caulewi01', 'burketr01', 'klebima01', 'brunsja01', 'iwundwe01', 'greenjo02', 'marjabo01', 'terryty01']","[0, 2]",0,461642334,32974452.43,2
202012270LAL,LAL,LAL,MIN,"STAPLES Center, Los Angeles, California",conference,12/27/2020 22:00,12/28/2020 0:00,"['Kevin Cutler', 'Mousa Dagher', 'Scott Foster']",0,0,40,27,36,24,[],127,1,2,"['kuzmaky01', 'jamesle01', 'schrode01', 'caldwke01', 'gasolma01', 'hortota01', 'harremo01', 'matthwe02', 'morrima02', 'carusal01', 'cookqu01', 'mckinal01', 'dudleja01', 'antetko01']","[1, 1]",0,1046817529,74772680.64,2,23,22,22,24,[],91,2,1,"['reidna01', 'beaslma01', 'russeda01', 'laymaja01', 'okogijo01', 'culveja01', 'edwaran01', 'rubiori01', 'mclaujo01', 'vandeja01', 'hernaju01', 'davised01', 'mcdanja02']","[2, 0]",0,418360970,32181613.08,2
