,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,away,away,away
202101130SAC,POR,SAC,POR,"Golden 1 Center, Sacramento, California",conference,1/13/2021 22:00,1/14/2021 0:00,"['Simone Jelks', 'Josh Tiven', 'Leon Wood']",0,0,43,25,37,21,[],126,1,2,"['hieldbu01', 'foxde01', 'barneha02', 'holmeri01', 'baglema01', 'halibty01', 'josepco01', 'robingl02', 'whiteha01', 'metuch01', 'woodaro01', 'parkeja01', 'jamesju01', 'bjeline01', 'ramseja01']","[5, 6]",0,621233325,41415555,11,33,32,35,32,[],132,3,2,"['mccolcj01', 'lillada01', 'covinro01', 'nurkiju01', 'jonesde02', 'trentga02', 'anthoca01', 'kanteen01', 'hoodro01', 'simonan01', 'gilesha01', 'ellebcj01', 'littlna01']","[6, 4]",1,933605497,71815807.46,10
202101140DEN,DEN,DEN,GSW,"Ball Arena, Denver, Colorado",conference,1/14/2021 22:00,1/15/2021 0:00,"['Ed Malloy', 'Ben Taylor', 'Justin Van Duyne']",0,0,37,28,25,24,[],114,-1,2,"['murraja01', 'jokicni01', 'bartowi01', 'millspa01', 'bolbo01', 'morrimo01', 'greenja01', 'doziepj01', 'campafa01', 'harteis01', 'nnajize01', 'harriga01', 'cancavl01', 'hamptrj01', 'howarma02']","[5, 6]",0,615463065,41030871,11,24,30,22,28,[],104,-1,2,"['curryst01', 'wiggian01', 'oubreke01', 'wisemja01', 'greendr01', 'pascher01', 'leeda03', 'wanambr01', 'bazemke01', 'looneke01', 'muldemy01', 'poolejo01']","[6, 5]",0,718091611,59840967.58,11
202101140PHI,PHI,PHI,MIA,"Wells Fargo Center, Philadelphia, Pennsylvania",conference,1/14/2021 19:00,1/14/2021 21:00,"['Sean Corbin', 'Scott Foster', 'Ashley Moyer-Gleich']",0,0,38,35,25,27,[],125,1,2,"['simmobe01', 'harrito02', 'maxeyty01', 'greenda02', 'embiijo01', 'miltosh01', 'howardw01', 'joeis01', 'thybuma01', 'scottmi01', 'fergute01', 'mathida01', 'reedpa01', 'bradlto01']","[8, 4]",1,809203745,57800267.5,12,30,28,20,30,[],108,-1,2,"['olynyke01', 'vincega01', 'robindu01', 'herroty01', 'achiupr01', 'strusma01', 'iguodan01', 'silvach01', 'leoname01', 'adebaba01', 'bradlav01', 'butleji01']","[4, 5]",0,646670093,53889174.42,9
202101140POR,IND,POR,IND,"Moda Center, Portland, Oregon",none,1/14/2021 22:00,1/15/2021 0:00,"['Brian Forte', 'Jenna Schroeder', 'Scott Twardoski']",0,0,26,10,35,16,[],87,4,1,"['lillada01', 'mccolcj01', 'covinro01', 'jonesde02', 'nurkiju01', 'trentga02', 'anthoca01', 'kanteen01', 'gilesha01', 'hoodro01', 'simonan01', 'ellebcj01', 'littlna01']","[7, 4]",0,933605497,71815807.46,11,26,33,25,27,[],111,1,2,"['sabondo01', 'turnemy01', 'brogdma01', 'holidju01', 'sumneed01', 'mcderdo01', 'mccontj01', 'holidaa01', 'sampsja02', 'martike03', 'stanlca01', 'lecquja01']","[7, 4]",0,298553340,24879445,11
202101140SAS,HOU,SAS,HOU,"AT&T Center, San Antonio, Texas",division,1/14/2021 19:30,1/14/2021 21:30,"['Nick Buchert', 'Marc Davis', 'Evan Scott']",0,0,27,18,34,26,[],105,1,2,"['murrade01', 'derozde01', 'johnske04', 'aldrila01', 'walkelo01', 'millspa02', 'vassede01', 'gayru01', 'poeltja01', 'jonestr01', 'lylestr01', 'samanlu01']","[6, 5]",0,785612479,65467706.58,11,30,18,27,34,[],109,-2,2,"['brownst02', 'tuckepj01', 'woodch01', 'tateja01', 'mclembe01', 'nwabada01', 'couside01', 'martike04', 'jonesma05', 'gordoer01', 'clemoch01', 'walljo01']","[3, 6]",0,628401805,52366817.08,9
202101140TOR,TOR,TOR,CHO,"Amalie Arena, Tampa, Florida",conference,1/14/2021 19:30,1/14/2021 21:30,"['Derrick Collins', 'John Goble', 'Danielle Scott']",0,0,35,36,28,12,[],111,-2,3,"['siakapa01', 'vanvlfr01', 'lowryky01', 'anunoog01', 'baynear01', 'bouchch01', 'johnsst04', 'powelno01', 'watanyu01', 'flynnma01', 'harrija01', 'bembrde01', 'watsopa01', 'daviste02', 'thomama02']","[2, 8]",0,525898951,35059930.07,10,34,28,24,22,[],108,-1,1,"['grahade01', 'roziete01', 'washipj01', 'biyombi01', 'martica02', 'bridgmi02', 'ballla01', 'monkma01', 'martico01', 'haywago01', 'mcdanja01', 'richani01', 'careyve01']","[6, 6]",0,457556140,35196626.15,12
202101150BOS,BOS,BOS,ORL,"TD Garden, Boston, Massachusetts",conference,1/15/2021 19:30,1/15/2021 21:30,"['Brent Barnaky', 'Natalie Sago', 'Kevin Scott']",0,0,34,26,28,36,[],124,4,7,"['smartma01', 'brownja02', 'willigr01', 'teaguje01', 'thomptr01', 'pritcpa01', 'greenja02', 'theisda01', 'ojelese01', 'nesmiaa01', 'watertr01', 'fallta01']","[7, 3]",0,403492922,33624410.17,10,28,20,24,25,[],97,-3,4,"['gordoaa01', 'anthoco01', 'vucevni01', 'bacondw01', 'ennisja01', 'birchkh01', 'bonejo01', 'clarkga01', 'rosste01', 'maneka01', 'bambamo01', 'fournev01']","[6, 5]",0,488077442,40673120.17,11
202101150CLE,CLE,CLE,NYK,"Rocket Mortgage Fieldhouse, Cleveland, Ohio",conference,1/15/2021 19:30,1/15/2021 21:30,"['Eric Dalen', 'Ken Mauer', 'Phenizee Ransom']",1944,0,28,29,23,26,[],106,-3,3,"['nancela02', 'okorois01', 'drumman01', 'osmande01', 'dotsoda01', 'stevela01', 'mcgeeja01', 'wadede01', 'sextoco01', 'windldy01', 'garlada01', 'boldema01']","[5, 7]",0,349288712,29107392.67,12,25,30,25,23,[],103,-4,2,"['randlju01', 'barrerj01', 'bullore01', 'robinmi01', 'paytoel01', 'quickim01', 'knoxke01', 'noelne01', 'riverau01', 'toppiob01', 'gibsota01', 'smithde03', 'brazdig01', 'harpeja01', 'pinsoth01']","[5, 7]",1,399005075,26600338.33,12
202101150LAL,LAL,LAL,NOP,"STAPLES Center, Los Angeles, California",conference,1/15/2021 22:00,1/16/2021 0:00,"['Tyler Ford', 'Jacyn Goble', 'David Guthrie']",0,0,20,37,27,28,[],112,4,2,"['davisan02', 'jamesle01', 'schrode01', 'caldwke01', 'gasolma01', 'kuzmaky01', 'harremo01', 'carusal01', 'morrima02', 'matthwe02', 'cookqu01', 'hortota01', 'mckinal01']","[10, 3]",0,1175285091,90406545.46,13,28,30,16,21,[],95,-4,2,"['ingrabr01', 'willizi01', 'adamsst01', 'hartjo01', 'alexani01', 'redicjj01', 'mellini01', 'bledser01', 'lewiski01', 'hayesja02', 'marshna01', 'gabriwe01', 'thornsi01', 'hernawi01']","[4, 6]",0,563880057,40277146.93,10
202101150MIL,MIL,MIL,DAL,"Fiserv Forum, Milwaukee, Wisconsin",none,1/15/2021 19:30,1/15/2021 21:30,"['Brandon Adair', 'Tony Brothers', 'Tom Washington']",0,0,30,25,29,28,[],112,3,2,"['middlkh01', 'holidjr01', 'lopezbr01', 'antetgi01', 'divindo01', 'connapa01', 'augusdj01', 'portibo01', 'forbebr01', 'antetth01', 'wilsodj01', 'craigto01', 'nworajo01', 'merrisa01']","[8, 4]",0,819495478,58535391.29,12,23,24,34,28,[],109,4,2,"['hardati02', 'doncilu01', 'caulewi01', 'porzikr01', 'iwundwe01', 'johnsja01', 'burketr01', 'greenjo02', 'terryty01', 'marjabo01', 'beyty01', 'hintona01']","[6, 4]",0,414381184,34531765.33,10
202101150OKC,OKC,OKC,CHI,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",none,1/15/2021 20:00,1/15/2021 22:00,"['Marat Kogut', 'Rodney Mott', 'Brett Nansel']",0,0,22,28,37,31,[],127,-2,2,"['gilgesh01', 'dortlu01', 'hillge01', 'bazleda01', 'robyis01', 'willike04', 'muscami01', 'maledth01', 'diallha01', 'pokusal01', 'halljo01', 'brownmo01', 'jacksju01', 'milleda01']","[5, 6]",0,225128047,16080574.79,11,30,38,27,23,[],125,-3,5,"['whiteco01', 'lavinza01', 'willipa01', 'markkla01', 'cartewe01', 'porteot01', 'templga01', 'valende01', 'youngth01', 'feliccr01', 'arcidry01', 'mokokad01', 'gaffoda01']","[4, 7]",0,545893835,41991833.46,11
202101150SAC,LAC,SAC,LAC,"Golden 1 Center, Sacramento, California",division,1/15/2021 22:00,1/16/2021 0:00,"['Simone Jelks', 'Josh Tiven', 'Leon Wood']",0,0,31,30,16,23,[],100,-1,2,"['barneha02', 'baglema01', 'holmeri01', 'hieldbu01', 'foxde01', 'halibty01', 'robingl02', 'metuch01', 'josepco01', 'jamesju01', 'woodaro01', 'bjeline01', 'parkeja01']","[5, 7]",0,513029845,39463834.23,12,34,35,37,32,[],138,2,2,"['georgpa01', 'leonaka01', 'batumni01', 'jacksre01', 'ibakase01', 'mannte01', 'kennalu01', 'morrima03', 'zubaciv01', 'coffeam01', 'oturuda01', 'kabenmf01', 'pattepa01', 'willilo02']","[8, 4]",0,1085633996,77545285.43,12
202101150UTA,UTA,UTA,ATL,"Vivint Smart Home Arena, Salt Lake City, Utah",none,1/15/2021 21:00,1/15/2021 23:00,"['Ed Malloy', 'Justin Van Duyne', 'James Williams']",1932,0,33,28,26,29,[],116,3,3,"['onealro01', 'mitchdo01', 'goberru01', 'conlemi01', 'bogdabo02', 'clarkjo01', 'niangge01', 'onimi01', 'favorde01', 'azubuud01', 'hugheel01', 'harrish01']","[7, 4]",0,733450546,61120878.83,11,23,23,28,18,[],92,1,4,"['huntede01', 'reddica01', 'capelca01', 'collijo01', 'youngtr01', 'hillso01', 'huertke01', 'rondora01', 'goodwbr01', 'okongon01', 'snellto01', 'fernabr01']","[5, 5]",0,423975058,35331254.83,10
202101160BRK,BRK,BRK,ORL,"Barclays Center, Brooklyn, New York",conference,1/16/2021 18:00,1/16/2021 20:00,"['Bill Kennedy', 'Phenizee Ransom', 'Derek Richardson']",0,0,29,23,32,38,[],122,2,3,"['duranke01', 'hardeja01', 'harrijo01', 'greenje02', 'jordade01', 'luwawti01', 'brownbr01', 'shamela01', 'perryre01', 'chiozch01', 'claxtni01', 'johnsty01']","[7, 6]",0,961223594,80101966.17,13,26,24,33,32,[],115,-4,1,"['vucevni01', 'gordoaa01', 'anthoco01', 'bacondw01', 'ennisja01', 'rosste01', 'birchkh01', 'clarkga01', 'bonejo01', 'bambamo01', 'maneka01', 'fournev01']","[6, 6]",0,488077442,40673120.17,12
202101160MEM,MEM,MEM,PHI,"FedEx Forum, Memphis, Tennessee",none,1/16/2021 20:00,1/16/2021 22:00,"['Courtney Kirkland', 'Andy Nagy', 'Aaron Smith']",206,0,25,35,28,18,[],106,3,3,"['moranja01', 'anderky01', 'clarkbr01', 'brookdi01', 'valanjo01', 'tillmxa01', 'allengr01', 'banede01', 'jonesty01', 'meltode01', 'tilliki02', 'dienggo01', 'konchjo01', 'mcderse01']","[5, 6]",0,361209415,25800672.5,11,26,28,22,28,[],104,2,2,"['simmobe01', 'greenda02', 'howardw01', 'harrito02', 'maxeyty01', 'miltosh01', 'thybuma01', 'joeis01', 'bradlto01', 'reedpa01', 'fergute01', 'mathida01', 'scottmi01', 'korkmfu01']","[9, 4]",0,686348349,49024882.07,13
202101160MIA,DET,MIA,DET,"AmericanAirlines Arena, Miami, Florida",conference,1/16/2021 20:00,1/16/2021 22:00,"['Tony Brown', 'Sean Corbin', 'Danielle Scott']",0,0,23,33,19,25,[],100,-2,2,"['robindu01', 'adebaba01', 'okpalkz01', 'olynyke01', 'vincega01', 'dragigo01', 'nunnke01', 'iguodan01', 'achiupr01', 'strusma01', 'silvach01', 'harklma01', 'hasleud01', 'leoname01', 'herroty01']","[4, 6]",0,689342350,45956156.67,10,29,23,38,30,[],120,-2,3,"['grantje01', 'griffbl01', 'plumlma01', 'ellinwa01', 'wrighde01', 'jacksjo02', 'rosede01', 'stewais01', 'doumbse01', 'beysa01', 'mykhasv01', 'leesa01', 'sirvyde01', 'okafoja01', 'mcgruro01']","[2, 9]",0,713279494,47551966.27,11
202101160POR,POR,POR,ATL,"Moda Center, Portland, Oregon",none,1/16/2021 22:00,1/17/2021 0:00,"['Brian Forte', 'Evan Scott', 'Scott Twardoski']",0,0,34,25,27,26,[],112,-1,2,"['lillada01', 'jonesde02', 'kanteen01', 'covinro01', 'mccolcj01', 'anthoca01', 'trentga02', 'hoodro01', 'gilesha01', 'simonan01', 'ellebcj01', 'littlna01']","[7, 5]",0,877132192,73094349.33,12,38,28,20,20,[],106,-1,1,"['youngtr01', 'capelca01', 'huertke01', 'huntede01', 'collijo01', 'hillso01', 'goodwbr01', 'snellto01', 'rondora01', 'reddica01', 'knighna01', 'okongon01', 'fernabr01', 'mayssk01']","[5, 6]",0,424009289,30286377.79,11
202101160SAS,SAS,SAS,HOU,"AT&T Center, San Antonio, Texas",division,1/16/2021 17:00,1/16/2021 19:00,"['Marc Davis', 'Karl Lane', 'Dannica Mosher']",0,0,21,29,25,28,[],103,-1,2,"['derozde01', 'murrade01', 'johnske04', 'walkelo01', 'aldrila01', 'poeltja01', 'millspa02', 'gayru01', 'vassede01', 'samanlu01', 'lylestr01', 'jonestr01']","[6, 6]",0,785612479,65467706.58,12,30,23,19,19,[],91,1,2,"['woodch01', 'mclembe01', 'tuckepj01', 'jonesma05', 'tateja01', 'nwabada01', 'kurucro01', 'martike04', 'gordoer01', 'brownst02', 'walljo01', 'couside01']","[4, 6]",1,633499513,52791626.08,10
202101160TOR,TOR,TOR,CHO,"Amalie Arena, Tampa, Florida",conference,1/16/2021 19:30,1/16/2021 21:30,"['Derrick Collins', 'John Goble', 'Suyash Mehta']",0,0,31,35,22,28,[],116,1,2,"['lowryky01', 'vanvlfr01', 'anunoog01', 'siakapa01', 'baynear01', 'bouchch01', 'powelno01', 'flynnma01', 'johnsst04', 'watanyu01', 'harrija01', 'bembrde01', 'thomama02', 'watsopa01', 'daviste02']","[3, 8]",1,525898951,35059930.07,11,27,37,23,26,[],113,-2,2,"['grahade01', 'haywago01', 'roziete01', 'washipj01', 'biyombi01', 'bridgmi02', 'ballla01', 'martica02', 'monkma01', 'martico01', 'richani01', 'careyve01', 'mcdanja01']","[6, 7]",0,457556140,35196626.15,13
202101170BOS,NYK,BOS,NYK,"TD Garden, Boston, Massachusetts",division,1/17/2021 13:00,1/17/2021 15:00,"['Brent Barnaky', 'Nate Green', 'Sean Wright']",0,0,17,18,15,25,[],75,5,2,"['brownja02', 'smartma01', 'thomptr01', 'willigr01', 'walkeke02', 'ojelese01', 'theisda01', 'greenja02', 'pritcpa01', 'teaguje01', 'nesmiaa01', 'watertr01']","[8, 3]",0,564311195,47025932.92,11,28,20,27,30,[],105,-5,2,"['randlju01', 'barrerj01', 'bullore01', 'robinmi01', 'paytoel01', 'noelne01', 'quickim01', 'toppiob01', 'riverau01', 'knoxke01', 'smithde03', 'pinsoth01', 'brazdig01', 'gibsota01', 'harpeja01']","[5, 8]",0,399005075,26600338.33,13
202101170DAL,CHI,DAL,CHI,"American Airlines Center, Dallas, Texas",none,1/17/2021 15:00,1/17/2021 17:00,"['Matt Boland', 'Ed Malloy', 'Brett Nansel']",0,0,23,29,23,26,[],101,-1,2,"['doncilu01', 'porzikr01', 'greenjo02', 'iwundwe01', 'caulewi01', 'burketr01', 'johnsja01', 'terryty01', 'marjabo01', 'hintona01', 'beyty01', 'hardati02']","[6, 5]",0,414381184,34531765.33,11,27,40,22,28,[],117,-4,2,"['markkla01', 'lavinza01', 'cartewe01', 'whiteco01', 'willipa01', 'templga01', 'porteot01', 'youngth01', 'arcidry01', 'gaffoda01', 'feliccr01', 'mokokad01', 'valende01']","[4, 8]",1,545893835,41991833.46,12
202101170DEN,UTA,DEN,UTA,"Ball Arena, Denver, Colorado",division,1/17/2021 20:00,1/17/2021 22:00,"['Tony Brothers', 'Simone Jelks', 'Leon Wood']",0,0,31,27,21,26,[],105,1,3,"['murraja01', 'jokicni01', 'bartowi01', 'harriga01', 'millspa01', 'doziepj01', 'morrimo01', 'greenja01', 'campafa01', 'harteis01', 'bolbo01', 'howarma02', 'hamptrj01', 'nnajize01', 'cancavl01']","[6, 6]",0,615463065,41030871,12,32,21,28,28,[],109,4,2,"['mitchdo01', 'onealro01', 'bogdabo02', 'goberru01', 'conlemi01', 'clarkjo01', 'favorde01', 'niangge01', 'onimi01', 'brantja01', 'azubuud01', 'harrish01']","[8, 4]",0,731118669,60926555.75,12
202101170LAC,LAC,LAC,IND,"STAPLES Center, Los Angeles, California",none,1/17/2021 22:00,1/18/2021 0:00,"['Tyler Ford', 'Jacyn Goble', 'Josh Tiven']",0,0,36,25,39,29,[],129,3,2,"['georgpa01', 'leonaka01', 'beverpa01', 'batumni01', 'zubaciv01', 'morrima03', 'kennalu01', 'pattepa01', 'jacksre01', 'mannte01', 'coffeam01', 'oturuda01', 'kabenmf01', 'willilo02']","[9, 4]",0,1011615468,72258247.71,13,26,29,20,21,[],96,2,3,"['holidju01', 'sabondo01', 'brogdma01', 'mcderdo01', 'sumneed01', 'mccontj01', 'holidaa01', 'bitadgo01', 'stanlca01', 'martike03', 'bowenbr02', 'lecquja01']","[8, 4]",0,239040092,19920007.67,12
202101170SAC,NOP,SAC,NOP,"Golden 1 Center, Sacramento, California",conference,1/17/2021 21:00,1/17/2021 23:00,"['Mitchell Ervin', 'Brian Forte', 'Jenna Schroeder']",0,0,25,33,36,29,[],123,-2,2,"['holmeri01', 'barneha02', 'foxde01', 'baglema01', 'hieldbu01', 'halibty01', 'josepco01', 'robingl02', 'metuch01', 'bjeline01', 'guyky01', 'parkeja01', 'jamesju01', 'woodaro01']","[5, 8]",0,513221705,36658693.21,13,34,33,30,31,[],128,-5,2,"['ingrabr01', 'willizi01', 'alexani01', 'adamsst01', 'bledser01', 'hartjo01', 'redicjj01', 'hayesja02', 'lewiski01', 'thornsi01', 'gabriwe01', 'hernawi01', 'mellini01', 'marshna01']","[4, 7]",0,563880057,40277146.93,11
202101180ATL,ATL,ATL,MIN,"State Farm Arena, Atlanta, Georgia",none,1/18/2021 14:30,1/18/2021 16:30,"['Karl Lane', 'Ed Malloy', 'Suyash Mehta']",0,0,29,29,20,30,[],108,-2,2,"['huertke01', 'capelca01', 'huntede01', 'collijo01', 'youngtr01', 'goodwbr01', 'hillso01', 'snellto01', 'rondora01', 'mayssk01', 'knighna01', 'okongon01', 'reddica01', 'fernabr01']","[5, 7]",0,424009289,30286377.79,12,25,26,20,26,[],97,-1,5,"['beaslma01', 'russeda01', 'vandeja01', 'reidna01', 'okogijo01', 'edwaran01', 'culveja01', 'mclaujo01', 'davised01', 'mcdanja02', 'laymaja01', 'haganas01', 'nowelja01']","[3, 8]",0,279157416,21473647.38,11
202101180BRK,BRK,BRK,MIL,"Barclays Center, Brooklyn, New York",conference,1/18/2021 19:30,1/18/2021 21:30,"['Derrick Collins', 'Marc Davis', 'J.B. DeRosa']",0,0,28,29,37,31,[],125,3,2,"['hardeja01', 'jordade01', 'greenje02', 'harrijo01', 'duranke01', 'brownbr01', 'shamela01', 'perryre01', 'luwawti01', 'claxtni01', 'chiozch01', 'johnsty01']","[8, 6]",0,961223594,80101966.17,14,34,22,33,34,[],123,4,3,"['antetgi01', 'holidjr01', 'middlkh01', 'lopezbr01', 'divindo01', 'augusdj01', 'connapa01', 'portibo01', 'forbebr01', 'antetth01', 'craigto01', 'nworajo01', 'merrisa01', 'wilsodj01']","[9, 4]",0,819495478,58535391.29,13
202101180CHI,CHI,CHI,HOU,"United Center, Chicago, Illinois",none,1/18/2021 20:00,1/18/2021 22:00,"['Brandon Adair', 'Bill Kennedy', 'Scott Wall']",0,0,28,36,29,32,[],125,1,1,"['lavinza01', 'markkla01', 'templga01', 'whiteco01', 'cartewe01', 'youngth01', 'valende01', 'arcidry01', 'gaffoda01', 'mokokad01', 'dotsode01', 'kornelu01', 'feliccr01']","[5, 8]",0,410115059,31547312.23,13,16,36,34,34,[],120,-1,2,"['gordoer01', 'tuckepj01', 'oladivi01', 'woodch01', 'nwabada01', 'tateja01', 'mclembe01', 'couside01', 'jonesma05', 'kurucro01', 'martike04', 'brownst02']","[4, 7]",0,508772169,42397680.75,11
202101180LAL,GSW,LAL,GSW,"STAPLES Center, Los Angeles, California",division,1/18/2021 22:00,1/19/2021 0:00,"['Jacyn Goble', 'Gediminas Petraitis', 'Josh Tiven']",0,0,34,30,28,21,[],113,5,3,"['jamesle01', 'davisan02', 'schrode01', 'caldwke01', 'gasolma01', 'harremo01', 'kuzmaky01', 'carusal01', 'matthwe02', 'morrima02', 'hortota01', 'cookqu01', 'mckinal01']","[11, 3]",0,1175285091,90406545.46,14,22,26,33,34,[],115,-2,4,"['oubreke01', 'curryst01', 'wiggian01', 'greendr01', 'wisemja01', 'looneke01', 'pascher01', 'leeda03', 'wanambr01', 'bazemke01', 'poolejo01', 'muldemy01']","[6, 6]",0,718091611,59840967.58,12
202101180MEM,MEM,MEM,PHO,"FedEx Forum, Memphis, Tennessee",conference,1/18/2021 17:00,1/18/2021 19:00,"['Matt Boland', 'Ken Mauer', 'Michael Smith']",204,0,18,34,25,31,[],108,4,2,"['clarkbr01', 'moranja01', 'tillmxa01', 'anderky01', 'brookdi01', 'allengr01', 'jonesty01', 'banede01', 'dienggo01', 'konchjo01', 'mcderse01', 'meltode01', 'tilliki02']","[6, 6]",0,254334390,19564183.85,12,24,24,27,29,[],104,-1,7,"['bookede01', 'aytonde01', 'paulch01', 'bridgmi01', 'johnsca02', 'crowdja01', 'carteje01', 'payneca01', 'kaminfr01', 'gallola01', 'mooreet01', 'alexaty01', 'naderab01']","[7, 4]",0,684633395,52664107.31,11
202101180MIA,MIA,MIA,DET,"AmericanAirlines Arena, Miami, Florida",conference,1/18/2021 20:00,1/18/2021 22:00,"['Tony Brown', 'Natalie Sago', 'Tom Washington']",0,0,24,31,33,25,[],113,-3,2,"['robindu01', 'adebaba01', 'dragigo01', 'olynyke01', 'okpalkz01', 'nunnke01', 'harklma01', 'iguodan01', 'achiupr01', 'vincega01', 'hasleud01', 'herroty01', 'strusma01', 'leoname01', 'silvach01']","[4, 7]",0,689342350,45956156.67,11,36,25,19,27,[],107,1,2,"['griffbl01', 'plumlma01', 'grantje01', 'ellinwa01', 'wrighde01', 'rosede01', 'jacksjo02', 'mykhasv01', 'stewais01', 'doumbse01', 'beysa01', 'mcgruro01', 'sirvyde01', 'leesa01', 'okafoja01']","[3, 9]",1,713279494,47551966.27,12
202101180NYK,NYK,NYK,ORL,"Madison Square Garden (IV), New York, New York",conference,1/18/2021 12:00,1/18/2021 14:00,"['Brent Barnaky', 'Matt Myers', 'Sean Wright']",0,0,19,28,19,25,[],91,1,1,"['randlju01', 'barrerj01', 'robinmi01', 'paytoel01', 'bullore01', 'riverau01', 'quickim01', 'noelne01', 'knoxke01', 'toppiob01', 'harpeja01', 'pinsoth01', 'brazdig01', 'gibsota01', 'smithde03']","[6, 8]",0,399005075,26600338.33,14,13,25,16,30,[],84,-5,2,"['vucevni01', 'gordoaa01', 'anthoco01', 'bacondw01', 'ennisja01', 'rosste01', 'birchkh01', 'clarkga01', 'bonejo01', 'maneka01', 'bambamo01', 'fournev01']","[6, 7]",0,488077442,40673120.17,13
202101180POR,SAS,POR,SAS,"Moda Center, Portland, Oregon",conference,1/18/2021 15:00,1/18/2021 17:00,"['James Capers Jr.', 'Matt Kallio', 'Ben Taylor']",0,0,28,26,28,22,[],104,1,2,"['lillada01', 'jonesde02', 'covinro01', 'kanteen01', 'hoodro01', 'anthoca01', 'trentga02', 'gilesha01', 'simonan01', 'littlna01', 'blevike01', 'ellebcj01']","[8, 5]",0,729152085,60762673.75,13,32,27,28,38,[],125,1,2,"['derozde01', 'murrade01', 'walkelo01', 'johnske04', 'aldrila01', 'vassede01', 'millspa02', 'gayru01', 'poeltja01', 'jonestr01', 'lylestr01', 'samanlu01']","[7, 6]",0,785612479,65467706.58,13
202101180TOR,TOR,TOR,DAL,"Amalie Arena, Tampa, Florida",none,1/18/2021 19:30,1/18/2021 21:30,"['Kevin Scott', 'Aaron Smith', 'C.J. Washington']",0,0,22,25,34,35,[],116,2,2,"['lowryky01', 'siakapa01', 'vanvlfr01', 'anunoog01', 'baynear01', 'bouchch01', 'powelno01', 'johnsst04', 'daviste02', 'watsopa01', 'thomama02', 'bembrde01', 'flynnma01', 'watanyu01', 'harrija01']","[4, 8]",0,525898951,35059930.07,12,18,29,25,21,[],93,-2,1,"['doncilu01', 'porzikr01', 'brunsja01', 'hardati02', 'caulewi01', 'johnsja01', 'burketr01', 'greenjo02', 'iwundwe01', 'marjabo01', 'terryty01', 'beyty01', 'hintona01']","[6, 6]",0,420493954,32345688.77,12
202101190DEN,DEN,DEN,OKC,"Ball Arena, Denver, Colorado",division,1/19/2021 21:00,1/19/2021 23:00,"['Tony Brothers', 'Jason Goldenberg', 'Leon Wood']",0,0,31,34,32,22,[],119,-1,2,"['jokicni01', 'millspa01', 'harriga01', 'bartowi01', 'murraja01', 'morrimo01', 'doziepj01', 'campafa01', 'greenja01', 'harteis01', 'hamptrj01', 'bolbo01', 'nnajize01', 'cancavl01', 'howarma02']","[6, 7]",0,615463065,41030871,13,31,21,22,27,[],101,1,4,"['gilgesh01', 'robyis01', 'dortlu01', 'bazleda01', 'hillge01', 'pokusal01', 'maledth01', 'diallha01', 'muscami01', 'halljo01', 'jacksju01', 'milleda01', 'willike04', 'brownmo01']","[6, 6]",0,225128047,16080574.79,12
202101190UTA,UTA,UTA,NOP,"Vivint Smart Home Arena, Salt Lake City, Utah",conference,1/19/2021 21:00,1/19/2021 23:00,"['Tyler Ford', 'Eric Lewis', 'Evan Scott']",1932,0,29,26,36,27,[],118,5,2,"['onealro01', 'mitchdo01', 'goberru01', 'bogdabo02', 'conlemi01', 'clarkjo01', 'inglejo01', 'favorde01', 'niangge01', 'onimi01', 'harrish01', 'azubuud01', 'brantja01']","[9, 4]",0,797815212,61370400.92,13,24,25,20,33,[],102,1,2,"['willizi01', 'ingrabr01', 'bledser01', 'adamsst01', 'balllo01', 'alexani01', 'hartjo01', 'redicjj01', 'hayesja02', 'lewiski01', 'hernawi01', 'marshna01', 'thornsi01', 'mellini01', 'gabriwe01']","[5, 7]",0,615956330,41063755.33,12
202101200ATL,ATL,ATL,DET,"State Farm Arena, Atlanta, Georgia",conference,1/20/2021 19:30,1/20/2021 21:30,"['Kevin Cutler', 'C.J. Washington', 'Zach Zarba']",0,0,29,16,33,28,[],123,1,2,"['youngtr01', 'collijo01', 'hillso01', 'huertke01', 'capelca01', 'snellto01', 'okongon01', 'rondora01', 'goodwbr01', 'knighna01', 'fernabr01', 'huntede01', 'reddica01', 'mayssk01']","[6, 7]",1,424009289,30286377.79,13,31,21,40,14,[],115,-1,2,"['grantje01', 'griffbl01', 'ellinwa01', 'plumlma01', 'wrighde01', 'rosede01', 'jacksjo02', 'stewais01', 'mykhasv01', 'okafoja01', 'beysa01', 'doumbse01', 'jacksfr01', 'mcgruro01', 'sirvyde01']","[3, 10]",0,718852806,47923520.4,13
