,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,away,away,away
teamData,winner,teamHome,teamAway,location,rivalry,datetime,endtime,neutral,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,salary,avgSalary,numberOfGamesPlayed,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,salary,avgSalary,numberOfGamesPlayed
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612140DAL,DET,DAL,DET,"American Airlines Center, Dallas, Texas",none,2016-12-14 20:30:00,2016-12-14 22:30:00,0,20,23,21,21,[],85,1,2.0,"['matthwe02', 'barneha02', 'willide01', 'finnedo01', 'mejrisa01', 'curryse01', 'poweldw01', 'harride01', 'anderju01', 'brussni01', 'gibsojo01', 'hammoaj01', 'bogutan01']","[6, 18]",0,739818152.0,56909088.615384616,24,17,26,17,35,[],95,-1,3.0,"['morrima03', 'caldwke01', 'jacksre01', 'drumman01', 'harrito02', 'leuerjo01', 'baynear01', 'smithis01', 'johnsst04', 'hillida01', 'marjabo01', 'udrihbe01']","[13, 13]",0,784463245.0,65371937.083333336,26
201612140HOU,HOU,HOU,SAC,"Toyota Center, Houston, Texas",conference,2016-12-14 20:00:00,2016-12-14 22:00:00,0,36,28,38,30,[],132,7,2.0,"['hardeja01', 'arizatr01', 'beverpa01', 'anderry01', 'capelca01', 'gordoer01', 'dekkesa01', 'harremo01', 'hilarne01', 'breweco01', 'wiltjky01', 'mcdankj01', 'ennisty01']","[18, 7]",1,1044175995.0,80321230.38461539,25,25,18,24,31,[],98,1,2.0,"['tollian01', 'templga01', 'collida01', 'casspom01', 'koufoko01', 'lawsoty01', 'caulewi01', 'barnema02', 'richama01', 'afflaar01', 'labissk01', 'couside01']","[9, 15]",0,453039542.0,37753295.16666666,24
201612140MEM,MEM,MEM,CLE,"FedEx Forum, Memphis, Tennessee",none,2016-12-14 20:00:00,2016-12-14 22:00:00,0,28,19,27,19,[],93,-1,1.0,"['allento01', 'gasolma01', 'greenja01', 'harrian01', 'willitr02', 'douglto01', 'martija01', 'danietr01', 'randoza01', 'cartevi01', 'baldwwa01', 'ennisja01', 'davisde01']","[17, 9]",0,696613218.0,53585632.15384615,26,16,20,17,32,[],85,5,1.0,"['thomptr01', 'liggide01', 'smithjr01', 'dunlemi02', 'fryech01', 'jonesja02', 'feldeka01', 'shumpim01', 'anderch01', 'mcraejo01', 'jefferi01', 'loveke01', 'jamesle01']","[18, 5]",1,1227910450.0,94454650.0,23
201612140MIA,MIA,MIA,IND,"AmericanAirlines Arena, Miami, Florida",conference,2016-12-14 19:00:00,2016-12-14 21:00:00,0,20,33,25,17,[],95,1,2.0,"['dragigo01', 'whiteha01', 'ellinwa01', 'mcrobjo01', 'mcgruro01', 'johnsty01', 'richajo01', 'johnsja01', 'winslju01', 'reedwi02', 'willide02', 'hasleud01', 'babbilu01']","[8, 17]",0,687321393.0,52870876.38461538,25,21,31,27,10,[],89,2,2.0,"['youngth01', 'georgpa01', 'turnemy01', 'teaguje01', 'robingl02', 'stuckro01', 'milescj01', 'brookaa01', 'jeffeal01', 'youngjo01', 'serapke01', 'niangge01', 'allenla01']","[13, 12]",0,838447091.0,64495930.07692308,25
201612140ORL,LAC,ORL,LAC,"Amway Center, Orlando, Florida",none,2016-12-14 19:00:00,2016-12-14 21:00:00,0,25,26,36,21,[],108,1,1.0,"['gordoaa01', 'biyombi01', 'fournev01', 'ibakase01', 'augusdj01', 'greenje02', 'paytoel01', 'meeksjo01', 'rudezda01', 'zimmest01', 'wilcocj01', 'watsocj01', 'hezonma01']","[11, 15]",0,689792487.0,53060960.538461536,26,30,30,27,26,[],113,2,2.0,"['riverau01', 'jordade01', 'griffbl01', 'paulch01', 'redicjj01', 'crawfja01', 'feltora01', 'johnswe01', 'speigma01', 'anderal01', 'piercpa01', 'mbahalu01', 'bassbr01']","[18, 7]",0,1438194073.0,110630313.3076923,25
201612140PHI,TOR,PHI,TOR,"Wells Fargo Center, Philadelphia, Pennsylvania",division,2016-12-14 19:00:00,2016-12-14 21:00:00,0,25,29,20,40,[],114,2,3.0,"['covinro01', 'okafoja01', 'rodrise01', 'embiijo01', 'hendege02', 'ilyaser01', 'mccontj01', 'stausni01', 'saricda01', 'thompho01', 'holmeri01', 'luwawti01', 'noelne01']","[6, 18]",0,476514739.0,36654979.92307692,24,22,38,32,31,[],123,3,2.0,"['lowryky01', 'valanjo01', 'derozde01', 'carrode01', 'siakapa01', 'josepco01', 'pattepa01', 'powelno01', 'rosste01', 'poeltja01', 'vanvlfr01', 'noguelu01', 'cabocbr01']","[17, 7]",1,1026555460.0,78965804.61538461,24
201612140SAS,SAS,SAS,BOS,"AT&T Center, San Antonio, Texas",none,2016-12-14 21:30:00,2016-12-14 23:30:00,0,32,24,21,31,[],108,1,4.0,"['leonaka01', 'gasolpa01', 'leeda02', 'parketo01', 'greenda02', 'millspa02', 'ginobma01', 'dedmode01', 'bertada01', 'simmojo02', 'anderky01', 'forbebr01', 'laproni01']","[19, 5]",1,1129878234.0,86913710.3076923,24,23,24,26,28,[],101,-2,3.0,"['smartma01', 'crowdja01', 'bradlav01', 'horfoal01', 'johnsam01', 'roziete01', 'olynyke01', 'jerebjo01', 'zellety01', 'brownja02', 'jacksde01', 'mickejo01', 'youngja01']","[13, 11]",0,777918345.0,59839872.692307696,24
201612140UTA,UTA,UTA,OKC,"Vivint Smart Home Arena, Salt Lake City, Utah",division,2016-12-14 21:00:00,2016-12-14 23:00:00,0,26,29,25,29,[],109,1,4.0,"['haywago01', 'hoodro01', 'goberru01', 'diawbo01', 'exumda01', 'macksh01', 'johnsjo02', 'inglejo01', 'lylestr01', 'favorde01', 'witheje01', 'bolomjo01', 'netora01']","[15, 10]",0,967736514.0,74441270.3076923,25,21,20,27,21,[],89,-1,1.0,"['roberan03', 'westbru01', 'adamsst01', 'grantje01', 'sabondo01', 'morroan01', 'chrisse01', 'kanteen01', 'collini01', 'singlky01', 'lauvejo01', 'abrinal01', 'oladivi01']","[15, 10]",0,908742272.0,69903251.6923077,25
201612140WAS,WAS,WAS,CHO,"Verizon Center, Washington, District of Columbia",division,2016-12-14 19:00:00,2016-12-14 21:00:00,0,26,23,38,22,[],109,-1,2.0,"['oubreke01', 'bealbr01', 'porteot01', 'walljo01', 'gortama01', 'smithja02', 'burketr01', 'thornma01', 'nichoan01', 'satorto01', 'ochefda01', 'morrima02']","[9, 14]",0,895058228.0,74588185.66666667,23,30,24,23,29,[],106,-2,2.0,"['batumni01', 'walkeke02', 'zelleco01', 'kiddgmi01', 'willima02', 'kaminfr01', 'belinma01', 'hibbero01', 'sessira01', 'lambje01', 'roberbr01', 'hawessp01', 'grahatr01']","[14, 11]",0,902786448.0,69445111.38461539,25
201612150DEN,DEN,DEN,POR,"Pepsi Center, Denver, Colorado",division,2016-12-15 21:00:00,2016-12-15 23:00:00,0,38,36,26,32,[],132,-1,3.0,"['gallida01', 'chandwi01', 'harriga01', 'mudiaem01', 'jokicni01', 'nelsoja01', 'farieke01', 'bartowi01', 'murraja01', 'nurkiju01', 'millemi01', 'hernaju01', 'arthuda01']","[9, 16]",0,940894187.0,72376475.92307693,25,28,28,29,35,[],120,1,2.0,"['lillada01', 'harklma01', 'mccolcj01', 'plumlma01', 'vonleno01', 'crabbal01', 'turneev01', 'davised01', 'leoname01', 'laymaja01', 'connapa01', 'napiesh01', 'quartti01']","[13, 14]",2,801431536.0,61648579.692307696,27
201612150GSW,GSW,GSW,NYK,"Oracle Arena, Oakland, California",none,2016-12-15 22:30:00,2016-12-16 00:30:00,0,32,27,29,15,[],103,2,2.0,"['curryst01', 'duranke01', 'thompkl01', 'greendr01', 'mcgeeja01', 'iguodan01', 'livinsh01', 'looneke01', 'mccawpa01', 'clarkia01', 'westda01', 'mcadoja01', 'varejan01']","[22, 4]",0,1413026747.0,108694365.15384616,26,25,20,21,24,[],90,-1,2.0,"['porzikr01', 'leeco01', 'jennibr01', 'thomala01', 'noahjo01', 'holidju01', 'bakerro01', 'hernawi01', 'oquinky01', 'kuzmimi01', 'ndourma01', 'plumlma02', 'vujacsa01']","[14, 11]",0,490892472.0,37760959.38461538,25
201612150MIL,MIL,MIL,CHI,"BMO Harris Bradley Center, Milwaukee, Wisconsin",division,2016-12-15 20:00:00,2016-12-15 22:00:00,0,30,34,24,20,[],108,-3,3.0,"['antetgi01', 'parkeja01', 'snellto01', 'dellama01', 'hensojo01', 'monrogr01', 'brogdma01', 'teletmi01', 'terryja01', 'vaughra01', 'plumlmi01', 'novakst01', 'makerth01']","[11, 12]",0,742452355.0,57111719.615384616,23,18,27,21,31,[],97,-1,2.0,"['butleji01', 'wadedw01', 'rondora01', 'lopezro01', 'gibsota01', 'mcderdo01', 'portibo01', 'feliccr01', 'valende01', 'zipsepa01', 'mirotni01', 'grantje02', 'canaais01']","[13, 11]",0,859763227.0,66135632.84615385,24
201612150NOP,NOP,NOP,IND,"Smoothie King Center, New Orleans, Louisiana",none,2016-12-15 20:00:00,2016-12-15 22:00:00,0,24,22,25,31,[],102,-1,2.0,"['davisan02', 'holidjr01', 'hieldbu01', 'hillso01', 'ajincal01', 'joneste01', 'gallola01', 'mooreet01', 'evansty01', 'asikom01', 'willire02', 'diallch01', 'cunnida01']","[8, 18]",0,777611844.0,59816295.692307696,26,20,30,24,21,[],95,-1,1.0,"['georgpa01', 'youngth01', 'teaguje01', 'robingl02', 'turnemy01', 'milescj01', 'jeffeal01', 'brookaa01', 'allenla01', 'youngjo01', 'stuckro01', 'serapke01', 'niangge01']","[13, 13]",0,838447091.0,64495930.07692308,26
201612150PHO,SAS,PHO,SAS,"Talking Stick Resort Arena, Phoenix, Arizona",conference,2016-12-15 21:00:00,2016-12-15 23:00:00,0,20,23,28,21,[],92,1,2.0,"['bookede01', 'chrisma01', 'bledser01', 'tuckepj01', 'chandty01', 'knighbr03', 'dudleja01', 'barbole01', 'bendedr01', 'willial03', 'ulisty01', 'jenkijo01', 'jonesde02']","[8, 17]",0,728510326.0,56039255.84615385,25,23,28,23,33,[],107,2,1.0,"['leonaka01', 'aldrila01', 'parketo01', 'gasolpa01', 'greenda02', 'dedmode01', 'simmojo02', 'leeda02', 'millspa02', 'anderky01', 'ginobma01', 'laproni01', 'bertada01']","[20, 5]",0,1331097623.0,102392124.84615384,25
201612160BOS,BOS,BOS,CHO,"TD Garden, Boston, Massachusetts",conference,2016-12-16 19:30:00,2016-12-16 21:30:00,0,23,18,28,27,[],96,-3,2.0,"['crowdja01', 'thomais02', 'horfoal01', 'bradlav01', 'johnsam01', 'jerebjo01', 'smartma01', 'olynyke01', 'roziete01', 'brownja02', 'zellety01', 'youngja01', 'mickejo01']","[13, 12]",1,810320302.0,62332330.92307692,25,22,28,19,19,[],88,-3,2.0,"['batumni01', 'sessira01', 'willima02', 'zelleco01', 'kiddgmi01', 'belinma01', 'kaminfr01', 'lambje01', 'roberbr01', 'hawessp01', 'walkeke02', 'hibbero01', 'grahatr01']","[14, 12]",0,902786448.0,69445111.38461539,26
201612160CHI,MIL,CHI,MIL,"United Center, Chicago, Illinois",division,2016-12-16 20:00:00,2016-12-16 22:00:00,0,15,22,15,17,[],69,-2,1.0,"['butleji01', 'lopezro01', 'rondora01', 'wadedw01', 'gibsota01', 'mcderdo01', 'valende01', 'feliccr01', 'portibo01', 'canaais01', 'zipsepa01', 'grantje02', 'mirotni01']","[13, 12]",0,859763227.0,66135632.84615385,25,34,22,18,21,[],95,1,1.0,"['antetgi01', 'parkeja01', 'snellto01', 'dellama01', 'hensojo01', 'brogdma01', 'teletmi01', 'monrogr01', 'terryja01', 'plumlmi01', 'vaughra01', 'makerth01', 'novakst01']","[12, 12]",1,742452355.0,57111719.615384616,24
201612160HOU,HOU,HOU,NOP,"Toyota Center, Houston, Texas",division,2016-12-16 20:00:00,2016-12-16 22:00:00,0,35,37,25,25,[],122,8,2.0,"['beverpa01', 'hardeja01', 'arizatr01', 'anderry01', 'capelca01', 'gordoer01', 'dekkesa01', 'harremo01', 'breweco01', 'hilarne01', 'wiltjky01', 'mcdankj01', 'ennisty01']","[19, 7]",0,1044175995.0,80321230.38461539,26,24,26,29,21,[],100,1,1.0,"['holidjr01', 'hieldbu01', 'mooreet01', 'davisan02', 'ajincal01', 'joneste01', 'fraziti01', 'diallch01', 'gallola01', 'willire02', 'hillso01', 'cunnida01', 'asikom01']","[9, 18]",0,711884942.0,54760380.15384615,27
201612160MEM,SAC,MEM,SAC,"FedEx Forum, Memphis, Tennessee",conference,2016-12-16 20:00:00,2016-12-16 22:00:00,0,19,23,23,27,[],92,1,2.0,"['gasolma01', 'allento01', 'conlemi01', 'greenja01', 'willitr02', 'danietr01', 'randoza01', 'harrian01', 'cartevi01', 'martija01', 'parsoch01', 'ennisja01']","[18, 9]",0,1034205520.0,86183793.33333333,27,24,28,24,20,[],96,-1,2.0,"['collida01', 'templga01', 'couside01', 'koufoko01', 'mclembe01', 'tollian01', 'barnema02', 'lawsoty01', 'caulewi01', 'richama01', 'labissk01', 'afflaar01']","[9, 16]",0,466105530.0,38842127.5,25
201612160MIA,LAC,MIA,LAC,"AmericanAirlines Arena, Miami, Florida",none,2016-12-16 20:00:00,2016-12-16 22:00:00,0,27,19,23,29,[],98,2,2.0,"['dragigo01', 'mcgruro01', 'whiteha01', 'ellinwa01', 'mcrobjo01', 'richajo01', 'winslju01', 'johnsja01', 'babbilu01', 'reedwi02', 'willide02', 'hasleud01', 'johnsty01']","[9, 17]",0,687321393.0,52870876.38461538,26,31,29,19,23,[],102,3,2.0,"['griffbl01', 'jordade01', 'paulch01', 'riverau01', 'redicjj01', 'crawfja01', 'feltora01', 'speigma01', 'anderal01', 'johnswe01', 'bassbr01', 'mbahalu01', 'piercpa01']","[19, 7]",0,1438194073.0,110630313.3076923,26
201612160ORL,ORL,ORL,BRK,"Amway Center, Orlando, Florida",conference,2016-12-16 19:00:00,2016-12-16 21:00:00,0,25,28,30,35,[],118,-1,2.0,"['ibakase01', 'fournev01', 'gordoaa01', 'augusdj01', 'biyombi01', 'vucevni01', 'greenje02', 'paytoel01', 'meeksjo01', 'watsocj01', 'rudezda01', 'onuakar01', 'hezonma01']","[11, 16]",0,819805651.0,63061973.15384615,27,28,24,30,29,[],111,1,2.0,"['lopezbr01', 'bogdabo02', 'booketr01', 'kilpase01', 'whiteis01', 'linje01', 'holliro01', 'harrijo01', 'bennean01', 'scolalu01', 'leverca01', 'dinwisp01', 'foyera01']","[7, 17]",0,617587490.0,47506730.0,24
201612160PHI,LAL,PHI,LAL,"Wells Fargo Center, Philadelphia, Pennsylvania",none,2016-12-16 20:00:00,2016-12-16 22:00:00,0,18,22,24,25,[],89,-1,2.0,"['covinro01', 'embiijo01', 'rodrise01', 'okafoja01', 'hendege02', 'ilyaser01', 'stausni01', 'mccontj01', 'saricda01', 'noelne01', 'thompho01', 'luwawti01', 'holmeri01']","[6, 19]",0,476514739.0,36654979.92307692,25,30,23,21,26,[],100,-8,2.0,"['randlju01', 'denglu01', 'russeda01', 'youngni01', 'mozgoti01', 'nancela02', 'clarkjo01', 'willilo02', 'ingrabr01', 'blackta01', 'artesro01', 'robinth01', 'huertma01']","[10, 18]",0,864610828.0,66508525.23076923,28
201612160TOR,ATL,TOR,ATL,"Air Canada Centre, Toronto, Canada",conference,2016-12-16 19:30:00,2016-12-16 21:30:00,0,27,25,30,39,[],121,4,2.0,"['lowryky01', 'derozde01', 'valanjo01', 'carrode01', 'siakapa01', 'pattepa01', 'josepco01', 'rosste01', 'noguelu01', 'powelno01', 'vanvlfr01', 'poeltja01', 'cabocbr01']","[18, 7]",1,1026555460.0,78965804.61538461,25,35,34,26,30,[],125,-1,3.0,"['hardati02', 'howardw01', 'schrode01', 'millspa01', 'sefolth01', 'korveky01', 'delanma01', 'bazemke01', 'muscami01', 'humphkr01', 'princta02', 'kellyry01', 'bembrde01']","[12, 13]",0,966997501.0,74384423.15384616,25
201612160UTA,UTA,UTA,DAL,"Vivint Smart Home Arena, Salt Lake City, Utah",conference,2016-12-16 22:30:00,2016-12-17 00:30:00,0,33,31,26,13,[],103,2,2.0,"['haywago01', 'goberru01', 'hoodro01', 'exumda01', 'diawbo01', 'macksh01', 'johnsjo02', 'inglejo01', 'lylestr01', 'favorde01', 'netora01', 'witheje01']","[16, 10]",1,965823903.0,80485325.25,26,29,29,19,23,[],100,-1,2.0,"['barneha02', 'willide01', 'matthwe02', 'finnedo01', 'mejrisa01', 'curryse01', 'poweldw01', 'harride01', 'anderju01', 'hammoaj01', 'bogutan01', 'brussni01', 'gibsojo01']","[6, 19]",0,739818152.0,56909088.615384616,25
201612160WAS,WAS,WAS,DET,"Verizon Center, Washington, District of Columbia",conference,2016-12-16 19:00:00,2016-12-16 21:00:00,0,27,38,30,27,[],122,1,2.0,"['gortama01', 'walljo01', 'bealbr01', 'porteot01', 'morrima02', 'oubreke01', 'burketr01', 'thornma01', 'satorto01', 'nichoan01', 'smithja02', 'ochefda01']","[10, 14]",0,895058228.0,74588185.66666667,24,27,27,23,31,[],108,1,2.0,"['caldwke01', 'harrito02', 'drumman01', 'jacksre01', 'morrima03', 'leuerjo01', 'smithis01', 'johnsst04', 'baynear01', 'udrihbe01', 'hillida01', 'marjabo01']","[14, 13]",0,784463245.0,65371937.083333336,27
201612170ATL,CHO,ATL,CHO,"Philips Arena, Atlanta, Georgia",division,2016-12-17 19:30:00,2016-12-17 21:30:00,0,22,20,32,25,[],99,1,1.0,"['howardw01', 'millspa01', 'hardati02', 'schrode01', 'sefolth01', 'bazemke01', 'korveky01', 'delanma01', 'muscami01', 'scottmi01', 'princta02', 'kellyry01', 'humphkr01']","[13, 13]",0,982240265.0,75556943.46153846,26,22,31,27,27,[],107,-4,1.0,"['zelleco01', 'walkeke02', 'batumni01', 'willima02', 'kiddgmi01', 'belinma01', 'kaminfr01', 'lambje01', 'sessira01', 'hibbero01', 'roberbr01', 'hawessp01', 'grahatr01']","[14, 13]",1,902786448.0,69445111.38461539,27
201612170CLE,CLE,CLE,LAL,"Quicken Loans Arena, Cleveland, Ohio",none,2016-12-17 19:30:00,2016-12-17 21:30:00,0,26,36,27,30,[],119,-1,3.0,"['jamesle01', 'irvinky01', 'loveke01', 'smithjr01', 'thomptr01', 'shumpim01', 'jefferi01', 'fryech01', 'liggide01', 'mcraejo01', 'jonesja02', 'feldeka01', 'dunlemi02']","[18, 6]",0,1384226106.0,106478931.23076925,24,31,28,24,25,[],108,1,1.0,"['ingrabr01', 'youngni01', 'denglu01', 'randlju01', 'mozgoti01', 'clarkjo01', 'nancela02', 'willilo02', 'zubaciv01', 'artesro01', 'robinth01', 'huertma01', 'blackta01']","[11, 18]",0,780537618.0,60041355.23076923,29
201612170DEN,DEN,DEN,NYK,"Pepsi Center, Denver, Colorado",none,2016-12-17 21:00:00,2016-12-17 23:00:00,0,33,29,34,31,[],127,1,2.0,"['mudiaem01', 'harriga01', 'gallida01', 'chandwi01', 'jokicni01', 'bartowi01', 'farieke01', 'nelsoja01', 'murraja01', 'nurkiju01', 'arthuda01', 'hernaju01', 'millemi01']","[10, 16]",0,940894187.0,72376475.92307693,26,22,32,26,34,[],114,-2,2.0,"['porzikr01', 'jennibr01', 'leeco01', 'anthoca01', 'noahjo01', 'hernawi01', 'holidju01', 'bakerro01', 'thomala01', 'oquinky01', 'ndourma01', 'kuzmimi01', 'vujacsa01']","[14, 12]",0,756599840.0,58199987.692307696,26
201612170DET,IND,DET,IND,"The Palace of Auburn Hills, Auburn Hills, Michigan",division,2016-12-17 19:00:00,2016-12-17 21:00:00,0,26,18,25,21,[],90,-1,1.0,"['caldwke01', 'drumman01', 'morrima03', 'harrito02', 'jacksre01', 'johnsst04', 'smithis01', 'hillida01', 'baynear01', 'ellenhe01', 'gbinimi01', 'marjabo01', 'udrihbe01']","[14, 14]",0,747305633.0,57485048.692307696,28,27,28,28,22,[],105,-2,2.0,"['robingl02', 'georgpa01', 'youngth01', 'teaguje01', 'turnemy01', 'milescj01', 'brookaa01', 'jeffeal01', 'allenla01', 'serapke01', 'niangge01', 'youngjo01', 'stuckro01']","[13, 14]",0,838447091.0,64495930.07692308,27
201612170GSW,GSW,GSW,POR,"Oracle Arena, Oakland, California",conference,2016-12-17 22:30:00,2016-12-18 00:30:00,0,39,31,38,27,[],135,3,2.0,"['duranke01', 'greendr01', 'curryst01', 'thompkl01', 'pachuza01', 'clarkia01', 'iguodan01', 'livinsh01', 'mccawpa01', 'looneke01', 'mcgeeja01', 'mcadoja01', 'westda01']","[23, 4]",1,1389820902.0,106909300.15384616,27,21,24,27,18,[],90,-1,2.0,"['lillada01', 'harklma01', 'mccolcj01', 'vonleno01', 'plumlma01', 'crabbal01', 'connapa01', 'leoname01', 'turneev01', 'napiesh01', 'laymaja01', 'quartti01', 'davised01']","[13, 15]",0,801431536.0,61648579.692307696,28
201612170MIN,HOU,MIN,HOU,"Target Center, Minneapolis, Minnesota",conference,2016-12-17 20:00:00,2016-12-17 22:00:00,0,24,33,23,15,[],109,1,4.0,"['lavinza01', 'wiggian01', 'townska01', 'rubiori01', 'dienggo01', 'muhamsh01', 'bjeline01', 'aldrico01', 'dunnkr01', 'jonesty01', 'paynead01', 'hilljo01', 'rushbr01']","[7, 18]",0,726408223.0,55877555.615384616,25,28,16,23,28,[],111,9,1.0,"['beverpa01', 'hardeja01', 'arizatr01', 'anderry01', 'capelca01', 'gordoer01', 'dekkesa01', 'harremo01', 'hilarne01', 'breweco01', 'wiltjky01', 'mcdankj01', 'ennisty01']","[20, 7]",0,1044175995.0,80321230.38461539,27
201612170OKC,OKC,OKC,PHO,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",conference,2016-12-17 17:00:00,2016-12-17 19:00:00,0,30,24,35,25,[],114,-2,3.0,"['roberan03', 'westbru01', 'adamsst01', 'sabondo01', 'morroan01', 'grantje01', 'chrisse01', 'singlky01', 'kanteen01', 'abrinal01', 'collini01', 'oladivi01', 'lauvejo01']","[15, 11]",1,908742272.0,69903251.6923077,26,20,19,30,32,[],101,-1,2.0,"['bookede01', 'tuckepj01', 'bledser01', 'chandty01', 'chrisma01', 'knighbr03', 'dudleja01', 'warretj01', 'lenal01', 'barbole01', 'bendedr01', 'ulisty01', 'willial03']","[8, 18]",0,791769721.0,60905363.15384615,26
201612180DAL,DAL,DAL,SAC,"American Airlines Center, Dallas, Texas",conference,2016-12-18 16:00:00,2016-12-18 18:00:00,0,28,27,21,23,[],99,-2,2.0,"['matthwe02', 'willide01', 'barneha02', 'finnedo01', 'mejrisa01', 'curryse01', 'poweldw01', 'harride01', 'hammoaj01', 'anderju01', 'gibsojo01', 'brussni01', 'bogutan01']","[6, 20]",0,739818152.0,56909088.615384616,26,21,23,14,21,[],79,1,2.0,"['templga01', 'couside01', 'mclembe01', 'collida01', 'koufoko01', 'lawsoty01', 'barnema02', 'tollian01', 'caulewi01', 'labissk01', 'richama01', 'casspom01', 'afflaar01']","[10, 16]",1,483943623.0,37226432.538461536,26
201612180MEM,UTA,MEM,UTA,"FedEx Forum, Memphis, Tennessee",conference,2016-12-18 18:00:00,2016-12-18 20:00:00,0,18,17,23,15,[],73,-1,2.0,"['gasolma01', 'allento01', 'greenja01', 'conlemi01', 'danietr01', 'harrian01', 'randoza01', 'cartevi01', 'ennisja01', 'martija01', 'willitr02', 'parsoch01']","[18, 10]",1,1034205520.0,86183793.33333333,28,18,16,27,21,[],82,3,2.0,"['goberru01', 'haywago01', 'hoodro01', 'diawbo01', 'exumda01', 'macksh01', 'johnsjo02', 'favorde01', 'inglejo01', 'lylestr01', 'witheje01', 'netora01']","[17, 10]",0,965823903.0,80485325.25,27
201612180MIA,BOS,MIA,BOS,"AmericanAirlines Arena, Miami, Florida",conference,2016-12-18 18:00:00,2016-12-18 20:00:00,0,19,22,30,24,[],95,-1,2.0,"['whiteha01', 'dragigo01', 'richajo01', 'mcgruro01', 'mcrobjo01', 'winslju01', 'johnsty01', 'johnsja01', 'babbilu01', 'willide02', 'hasleud01', 'reedwi02', 'ellinwa01']","[9, 18]",0,687321393.0,52870876.38461538,27,37,21,19,28,[],105,1,2.0,"['crowdja01', 'bradlav01', 'horfoal01', 'thomais02', 'johnsam01', 'smartma01', 'jerebjo01', 'roziete01', 'olynyke01', 'brownja02', 'zellety01', 'youngja01', 'greenge01']","[14, 12]",1,830936315.0,63918178.07692308,26
201612180ORL,TOR,ORL,TOR,"Amway Center, Orlando, Florida",conference,2016-12-18 18:00:00,2016-12-18 20:00:00,0,30,21,13,15,[],79,1,2.0,"['biyombi01', 'fournev01', 'ibakase01', 'gordoaa01', 'augusdj01', 'vucevni01', 'paytoel01', 'greenje02', 'meeksjo01', 'rudezda01', 'watsocj01', 'hezonma01', 'onuakar01']","[12, 16]",0,819805651.0,63061973.15384615,28,23,32,29,25,[],109,-1,2.0,"['lowryky01', 'derozde01', 'siakapa01', 'valanjo01', 'carrode01', 'rosste01', 'vanvlfr01', 'pattepa01', 'noguelu01', 'powelno01', 'poeltja01', 'cabocbr01', 'josepco01']","[18, 8]",0,1026555460.0,78965804.61538461,26
201612180PHI,PHI,PHI,BRK,"Wells Fargo Center, Philadelphia, Pennsylvania",division,2016-12-18 18:00:00,2016-12-18 20:00:00,0,30,24,29,25,[],108,-2,2.0,"['covinro01', 'hendege02', 'okafoja01', 'embiijo01', 'rodrise01', 'ilyaser01', 'saricda01', 'mccontj01', 'thompho01', 'stausni01', 'noelne01', 'luwawti01', 'holmeri01']","[6, 20]",0,476514739.0,36654979.92307692,26,32,25,29,21,[],107,-1,2.0,"['lopezbr01', 'booketr01', 'kilpase01', 'bogdabo02', 'whiteis01', 'harrijo01', 'linje01', 'holliro01', 'bennean01', 'scolalu01', 'leverca01', 'hamilju01', 'foyera01']","[7, 18]",0,579749339.0,44596103.0,25
201612180SAS,SAS,SAS,NOP,"AT&T Center, San Antonio, Texas",division,2016-12-18 19:00:00,2016-12-18 21:00:00,0,30,31,31,21,[],113,3,3.0,"['aldrila01', 'greenda02', 'leonaka01', 'parketo01', 'gasolpa01', 'millspa02', 'leeda02', 'ginobma01', 'simmojo02', 'dedmode01', 'anderky01', 'bertada01', 'laproni01']","[21, 5]",1,1331097623.0,102392124.84615384,26,26,23,22,29,[],100,-1,2.0,"['davisan02', 'ajincal01', 'hieldbu01', 'mooreet01', 'holidjr01', 'fraziti01', 'gallola01', 'joneste01', 'cunnida01', 'evansty01', 'diallch01', 'willire02', 'asikom01']","[9, 19]",0,731013126.0,56231778.92307692,28
201612180WAS,WAS,WAS,LAC,"Verizon Center, Washington, District of Columbia",none,2016-12-18 15:30:00,2016-12-18 17:30:00,0,28,24,33,32,[],117,2,2.0,"['gortama01', 'bealbr01', 'walljo01', 'porteot01', 'morrima02', 'burketr01', 'thornma01', 'nichoan01', 'ochefda01', 'satorto01', 'smithja02', 'mcclesh01']","[11, 14]",0,845777317.0,70481443.08333333,25,27,28,32,23,[],110,4,2.0,"['griffbl01', 'paulch01', 'jordade01', 'redicjj01', 'mbahalu01', 'crawfja01', 'riverau01', 'speigma01', 'feltora01', 'johnswe01', 'piercpa01', 'bassbr01', 'anderal01']","[20, 7]",0,1438194073.0,110630313.3076923,27
