,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,away,away,away
teamData,winner,teamHome,teamAway,location,rivalry,datetime,endtime,neutral,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,salary,avgSalary,numberOfGamesPlayed,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,salary,avgSalary,numberOfGamesPlayed
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201703310CHO,CHO,CHO,DEN,"Spectrum Center, Charlotte, North Carolina",none,2017-03-31 19:00:00,2017-03-31 21:00:00,0,24,32,30,36,[],122,1,2.0,"['walkeke02', 'batumni01', 'zelleco01', 'willima02', 'kiddgmi01', 'kaminfr01', 'belinma01', 'lambje01', 'weberbr01', 'plumlmi01', 'woodch01', 'roberbr01', 'grahatr01']","[34, 41]",1,832497619.0,64038278.38461538,75,32,24,38,20,[],114,-2,3.0,"['harriga01', 'jokicni01', 'gallida01', 'farieke01', 'nelsoja01', 'murraja01', 'chandwi01', 'plumlma01', 'hernaju01', 'mudiaem01', 'millemi01', 'hibbero01', 'arthuda01']","[35, 39]",0,952032842.0,73233295.53846154,74
201703310CLE,CLE,CLE,PHI,"Quicken Loans Arena, Cleveland, Ohio",conference,2017-03-31 19:30:00,2017-03-31 21:30:00,0,32,38,34,18,[],122,-3,1.0,"['irvinky01', 'jamesle01', 'loveke01', 'thomptr01', 'smithjr01', 'shumpim01', 'liggide01', 'willide01', 'fryech01', 'willide02', 'feldeka01', 'jonesja02', 'jefferi01']","[47, 27]",2,1485345956.0,114257381.23076925,74,29,23,25,28,[],105,-1,2.0,"['luwawti01', 'holmeri01', 'anderju01', 'mccontj01', 'saricda01', 'stausni01', 'longsh01', 'hendege02', 'splitti01', 'rodrise01', 'okafoja01', 'covinro01']","[28, 47]",0,290575769.0,24214647.416666668,75
201703310GSW,GSW,GSW,HOU,"Oracle Arena, Oakland, California",conference,2017-03-31 22:30:00,2017-04-01 00:30:00,0,23,33,27,24,[],107,9,2.0,"['thompkl01', 'curryst01', 'greendr01', 'barnema02', 'pachuza01', 'iguodan01', 'livinsh01', 'clarkia01', 'westda01', 'mcgeeja01', 'mcadoja01', 'looneke01', 'mccawpa01']","[61, 14]",2,1118110132.0,86008471.6923077,75,25,36,24,13,[],98,-2,1.0,"['gordoer01', 'arizatr01', 'hardeja01', 'beverpa01', 'capelca01', 'willilo02', 'harremo01', 'dekkesa01', 'brownbo02', 'hilarne01', 'onuakch01', 'wiltjky01']","[51, 24]",1,956031295.0,79669274.58333333,75
201703310MEM,MEM,MEM,DAL,"FedEx Forum, Memphis, Tennessee",division,2017-03-31 20:00:00,2017-03-31 22:00:00,0,21,34,18,26,[],99,1,2.0,"['conlemi01', 'ennisja01', 'cartevi01', 'allento01', 'wrighbr03', 'danietr01', 'randoza01', 'baldwwa01', 'davisde01', 'seldewa01', 'martija01', 'greenja01', 'gasolma01']","[41, 34]",1,952874605.0,73298046.53846154,75,19,15,28,28,[],90,-3,2.0,"['barneha02', 'matthwe02', 'nowitdi01', 'noelne01', 'curryse01', 'harride01', 'bareajo01', 'ferreyo01', 'finnedo01', 'mejrisa01', 'brussni01', 'uthofja01', 'poweldw01']","[31, 43]",1,793432396.0,61033261.23076923,74
201703310MIA,NYK,MIA,NYK,"AmericanAirlines Arena, Miami, Florida",conference,2017-03-31 20:00:00,2017-03-31 22:00:00,0,29,26,20,19,[],94,2,2.0,"['dragigo01', 'whiteha01', 'mcgruro01', 'richajo01', 'babbilu01', 'johnsty01', 'johnsja01', 'ellinwa01', 'reedwi02', 'whiteok01', 'waitedi01', 'hasleud01']","[37, 38]",1,650605712.0,54217142.66666666,75,33,26,18,21,[],98,-1,2.0,"['bakerro01', 'vujacsa01', 'porzikr01', 'leeco01', 'hernawi01', 'holidju01', 'oquinky01', 'ndourma01', 'randlch01', 'plumlma02', 'noahjo01', 'kuzmimi01']","[28, 47]",1,427752089.0,35646007.416666664,75
201703310MIL,MIL,MIL,DET,"BMO Harris Bradley Center, Milwaukee, Wisconsin",division,2017-03-31 20:00:00,2017-03-31 22:00:00,0,35,21,15,24,[],108,2,2.0,"['antetgi01', 'middlkh01', 'snellto01', 'dellama01', 'makerth01', 'terryja01', 'monrogr01', 'vaughra01', 'teletmi01', 'beaslmi01', 'hawessp01', 'joneste01', 'brogdma01']","[39, 36]",2,813972713.0,62613285.615384616,75,22,26,25,22,[],105,1,1.0,"['caldwke01', 'morrima03', 'smithis01', 'drumman01', 'leuerjo01', 'harrito02', 'baynear01', 'udrihbe01', 'johnsst04', 'marjabo01', 'hillida01', 'gbinimi01', 'ellenhe01']","[35, 41]",1,693653757.0,53357981.307692304,76
201703310NOP,NOP,NOP,SAC,"Smoothie King Center, New Orleans, Louisiana",conference,2017-03-31 20:00:00,2017-03-31 22:00:00,0,32,26,26,33,[],117,1,2.0,"['couside01', 'davisan02', 'holidjr01', 'fraziti01', 'hillso01', 'crawfjo02', 'mooreet01', 'cunnida01', 'cookqu01', 'diallch01', 'motiedo01', 'asikom01', 'ajincal01']","[32, 43]",0,715727548.0,55055965.23076923,75,19,19,26,25,[],89,-1,2.0,"['labissk01', 'caulewi01', 'collida01', 'hieldbu01', 'evansty01', 'templga01', 'mclembe01', 'papagge01', 'gallola01', 'tollian01', 'lawsoty01', 'koufoko01', 'afflaar01']","[29, 46]",2,508660129.0,39127702.23076923,75
201703310OKC,SAS,OKC,SAS,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",conference,2017-03-31 20:00:00,2017-03-31 22:00:00,0,25,29,22,19,[],95,2,2.0,"['westbru01', 'adamsst01', 'oladivi01', 'sabondo01', 'roberan03', 'kanteen01', 'abrinal01', 'chrisse01', 'mcderdo01', 'grantje01', 'singlky01', 'collini01', 'coleno01']","[43, 31]",1,932527528.0,71732886.76923077,74,16,25,30,29,[],100,-1,2.0,"['leonaka01', 'aldrila01', 'parketo01', 'greenda02', 'dedmode01', 'gasolpa01', 'ginobma01', 'millspa02', 'leeda02', 'anderky01', 'simmojo02', 'forbebr01', 'bertada01']","[57, 17]",1,1345579855.0,103506142.6923077,74
201703310TOR,TOR,TOR,IND,"Air Canada Centre, Toronto, Canada",conference,2017-03-31 19:00:00,2017-03-31 21:00:00,0,28,18,34,31,[],111,-1,2.0,"['derozde01', 'ibakase01', 'josepco01', 'valanjo01', 'carrode01', 'tuckepj01', 'pattepa01', 'wrighde01', 'poeltja01', 'powelno01', 'vanvlfr01', 'siakapa01', 'noguelu01']","[45, 30]",1,950839089.0,73141468.38461539,75,25,23,20,32,[],100,-2,2.0,"['georgpa01', 'turnemy01', 'teaguje01', 'ellismo01', 'youngth01', 'milescj01', 'allenla01', 'brookaa01', 'chrisra01', 'youngjo01', 'stephla01', 'serapke01', 'jeffeal01']","[37, 38]",0,915365042.0,70412695.53846154,75
201703310UTA,UTA,UTA,WAS,"Vivint Smart Home Arena, Salt Lake City, Utah",none,2017-03-31 21:00:00,2017-03-31 23:00:00,0,24,18,22,31,[],95,2,2.0,"['haywago01', 'goberru01', 'exumda01', 'hoodro01', 'diawbo01', 'inglejo01', 'johnsjo02', 'macksh01', 'witheje01', 'burksal01', 'bolomjo01', 'lylestr01', 'netora01']","[46, 29]",1,916987032.0,70537464.0,75,19,20,22,27,[],88,-1,2.0,"['bealbr01', 'walljo01', 'morrima02', 'gortama01', 'porteot01', 'oubreke01', 'bogdabo02', 'mahinia01', 'jennibr01', 'smithja02', 'satorto01', 'mcclesh01', 'burketr01']","[46, 29]",0,1043046321.0,80234332.38461539,75
201704010BRK,BRK,BRK,ORL,"Barclays Center, Brooklyn, New York",conference,2017-04-01 18:00:00,2017-04-01 20:00:00,0,33,27,29,32,[],121,-2,2.0,"['linje01', 'lopezbr01', 'holliro01', 'leverca01', 'foyera01', 'whiteis01', 'booketr01', 'kilpase01', 'dinwisp01', 'hamilju01', 'goodwar01', 'nichoan01', 'mcdankj01']","[16, 59]",0,444516966.0,34193612.76923077,75,33,20,36,22,[],111,-3,1.0,"['fournev01', 'gordoaa01', 'paytoel01', 'rosste01', 'vucevni01', 'meeksjo01', 'hezonma01', 'augusdj01', 'biyombi01', 'zimmest01', 'wilcocj01', 'watsocj01', 'rudezda01']","[27, 49]",1,685502179.0,52730936.84615385,76
201704010CHI,CHI,CHI,ATL,"United Center, Chicago, Illinois",conference,2017-04-01 17:00:00,2017-04-01 19:00:00,0,23,29,27,27,[],106,2,2.0,"['butleji01', 'lopezro01', 'rondora01', 'mirotni01', 'zipsepa01', 'valende01', 'portibo01', 'lauvejo01', 'cartemi01', 'grantje02', 'feliccr01', 'canaais01', 'morroan01']","[36, 39]",0,584830104.0,44986931.07692308,75,21,25,38,20,[],104,2,3.0,"['howardw01', 'schrode01', 'hardati02', 'ilyaser01', 'princta02', 'bazemke01', 'muscami01', 'dunlemi02', 'caldejo01', 'humphkr01', 'kellyry01', 'delanma01', 'bembrde01']","[39, 36]",3,880144833.0,67703448.6923077,75
201704010LAC,LAC,LAC,LAL,"STAPLES Center, Los Angeles, California",division,2017-04-01 15:30:00,2017-04-01 17:30:00,0,28,27,38,22,[],115,2,2.0,"['griffbl01', 'jordade01', 'redicjj01', 'paulch01', 'mbahalu01', 'crawfja01', 'feltora01', 'speigma01', 'bassbr01', 'anderal01', 'riverau01', 'piercpa01', 'johnswe01']","[46, 31]",2,1438194073.0,110630313.3076923,77,22,28,22,32,[],104,-3,2.0,"['clarkjo01', 'russeda01', 'ingrabr01', 'nancela02', 'randlju01', 'nwabada01', 'blackta01', 'robinth01', 'ennisty01', 'breweco01', 'youngni01', 'artesro01', 'mozgoti01']","[21, 54]",1,678682498.0,52206346.0,75
201704010MIN,SAC,MIN,SAC,"Target Center, Minneapolis, Minnesota",conference,2017-04-01 20:00:00,2017-04-01 22:00:00,0,31,28,26,32,[],117,2,2.0,"['townska01', 'wiggian01', 'rubiori01', 'dienggo01', 'rushbr01', 'dunnkr01', 'muhamsh01', 'casspom01', 'jonesty01', 'paynead01', 'hilljo01', 'bjeline01', 'aldrico01']","[30, 44]",1,656599019.0,50507616.84615385,74,18,37,36,32,[],123,-2,1.0,"['hieldbu01', 'caulewi01', 'collida01', 'labissk01', 'mclembe01', 'tollian01', 'afflaar01', 'lawsoty01', 'papagge01', 'gallola01', 'koufoko01', 'templga01', 'evansty01']","[29, 47]",2,508660129.0,39127702.23076923,76
201704010POR,POR,POR,PHO,"Moda Center, Portland, Oregon",conference,2017-04-01 22:00:00,2017-04-02 00:00:00,0,37,26,34,33,[],130,5,2.0,"['vonleno01', 'mccolcj01', 'lillada01', 'harklma01', 'leoname01', 'turneev01', 'aminual01', 'crabbal01', 'napiesh01', 'connapa01', 'laymaja01', 'quartti01']","[37, 38]",2,762407233.0,63533936.083333336,75,21,32,34,30,[],117,0,2.0,"['warretj01', 'bookede01', 'ulisty01', 'chrisma01', 'lenal01', 'jonesde02', 'willial03', 'dudleja01', 'pricero01', 'knighbr03', 'eddieja01', 'chandty01', 'bledser01']","[22, 54]",1,712821375.0,54832413.461538464,76
201704020BRK,BRK,BRK,ATL,"Barclays Center, Brooklyn, New York",conference,2017-04-02 18:00:00,2017-04-02 20:00:00,0,29,17,24,21,[],91,1,1.0,"['linje01', 'lopezbr01', 'holliro01', 'leverca01', 'foyera01', 'kilpase01', 'whiteis01', 'booketr01', 'dinwisp01', 'acyqu01', 'goodwar01', 'mcdankj01', 'hamilju01']","[17, 59]",1,425618684.0,32739898.769230768,76,24,19,18,21,[],82,-1,1.0,"['schrode01', 'princta02', 'hardati02', 'howardw01', 'ilyaser01', 'millspa01', 'caldejo01', 'bazemke01', 'muscami01', 'dunlemi02', 'humphkr01', 'kellyry01', 'bembrde01']","[39, 37]",2,1070968594.0,82382199.53846154,76
201704020CLE,CLE,CLE,IND,"Quicken Loans Arena, Cleveland, Ohio",division,2017-04-02 18:00:00,2017-04-02 20:30:00,0,26,34,23,21,[10],135,1,2.0,"['jamesle01', 'irvinky01', 'thomptr01', 'smithjr01', 'loveke01', 'shumpim01', 'fryech01', 'willide01', 'jefferi01', 'willide02', 'sandela01', 'liggide01', 'jonesja02']","[48, 27]",2,1517218595.0,116709122.6923077,75,27,26,24,27,[10],130,-3,2.0,"['georgpa01', 'turnemy01', 'teaguje01', 'ellismo01', 'youngth01', 'milescj01', 'stephla01', 'allenla01', 'brookaa01', 'serapke01', 'youngjo01', 'jeffeal01', 'chrisra01']","[37, 39]",1,915365042.0,70412695.53846154,76
201704020GSW,GSW,GSW,WAS,"Oracle Arena, Oakland, California",none,2017-04-02 20:00:00,2017-04-02 22:00:00,0,35,32,39,33,[],139,0,2.0,"['curryst01', 'greendr01', 'thompkl01', 'pachuza01', 'mccawpa01', 'iguodan01', 'livinsh01', 'barnema02', 'westda01', 'clarkia01', 'mcgeeja01', 'mcadoja01', 'looneke01']","[62, 14]",0,1118110132.0,86008471.6923077,76,30,27,31,27,[],115,-2,2.0,"['bealbr01', 'walljo01', 'morrima02', 'porteot01', 'gortama01', 'oubreke01', 'bogdabo02', 'jennibr01', 'mahinia01', 'satorto01', 'ochefda01', 'burketr01', 'smithja02']","[46, 30]",1,1041692153.0,80130165.61538461,76
201704020LAL,LAL,LAL,MEM,"STAPLES Center, Los Angeles, California",conference,2017-04-02 15:30:00,2017-04-02 17:30:00,0,22,28,29,29,[],108,-4,1.0,"['nancela02', 'russeda01', 'randlju01', 'clarkjo01', 'ingrabr01', 'ennisty01', 'robinth01', 'nwabada01', 'breweco01', 'youngni01', 'artesro01', 'mozgoti01', 'denglu01']","[21, 55]",1,836310654.0,64331588.76923077,76,27,22,31,23,[],103,2,2.0,"['ennisja01', 'conlemi01', 'allento01', 'wrighbr03', 'seldewa01', 'danietr01', 'randoza01', 'baldwwa01', 'martija01', 'greenja01', 'gasolma01', 'davisde01', 'cartevi01']","[42, 34]",1,952874605.0,73298046.53846154,76
201704020MIA,DEN,MIA,DEN,"AmericanAirlines Arena, Miami, Florida",none,2017-04-02 18:00:00,2017-04-02 20:00:00,0,30,28,29,26,[],113,-1,2.0,"['richajo01', 'dragigo01', 'whiteha01', 'mcgruro01', 'babbilu01', 'johnsty01', 'johnsja01', 'reedwi02', 'ellinwa01', 'whiteok01', 'waitedi01', 'hasleud01']","[37, 39]",1,650605712.0,54217142.66666666,76,37,31,25,23,[],116,-3,2.0,"['gallida01', 'harriga01', 'jokicni01', 'murraja01', 'farieke01', 'mudiaem01', 'chandwi01', 'plumlma01', 'hernaju01', 'nelsoja01', 'hibbero01', 'millemi01', 'beaslma01']","[35, 40]",0,946996728.0,72845902.15384616,75
201704020MIL,DAL,MIL,DAL,"BMO Harris Bradley Center, Milwaukee, Wisconsin",none,2017-04-02 15:30:00,2017-04-02 17:30:00,0,28,25,25,27,[],105,3,2.0,"['antetgi01', 'middlkh01', 'dellama01', 'snellto01', 'makerth01', 'monrogr01', 'terryja01', 'paytoga02', 'beaslmi01', 'teletmi01', 'vaughra01', 'hawessp01', 'brogdma01']","[40, 36]",0,809269785.0,62251521.92307692,76,31,22,22,34,[],109,-4,2.0,"['barneha02', 'matthwe02', 'ferreyo01', 'nowitdi01', 'finnedo01', 'bareajo01', 'harride01', 'noelne01', 'brussni01', 'mejrisa01', 'poweldw01', 'uthofja01', 'hammoaj01']","[31, 44]",1,763125208.0,58701939.07692308,75
201704020NOP,CHI,NOP,CHI,"Smoothie King Center, New Orleans, Louisiana",none,2017-04-02 18:00:00,2017-04-02 20:00:00,0,21,26,32,31,[],110,2,2.0,"['couside01', 'davisan02', 'holidjr01', 'hillso01', 'fraziti01', 'crawfjo02', 'mooreet01', 'cunnida01', 'cookqu01', 'motiedo01', 'diallch01', 'asikom01', 'ajincal01']","[33, 43]",0,715727548.0,55055965.23076923,76,28,35,24,30,[],117,3,1.0,"['butleji01', 'rondora01', 'zipsepa01', 'lopezro01', 'mirotni01', 'portibo01', 'valende01', 'lauvejo01', 'cartemi01', 'morroan01', 'grantje02', 'feliccr01', 'canaais01']","[37, 39]",1,584830104.0,44986931.07692308,76
201704020NYK,BOS,NYK,BOS,"Madison Square Garden (IV), New York, New York",division,2017-04-02 13:00:00,2017-04-02 15:00:00,0,23,24,24,23,[],94,1,2.0,"['leeco01', 'bakerro01', 'porzikr01', 'vujacsa01', 'hernawi01', 'holidju01', 'randlch01', 'oquinky01', 'kuzmimi01', 'ndourma01', 'plumlma02', 'noahjo01']","[29, 47]",1,427752089.0,35646007.416666664,76,34,26,28,22,[],110,1,2.0,"['crowdja01', 'brownja02', 'horfoal01', 'thomais02', 'johnsam01', 'smartma01', 'roziete01', 'jerebjo01', 'olynyke01', 'zellety01', 'youngja01', 'greenge01']","[49, 27]",2,764807752.0,63733979.333333336,76
201704020OKC,CHO,OKC,CHO,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",none,2017-04-02 15:00:00,2017-04-02 17:00:00,0,22,32,16,31,[],101,-1,2.0,"['roberan03', 'westbru01', 'oladivi01', 'adamsst01', 'gibsota01', 'grantje01', 'kanteen01', 'chrisse01', 'abrinal01', 'sabondo01', 'mcderdo01', 'coleno01', 'collini01']","[43, 32]",0,994553667.0,76504128.23076923,75,31,28,25,29,[],113,2,2.0,"['kiddgmi01', 'walkeke02', 'batumni01', 'willima02', 'zelleco01', 'kaminfr01', 'belinma01', 'roberbr01', 'plumlmi01', 'lambje01', 'woodch01', 'grahatr01', 'weberbr01']","[35, 41]",1,832497619.0,64038278.38461538,76
201704020PHO,HOU,PHO,HOU,"Talking Stick Resort Arena, Phoenix, Arizona",conference,2017-04-02 21:00:00,2017-04-02 23:00:00,0,21,33,29,33,[],116,-1,1.0,"['ulisty01', 'bookede01', 'jonesde02', 'lenal01', 'chrisma01', 'dudleja01', 'bendedr01', 'pricero01', 'willial03', 'bledser01', 'chandty01', 'eddieja01', 'knighbr03']","[22, 55]",0,671570280.0,51659252.307692304,77,31,28,31,33,[],123,-3,2.0,"['willitr02', 'gordoer01', 'beverpa01', 'capelca01', 'dekkesa01', 'willilo02', 'hilarne01', 'taylois01', 'harremo01', 'wiltjky01', 'arizatr01', 'brownbo02']","[51, 25]",3,686344134.0,57195344.5,76
201704020SAS,SAS,SAS,UTA,"AT&T Center, San Antonio, Texas",conference,2017-04-02 15:30:00,2017-04-02 17:30:00,0,33,21,34,21,[],109,1,2.0,"['leonaka01', 'bertada01', 'anderky01', 'parketo01', 'dedmode01', 'simmojo02', 'gasolpa01', 'forbebr01', 'anthojo01', 'millspa02', 'leeda02', 'aldrila01', 'ginobma01']","[58, 17]",1,1276264212.0,98174170.15384616,75,28,24,26,25,[],103,3,2.0,"['goberru01', 'haywago01', 'hoodro01', 'exumda01', 'diawbo01', 'johnsjo02', 'inglejo01', 'macksh01', 'witheje01', 'netora01', 'lylestr01', 'burksal01', 'bolomjo01']","[47, 29]",1,916987032.0,70537464.0,76
201704020TOR,TOR,TOR,PHI,"Air Canada Centre, Toronto, Canada",division,2017-04-02 18:00:00,2017-04-02 20:00:00,0,28,31,27,27,[],113,1,2.0,"['josepco01', 'derozde01', 'ibakase01', 'valanjo01', 'carrode01', 'wrighde01', 'poeltja01', 'powelno01', 'pattepa01', 'vanvlfr01', 'siakapa01', 'noguelu01', 'cabocbr01']","[46, 30]",2,903336878.0,69487452.15384616,76,29,20,27,29,[],105,-2,2.0,"['luwawti01', 'mccontj01', 'anderju01', 'saricda01', 'holmeri01', 'stausni01', 'poythal01', 'hendege02', 'longsh01', 'splitti01', 'okafoja01', 'rodrise01', 'covinro01']","[28, 48]",1,291428721.0,22417593.923076924,76
201704030MIN,MIN,MIN,POR,"Target Center, Minneapolis, Minnesota",division,2017-04-03 19:00:00,2017-04-03 21:00:00,0,29,20,37,24,[],110,-1,2.0,"['rubiori01', 'dienggo01', 'townska01', 'wiggian01', 'rushbr01', 'muhamsh01', 'casspom01', 'jonesty01', 'paynead01', 'dunnkr01', 'hilljo01', 'bjeline01', 'aldrico01']","[30, 45]",0,656599019.0,50507616.84615385,75,23,34,26,26,[],109,6,2.0,"['lillada01', 'harklma01', 'mccolcj01', 'vonleno01', 'leoname01', 'aminual01', 'crabbal01', 'turneev01', 'nurkiju01', 'napiesh01', 'laymaja01', 'connapa01']","[38, 38]",2,818784132.0,68232011.0,76
201704040CLE,CLE,CLE,ORL,"Quicken Loans Arena, Cleveland, Ohio",conference,2017-04-04 19:00:00,2017-04-04 21:00:00,0,28,25,43,26,[],122,2,2.0,"['jamesle01', 'smithjr01', 'irvinky01', 'loveke01', 'thomptr01', 'willide01', 'shumpim01', 'jefferi01', 'korveky01', 'fryech01', 'liggide01', 'willide02', 'jonesja02']","[49, 27]",2,1567025245.0,120540403.46153846,76,31,24,20,27,[],102,-4,3.0,"['rosste01', 'gordoaa01', 'fournev01', 'vucevni01', 'paytoel01', 'watsocj01', 'hezonma01', 'meeksjo01', 'biyombi01', 'rudezda01', 'garinpa01', 'georgma01', 'augusdj01']","[27, 50]",0,682606577.0,52508198.23076923,77
201704040GSW,GSW,GSW,MIN,"Oracle Arena, Oakland, California",conference,2017-04-04 22:30:00,2017-04-05 00:30:00,0,32,36,36,17,[],121,1,2.0,"['thompkl01', 'curryst01', 'greendr01', 'barnema02', 'pachuza01', 'iguodan01', 'livinsh01', 'clarkia01', 'westda01', 'mccawpa01', 'mcgeeja01', 'mcadoja01', 'looneke01']","[63, 14]",2,1118110132.0,86008471.6923077,77,32,28,26,21,[],107,1,1.0,"['rubiori01', 'wiggian01', 'dienggo01', 'townska01', 'rushbr01', 'muhamsh01', 'dunnkr01', 'jonesty01', 'paynead01', 'casspom01', 'aldrico01', 'hilljo01', 'bjeline01']","[31, 45]",1,656599019.0,50507616.84615385,76
201704040IND,IND,IND,TOR,"Bankers Life Fieldhouse, Indianapolis, Indiana",conference,2017-04-04 19:00:00,2017-04-04 21:00:00,0,18,22,37,31,[],108,-4,2.0,"['georgpa01', 'teaguje01', 'turnemy01', 'youngth01', 'ellismo01', 'stephla01', 'milescj01', 'brookaa01', 'allenla01', 'serapke01', 'chrisra01', 'youngjo01', 'jeffeal01']","[37, 40]",0,915365042.0,70412695.53846154,77,26,25,24,15,[],90,2,2.0,"['derozde01', 'josepco01', 'ibakase01', 'valanjo01', 'carrode01', 'tuckepj01', 'pattepa01', 'wrighde01', 'poeltja01', 'powelno01', 'noguelu01', 'vanvlfr01']","[47, 30]",2,880870512.0,73405876.0,77
201704040NOP,DEN,NOP,DEN,"Smoothie King Center, New Orleans, Louisiana",conference,2017-04-04 20:00:00,2017-04-04 22:00:00,0,31,44,30,26,[],131,-1,2.0,"['hillso01', 'davisan02', 'holidjr01', 'couside01', 'fraziti01', 'mooreet01', 'cunnida01', 'crawfjo02', 'ajincal01', 'motiedo01', 'diallch01', 'cookqu01', 'asikom01']","[33, 44]",1,715727548.0,55055965.23076923,77,27,42,33,32,[],134,1,2.0,"['gallida01', 'harriga01', 'jokicni01', 'murraja01', 'farieke01', 'mudiaem01', 'plumlma01', 'chandwi01', 'nelsoja01', 'millemi01', 'hibbero01', 'hernaju01', 'beaslma01']","[36, 40]",1,946996728.0,72845902.15384616,76
201704040NYK,NYK,NYK,CHI,"Madison Square Garden (IV), New York, New York",conference,2017-04-04 20:00:00,2017-04-04 22:00:00,0,29,25,26,20,[],100,-1,2.0,"['anthoca01', 'bakerro01', 'leeco01', 'ndourma01', 'hernawi01', 'oquinky01', 'holidju01', 'kuzmimi01', 'randlch01', 'vujacsa01', 'plumlma02', 'noahjo01']","[29, 48]",2,587049434.0,48920786.16666666,77,24,16,24,27,[],91,4,2.0,"['butleji01', 'mirotni01', 'lopezro01', 'rondora01', 'zipsepa01', 'valende01', 'morroan01', 'portibo01', 'cartemi01', 'lauvejo01', 'grantje02', 'feliccr01', 'canaais01']","[38, 39]",0,584830104.0,44986931.07692308,77
201704040OKC,OKC,OKC,MIL,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",none,2017-04-04 20:00:00,2017-04-04 22:00:00,0,28,35,26,21,[],110,-2,2.0,"['roberan03', 'westbru01', 'oladivi01', 'adamsst01', 'gibsota01', 'mcderdo01', 'chrisse01', 'sabondo01', 'kanteen01', 'grantje01', 'abrinal01', 'collini01', 'coleno01']","[43, 33]",0,994553667.0,76504128.23076923,76,20,19,20,20,[],79,-1,2.0,"['antetgi01', 'makerth01', 'snellto01', 'middlkh01', 'dellama01', 'paytoga02', 'teletmi01', 'hawessp01', 'monrogr01', 'terryja01', 'vaughra01', 'beaslmi01', 'brogdma01']","[40, 37]",1,809269785.0,62251521.92307692,77
201704040PHI,BRK,PHI,BRK,"Wells Fargo Center, Philadelphia, Pennsylvania",division,2017-04-04 19:00:00,2017-04-04 21:00:00,0,27,26,24,41,[],118,-3,2.0,"['luwawti01', 'mccontj01', 'anderju01', 'holmeri01', 'saricda01', 'poythal01', 'stausni01', 'hendege02', 'longsh01', 'splitti01', 'rodrise01', 'covinro01', 'okafoja01']","[28, 49]",3,291428721.0,22417593.923076924,77,40,41,30,30,[],141,2,2.0,"['linje01', 'lopezbr01', 'holliro01', 'leverca01', 'foyera01', 'dinwisp01', 'mcdankj01', 'goodwar01', 'booketr01', 'acyqu01', 'hamilju01', 'kilpase01', 'nichoan01']","[18, 59]",0,450369664.0,34643820.307692304,77
201704040SAC,SAC,SAC,DAL,"Golden 1 Center, Sacramento, California",conference,2017-04-04 22:30:00,2017-04-05 00:30:00,0,22,14,32,30,[],98,1,3.0,"['gallola01', 'labissk01', 'caulewi01', 'hieldbu01', 'evansty01', 'papagge01', 'mclembe01', 'templga01', 'afflaar01', 'collida01', 'koufoko01', 'lawsoty01', 'tollian01']","[30, 47]",1,508660129.0,39127702.23076923,77,17,21,31,18,[],87,1,2.0,"['poweldw01', 'brussni01', 'barneha02', 'ferreyo01', 'noelne01', 'hammoaj01', 'finnedo01', 'uthofja01', 'bareajo01', 'harride01', 'nowitdi01', 'mejrisa01', 'matthwe02']","[32, 44]",1,763125208.0,58701939.07692308,76
201704040SAS,SAS,SAS,MEM,"AT&T Center, San Antonio, Texas",division,2017-04-04 20:30:00,2017-04-04 22:30:00,0,14,19,27,24,[],95,2,2.0,"['aldrila01', 'leonaka01', 'parketo01', 'simmojo02', 'dedmode01', 'gasolpa01', 'millspa02', 'leeda02', 'anderky01', 'forbebr01', 'ginobma01', 'bertada01', 'anthojo01']","[59, 17]",1,1276264212.0,98174170.15384616,76,16,19,16,33,[],89,-1,2.0,"['conlemi01', 'gasolma01', 'cartevi01', 'ennisja01', 'greenja01', 'randoza01', 'danietr01', 'wrighbr03', 'seldewa01', 'baldwwa01', 'martija01', 'davisde01', 'harrian01']","[42, 35]",2,914633797.0,70356445.92307693,77
201704040UTA,UTA,UTA,POR,"Vivint Smart Home Arena, Salt Lake City, Utah",division,2017-04-04 21:00:00,2017-04-04 23:00:00,0,24,23,28,31,[],106,-1,2.0,"['goberru01', 'haywago01', 'inglejo01', 'exumda01', 'diawbo01', 'macksh01', 'johnsjo02', 'burksal01', 'witheje01', 'bolomjo01', 'lylestr01', 'netora01', 'hoodro01']","[47, 30]",1,916987032.0,70537464.0,77,17,24,23,23,[],87,-1,1.0,"['mccolcj01', 'lillada01', 'aminual01', 'harklma01', 'vonleno01', 'crabbal01', 'leoname01', 'turneev01', 'napiesh01', 'laymaja01', 'connapa01', 'nurkiju01']","[38, 39]",1,818784132.0,68232011.0,77
