,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,gameState
teamData,winner,teamHome,teamAway,timeOfDay,location,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,rivalry
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201711180CHO,CHO,CHO,LAC,7:00p,"Spectrum Center, Charlotte, North Carolina",25,30,18,29,[],102,-6,1.0,"['walkeke02', 'kiddgmi01', 'howardw01', 'willima02', 'batumni01', 'lambje01', 'kaminfr01', 'zelleco01', 'cartemi01', 'bacondw01', 'grahatr01', 'monkma01', 'obryajo01']","[5, 9]",0,24,22,25,16,[],87,-7,1.0,"['griffbl01', 'riverau01', 'jordade01', 'johnswe01', 'thornsi01', 'willilo02', 'dekkesa01', 'evansja01', 'harremo01', 'willicj01', 'reedwi02', 'beverpa01', 'wilsoja02']","[5, 9]",0,none
201711180DAL,DAL,DAL,MIL,9:00p,"American Airlines Center, Dallas, Texas",33,23,26,29,[],111,-4,1.0,"['matthwe02', 'barneha02', 'nowitdi01', 'smithde03', 'klebima01', 'ferreyo01', 'poweldw01', 'bareajo01', 'harride01', 'mejrisa01', 'noelne01', 'clevean01', 'witheje01']","[2, 14]",0,24,20,17,18,[],79,4,3.0,"['antetgi01', 'snellto01', 'middlkh01', 'bledser01', 'hensojo01', 'brogdma01', 'makerth01', 'liggide01', 'paytoga02', 'bolomjo01', 'vaughra01', 'wilsodj01', 'terryja01']","[8, 6]",0,none
201711180MEM,HOU,MEM,HOU,8:00p,"FedEx Forum, Memphis, Tennessee",25,25,17,16,[],83,-3,3.0,"['brookdi01', 'gasolma01', 'chalmma01', 'parsoch01', 'greenja01', 'evansty01', 'ennisja01', 'mclembe01', 'harrian01', 'davisde01', 'wrighbr03', 'martija01', 'huntevi01']","[7, 7]",2,33,26,23,23,[],105,1,2.0,"['hardeja01', 'arizatr01', 'capelca01', 'anderry01', 'paulch01', 'gordoer01', 'tuckepj01', 'mbahalu01', 'hilarne01', 'blackta01', 'brownbo02', 'qizh01']","[12, 4]",1,division
201711180ORL,UTA,ORL,UTA,7:00p,"Amway Center, Orlando, Florida",26,22,19,18,[],85,-3,3.0,"['gordoaa01', 'fournev01', 'vucevni01', 'paytoel01', 'rosste01', 'afflaar01', 'biyombi01', 'simmojo02', 'augusdj01', 'hezonma01', 'speigma01', 'macksh01', 'isaacjo01']","[8, 7]",0,29,34,34,28,[],125,-3,1.0,"['mitchdo01', 'favorde01', 'jerebjo01', 'inglejo01', 'rubiori01', 'hoodro01', 'burksal01', 'netora01', 'udohek01', 'sefolth01', 'onealro01', 'bradlto01', 'woltena01']","[6, 10]",0,none
201711180PHI,GSW,PHI,GSW,7:30p,"Wells Fargo Center, Philadelphia, Pennsylvania",47,27,15,27,[],116,2,3.0,"['simmobe01', 'redicjj01', 'saricda01', 'covinro01', 'embiijo01', 'luwawti01', 'mccontj01', 'holmeri01', 'anderju01', 'bayleje01', 'johnsam01', 'korkmfu01']","[8, 6]",0,28,24,47,25,[],124,-1,2.0,"['thompkl01', 'greendr01', 'curryst01', 'duranke01', 'pachuza01', 'iguodan01', 'livinsh01', 'westda01', 'looneke01', 'youngni01', 'mcgeeja01', 'casspom01', 'mccawpa01']","[11, 4]",1,none
201711180POR,POR,POR,SAC,10:00p,"Moda Center, Portland, Oregon",21,32,27,22,[],102,-1,1.0,"['mccolcj01', 'lillada01', 'nurkiju01', 'vonleno01', 'harklma01', 'connapa01', 'leoname01', 'davised01', 'napiesh01', 'turneev01', 'colliza01', 'laymaja01', 'swanica01']","[8, 7]",0,20,21,22,27,[],90,1,1.0,"['hillge01', 'foxde01', 'templga01', 'randoza01', 'labissk01', 'caulewi01', 'bogdabo01', 'koufoko01', 'masonfr01', 'richama01', 'cooleja01', 'jacksju01']","[4, 11]",1,conference
201711190BRK,GSW,BRK,GSW,6:00p,"Barclays Center, Brooklyn, New York",20,22,42,27,[],111,1,2.0,"['crabbal01', 'carrode01', 'holliro01', 'dinwisp01', 'booketr01', 'acyqu01', 'leverca01', 'harrijo01', 'zellety01', 'allenja01', 'kilpase01', 'mozgoti01', 'whiteis01']","[6, 9]",0,32,32,34,20,[],118,1,1.0,"['greendr01', 'thompkl01', 'curryst01', 'casspom01', 'pachuza01', 'iguodan01', 'youngni01', 'livinsh01', 'looneke01', 'westda01', 'mcgeeja01', 'mccawpa01', 'belljo01']","[12, 4]",0,none
201711190LAL,LAL,LAL,DEN,9:30p,"STAPLES Center, Los Angeles, California",32,38,29,28,[],127,-2,2.0,"['balllo01', 'caldwke01', 'ingrabr01', 'kuzmaky01', 'lopezbr01', 'randlju01', 'clarkjo01', 'breweco01', 'hartjo01', 'bogutan01', 'zubaciv01', 'bryanth01', 'ennisty01']","[6, 10]",0,26,22,36,25,[],109,1,2.0,"['harriga01', 'chandwi01', 'murraja01', 'millspa01', 'jokicni01', 'plumlma01', 'bartowi01', 'mudiaem01', 'hernaju01', 'lylestr01', 'farieke01', 'jefferi01', 'arthuda01']","[9, 6]",0,conference
201711190MIA,IND,MIA,IND,5:00p,"AmericanAirlines Arena, Miami, Florida",27,28,13,27,[],95,1,2.0,"['richajo01', 'dragigo01', 'waitedi01', 'winslju01', 'whiteha01', 'johnsja01', 'johnsty01', 'ellinwa01', 'olynyke01', 'adebaba01', 'mickejo01', 'hasleud01', 'waltode01']","[7, 8]",1,29,29,32,30,[],120,2,2.0,"['bogdabo02', 'oladivi01', 'turnemy01', 'collida01', 'youngth01', 'josepco01', 'stephla01', 'sabondo01', 'youngjo01', 'leaftj01', 'wilkida02', 'poythal01', 'jeffeal01']","[8, 8]",0,conference
201711190MIN,DET,MIN,DET,7:00p,"Target Center, Minneapolis, Minnesota",24,29,27,17,[],97,3,2.0,"['wiggian01', 'butleji01', 'teaguje01', 'townska01', 'gibsota01', 'bjeline01', 'dienggo01', 'jonesty01', 'muhamsh01', 'crawfja01', 'aldrico01', 'brookaa01', 'georgma01']","[10, 5]",0,22,27,22,29,[],100,-2,2.0,"['johnsst04', 'harrito02', 'bradlav01', 'drumman01', 'jacksre01', 'smithis01', 'moreler01', 'tollian01', 'bullore01', 'kennalu01', 'gallola01', 'ellenhe01', 'marjabo01']","[10, 5]",1,none
201711190PHO,PHO,PHO,CHI,8:00p,"Talking Stick Resort Arena, Phoenix, Arizona",30,31,24,28,[],113,1,2.0,"['warretj01', 'bookede01', 'monrogr01', 'chrisma01', 'ulisty01', 'jamesmi02', 'lenal01', 'jacksjo02', 'bendedr01', 'danietr01', 'jonesde02']","[6, 11]",0,37,19,28,21,[],105,1,2.0,"['valende01', 'holidju01', 'markkla01', 'lopezro01', 'grantje02', 'dunnkr01', 'portibo01', 'blakean01', 'feliccr01', 'pondequ01', 'feldeka01', 'zipsepa01']","[3, 10]",0,none
201711190TOR,TOR,TOR,WAS,3:30p,"Air Canada Centre, Toronto, Canada",28,32,19,21,[],100,3,2.0,"['derozde01', 'lowryky01', 'ibakase01', 'anunoog01', 'valanjo01', 'siakapa01', 'vanvlfr01', 'milescj01', 'noguelu01', 'poeltja01', 'brownlo01', 'cabocbr01', 'mckinal01']","[10, 5]",0,28,27,21,15,[],91,-1,2.0,"['bealbr01', 'fraziti01', 'gortama01', 'porteot01', 'morrima02', 'scottmi01', 'oubreke01', 'meeksjo01', 'mahinia01', 'satorto01', 'mcculch01', 'smithja02', 'walljo01']","[9, 6]",1,conference
201711200CHO,CHO,CHO,MIN,7:00p,"Spectrum Center, Charlotte, North Carolina",26,29,29,34,[],118,1,2.0,"['walkeke02', 'kiddgmi01', 'howardw01', 'batumni01', 'willima02', 'kaminfr01', 'lambje01', 'zelleco01', 'cartemi01', 'bacondw01', 'monkma01', 'grahatr01', 'obryajo01']","[6, 9]",0,24,28,28,22,[],102,-1,1.0,"['wiggian01', 'teaguje01', 'butleji01', 'townska01', 'gibsota01', 'crawfja01', 'dienggo01', 'bjeline01', 'muhamsh01', 'jonesty01', 'aldrico01', 'brookaa01', 'georgma01']","[10, 6]",1,none
201711200DAL,BOS,DAL,BOS,8:30p,"American Airlines Center, Dallas, Texas",22,27,28,19,[],102,1,2.0,"['matthwe02', 'barneha02', 'nowitdi01', 'smithde03', 'klebima01', 'ferreyo01', 'bareajo01', 'poweldw01', 'harride01', 'mejrisa01', 'noelne01', 'clevean01', 'witheje01']","[3, 14]",0,34,19,16,27,[],110,5,2.0,"['irvinky01', 'horfoal01', 'tatumja01', 'brownja02', 'morrima03', 'smartma01', 'roziete01', 'baynear01', 'ojelese01', 'theisda01', 'naderab01', 'larkish01', 'yabusgu01']","[15, 2]",0,none
201711200DET,CLE,DET,CLE,7:00p,"Little Caesars Arena, Detroit, Michigan",23,23,16,26,[],88,1,1.0,"['johnsst04', 'harrito02', 'bradlav01', 'drumman01', 'jacksre01', 'moreler01', 'gallola01', 'smithis01', 'kennalu01', 'tollian01', 'ellenhe01', 'bullore01', 'marjabo01']","[11, 5]",0,36,37,28,15,[],116,4,3.0,"['caldejo01', 'jamesle01', 'smithjr01', 'loveke01', 'crowdja01', 'greenje02', 'fryech01', 'wadedw01', 'korveky01', 'osmande01', 'hollajo02']","[9, 7]",0,division
201711200MEM,POR,MEM,POR,8:00p,"FedEx Forum, Memphis, Tennessee",24,22,25,21,[],92,-4,2.0,"['gasolma01', 'greenja01', 'chalmma01', 'brookdi01', 'parsoch01', 'evansty01', 'mclembe01', 'davisde01', 'martija01', 'ennisja01', 'harrian01', 'huntevi01']","[7, 8]",1,23,32,17,28,[],100,1,2.0,"['mccolcj01', 'lillada01', 'nurkiju01', 'vonleno01', 'harklma01', 'napiesh01', 'turneev01', 'leoname01', 'davised01', 'connapa01', 'colliza01', 'laymaja01', 'swanica01']","[9, 7]",0,conference
201711200MIL,WAS,MIL,WAS,8:00p,"BMO Harris Bradley Center, Milwaukee, Wisconsin",19,27,20,22,[],88,-1,2.0,"['antetgi01', 'middlkh01', 'bledser01', 'snellto01', 'hensojo01', 'makerth01', 'brogdma01', 'liggide01', 'paytoga02', 'bolomjo01', 'terryja01', 'vaughra01', 'wilsodj01']","[8, 7]",0,27,20,26,26,[],99,-2,1.0,"['porteot01', 'bealbr01', 'gortama01', 'walljo01', 'morrima02', 'oubreke01', 'meeksjo01', 'fraziti01', 'mahinia01', 'mcculch01', 'satorto01', 'scottmi01', 'smithja02']","[9, 7]",0,conference
201711200NOP,NOP,NOP,OKC,8:00p,"Smoothie King Center, New Orleans, Louisiana",24,33,30,27,[],114,-2,3.0,"['davisan02', 'holidjr01', 'mooreet01', 'rondora01', 'couside01', 'milleda01', 'allento01', 'nelsoja01', 'cunnida01', 'asikom01', 'clarkia01', 'diallch01']","[8, 8]",0,33,32,21,21,[],107,-1,3.0,"['westbru01', 'georgpa01', 'anthoca01', 'roberan03', 'adamsst01', 'feltora01', 'grantje01', 'abrinal01', 'pattepa01', 'johnsda04', 'huestjo01', 'collini01', 'fergute01']","[7, 8]",0,conference
201711200NYK,NYK,NYK,LAC,7:30p,"Madison Square Garden (IV), New York, New York",20,36,27,24,[],107,-1,3.0,"['kanteen01', 'porzikr01', 'leeco01', 'hardati02', 'jackja01', 'mcderdo01', 'thomala01', 'oquinky01', 'sessira01', 'dotsoda01', 'ntilila01', 'beaslmi01', 'hernawi01']","[8, 7]",0,20,24,24,17,[],85,-8,2.0,"['griffbl01', 'jordade01', 'riverau01', 'johnswe01', 'beverpa01', 'willilo02', 'evansja01', 'thornsi01', 'dekkesa01', 'reedwi02', 'willicj01', 'harremo01', 'wilsoja02']","[5, 10]",0,none
201711200ORL,IND,ORL,IND,7:00p,"Amway Center, Orlando, Florida",31,24,17,25,[],97,-4,2.0,"['gordoaa01', 'fournev01', 'vucevni01', 'paytoel01', 'rosste01', 'simmojo02', 'augusdj01', 'biyombi01', 'afflaar01', 'speigma01', 'hezonma01', 'iwundwe01', 'macksh01']","[8, 8]",0,34,16,28,27,[],105,3,1.0,"['youngth01', 'bogdabo02', 'collida01', 'oladivi01', 'turnemy01', 'stephla01', 'josepco01', 'sabondo01', 'jeffeal01', 'leaftj01', 'poythal01', 'wilkida02', 'youngjo01']","[9, 8]",0,conference
201711200PHI,PHI,PHI,UTA,7:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",25,22,28,32,[],107,-1,2.0,"['simmobe01', 'covinro01', 'redicjj01', 'embiijo01', 'saricda01', 'mccontj01', 'johnsam01', 'bayleje01', 'luwawti01', 'korkmfu01', 'pulleja01', 'holmeri01', 'okafoja01']","[8, 7]",1,15,21,27,23,[],86,1,2.0,"['mitchdo01', 'favorde01', 'inglejo01', 'rubiori01', 'jerebjo01', 'hoodro01', 'udohek01', 'sefolth01', 'burksal01', 'netora01', 'onealro01', 'bradlto01', 'woltena01']","[7, 10]",0,none
201711200SAC,DEN,SAC,DEN,10:00p,"Golden 1 Center, Sacramento, California",22,25,23,28,[],98,-1,2.0,"['hillge01', 'foxde01', 'randoza01', 'templga01', 'labissk01', 'koufoko01', 'caulewi01', 'masonfr01', 'bogdabo01', 'jacksju01', 'richama01']","[4, 12]",0,22,25,34,33,[],114,-1,1.0,"['harriga01', 'bartowi01', 'jokicni01', 'murraja01', 'farieke01', 'hernaju01', 'plumlma01', 'mudiaem01', 'lylestr01', 'beaslma01', 'lydonty01', 'arthuda01', 'jefferi01']","[9, 7]",1,conference
201711200SAS,SAS,SAS,ATL,8:30p,"AT&T Center, San Antonio, Texas",24,22,24,26,[],96,1,3.0,"['aldrila01', 'millspa02', 'anderky01', 'greenda02', 'gasolpa01', 'ginobma01', 'forbebr01', 'murrade01', 'gayru01', 'lauvejo01', 'bertada01', 'paulbr01']","[10, 6]",0,22,16,27,20,[],85,-1,2.0,"['princta02', 'schrode01', 'dedmode01', 'bazemke01', 'babbilu01', 'collijo01', 'belinma01', 'delanma01', 'ilyaser01', 'bembrde01', 'cavanty01', 'dorsety01', 'plumlmi01']","[3, 13]",0,none
201711210LAL,LAL,LAL,CHI,10:30p,"STAPLES Center, Los Angeles, California",23,19,30,31,[],103,1,2.0,"['kuzmaky01', 'caldwke01', 'ingrabr01', 'balllo01', 'lopezbr01', 'randlju01', 'clarkjo01', 'hartjo01', 'breweco01', 'zubaciv01', 'bogutan01', 'bryanth01', 'ennisty01']","[7, 10]",0,27,29,19,19,[],94,-1,2.0,"['holidju01', 'valende01', 'lopezro01', 'dunnkr01', 'markkla01', 'portibo01', 'blakean01', 'grantje02', 'feliccr01', 'feldeka01', 'pondequ01', 'zipsepa01']","[3, 11]",0,none
201711220ATL,LAC,ATL,LAC,7:30p,"Philips Arena, Atlanta, Georgia",30,33,21,19,[],103,-2,2.0,"['collijo01', 'schrode01', 'dedmode01', 'bazemke01', 'princta02', 'belinma01', 'cavanty01', 'magetjo01', 'delanma01', 'bembrde01', 'ilyaser01', 'dorsety01', 'plumlmi01']","[3, 14]",0,29,33,26,28,[],116,-9,2.0,"['griffbl01', 'willilo02', 'jordade01', 'riverau01', 'johnswe01', 'evansja01', 'dekkesa01', 'reedwi02', 'willicj01', 'thornsi01', 'gallida01', 'harremo01', 'wilsoja02']","[5, 11]",0,none
201711220CHO,CHO,CHO,WAS,7:00p,"Spectrum Center, Charlotte, North Carolina",25,30,29,30,[],129,2,2.0,"['walkeke02', 'howardw01', 'kiddgmi01', 'willima02', 'batumni01', 'lambje01', 'kaminfr01', 'cartemi01', 'zelleco01', 'bacondw01', 'grahatr01', 'monkma01', 'obryajo01']","[7, 9]",0,26,33,29,26,[],124,1,2.0,"['walljo01', 'bealbr01', 'gortama01', 'morrima02', 'porteot01', 'oubreke01', 'scottmi01', 'mahinia01', 'meeksjo01', 'fraziti01', 'mcculch01', 'satorto01', 'smithja02']","[10, 7]",0,division
201711220CLE,CLE,CLE,BRK,7:00p,"Quicken Loans Arena, Cleveland, Ohio",20,25,32,42,[],119,5,2.0,"['jamesle01', 'smithjr01', 'loveke01', 'crowdja01', 'caldejo01', 'wadedw01', 'korveky01', 'fryech01', 'greenje02', 'osmande01', 'hollajo02', 'zizican01']","[10, 7]",0,17,29,31,32,[],109,-1,3.0,"['carrode01', 'crabbal01', 'dinwisp01', 'holliro01', 'zellety01', 'harrijo01', 'leverca01', 'acyqu01', 'allenja01', 'kilpase01', 'booketr01', 'mozgoti01', 'whiteis01']","[6, 10]",1,conference
201711220HOU,HOU,HOU,DEN,8:00p,"Toyota Center, Houston, Texas",36,39,26,24,[],125,2,4.0,"['tuckepj01', 'arizatr01', 'hardeja01', 'paulch01', 'capelca01', 'mbahalu01', 'hilarne01', 'qizh01', 'blackta01', 'willitr02', 'brownbo02', 'weberbr01', 'gordoer01']","[13, 4]",0,17,23,27,28,[],95,1,2.0,"['bartowi01', 'harriga01', 'chandwi01', 'jokicni01', 'murraja01', 'mudiaem01', 'lylestr01', 'plumlma01', 'hernaju01', 'beaslma01', 'arthuda01', 'farieke01', 'jefferi01']","[10, 7]",0,conference
201711220MEM,DAL,MEM,DAL,8:00p,"FedEx Forum, Memphis, Tennessee",27,29,16,22,[],94,-5,2.0,"['chalmma01', 'gasolma01', 'brookdi01', 'greenja01', 'parsoch01', 'evansty01', 'martija01', 'davisde01', 'ennisja01', 'mclembe01', 'harrian01', 'huntevi01']","[7, 9]",1,12,27,35,21,[],95,-1,2.0,"['matthwe02', 'barneha02', 'nowitdi01', 'smithde03', 'klebima01', 'bareajo01', 'ferreyo01', 'poweldw01', 'harride01', 'mejrisa01', 'clevean01', 'noelne01', 'witheje01']","[3, 15]",1,division
201711220MIA,MIA,MIA,BOS,7:30p,"AmericanAirlines Arena, Miami, Florida",27,27,25,25,[],104,-1,3.0,"['waitedi01', 'dragigo01', 'richajo01', 'whiteha01', 'winslju01', 'johnsty01', 'ellinwa01', 'johnsja01', 'olynyke01', 'adebaba01', 'hasleud01', 'mickejo01', 'waltode01']","[7, 9]",0,16,25,22,35,[],98,6,2.0,"['horfoal01', 'tatumja01', 'irvinky01', 'brownja02', 'baynear01', 'smartma01', 'morrima03', 'roziete01', 'theisda01', 'larkish01', 'ojelese01', 'naderab01', 'yabusgu01']","[16, 2]",1,conference
201711220MIN,MIN,MIN,ORL,8:00p,"Target Center, Minneapolis, Minnesota",30,35,41,18,[],124,-2,2.0,"['wiggian01', 'gibsota01', 'teaguje01', 'butleji01', 'townska01', 'dienggo01', 'crawfja01', 'jonesty01', 'bjeline01', 'muhamsh01', 'aldrico01', 'brookaa01', 'georgma01']","[10, 7]",0,35,27,18,38,[],118,-5,2.0,"['gordoaa01', 'paytoel01', 'fournev01', 'rosste01', 'vucevni01', 'simmojo02', 'biyombi01', 'augusdj01', 'speigma01', 'afflaar01', 'hezonma01', 'macksh01']","[8, 9]",0,none
201711220NOP,NOP,NOP,SAS,8:00p,"Smoothie King Center, New Orleans, Louisiana",19,31,37,20,[],107,1,2.0,"['davisan02', 'couside01', 'holidjr01', 'mooreet01', 'rondora01', 'milleda01', 'cunnida01', 'nelsoja01', 'allento01', 'clarkia01', 'diallch01', 'asikom01']","[9, 8]",0,29,13,17,31,[],90,2,2.0,"['aldrila01', 'anderky01', 'gasolpa01', 'millspa02', 'greenda02', 'gayru01', 'murrade01', 'forbebr01', 'lauvejo01', 'bertada01', 'paulbr01', 'ginobma01']","[11, 6]",0,division
201711220NYK,NYK,NYK,TOR,7:30p,"Madison Square Garden (IV), New York, New York",26,22,41,19,[],108,1,2.0,"['hardati02', 'porzikr01', 'leeco01', 'jackja01', 'kanteen01', 'mcderdo01', 'ntilila01', 'thomala01', 'oquinky01', 'beaslmi01', 'dotsoda01', 'hernawi01', 'sessira01']","[9, 7]",0,34,25,10,31,[],100,4,3.0,"['lowryky01', 'derozde01', 'ibakase01', 'valanjo01', 'anunoog01', 'siakapa01', 'powelno01', 'milescj01', 'vanvlfr01', 'poeltja01', 'noguelu01', 'brownlo01', 'mckinal01']","[11, 5]",1,division
201711220OKC,OKC,OKC,GSW,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",33,32,29,14,[],108,-2,2.0,"['georgpa01', 'adamsst01', 'westbru01', 'anthoca01', 'roberan03', 'huestjo01', 'grantje01', 'feltora01', 'pattepa01', 'abrinal01', 'fergute01', 'johnsda04', 'collini01']","[7, 9]",0,26,22,23,20,[],91,2,3.0,"['duranke01', 'greendr01', 'curryst01', 'thompkl01', 'pachuza01', 'iguodan01', 'youngni01', 'casspom01', 'livinsh01', 'looneke01', 'westda01', 'mccawpa01', 'mcgeeja01']","[13, 4]",0,conference
201711220PHI,PHI,PHI,POR,7:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",26,24,20,31,[],101,1,2.0,"['simmobe01', 'covinro01', 'redicjj01', 'embiijo01', 'saricda01', 'mccontj01', 'bayleje01', 'johnsam01', 'luwawti01', 'korkmfu01', 'holmeri01', 'okafoja01']","[9, 7]",0,14,23,20,24,[],81,2,2.0,"['lillada01', 'mccolcj01', 'nurkiju01', 'vonleno01', 'harklma01', 'turneev01', 'napiesh01', 'davised01', 'connapa01', 'laymaja01', 'leoname01', 'swanica01', 'colliza01']","[10, 7]",0,none
201711220PHO,MIL,PHO,MIL,9:00p,"Talking Stick Resort Arena, Phoenix, Arizona",23,21,31,30,[],107,2,3.0,"['warretj01', 'bookede01', 'ulisty01', 'chandty01', 'chrisma01', 'bendedr01', 'monrogr01', 'jamesmi02', 'jacksjo02', 'danietr01', 'jonesde02', 'lenal01']","[7, 11]",0,33,21,30,21,[],113,-2,2.0,"['middlkh01', 'bledser01', 'brogdma01', 'makerth01', 'paytoga02', 'liggide01', 'snellto01', 'bolomjo01', 'brownst02', 'wilsodj01', 'terryja01', 'antetgi01', 'vaughra01']","[8, 8]",0,none
201711220SAC,SAC,SAC,LAL,10:30p,"Golden 1 Center, Sacramento, California",31,23,22,37,[],113,-2,2.0,"['randoza01', 'templga01', 'foxde01', 'hillge01', 'labissk01', 'caulewi01', 'bogdabo01', 'masonfr01', 'hieldbu01', 'cartevi01', 'koufoko01', 'jacksju01', 'richama01']","[4, 13]",0,19,22,26,35,[],102,2,1.0,"['balllo01', 'kuzmaky01', 'caldwke01', 'ingrabr01', 'lopezbr01', 'randlju01', 'clarkjo01', 'hartjo01', 'breweco01', 'bogutan01', 'ennisty01', 'zubaciv01']","[8, 10]",0,division
201711220UTA,UTA,UTA,CHI,9:00p,"Vivint Smart Home Arena, Salt Lake City, Utah",25,30,32,23,[],110,-1,2.0,"['favorde01', 'mitchdo01', 'inglejo01', 'rubiori01', 'jerebjo01', 'burksal01', 'hoodro01', 'sefolth01', 'netora01', 'udohek01', 'onealro01', 'bradlto01']","[7, 11]",0,24,22,23,11,[],80,-2,1.0,"['holidju01', 'dunnkr01', 'lopezro01', 'markkla01', 'valende01', 'portibo01', 'blakean01', 'grantje02', 'feliccr01', 'zipsepa01', 'pondequ01', 'feldeka01']","[3, 12]",0,none
201711240ATL,ATL,ATL,NYK,7:30p,"Philips Arena, Atlanta, Georgia",24,35,30,27,[],116,-3,2.0,"['schrode01', 'princta02', 'bazemke01', 'dedmode01', 'collijo01', 'belinma01', 'ilyaser01', 'bembrde01', 'magetjo01', 'cavanty01', 'delanma01', 'dorsety01', 'plumlmi01']","[3, 15]",0,39,28,19,18,[],104,2,2.0,"['hardati02', 'leeco01', 'porzikr01', 'jackja01', 'oquinky01', 'mcderdo01', 'hernawi01', 'ntilila01', 'thomala01', 'bakerro01', 'beaslmi01', 'dotsoda01', 'sessira01']","[10, 7]",0,conference
201711240BOS,BOS,BOS,ORL,7:30p,"TD Garden, Boston, Massachusetts",40,33,26,19,[],118,-1,2.0,"['brownja02', 'horfoal01', 'morrima03', 'irvinky01', 'tatumja01', 'roziete01', 'ojelese01', 'smartma01', 'baynear01', 'yabusgu01', 'naderab01', 'larkish01', 'theisda01']","[16, 3]",1,26,21,22,34,[],103,-6,2.0,"['gordoaa01', 'paytoel01', 'vucevni01', 'rosste01', 'fournev01', 'biyombi01', 'simmojo02', 'speigma01', 'afflaar01', 'macksh01', 'augusdj01', 'hezonma01']","[8, 10]",0,conference
201711240BRK,POR,BRK,POR,12:00p,"Barclays Center, Brooklyn, New York",32,21,39,33,[],125,-2,2.0,"['crabbal01', 'dinwisp01', 'holliro01', 'carrode01', 'zellety01', 'leverca01', 'allenja01', 'harrijo01', 'booketr01', 'kilpase01', 'acyqu01', 'mozgoti01', 'whiteis01']","[6, 11]",1,23,28,41,35,[],127,-1,2.0,"['mccolcj01', 'lillada01', 'nurkiju01', 'vonleno01', 'connapa01', 'turneev01', 'napiesh01', 'harklma01', 'davised01', 'laymaja01', 'colliza01', 'leoname01', 'swanica01']","[10, 8]",0,none
201711240CLE,CLE,CLE,CHO,8:00p,"Quicken Loans Arena, Cleveland, Ohio",27,27,29,17,[],100,6,2.0,"['jamesle01', 'smithjr01', 'loveke01', 'crowdja01', 'caldejo01', 'korveky01', 'wadedw01', 'fryech01', 'greenje02', 'osmande01', 'hollajo02', 'perralo01', 'zizican01']","[11, 7]",1,28,29,25,17,[],99,3,2.0,"['walkeke02', 'kiddgmi01', 'lambje01', 'howardw01', 'willima02', 'zelleco01', 'cartemi01', 'kaminfr01', 'bacondw01', 'monkma01', 'batumni01', 'grahatr01', 'obryajo01']","[8, 9]",0,conference
201711240DEN,DEN,DEN,MEM,9:00p,"Pepsi Center, Denver, Colorado",27,34,15,28,[],104,-1,2.0,"['harriga01', 'murraja01', 'jokicni01', 'farieke01', 'chandwi01', 'hernaju01', 'bartowi01', 'lylestr01', 'plumlma01', 'mudiaem01', 'beaslma01', 'arthuda01', 'jefferi01']","[10, 8]",0,18,27,29,18,[],92,-6,2.0,"['gasolma01', 'brookdi01', 'greenja01', 'chalmma01', 'parsoch01', 'evansty01', 'mclembe01', 'martija01', 'davisde01', 'ennisja01', 'harrian01', 'huntevi01']","[7, 10]",0,conference
201711240GSW,GSW,GSW,CHI,10:30p,"Oracle Arena, Oakland, California",29,45,36,33,[],143,-1,2.0,"['curryst01', 'belljo01', 'thompkl01', 'casspom01', 'pachuza01', 'youngni01', 'looneke01', 'iguodan01', 'mccawpa01', 'cookqu01', 'westda01', 'mcgeeja01', 'livinsh01']","[13, 5]",0,32,21,13,28,[],94,-3,2.0,"['holidju01', 'markkla01', 'lopezro01', 'dunnkr01', 'valende01', 'grantje02', 'portibo01', 'blakean01', 'zipsepa01', 'feliccr01', 'feldeka01', 'pondequ01']","[3, 13]",0,none
201711240IND,IND,IND,TOR,8:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",29,21,31,26,[],107,4,4.0,"['bogdabo02', 'collida01', 'youngth01', 'oladivi01', 'turnemy01', 'sabondo01', 'stephla01', 'josepco01', 'leaftj01', 'jeffeal01', 'poythal01', 'wilkida02', 'youngjo01']","[10, 8]",0,25,35,20,24,[],104,-1,2.0,"['lowryky01', 'derozde01', 'anunoog01', 'ibakase01', 'valanjo01', 'vanvlfr01', 'powelno01', 'siakapa01', 'poeltja01', 'brownlo01', 'noguelu01', 'mckinal01']","[11, 6]",0,conference
201711240MIN,MIA,MIN,MIA,8:00p,"Target Center, Minneapolis, Minnesota",24,24,22,27,[],97,1,2.0,"['wiggian01', 'townska01', 'gibsota01', 'butleji01', 'brookaa01', 'jonesty01', 'crawfja01', 'dienggo01', 'muhamsh01', 'aldrico01', 'brownan02', 'georgma01', 'teaguje01']","[11, 7]",1,28,30,23,28,[],109,1,2.0,"['richajo01', 'dragigo01', 'waitedi01', 'whiteha01', 'winslju01', 'johnsja01', 'ellinwa01', 'olynyke01', 'johnsty01', 'adebaba01', 'hasleud01', 'mickejo01', 'whiteok01']","[8, 9]",0,none
