,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,gameState
teamData,winner,teamHome,teamAway,timeOfDay,location,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,rivalry
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201801300DET,DET,DET,CLE,8:00p,"Little Caesars Arena, Detroit, Michigan",33,26,30,36,[],125,-8,2.0,"['johnsst04', 'drumman01', 'tollian01', 'smithis01', 'bullore01', 'kennalu01', 'buyckdw01', 'ellenhe01', 'gallola01', 'moreler01', 'hearnre01']","[22, 26]",0,27,36,21,30,[],114,2,2.0,"['jamesle01', 'thomais02', 'thomptr01', 'smithjr01', 'loveke01', 'wadedw01', 'crowdja01', 'korveky01', 'fryech01', 'greenje02', 'caldejo01', 'rosede01', 'shumpim01']","[29, 19]",2,division
201801300HOU,HOU,HOU,ORL,8:00p,"Toyota Center, Houston, Texas",27,27,36,24,[],114,1,2.0,"['hardeja01', 'mbahalu01', 'anderry01', 'capelca01', 'gordoer01', 'tuckepj01', 'greenge01', 'hilarne01', 'blackta01', 'brownma02', 'paulch01']","[35, 13]",1,30,25,33,19,[],107,-2,3.0,"['simmojo02', 'fournev01', 'hezonma01', 'biyombi01', 'paytoel01', 'augusdj01', 'macksh01', 'speigma01', 'iwundwe01', 'afflaar01', 'birchkh01', 'gordoaa01']","[14, 34]",0,none
201801300LAC,POR,LAC,POR,10:30p,"STAPLES Center, Los Angeles, California",27,24,16,29,[],96,2,2.0,"['wallaty01', 'jordade01', 'teodomi01', 'johnswe01', 'gallida01', 'willilo02', 'thornsi01', 'harremo01', 'dekkesa01', 'evansja01', 'riverau01']","[25, 24]",1,30,26,30,18,[],104,2,4.0,"['lillada01', 'mccolcj01', 'aminual01', 'turneev01', 'nurkiju01', 'connapa01', 'napiesh01', 'davised01', 'colliza01', 'harklma01', 'laymaja01', 'leoname01', 'vonleno01']","[27, 22]",0,conference
201801300NOP,SAC,NOP,SAC,8:00p,"Smoothie King Center, New Orleans, Louisiana",29,33,23,18,[],103,-1,2.0,"['davisan02', 'holidjr01', 'mooreet01', 'rondora01', 'cunnida01', 'clarkia01', 'milleda01', 'asikom01', 'nelsoja01', 'diallch01', 'jamesmi02', 'allento01', 'cookech01']","[27, 22]",1,25,36,29,24,[],114,-1,2.0,"['koufoko01', 'randoza01', 'foxde01', 'bogdabo01', 'jacksju01', 'templga01', 'hillge01', 'hieldbu01', 'cartevi01', 'papagge01', 'richama01', 'sampsja02']","[15, 34]",1,conference
201801300NYK,NYK,NYK,BRK,7:30p,"Madison Square Garden (IV), New York, New York",30,31,25,25,[],111,1,4.0,"['leeco01', 'kanteen01', 'porzikr01', 'hardati02', 'jackja01', 'ntilila01', 'beaslmi01', 'mcderdo01', 'burketr01', 'oquinky01', 'thomala01', 'hernawi01', 'bakerro01']","[22, 28]",3,22,19,28,26,[],95,-3,3.0,"['dinwisp01', 'crabbal01', 'carrode01', 'acyqu01', 'allenja01', 'stausni01', 'okafoja01', 'harrijo01', 'webbja01', 'russeda01', 'whiteis01', 'mozgoti01', 'zellety01']","[18, 32]",0,division
201801300SAS,SAS,SAS,DEN,8:30p,"AT&T Center, San Antonio, Texas",30,30,20,26,[],106,1,2.0,"['aldrila01', 'anderky01', 'murrade01', 'greenda02', 'gasolpa01', 'ginobma01', 'millspa02', 'parketo01', 'forbebr01', 'bertada01', 'hillida01', 'lauvejo01', 'paulbr01']","[33, 19]",1,30,25,26,23,[],104,-1,1.0,"['bartowi01', 'harriga01', 'jokicni01', 'murraja01', 'arthuda01', 'lylestr01', 'craigto01', 'mudiaem01', 'beaslma01', 'jefferi01', 'chandwi01', 'farieke01', 'hernaju01']","[26, 24]",0,conference
201801300TOR,TOR,TOR,MIN,7:30p,"Air Canada Centre, Toronto, Canada",19,32,27,31,[],109,1,2.0,"['derozde01', 'ibakase01', 'lowryky01', 'valanjo01', 'anunoog01', 'vanvlfr01', 'powelno01', 'poeltja01', 'wrighde01', 'siakapa01', 'brownlo01', 'mckinal01', 'noguelu01']","[33, 15]",0,27,30,23,24,[],104,-1,1.0,"['butleji01', 'wiggian01', 'teaguje01', 'townska01', 'gibsota01', 'bjeline01', 'dienggo01', 'jonesty01', 'crawfja01', 'muhamsh01', 'aldrico01', 'brookaa01', 'georgma01']","[32, 21]",1,none
201801300UTA,UTA,UTA,GSW,9:00p,"Vivint Smart Home Arena, Salt Lake City, Utah",35,34,34,26,[],129,2,4.0,"['rubiori01', 'goberru01', 'inglejo01', 'favorde01', 'mitchdo01', 'burksal01', 'onealro01', 'johnsjo02', 'jerebjo01', 'netora01', 'udohek01', 'niangge01', 'hoodro01']","[21, 28]",0,30,26,29,14,[],99,3,3.0,"['thompkl01', 'greendr01', 'duranke01', 'curryst01', 'pachuza01', 'iguodan01', 'mcgeeja01', 'westda01', 'youngni01', 'livinsh01', 'mccawpa01', 'casspom01']","[40, 10]",1,conference
201801300WAS,WAS,WAS,OKC,7:00p,"Capital One Arena, Washington, District of Columbia",30,23,22,27,[],102,1,3.0,"['bealbr01', 'morrima02', 'porteot01', 'satorto01', 'gortama01', 'oubreke01', 'scottmi01', 'fraziti01', 'mahinia01', 'meeksjo01', 'mcculch01', 'smithja02']","[27, 22]",0,25,29,22,20,[],96,8,2.0,"['adamsst01', 'westbru01', 'georgpa01', 'anthoca01', 'fergute01', 'huestjo01', 'grantje01', 'feltora01', 'abrinal01', 'pattepa01', 'collini01', 'johnsda04', 'singlky01']","[30, 20]",1,none
201801310ATL,CHO,ATL,CHO,7:30p,"Philips Arena, Atlanta, Georgia",28,24,32,26,[],110,1,2.0,"['schrode01', 'bazemke01', 'ilyaser01', 'princta02', 'plumlmi01', 'belinma01', 'dedmode01', 'collijo01', 'muscami01', 'dorsety01', 'delanma01', 'babbilu01', 'taylois01']","[15, 35]",0,35,29,33,26,[],123,-2,2.0,"['walkeke02', 'batumni01', 'howardw01', 'kaminfr01', 'kiddgmi01', 'grahatr01', 'lambje01', 'obryajo01', 'cartemi01', 'monkma01', 'bacondw01', 'stoneju01']","[20, 29]",2,division
201801310BOS,BOS,BOS,NYK,8:00p,"TD Garden, Boston, Massachusetts",27,23,31,22,[],103,1,2.0,"['roziete01', 'tatumja01', 'brownja02', 'horfoal01', 'baynear01', 'naderab01', 'ojelese01', 'morrima03', 'theisda01', 'allenka01', 'yabusgu01', 'larkish01']","[36, 15]",1,24,21,20,8,[],73,2,1.0,"['porzikr01', 'leeco01', 'hardati02', 'kanteen01', 'jackja01', 'ntilila01', 'thomala01', 'dotsoda01', 'mcderdo01', 'beaslmi01', 'oquinky01', 'hernawi01', 'burketr01']","[23, 28]",1,division
201801310BRK,BRK,BRK,PHI,7:30p,"Barclays Center, Brooklyn, New York",30,34,27,25,[],116,-4,1.0,"['carrode01', 'dinwisp01', 'crabbal01', 'acyqu01', 'allenja01', 'stausni01', 'harrijo01', 'russeda01', 'okafoja01', 'webbja01', 'zellety01', 'mozgoti01', 'whiteis01']","[18, 33]",0,34,31,23,20,[],108,-2,2.0,"['simmobe01', 'embiijo01', 'saricda01', 'covinro01', 'redicjj01', 'mccontj01', 'anderju01', 'booketr01', 'johnsam01', 'luwawti01', 'bayleje01', 'holmeri01', 'youngja01']","[24, 23]",0,division
201801310CLE,CLE,CLE,MIA,7:30p,"Quicken Loans Arena, Cleveland, Ohio",27,21,24,19,[],91,-1,1.0,"['jamesle01', 'thomais02', 'smithjr01', 'crowdja01', 'thomptr01', 'wadedw01', 'greenje02', 'fryech01', 'korveky01', 'rosede01', 'caldejo01', 'osmande01', 'shumpim01']","[29, 20]",1,21,29,22,17,[],89,2,2.0,"['richajo01', 'dragigo01', 'johnsty01', 'johnsja01', 'whiteha01', 'ellinwa01', 'winslju01', 'olynyke01', 'adebaba01', 'hasleud01', 'mickejo01']","[29, 21]",0,conference
201801310IND,IND,IND,MEM,7:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",21,34,29,21,[],105,2,2.0,"['youngth01', 'bogdabo02', 'oladivi01', 'collida01', 'turnemy01', 'josepco01', 'sabondo01', 'stephla01', 'leaftj01', 'youngjo01', 'anigbik01', 'jeffeal01', 'poythal01']","[28, 23]",1,25,28,22,26,[],101,1,2.0,"['brookdi01', 'gasolma01', 'martija01', 'seldewa01', 'harrian01', 'henrymy01', 'rabbiv01', 'mclembe01', 'wrighbr03', 'chalmma01', 'davisde01', 'evansty01', 'greenja01']","[18, 31]",0,none
201801310ORL,ORL,ORL,LAL,7:00p,"Amway Center, Orlando, Florida",29,29,43,26,[],127,-3,1.0,"['biyombi01', 'fournev01', 'paytoel01', 'simmojo02', 'speigma01', 'hezonma01', 'macksh01', 'iwundwe01', 'augusdj01', 'birchkh01', 'afflaar01', 'gordoaa01']","[14, 35]",0,25,26,30,24,[],105,-1,3.0,"['ingrabr01', 'caldwke01', 'randlju01', 'ennisty01', 'lopezbr01', 'kuzmaky01', 'nancela02', 'clarkjo01', 'carusal01', 'hartjo01', 'breweco01', 'bryanth01']","[19, 30]",0,none
201801310PHO,PHO,PHO,DAL,10:30p,"Talking Stick Resort Arena, Phoenix, Arizona",36,21,24,21,[],102,-5,2.0,"['warretj01', 'bookede01', 'jacksjo02', 'chrisma01', 'chandty01', 'bendedr01', 'dudleja01', 'danietr01', 'houseda01', 'ulisty01', 'canaais01', 'peteral01', 'reedda01']","[17, 34]",1,17,29,15,27,[],88,-4,2.0,"['matthwe02', 'barneha02', 'smithde03', 'poweldw01', 'nowitdi01', 'ferreyo01', 'harride01', 'klebima01', 'colliky01', 'mejrisa01', 'bareajo01', 'mcrobjo01']","[16, 35]",0,conference
201801310POR,POR,POR,CHI,10:00p,"Moda Center, Portland, Oregon",43,24,35,22,[],124,3,1.0,"['lillada01', 'mccolcj01', 'turneev01', 'nurkiju01', 'aminual01', 'colliza01', 'napiesh01', 'connapa01', 'davised01', 'harklma01', 'vonleno01', 'laymaja01', 'leoname01']","[28, 22]",1,19,25,31,33,[],108,-4,3.0,"['holidju01', 'lopezro01', 'grantje02', 'lavinza01', 'zipsepa01', 'portibo01', 'valende01', 'feliccr01', 'arcidry01', 'nwabada01', 'blakean01', 'pondequ01', 'markkla01']","[18, 32]",0,none
201802010DEN,DEN,DEN,OKC,10:30p,"Pepsi Center, Denver, Colorado",40,32,32,23,[],127,-2,2.0,"['harriga01', 'jokicni01', 'bartowi01', 'murraja01', 'chandwi01', 'craigto01', 'lylestr01', 'mudiaem01', 'farieke01', 'arthuda01', 'beaslma01', 'hernaju01', 'jefferi01']","[26, 25]",1,33,24,32,35,[],124,-1,2.0,"['westbru01', 'georgpa01', 'anthoca01', 'adamsst01', 'fergute01', 'abrinal01', 'grantje01', 'pattepa01', 'feltora01', 'huestjo01', 'collini01', 'johnsda04', 'singlky01']","[30, 21]",1,division
201802010DET,DET,DET,MEM,7:00p,"Little Caesars Arena, Detroit, Michigan",27,24,31,22,[],104,1,2.0,"['johnsst04', 'griffbl01', 'bullore01', 'smithis01', 'drumman01', 'tollian01', 'kennalu01', 'buyckdw01', 'reedwi02', 'moreler01', 'gallola01', 'ellenhe01', 'johnsbr02']","[23, 26]",0,25,26,25,26,[],102,-1,1.0,"['harrian01', 'gasolma01', 'brookdi01', 'seldewa01', 'martija01', 'henrymy01', 'greenja01', 'davisde01', 'ennisja01', 'mclembe01', 'evansty01', 'rabbiv01', 'wrighbr03']","[18, 32]",0,none
201802010MIN,MIN,MIN,MIL,8:00p,"Target Center, Minneapolis, Minnesota",23,37,19,29,[],108,-2,2.0,"['butleji01', 'gibsota01', 'townska01', 'wiggian01', 'teaguje01', 'crawfja01', 'jonesty01', 'bjeline01', 'dienggo01', 'georgma01', 'muhamsh01', 'brookaa01', 'aldrico01']","[32, 22]",0,17,22,22,28,[],89,4,3.0,"['antetgi01', 'middlkh01', 'hensojo01', 'snellto01', 'brogdma01', 'dellama01', 'brownst02', 'kilpase01', 'makerth01', 'munfoxa02', 'plumlma02', 'wilsodj01', 'vaughra01']","[27, 22]",1,none
201802010SAS,HOU,SAS,HOU,8:00p,"AT&T Center, San Antonio, Texas",14,24,32,21,[],91,2,2.0,"['aldrila01', 'anderky01', 'greenda02', 'murrade01', 'gasolpa01', 'millspa02', 'ginobma01', 'forbebr01', 'parketo01', 'bertada01', 'hillida01', 'paulbr01', 'lauvejo01']","[34, 19]",0,27,27,28,20,[],102,2,2.0,"['hardeja01', 'capelca01', 'mbahalu01', 'paulch01', 'anderry01', 'tuckepj01', 'greenge01', 'hilarne01', 'blackta01', 'brownma02', 'willitr02']","[36, 13]",1,division
201802010WAS,WAS,WAS,TOR,7:00p,"Capital One Arena, Washington, District of Columbia",27,28,33,34,[],122,2,2.0,"['bealbr01', 'morrima02', 'porteot01', 'satorto01', 'gortama01', 'oubreke01', 'mahinia01', 'scottmi01', 'fraziti01', 'meeksjo01', 'mcculch01', 'smithja02']","[28, 22]",1,34,28,25,32,[],119,2,2.0,"['derozde01', 'lowryky01', 'ibakase01', 'valanjo01', 'anunoog01', 'powelno01', 'poeltja01', 'siakapa01', 'wrighde01', 'brownlo01', 'noguelu01', 'mckinal01']","[34, 15]",1,conference
201802020BOS,BOS,BOS,ATL,7:30p,"TD Garden, Boston, Massachusetts",26,27,41,25,[],119,2,2.0,"['roziete01', 'brownja02', 'tatumja01', 'horfoal01', 'baynear01', 'ojelese01', 'naderab01', 'theisda01', 'allenka01', 'yabusgu01', 'larkish01', 'morrima03']","[37, 15]",2,32,23,20,35,[],110,-1,2.0,"['princta02', 'schrode01', 'ilyaser01', 'bazemke01', 'plumlmi01', 'collijo01', 'belinma01', 'dedmode01', 'dorsety01', 'muscami01', 'taylois01', 'delanma01', 'babbilu01']","[15, 36]",0,conference
201802020BRK,LAL,BRK,LAL,7:30p,"Barclays Center, Brooklyn, New York",26,31,28,14,[],99,1,2.0,"['carrode01', 'dinwisp01', 'crabbal01', 'acyqu01', 'allenja01', 'harrijo01', 'russeda01', 'leverca01', 'okafoja01', 'webbja01', 'mozgoti01', 'stausni01', 'zellety01']","[19, 33]",0,24,35,26,17,[],102,-2,2.0,"['ingrabr01', 'hartjo01', 'randlju01', 'lopezbr01', 'caldwke01', 'clarkjo01', 'kuzmaky01', 'nancela02', 'breweco01', 'carusal01', 'bryanth01', 'ennisty01']","[19, 31]",1,none
201802020CHO,CHO,CHO,IND,7:00p,"Spectrum Center, Charlotte, North Carolina",49,22,25,37,[],133,1,2.0,"['walkeke02', 'batumni01', 'howardw01', 'kaminfr01', 'kiddgmi01', 'cartemi01', 'lambje01', 'zelleco01', 'grahatr01', 'bacondw01', 'monkma01', 'obryajo01', 'stoneju01']","[21, 29]",0,37,20,34,35,[],126,3,2.0,"['oladivi01', 'bogdabo02', 'turnemy01', 'collida01', 'youngth01', 'josepco01', 'stephla01', 'sabondo01', 'leaftj01', 'youngjo01', 'jeffeal01', 'poythal01']","[29, 23]",1,conference
201802020MIL,MIL,MIL,NYK,8:00p,"BMO Harris Bradley Center, Milwaukee, Wisconsin",28,27,19,18,[],92,-1,1.0,"['antetgi01', 'middlkh01', 'snellto01', 'hensojo01', 'bledser01', 'dellama01', 'brownst02', 'makerth01', 'parkeja01', 'kilpase01', 'munfoxa02', 'vaughra01', 'wilsodj01']","[27, 23]",0,29,26,19,16,[],90,-1,2.0,"['leeco01', 'porzikr01', 'hardati02', 'kanteen01', 'jackja01', 'thomala01', 'ntilila01', 'beaslmi01', 'oquinky01', 'mcderdo01', 'burketr01', 'dotsoda01', 'hernawi01']","[23, 29]",0,conference
201802020OKC,NOP,OKC,NOP,9:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",32,26,25,17,[],100,-2,1.0,"['georgpa01', 'adamsst01', 'westbru01', 'anthoca01', 'fergute01', 'abrinal01', 'grantje01', 'feltora01', 'pattepa01', 'huestjo01', 'collini01', 'johnsda04', 'singlky01']","[30, 22]",0,22,32,36,24,[],114,-2,3.0,"['davisan02', 'holidjr01', 'cunnida01', 'rondora01', 'mooreet01', 'milleda01', 'clarkia01', 'diallch01', 'jamesmi02', 'cookech01', 'mirotni01']","[27, 23]",1,conference
201802020PHI,PHI,PHI,MIA,8:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",24,27,35,17,[],103,-3,2.0,"['simmobe01', 'covinro01', 'saricda01', 'embiijo01', 'redicjj01', 'mccontj01', 'johnsam01', 'booketr01', 'bayleje01', 'anderju01', 'holmeri01']","[24, 24]",0,23,18,19,37,[],97,-1,2.0,"['johnsty01', 'richajo01', 'dragigo01', 'johnsja01', 'whiteha01', 'ellinwa01', 'adebaba01', 'winslju01', 'olynyke01', 'hasleud01', 'mickejo01']","[29, 22]",0,conference
201802020PHO,UTA,PHO,UTA,9:00p,"Talking Stick Resort Arena, Phoenix, Arizona",23,17,33,24,[],97,1,2.0,"['bookede01', 'jacksjo02', 'warretj01', 'chandty01', 'chrisma01', 'bendedr01', 'dudleja01', 'ulisty01', 'danietr01', 'grayjo01', 'houseda01', 'peteral01', 'reedda01']","[18, 34]",1,28,34,32,35,[],129,3,3.0,"['mitchdo01', 'goberru01', 'inglejo01', 'rubiori01', 'favorde01', 'onealro01', 'johnsjo02', 'burksal01', 'jerebjo01', 'netora01', 'udohek01', 'hoodro01']","[22, 28]",0,conference
201802020SAC,GSW,SAC,GSW,10:30p,"Golden 1 Center, Sacramento, California",27,25,23,29,[],104,1,3.0,"['caulewi01', 'jacksju01', 'foxde01', 'bogdabo01', 'randoza01', 'hillge01', 'hieldbu01', 'cartevi01', 'templga01', 'koufoko01', 'sampsja02', 'papagge01', 'richama01']","[16, 34]",1,29,29,26,35,[],119,-1,3.0,"['duranke01', 'curryst01', 'thompkl01', 'greendr01', 'pachuza01', 'mccawpa01', 'youngni01', 'mcgeeja01', 'casspom01', 'looneke01', 'cookqu01', 'jonesda03']","[40, 11]",0,division
201802020TOR,TOR,TOR,POR,7:30p,"Air Canada Centre, Toronto, Canada",37,37,27,29,[],130,-1,1.0,"['derozde01', 'anunoog01', 'lowryky01', 'valanjo01', 'ibakase01', 'wrighde01', 'vanvlfr01', 'poeltja01', 'siakapa01', 'powelno01', 'mckinal01', 'noguelu01']","[34, 16]",1,18,34,28,25,[],105,4,2.0,"['lillada01', 'mccolcj01', 'aminual01', 'nurkiju01', 'turneev01', 'napiesh01', 'connapa01', 'davised01', 'vonleno01', 'colliza01', 'leoname01', 'harklma01', 'laymaja01']","[29, 22]",0,none
201802030CLE,HOU,CLE,HOU,8:30p,"Quicken Loans Arena, Cleveland, Ohio",20,19,30,19,[],88,1,3.0,"['jamesle01', 'smithjr01', 'thomais02', 'thomptr01', 'crowdja01', 'greenje02', 'rosede01', 'wadedw01', 'fryech01', 'korveky01', 'osmande01', 'caldejo01', 'shumpim01']","[30, 20]",0,32,33,32,23,[],120,3,2.0,"['anderry01', 'hardeja01', 'mbahalu01', 'paulch01', 'capelca01', 'tuckepj01', 'greenge01', 'hilarne01', 'blackta01', 'brownma02', 'gordoer01']","[37, 13]",1,none
201802030DEN,DEN,DEN,GSW,9:00p,"Pepsi Center, Denver, Colorado",29,26,22,38,[],115,1,2.0,"['harriga01', 'bartowi01', 'jokicni01', 'murraja01', 'chandwi01', 'lylestr01', 'mudiaem01', 'craigto01', 'arthuda01', 'beaslma01', 'farieke01', 'hernaju01', 'jefferi01']","[27, 25]",1,32,24,27,25,[],108,1,1.0,"['duranke01', 'thompkl01', 'curryst01', 'greendr01', 'pachuza01', 'iguodan01', 'youngni01', 'livinsh01', 'looneke01', 'mcgeeja01', 'jonesda03', 'mccawpa01', 'casspom01']","[41, 11]",2,conference
201802030DET,DET,DET,MIA,7:00p,"Little Caesars Arena, Detroit, Michigan",27,27,22,35,[],111,2,2.0,"['smithis01', 'griffbl01', 'bullore01', 'drumman01', 'johnsst04', 'tollian01', 'gallola01', 'ellenhe01', 'reedwi02', 'buyckdw01', 'johnsbr02', 'kennalu01', 'moreler01']","[24, 26]",1,26,24,27,30,[],107,-2,1.0,"['olynyke01', 'richajo01', 'dragigo01', 'winslju01', 'adebaba01', 'ellinwa01', 'johnsja01', 'johnsty01', 'hasleud01', 'mickejo01', 'whiteha01']","[29, 23]",1,conference
201802030IND,IND,IND,PHI,7:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",33,29,14,24,[],100,-1,1.0,"['oladivi01', 'youngth01', 'collida01', 'bogdabo02', 'turnemy01', 'sabondo01', 'josepco01', 'stephla01', 'jeffeal01', 'youngjo01', 'leaftj01', 'poythal01']","[29, 24]",0,27,30,18,17,[],92,1,1.0,"['covinro01', 'simmobe01', 'embiijo01', 'saricda01', 'redicjj01', 'bayleje01', 'booketr01', 'johnsam01', 'mccontj01', 'anderju01', 'holmeri01']","[25, 24]",1,conference
201802030LAC,LAC,LAC,CHI,3:30p,"STAPLES Center, Los Angeles, California",22,35,30,26,[],113,-1,4.0,"['harrito02', 'bradlav01', 'gallida01', 'jordade01', 'teodomi01', 'willilo02', 'wallaty01', 'harremo01', 'johnswe01', 'dekkesa01', 'evansja01', 'marjabo01', 'thornsi01']","[25, 25]",0,17,35,29,22,[],103,-5,3.0,"['holidju01', 'grantje02', 'lopezro01', 'lavinza01', 'zipsepa01', 'portibo01', 'valende01', 'nwabada01', 'feliccr01', 'arcidry01', 'blakean01', 'markkla01']","[18, 33]",0,none
201802030MIN,MIN,MIN,NOP,9:00p,"Target Center, Minneapolis, Minnesota",37,29,29,23,[],118,1,2.0,"['wiggian01', 'butleji01', 'gibsota01', 'townska01', 'teaguje01', 'crawfja01', 'jonesty01', 'dienggo01', 'bjeline01', 'brookaa01', 'georgma01', 'aldrico01', 'muhamsh01']","[33, 22]",3,29,24,28,26,[],107,1,1.0,"['holidjr01', 'davisan02', 'rondora01', 'cunnida01', 'mooreet01', 'mirotni01', 'clarkia01', 'milleda01', 'diallch01', 'jamesmi02', 'cookech01', 'okafoem01']","[28, 23]",0,conference
201802030ORL,WAS,ORL,WAS,7:00p,"Amway Center, Orlando, Florida",25,22,22,29,[],98,1,3.0,"['fournev01', 'simmojo02', 'paytoel01', 'biyombi01', 'speigma01', 'hezonma01', 'birchkh01', 'augusdj01', 'macksh01', 'iwundwe01', 'afflaar01', 'gordoaa01']","[15, 35]",0,31,25,31,28,[],115,3,2.0,"['porteot01', 'bealbr01', 'morrima02', 'satorto01', 'gortama01', 'oubreke01', 'fraziti01', 'mahinia01', 'meeksjo01', 'smithja02', 'mcculch01', 'scottmi01']","[29, 22]",2,division
201802030SAC,DAL,SAC,DAL,10:00p,"Golden 1 Center, Sacramento, California",28,26,31,14,[],99,-1,1.0,"['foxde01', 'caulewi01', 'bogdabo01', 'jacksju01', 'randoza01', 'templga01', 'hieldbu01', 'hillge01', 'cartevi01', 'koufoko01', 'sampsja02', 'papagge01', 'richama01']","[16, 35]",1,27,29,25,25,[],106,-5,3.0,"['barneha02', 'smithde03', 'poweldw01', 'matthwe02', 'nowitdi01', 'ferreyo01', 'bareajo01', 'harride01', 'mejrisa01', 'klebima01', 'mcrobjo01', 'motlejo01']","[16, 36]",0,conference
201802030SAS,UTA,SAS,UTA,9:00p,"AT&T Center, San Antonio, Texas",24,25,29,33,[],111,-1,2.0,"['aldrila01', 'greenda02', 'murrade01', 'anderky01', 'bertada01', 'ginobma01', 'parketo01', 'millspa02', 'gasolpa01', 'forbebr01', 'hillida01', 'lauvejo01', 'paulbr01']","[34, 20]",0,33,28,26,33,[],120,4,1.0,"['rubiori01', 'goberru01', 'inglejo01', 'favorde01', 'burksal01', 'onealro01', 'netora01', 'hoodro01', 'jerebjo01', 'udohek01', 'johnsjo02', 'mitchdo01']","[23, 28]",1,conference
201802040BOS,BOS,BOS,POR,12:00p,"TD Garden, Boston, Massachusetts",19,19,31,28,[],97,3,2.0,"['roziete01', 'tatumja01', 'horfoal01', 'brownja02', 'baynear01', 'ojelese01', 'theisda01', 'naderab01', 'yabusgu01', 'allenka01', 'larkish01', 'morrima03']","[38, 15]",0,26,28,19,23,[],96,-1,2.0,"['lillada01', 'mccolcj01', 'aminual01', 'nurkiju01', 'turneev01', 'harklma01', 'davised01', 'connapa01', 'colliza01', 'baldwwa01', 'laymaja01', 'leoname01', 'vonleno01']","[29, 23]",0,none
201802040BRK,MIL,BRK,MIL,12:00p,"Barclays Center, Brooklyn, New York",22,19,31,22,[],94,-1,2.0,"['carrode01', 'dinwisp01', 'crabbal01', 'allenja01', 'acyqu01', 'harrijo01', 'leverca01', 'russeda01', 'webbja01', 'okafoja01', 'stausni01', 'mozgoti01', 'zellety01']","[19, 34]",0,36,26,21,26,[],109,1,2.0,"['bledser01', 'middlkh01', 'snellto01', 'hensojo01', 'antetgi01', 'brownst02', 'makerth01', 'parkeja01', 'dellama01', 'kilpase01', 'terryja01', 'vaughra01', 'plumlma02']","[28, 23]",1,conference
201802040NYK,ATL,NYK,ATL,12:00p,"Madison Square Garden (IV), New York, New York",22,16,33,25,[],96,-2,2.0,"['hardati02', 'porzikr01', 'leeco01', 'jackja01', 'kanteen01', 'mcderdo01', 'oquinky01', 'burketr01', 'beaslmi01', 'ntilila01', 'thomala01', 'dotsoda01', 'hernawi01']","[23, 30]",1,21,23,25,30,[],99,-2,2.0,"['princta02', 'schrode01', 'bazemke01', 'dedmode01', 'plumlmi01', 'muscami01', 'collijo01', 'belinma01', 'delanma01', 'dorsety01', 'babbilu01', 'bembrde01', 'taylois01']","[15, 37]",1,conference
201802040OKC,LAL,OKC,LAL,2:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",22,27,30,25,[],104,-3,2.0,"['georgpa01', 'westbru01', 'adamsst01', 'anthoca01', 'fergute01', 'abrinal01', 'grantje01', 'feltora01', 'pattepa01', 'huestjo01', 'collini01', 'johnsda04', 'singlky01']","[30, 23]",2,25,26,31,26,[],108,1,2.0,"['hartjo01', 'ingrabr01', 'lopezbr01', 'randlju01', 'caldwke01', 'clarkjo01', 'kuzmaky01', 'nancela02', 'carusal01', 'breweco01', 'bryanth01', 'ennisty01']","[20, 31]",0,conference
201802040PHO,CHO,PHO,CHO,3:00p,"Talking Stick Resort Arena, Phoenix, Arizona",31,28,35,16,[],110,-1,2.0,"['warretj01', 'chandty01', 'bookede01', 'bendedr01', 'jacksjo02', 'danietr01', 'dudleja01', 'ulisty01', 'lenal01', 'houseda01', 'peteral01', 'reedda01']","[18, 35]",0,25,23,38,29,[],115,2,2.0,"['howardw01', 'walkeke02', 'kiddgmi01', 'batumni01', 'kaminfr01', 'lambje01', 'grahatr01', 'cartemi01', 'zelleco01', 'bacondw01', 'monkma01', 'obryajo01', 'stoneju01']","[22, 29]",0,none
201802040TOR,TOR,TOR,MEM,12:00p,"Air Canada Centre, Toronto, Canada",25,31,20,25,[],101,1,2.0,"['derozde01', 'lowryky01', 'valanjo01', 'ibakase01', 'anunoog01', 'vanvlfr01', 'siakapa01', 'wrighde01', 'poeltja01', 'milescj01', 'powelno01', 'mckinal01', 'noguelu01']","[35, 16]",1,24,20,30,12,[],86,-2,3.0,"['gasolma01', 'seldewa01', 'harrian01', 'brookdi01', 'greenja01', 'ennisja01', 'davisde01', 'chalmma01', 'martija01', 'rabbiv01', 'mclembe01', 'wrighbr03']","[18, 33]",0,none
