,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,gameState,home,away,home,away
teamData,winner,teamHome,teamAway,timeOfDay,location,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,rivalry,salary,salary,avgSalary,avgSalary
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201601180LAC,LAC,LAC,HOU,10:30p,"STAPLES Center, Los Angeles, California",33,26,35,28,[],140,-1,2.0,"['paulch01', 'jordade01', 'redicjj01', 'piercpa01', 'mbahalu01', 'crawfja01', 'johnswe01', 'riverau01', 'aldrico01', 'prigipa01', 'wilcocj01', 'stephla01', 'smithjo03']","[26, 14]",0,21,31,28,42,[],132,1,1.0,"['howardw01', 'hardeja01', 'arizatr01', 'capelca01', 'beverpa01', 'lawsoty01', 'thornma01', 'breweco01', 'joneste01', 'terryja01', 'harremo01', 'mcdankj01']","[22, 20]",2,conference,1246824802,1063802129,95909600.15384616,88650177.41666667
201601180MEM,MEM,MEM,NOP,2:30p,"FedEx Forum, Memphis, Tennessee",24,25,23,29,[],101,2,2.0,"['gasolma01', 'leeco01', 'conlemi01', 'randoza01', 'allento01', 'barnema02', 'greenje02', 'chalmma01', 'cartevi01', 'greenja01', 'wrighbr03', 'martija01']","[23, 19]",1,26,25,25,23,[],99,2,3.0,"['gordoer01', 'davisan02', 'coleno01', 'cunnida01', 'asikom01', 'holidjr01', 'anderry01', 'geeal01', 'ajincal01', 'perkike01', 'evansty01', 'douglto01', 'babbilu01']","[13, 26]",0,division,1126705687,937711254,93892140.58333333,72131634.92307693
201601180NYK,NYK,NYK,PHI,1:00p,"Madison Square Garden (IV), New York, New York",29,23,24,20,[11],119,-2,2.0,"['anthoca01', 'afflaar01', 'caldejo01', 'porzikr01', 'lopezro01', 'thomala01', 'gallola01', 'willide02', 'oquinky01', 'grantje02', 'vujacsa01', 'amundlo01', 'serapke01']","[20, 22]",2,29,18,16,33,[11],113,1,2.0,"['noelne01', 'covinro01', 'smithis01', 'okafoja01', 'sampsja02', 'thompho01', 'canaais01', 'grantje01', 'mccontj01', 'holmeri01', 'landrca01', 'stausni01', 'marshke01']","[5, 37]",0,division,777823375,353379450,59832567.307692304,27183034.615384616
201601180TOR,TOR,TOR,BRK,7:30p,"Air Canada Centre, Toronto, Canada",19,33,29,31,[],112,4,4.0,"['lowryky01', 'derozde01', 'valanjo01', 'johnsja01', 'scolalu01', 'pattepa01', 'josepco01', 'rosste01', 'biyombi01', 'noguelu01', 'powelno01', 'carrode01']","[25, 15]",1,29,20,35,16,[],100,-2,2.0,"['lopezbr01', 'johnsjo02', 'youngth01', 'sloando01', 'ellinwa01', 'bogdabo02', 'larkish01', 'robinth01', 'reedwi02', 'brownma02', 'karasse01', 'bargnan01']","[11, 30]",0,division,1090382448,754733771,90865204.0,62894480.916666664
201601180WAS,POR,WAS,POR,2:00p,"Verizon Center, Washington, District of Columbia",17,40,19,22,[],98,-1,2.0,"['dudleja01', 'gortama01', 'walljo01', 'templga01', 'oubreke01', 'bealbr01', 'nealga01', 'sessira01', 'hilarne01', 'eddieja01', 'blairde01', 'porteot01']","[19, 20]",0,32,27,35,14,[],108,-1,2.0,"['mccolcj01', 'lillada01', 'aminual01', 'plumlma01', 'vonleno01', 'crabbal01', 'leoname01', 'davised01', 'hendege02', 'harklma01', 'connapa01', 'fraziti01', 'kamanch01']","[18, 25]",0,none,979553230,883803966,81629435.83333333,67984920.46153846
201601190DEN,OKC,DEN,OKC,9:00p,"Pepsi Center, Denver, Colorado",31,22,26,25,[],104,1,2.0,"['gallida01', 'mudiaem01', 'harriga01', 'farieke01', 'jokicni01', 'arthuda01', 'lauvejo01', 'bartowi01', 'foyera01', 'kilpase01', 'nurkiju01', 'millemi01', 'hicksjj01']","[16, 25]",0,25,32,27,26,[],110,4,2.0,"['westbru01', 'ibakase01', 'duranke01', 'adamsst01', 'roberan03', 'kanteen01', 'waitedi01', 'payneca01', 'singlky01', 'collini01', 'morroan01', 'mcgarmi01', 'augusdj01']","[30, 12]",2,division,778686229,1268897035,59898940.692307696,97607464.23076923
201601190MIA,MIL,MIA,MIL,7:30p,"AmericanAirlines Arena, Miami, Florida",18,21,18,22,[],79,-1,2.0,"['whiteha01', 'boshch01', 'denglu01', 'johnsty01', 'wadedw01', 'richajo01', 'winslju01', 'greenge01', 'stoudam01', 'udrihbe01', 'stokeja01', 'hasleud01']","[23, 18]",0,19,30,26,16,[],91,2,3.0,"['middlkh01', 'parkeja01', 'antetgi01', 'monrogr01', 'cartemi01', 'bayleje01', 'obryajo01', 'hensojo01', 'vaughra01', 'plumlmi01', 'ennisty01', 'copelch01', 'mayooj01']","[18, 25]",0,conference,1160454815,689921961,96704567.91666667,53070920.07692308
201601190NOP,NOP,NOP,MIN,8:00p,"Smoothie King Center, New Orleans, Louisiana",25,26,31,32,[],114,-1,1.0,"['davisan02', 'gordoer01', 'cunnida01', 'evansty01', 'asikom01', 'geeal01', 'holidjr01', 'anderry01', 'coleno01', 'ajincal01', 'perkike01', 'douglto01', 'babbilu01']","[13, 27]",0,38,22,15,24,[],99,1,2.0,"['wiggian01', 'townska01', 'rubiori01', 'princta01', 'garneke01', 'muhamsh01', 'dienggo01', 'lavinza01', 'bjeline01', 'martike02', 'paynead01', 'millean02', 'rudezda01']","[13, 29]",0,conference,937711254,1197807854,72131634.92307693,92139065.6923077
201601190PHO,IND,PHO,IND,9:00p,"Talking Stick Resort Arena, Phoenix, Arizona",17,18,26,33,[],94,-4,2.0,"['tuckepj01', 'knighbr03', 'bookede01', 'chandty01', 'morrima02', 'lenal01', 'goodwar01', 'teletmi01', 'weemsso01', 'brownlo01', 'warretj01', 'leuerjo01']","[13, 29]",0,25,19,27,26,[],97,-3,2.0,"['georgpa01', 'ellismo01', 'allenla01', 'robingl02', 'mahinia01', 'turnemy01', 'milescj01', 'hilljo01', 'youngjo01', 'budinch01', 'hillso01', 'hillge01', 'stuckro01']","[22, 19]",1,none,667633022,825451979,55636085.166666664,63496306.07692308
201601200BRK,CLE,BRK,CLE,7:30p,"Barclays Center, Brooklyn, New York",17,21,17,23,[],78,-3,2.0,"['lopezbr01', 'johnsjo02', 'sloando01', 'youngth01', 'ellinwa01', 'bogdabo02', 'larkish01', 'bargnan01', 'brownma02', 'robinth01', 'reedwi02', 'karasse01']","[11, 31]",0,23,28,22,18,[],91,-1,2.0,"['loveke01', 'jamesle01', 'smithjr01', 'irvinky01', 'mozgoti01', 'shumpim01', 'thomptr01', 'dellama01', 'jonesja02', 'jefferi01', 'willima01', 'cunnija01', 'varejan01']","[28, 11]",1,conference,754733771,1502244839,62894480.916666664,115557295.3076923
201601200CHI,GSW,CHI,GSW,8:00p,"United Center, Chicago, Illinois",18,26,19,31,[],94,1,2.0,"['butleji01', 'rosede01', 'snellto01', 'gasolpa01', 'gibsota01', 'mcderdo01', 'portibo01', 'mooreet01', 'mirotni01', 'brookaa01', 'bairsca01', 'feliccr01', 'hinriki01']","[24, 16]",0,34,29,24,38,[],125,1,2.0,"['curryst01', 'barneha02', 'thompkl01', 'greendr01', 'bogutan01', 'iguodan01', 'livinsh01', 'barbole01', 'rushbr01', 'ezelife01', 'speigma01', 'clarkia01', 'thompja02']","[38, 4]",1,none,979673198,1237890739,75359476.76923077,95222364.53846154
201601200DAL,DAL,DAL,MIN,8:30p,"American Airlines Center, Dallas, Texas",23,26,15,25,[],106,1,2.0,"['parsoch01', 'matthwe02', 'willide01', 'pachuza01', 'villach01', 'harride01', 'bareajo01', 'mcgeeja01', 'anderju01', 'poweldw01', 'mejrisa01', 'jenkijo01', 'evansje01']","[24, 19]",1,33,16,18,22,[],94,-1,1.0,"['wiggian01', 'townska01', 'rubiori01', 'princta01', 'pekovni01', 'muhamsh01', 'lavinza01', 'bjeline01', 'dienggo01', 'martike02', 'rudezda01', 'paynead01', 'millean02']","[13, 30]",0,conference,784548096,915676256,60349853.538461536,70436635.07692307
201601200HOU,DET,HOU,DET,8:00p,"Toyota Center, Houston, Texas",23,24,32,35,[],114,-1,2.0,"['arizatr01', 'hardeja01', 'lawsoty01', 'capelca01', 'howardw01', 'joneste01', 'breweco01', 'thornma01', 'terryja01', 'harremo01', 'mcdankj01', 'beverpa01']","[22, 21]",0,33,23,29,38,[],123,-1,2.0,"['caldwke01', 'morrima03', 'ilyaser01', 'jacksre01', 'drumman01', 'baynear01', 'johnsst04', 'jennibr01', 'tollian01', 'hillida01', 'bullore01', 'blakest01', 'anthojo01']","[22, 19]",1,none,1063802129,681733042,88650177.41666667,52441003.23076923
201601200LAL,SAC,LAL,SAC,10:30p,"STAPLES Center, Los Angeles, California",18,34,25,16,[],93,-3,3.0,"['clarkjo01', 'willilo02', 'bryanko01', 'randlju01', 'hibbero01', 'bassbr01', 'russeda01', 'kellyry01', 'brownan02', 'huertma01', 'sacrero01', 'youngni01', 'blackta01']","[9, 34]",0,28,29,29,26,[],112,2,4.0,"['couside01', 'rondora01', 'gayru01', 'caulewi01', 'mclembe01', 'casspom01', 'collida01', 'belinma01', 'koufoko01', 'anderja01', 'curryse01', 'acyqu01', 'butleca01']","[17, 23]",2,division,849104357,727946733,65315719.76923077,55995902.538461536
201601200NYK,NYK,NYK,UTA,7:30p,"Madison Square Garden (IV), New York, New York",17,20,31,31,[],118,1,2.0,"['afflaar01', 'anthoca01', 'lopezro01', 'caldejo01', 'porzikr01', 'gallola01', 'willide02', 'grantje02', 'oquinky01', 'vujacsa01', 'thomala01', 'serapke01', 'amundlo01']","[21, 22]",0,22,26,28,23,[],111,-1,2.0,"['haywago01', 'goberru01', 'hoodro01', 'lylestr01', 'netora01', 'burketr01', 'booketr01', 'johnsch04', 'inglejo01', 'witheje01', 'obriejj01', 'pleisti01', 'favorde01']","[18, 23]",1,none,777823375,666360987,59832567.307692304,51258537.461538464
201601200OKC,OKC,OKC,CHO,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",30,22,36,21,[],109,5,1.0,"['ibakase01', 'duranke01', 'adamsst01', 'westbru01', 'roberan03', 'waitedi01', 'payneca01', 'kanteen01', 'singlky01', 'mcgarmi01', 'morroan01', 'collini01', 'augusdj01']","[31, 12]",1,22,23,25,25,[],95,1,2.0,"['walkeke02', 'willima02', 'batumni01', 'hairspj02', 'zelleco01', 'kaminfr01', 'linje01', 'hawessp01', 'danietr01', 'roberbr01', 'hansbty01', 'harriaa01', 'lambje01']","[19, 22]",0,none,1268897035,769840822,97607464.23076923,59218524.76923077
201601200ORL,PHI,ORL,PHI,7:00p,"Amway Center, Orlando, Florida",21,25,25,16,[],87,-3,2.0,"['paytoel01', 'fournev01', 'vucevni01', 'harrito02', 'fryech01', 'gordoaa01', 'hezonma01', 'smithja02', 'applike01', 'dedmode01', 'napiesh01', 'marblde01', 'nichoan01']","[20, 20]",1,23,24,34,15,[],96,-1,2.0,"['okafoja01', 'smithis01', 'covinro01', 'noelne01', 'sampsja02', 'thompho01', 'canaais01', 'grantje01', 'mccontj01', 'holmeri01', 'stausni01', 'marshke01', 'landrca01']","[5, 38]",0,conference,747569654,353379450,57505358.0,27183034.615384616
201601200POR,ATL,POR,ATL,10:30p,"Moda Center, Portland, Oregon",18,25,29,26,[],98,1,2.0,"['mccolcj01', 'lillada01', 'aminual01', 'plumlma01', 'vonleno01', 'crabbal01', 'davised01', 'leoname01', 'hendege02', 'harklma01', 'kamanch01', 'fraziti01', 'connapa01']","[19, 25]",0,29,19,26,30,[],104,2,2.0,"['horfoal01', 'millspa01', 'bazemke01', 'teaguje01', 'korveky01', 'sefolth01', 'schrode01', 'splitti01', 'hardati02', 'scottmi01', 'muscami01', 'pattela01', 'macksh01']","[25, 17]",1,none,883803966,1034818092,67984920.46153846,79601391.6923077
201601200TOR,TOR,TOR,BOS,7:30p,"Air Canada Centre, Toronto, Canada",35,21,40,19,[],115,5,2.0,"['derozde01', 'lowryky01', 'valanjo01', 'scolalu01', 'johnsja01', 'rosste01', 'pattepa01', 'josepco01', 'biyombi01', 'powelno01', 'wrighde01', 'noguelu01', 'bennean01']","[26, 15]",1,27,35,28,19,[],109,-1,2.0,"['bradlav01', 'thomais02', 'crowdja01', 'johnsam01', 'sullija01', 'olynyke01', 'smartma01', 'turneev01', 'jerebjo01', 'zellety01', 'youngja01', 'leeda02']","[22, 20]",0,division,1060313795,633034233,81562599.61538461,52752852.75
201601200WAS,WAS,WAS,MIA,7:00p,"Verizon Center, Washington, District of Columbia",26,25,30,25,[],106,-2,2.0,"['gortama01', 'walljo01', 'templga01', 'hilarne01', 'oubreke01', 'dudleja01', 'bealbr01', 'nealga01', 'sessira01', 'blairde01', 'eddieja01', 'porteot01']","[19, 21]",1,22,15,27,23,[],87,-2,1.0,"['denglu01', 'johnsty01', 'boshch01', 'greenge01', 'whiteha01', 'winslju01', 'richajo01', 'stoudam01', 'hasleud01', 'stokeja01', 'wadedw01', 'udrihbe01', 'dragigo01']","[23, 19]",1,division,979553230,1312917247,81629435.83333333,100993634.38461539
201601210CLE,CLE,CLE,LAC,8:00p,"Quicken Loans Arena, Cleveland, Ohio",28,31,29,27,[],115,1,1.0,"['jamesle01', 'loveke01', 'smithjr01', 'irvinky01', 'mozgoti01', 'dellama01', 'thomptr01', 'shumpim01', 'jonesja02', 'cunnija01', 'willima01', 'varejan01', 'jefferi01']","[29, 11]",0,31,19,22,30,[],102,1,3.0,"['paulch01', 'jordade01', 'redicjj01', 'mbahalu01', 'piercpa01', 'crawfja01', 'johnswe01', 'riverau01', 'aldrico01', 'prigipa01', 'stephla01', 'wilcocj01', 'smithjo03']","[27, 14]",0,none,1502244839,1246824802,115557295.3076923,95909600.15384616
201601210DEN,MEM,DEN,MEM,9:00p,"Pepsi Center, Denver, Colorado",23,25,29,24,[],101,-1,2.0,"['mudiaem01', 'gallida01', 'farieke01', 'harriga01', 'jokicni01', 'bartowi01', 'lauvejo01', 'arthuda01', 'foyera01', 'kilpase01', 'nurkiju01', 'millemi01', 'hicksjj01']","[16, 26]",0,37,18,24,23,[],102,3,3.0,"['barnema02', 'gasolma01', 'leeco01', 'randoza01', 'conlemi01', 'greenje02', 'chalmma01', 'greenja01', 'holliry01', 'cartevi01', 'wrighbr03', 'allento01']","[24, 19]",1,conference,778686229,1133716045,59898940.692307696,94476337.08333333
201601210NOP,NOP,NOP,DET,8:00p,"Smoothie King Center, New Orleans, Louisiana",35,37,18,25,[],115,1,2.0,"['davisan02', 'evansty01', 'coleno01', 'asikom01', 'cunnida01', 'anderry01', 'geeal01', 'holidjr01', 'douglto01', 'ajincal01', 'babbilu01', 'dejeabr01', 'perkike01']","[14, 27]",0,27,26,24,22,[],99,1,1.0,"['caldwke01', 'ilyaser01', 'drumman01', 'morrima03', 'jacksre01', 'jennibr01', 'johnsst04', 'baynear01', 'tollian01', 'hillida01', 'bullore01', 'blakest01', 'anthojo01']","[23, 19]",0,none,779361823,681733042,59950909.461538464,52441003.23076923
201601210PHO,SAS,PHO,SAS,10:30p,"Talking Stick Resort Arena, Phoenix, Arizona",18,21,30,20,[],89,-5,2.0,"['bookede01', 'goodwar01', 'chandty01', 'lenal01', 'tuckepj01', 'warretj01', 'weemsso01', 'jeffeco01', 'brownlo01', 'teletmi01', 'morrima02', 'leuerjo01', 'knighbr03']","[13, 30]",0,25,26,28,38,[],117,1,4.0,"['mccalra01', 'leonaka01', 'aldrila01', 'westda01', 'greenda02', 'anderky01', 'simmojo02', 'marjabo01', 'diawbo01', 'millspa02', 'bonnema01', 'butlera01', 'ginobma01']","[36, 6]",2,conference,668561807,1018094664,51427831.307692304,78314974.15384616
201601210SAC,SAC,SAC,ATL,10:00p,"Sleep Train Arena, Sacramento, California",27,20,25,19,[],91,3,1.0,"['couside01', 'casspom01', 'rondora01', 'mclembe01', 'caulewi01', 'belinma01', 'collida01', 'koufoko01', 'acyqu01', 'anderja01', 'gayru01', 'curryse01', 'butleca01']","[18, 23]",0,20,24,19,25,[],88,3,1.0,"['horfoal01', 'millspa01', 'bazemke01', 'korveky01', 'teaguje01', 'sefolth01', 'schrode01', 'hardati02', 'splitti01', 'scottmi01', 'tavarwa01', 'muscami01', 'macksh01']","[26, 17]",1,none,727946733,1036069521,55995902.538461536,79697655.46153846
201601220BOS,BOS,BOS,CHI,7:30p,"TD Garden, Boston, Massachusetts",34,30,26,20,[],110,-2,2.0,"['bradlav01', 'crowdja01', 'thomais02', 'sullija01', 'olynyke01', 'smartma01', 'turneev01', 'jerebjo01', 'zellety01', 'youngja01', 'leeda02', 'johnsam01']","[22, 21]",1,23,26,33,19,[],101,-1,2.0,"['butleji01', 'rosede01', 'gasolpa01', 'gibsota01', 'snellto01', 'mirotni01', 'mcderdo01', 'brookaa01', 'portibo01', 'mooreet01', 'hinriki01', 'feliccr01', 'bairsca01']","[24, 17]",1,conference,633034233,979673198,52752852.75,75359476.76923077
201601220BRK,UTA,BRK,UTA,7:30p,"Barclays Center, Brooklyn, New York",23,17,17,29,[],86,-4,2.0,"['ellinwa01', 'youngth01', 'sloando01', 'johnsjo02', 'lopezbr01', 'reedwi02', 'bogdabo02', 'bargnan01', 'brownma02', 'larkish01', 'karasse01', 'robinth01']","[11, 32]",0,22,26,37,23,[],108,-2,2.0,"['haywago01', 'hoodro01', 'goberru01', 'netora01', 'lylestr01', 'johnsch04', 'booketr01', 'burketr01', 'witheje01', 'inglejo01', 'pleisti01', 'obriejj01', 'favorde01']","[18, 24]",0,none,754733771,666360987,62894480.916666664,51258537.461538464
201601220DAL,OKC,DAL,OKC,8:30p,"American Airlines Center, Dallas, Texas",25,31,18,32,[],106,2,2.0,"['parsoch01', 'willide01', 'matthwe02', 'nowitdi01', 'pachuza01', 'bareajo01', 'harride01', 'mcgeeja01', 'feltora01', 'mejrisa01', 'poweldw01', 'villach01', 'anderju01']","[25, 19]",0,27,21,37,24,[],109,6,2.0,"['duranke01', 'ibakase01', 'westbru01', 'collini01', 'roberan03', 'waitedi01', 'kanteen01', 'singlky01', 'payneca01', 'novakst01', 'morroan01', 'augusdj01', 'adamsst01']","[32, 12]",2,conference,1079231872,1286144312,83017836.3076923,98934177.84615384
201601220GSW,GSW,GSW,IND,10:30p,"Oracle Arena, Oakland, California",32,32,24,34,[],122,2,2.0,"['curryst01', 'greendr01', 'barneha02', 'thompkl01', 'bogutan01', 'iguodan01', 'livinsh01', 'barbole01', 'ezelife01', 'speigma01', 'clarkia01', 'rushbr01', 'thompja02']","[39, 4]",1,18,33,24,35,[],110,1,3.0,"['georgpa01', 'robingl02', 'ellismo01', 'hillso01', 'hilljo01', 'youngjo01', 'turnemy01', 'milescj01', 'allenla01', 'budinch01', 'hillge01', 'mahinia01', 'stuckro01']","[23, 19]",0,none,1237890739,825451979,95222364.53846154,63496306.07692308
201601220HOU,HOU,HOU,MIL,8:00p,"Toyota Center, Houston, Texas",31,26,22,23,[],102,-2,2.0,"['arizatr01', 'hardeja01', 'breweco01', 'capelca01', 'terryja01', 'joneste01', 'lawsoty01', 'smithjo03', 'thornma01', 'mcdankj01', 'howardw01', 'harremo01', 'beverpa01']","[22, 22]",0,28,17,21,32,[],98,3,3.0,"['middlkh01', 'parkeja01', 'cartemi01', 'antetgi01', 'monrogr01', 'bayleje01', 'hensojo01', 'obryajo01', 'vaughra01', 'plumlmi01', 'mayooj01', 'ennisty01', 'copelch01']","[19, 25]",0,none,1186223439,689921961,91247956.84615384,53070920.07692308
201601220LAL,SAS,LAL,SAS,10:30p,"STAPLES Center, Los Angeles, California",22,21,28,24,[],95,-4,2.0,"['randlju01', 'willilo02', 'clarkjo01', 'bryanko01', 'hibbero01', 'russeda01', 'brownan02', 'bassbr01', 'kellyry01', 'blackta01', 'huertma01', 'sacrero01', 'youngni01']","[9, 35]",0,31,25,31,21,[],108,2,1.0,"['leonaka01', 'westda01', 'parketo01', 'greenda02', 'duncati01', 'diawbo01', 'simmojo02', 'ginobma01', 'millspa02', 'butlera01', 'anderky01', 'marjabo01', 'mccalra01']","[37, 6]",1,conference,849104357,1185689079,65315719.76923077,91206852.23076923
201601220NYK,LAC,NYK,LAC,7:30p,"Madison Square Garden (IV), New York, New York",24,21,19,24,[],88,2,2.0,"['anthoca01', 'afflaar01', 'porzikr01', 'caldejo01', 'lopezro01', 'willide02', 'grantje02', 'gallola01', 'serapke01', 'vujacsa01', 'oquinky01', 'amundlo01', 'thomala01']","[22, 22]",0,31,24,31,30,[],116,-1,1.0,"['jordade01', 'paulch01', 'redicjj01', 'mbahalu01', 'piercpa01', 'johnswe01', 'crawfja01', 'riverau01', 'prigipa01', 'aldrico01', 'wilcocj01', 'stephla01']","[27, 15]",0,none,777823375,1124403492,59832567.307692304,93700291.0
201601220ORL,CHO,ORL,CHO,7:00p,"Amway Center, Orlando, Florida",35,26,33,15,[],116,-4,2.0,"['oladivi01', 'harrito02', 'vucevni01', 'paytoel01', 'gordoaa01', 'fournev01', 'napiesh01', 'smithja02', 'fryech01', 'hezonma01', 'nichoan01', 'applike01', 'dedmode01']","[20, 21]",1,30,25,24,30,[],120,-1,2.0,"['walkeke02', 'willima02', 'hawessp01', 'linje01', 'hairspj02', 'danietr01', 'kaminfr01', 'roberbr01', 'hansbty01', 'lambje01', 'batumni01', 'harriaa01', 'zelleco01']","[19, 23]",0,division,853716797,769840822,65670522.84615385,59218524.76923077
201601220TOR,TOR,TOR,MIA,8:00p,"Air Canada Centre, Toronto, Canada",31,29,20,21,[],101,6,2.0,"['lowryky01', 'derozde01', 'johnsja01', 'valanjo01', 'scolalu01', 'pattepa01', 'rosste01', 'biyombi01', 'josepco01', 'wrighde01', 'bennean01', 'carrode01']","[27, 15]",1,20,24,23,14,[],81,-3,2.0,"['winslju01', 'boshch01', 'wadedw01', 'johnsty01', 'stoudam01', 'richajo01', 'greenge01', 'hasleud01', 'stokeja01', 'whiteha01', 'udrihbe01', 'dragigo01']","[23, 20]",1,conference,1083822065,1144455696,90318505.41666667,95371308.0
201601230CHO,CHO,CHO,NYK,7:00p,"Time Warner Cable Arena, Charlotte, North Carolina",20,25,32,20,[],97,1,1.0,"['walkeke02', 'linje01', 'willima02', 'hawessp01', 'hairspj02', 'kaminfr01', 'hansbty01', 'roberbr01', 'danietr01', 'harriaa01', 'zelleco01', 'lambje01', 'batumni01']","[20, 23]",1,22,21,13,28,[],84,-1,1.0,"['caldejo01', 'afflaar01', 'porzikr01', 'anthoca01', 'lopezro01', 'willide02', 'gallola01', 'amundlo01', 'vujacsa01', 'grantje02', 'serapke01', 'thomala01', 'oquinky01']","[22, 23]",1,conference,769840822,777823375,59218524.76923077,59832567.307692304
201601230CLE,CHI,CLE,CHI,8:30p,"Quicken Loans Arena, Cleveland, Ohio",14,25,19,25,[],83,2,2.0,"['jamesle01', 'smithjr01', 'loveke01', 'irvinky01', 'mozgoti01', 'dellama01', 'shumpim01', 'thomptr01', 'jonesja02', 'willima01', 'varejan01', 'jefferi01', 'cunnija01']","[30, 11]",0,21,23,28,24,[],96,-2,1.0,"['butleji01', 'rosede01', 'gasolpa01', 'gibsota01', 'snellto01', 'mirotni01', 'mcderdo01', 'brookaa01', 'portibo01', 'mooreet01', 'hinriki01', 'feliccr01', 'bairsca01']","[24, 18]",1,division,1502244839,979673198,115557295.3076923,75359476.76923077
201601230DEN,DEN,DEN,DET,9:30p,"Pepsi Center, Denver, Colorado",26,19,39,20,[],104,-2,2.0,"['gallida01', 'mudiaem01', 'arthuda01', 'harriga01', 'jokicni01', 'bartowi01', 'lauvejo01', 'foyera01', 'millemi01', 'kilpase01', 'nurkiju01', 'nelsoja01', 'farieke01']","[16, 27]",0,32,22,20,27,[],101,-1,2.0,"['caldwke01', 'morrima03', 'jacksre01', 'ilyaser01', 'drumman01', 'baynear01', 'tollian01', 'johnsst04', 'jennibr01', 'hillida01', 'bullore01', 'blakest01', 'anthojo01']","[23, 20]",0,none,821638875,681733042,63202990.384615384,52441003.23076923
201601230MIN,MIN,MIN,MEM,8:00p,"Target Center, Minneapolis, Minnesota",20,37,27,22,[],106,-2,3.0,"['wiggian01', 'townska01', 'rubiori01', 'princta01', 'garneke01', 'muhamsh01', 'bjeline01', 'dienggo01', 'lavinza01', 'martike02', 'pekovni01', 'paynead01', 'millean02']","[13, 31]",0,25,21,28,27,[],101,4,2.0,"['barnema02', 'gasolma01', 'leeco01', 'conlemi01', 'randoza01', 'greenje02', 'chalmma01', 'holliry01', 'cartevi01', 'greenja01', 'wrighbr03', 'allento01']","[25, 19]",1,conference,1256318723,1133716045,96639901.76923077,94476337.08333333
201601230NOP,NOP,NOP,MIL,7:00p,"Smoothie King Center, New Orleans, Louisiana",22,30,32,32,[],116,2,2.0,"['davisan02', 'geeal01', 'coleno01', 'evansty01', 'asikom01', 'anderry01', 'holidjr01', 'douglto01', 'babbilu01', 'ajincal01', 'dejeabr01', 'cunnida01', 'perkike01']","[15, 27]",0,23,28,23,25,[],99,-1,1.0,"['parkeja01', 'middlkh01', 'cartemi01', 'monrogr01', 'antetgi01', 'bayleje01', 'vaughra01', 'obryajo01', 'hensojo01', 'copelch01', 'ennisty01', 'plumlmi01', 'mayooj01']","[19, 26]",0,none,779361823,689921961,59950909.461538464,53070920.07692308
201601230PHO,PHO,PHO,ATL,9:00p,"Talking Stick Resort Arena, Phoenix, Arizona",29,19,26,24,[],98,-6,2.0,"['chandty01', 'goodwar01', 'tuckepj01', 'bookede01', 'lenal01', 'warretj01', 'teletmi01', 'weemsso01', 'brownlo01', 'morrima02', 'leuerjo01', 'knighbr03', 'jeffeco01']","[13, 31]",0,23,16,25,31,[],95,-1,2.0,"['horfoal01', 'korveky01', 'bazemke01', 'teaguje01', 'splitti01', 'sefolth01', 'scottmi01', 'schrode01', 'hardati02', 'tavarwa01', 'pattela01', 'muscami01', 'macksh01']","[26, 18]",0,none,668561807,840999476,51427831.307692304,64692267.384615384
201601230POR,POR,POR,LAL,10:30p,"Moda Center, Portland, Oregon",37,25,39,20,[],121,-1,3.0,"['mccolcj01', 'lillada01', 'vonleno01', 'plumlma01', 'aminual01', 'crabbal01', 'hendege02', 'leoname01', 'davised01', 'connapa01', 'kamanch01', 'fraziti01', 'harklma01']","[19, 26]",2,22,30,24,27,[],103,-5,1.0,"['willilo02', 'clarkjo01', 'bryanko01', 'randlju01', 'hibbero01', 'kellyry01', 'brownan02', 'russeda01', 'bassbr01', 'huertma01', 'youngni01', 'sacrero01', 'blackta01']","[9, 36]",0,conference,883803966,849104357,67984920.46153846,65315719.76923077
