game_id,PC1,PC2
201410280LAL,6.088100591440788,-0.017139356384239576
201410280NOP,-4.81139263741497,0.0073084824846692
201410280SAS,-0.5081914964523002,0.017897260204432382
201410290BOS,1.5147968811671493,-0.17151011906671704
201410290CHO,-4.007348393724904,-0.009529933922023937
201410290DEN,-2.6083726933569045,-0.061529594880986194
201410290IND,-3.580161333373692,-0.006953836771113645
201410290MEM,-3.4893556320463075,0.005240421607369882
201410290MIA,-1.5702301290196437,-0.05041140992457148
201410290NYK,4.361886137933989,-0.003996476662910915
201410290PHO,-6.345720898142817,0.038815100662035015
201410290POR,-4.48768204445657,-0.03668015423649609
201410290SAC,4.549250883403744,0.040454462122169785
201410290TOR,-1.1714310618289014,0.0056638758398436006
201410290UTA,3.3178423115201285,0.03173693142985808
201410300CLE,-6.776400503440425,0.01855118061237215
201410300DAL,-5.571942304227912,-0.01216035234679849
201410300LAC,-6.729562380735519,0.019492513642892177
201410300MIN,-1.847025846266464,-0.04498447233283429
201410300ORL,4.533421010756291,0.04210837188896923
201410310CHI,-0.8156678154374074,0.018999099323057735
201410310IND,5.493960719586284,-0.02906310484307393
201410310LAL,9.109231866687072,-0.013072326689079147
201410310MIL,-4.384502692508691,0.03770029954972347
201410310PHO,1.7737621723940025,0.04187398752093385
201410310SAC,4.347881677933,-0.02258509482128462
201411010ATL,-5.438675120141024,0.02025494349046764
201411010CHO,-0.14129184546567466,0.030036450686855634
201411010DET,-0.1132260090168025,0.002989819596736414
201411010GSW,-6.9207062400939074,-0.041150804732063596
201411010HOU,-3.4560537332606085,-0.04558402832624393
201411010MIN,2.632762381527003,0.06037107141251475
201411010NOP,1.6773920887382663,0.07156127258356254
201411010OKC,4.435821147312503,0.030507817314972683
201411010ORL,5.412110611383244,0.035773880602525406
201411010PHI,7.659642410342677,0.0579369981556135
201411010UTA,2.542910178879574,-0.017026196853966048
201411010WAS,-4.556543789722211,-0.0035155174379587293
201411020LAC,-4.78596383777013,0.06109272997128166
201411020MIA,0.7360433827746541,-0.07009900342972226
201411020NYK,-0.518521995295491,0.043913945269153584
201411020POR,-0.18844538599228616,0.04222372594657932
201411030BRK,-2.997667121888976,-0.02684112253172369
201411030DAL,-4.9367478484806115,0.08977421786303932
201411030DEN,-2.801550380468821,0.1130698852584786
201411030LAC,-4.869824012156043,0.1780482617527473
201411030MEM,-0.8805034965299381,0.03910507223174576
201411030PHI,8.857377216224142,0.0032108038272543726
201411040CHI,-5.3522911694247055,-0.07683242420213371
201411040IND,-1.0892257661868991,0.07528519409701315
201411040LAL,5.424249142024578,-0.11482394402488401
201411040MIA,0.44058116389422186,0.06239721935194811
201411040NOP,-1.0179296344293254,-0.0068599476483740245
201411040NYK,2.1885700529262806,0.040688133927741954
201411040POR,2.945456078774065,0.08025239020722766
201411040TOR,-5.981811847548927,0.02266132169941894
201411050BOS,0.573382461304264,-0.037657104186609794
201411050BRK,-1.6491656891898228,-0.009552105921280274
201411050CHO,1.2319886800067146,0.023111861905199853
201411050DET,-0.9075801956583169,-0.0624633508578078
201411050GSW,-1.5820531583920567,0.056734566183963296
201411050MIL,4.633877330180888,-0.11805007962340476
201411050PHI,2.9773870941455964,-0.02045820106682457
201411050PHO,0.9424853020393358,-0.026938489883741583
201411050SAC,-0.6765458267290599,0.08703496426879354
201411050SAS,-4.083075945805585,-0.007934779188258544
201411050UTA,5.094310706976277,0.014316367606854518
201411050WAS,-4.936414375475408,-0.011593831725509172
201411060HOU,-3.0080459400407276,-0.1090041775739092
201411060POR,0.6631560552151491,0.07921307431229252
201411070BOS,-2.1287042635713687,-0.05897871246132774
201411070BRK,-2.2216469959892566,0.036291459884540196
201411070CHO,0.8582867268122576,-0.024235356416961104
201411070DEN,5.525991464584292,-0.16319030020266195
201411070DET,-1.2450999921143746,0.025714551964875355
201411070OKC,6.38295570382193,-0.027906466493156416
201411070ORL,4.010395412728749,0.027905873720604747
201411070PHI,8.364127507273496,-0.11122393848158334
201411070PHO,-1.5909069307304795,0.015325162406774758
201411070TOR,-0.5863155061459167,-0.04352221632863503
201411070UTA,3.0512930173779003,0.013769749685670832
201411080ATL,-2.865689321893917,0.07775911810405353
201411080CHI,-4.881569352952783,0.02510886921232509
201411080HOU,3.3912849962077707,-0.006234646470343321
201411080IND,3.4342657629925264,0.041608815654675654
201411080LAC,-1.2208391963882894,0.03436388182943115
201411080MIA,-3.6670048350747297,0.0260641005544258
201411080MIL,4.5689730743002,0.013502342019250645
201411080SAS,-3.4536883814084725,-0.024266005384169086
201411090BRK,-4.272217536657214,-0.03355173997308285
201411090DAL,-3.7590782474112654,0.022777054665521865
201411090DET,-0.6943038268712679,0.06266363498451119
201411090LAL,2.7825777099185016,0.04038720159058494
201411090OKC,2.632358256537455,0.0070252395655826414
201411090PHO,0.2113006233169403,-0.003823721807598524
201411090POR,-4.688494787814498,0.04271465670510296
201411090TOR,-7.004095484828726,0.051092226001272806
201411100CHI,-5.140839779583562,0.10141581594873533
201411100CLE,-2.2086719851455503,-0.05535332788168415
201411100IND,0.14275221139993996,0.03998902174571897
201411100LAC,0.5775133895845349,1.7903844297721635e-05
201411100NYK,2.441943555769703,-0.024677703100020983
201411110DAL,-3.819711561965428,0.007296773649083682
201411110GSW,-3.4708310608127126,0.10003869315376578
201411110MEM,-5.277077333355914,-0.029750251770174242
201411110MIL,0.32447295853563346,0.02636254907239268
201411110POR,-3.0124631272800446,0.05578675970194191
201411110TOR,-5.7205012332901894,0.0004192828099466483
201411120ATL,-3.324796204232496,0.008454359599369847
