,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj
Bookmaker,1xBet (%),Coolbet (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%),1xBet (%),Coolbet (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%),1xBet (%),Coolbet (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%),1xBet (%),Coolbet (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%)
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610250CLE,84.7560975609756,,81.98198198198197,82.63888888888889,83.33333333333334,84.7560975609756,84.7560975609756,84.7560975609756,84.7560975609756,19.64636542239685,,20.0,20.0,20.833333333333336,21.052631578947366,21.231422505307854,19.047619047619047,20.0,0.8118208626407041,,0.8038869257950529,0.8051420838971584,0.7999999999999999,0.8010312405216864,0.7996799765478998,0.8165034965034965,0.8090803259604191,0.1881791373592959,,0.196113074204947,0.19485791610284167,0.19999999999999998,0.1989687594783136,0.20032002345210032,0.1834965034965035,0.1909196740395809
201610250GSW,78.72340425531915,,79.38144329896907,79.38144329896907,79.38144329896907,81.98198198198197,80.65764023210832,81.30841121495327,81.98198198198197,23.14814814814815,,22.727272727272727,23.04147465437788,25.0,23.52941176470588,25.062656641604008,23.52941176470588,22.727272727272727,0.7727712241345968,,0.7774208352455254,0.7750359478640011,0.7604938271604939,0.7769964841788046,0.7629342956580751,0.7755637126376508,0.7829487680876026,0.2272287758654032,,0.2225791647544745,0.22496405213599888,0.23950617283950618,0.22300351582119537,0.23706570434192484,0.22443628736234922,0.21705123191239734
201610250POR,70.93023255813954,,70.41420118343196,69.96996996996997,71.42857142857143,71.42857142857143,73.54497354497354,70.93023255813954,73.54497354497354,31.84713375796178,,31.64556962025317,32.362459546925564,32.89473684210527,32.25806451612903,32.6797385620915,33.33333333333333,31.25,0.6901347553505801,,0.6899310142374872,0.6837516738368614,0.6846846846846846,0.6888888888888889,0.6923527688250806,0.6802973977695168,0.7017986746607763,0.3098652446494199,,0.31006898576251285,0.3162483261631385,0.3153153153153153,0.31111111111111106,0.30764723117491943,0.31970260223048325,0.2982013253392237
201610260BOS,90.08919722497522,,90.08919722497522,90.08919722497522,89.28188638799571,90.9090909090909,90.08919722497522,90.9090909090909,90.08919722497522,11.76470588235294,,12.048192771084338,11.961722488038278,14.285714285714285,13.333333333333334,15.64945226917058,13.333333333333334,14.285714285714285,0.8844943048480339,,0.8820393513917953,0.8827867252771763,0.8620638675340037,0.872093023255814,0.8519987502768606,0.872093023255814,0.8631307650569723,0.11550569515196611,,0.11796064860820463,0.11721327472282372,0.13793613246599645,0.12790697674418605,0.14800124972313938,0.12790697674418605,0.13686923494302766
201610260IND,69.96996996996997,,70.41420118343196,68.05111821086261,70.41420118343196,69.96996996996997,71.42857142857143,70.41420118343196,70.41420118343196,31.446540880503143,,31.64556962025317,34.129692832764505,33.89830508474576,34.48275862068966,34.48275862068966,33.89830508474576,33.89830508474576,0.689926811553718,,0.6899310142374872,0.6659872584276857,0.6750312469954812,0.6698721126202042,0.6744186046511628,0.6750312469954812,0.6750312469954812,0.3100731884462819,,0.31006898576251285,0.3340127415723143,0.3249687530045188,0.33012788737979576,0.3255813953488372,0.3249687530045188,0.3249687530045188
201610260LAL,31.84713375796178,,31.05590062111801,32.25806451612903,34.48275862068966,32.25806451612903,33.89830508474576,32.25806451612903,33.33333333333333,71.42857142857143,,70.93023255813954,69.96996996996997,69.41896024464832,71.42857142857143,71.91011235955057,71.42857142857143,71.42857142857143,0.3083700440528634,,0.3045110119679909,0.31555008054581635,0.33187861565005583,0.31111111111111106,0.32037437005039593,0.31111111111111106,0.3181818181818181,0.6916299559471366,,0.6954889880320091,0.6844499194541835,0.6681213843499441,0.6888888888888889,0.6796256299496041,0.6888888888888889,0.6818181818181819
201610260MEM,47.61904761904761,,47.61904761904761,50.495049504950494,49.50495049504951,50.0,50.24875621890548,49.01960784313725,50.0,54.12844036697248,,54.337899543379,51.92307692307693,54.95495495495496,54.54545454545454,55.947136563876654,55.55555555555556,54.54545454545454,0.46801202232717903,,0.4670505438259756,0.49302844394868933,0.4739134147382803,0.47826086956521746,0.4731704296858877,0.46875,0.47826086956521746,0.531987977672821,,0.5329494561740243,0.5069715560513107,0.5260865852617197,0.5217391304347826,0.5268295703141124,0.53125,0.5217391304347826
201610260MIL,50.0,,49.50495049504951,50.0,49.50495049504951,50.0,50.98039215686274,50.0,47.61904761904761,52.15311004784689,,52.60663507109005,52.38095238095239,54.95495495495496,54.54545454545454,54.95495495495496,54.54545454545454,57.08154506437768,0.4894613583138173,,0.4848122788474795,0.4883720930232558,0.4739134147382803,0.47826086956521746,0.4812406203101551,0.47826086956521746,0.4548116338083154,0.5105386416861826,,0.5151877211525205,0.5116279069767442,0.5260865852617197,0.5217391304347826,0.518759379689845,0.5217391304347826,0.5451883661916845
201610260NOP,53.70370370370371,,54.54545454545454,54.337899543379,54.337899543379,55.55555555555556,56.14035087719298,55.55555555555556,54.54545454545454,47.61904761904761,,47.61904761904761,48.07692307692308,50.0,49.01960784313725,50.0,49.01960784313725,50.0,0.5300261096605745,,0.5338983050847458,0.5305667495498585,0.5207877461706784,0.53125,0.5289256198347106,0.53125,0.5217391304347826,0.46997389033942555,,0.4661016949152542,0.46943325045014145,0.47921225382932164,0.46875,0.47107438016528924,0.46875,0.47826086956521746
201610260ORL,58.8477366255144,,59.51417004048582,60.31746031746032,61.38996138996139,60.629921259842526,61.38996138996139,60.9375,60.629921259842526,42.91845493562232,,42.5531914893617,42.19409282700422,42.91845493562232,42.5531914893617,44.44444444444444,42.5531914893617,43.66812227074236,0.578264114267863,,0.5830871803527724,0.5883967071736574,0.5885427423070202,0.5875953888618283,0.5800567490879611,0.5888210729200128,0.5813140803745096,0.421735885732137,,0.41691281964722765,0.41160329282634256,0.4114572576929798,0.41240461113817173,0.41994325091203893,0.41117892707998716,0.41868591962549034
201610260PHI,20.40816326530612,,20.0,20.40816326530612,20.40816326530612,22.22222222222222,21.83406113537118,21.052631578947366,20.0,84.7560975609756,,81.98198198198197,81.98198198198197,84.02555910543131,83.33333333333334,84.02555910543131,83.33333333333334,84.7560975609756,0.19405987457105667,,0.196113074204947,0.19931765128389298,0.19541736904538926,0.21052631578947364,0.2062548598389499,0.2016806722689075,0.1909196740395809,0.8059401254289433,,0.8038869257950529,0.8006823487161071,0.8045826309546108,0.7894736842105263,0.7937451401610501,0.7983193277310925,0.8090803259604191
201610260PHO,59.18367346938776,,59.83935742971887,60.31746031746032,59.18367346938776,59.83935742971887,60.9375,60.9375,60.629921259842526,42.3728813559322,,42.01680672268908,42.19409282700422,44.843049327354265,43.66812227074236,45.24886877828055,42.5531914893617,44.44444444444444,0.582765667574932,,0.5874888174679433,0.5883967071736574,0.5689275974311604,0.5781162637027498,0.5738730940808309,0.5888210729200128,0.5770191507077436,0.4172343324250681,,0.41251118253205665,0.41160329282634256,0.4310724025688396,0.4218837362972501,0.42612690591916913,0.41117892707998716,0.4229808492922564
201610260TOR,76.905311778291,,73.54497354497354,73.54497354497354,75.72815533980582,73.54497354497354,75.72815533980582,74.09326424870466,74.09326424870466,29.069767441860467,,28.735632183908045,29.069767441860467,28.57142857142857,29.411764705882355,30.3951367781155,30.3951367781155,30.3951367781155,0.7256924207485493,,0.7190510167677487,0.716709634870196,0.726063829787234,0.7143288996372431,0.7135865635949057,0.7091051592385489,0.7091051592385489,0.2743075792514508,,0.28094898323225115,0.283290365129804,0.27393617021276595,0.285671100362757,0.28641343640509426,0.29089484076145117,0.29089484076145117
201610270ATL,62.825278810408925,,63.63636363636363,63.63636363636363,64.53900709219859,65.39792387543253,64.91228070175438,64.53900709219859,65.39792387543253,38.75968992248063,,38.31417624521073,38.75968992248063,40.0,37.735849056603776,41.1522633744856,38.46153846153847,39.37007874015748,0.618450540410201,,0.624188588998975,0.6214728148657948,0.6173677069199458,0.6341077419763247,0.6120073514396569,0.6265889830508474,0.6242165760798897,0.3815494595897989,,0.37581141100102494,0.37852718513420514,0.38263229308005425,0.3658922580236754,0.3879926485603431,0.3734110169491526,0.37578342392011027
201610270CHI,50.73891625615764,,51.21951219512195,51.92307692307693,53.271028037383175,55.55555555555556,54.54545454545454,53.70370370370371,56.14035087719298,50.98039215686274,,50.73891625615764,50.73891625615764,50.98039215686274,49.01960784313725,51.21951219512195,51.21951219512195,49.01960784313725,0.49881302820245,,0.5023568230025925,0.5057672787671864,0.5109861135524697,0.53125,0.5157232704402516,0.5118381403357727,0.533856722276742,0.5011869717975501,,0.4976431769974075,0.4942327212328135,0.4890138864475303,0.46875,0.4842767295597485,0.48816185966422726,0.46614327772325814
