,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj
201510280MEM,,66.21621621621621,68.05111821086261,68.05111821086261,67.53246753246754,70.41420118343196,68.94409937888199,67.53246753246754,,35.842293906810035,34.36426116838488,36.36363636363637,36.36363636363637,35.842293906810035,35.842293906810035,37.03703703703704,,0.6488064164016895,0.6644619062422948,0.6517385257301808,0.6499999999999999,0.6626813836051176,0.6579489685355542,0.6458141674333027,,0.3511935835983105,0.33553809375770505,0.34826147426981924,0.35,0.3373186163948823,0.3420510314644458,0.35418583256669733
201510280MIA,,71.91011235955057,70.93023255813954,74.61928934010153,72.97297297297297,74.61928934010153,73.54497354497354,73.54497354497354,,30.211480362537763,31.347962382445143,29.850746268656717,30.3951367781155,31.446540880503143,30.76923076923077,31.25,,0.7041616806275761,0.6935029758722692,0.7142649938356661,0.7059524755622666,0.7035186467206453,0.705033164260632,0.7017986746607763,,0.29583831937242383,0.30649702412773083,0.28573500616433384,0.29404752443773347,0.2964813532793546,0.29496683573936794,0.2982013253392237
201510280MIL,,65.39792387543253,66.66666666666666,68.05111821086261,66.66666666666666,68.45425867507886,68.94409937888199,67.53246753246754,,36.90036900369004,35.842293906810035,37.03703703703704,37.03703703703704,37.45318352059925,35.842293906810035,37.03703703703704,,0.6392865612401553,0.6503496503496504,0.6475622114626731,0.6428571428571428,0.6463592855788218,0.6579489685355542,0.6458141674333027,,0.36071343875984474,0.3496503496503497,0.35243778853732693,0.3571428571428572,0.3536407144211783,0.3420510314644458,0.35418583256669733
201510280OKC,,63.63636363636363,64.53900709219859,63.63636363636363,65.39792387543253,65.75342465753424,65.75342465753424,66.66666666666666,,38.31417624521073,38.02281368821293,40.81632653061224,37.735849056603776,40.16064257028113,37.45318352059925,37.735849056603776,,0.624188588998975,0.629269318749507,0.6092362344582594,0.6341077419763247,0.6208186162476625,0.6371047922052099,0.6385542168674698,,0.37581141100102494,0.37073068125049297,0.39076376554174064,0.3658922580236754,0.37918138375233745,0.36289520779479023,0.3614457831325302
201510280ORL,,36.90036900369004,38.02281368821293,40.0,37.735849056603776,40.0,37.735849056603776,39.37007874015748,,65.39792387543253,64.53900709219859,64.53900709219859,65.39792387543253,66.21621621621621,64.91228070175438,65.39792387543253,,0.36071343875984474,0.37073068125049297,0.38263229308005425,0.3658922580236754,0.3765903307888041,0.36762334730732027,0.37578342392011027,,0.6392865612401553,0.629269318749507,0.6173677069199458,0.6341077419763247,0.6234096692111959,0.6323766526926798,0.6242165760798897
201510280PHO,,68.94409937888199,69.96996996996997,72.45179063360881,71.42857142857143,71.91011235955057,71.42857142857143,72.45179063360881,,33.11258278145696,32.89473684210527,32.25806451612903,32.25806451612903,34.01360544217687,32.25806451612903,32.25806451612903,,0.6755471363508122,0.6802135750777858,0.6919290503267419,0.6888888888888889,0.6788858421128591,0.6888888888888889,0.6919290503267419,,0.3244528636491879,0.31978642492221415,0.3080709496732581,0.31111111111111106,0.321114157887141,0.31111111111111106,0.3080709496732581
201510280POR,,56.896551724137936,57.44680851063831,58.50622406639005,57.44680851063831,58.50622406639005,57.44680851063831,59.83935742971887,,45.24886877828055,45.04504504504504,46.2962962962963,46.728971962616825,47.61904761904761,46.728971962616825,44.44444444444444,,0.5570151989612769,0.5605012156349356,0.5582520712662219,0.551441114716549,0.551293986222305,0.551441114716549,0.5738125802310655,,0.442984801038723,0.43949878436506445,0.4417479287337781,0.44855888528345095,0.4487060137776949,0.44855888528345095,0.42618741976893454
201510280SAC,,32.89473684210527,33.33333333333333,35.08771929824561,33.33333333333333,34.96503496503497,33.33333333333333,32.25806451612903,,69.41896024464832,69.41896024464832,69.96996996996997,70.41420118343196,70.93023255813954,70.93023255813954,72.45179063360881,,0.3215086325559445,0.32440476190476186,0.33398525650669475,0.3212927756653992,0.33018505720648084,0.31970260223048325,0.3080709496732581,,0.6784913674440555,0.6755952380952381,0.6660147434933054,0.6787072243346008,0.669814942793519,0.6802973977695168,0.6919290503267419
201510280TOR,,66.66666666666666,68.05111821086261,68.94409937888199,69.96996996996997,69.41896024464832,69.96996996996997,68.05111821086261,,35.587188612099645,34.36426116838488,35.842293906810035,34.48275862068966,36.36363636363637,34.48275862068966,36.36363636363637,,0.6519721577726217,0.6644619062422948,0.6579489685355542,0.6698721126202042,0.6562417871222076,0.6698721126202042,0.6517385257301808,,0.3480278422273782,0.33553809375770505,0.3420510314644458,0.33012788737979576,0.3437582128777924,0.33012788737979576,0.34826147426981924
201510290IND,,41.49377593360996,43.66812227074236,44.05286343612335,43.66812227074236,44.843049327354265,43.66812227074236,44.44444444444444,,60.629921259842526,58.8477366255144,60.629921259842526,59.83935742971887,61.38996138996139,60.31746031746032,59.83935742971887,,0.4063089867869597,0.4259645555419216,0.4208224261903973,0.4218837362972501,0.4221197255406881,0.41994400746567123,0.42618741976893454,,0.5936910132130403,0.5740354444580784,0.5791775738096027,0.5781162637027498,0.5778802744593119,0.5800559925343288,0.5738125802310655
201510290LAC,,86.96219035202087,89.28188638799571,90.08919722497522,90.9090909090909,91.74236168455822,90.9090909090909,90.9090909090909,,15.151515151515152,12.97016861219196,14.285714285714285,13.333333333333334,14.409221902017292,13.333333333333334,13.333333333333334,,0.8516211406020273,0.8731549345177645,0.8631307650569723,0.872093023255814,0.8642580598878644,0.872093023255814,0.872093023255814,,0.1483788593979726,0.1268450654822356,0.13686923494302766,0.12790697674418605,0.1357419401121356,0.12790697674418605,0.12790697674418605
201510290NYK,,36.36363636363637,37.03703703703704,37.03703703703704,37.735849056603776,38.46153846153847,37.735849056603776,38.46153846153847,,65.75342465753424,65.39792387543253,67.53246753246754,65.39792387543253,67.53246753246754,64.91228070175438,66.21621621621621,,0.35609756097560985,0.3615663705742525,0.35418583256669733,0.3658922580236754,0.36286522148916117,0.36762334730732027,0.3674280039721947,,0.6439024390243903,0.6384336294257476,0.6458141674333027,0.6341077419763247,0.6371347785108388,0.6323766526926798,0.6325719960278053
201510300ATL,,62.825278810408925,64.15770609318996,65.75342465753424,63.63636363636363,65.75342465753424,63.63636363636363,66.66666666666666,,39.37007874015748,38.61003861003861,39.37007874015748,39.37007874015748,40.32258064516129,39.37007874015748,37.735849056603776,,0.6147566808925042,0.6242980837855671,0.625487379437718,0.6177901320361362,0.6198708602374505,0.6177901320361362,0.6385542168674698,,0.3852433191074958,0.3757019162144329,0.374512620562282,0.38220986796386386,0.3801291397625495,0.38220986796386386,0.3614457831325302
201510300BOS,,54.54545454545454,55.55555555555556,56.896551724137936,56.52173913043478,56.896551724137936,56.896551724137936,55.55555555555556,,47.61904761904761,47.16981132075472,48.07692307692308,47.61904761904761,49.50495049504951,47.61904761904761,49.01960784313725,,0.5338983050847458,0.5408163265306123,0.542008843967151,0.5427435387673956,0.5347344777795604,0.5443833464257659,0.53125,,0.4661016949152542,0.45918367346938777,0.457991156032849,0.4572564612326043,0.4652655222204396,0.45561665357423403,0.46875
201510300CLE,,68.45425867507886,66.66666666666666,70.41420118343196,70.41420118343196,68.94409937888199,66.66666666666666,71.42857142857143,,33.557046979865774,35.842293906810035,34.48275862068966,33.33333333333333,37.17472118959108,37.03703703703704,33.33333333333333,,0.6710458045368698,0.6503496503496504,0.6712701808986578,0.6787072243346008,0.64968776518201,0.6428571428571428,0.6818181818181819,,0.32895419546313015,0.3496503496503497,0.32872981910134214,0.3212927756653992,0.35031223481798995,0.3571428571428572,0.3181818181818181
201510300DEN,,61.68582375478927,60.31746031746032,62.121212121212125,62.121212121212125,64.15770609318996,62.546816479400746,63.63636363636363,,40.32258064516129,42.19409282700422,42.5531914893617,40.81632653061224,42.01680672268908,40.81632653061224,40.81632653061224,,0.6047131519961229,0.5883967071736574,0.593470896211888,0.6034845298888556,0.6042665456299111,0.6051172077201805,0.6092362344582594,,0.3952868480038771,0.41160329282634256,0.40652910378811213,0.39651547011114446,0.39573345437008883,0.39488279227981954,0.39076376554174064
201510300DET,,41.49377593360996,43.290043290043286,44.05286343612335,43.66812227074236,45.45454545454545,44.44444444444444,44.44444444444444,,60.629921259842526,59.51417004048582,60.9375,59.83935742971887,60.629921259842526,59.51417004048582,59.83935742971887,,0.4063089867869597,0.4210921117684164,0.41958958893332465,0.4218837362972501,0.42847503373819157,0.42752055387278237,0.42618741976893454,,0.5936910132130403,0.5789078882315836,0.5804104110666755,0.5781162637027498,0.5715249662618084,0.5724794461272177,0.5738125802310655
201510300HOU,,46.08294930875576,50.0,51.21951219512195,51.21951219512195,51.92307692307693,51.21951219512195,47.61904761904761,,55.947136563876654,52.38095238095239,53.48837209302325,53.48837209302325,54.12844036697248,53.70370370370371,54.54545454545454,,0.4516603991324937,0.4883720930232558,0.4891657638136511,0.4891657638136511,0.4896023956080519,0.48816185966422726,0.4661016949152542,,0.5483396008675063,0.5116279069767442,0.5108342361863488,0.5108342361863488,0.510397604391948,0.5118381403357727,0.5338983050847458
201510300MIL,,45.24886877828055,46.728971962616825,47.61904761904761,47.61904761904761,49.01960784313725,47.61904761904761,47.61904761904761,,56.896551724137936,55.947136563876654,57.44680851063831,56.52173913043478,57.08154506437768,56.896551724137936,56.52173913043478,,0.442984801038723,0.4551104695456915,0.4532304725168755,0.4572564612326043,0.46200824873096447,0.45561665357423403,0.4572564612326043,,0.5570151989612769,0.5448895304543085,0.5467695274831245,0.5427435387673956,0.5379917512690355,0.5443833464257659,0.5427435387673956
201510300ORL,,23.25581395348837,24.69135802469136,27.027027027027028,26.31578947368421,27.100271002710024,26.31578947368421,25.0,,78.72340425531915,77.52808988764045,77.52808988764045,78.11816192560175,78.72340425531915,78.72340425531915,79.38144329896907,,0.22804463852498785,0.24155244945040033,0.25849549811211153,0.251985002205558,0.2560889227919141,0.2505330490405117,0.23950617283950618,,0.7719553614750122,0.7584475505495996,0.7415045018878884,0.748014997794442,0.7439110772080859,0.7494669509594883,0.7604938271604939
201510300PHI,,26.31578947368421,26.246719160104988,26.666666666666668,26.666666666666668,27.77777777777778,27.3972602739726,27.027027027027028,,75.72815533980582,76.35933806146572,78.11816192560175,77.52808988764045,78.11816192560175,76.905311778291,77.52808988764045,,0.25788683024536807,0.25580087443986865,0.25448976750661284,0.2559309849029475,0.2623120192859603,0.26267099396402677,0.25849549811211153,,0.7421131697546319,0.7441991255601313,0.7455102324933871,0.7440690150970525,0.7376879807140397,0.7373290060359732,0.7415045018878884
201510300PHO,,64.15770609318996,64.53900709219859,65.75342465753424,65.39792387543253,67.10526315789474,64.91228070175438,65.75342465753424,,38.02281368821293,38.02281368821293,39.37007874015748,37.735849056603776,38.75968992248063,37.735849056603776,38.46153846153847,,0.6278858850047347,0.629269318749507,0.625487379437718,0.6341077419763247,0.6338760959630022,0.6323766526926798,0.6309403437815975,,0.3721141149952652,0.37073068125049297,0.374512620562282,0.3658922580236754,0.36612390403699785,0.36762334730732027,0.3690596562184025
201510300SAC,,74.09326424870466,74.61928934010153,75.72815533980582,76.35933806146572,76.905311778291,75.72815533980582,76.905311778291,,27.932960893854748,28.08988764044944,28.98550724637681,27.77777777777778,29.239766081871345,28.57142857142857,27.77777777777778,,0.7262178341419128,0.7265104398045312,0.7231926901370599,0.7332576617480135,0.7245301744430166,0.726063829787234,0.7346488540262287,,0.27378216585808723,0.27348956019546866,0.27680730986294005,0.26674233825198634,0.27546982555698346,0.27393617021276595,0.2653511459737713
201510300SAS,,94.34069043576685,94.34069043576685,94.34069043576685,95.23809523809524,95.23809523809524,95.23809523809524,95.23809523809524,,7.142857142857142,8.319467554076539,8.695652173913043,9.090909090909092,10.834236186348862,8.333333333333332,9.090909090909092,,0.9296156144194384,0.9189610875633016,0.9156059701492537,0.9128630705394191,0.8978599221789884,0.9195402298850576,0.9128630705394191,,0.07038438558056163,0.08103891243669838,0.08439402985074626,0.08713692946058092,0.10214007782101167,0.08045977011494251,0.08713692946058092
201510310IND,60.629921259842526,62.121212121212125,60.31746031746032,62.121212121212125,61.68582375478927,63.23529411764706,61.68582375478927,62.546816479400746,41.66666666666667,40.0,42.19409282700422,42.5531914893617,41.66666666666667,42.73504273504273,41.66666666666667,41.66666666666667,0.5926876202694035,0.6083086053412463,0.5883967071736574,0.593470896211888,0.5968489341983317,0.596726366979006,0.5968489341983317,0.6001796945193171,0.40731237973059653,0.3916913946587537,0.41160329282634256,0.40652910378811213,0.40315106580166826,0.4032736330209939,0.40315106580166826,0.39982030548068287
201510310LAC,84.7560975609756,84.7560975609756,84.7560975609756,87.71498771498771,86.96219035202087,87.71498771498771,86.96219035202087,87.71498771498771,17.543859649122805,17.24137931034483,17.699115044247787,16.0,18.181818181818183,18.050541516245488,17.391304347826086,16.666666666666664,0.8285056990484158,0.8309626881055453,0.8272502238373624,0.8457310717331564,0.8270769924473002,0.8293343620795209,0.8333423868759846,0.8403295409964692,0.17149430095158422,0.16903731189445478,0.1727497761626376,0.15426892826684355,0.1729230075526998,0.17066563792047904,0.16665761312401542,0.15967045900353077
201510310MEM,90.08919722497522,90.9090909090909,90.9090909090909,92.5925925925926,92.5925925925926,91.74236168455822,91.74236168455822,94.34069043576685,12.21001221001221,11.235955056179774,11.737089201877934,11.11111111111111,11.76470588235294,13.92757660167131,12.5,10.526315789473683,0.8806441195640731,0.89,0.8856548856548856,0.8928571428571428,0.8872651356993737,0.8681973622058385,0.8800871373403307,0.8996222342147868,0.11935588043592694,0.10999999999999999,0.11434511434511434,0.10714285714285714,0.11273486430062629,0.13180263779416151,0.11991286265966927,0.10037776578521315
201510310NOP,34.72222222222222,31.948881789137378,33.670033670033675,34.48275862068966,34.48275862068966,34.602076124567475,34.48275862068966,33.33333333333333,68.45425867507886,69.96996996996997,68.94409937888199,70.41420118343196,69.96996996996997,71.42857142857143,69.96996996996997,71.42857142857143,0.3365323368295894,0.3134737218650274,0.328122770905089,0.32872981910134214,0.33012788737979576,0.32634032634032634,0.33012788737979576,0.3181818181818181,0.6634676631704107,0.6865262781349726,0.671877229094911,0.6712701808986578,0.6698721126202042,0.6736596736596736,0.6698721126202042,0.6818181818181819
201510310POR,55.947136563876654,55.55555555555556,54.54545454545454,56.14035087719298,56.52173913043478,58.15899581589959,56.896551724137936,57.80590717299579,46.728971962616825,46.728971962616825,48.07692307692308,48.54368932038835,47.61904761904761,47.61904761904761,47.61904761904761,46.728971962616825,0.5448895304543085,0.5431472081218274,0.5315161839863713,0.5362837617962902,0.5427435387673956,0.5498210585797703,0.5443833464257659,0.5529820061111321,0.4551104695456915,0.45685279187817257,0.46848381601362865,0.4637162382037097,0.4572564612326043,0.4501789414202298,0.45561665357423403,0.4470179938888679
201510310WAS,74.61928934010153,76.35933806146572,76.35933806146572,77.52808988764045,77.52808988764045,79.38144329896907,78.11816192560175,78.11816192560175,27.3972602739726,25.773195876288657,25.97402597402597,27.027027027027028,26.666666666666668,26.595744680851062,26.666666666666668,26.31578947368421,0.7314429827550951,0.7476495012647354,0.746182232756293,0.7415045018878884,0.7440690150970525,0.7490427403497878,0.7455102324933871,0.748014997794442,0.2685570172449048,0.2523504987352646,0.253817767243707,0.25849549811211153,0.2559309849029475,0.2509572596502121,0.25448976750661284,0.251985002205558
201511010BOS,32.362459546925564,31.05590062111801,31.84713375796178,31.25,31.25,33.557046979865774,32.25806451612903,33.33333333333333,70.41420118343196,70.93023255813954,70.41420118343196,73.54497354497354,72.45179063360881,72.45179063360881,71.42857142857143,71.42857142857143,0.31488140709135287,0.3045110119679909,0.3114288873327682,0.2982013253392237,0.30134484476174667,0.3165495229956224,0.31111111111111106,0.3181818181818181,0.6851185929086472,0.6954889880320091,0.6885711126672318,0.7017986746607763,0.6986551552382534,0.6834504770043776,0.6888888888888889,0.6818181818181819
201511010CHI,76.905311778291,78.11816192560175,78.72340425531915,80.0,79.38144329896907,80.65764023210832,79.38144329896907,80.0,25.31645569620253,23.809523809523807,23.92344497607656,24.449877750611247,25.64102564102564,25.38071065989848,25.0,24.449877750611247,0.7523379186089741,0.76640768758945,0.7669344441138549,0.7659176029962547,0.755852001006796,0.7606459319067769,0.7604938271604939,0.7659176029962547,0.2476620813910258,0.23359231241054995,0.233065555886145,0.2340823970037453,0.2441479989932041,0.2393540680932231,0.23950617283950618,0.2340823970037453
201511010CHO,46.728971962616825,45.24886877828055,45.87155963302752,48.07692307692308,46.728971962616825,48.07692307692308,46.728971962616825,46.728971962616825,55.55555555555556,56.896551724137936,56.52173913043478,56.896551724137936,57.44680851063831,58.15899581589959,57.44680851063831,58.15899581589959,0.45685279187817257,0.442984801038723,0.4479937670432412,0.457991156032849,0.44855888528345095,0.45254866318261,0.44855888528345095,0.44551317898818177,0.5431472081218274,0.5570151989612769,0.5520062329567589,0.542008843967151,0.551441114716549,0.54745133681739,0.551441114716549,0.5544868210118182
201511010LAL,39.0625,38.31417624521073,38.61003861003861,39.37007874015748,37.735849056603776,40.48582995951417,38.46153846153847,37.735849056603776,63.63636363636363,63.63636363636363,64.15770609318996,65.75342465753424,65.39792387543253,65.39792387543253,64.53900709219859,66.66666666666666,0.380359612724758,0.37581141100102494,0.3757019162144329,0.374512620562282,0.3658922580236754,0.3823611129486789,0.3734110169491526,0.3614457831325302,0.6196403872752421,0.624188588998975,0.6242980837855671,0.625487379437718,0.6341077419763247,0.617638887051321,0.6265889830508474,0.6385542168674698
201511010MIA,62.121212121212125,63.63636363636363,62.121212121212125,63.63636363636363,64.15770609318996,64.91228070175438,63.23529411764706,64.53900709219859,40.16064257028113,38.31417624521073,40.16064257028113,40.81632653061224,38.46153846153847,41.32231404958678,40.0,40.0,0.6073532036409066,0.624188588998975,0.6073532036409066,0.6092362344582594,0.6252015045674368,0.6110277057458714,0.6125356125356125,0.6173677069199458,0.39264679635909333,0.37581141100102494,0.39264679635909333,0.39076376554174064,0.3747984954325632,0.3889722942541286,0.3874643874643875,0.38263229308005425
201511010OKC,91.74236168455822,91.74236168455822,92.5925925925926,91.74236168455822,93.4597776324395,92.5925925925926,93.4597776324395,91.74236168455822,10.526315789473683,10.319917440660474,9.70873786407767,11.76470588235294,11.11111111111111,13.054830287206268,11.11111111111111,12.903225806451612,0.897071947643534,0.8988860769217282,0.9050966608084359,0.8863391055422591,0.8937456567060458,0.8764302059496567,0.8937456567060458,0.8766959399261804,0.10292805235646592,0.10111392307827184,0.09490333919156414,0.11366089445774084,0.10625434329395414,0.12356979405034325,0.10625434329395414,0.12330406007381951
201511010TOR,70.41420118343196,69.41896024464832,71.42857142857143,70.93023255813954,72.45179063360881,71.91011235955057,71.42857142857143,72.45179063360881,32.362459546925564,32.6797385620915,31.05590062111801,33.89830508474576,31.25,34.129692832764505,32.25806451612903,32.25806451612903,0.6851185929086472,0.6799201268573443,0.696969696969697,0.6766309456664787,0.6986551552382534,0.6781426298278606,0.6888888888888889,0.6919290503267419,0.31488140709135287,0.3200798731426558,0.303030303030303,0.3233690543335213,0.30134484476174667,0.32185737017213945,0.31111111111111106,0.3080709496732581
201511020BRK,49.01960784313725,49.50495049504951,49.50495049504951,50.495049504950494,50.0,51.45631067961165,50.0,50.0,53.48837209302325,52.60663507109005,53.271028037383175,54.337899543379,54.54545454545454,54.337899543379,54.54545454545454,54.54545454545454,0.478202846975089,0.4848122788474795,0.4816782209417485,0.4816715542521994,0.47826086956521746,0.48638115990613473,0.47826086956521746,0.47826086956521746,0.521797153024911,0.5151877211525205,0.5183217790582515,0.5183284457478006,0.5217391304347826,0.5136188400938653,0.5217391304347826,0.5217391304347826
201511020GSW,82.63888888888889,79.38144329896907,81.30841121495327,84.02555910543131,83.33333333333334,85.46511627906976,83.33333333333334,84.02555910543131,20.2020202020202,22.727272727272727,21.008403361344534,20.833333333333336,22.22222222222222,20.833333333333336,21.052631578947366,20.0,0.8035604665438919,0.7774208352455254,0.7946730119742094,0.8013202996064491,0.7894736842105263,0.8040109389243392,0.7983193277310925,0.8077395577395577,0.196439533456108,0.2225791647544745,0.20532698802579058,0.19867970039355085,0.21052631578947364,0.19598906107566094,0.2016806722689075,0.19226044226044225
201511020HOU,39.0625,36.36363636363637,38.16793893129771,39.37007874015748,37.735849056603776,40.0,37.735849056603776,37.735849056603776,63.63636363636363,65.75342465753424,64.15770609318996,65.39792387543253,65.39792387543253,65.75342465753424,64.91228070175438,66.66666666666666,0.380359612724758,0.35609756097560985,0.3730046257921335,0.37578342392011027,0.3658922580236754,0.37823834196891193,0.36762334730732027,0.3614457831325302,0.6196403872752421,0.6439024390243903,0.6269953742078664,0.6242165760798897,0.6341077419763247,0.6217616580310881,0.6323766526926798,0.6385542168674698
201511020LAC,82.63888888888889,79.38144329896907,81.30841121495327,83.33333333333334,83.33333333333334,84.02555910543131,81.98198198198197,83.33333333333334,19.64636542239685,22.727272727272727,21.141649048625798,21.27659574468085,22.22222222222222,22.271714922049,22.22222222222222,21.052631578947366,0.8079257312827627,0.7774208352455254,0.7936394669340996,0.7966101694915255,0.7894736842105263,0.790477083012578,0.7867435158501441,0.7983193277310925,0.1920742687172373,0.2225791647544745,0.2063605330659004,0.20338983050847456,0.21052631578947364,0.20952291698742195,0.21325648414985593,0.2016806722689075
201511020MIN,63.23529411764706,63.23529411764706,64.15770609318996,65.39792387543253,63.63636363636363,64.91228070175438,63.63636363636363,66.66666666666666,39.0625,38.75968992248063,38.61003861003861,39.37007874015748,39.37007874015748,41.1522633744856,39.37007874015748,37.735849056603776,0.6181491464510332,0.6199843522968592,0.6242980837855671,0.6242165760798897,0.6177901320361362,0.6120073514396569,0.6177901320361362,0.6385542168674698,0.38185085354896675,0.3800156477031408,0.3757019162144329,0.37578342392011027,0.38220986796386386,0.3879926485603431,0.38220986796386386,0.3614457831325302
201511020NYK,27.3972602739726,26.31578947368421,25.97402597402597,28.57142857142857,26.666666666666668,27.932960893854748,26.666666666666668,27.027027027027028,74.61928934010153,75.72815533980582,76.35933806146572,75.72815533980582,77.52808988764045,78.11816192560175,78.11816192560175,77.52808988764045,0.2685570172449048,0.25788683024536807,0.253817767243707,0.27393617021276595,0.2559309849029475,0.26339146773022254,0.25448976750661284,0.25849549811211153,0.7314429827550951,0.7421131697546319,0.746182232756293,0.726063829787234,0.7440690150970525,0.7366085322697774,0.7455102324933871,0.7415045018878884
