,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway
Bookmaker,impliedProb10x10bet,impliedProb1xBet,impliedProbCoolbet,impliedProbCurebet,impliedProbGGBET,impliedProbLasbet,impliedProbMarathonbet,impliedProbPinnacle,impliedProbUnibet,impliedProbWilliam Hill,impliedProbbet-at-home,impliedProbbet365,impliedProbbwin,impliedProb10x10bet,impliedProb1xBet,impliedProbCoolbet,impliedProbCurebet,impliedProbGGBET,impliedProbLasbet,impliedProbMarathonbet,impliedProbPinnacle,impliedProbUnibet,impliedProbWilliam Hill,impliedProbbet-at-home,impliedProbbet365,impliedProbbwin
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,
202012310HOU,NaN,NaN,67.10526315789474,NaN,68.45425867507886,NaN,67.53246753246754,67.53246753246754,68.45425867507886,68.05111821086261,68.45425867507886,69.41896024464832,66.66666666666666,NaN,NaN,34.72222222222222,NaN,36.496350364963504,NaN,35.08771929824561,34.96503496503497,35.842293906810035,35.08771929824561,37.03703703703704,35.08771929824561,37.735849056603776
202012310IND,NaN,NaN,74.61928934010153,NaN,77.52808988764045,NaN,75.18610421836229,75.72815533980582,76.905311778291,76.905311778291,76.905311778291,76.905311778291,78.11816192560175,NaN,NaN,28.818443804034583,NaN,27.472527472527474,NaN,27.472527472527474,27.100271002710024,27.027027027027028,27.027027027027028,28.985507246376812,27.397260273972602,26.666666666666668
202012310OKC,NaN,NaN,34.72222222222222,NaN,35.08771929824561,NaN,34.129692832764505,34.72222222222222,35.842293906810035,34.48275862068966,35.842293906810035,35.842293906810035,35.842293906810035,NaN,NaN,68.94409937888199,NaN,69.96996996996997,NaN,68.45425867507886,68.05111821086261,68.45425867507886,68.94409937888199,70.41420118343196,68.94409937888199,68.94409937888199
202012310ORL,NaN,NaN,42.19409282700422,NaN,42.5531914893617,NaN,40.48582995951417,39.37007874015748,43.290043290043286,39.37007874015748,42.91845493562232,40.0,44.44444444444444,NaN,NaN,61.38996138996139,NaN,62.546816479400746,NaN,62.121212121212125,63.23529411764706,60.9375,63.63636363636363,62.825278810408925,63.23529411764706,59.83935742971887
202012310TOR,NaN,NaN,78.11816192560175,NaN,81.30841121495327,NaN,76.905311778291,78.72340425531915,78.72340425531915,77.52808988764045,79.38144329896907,79.38144329896907,76.905311778291,NaN,NaN,25.510204081632654,NaN,23.696682464454977,NaN,25.64102564102564,24.330900243309003,25.31645569620253,25.64102564102564,26.31578947368421,25.0,27.77777777777778
202012310UTA,NaN,NaN,61.68582375478927,NaN,62.825278810408925,NaN,61.38996138996139,62.825278810408925,61.68582375478927,62.121212121212125,64.15770609318996,63.23529411764706,63.63636363636363,NaN,NaN,41.66666666666667,NaN,42.19409282700422,NaN,39.0625,39.682539682539684,42.5531914893617,40.816326530612244,41.66666666666667,40.0,40.816326530612244
202012310WAS,NaN,NaN,71.91011235955057,NaN,75.72815533980582,NaN,74.09326424870466,72.97297297297297,75.18610421836229,74.61928934010153,75.18610421836229,75.18610421836229,76.905311778291,NaN,NaN,29.94011976047904,NaN,29.239766081871345,NaN,28.57142857142857,29.761904761904763,28.57142857142857,28.985507246376812,30.76923076923077,29.411764705882355,27.77777777777778
202101010BRK,NaN,NaN,71.42857142857143,NaN,71.91011235955057,NaN,70.93023255813954,70.93023255813954,71.42857142857143,71.42857142857143,72.45179063360881,70.93023255813954,73.54497354497354,NaN,NaN,31.948881789137378,NaN,33.11258278145696,NaN,31.645569620253166,31.746031746031743,32.89473684210527,32.25806451612903,33.33333333333333,33.33333333333333,31.25
202101010CHO,NaN,NaN,65.39792387543253,NaN,66.21621621621621,NaN,65.39792387543253,64.53900709219859,65.39792387543253,64.91228070175438,65.75342465753424,64.91228070175438,62.546816479400746,NaN,NaN,38.16793893129771,NaN,38.759689922480625,NaN,37.3134328358209,37.878787878787875,38.46153846153847,37.735849056603776,40.0,37.735849056603776,41.66666666666667
202101010DAL,NaN,NaN,50.0,NaN,49.01960784313725,NaN,45.662100456621005,47.61904761904761,49.504950495049506,49.01960784313725,50.0,49.01960784313725,49.01960784313725,NaN,NaN,53.70370370370371,NaN,56.14035087719298,NaN,54.54545454545454,54.95495495495496,54.54545454545454,55.55555555555556,56.14035087719298,55.55555555555556,55.55555555555556
