,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway
Bookmaker,impliedProb10x10bet,impliedProb1xBet,impliedProbCoolbet,impliedProbCurebet,impliedProbGGBET,impliedProbLasbet,impliedProbMarathonbet,impliedProbPinnacle,impliedProbUnibet,impliedProbWilliam Hill,impliedProbbet-at-home,impliedProbbet365,impliedProbbwin,impliedProb10x10bet,impliedProb1xBet,impliedProbCoolbet,impliedProbCurebet,impliedProbGGBET,impliedProbLasbet,impliedProbMarathonbet,impliedProbPinnacle,impliedProbUnibet,impliedProbWilliam Hill,impliedProbbet-at-home,impliedProbbet365,impliedProbbwin
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,
202102020ORL,NaN,30.58103975535168,32.154340836012864,NaN,32.05128205128205,NaN,31.746031746031743,31.948881789137378,32.89473684210527,32.25806451612903,33.33333333333333,32.25806451612903,33.33333333333333,NaN,70.93023255813954,71.42857142857143,NaN,72.97297297297297,NaN,70.93023255813954,70.93023255813954,71.42857142857143,71.42857142857143,72.45179063360881,71.42857142857143,71.42857142857143
202102020UTA,NaN,85.46511627906976,90.08919722497522,NaN,89.28188638799571,NaN,86.96219035202087,89.28188638799571,90.9090909090909,90.08919722497522,90.08919722497522,90.08919722497522,89.28188638799571,NaN,16.129032258064516,13.60544217687075,NaN,15.723270440251572,NaN,15.503875968992247,13.986013986013987,13.333333333333334,13.793103448275861,15.625,14.285714285714285,15.384615384615385
202102020WAS,NaN,58.8477366255144,60.9375,NaN,60.317460317460316,NaN,59.51417004048582,59.51417004048582,58.15899581589959,59.83935742971887,60.9375,60.317460317460316,60.629921259842526,NaN,42.73504273504273,42.91845493562232,NaN,44.843049327354265,NaN,43.290043290043286,43.290043290043286,46.08294930875576,43.66812227074236,45.04504504504504,43.66812227074236,44.44444444444444
202102030ATL,NaN,45.87155963302752,48.54368932038835,NaN,50.0,NaN,45.45454545454545,47.16981132075472,48.54368932038835,47.61904761904761,49.01960784313725,47.61904761904761,49.01960784313725,NaN,55.55555555555556,55.15695067264574,NaN,55.15695067264574,NaN,54.95495495495496,55.55555555555556,56.14035087719298,56.52173913043478,56.896551724137936,56.896551724137936,55.55555555555556
202102030CHI,NaN,54.12844036697248,54.337899543378995,NaN,54.95495495495496,NaN,54.54545454545454,52.83018867924528,54.54545454545454,54.54545454545454,54.95495495495496,53.70370370370371,55.55555555555556,NaN,47.61904761904761,49.504950495049506,NaN,50.0,NaN,48.07692307692308,49.504950495049506,49.504950495049506,50.0,51.21951219512195,51.21951219512195,49.01960784313725
202102030CHO,NaN,28.901734104046245,28.818443804034583,NaN,29.239766081871345,NaN,29.069767441860467,28.653295128939828,29.850746268656714,28.57142857142857,29.850746268656714,29.411764705882355,30.3951367781155,NaN,72.45179063360881,74.61928934010153,NaN,75.72815533980582,NaN,73.54497354497354,74.09326424870466,74.61928934010153,75.18610421836229,75.72815533980582,75.18610421836229,74.61928934010153
202102030CLE,NaN,23.04147465437788,23.04147465437788,NaN,25.0,NaN,23.25581395348837,22.93577981651376,23.809523809523807,21.78649237472767,23.809523809523807,23.52941176470588,25.0,NaN,78.72340425531915,80.65764023210832,NaN,80.0,NaN,79.38144329896907,80.0,80.65764023210832,81.30841121495327,81.98198198198197,81.30841121495327,79.38144329896907
202102030MIA,NaN,78.11816192560175,80.65764023210832,NaN,79.38144329896907,NaN,78.72340425531915,80.0,80.65764023210832,81.30841121495327,83.33333333333334,80.0,81.98198198198197,NaN,23.58490566037736,23.14814814814815,NaN,25.64102564102564,NaN,23.809523809523807,23.25581395348837,23.25581395348837,21.78649237472767,22.727272727272727,23.809523809523807,22.22222222222222
202102030MIL,NaN,78.72340425531915,80.0,NaN,79.38144329896907,NaN,80.65764023210832,80.0,78.72340425531915,81.30841121495327,83.33333333333334,81.30841121495327,81.30841121495327,NaN,23.04147465437788,23.923444976076556,NaN,25.64102564102564,NaN,21.978021978021978,23.310023310023308,25.31645569620253,22.22222222222222,22.727272727272727,23.52941176470588,24.449877750611247
202102030NOP,NaN,42.3728813559322,45.45454545454545,NaN,45.04504504504504,NaN,42.73504273504273,45.04504504504504,46.728971962616825,45.45454545454545,47.16981132075472,45.45454545454545,40.816326530612244,NaN,59.183673469387756,58.15899581589959,NaN,59.83935742971887,NaN,57.446808510638306,57.446808510638306,57.446808510638306,58.50622406639005,59.183673469387756,58.50622406639005,63.63636363636363
202102030OKC,NaN,30.864197530864196,30.58103975535168,NaN,30.959752321981426,NaN,31.05590062111801,31.746031746031743,30.76923076923077,30.3951367781155,32.89473684210527,31.746031746031743,29.411764705882355,NaN,70.93023255813954,72.97297297297297,NaN,74.09326424870466,NaN,71.42857142857143,70.93023255813954,72.97297297297297,72.97297297297297,73.54497354497354,72.45179063360881,75.18610421836229
202102030SAC,NaN,52.60663507109005,51.45631067961165,NaN,50.98039215686274,NaN,53.271028037383175,52.60663507109005,53.271028037383175,53.48837209302325,54.54545454545454,54.54545454545454,54.54545454545454,NaN,49.01960784313725,52.15311004784689,NaN,54.12844036697248,NaN,49.504950495049506,50.0,51.21951219512195,51.21951219512195,51.21951219512195,50.0,50.0
202102030SAS,NaN,72.45179063360881,76.35933806146572,NaN,76.35933806146572,NaN,72.97297297297297,75.18610421836229,75.18610421836229,76.905311778291,78.11816192560175,76.35933806146572,76.905311778291,NaN,29.069767441860467,27.027027027027028,NaN,28.653295128939828,NaN,29.585798816568047,27.548209366391184,28.985507246376812,27.027027027027028,28.24858757062147,27.77777777777778,27.77777777777778
202102040ATL,NaN,20.408163265306122,20.366598778004075,NaN,21.645021645021643,NaN,20.833333333333336,20.161290322580644,20.408163265306122,20.0,20.0,20.0,21.052631578947366,NaN,81.30841121495327,83.33333333333334,NaN,83.33333333333334,NaN,81.98198198198197,83.33333333333334,84.02555910543131,84.7560975609756,86.20689655172413,84.02555910543131,83.33333333333334
202102040DAL,NaN,64.15770609318996,64.53900709219859,NaN,63.63636363636363,NaN,64.15770609318996,64.15770609318996,62.121212121212125,62.825278810408925,64.91228070175438,63.63636363636363,63.63636363636363,NaN,37.174721189591075,39.37007874015748,NaN,41.32231404958678,NaN,38.46153846153847,38.31417624521073,42.016806722689076,40.0,40.98360655737705,39.37007874015748,40.816326530612244
202102040LAL,NaN,63.63636363636363,65.39792387543253,NaN,66.66666666666666,NaN,64.15770609318996,65.39792387543253,65.75342465753424,66.66666666666666,66.66666666666666,64.91228070175438,66.66666666666666,NaN,37.735849056603776,38.46153846153847,NaN,38.31417624521073,NaN,36.101083032490976,37.453183520599254,38.46153846153847,36.36363636363637,39.37007874015748,37.735849056603776,37.735849056603776
202102040MEM,NaN,61.68582375478927,60.629921259842526,NaN,61.68582375478927,NaN,62.546816479400746,62.121212121212125,62.121212121212125,62.121212121212125,63.63636363636363,62.546816479400746,61.68582375478927,NaN,39.682539682539684,43.66812227074236,NaN,43.290043290043286,NaN,40.16064257028113,40.32258064516129,42.016806722689076,40.816326530612244,42.3728813559322,40.816326530612244,42.5531914893617
202102040PHI,NaN,81.30841121495327,84.02555910543131,NaN,82.63888888888889,NaN,81.98198198198197,83.33333333333334,84.02555910543131,84.7560975609756,86.96219035202087,84.02555910543131,81.98198198198197,NaN,20.408163265306122,19.880715705765407,NaN,22.371364653243848,NaN,20.66115702479339,19.801980198019802,19.646365422396855,20.0,19.230769230769234,20.0,22.22222222222222
202102050BRK,NaN,69.96996996996997,67.53246753246754,NaN,70.93023255813954,NaN,68.05111821086261,67.53246753246754,67.53246753246754,68.94409937888199,69.41896024464832,68.94409937888199,68.94409937888199,NaN,31.645569620253166,35.842293906810035,NaN,34.129692832764505,NaN,32.25806451612903,35.08771929824561,36.36363636363637,34.48275862068966,36.36363636363637,35.842293906810035,35.842293906810035
202102050CHO,NaN,24.213075060532688,28.40909090909091,NaN,26.246719160104988,NaN,25.64102564102564,26.595744680851062,25.31645569620253,25.64102564102564,25.31645569620253,26.666666666666668,26.666666666666668,NaN,77.52808988764045,75.18610421836229,NaN,78.72340425531915,NaN,76.905311778291,76.35933806146572,78.72340425531915,77.52808988764045,80.65764023210832,78.11816192560175,78.11816192560175
202102050CLE,NaN,17.88908765652952,17.88908765652952,NaN,20.242914979757085,NaN,17.699115044247787,18.726591760299627,17.391304347826086,17.391304347826086,17.24137931034483,18.181818181818183,20.0,NaN,83.33333333333334,85.46511627906976,NaN,84.7560975609756,NaN,84.7560975609756,84.7560975609756,86.96219035202087,86.96219035202087,88.49252013808976,86.20689655172413,84.7560975609756
202102050IND,NaN,54.95495495495496,56.896551724137936,NaN,53.70370370370371,NaN,55.55555555555556,54.337899543378995,54.54545454545454,55.55555555555556,56.14035087719298,55.55555555555556,53.48837209302325,NaN,46.728971962616825,46.728971962616825,NaN,51.21951219512195,NaN,47.16981132075472,48.07692307692308,49.504950495049506,49.01960784313725,50.98039215686274,49.01960784313725,51.21951219512195
202102050LAC,NaN,66.66666666666666,69.41896024464832,NaN,68.45425867507886,NaN,65.75342465753424,68.05111821086261,68.45425867507886,68.94409937888199,69.96996996996997,69.96996996996997,68.94409937888199,NaN,34.84320557491289,34.36426116838488,NaN,36.496350364963504,NaN,34.36426116838488,34.602076124567475,35.842293906810035,34.48275862068966,36.36363636363637,34.48275862068966,35.842293906810035
202102050MIA,NaN,71.42857142857143,72.45179063360881,NaN,74.61928934010153,NaN,72.45179063360881,72.45179063360881,72.97297297297297,73.54497354497354,74.61928934010153,72.97297297297297,74.09326424870466,NaN,29.94011976047904,31.15264797507788,NaN,30.3951367781155,NaN,30.211480362537763,30.3951367781155,30.76923076923077,29.850746268656714,31.25,31.25,30.76923076923077
202102050OKC,NaN,44.44444444444444,47.61904761904761,NaN,49.01960784313725,NaN,44.642857142857146,45.45454545454545,44.843049327354265,45.45454545454545,49.01960784313725,46.728971962616825,45.45454545454545,NaN,57.08154506437768,56.14035087719298,NaN,56.14035087719298,NaN,57.80590717299579,56.896551724137936,59.51417004048582,58.50622406639005,57.08154506437768,57.446808510638306,58.8477366255144
202102050ORL,NaN,45.248868778280546,46.2962962962963,NaN,47.16981132075472,NaN,46.08294930875576,45.662100456621005,46.728971962616825,46.728971962616825,48.07692307692308,46.728971962616825,47.61904761904761,NaN,56.14035087719298,57.446808510638306,NaN,57.80590717299579,NaN,56.52173913043478,56.896551724137936,57.446808510638306,57.446808510638306,58.8477366255144,57.446808510638306,57.08154506437768
202102050PHO,NaN,77.52808988764045,76.905311778291,NaN,77.52808988764045,NaN,78.11816192560175,77.52808988764045,77.52808988764045,77.52808988764045,80.65764023210832,78.72340425531915,75.18610421836229,NaN,24.213075060532688,26.595744680851062,NaN,27.472527472527474,NaN,24.449877750611247,25.380710659898476,26.666666666666668,25.64102564102564,25.64102564102564,26.31578947368421,29.411764705882355
202102060ATL,NaN,50.0,52.15311004784689,NaN,51.21951219512195,NaN,50.0,50.495049504950494,50.98039215686274,51.21951219512195,52.60663507109005,51.21951219512195,49.01960784313725,NaN,51.92307692307693,51.45631067961165,NaN,53.70370370370371,NaN,52.60663507109005,51.92307692307693,53.271028037383175,53.48837209302325,53.48837209302325,53.70370370370371,55.55555555555556
202102060CLE,NaN,20.408163265306122,18.148820326678766,NaN,21.645021645021643,NaN,20.0,18.41620626151013,20.408163265306122,18.181818181818183,18.51851851851852,19.047619047619047,20.0,NaN,81.30841121495327,85.46511627906976,NaN,83.33333333333334,NaN,82.63888888888889,84.7560975609756,84.02555910543131,85.46511627906976,86.96219035202087,84.7560975609756,84.7560975609756
202102060DAL,NaN,64.15770609318996,64.91228070175438,NaN,63.23529411764706,NaN,63.23529411764706,63.63636363636363,65.39792387543253,64.91228070175438,65.75342465753424,63.63636363636363,64.53900709219859,NaN,37.3134328358209,38.759689922480625,NaN,41.66666666666667,NaN,36.90036900369004,39.0625,38.46153846153847,37.735849056603776,40.32258064516129,39.37007874015748,40.0
202102060HOU,NaN,52.83018867924528,52.83018867924528,NaN,53.271028037383175,NaN,53.48837209302325,52.15311004784689,54.54545454545454,54.54545454545454,54.54545454545454,53.70370370370371,55.55555555555556,NaN,48.54368932038835,50.73891625615764,NaN,51.92307692307693,NaN,49.01960784313725,50.24875621890548,49.504950495049506,50.0,51.45631067961165,51.21951219512195,49.01960784313725
202102060LAL,NaN,89.28188638799571,93.4597776324395,NaN,90.9090909090909,NaN,90.9090909090909,92.5925925925926,93.4597776324395,93.4597776324395,93.4597776324395,93.4597776324395,92.5925925925926,NaN,12.21001221001221,10.06036217303823,NaN,14.084507042253522,NaN,11.507479861910241,10.40582726326743,11.11111111111111,10.526315789473683,12.21001221001221,10.526315789473683,12.121212121212121
202102060NOP,NaN,50.0,50.73891625615764,NaN,50.24875621890548,NaN,50.495049504950494,50.73891625615764,51.21951219512195,51.21951219512195,52.38095238095239,52.60663507109005,51.21951219512195,NaN,51.45631067961165,52.83018867924528,NaN,54.54545454545454,NaN,52.15311004784689,51.92307692307693,53.271028037383175,53.48837209302325,53.48837209302325,52.60663507109005,53.48837209302325
202102060NYK,NaN,48.54368932038835,50.0,NaN,50.98039215686274,NaN,48.54368932038835,49.504950495049506,50.495049504950494,50.0,51.45631067961165,50.0,51.21951219512195,NaN,52.83018867924528,53.70370370370371,NaN,54.12844036697248,NaN,54.337899543378995,53.271028037383175,53.70370370370371,54.54545454545454,54.337899543378995,54.54545454545454,53.48837209302325
202102060OKC,NaN,55.947136563876654,57.446808510638306,NaN,55.15695067264574,NaN,55.55555555555556,55.15695067264574,54.54545454545454,55.55555555555556,56.52173913043478,55.55555555555556,55.55555555555556,NaN,45.662100456621005,46.2962962962963,NaN,50.0,NaN,47.16981132075472,47.16981132075472,49.504950495049506,49.01960784313725,49.504950495049506,49.01960784313725,49.01960784313725
202102060ORL,NaN,48.07692307692308,50.0,NaN,50.24875621890548,NaN,48.54368932038835,48.07692307692308,49.504950495049506,50.0,50.24875621890548,50.0,50.0,NaN,53.48837209302325,53.70370370370371,NaN,54.54545454545454,NaN,54.337899543378995,54.54545454545454,54.54545454545454,54.54545454545454,55.947136563876654,54.54545454545454,54.54545454545454
202102060PHI,NaN,68.94409937888199,72.45179063360881,NaN,65.75342465753424,NaN,69.96996996996997,73.54497354497354,71.42857142857143,72.97297297297297,73.54497354497354,74.61928934010153,76.905311778291,NaN,32.362459546925564,31.25,NaN,39.37007874015748,NaN,32.6797385620915,29.154518950437318,32.89473684210527,30.3951367781155,32.25806451612903,29.850746268656714,27.77777777777778
202102060SAC,NaN,46.728971962616825,45.45454545454545,NaN,50.0,NaN,44.843049327354265,45.04504504504504,49.504950495049506,49.01960784313725,49.01960784313725,47.61904761904761,49.01960784313725,NaN,54.95495495495496,58.15899581589959,NaN,54.95495495495496,NaN,55.55555555555556,57.446808510638306,54.54545454545454,55.55555555555556,57.08154506437768,56.896551724137936,55.55555555555556
202102070CHO,NaN,48.54368932038835,50.73891625615764,NaN,50.0,NaN,49.01960784313725,49.504950495049506,49.504950495049506,51.21951219512195,51.92307692307693,50.0,51.21951219512195,NaN,52.83018867924528,53.271028037383175,NaN,55.15695067264574,NaN,53.48837209302325,53.271028037383175,54.54545454545454,53.48837209302325,54.337899543378995,54.54545454545454,53.48837209302325
202102070IND,NaN,36.101083032490976,37.453183520599254,NaN,36.496350364963504,NaN,36.101083032490976,36.36363636363637,38.46153846153847,36.36363636363637,37.735849056603776,37.03703703703704,37.735849056603776,NaN,65.39792387543253,66.21621621621621,NaN,68.45425867507886,NaN,66.66666666666666,66.21621621621621,65.75342465753424,66.66666666666666,68.45425867507886,66.66666666666666,66.66666666666666
202102070LAC,NaN,76.905311778291,78.11816192560175,NaN,78.72340425531915,NaN,77.52808988764045,77.52808988764045,76.905311778291,77.52808988764045,80.65764023210832,78.11816192560175,79.38144329896907,NaN,24.93765586034913,25.575447570332482,NaN,26.246719160104988,NaN,25.125628140703515,25.44529262086514,27.027027027027028,25.64102564102564,25.0,26.666666666666668,25.0
202102070NYK,NaN,33.11258278145696,36.101083032490976,NaN,35.587188612099645,NaN,34.129692832764505,34.96503496503497,36.36363636363637,35.08771929824561,36.36363636363637,35.842293906810035,35.842293906810035,NaN,68.45425867507886,67.53246753246754,NaN,69.41896024464832,NaN,68.45425867507886,67.53246753246754,67.53246753246754,68.05111821086261,69.96996996996997,68.94409937888199,68.94409937888199
202102070PHO,NaN,57.80590717299579,57.80590717299579,NaN,59.51417004048582,NaN,56.896551724137936,57.08154506437768,57.446808510638306,59.183673469387756,58.8477366255144,58.50622406639005,58.15899581589959,NaN,43.66812227074236,45.87155963302752,NaN,45.45454545454545,NaN,43.66812227074236,45.45454545454545,46.728971962616825,44.44444444444444,47.16981132075472,45.45454545454545,46.728971962616825
202102080CHI,NaN,63.23529411764706,64.53900709219859,NaN,65.75342465753424,NaN,64.15770609318996,63.63636363636363,64.15770609318996,64.91228070175438,65.75342465753424,64.91228070175438,65.39792387543253,NaN,38.02281368821293,39.0625,NaN,39.37007874015748,NaN,38.46153846153847,39.0625,40.32258064516129,37.735849056603776,40.32258064516129,37.735849056603776,39.37007874015748
202102080CHO,NaN,48.07692307692308,50.24875621890548,NaN,50.0,NaN,47.61904761904761,47.61904761904761,49.01960784313725,49.01960784313725,50.0,47.61904761904761,50.0,NaN,53.48837209302325,53.48837209302325,NaN,54.95495495495496,NaN,55.15695067264574,54.54545454545454,54.95495495495496,55.55555555555556,56.14035087719298,56.896551724137936,54.54545454545454
202102080DAL,NaN,81.98198198198197,83.33333333333334,NaN,83.33333333333334,NaN,82.63888888888889,83.33333333333334,81.98198198198197,83.33333333333334,86.20689655172413,83.33333333333334,81.98198198198197,NaN,19.801980198019802,20.2020202020202,NaN,21.645021645021643,NaN,20.0,20.04008016032064,22.22222222222222,20.0,20.0,21.052631578947366,22.22222222222222
202102080DEN,NaN,44.44444444444444,46.08294930875576,NaN,47.16981132075472,NaN,44.44444444444444,45.45454545454545,46.2962962962963,47.61904761904761,48.54368932038835,46.728971962616825,45.45454545454545,NaN,57.08154506437768,57.446808510638306,NaN,58.15899581589959,NaN,55.947136563876654,56.896551724137936,57.80590717299579,56.52173913043478,57.446808510638306,57.446808510638306,58.8477366255144
202102080LAL,NaN,81.98198198198197,84.02555910543131,NaN,84.02555910543131,NaN,82.63888888888889,83.33333333333334,85.46511627906976,85.46511627906976,86.20689655172413,84.7560975609756,85.46511627906976,NaN,19.801980198019802,19.49317738791423,NaN,21.008403361344538,NaN,20.0,19.723865877712033,18.867924528301888,18.181818181818183,20.0,19.047619047619047,19.047619047619047
202102080MEM,NaN,43.290043290043286,45.662100456621005,NaN,45.04504504504504,NaN,43.66812227074236,44.052863436123346,45.87155963302752,44.44444444444444,45.87155963302752,44.44444444444444,46.728971962616825,NaN,58.15899581589959,58.15899581589959,NaN,59.83935742971887,NaN,58.8477366255144,58.8477366255144,58.50622406639005,59.183673469387756,60.317460317460316,59.51417004048582,58.15899581589959
202102080PHO,NaN,68.94409937888199,69.96996996996997,NaN,70.41420118343196,NaN,69.96996996996997,68.94409937888199,68.45425867507886,68.94409937888199,70.41420118343196,69.41896024464832,68.94409937888199,NaN,32.362459546925564,33.89830508474576,NaN,34.602076124567475,NaN,32.6797385620915,33.557046979865774,35.842293906810035,34.48275862068966,35.842293906810035,35.08771929824561,35.842293906810035
202102080SAS,NaN,53.48837209302325,55.15695067264574,NaN,53.48837209302325,NaN,52.83018867924528,53.48837209302325,54.54545454545454,54.54545454545454,55.15695067264574,54.54545454545454,55.55555555555556,NaN,48.07692307692308,48.54368932038835,NaN,51.45631067961165,NaN,47.61904761904761,49.01960784313725,49.504950495049506,50.0,50.73891625615764,50.0,49.01960784313725
202102090DET,NaN,32.362459546925564,35.842293906810035,NaN,33.11258278145696,NaN,32.6797385620915,34.84320557491289,33.89830508474576,34.48275862068966,37.735849056603776,34.48275862068966,33.89830508474576,NaN,68.94409937888199,68.05111821086261,NaN,71.91011235955057,NaN,69.96996996996997,68.05111821086261,70.41420118343196,68.94409937888199,68.05111821086261,69.96996996996997,70.41420118343196
202102090MIA,NaN,68.45425867507886,69.96996996996997,NaN,71.91011235955057,NaN,69.41896024464832,69.41896024464832,71.42857142857143,68.94409937888199,71.42857142857143,69.96996996996997,73.54497354497354,NaN,32.89473684210527,33.78378378378378,NaN,33.11258278145696,NaN,33.11258278145696,33.44481605351171,32.89473684210527,34.48275862068966,34.48275862068966,34.48275862068966,31.25
202102090NOP,NaN,69.96996996996997,71.91011235955057,NaN,70.93023255813954,NaN,70.93023255813954,71.42857142857143,72.45179063360881,72.97297297297297,72.97297297297297,72.45179063360881,73.54497354497354,NaN,31.347962382445143,31.545741324921135,NaN,34.129692832764505,NaN,31.645569620253166,31.25,31.746031746031743,30.3951367781155,32.89473684210527,31.746031746031743,31.25
202102090POR,NaN,68.45425867507886,73.54497354497354,NaN,74.09326424870466,NaN,69.41896024464832,71.91011235955057,69.41896024464832,71.42857142857143,72.97297297297297,71.42857142857143,71.42857142857143,NaN,33.11258278145696,30.3951367781155,NaN,30.959752321981426,NaN,33.33333333333333,30.76923076923077,34.72222222222222,32.25806451612903,33.33333333333333,32.25806451612903,33.33333333333333
202102090SAC,NaN,36.76470588235294,36.63003663003663,NaN,37.03703703703704,NaN,36.76470588235294,37.735849056603776,40.32258064516129,37.735849056603776,40.0,37.735849056603776,37.03703703703704,NaN,64.91228070175438,67.10526315789474,NaN,68.05111821086261,NaN,65.75342465753424,64.91228070175438,64.15770609318996,64.91228070175438,66.21621621621621,64.91228070175438,67.53246753246754
202102090SAS,NaN,47.61904761904761,50.24875621890548,NaN,52.60663507109005,NaN,48.07692307692308,47.61904761904761,50.0,49.01960784313725,50.24875621890548,49.01960784313725,49.01960784313725,NaN,54.12844036697248,53.48837209302325,NaN,52.38095238095239,NaN,54.54545454545454,55.15695067264574,54.337899543378995,55.55555555555556,55.947136563876654,55.55555555555556,55.55555555555556
202102090UTA,NaN,67.53246753246754,68.45425867507886,NaN,68.45425867507886,NaN,66.66666666666666,68.05111821086261,70.41420118343196,68.05111821086261,69.96996996996997,68.05111821086261,68.94409937888199,NaN,34.01360544217687,35.08771929824561,NaN,36.496350364963504,NaN,33.557046979865774,34.84320557491289,33.89830508474576,35.08771929824561,36.36363636363637,36.36363636363637,35.842293906810035
202102100BRK,NaN,48.07692307692308,50.0,NaN,50.24875621890548,NaN,48.54368932038835,49.01960784313725,50.495049504950494,50.0,50.73891625615764,51.21951219512195,50.0,NaN,53.48837209302325,53.70370370370371,NaN,54.54545454545454,NaN,54.12844036697248,53.70370370370371,54.12844036697248,54.54545454545454,55.15695067264574,53.70370370370371,54.54545454545454
202102100CHI,NaN,43.66812227074236,43.66812227074236,NaN,47.61904761904761,NaN,44.052863436123346,44.052863436123346,46.728971962616825,46.728971962616825,46.728971962616825,46.728971962616825,44.44444444444444,NaN,57.80590717299579,59.83935742971887,NaN,57.446808510638306,NaN,58.50622406639005,58.50622406639005,57.446808510638306,57.446808510638306,59.183673469387756,57.446808510638306,59.83935742971887
202102100DAL,NaN,61.68582375478927,63.23529411764706,NaN,62.121212121212125,NaN,62.546816479400746,61.68582375478927,61.68582375478927,62.121212121212125,62.825278810408925,61.68582375478927,62.546816479400746,NaN,39.682539682539684,40.16064257028113,NaN,42.91845493562232,NaN,40.16064257028113,40.816326530612244,42.5531914893617,40.816326530612244,43.290043290043286,41.66666666666667,41.66666666666667
202102100DEN,NaN,80.65764023210832,84.7560975609756,NaN,81.98198198198197,NaN,81.98198198198197,83.33333333333334,81.98198198198197,84.7560975609756,86.20689655172413,83.33333333333334,81.98198198198197,NaN,20.66115702479339,18.587360594795538,NaN,23.04147465437788,NaN,20.833333333333336,19.569471624266143,22.22222222222222,20.0,20.0,21.052631578947366,22.727272727272727
202102100LAL,NaN,86.96219035202087,89.28188638799571,NaN,88.49252013808976,NaN,87.71498771498771,89.28188638799571,88.49252013808976,90.08919722497522,90.9090909090909,90.08919722497522,89.28188638799571,NaN,14.5985401459854,14.104372355430183,NaN,16.528925619834713,NaN,14.705882352941178,14.224751066856332,16.0,14.285714285714285,15.151515151515152,14.285714285714285,15.384615384615385
202102100MEM,NaN,57.446808510638306,58.8477366255144,NaN,61.68582375478927,NaN,57.80590717299579,58.8477366255144,58.15899581589959,58.50622406639005,60.317460317460316,58.50622406639005,58.15899581589959,NaN,44.44444444444444,44.843049327354265,NaN,43.290043290043286,NaN,44.642857142857146,43.66812227074236,46.08294930875576,45.45454545454545,45.87155963302752,45.45454545454545,46.728971962616825
202102100MIN,NaN,22.831050228310502,22.67573696145125,NaN,23.04147465437788,NaN,21.50537634408602,23.474178403755868,25.31645569620253,22.22222222222222,23.809523809523807,23.52941176470588,25.64102564102564,NaN,78.72340425531915,80.65764023210832,NaN,81.98198198198197,NaN,78.72340425531915,79.38144329896907,78.72340425531915,81.30841121495327,81.98198198198197,81.30841121495327,79.38144329896907
202102100PHO,NaN,42.016806722689076,39.37007874015748,NaN,40.816326530612244,NaN,39.682539682539684,38.759689922480625,43.66812227074236,40.816326530612244,42.19409282700422,40.0,41.66666666666667,NaN,59.51417004048582,64.15770609318996,NaN,64.15770609318996,NaN,60.629921259842526,64.15770609318996,60.629921259842526,62.121212121212125,63.63636363636363,63.23529411764706,62.546816479400746
202102100WAS,NaN,36.101083032490976,34.129692832764505,NaN,37.03703703703704,NaN,36.36363636363637,34.129692832764505,35.842293906810035,34.48275862068966,36.36363636363637,35.842293906810035,37.735849056603776,NaN,65.39792387543253,69.41896024464832,NaN,68.05111821086261,NaN,66.21621621621621,68.45425867507886,68.45425867507886,68.94409937888199,69.96996996996997,68.94409937888199,66.66666666666666
202102110BOS,NaN,56.896551724137936,57.08154506437768,NaN,58.50622406639005,NaN,57.446808510638306,56.52173913043478,58.15899581589959,58.50622406639005,58.8477366255144,58.50622406639005,58.15899581589959,NaN,44.642857142857146,46.728971962616825,NaN,46.728971962616825,NaN,45.04504504504504,45.87155963302752,46.08294930875576,45.45454545454545,47.61904761904761,45.45454545454545,46.728971962616825
202102110DET,NaN,41.1522633744856,40.65040650406504,NaN,41.66666666666667,NaN,40.16064257028113,39.37007874015748,43.66812227074236,39.37007874015748,41.84100418410041,40.0,42.5531914893617,NaN,60.317460317460316,62.825278810408925,NaN,63.23529411764706,NaN,62.546816479400746,63.23529411764706,60.9375,63.63636363636363,64.15770609318996,63.23529411764706,61.68582375478927
202102110GSW,NaN,78.11816192560175,81.98198198198197,NaN,80.65764023210832,NaN,78.72340425531915,80.65764023210832,80.65764023210832,80.65764023210832,82.63888888888889,81.98198198198197,78.11816192560175,NaN,23.58490566037736,21.598272138228943,NaN,23.86634844868735,NaN,23.809523809523807,22.47191011235955,23.809523809523807,22.727272727272727,23.25581395348837,22.22222222222222,26.31578947368421
202102110HOU,NaN,45.87155963302752,48.54368932038835,NaN,48.07692307692308,NaN,45.45454545454545,47.61904761904761,47.16981132075472,47.61904761904761,49.01960784313725,49.01960784313725,45.45454545454545,NaN,55.55555555555556,55.15695067264574,NaN,56.52173913043478,NaN,54.95495495495496,54.54545454545454,57.08154506437768,56.52173913043478,56.896551724137936,55.55555555555556,58.8477366255144
202102110POR,NaN,33.11258278145696,35.2112676056338,NaN,32.25806451612903,NaN,34.129692832764505,33.44481605351171,34.72222222222222,34.48275862068966,35.08771929824561,33.33333333333333,35.842293906810035,NaN,68.45425867507886,68.45425867507886,NaN,72.97297297297297,NaN,68.45425867507886,69.41896024464832,69.41896024464832,68.94409937888199,70.93023255813954,70.93023255813954,68.94409937888199
