,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway
Bookmaker,impliedProb10x10bet,impliedProb1xBet,impliedProbBetFinal,impliedProbCoolbet,impliedProbCurebet,impliedProbDitobet,impliedProbGGBET,impliedProbLasbet,impliedProbMarathonbet,impliedProbN1 Bet,impliedProbParimatch,impliedProbPinnacle,impliedProbUnibet,impliedProbWilliam Hill,impliedProbbet-at-home,impliedProbbet365,impliedProbbwin,impliedProb10x10bet,impliedProb1xBet,impliedProbBetFinal,impliedProbCoolbet,impliedProbCurebet,impliedProbDitobet,impliedProbGGBET,impliedProbLasbet,impliedProbMarathonbet,impliedProbN1 Bet,impliedProbParimatch,impliedProbPinnacle,impliedProbUnibet,impliedProbWilliam Hill,impliedProbbet-at-home,impliedProbbet365,impliedProbbwin
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202111290PHI,90.9090909090909,90.9090909090909,91.74236168455822,91.74236168455822,90.9090909090909,90.08919722497522,90.9090909090909,90.08919722497522,90.08919722497522,91.74236168455822,91.74236168455822,91.74236168455822,91.74236168455822,91.74236168455822,92.5925925925926,92.5925925925926,90.08919722497522,14.084507042253522,10.638297872340425,13.333333333333334,12.269938650306749,13.333333333333334,11.904761904761903,12.77139208173691,12.987012987012985,12.21001221001221,12.121212121212121,12.21001221001221,11.337868480725625,11.76470588235294,12.5,13.513513513513514,12.5,14.285714285714285
202111290SAS,43.66812227074236,41.84100418410041,42.73504273504273,43.66812227074236,43.290043290043286,42.19409282700422,42.3728813559322,42.5531914893617,41.66666666666667,43.290043290043286,44.052863436123346,42.19409282700422,44.44444444444444,41.66666666666667,44.44444444444444,42.5531914893617,46.728971962616825,61.68582375478927,59.51417004048582,59.183673469387756,60.629921259842526,60.9375,59.83935742971887,61.38996138996139,60.629921259842526,60.9375,60.629921259842526,61.68582375478927,60.317460317460316,59.51417004048582,61.68582375478927,61.68582375478927,62.546816479400746,58.15899581589959
202111290UTA,74.61928934010153,71.42857142857143,75.18610421836229,73.54497354497354,74.09326424870466,72.97297297297297,73.54497354497354,73.54497354497354,72.45179063360881,78.11816192560175,74.09326424870466,73.54497354497354,72.45179063360881,73.54497354497354,75.18610421836229,74.61928934010153,75.18610421836229,30.76923076923077,30.211480362537763,30.3951367781155,30.3951367781155,30.211480362537763,29.069767441860467,30.211480362537763,29.49852507374631,27.77777777777778,25.64102564102564,29.850746268656714,29.585798816568047,31.746031746031743,29.850746268656714,30.76923076923077,30.76923076923077,29.411764705882355
202111300BRK,72.45179063360881,69.41896024464832,69.96996996996997,71.91011235955057,71.91011235955057,70.93023255813954,70.93023255813954,71.42857142857143,70.41420118343196,72.45179063360881,70.41420118343196,70.93023255813954,72.45179063360881,71.42857142857143,73.54497354497354,71.42857142857143,73.54497354497354,32.89473684210527,32.05128205128205,31.25,32.05128205128205,32.25806451612903,31.15264797507788,32.89473684210527,31.645569620253166,31.948881789137378,31.545741324921135,35.08771929824561,31.84713375796178,31.746031746031743,32.25806451612903,32.89473684210527,32.89473684210527,31.25
202111300PHO,60.629921259842526,57.80590717299579,59.183673469387756,61.38996138996139,59.83935742971887,58.8477366255144,60.629921259842526,59.51417004048582,59.183673469387756,60.317460317460316,61.38996138996139,59.51417004048582,60.629921259842526,61.68582375478927,61.68582375478927,63.23529411764706,59.83935742971887,44.642857142857146,43.66812227074236,41.66666666666667,42.5531914893617,44.44444444444444,43.290043290043286,43.290043290043286,43.66812227074236,41.1522633744856,43.66812227074236,42.5531914893617,42.91845493562232,43.66812227074236,41.66666666666667,44.44444444444444,41.66666666666667,44.44444444444444
202111300POR,76.35933806146572,77.52808988764045,77.52808988764045,78.11816192560175,75.72815533980582,75.18610421836229,75.18610421836229,75.72815533980582,76.905311778291,79.38144329896907,79.38144329896907,77.52808988764045,81.98198198198197,78.11816192560175,80.0,81.30841121495327,75.18610421836229,28.985507246376812,24.03846153846154,26.31578947368421,25.97402597402597,28.40909090909091,26.881720430107524,28.57142857142857,27.247956403269757,25.64102564102564,24.81389578163772,25.0,25.44529262086514,23.25581395348837,25.64102564102564,25.97402597402597,23.809523809523807,29.411764705882355
202111300SAC,52.38095238095239,51.92307692307693,52.15311004784689,54.12844036697248,51.92307692307693,36.63003663003663,54.337899543378995,51.21951219512195,52.60663507109005,55.15695067264574,55.15695067264574,52.15311004784689,56.14035087719298,52.60663507109005,56.14035087719298,56.896551724137936,53.48837209302325,52.83018867924528,50.0,48.54368932038835,50.0,52.38095238095239,65.75342465753424,49.504950495049506,51.92307692307693,50.0,49.01960784313725,49.01960784313725,49.01960784313725,48.54368932038835,52.60663507109005,50.0,50.0,51.21951219512195
202111300TOR,58.50622406639005,58.8477366255144,59.183673469387756,58.8477366255144,58.15899581589959,62.546816479400746,58.8477366255144,57.446808510638306,59.51417004048582,58.50622406639005,60.629921259842526,58.15899581589959,60.629921259842526,60.317460317460316,59.51417004048582,61.68582375478927,58.15899581589959,46.728971962616825,42.73504273504273,45.45454545454545,45.248868778280546,46.08294930875576,40.0,44.843049327354265,45.662100456621005,43.290043290043286,45.45454545454545,45.04504504504504,44.44444444444444,43.66812227074236,43.66812227074236,46.2962962962963,43.66812227074236,46.728971962616825
202112010BOS,60.9375,58.8477366255144,57.80590717299579,59.51417004048582,60.317460317460316,59.183673469387756,58.50622406639005,59.83935742971887,59.183673469387756,60.317460317460316,60.317460317460316,58.8477366255144,58.50622406639005,59.51417004048582,61.38996138996139,61.68582375478927,58.8477366255144,44.44444444444444,42.73504273504273,42.91845493562232,44.44444444444444,44.052863436123346,42.91845493562232,45.248868778280546,43.290043290043286,41.1522633744856,44.052863436123346,43.66812227074236,43.66812227074236,45.87155963302752,44.44444444444444,44.642857142857146,43.66812227074236,45.45454545454545
202112010IND,56.896551724137936,54.95495495495496,56.896551724137936,56.14035087719298,56.14035087719298,55.15695067264574,55.15695067264574,55.947136563876654,57.08154506437768,57.80590717299579,57.08154506437768,57.08154506437768,57.80590717299579,56.896551724137936,58.15899581589959,58.50622406639005,56.14035087719298,48.54368932038835,46.2962962962963,47.61904761904761,47.61904761904761,48.07692307692308,47.61904761904761,48.54368932038835,47.16981132075472,45.45454545454545,46.08294930875576,47.16981132075472,45.45454545454545,47.16981132075472,47.61904761904761,48.07692307692308,47.61904761904761,49.01960784313725
202112010LAC,71.42857142857143,69.96996996996997,72.45179063360881,71.42857142857143,70.93023255813954,69.96996996996997,70.41420118343196,70.41420118343196,70.93023255813954,72.45179063360881,71.91011235955057,70.93023255813954,70.41420118343196,71.42857142857143,72.97297297297297,72.45179063360881,68.94409937888199,33.89830508474576,31.545741324921135,33.33333333333333,32.6797385620915,33.33333333333333,32.154340836012864,33.33333333333333,32.6797385620915,31.645569620253166,31.545741324921135,31.746031746031743,32.05128205128205,33.89830508474576,32.25806451612903,32.89473684210527,32.25806451612903,35.842293906810035
202112010MIA,60.317460317460316,58.8477366255144,59.83935742971887,60.629921259842526,59.51417004048582,58.50622406639005,59.51417004048582,59.183673469387756,59.51417004048582,59.51417004048582,59.51417004048582,59.51417004048582,60.317460317460316,60.317460317460316,60.629921259842526,61.68582375478927,58.8477366255144,45.04504504504504,42.73504273504273,44.052863436123346,43.66812227074236,44.843049327354265,43.66812227074236,44.44444444444444,44.052863436123346,43.290043290043286,44.44444444444444,44.44444444444444,42.91845493562232,44.052863436123346,43.66812227074236,45.248868778280546,43.66812227074236,45.45454545454545
202112010MIL,80.0,78.11816192560175,80.0,79.38144329896907,79.38144329896907,78.72340425531915,79.38144329896907,78.72340425531915,78.11816192560175,79.38144329896907,78.72340425531915,78.72340425531915,80.65764023210832,79.38144329896907,80.65764023210832,80.0,78.11816192560175,25.0,23.58490566037736,26.31578947368421,24.691358024691358,25.0,23.25581395348837,24.330900243309003,24.271844660194176,22.22222222222222,24.449877750611247,27.027027027027028,24.330900243309003,23.809523809523807,24.449877750611247,25.64102564102564,24.449877750611247,26.31578947368421
202112010NOP,41.1522633744856,38.02281368821293,40.0,40.65040650406504,40.48582995951417,39.682539682539684,41.49377593360996,40.16064257028113,38.46153846153847,40.16064257028113,40.816326530612244,39.0625,40.816326530612244,40.816326530612244,41.32231404958678,40.0,39.37007874015748,64.15770609318996,63.23529411764706,64.15770609318996,63.23529411764706,63.63636363636363,62.546816479400746,62.121212121212125,62.825278810408925,64.15770609318996,63.63636363636363,64.53900709219859,63.63636363636363,63.23529411764706,62.546816479400746,64.91228070175438,64.53900709219859,65.39792387543253
202112010OKC,57.446808510638306,56.14035087719298,56.896551724137936,57.08154506437768,56.896551724137936,55.947136563876654,57.446808510638306,56.14035087719298,57.80590717299579,55.15695067264574,59.51417004048582,55.947136563876654,57.80590717299579,57.446808510638306,56.14035087719298,59.51417004048582,57.08154506437768,48.07692307692308,45.45454545454545,47.16981132075472,47.16981132075472,47.61904761904761,46.08294930875576,46.2962962962963,47.16981132075472,44.642857142857146,49.01960784313725,45.87155963302752,46.728971962616825,46.2962962962963,46.728971962616825,50.0,46.728971962616825,47.61904761904761
202112010ORL,26.881720430107524,25.0,27.027027027027028,26.31578947368421,26.666666666666668,25.64102564102564,26.17801047120419,26.109660574412537,26.881720430107524,25.70694087403599,25.64102564102564,25.64102564102564,27.027027027027028,25.97402597402597,26.666666666666668,24.449877750611247,29.411764705882355,78.11816192560175,76.905311778291,77.52808988764045,77.52808988764045,77.52808988764045,76.35933806146572,77.52808988764045,76.905311778291,75.72815533980582,78.11816192560175,78.11816192560175,77.52808988764045,76.905311778291,78.11816192560175,79.38144329896907,80.0,75.18610421836229
202112010WAS,63.23529411764706,61.38996138996139,62.121212121212125,62.546816479400746,62.825278810408925,61.68582375478927,62.121212121212125,62.121212121212125,61.68582375478927,62.121212121212125,62.121212121212125,61.38996138996139,62.546816479400746,62.546816479400746,62.825278810408925,63.23529411764706,62.546816479400746,42.19409282700422,40.16064257028113,41.66666666666667,41.49377593360996,41.32231404958678,40.32258064516129,41.49377593360996,40.98360655737705,40.65040650406504,41.84100418410041,41.84100418410041,41.1522633744856,42.016806722689076,40.816326530612244,42.91845493562232,41.66666666666667,41.66666666666667
202112020MEM,84.7560975609756,83.33333333333334,84.7560975609756,84.02555910543131,84.02555910543131,83.33333333333334,85.46511627906976,84.02555910543131,83.33333333333334,86.96219035202087,84.7560975609756,84.02555910543131,84.7560975609756,84.7560975609756,85.46511627906976,84.7560975609756,85.46511627906976,20.408163265306122,18.34862385321101,20.0,20.0,20.0,18.726591760299627,18.21493624772313,19.047619047619047,19.047619047619047,17.36111111111111,19.230769230769234,20.32520325203252,19.230769230769234,19.047619047619047,20.833333333333336,20.408163265306122,19.047619047619047
202112020NYK,48.07692307692308,46.2962962962963,47.61904761904761,47.61904761904761,48.07692307692308,46.728971962616825,45.87155963302752,47.16981132075472,45.662100456621005,47.16981132075472,47.61904761904761,46.728971962616825,48.54368932038835,47.61904761904761,48.07692307692308,47.61904761904761,46.728971962616825,57.08154506437768,54.95495495495496,56.52173913043478,56.14035087719298,56.52173913043478,55.15695067264574,57.80590717299579,55.947136563876654,54.54545454545454,56.896551724137936,58.15899581589959,55.55555555555556,55.947136563876654,56.896551724137936,57.80590717299579,58.50622406639005,58.15899581589959
202112020PHO,87.71498771498771,87.71498771498771,88.49252013808976,87.71498771498771,87.71498771498771,86.96219035202087,87.71498771498771,86.96219035202087,84.7560975609756,87.71498771498771,88.49252013808976,86.96219035202087,87.71498771498771,89.28188638799571,88.49252013808976,89.28188638799571,86.96219035202087,17.24137931034483,13.698630136986301,16.666666666666664,16.260162601626014,16.420361247947454,13.60544217687075,15.974440894568689,16.0,17.543859649122805,16.0,17.24137931034483,16.55629139072848,16.420361247947454,15.384615384615385,17.24137931034483,16.0,17.391304347826086
202112020POR,68.05111821086261,65.39792387543253,66.66666666666666,65.39792387543253,67.53246753246754,66.21621621621621,65.75342465753424,67.10526315789474,67.53246753246754,67.10526315789474,67.10526315789474,66.21621621621621,65.75342465753424,66.66666666666666,68.05111821086261,68.05111821086261,65.39792387543253,37.03703703703704,36.36363636363637,38.02281368821293,38.61003861003861,37.03703703703704,35.842293906810035,37.878787878787875,36.101083032490976,35.08771929824561,36.90036900369004,37.03703703703704,36.36363636363637,38.46153846153847,36.36363636363637,37.735849056603776,37.03703703703704,39.37007874015748
202112020TOR,37.03703703703704,36.36363636363637,47.61904761904761,54.12844036697248,37.03703703703704,35.3356890459364,36.63003663003663,36.101083032490976,52.15311004784689,50.98039215686274,50.98039215686274,52.38095238095239,40.816326530612244,36.36363636363637,52.83018867924528,37.03703703703704,46.728971962616825,68.05111821086261,65.39792387543253,56.52173913043478,50.0,67.53246753246754,66.66666666666666,67.10526315789474,67.10526315789474,50.495049504950494,52.83018867924528,52.83018867924528,50.0,63.23529411764706,66.66666666666666,53.271028037383175,66.66666666666666,58.15899581589959
202112030ATL,59.51417004048582,57.80590717299579,58.8477366255144,58.8477366255144,58.8477366255144,57.80590717299579,58.15899581589959,58.15899581589959,56.896551724137936,59.183673469387756,59.51417004048582,56.52173913043478,57.446808510638306,59.51417004048582,60.629921259842526,60.317460317460316,58.15899581589959,45.87155963302752,43.66812227074236,45.45454545454545,45.248868778280546,45.45454545454545,44.44444444444444,45.45454545454545,44.843049327354265,45.662100456621005,44.843049327354265,44.44444444444444,45.87155963302752,46.728971962616825,44.44444444444444,45.45454545454545,45.45454545454545,46.728971962616825
202112030BRK,81.30841121495327,78.72340425531915,81.98198198198197,80.65764023210832,80.65764023210832,79.38144329896907,80.0,80.0,79.38144329896907,75.72815533980582,82.63888888888889,80.0,80.65764023210832,81.98198198198197,83.33333333333334,81.30841121495327,79.38144329896907,23.809523809523807,23.04147465437788,23.809523809523807,23.25581395348837,23.52941176470588,22.624434389140273,23.696682464454977,23.04147465437788,23.25581395348837,28.40909090909091,21.27659574468085,22.93577981651376,23.809523809523807,21.78649237472767,22.727272727272727,23.809523809523807,25.64102564102564
202112030DAL,75.18610421836229,72.97297297297297,75.18610421836229,74.61928934010153,74.61928934010153,74.09326424870466,71.91011235955057,74.09326424870466,73.54497354497354,76.35933806146572,76.35933806146572,74.09326424870466,74.61928934010153,75.18610421836229,77.52808988764045,75.18610421836229,73.54497354497354,30.3951367781155,28.40909090909091,30.3951367781155,29.411764705882355,29.411764705882355,27.932960893854748,31.746031746031743,28.985507246376812,29.069767441860467,27.548209366391184,27.397260273972602,28.653295128939828,29.411764705882355,28.57142857142857,28.57142857142857,30.3951367781155,31.25
202112030GSW,75.72815533980582,72.97297297297297,75.18610421836229,74.61928934010153,75.18610421836229,74.09326424870466,75.18610421836229,74.61928934010153,72.45179063360881,75.18610421836229,74.09326424870466,74.61928934010153,72.97297297297297,74.61928934010153,75.72815533980582,76.35933806146572,73.54497354497354,29.411764705882355,28.40909090909091,29.411764705882355,29.411764705882355,28.985507246376812,27.932960893854748,28.57142857142857,28.40909090909091,27.77777777777778,28.901734104046245,31.746031746031743,28.57142857142857,30.76923076923077,28.985507246376812,29.850746268656714,29.411764705882355,31.25
202112030HOU,60.629921259842526,58.8477366255144,60.629921259842526,59.51417004048582,61.68582375478927,58.8477366255144,59.183673469387756,59.183673469387756,59.51417004048582,60.629921259842526,61.68582375478927,59.51417004048582,60.317460317460316,60.317460317460316,61.68582375478927,62.546816479400746,58.15899581589959,44.642857142857146,42.73504273504273,43.66812227074236,44.44444444444444,42.5531914893617,43.290043290043286,44.44444444444444,44.052863436123346,43.290043290043286,43.290043290043286,44.052863436123346,42.73504273504273,44.052863436123346,43.66812227074236,44.44444444444444,42.5531914893617,46.728971962616825
202112030IND,68.94409937888199,66.66666666666666,68.94409937888199,68.45425867507886,68.45425867507886,67.53246753246754,68.05111821086261,68.05111821086261,68.45425867507886,68.94409937888199,68.94409937888199,68.05111821086261,68.94409937888199,68.45425867507886,69.96996996996997,68.94409937888199,68.94409937888199,36.36363636363637,34.72222222222222,35.842293906810035,35.587188612099645,35.842293906810035,34.48275862068966,35.842293906810035,35.08771929824561,34.129692832764505,35.2112676056338,35.08771929824561,34.72222222222222,35.08771929824561,35.08771929824561,36.36363636363637,36.36363636363637,35.842293906810035
202112030LAL,57.80590717299579,56.14035087719298,56.14035087719298,57.446808510638306,57.08154506437768,56.14035087719298,58.8477366255144,56.896551724137936,57.08154506437768,58.15899581589959,60.317460317460316,57.08154506437768,57.80590717299579,57.446808510638306,59.183673469387756,59.51417004048582,58.15899581589959,47.61904761904761,45.45454545454545,44.843049327354265,46.728971962616825,47.16981132075472,45.87155963302752,44.843049327354265,46.2962962962963,43.290043290043286,45.87155963302752,45.45454545454545,45.45454545454545,46.728971962616825,46.728971962616825,47.16981132075472,46.728971962616825,46.728971962616825
202112030UTA,78.11816192560175,76.905311778291,77.52808988764045,77.52808988764045,77.52808988764045,76.905311778291,78.11816192560175,76.905311778291,76.905311778291,80.0,80.0,77.52808988764045,78.11816192560175,78.11816192560175,80.65764023210832,78.72340425531915,75.18610421836229,26.881720430107524,25.0,27.027027027027028,26.31578947368421,26.666666666666668,25.0,25.575447570332482,26.109660574412537,25.64102564102564,24.271844660194176,24.449877750611247,25.70694087403599,25.97402597402597,25.64102564102564,25.31645569620253,26.31578947368421,29.411764705882355
202112030WAS,59.83935742971887,58.8477366255144,59.183673469387756,59.51417004048582,59.183673469387756,58.15899581589959,59.183673469387756,58.8477366255144,59.183673469387756,59.51417004048582,59.183673469387756,58.8477366255144,60.317460317460316,58.50622406639005,60.317460317460316,61.68582375478927,58.15899581589959,45.45454545454545,42.73504273504273,45.04504504504504,44.44444444444444,45.04504504504504,44.052863436123346,44.44444444444444,44.44444444444444,43.66812227074236,44.642857142857146,44.843049327354265,44.052863436123346,43.66812227074236,45.45454545454545,45.87155963302752,43.66812227074236,46.728971962616825
202112040BRK,60.629921259842526,56.14035087719298,58.8477366255144,58.15899581589959,59.83935742971887,58.8477366255144,59.51417004048582,59.183673469387756,58.8477366255144,57.80590717299579,57.80590717299579,57.08154506437768,58.15899581589959,58.50622406639005,58.8477366255144,60.317460317460316,58.15899581589959,44.642857142857146,45.45454545454545,45.87155963302752,45.87155963302752,44.44444444444444,43.290043290043286,44.44444444444444,44.052863436123346,43.66812227074236,46.08294930875576,46.08294930875576,45.248868778280546,45.45454545454545,45.45454545454545,47.16981132075472,45.45454545454545,46.728971962616825
202112040DAL,52.60663507109005,50.0,50.98039215686274,51.21951219512195,52.15311004784689,50.98039215686274,49.504950495049506,51.45631067961165,50.0,51.45631067961165,50.98039215686274,51.92307692307693,50.0,51.21951219512195,52.38095238095239,52.60663507109005,50.0,52.60663507109005,51.92307692307693,53.271028037383175,52.60663507109005,52.15311004784689,50.98039215686274,54.337899543378995,51.45631067961165,52.83018867924528,52.60663507109005,52.83018867924528,50.495049504950494,54.54545454545454,53.70370370370371,53.48837209302325,54.54545454545454,54.54545454545454
202112040GSW,81.98198198198197,79.38144329896907,81.98198198198197,80.65764023210832,81.30841121495327,80.0,80.65764023210832,80.65764023210832,81.30841121495327,81.98198198198197,81.98198198198197,81.30841121495327,80.65764023210832,81.98198198198197,82.63888888888889,84.7560975609756,81.98198198198197,23.04147465437788,22.172949002217297,23.52941176470588,23.25581395348837,22.883295194508012,22.075055187637968,23.04147465437788,22.371364653243848,21.27659574468085,22.22222222222222,22.22222222222222,22.172949002217297,23.25581395348837,21.78649237472767,23.25581395348837,20.408163265306122,23.094688221709006
202112040MIL,71.42857142857143,69.96996996996997,72.45179063360881,70.93023255813954,71.42857142857143,69.96996996996997,71.91011235955057,70.93023255813954,69.96996996996997,71.42857142857143,71.42857142857143,69.96996996996997,72.45179063360881,70.93023255813954,71.91011235955057,72.97297297297297,73.54497354497354,33.89830508474576,31.545741324921135,33.33333333333333,33.11258278145696,32.89473684210527,32.154340836012864,31.746031746031743,32.05128205128205,30.3951367781155,32.89473684210527,32.89473684210527,33.11258278145696,32.25806451612903,32.89473684210527,33.89830508474576,31.746031746031743,31.25
202112040NYK,57.80590717299579,56.14035087719298,57.80590717299579,57.446808510638306,57.446808510638306,56.14035087719298,57.08154506437768,56.896551724137936,58.50622406639005,58.15899581589959,59.51417004048582,57.446808510638306,57.08154506437768,57.446808510638306,59.183673469387756,58.50622406639005,58.15899581589959,47.61904761904761,45.45454545454545,46.728971962616825,46.728971962616825,46.728971962616825,45.87155963302752,46.728971962616825,46.2962962962963,44.052863436123346,45.662100456621005,45.87155963302752,44.843049327354265,46.728971962616825,46.728971962616825,46.728971962616825,47.61904761904761,46.728971962616825
202112040POR,53.70370370370371,51.92307692307693,53.271028037383175,53.271028037383175,54.337899543378995,52.15311004784689,52.83018867924528,52.60663507109005,52.60663507109005,53.48837209302325,53.48837209302325,52.15311004784689,53.271028037383175,53.70370370370371,54.54545454545454,54.54545454545454,55.55555555555556,51.45631067961165,50.0,50.73891625615764,50.73891625615764,50.0,50.0,50.73891625615764,50.495049504950494,50.0,50.495049504950494,50.495049504950494,50.24875621890548,51.21951219512195,51.21951219512195,51.45631067961165,52.60663507109005,49.01960784313725
202112040SAC,49.01960784313725,46.2962962962963,49.01960784313725,48.54368932038835,48.07692307692308,47.16981132075472,49.01960784313725,47.61904761904761,46.2962962962963,47.16981132075472,47.61904761904761,46.08294930875576,49.504950495049506,49.01960784313725,48.54368932038835,49.01960784313725,49.01960784313725,56.52173913043478,54.95495495495496,55.55555555555556,55.55555555555556,56.14035087719298,54.95495495495496,54.54545454545454,55.55555555555556,56.14035087719298,57.08154506437768,56.52173913043478,56.14035087719298,54.54545454545454,55.55555555555556,57.80590717299579,57.446808510638306,55.55555555555556
202112050ATL,75.72815533980582,73.54497354497354,75.72815533980582,75.18610421836229,75.72815533980582,74.61928934010153,74.61928934010153,75.18610421836229,73.54497354497354,77.52808988764045,77.52808988764045,75.72815533980582,72.97297297297297,76.905311778291,78.11816192560175,76.35933806146572,75.18610421836229,29.411764705882355,28.08988764044944,29.411764705882355,28.57142857142857,28.40909090909091,27.397260273972602,29.069767441860467,27.77777777777778,26.666666666666668,26.246719160104988,26.666666666666668,27.322404371584703,30.76923076923077,27.397260273972602,27.77777777777778,29.411764705882355,29.411764705882355
202112050CLE,37.03703703703704,35.587188612099645,35.842293906810035,32.89473684210527,37.03703703703704,35.3356890459364,37.878787878787875,36.101083032490976,35.08771929824561,36.36363636363637,36.36363636363637,35.3356890459364,37.735849056603776,36.36363636363637,37.735849056603776,36.36363636363637,35.842293906810035,68.05111821086261,66.21621621621621,66.66666666666666,70.93023255813954,67.53246753246754,66.66666666666666,65.75342465753424,67.10526315789474,67.53246753246754,67.53246753246754,67.53246753246754,67.10526315789474,66.66666666666666,66.66666666666666,68.45425867507886,68.94409937888199,68.94409937888199
202112050HOU,44.642857142857146,43.66812227074236,45.04504504504504,45.248868778280546,44.052863436123346,43.290043290043286,44.843049327354265,43.66812227074236,43.290043290043286,44.843049327354265,45.04504504504504,44.052863436123346,44.843049327354265,44.44444444444444,45.87155963302752,45.45454545454545,46.728971962616825,60.629921259842526,57.80590717299579,59.183673469387756,58.8477366255144,60.317460317460316,58.8477366255144,58.8477366255144,59.51417004048582,59.51417004048582,59.183673469387756,60.629921259842526,59.183673469387756,58.8477366255144,59.51417004048582,60.317460317460316,60.317460317460316,58.15899581589959
202112050TOR,54.95495495495496,51.92307692307693,54.54545454545454,54.12844036697248,54.337899543378995,53.271028037383175,52.15311004784689,53.70370370370371,53.70370370370371,54.337899543378995,54.337899543378995,53.271028037383175,54.54545454545454,53.70370370370371,55.15695067264574,54.54545454545454,54.54545454545454,50.495049504950494,50.0,50.0,50.0,50.0,49.01960784313725,51.45631067961165,49.504950495049506,49.01960784313725,50.0,50.0,49.504950495049506,49.504950495049506,51.21951219512195,50.73891625615764,52.60663507109005,50.0
202112060CHI,57.446808510638306,56.52173913043478,54.95495495495496,57.08154506437768,56.896551724137936,55.947136563876654,55.15695067264574,56.52173913043478,54.54545454545454,54.95495495495496,58.8477366255144,55.947136563876654,58.15899581589959,56.896551724137936,55.947136563876654,56.896551724137936,57.08154506437768,48.07692307692308,47.61904761904761,46.2962962962963,47.16981132075472,47.61904761904761,46.08294930875576,48.54368932038835,46.728971962616825,45.662100456621005,49.504950495049506,46.728971962616825,46.728971962616825,45.87155963302752,47.61904761904761,50.24875621890548,47.61904761904761,47.61904761904761
202112060CHO,28.24858757062147,27.173913043478258,28.57142857142857,27.77777777777778,27.247956403269757,26.881720430107524,29.585798816568047,27.247956403269757,27.932960893854748,26.666666666666668,26.666666666666668,26.881720430107524,28.24858757062147,28.24858757062147,27.77777777777778,27.77777777777778,27.77777777777778,76.905311778291,74.61928934010153,76.35933806146572,76.35933806146572,76.905311778291,75.18610421836229,74.09326424870466,75.72815533980582,74.61928934010153,77.52808988764045,77.52808988764045,76.35933806146572,76.905311778291,75.72815533980582,78.11816192560175,76.35933806146572,76.905311778291
202112060DET,61.38996138996139,58.8477366255144,60.629921259842526,60.629921259842526,60.9375,59.83935742971887,58.50622406639005,60.317460317460316,58.8477366255144,58.8477366255144,58.8477366255144,59.83935742971887,60.317460317460316,61.68582375478927,59.83935742971887,60.317460317460316,60.629921259842526,44.052863436123346,42.73504273504273,44.052863436123346,43.66812227074236,43.290043290043286,42.19409282700422,45.248868778280546,42.91845493562232,43.66812227074236,45.04504504504504,45.04504504504504,42.5531914893617,43.66812227074236,41.66666666666667,46.08294930875576,43.66812227074236,44.44444444444444
202112060GSW,95.23809523809523,93.4597776324395,95.23809523809523,95.23809523809523,94.34069043576685,93.4597776324395,94.34069043576685,94.34069043576685,94.34069043576685,95.23809523809523,94.34069043576685,94.34069043576685,94.34069043576685,95.23809523809523,95.23809523809523,95.23809523809523,93.4597776324395,9.354536950420954,8.0,10.0,8.771929824561402,9.615384615384617,8.064516129032258,9.354536950420954,8.695652173913043,8.333333333333332,9.025270758122744,11.363636363636363,8.756567425569177,9.523809523809524,8.333333333333332,10.416666666666668,8.333333333333332,11.428571428571429
202112060IND,69.96996996996997,67.10526315789474,69.96996996996997,69.41896024464832,69.96996996996997,68.45425867507886,68.05111821086261,68.94409937888199,69.41896024464832,69.41896024464832,69.41896024464832,68.94409937888199,71.42857142857143,68.94409937888199,70.41420118343196,69.41896024464832,68.94409937888199,35.3356890459364,34.129692832764505,35.842293906810035,34.602076124567475,34.24657534246575,33.557046979865774,35.842293906810035,34.129692832764505,33.11258278145696,34.36426116838488,34.48275862068966,33.670033670033675,33.33333333333333,34.48275862068966,35.08771929824561,35.08771929824561,35.842293906810035
202112060MIA,70.41420118343196,68.45425867507886,69.96996996996997,69.41896024464832,69.96996996996997,62.825278810408925,67.10526315789474,68.94409937888199,69.96996996996997,69.41896024464832,69.96996996996997,68.05111821086261,70.41420118343196,68.94409937888199,70.93023255813954,69.41896024464832,68.94409937888199,34.84320557491289,33.11258278145696,35.842293906810035,34.602076124567475,34.24657534246575,38.31417624521073,36.63003663003663,34.129692832764505,32.6797385620915,34.602076124567475,34.48275862068966,34.72222222222222,33.89830508474576,34.48275862068966,35.08771929824561,35.08771929824561,35.842293906810035
202112060MIL,79.38144329896907,75.72815533980582,80.0,78.72340425531915,79.38144329896907,78.11816192560175,75.18610421836229,78.72340425531915,78.72340425531915,81.98198198198197,80.65764023210832,78.11816192560175,78.72340425531915,79.38144329896907,81.98198198198197,79.38144329896907,79.38144329896907,25.64102564102564,26.041666666666668,25.0,25.0,25.0,23.809523809523807,28.57142857142857,24.271844660194176,23.809523809523807,22.075055187637968,25.0,24.81389578163772,25.0,24.449877750611247,23.809523809523807,25.0,25.0
