,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway
Bookmaker,impliedProb10x10bet,impliedProb1xBet,impliedProbBetFinal,impliedProbCoolbet,impliedProbCurebet,impliedProbDitobet,impliedProbGGBET,impliedProbLasbet,impliedProbMarathonbet,impliedProbN1 Bet,impliedProbParimatch,impliedProbPinnacle,impliedProbUnibet,impliedProbWilliam Hill,impliedProbbet-at-home,impliedProbbet365,impliedProbbwin,impliedProb10x10bet,impliedProb1xBet,impliedProbBetFinal,impliedProbCoolbet,impliedProbCurebet,impliedProbDitobet,impliedProbGGBET,impliedProbLasbet,impliedProbMarathonbet,impliedProbN1 Bet,impliedProbParimatch,impliedProbPinnacle,impliedProbUnibet,impliedProbWilliam Hill,impliedProbbet-at-home,impliedProbbet365,impliedProbbwin
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202110220CLE,NaN,45.45454545454545,47.16981132075472,47.16981132075472,NaN,NaN,46.728971962616825,NaN,44.44444444444444,NaN,47.61904761904761,47.16981132075472,46.728971962616825,46.728971962616825,48.54368932038835,46.728971962616825,47.61904761904761,NaN,56.14035087719298,56.896551724137936,57.08154506437768,NaN,NaN,57.08154506437768,NaN,58.15899581589959,NaN,56.52173913043478,55.55555555555556,57.446808510638306,57.446808510638306,57.446808510638306,57.446808510638306,57.08154506437768
202110220DEN,NaN,73.54497354497354,76.35933806146572,75.18610421836229,NaN,NaN,74.61928934010153,NaN,75.18610421836229,NaN,76.35933806146572,75.72815533980582,75.18610421836229,76.35933806146572,76.905311778291,75.72815533980582,76.905311778291,NaN,27.77777777777778,28.57142857142857,28.57142857142857,NaN,NaN,29.069767441860467,NaN,27.472527472527474,NaN,27.77777777777778,27.397260273972602,28.985507246376812,27.397260273972602,28.985507246376812,28.57142857142857,27.77777777777778
202110220HOU,NaN,59.51417004048582,60.629921259842526,59.51417004048582,NaN,NaN,60.317460317460316,NaN,58.8477366255144,NaN,60.317460317460316,57.08154506437768,61.68582375478927,59.183673469387756,60.317460317460316,59.51417004048582,61.68582375478927,NaN,41.84100418410041,43.290043290043286,44.44444444444444,NaN,NaN,43.66812227074236,NaN,43.66812227074236,NaN,43.66812227074236,45.45454545454545,42.5531914893617,44.44444444444444,45.87155963302752,44.44444444444444,42.5531914893617
202110220LAL,NaN,48.54368932038835,50.98039215686274,50.73891625615764,NaN,NaN,52.15311004784689,NaN,48.54368932038835,NaN,50.24875621890548,51.92307692307693,50.495049504950494,51.21951219512195,51.21951219512195,50.0,50.0,NaN,52.83018867924528,53.48837209302325,53.271028037383175,NaN,NaN,51.45631067961165,NaN,52.15311004784689,NaN,53.70370370370371,50.495049504950494,53.70370370370371,53.70370370370371,54.54545454545454,54.54545454545454,54.54545454545454
202110220ORL,NaN,25.510204081632654,27.027027027027028,26.31578947368421,NaN,NaN,27.932960893854748,NaN,27.472527472527474,NaN,26.666666666666668,26.31578947368421,27.027027027027028,25.97402597402597,27.77777777777778,26.666666666666668,27.77777777777778,NaN,75.72815533980582,77.52808988764045,77.52808988764045,NaN,NaN,75.72815533980582,NaN,75.18610421836229,NaN,77.52808988764045,76.905311778291,76.905311778291,77.52808988764045,78.11816192560175,78.11816192560175,76.905311778291
202110220PHI,NaN,49.01960784313725,50.98039215686274,50.73891625615764,NaN,NaN,50.495049504950494,NaN,48.54368932038835,NaN,50.73891625615764,49.504950495049506,46.2962962962963,51.21951219512195,51.21951219512195,51.21951219512195,51.21951219512195,NaN,52.38095238095239,53.48837209302325,53.271028037383175,NaN,NaN,53.271028037383175,NaN,52.15311004784689,NaN,54.95495495495496,53.271028037383175,58.15899581589959,53.48837209302325,54.54545454545454,53.70370370370371,53.48837209302325
202110220SAC,NaN,32.6797385620915,33.33333333333333,33.11258278145696,NaN,NaN,34.24657534246575,NaN,30.76923076923077,NaN,32.25806451612903,32.25806451612903,32.89473684210527,32.89473684210527,33.33333333333333,33.33333333333333,31.25,NaN,68.94409937888199,72.45179063360881,70.93023255813954,NaN,NaN,69.41896024464832,NaN,71.91011235955057,NaN,71.42857142857143,70.41420118343196,71.42857142857143,71.42857142857143,72.45179063360881,70.93023255813954,73.54497354497354
202110220WAS,NaN,50.0,49.01960784313725,48.54368932038835,NaN,NaN,47.61904761904761,NaN,46.728971962616825,NaN,48.54368932038835,48.07692307692308,49.01960784313725,47.61904761904761,49.504950495049506,47.61904761904761,46.728971962616825,NaN,51.92307692307693,55.55555555555556,55.55555555555556,NaN,NaN,56.14035087719298,NaN,55.947136563876654,NaN,55.55555555555556,54.54545454545454,55.15695067264574,56.52173913043478,56.896551724137936,56.896551724137936,58.15899581589959
202110230CHI,NaN,75.72815533980582,77.52808988764045,77.52808988764045,NaN,NaN,76.905311778291,NaN,77.52808988764045,NaN,78.72340425531915,76.905311778291,76.905311778291,78.11816192560175,80.0,78.11816192560175,78.11816192560175,NaN,25.510204081632654,27.027027027027028,26.31578947368421,NaN,NaN,26.737967914438503,NaN,25.125628140703515,NaN,25.0,26.17801047120419,27.027027027027028,25.97402597402597,25.97402597402597,26.666666666666668,26.666666666666668
202110230CLE,NaN,25.0,26.31578947368421,25.97402597402597,NaN,NaN,26.17801047120419,NaN,25.64102564102564,NaN,23.809523809523807,24.93765586034913,25.97402597402597,25.31645569620253,25.0,25.64102564102564,25.0,NaN,76.905311778291,78.72340425531915,78.11816192560175,NaN,NaN,77.52808988764045,NaN,76.905311778291,NaN,80.0,78.11816192560175,78.11816192560175,78.11816192560175,80.65764023210832,78.72340425531915,79.38144329896907
202110230IND,NaN,41.84100418410041,42.5531914893617,41.66666666666667,NaN,NaN,40.0,NaN,42.5531914893617,NaN,43.290043290043286,42.5531914893617,41.66666666666667,41.66666666666667,44.642857142857146,42.5531914893617,42.5531914893617,NaN,59.51417004048582,61.38996138996139,62.121212121212125,NaN,NaN,63.63636363636363,NaN,59.83935742971887,NaN,60.629921259842526,59.83935742971887,63.23529411764706,61.68582375478927,61.38996138996139,60.9375,61.68582375478927
202110230LAC,NaN,62.121212121212125,63.63636363636363,63.23529411764706,NaN,NaN,63.63636363636363,NaN,62.825278810408925,NaN,62.825278810408925,62.546816479400746,63.23529411764706,62.546816479400746,64.15770609318996,63.23529411764706,63.63636363636363,NaN,39.37007874015748,40.816326530612244,40.65040650406504,NaN,NaN,40.0,NaN,39.682539682539684,NaN,40.98360655737705,40.0,41.1522633744856,40.816326530612244,42.016806722689076,40.0,40.816326530612244
202110230MIN,NaN,72.97297297297297,75.18610421836229,75.18610421836229,NaN,NaN,74.09326424870466,NaN,75.18610421836229,NaN,75.18610421836229,74.61928934010153,74.61928934010153,75.18610421836229,76.35933806146572,75.18610421836229,76.905311778291,NaN,28.40909090909091,29.411764705882355,28.57142857142857,NaN,NaN,29.585798816568047,NaN,27.472527472527474,NaN,28.985507246376812,28.40909090909091,29.411764705882355,28.57142857142857,29.411764705882355,29.411764705882355,27.77777777777778
202110230POR,NaN,58.8477366255144,59.83935742971887,60.629921259842526,NaN,NaN,59.183673469387756,NaN,57.80590717299579,NaN,61.68582375478927,59.183673469387756,60.629921259842526,60.317460317460316,60.629921259842526,60.317460317460316,58.8477366255144,NaN,42.73504273504273,44.44444444444444,43.66812227074236,NaN,NaN,44.44444444444444,NaN,42.3728813559322,NaN,44.052863436123346,43.290043290043286,44.052863436123346,43.66812227074236,45.248868778280546,43.66812227074236,45.45454545454545
202110230SAS,NaN,31.545741324921135,33.33333333333333,32.6797385620915,NaN,NaN,31.746031746031743,NaN,31.948881789137378,NaN,32.89473684210527,31.05590062111801,33.33333333333333,32.25806451612903,33.33333333333333,32.25806451612903,33.89830508474576,NaN,69.96996996996997,71.42857142857143,71.42857142857143,NaN,NaN,71.91011235955057,NaN,70.41420118343196,NaN,72.97297297297297,71.91011235955057,71.42857142857143,71.42857142857143,72.97297297297297,71.42857142857143,70.41420118343196
202110230TOR,NaN,38.02281368821293,39.37007874015748,39.682539682539684,NaN,NaN,39.37007874015748,NaN,36.496350364963504,NaN,39.37007874015748,38.16793893129771,39.37007874015748,37.735849056603776,40.16064257028113,38.46153846153847,40.816326530612244,NaN,63.23529411764706,65.39792387543253,64.53900709219859,NaN,NaN,64.53900709219859,NaN,63.63636363636363,NaN,64.53900709219859,64.53900709219859,64.53900709219859,64.91228070175438,65.75342465753424,64.53900709219859,63.63636363636363
202110240BRK,NaN,79.38144329896907,81.98198198198197,81.30841121495327,NaN,NaN,80.65764023210832,NaN,78.72340425531915,NaN,78.11816192560175,81.30841121495327,81.98198198198197,81.30841121495327,84.7560975609756,81.30841121495327,81.98198198198197,NaN,22.172949002217297,23.094688221709006,22.727272727272727,NaN,NaN,23.04147465437788,NaN,21.50537634408602,NaN,27.77777777777778,21.88183807439825,22.22222222222222,21.78649237472767,21.27659574468085,23.52941176470588,22.727272727272727
202110240HOU,NaN,35.587188612099645,35.842293906810035,36.101083032490976,NaN,NaN,35.842293906810035,NaN,34.602076124567475,NaN,36.36363636363637,36.101083032490976,35.08771929824561,35.08771929824561,37.03703703703704,36.36363636363637,35.842293906810035,NaN,66.21621621621621,68.94409937888199,68.05111821086261,NaN,NaN,68.05111821086261,NaN,68.05111821086261,NaN,68.05111821086261,66.66666666666666,68.94409937888199,68.45425867507886,68.94409937888199,68.05111821086261,68.94409937888199
202110240LAL,NaN,66.21621621621621,67.53246753246754,68.94409937888199,NaN,NaN,67.10526315789474,NaN,67.10526315789474,NaN,67.53246753246754,66.66666666666666,66.66666666666666,66.66666666666666,68.45425867507886,68.05111821086261,66.66666666666666,NaN,35.587188612099645,37.03703703703704,34.84320557491289,NaN,NaN,36.63003663003663,NaN,35.587188612099645,NaN,36.36363636363637,36.101083032490976,37.03703703703704,36.36363636363637,37.735849056603776,36.36363636363637,37.735849056603776
202110240NYK,NaN,87.71498771498771,88.49252013808976,89.28188638799571,NaN,NaN,87.71498771498771,NaN,88.49252013808976,NaN,90.08919722497522,87.71498771498771,88.49252013808976,89.28188638799571,90.9090909090909,89.28188638799571,87.71498771498771,NaN,13.698630136986301,16.666666666666664,14.705882352941178,NaN,NaN,15.974440894568689,NaN,14.285714285714285,NaN,14.285714285714285,15.772870662460567,16.0,15.384615384615385,15.625,15.384615384615385,16.666666666666664
202110240OKC,NaN,21.1864406779661,22.22222222222222,21.978021978021978,NaN,NaN,21.78649237472767,NaN,21.27659574468085,NaN,19.230769230769234,21.45922746781116,22.22222222222222,20.0,20.408163265306122,21.052631578947366,21.052631578947366,NaN,80.0,83.33333333333334,81.98198198198197,NaN,NaN,81.98198198198197,NaN,81.30841121495327,NaN,84.7560975609756,81.98198198198197,81.98198198198197,83.33333333333334,85.46511627906976,83.33333333333334,83.33333333333334
202110240SAC,NaN,41.84100418410041,44.052863436123346,44.44444444444444,NaN,NaN,43.290043290043286,NaN,43.290043290043286,NaN,44.052863436123346,42.5531914893617,43.66812227074236,43.66812227074236,44.843049327354265,42.5531914893617,44.44444444444444,NaN,59.51417004048582,61.38996138996139,59.51417004048582,NaN,NaN,60.629921259842526,NaN,59.51417004048582,NaN,60.317460317460316,59.83935742971887,60.317460317460316,60.317460317460316,61.38996138996139,60.9375,60.629921259842526
202110250ATL,NaN,86.20689655172413,87.71498771498771,86.96219035202087,NaN,NaN,86.20689655172413,NaN,86.96219035202087,NaN,86.20689655172413,86.20689655172413,87.71498771498771,87.71498771498771,86.96219035202087,87.71498771498771,86.96219035202087,NaN,15.151515151515152,18.181818181818183,17.123287671232877,NaN,NaN,17.482517482517483,NaN,15.384615384615385,NaN,17.88908765652952,16.722408026755854,17.391304347826086,16.666666666666664,19.230769230769234,16.666666666666664,17.391304347826086
202110250BRK,NaN,68.94409937888199,70.41420118343196,70.41420118343196,NaN,NaN,69.41896024464832,NaN,70.93023255813954,NaN,71.42857142857143,69.96996996996997,68.94409937888199,70.93023255813954,72.45179063360881,70.93023255813954,68.94409937888199,NaN,32.6797385620915,34.48275862068966,33.557046979865774,NaN,NaN,34.24657534246575,NaN,31.645569620253166,NaN,32.25806451612903,33.11258278145696,35.842293906810035,32.89473684210527,33.33333333333333,33.33333333333333,35.842293906810035
202110250CHO,NaN,47.61904761904761,48.07692307692308,48.54368932038835,NaN,NaN,49.504950495049506,NaN,46.728971962616825,NaN,48.07692307692308,47.61904761904761,49.01960784313725,47.61904761904761,49.01960784313725,49.01960784313725,47.61904761904761,NaN,54.12844036697248,56.14035087719298,55.55555555555556,NaN,NaN,54.337899543378995,NaN,55.947136563876654,NaN,55.947136563876654,54.95495495495496,55.15695067264574,56.52173913043478,56.896551724137936,55.55555555555556,57.08154506437768
202110250DEN,NaN,82.63888888888889,84.7560975609756,83.33333333333334,NaN,NaN,81.98198198198197,NaN,82.63888888888889,NaN,84.7560975609756,84.02555910543131,81.98198198198197,84.7560975609756,85.46511627906976,84.02555910543131,83.33333333333334,NaN,18.867924528301888,21.052631578947366,20.66115702479339,NaN,NaN,21.78649237472767,NaN,20.0,NaN,19.230769230769234,19.193857965451055,22.22222222222222,19.047619047619047,20.0,20.0,21.052631578947366
202110250IND,NaN,47.61904761904761,46.2962962962963,44.843049327354265,NaN,NaN,47.16981132075472,NaN,46.2962962962963,NaN,49.01960784313725,49.01960784313725,47.61904761904761,49.01960784313725,50.0,49.01960784313725,47.61904761904761,NaN,54.12844036697248,54.54545454545454,59.51417004048582,NaN,NaN,56.52173913043478,NaN,54.12844036697248,NaN,54.95495495495496,53.48837209302325,56.896551724137936,55.55555555555556,55.947136563876654,55.55555555555556,57.08154506437768
202110250LAC,NaN,57.08154506437768,57.80590717299579,57.08154506437768,NaN,NaN,58.8477366255144,NaN,57.08154506437768,NaN,58.8477366255144,56.14035087719298,57.446808510638306,57.446808510638306,57.80590717299579,57.446808510638306,58.15899581589959,NaN,44.44444444444444,46.728971962616825,47.16981132075472,NaN,NaN,44.843049327354265,NaN,43.290043290043286,NaN,46.728971962616825,46.08294930875576,46.728971962616825,46.728971962616825,48.07692307692308,46.728971962616825,46.728971962616825
202110250MIA,NaN,90.9090909090909,91.74236168455822,91.74236168455822,NaN,NaN,88.49252013808976,NaN,90.08919722497522,NaN,91.74236168455822,90.9090909090909,92.5925925925926,91.74236168455822,92.5925925925926,91.74236168455822,90.08919722497522,NaN,10.638297872340425,13.333333333333334,12.269938650306749,NaN,NaN,15.19756838905775,NaN,12.82051282051282,NaN,12.21001221001221,12.224938875305623,12.5,12.5,13.157894736842104,12.5,14.285714285714285
202110250MIN,NaN,67.10526315789474,68.94409937888199,72.45179063360881,NaN,NaN,68.94409937888199,NaN,69.96996996996997,NaN,69.41896024464832,68.45425867507886,68.45425867507886,68.94409937888199,69.96996996996997,69.41896024464832,68.94409937888199,NaN,34.129692832764505,35.842293906810035,31.746031746031743,NaN,NaN,34.72222222222222,NaN,32.6797385620915,NaN,35.08771929824561,34.01360544217687,35.842293906810035,34.48275862068966,35.842293906810035,35.08771929824561,35.842293906810035
202110250TOR,NaN,46.2962962962963,46.2962962962963,47.16981132075472,NaN,NaN,50.0,NaN,45.45454545454545,NaN,47.61904761904761,45.45454545454545,47.61904761904761,46.728971962616825,48.54368932038835,47.61904761904761,47.61904761904761,NaN,54.95495495495496,54.95495495495496,57.08154506437768,NaN,NaN,54.12844036697248,NaN,57.08154506437768,NaN,56.896551724137936,57.08154506437768,57.08154506437768,57.446808510638306,57.80590717299579,56.896551724137936,57.08154506437768
202110260DAL,NaN,86.20689655172413,87.71498771498771,86.20689655172413,NaN,NaN,84.7560975609756,NaN,86.20689655172413,NaN,88.49252013808976,85.46511627906976,88.49252013808976,86.96219035202087,89.28188638799571,87.71498771498771,84.7560975609756,NaN,15.151515151515152,18.181818181818183,17.88908765652952,NaN,NaN,18.939393939393938,NaN,16.528925619834713,NaN,15.625,17.482517482517483,16.0,17.391304347826086,17.24137931034483,16.666666666666664,20.0
