game_id,Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet265 (%),bet365 (%),bwin (%),year,1xBet (%),Coolbet (%),GGBET (%),10x10bet (%),Curebet (%),Lasbet (%),BetFinal (%),Ditobet (%),N1 Bet (%),Parimatch (%)
201410300DAL,0.8496815286624204,0.8415300546448088,0.8423171246702026,0.8270769924473002,0.8256810005139626,252.60836822286646,0.8403295409964692,0.8403295409964692,2015.0,252.60836822286646,252.60836822286646,252.60836822286646,252.60836822286646,252.60836822286646,252.60836822286646,252.60836822286646,252.60836822286646,252.60836822286646,252.60836822286646
201410300LAC,0.8910891089108911,0.8993476234855545,0.898771889172101,0.8937456567060458,0.8820307075071367,252.6565595373992,0.8937456567060458,0.8937456567060458,2015.0,252.6565595373992,252.6565595373992,252.6565595373992,252.6565595373992,252.6565595373992,252.6565595373992,252.6565595373992,252.6565595373992,252.6565595373992,252.6565595373992
201410300MIN,0.6667447456399992,0.6688084417280469,0.6594920496079473,0.6698721126202042,0.6580231065468549,252.45330218845044,0.6517385257301808,0.6517385257301808,2015.0,252.45330218845044,252.45330218845044,252.45330218845044,252.45330218845044,252.45330218845044,252.45330218845044,252.45330218845044,252.45330218845044,252.45330218845044,252.45330218845044
201410300ORL,0.3332552543600008,0.3624233455813195,0.3658536585365854,0.3571428571428572,0.3712871287128713,252.1876613667554,0.3571428571428572,0.3541858325666973,2015.0,252.1876613667554,252.1876613667554,252.1876613667554,252.1876613667554,252.1876613667554,252.1876613667554,252.1876613667554,252.1876613667554,252.1876613667554,252.1876613667554
201410310CHI,0.6118283321702722,0.6128827999078978,0.6092362344582594,0.6177901320361362,0.6013048205871693,252.4103682048269,0.6125356125356125,0.6173677069199458,2015.0,252.4103682048269,252.4103682048269,252.4103682048269,252.4103682048269,252.4103682048269,252.4103682048269,252.4103682048269,252.4103682048269,252.4103682048269,252.4103682048269
201410310IND,0.3107474487450583,0.303030303030303,0.3181818181818181,0.3212927756653992,0.3203743700503959,252.1476814924844,0.3046707793025305,0.3031544448996313,2015.0,252.1476814924844,252.1476814924844,252.1476814924844,252.1476814924844,252.1476814924844,252.1476814924844,252.1476814924844,252.1476814924844,252.1476814924844,252.1476814924844
201410310LAL,0.1356583096568734,0.1317696107923971,0.1423178126072531,0.1368692349430276,0.152683538021076,251.99717378962265,0.1412225760173553,0.1368692349430276,2015.0,251.99717378962265,251.99717378962265,251.99717378962265,251.99717378962265,251.99717378962265,251.99717378962265,251.99717378962265,251.99717378962265,251.99717378962265,251.99717378962265
201410310MIL,0.7894993994421938,0.7795414462081128,0.7791902265879731,0.7769964841788046,0.7629342956580751,252.5589394421771,0.7867435158501441,0.7966101694915255,2015.0,252.5589394421771,252.5589394421771,252.5589394421771,252.5589394421771,252.5589394421771,252.5589394421771,252.5589394421771,252.5589394421771,252.5589394421771,252.5589394421771
201410310PHO,0.461884154460719,0.4930284439486893,0.4891657638136511,0.5,0.4937655860349126,252.3025599778177,0.5,0.4826358742837298,2015.0,252.3025599778177,252.3025599778177,252.3025599778177,252.3025599778177,252.3025599778177,252.3025599778177,252.3025599778177,252.3025599778177,252.3025599778177,252.3025599778177
201410310SAC,0.3680885500965906,0.3667481662591687,0.3812709030100334,0.3571428571428572,0.3712871287128713,252.19539078068715,0.3571428571428572,0.3614457831325302,2015.0,252.19539078068715,252.19539078068715,252.19539078068715,252.19539078068715,252.19539078068715,252.19539078068715,252.19539078068715,252.19539078068715,252.19539078068715,252.19539078068715
201411010ATL,0.8285056990484158,0.8415300546448088,0.8333423868759846,0.8333423868759846,0.8191920453929332,252.6028246683238,0.8333423868759846,0.8333423868759846,2015.0,252.6028246683238,252.6028246683238,252.6028246683238,252.6028246683238,252.6028246683238,252.6028246683238,252.6028246683238,252.6028246683238,252.6028246683238,252.6028246683238
201411010CHO,0.5690043820893369,0.5820501539815223,0.5770191507077436,0.5875953888618283,0.5812274368231047,252.38228332317155,0.5800559925343288,0.5813140803745096,2015.0,252.38228332317155,252.38228332317155,252.38228332317155,252.38228332317155,252.38228332317155,252.38228332317155,252.38228332317155,252.38228332317155,252.38228332317155,252.38228332317155
201411010DET,0.5830871803527724,0.5740354444580784,0.5843430533934618,0.5781162637027498,0.568019747668678,252.38112147031057,0.5800559925343288,0.5813140803745096,2015.0,252.38112147031057,252.38112147031057,252.38112147031057,252.38112147031057,252.38112147031057,252.38112147031057,252.38112147031057,252.38112147031057,252.38112147031057,252.38112147031057
201411010GSW,0.8942307692307693,0.909477080650652,0.903344079903913,0.9128630705394192,288.6305479056552,288.6305479056552,0.9128630705394192,0.8810572687224669,2015.0,288.6305479056552,288.6305479056552,288.6305479056552,288.6305479056552,288.6305479056552,288.6305479056552,288.6305479056552,288.6305479056552,288.6305479056552,288.6305479056552
201411010HOU,0.7546742209631728,0.7350549284385334,0.7346488540262287,0.7440690150970525,0.7219300552195634,252.52029436672584,0.7373290060359732,0.7346488540262287,2015.0,252.52029436672584,252.52029436672584,252.52029436672584,252.52029436672584,252.52029436672584,252.52029436672584,252.52029436672584,252.52029436672584,252.52029436672584,252.52029436672584
201411010MIN,0.4169128196472276,0.4633284853521711,0.4417479287337781,0.4572564612326043,0.45254866318261,252.26680362570144,0.455616653574234,0.4470179938888679,2015.0,252.26680362570144,252.26680362570144,252.26680362570144,252.26680362570144,252.26680362570144,252.26680362570144,252.26680362570144,252.26680362570144,252.26680362570144,252.26680362570144
201411010NOP,0.4703953046780598,0.4942327212328135,0.4858066206655603,0.5,0.5020774472328403,252.30656401172612,0.5,0.5,2015.0,252.30656401172612,252.30656401172612,252.30656401172612,252.30656401172612,252.30656401172612,252.30656401172612,252.30656401172612,252.30656401172612,252.30656401172612,252.30656401172612
201411010OKC,0.3480278422273782,0.3624233455813195,0.3757834239201102,0.3571428571428572,0.3661239040369978,252.1917302954795,0.3628952077947902,0.3614457831325302,2015.0,252.1917302954795,252.1917302954795,252.1917302954795,252.1917302954795,252.1917302954795,252.1917302954795,252.1917302954795,252.1917302954795,252.1917302954795,252.1917302954795
201411010ORL,0.3010752688172043,0.326644890340644,0.3233690543335213,0.3212927756653992,0.3135593220338983,252.15109923858438,0.3046707793025305,0.3181818181818181,2015.0,252.15109923858438,252.15109923858438,252.15109923858438,252.15109923858438,252.15109923858438,252.15109923858438,252.15109923858438,252.15109923858438,252.15109923858438,252.15109923858438
201411010PHI,0.1887781856318826,0.2070553631209241,0.1954173690453892,0.2230035158211953,0.2271564514478666,252.0575178486561,0.2016806722689075,0.2170512319123973,2015.0,252.0575178486561,252.0575178486561,252.0575178486561,252.0575178486561,252.0575178486561,252.0575178486561,252.0575178486561,252.0575178486561,252.0575178486561,252.0575178486561
201411010UTA,0.4346629986244841,0.4609723829998347,0.457991156032849,0.4572564612326043,0.4620082487309644,252.2705380213653,0.455616653574234,0.4357962697274031,2015.0,252.2705380213653,252.2705380213653,252.2705380213653,252.2705380213653,252.2705380213653,252.2705380213653,252.2705380213653,252.2705380213653,252.2705380213653,252.2705380213653
201411010WAS,0.8022976222281593,0.7946730119742094,0.7867435158501441,0.7880794701986754,0.7736864640039146,252.5661042211996,0.7867435158501441,0.7966101694915255,2015.0,252.5661042211996,252.5661042211996,252.5661042211996,252.5661042211996,252.5661042211996,252.5661042211996,252.5661042211996,252.5661042211996,252.5661042211996,252.5661042211996
201411020LAC,0.7894993994421938,0.8113207547169812,0.7999999999999999,0.8064516129032259,0.7811816192560175,252.57565915875227,0.8077395577395577,0.8090803259604191,2015.0,252.57565915875227,252.57565915875227,252.57565915875227,252.57565915875227,252.57565915875227,252.57565915875227,252.57565915875227,252.57565915875227,252.57565915875227,252.57565915875227
201411020MIA,0.5542635658914729,0.5390276170001654,0.53125,0.53125,0.5347344777795604,252.3457698758871,0.5443833464257659,0.53125,2015.0,252.3457698758871,252.3457698758871,252.3457698758871,252.3457698758871,252.3457698758871,252.3457698758871,252.3457698758871,252.3457698758871,252.3457698758871,252.3457698758871
201411020NYK,0.5946894746920278,0.5986798270759409,0.593470896211888,0.5968489341983317,0.5941276762677853,252.39798774713785,0.5968489341983317,0.6092362344582594,2015.0,252.39798774713785,252.39798774713785,252.39798774713785,252.39798774713785,252.39798774713785,252.39798774713785,252.39798774713785,252.39798774713785,252.39798774713785,252.39798774713785
201411020POR,0.5653370013755159,0.5820501539815223,0.5876190927620041,0.5875953888618283,0.5812274368231047,252.38424552838734,0.5888210729200128,0.5813140803745096,2015.0,252.38424552838734,252.38424552838734,252.38424552838734,252.38424552838734,252.38424552838734,252.38424552838734,252.38424552838734,252.38424552838734,252.38424552838734,252.38424552838734
201411030BRK,0.7273241028539136,288.4705707405136,0.715806917950707,0.7246327297574309,0.7028612799589737,288.4705707405136,0.7091051592385489,0.7142649938356661,2015.0,288.4705707405136,288.4705707405136,288.4705707405136,288.4705707405136,288.4705707405136,288.4705707405136,288.4705707405136,288.4705707405136,288.4705707405136,288.4705707405136
201411030DAL,0.7960350743423561,0.8199555928810557,0.8045826309546108,0.8165034965034965,0.786096256684492,252.5819364881729,0.8077395577395577,0.8245792962774094,2015.0,252.5819364881729,252.5819364881729,252.5819364881729,252.5819364881729,252.5819364881729,252.5819364881729,252.5819364881729,252.5819364881729,252.5819364881729,252.5819364881729
201411030DEN,0.6769922157130247,0.7265104398045312,0.7091051592385489,0.705033164260632,0.6987152468817809,252.493034054666,0.7091051592385489,0.7188110521909016,2015.0,252.493034054666,252.493034054666,252.493034054666,252.493034054666,252.493034054666,252.493034054666,252.493034054666,252.493034054666,252.493034054666,252.493034054666
201411030LAC,0.7894993994421938,0.7810858143607705,0.8118208626407041,0.8010312405216864,0.7926671745106483,252.57911719112198,0.8165034965034965,0.8403295409964692,2015.0,252.57911719112198,252.57911719112198,252.57911719112198,252.57911719112198,252.57911719112198,252.57911719112198,252.57911719112198,252.57911719112198,252.57911719112198,252.57911719112198
201411030MEM,0.6118283321702722,0.6162961291050671,0.6140651801029159,0.6140350877192983,0.6062658763759525,252.41306216419866,0.6177901320361362,0.6242165760798897,2015.0,252.41306216419866,252.41306216419866,252.41306216419866,252.41306216419866,252.41306216419866,252.41306216419866,252.41306216419866,252.41306216419866,252.41306216419866,252.41306216419866
201411030PHI,0.1611648847952175,287.9870950523332,0.1423178126072531,0.1368692349430276,0.1614332448453752,287.9870950523332,0.1412225760173553,0.1666576131240154,2015.0,287.9870950523332,287.9870950523332,287.9870950523332,287.9870950523332,287.9870950523332,287.9870950523332,287.9870950523332,287.9870950523332,287.9870950523332,287.9870950523332
201411040CHI,0.8582029752987492,0.8337987612209993,0.8281481481481482,0.8103638368246968,0.8116883116883117,252.59923171060407,0.8258258258258258,0.8258258258258258,2015.0,252.59923171060407,252.59923171060407,252.59923171060407,252.59923171060407,252.59923171060407,252.59923171060407,252.59923171060407,252.59923171060407,252.59923171060407,252.59923171060407
201411040IND,0.6232876712328766,0.6128827999078978,0.6154685284171485,0.6252015045674368,0.6189183545625392,252.42174370985174,0.6323766526926798,0.6458141674333027,2015.0,252.42174370985174,252.42174370985174,252.42174370985174,252.42174370985174,252.42174370985174,252.42174370985174,252.42174370985174,252.42174370985174,252.42174370985174,252.42174370985174
201411040LAL,0.3480278422273782,0.3064970241277308,0.3138665538157709,0.3013448447617466,0.3158251911916964,252.15059293961357,0.311111111111111,0.3080709496732581,2015.0,252.15059293961357,252.15059293961357,252.15059293961357,252.15059293961357,252.15059293961357,252.15059293961357,252.15059293961357,252.15059293961357,252.15059293961357,252.15059293961357
201411040MIA,0.5296046953219403,0.5605012156349356,0.5582520712662219,0.551441114716549,0.54745133681739,252.35806367353695,0.5627721335268505,0.5544868210118182,2015.0,252.35806367353695,252.35806367353695,252.35806367353695,252.35806367353695,252.35806367353695,252.35806367353695,252.35806367353695,252.35806367353695,252.35806367353695,252.35806367353695
201411040NOP,0.6287721539198466,0.6181491464510332,0.6187290969899666,0.6252015045674368,0.6086703116760567,252.4187909715919,0.6265889830508474,0.6242165760798897,2015.0,252.4187909715919,252.4187909715919,252.4187909715919,252.4187909715919,252.4187909715919,252.4187909715919,252.4187909715919,252.4187909715919,252.4187909715919,252.4187909715919
201411040NYK,0.4703953046780598,0.4633284853521711,0.4729987697789845,0.4572564612326043,0.4669102720259846,252.28528439591895,0.46875,0.4826358742837298,2015.0,252.28528439591895,252.28528439591895,252.28528439591895,252.28528439591895,252.28528439591895,252.28528439591895,252.28528439591895,252.28528439591895,252.28528439591895,252.28528439591895
201411040POR,0.4021110831867304,0.4331671952877208,0.4343971631205673,0.4372278664731495,0.4501789414202298,252.25376329821114,0.4372278664731495,0.4357962697274031,2015.0,252.25376329821114,252.25376329821114,252.25376329821114,252.25376329821114,252.25376329821114,252.25376329821114,252.25376329821114,252.25376329821114,252.25376329821114,252.25376329821114
201411040TOR,0.8582029752987492,0.8576719040142119,0.8576821873927468,0.8631307650569723,0.8422478247784199,252.62543605743463,0.8631307650569723,0.8614220378788919,2015.0,252.62543605743463,252.62543605743463,252.62543605743463,252.62543605743463,252.62543605743463,252.62543605743463,252.62543605743463,252.62543605743463,252.62543605743463,252.62543605743463
201411050BOS,0.5589293151099837,0.549193293261626,0.5451883661916845,0.5427435387673956,0.5347344777795604,252.35254508796595,0.5443833464257659,0.5451883661916845,2015.0,252.35254508796595,252.35254508796595,252.35254508796595,252.35254508796595,252.35254508796595,252.35254508796595,252.35254508796595,252.35254508796595,252.35254508796595,252.35254508796595
201411050BRK,0.6619841966637402,0.6534585746204004,0.6385542168674698,0.6499999999999999,0.6406676922370445,252.44507032718246,0.6579489685355542,0.6579489685355542,2015.0,252.44507032718246,252.44507032718246,252.44507032718246,252.44507032718246,252.44507032718246,252.44507032718246,252.44507032718246,252.44507032718246,252.44507032718246,252.44507032718246
201411050CHO,0.4952856873467849,0.5271970157022642,0.5043297540699687,0.5217391304347826,0.510397604391948,252.3251291785165,0.53125,0.5108342361863488,2015.0,252.3251291785165,252.3251291785165,252.3251291785165,252.3251291785165,252.3251291785165,252.3251291785165,252.3251291785165,252.3251291785165,252.3251291785165,252.3251291785165
201411050DET,0.6199843522968592,0.6214728148657948,0.6111769214688871,0.6252015045674368,0.6166803724434304,252.41419391000107,0.6177901320361362,0.6012451823302697,2015.0,252.41419391000107,252.41419391000107,252.41419391000107,252.41419391000107,252.41419391000107,252.41419391000107,252.41419391000107,252.41419391000107,252.41419391000107,252.41419391000107
201411050GSW,0.6401354784081287,0.6503496503496504,0.6517385257301808,0.6499999999999999,0.6362433862433863,252.44226931687464,0.6517385257301808,0.6579489685355542,2015.0,252.44226931687464,252.44226931687464,252.44226931687464,252.44226931687464,252.44226931687464,252.44226931687464,252.44226931687464,252.44226931687464,252.44226931687464,252.44226931687464
201411050MIL,0.3632887189292543,0.3496503496503497,0.374512620562282,0.3420510314644458,0.3712871287128713,252.18347620422352,0.3420510314644458,0.3249687530045188,2015.0,252.18347620422352,252.18347620422352,252.18347620422352,252.18347620422352,252.18347620422352,252.18347620422352,252.18347620422352,252.18347620422352,252.18347620422352,252.18347620422352
201411050PHI,0.4273883204171026,0.4357578877693608,0.4208224261903973,0.4372278664731495,0.4350636870337043,252.25245943426572,0.4372278664731495,0.4261874197689345,2015.0,252.25245943426572,252.25245943426572,252.25245943426572,252.25245943426572,252.25245943426572,252.25245943426572,252.25245943426572,252.25245943426572,252.25245943426572,252.25245943426572
201411050PHO,0.5276417074877536,0.5305667495498585,0.5329986833443054,0.53125,0.5238589211618258,252.33717373126123,0.53125,0.5198237885462554,2015.0,252.33717373126123,252.33717373126123,252.33717373126123,252.33717373126123,252.33717373126123,252.33717373126123,252.33717373126123,252.33717373126123,252.33717373126123,252.33717373126123
201411050SAC,0.5978889168132697,0.5998344142403753,0.6092362344582594,0.6034845298888556,0.596726366979006,252.40456303077247,0.6051172077201805,0.6242165760798897,2015.0,252.40456303077247,252.40456303077247,252.40456303077247,252.40456303077247,252.40456303077247,252.40456303077247,252.40456303077247,252.40456303077247,252.40456303077247,252.40456303077247
201411050SAS,0.7719553614750122,0.7746334889988615,0.7755637126376508,0.7619047619047619,0.7505336522387677,252.54639384776078,0.7706422018348624,0.7659176029962547,2015.0,252.54639384776078,252.54639384776078,252.54639384776078,252.54639384776078,252.54639384776078,252.54639384776078,252.54639384776078,252.54639384776078,252.54639384776078,252.54639384776078
201411050UTA,0.3058321479374111,0.3395660610336919,0.346922024623803,0.3301278873797957,0.3437582128777924,252.1643145049268,0.3301278873797957,0.3181818181818181,2015.0,252.1643145049268,252.1643145049268,252.1643145049268,252.1643145049268,252.1643145049268,252.1643145049268,252.1643145049268,252.1643145049268,252.1643145049268,252.1643145049268
201411050WAS,0.8153846153846154,0.8153846153846154,0.8045826309546108,0.8010312405216864,0.7933870658983042,252.58191924882598,0.8165034965034965,0.8090803259604191,2015.0,252.58191924882598,252.58191924882598,252.58191924882598,252.58191924882598,252.58191924882598,252.58191924882598,252.58191924882598,252.58191924882598,252.58191924882598,252.58191924882598
201411060HOU,0.748618292030665,0.7190510167677487,0.6968455551003687,0.7246327297574309,0.7007195137079766,252.50165465755478,0.7142649938356661,0.7091051592385489,2015.0,252.50165465755478,252.50165465755478,252.50165465755478,252.50165465755478,252.50165465755478,252.50165465755478,252.50165465755478,252.50165465755478,252.50165465755478,252.50165465755478
201411060POR,0.5276417074877536,0.5338983050847458,0.5506597906870924,0.5427435387673956,0.5379917512690355,252.3487875557291,0.5443833464257659,0.5529820061111321,2015.0,252.3487875557291,252.3487875557291,252.3487875557291,252.3487875557291,252.3487875557291,252.3487875557291,252.3487875557291,252.3487875557291,252.3487875557291,252.3487875557291
201411070BOS,0.6989247311827956,0.6740890688259109,0.6712701808986578,0.6579489685355542,0.6626813836051176,252.46503037222664,0.6802973977695168,0.6750312469954812,2015.0,252.46503037222664,252.46503037222664,252.46503037222664,252.46503037222664,252.46503037222664,252.46503037222664,252.46503037222664,252.46503037222664,252.46503037222664,252.46503037222664
201411070BRK,0.6710458045368698,0.6802135750777858,0.6861334461842291,0.6787072243346008,0.6728971962616823,252.46888910324782,0.6802973977695168,0.6818181818181819,2015.0,252.46888910324782,252.46888910324782,252.46888910324782,252.46888910324782,252.46888910324782,252.46888910324782,252.46888910324782,252.46888910324782,252.46888910324782,252.46888910324782
201411070CHO,0.5413598782444161,0.5315161839863713,0.5379670550421856,0.53125,0.5208602778589011,252.3406816743915,0.53125,0.53125,2015.0,252.3406816743915,252.3406816743915,252.3406816743915,252.3406816743915,252.3406816743915,252.3406816743915,252.3406816743915,252.3406816743915,252.3406816743915,252.3406816743915
201411070DEN,0.3560975609756098,0.2917889152365259,0.3031544448996313,0.3013448447617466,0.3203743700503959,252.1463499233386,0.299837925445705,0.2982013253392237,2015.0,252.1463499233386,252.1463499233386,252.1463499233386,252.1463499233386,252.1463499233386,252.1463499233386,252.1463499233386,252.1463499233386,252.1463499233386,252.1463499233386
201411070DET,0.6199843522968592,0.6422270143109194,0.625487379437718,0.6341077419763247,0.6287128712871287,252.42824356227425,0.6428571428571428,0.6325719960278053,2015.0,252.42824356227425,252.42824356227425,252.42824356227425,252.42824356227425,252.42824356227425,252.42824356227425,252.42824356227425,252.42824356227425,252.42824356227425,252.42824356227425
201411070OKC,0.2685570172449048,0.2676104972375691,0.2626709939640267,0.2667423382519863,0.2876612858180193,252.11066695209277,0.2667423382519863,0.2653511459737713,2015.0,252.11066695209277,252.11066695209277,252.11066695209277,252.11066695209277,252.11066695209277,252.11066695209277,252.11066695209277,252.11066695209277,252.11066695209277,252.11066695209277
201411070ORL,0.3598645215918713,0.3871172000921022,0.3907637655417406,0.3822098679638638,0.3923205342237061,252.2094404625997,0.3874643874643875,0.3757834239201102,2015.0,252.2094404625997,252.2094404625997,252.2094404625997,252.2094404625997,252.2094404625997,252.2094404625997,252.2094404625997,252.2094404625997,252.2094404625997,252.2094404625997
201411070PHI,0.1755300952797546,0.1727497761626376,0.1718518518518519,0.1896361631753032,0.1946846561325667,252.02820171494164,0.1741741741741742,0.1469870027569909,2015.0,252.02820171494164,252.02820171494164,252.02820171494164,252.02820171494164,252.02820171494164,252.02820171494164,252.02820171494164,252.02820171494164,252.02820171494164,252.02820171494164
201411070PHO,0.6488064164016895,0.6455089820359281,0.6517385257301808,0.6499999999999999,0.6415442229068129,252.44263439981685,0.6517385257301808,0.6517385257301808,2015.0,252.44263439981685,252.44263439981685,252.44263439981685,252.44263439981685,252.44263439981685,252.44263439981685,252.44263439981685,252.44263439981685,252.44263439981685,252.44263439981685
201411070TOR,0.5978889168132697,0.6162961291050671,0.5716276429198135,0.6109906001446133,0.6002906976744186,252.40083212662987,0.6177901320361362,0.5917728943458199,2015.0,252.40083212662987,252.40083212662987,252.40083212662987,252.40083212662987,252.40083212662987,252.40083212662987,252.40083212662987,252.40083212662987,252.40083212662987,252.40083212662987
201411070UTA,0.4193051514632893,0.4224502112251055,0.4330294530154278,0.4288840262582056,0.4375398568695529,252.24936458405918,0.4275205538727823,0.4261874197689345,2015.0,252.24936458405918,252.24936458405918,252.24936458405918,252.24936458405918,252.24936458405918,252.24936458405918,252.24936458405918,252.24936458405918,252.24936458405918,252.24936458405918
201411080ATL,0.6941678520625889,0.716709634870196,0.7188110521909016,0.7143288996372431,0.6937386569872959,252.4957090383972,0.7091051592385489,0.7188110521909016,2015.0,252.4957090383972,252.4957090383972,252.4957090383972,252.4957090383972,252.4957090383972,252.4957090383972,252.4957090383972,252.4957090383972,252.4957090383972,252.4957090383972
201411080CHI,0.8022976222281593,0.8142414860681115,0.8045826309546108,0.8064516129032259,0.7926671745106483,252.5796325512956,0.8077395577395577,0.8090803259604191,2015.0,252.5796325512956,252.5796325512956,252.5796325512956,252.5796325512956,252.5796325512956,252.5796325512956,252.5796325512956,252.5796325512956,252.5796325512956,252.5796325512956
201411080HOU,0.4021110831867304,0.4179498460184778,0.4065291037881121,0.4124046111381717,0.4250232434586266,252.23521573980727,0.4111789270799871,0.4065291037881121,2015.0,252.23521573980727,252.23521573980727,252.23521573980727,252.23521573980727,252.23521573980727,252.23521573980727,252.23521573980727,252.23521573980727,252.23521573980727,252.23521573980727
