index;TeamsRaw;Bookmaker;OddHome;OddAway;DateRaw;ScoreRaw;TO_KEEP;Home_id;Away_id;Date;Score_home;Score_away;Season
90;Golden State Warriors - Cleveland Cavaliers;bwin;-435;+325;Monday, 05 Jun 2017, 00:00;Final result 132:113 (40:34, 27:30, 35:24, 30:25);1;Golden State Warriors;Cleveland Cavaliers;05 Jun 2017;132;113;2016-2017
91;Golden State Warriors - Cleveland Cavaliers;Coolbet;-357;+320;Monday, 05 Jun 2017, 00:00;Final result 132:113 (40:34, 27:30, 35:24, 30:25);1;Golden State Warriors;Cleveland Cavaliers;05 Jun 2017;132;113;2016-2017
92;Golden State Warriors - Cleveland Cavaliers;Marathonbet;-370;+340;Monday, 05 Jun 2017, 00:00;Final result 132:113 (40:34, 27:30, 35:24, 30:25);1;Golden State Warriors;Cleveland Cavaliers;05 Jun 2017;132;113;2016-2017
93;Golden State Warriors - Cleveland Cavaliers;Pinnacle;-400;+342;Monday, 05 Jun 2017, 00:00;Final result 132:113 (40:34, 27:30, 35:24, 30:25);1;Golden State Warriors;Cleveland Cavaliers;05 Jun 2017;132;113;2016-2017
94;Golden State Warriors - Cleveland Cavaliers;Unibet;-400;+320;Monday, 05 Jun 2017, 00:00;Final result 132:113 (40:34, 27:30, 35:24, 30:25);1;Golden State Warriors;Cleveland Cavaliers;05 Jun 2017;132;113;2016-2017
95;Golden State Warriors - Cleveland Cavaliers;William Hill;-455;+325;Monday, 05 Jun 2017, 00:00;Final result 132:113 (40:34, 27:30, 35:24, 30:25);1;Golden State Warriors;Cleveland Cavaliers;05 Jun 2017;132;113;2016-2017
116;Golden State Warriors - Cleveland Cavaliers;1xBet;-286;+268;Friday, 02 Jun 2017, 01:00;Final result 113:91 (35:30, 25:22, 33:20, 20:19);1;Golden State Warriors;Cleveland Cavaliers;02 Jun 2017;113;91 ;2016-2017
117;Golden State Warriors - Cleveland Cavaliers;bet-at-home;-345;+254;Friday, 02 Jun 2017, 01:00;Final result 113:91 (35:30, 25:22, 33:20, 20:19);1;Golden State Warriors;Cleveland Cavaliers;02 Jun 2017;113;91 ;2016-2017
118;Golden State Warriors - Cleveland Cavaliers;bet365;-357;+275;Friday, 02 Jun 2017, 01:00;Final result 113:91 (35:30, 25:22, 33:20, 20:19);1;Golden State Warriors;Cleveland Cavaliers;02 Jun 2017;113;91 ;2016-2017
119;Golden State Warriors - Cleveland Cavaliers;bwin;-333;+260;Friday, 02 Jun 2017, 01:00;Final result 113:91 (35:30, 25:22, 33:20, 20:19);1;Golden State Warriors;Cleveland Cavaliers;02 Jun 2017;113;91 ;2016-2017
120;Golden State Warriors - Cleveland Cavaliers;Coolbet;-312;+280;Friday, 02 Jun 2017, 01:00;Final result 113:91 (35:30, 25:22, 33:20, 20:19);1;Golden State Warriors;Cleveland Cavaliers;02 Jun 2017;113;91 ;2016-2017
121;Golden State Warriors - Cleveland Cavaliers;Marathonbet;-303;+278;Friday, 02 Jun 2017, 01:00;Final result 113:91 (35:30, 25:22, 33:20, 20:19);1;Golden State Warriors;Cleveland Cavaliers;02 Jun 2017;113;91 ;2016-2017
122;Golden State Warriors - Cleveland Cavaliers;Pinnacle;-312;+273;Friday, 02 Jun 2017, 01:00;Final result 113:91 (35:30, 25:22, 33:20, 20:19);1;Golden State Warriors;Cleveland Cavaliers;02 Jun 2017;113;91 ;2016-2017
123;Golden State Warriors - Cleveland Cavaliers;Unibet;-333;+270;Friday, 02 Jun 2017, 01:00;Final result 113:91 (35:30, 25:22, 33:20, 20:19);1;Golden State Warriors;Cleveland Cavaliers;02 Jun 2017;113;91 ;2016-2017
124;Golden State Warriors - Cleveland Cavaliers;William Hill;-345;+275;Friday, 02 Jun 2017, 01:00;Final result 113:91 (35:30, 25:22, 33:20, 20:19);1;Golden State Warriors;Cleveland Cavaliers;02 Jun 2017;113;91 ;2016-2017
145;Boston Celtics - Cleveland Cavaliers;1xBet;+400;-435;Friday, 26 May 2017, 00:30;Final result 102:135 (27:43, 30:32, 17:34, 28:26);1;Boston Celtics;Cleveland Cavaliers;26 May 2017;102;135;2016-2017
146;Boston Celtics - Cleveland Cavaliers;bet-at-home;+393;-588;Friday, 26 May 2017, 00:30;Final result 102:135 (27:43, 30:32, 17:34, 28:26);1;Boston Celtics;Cleveland Cavaliers;26 May 2017;102;135;2016-2017
147;Boston Celtics - Cleveland Cavaliers;bet365;+425;-556;Friday, 26 May 2017, 00:30;Final result 102:135 (27:43, 30:32, 17:34, 28:26);1;Boston Celtics;Cleveland Cavaliers;26 May 2017;102;135;2016-2017
148;Boston Celtics - Cleveland Cavaliers;bwin;+333;-455;Friday, 26 May 2017, 00:30;Final result 102:135 (27:43, 30:32, 17:34, 28:26);1;Boston Celtics;Cleveland Cavaliers;26 May 2017;102;135;2016-2017
149;Boston Celtics - Cleveland Cavaliers;Coolbet;+450;-526;Friday, 26 May 2017, 00:30;Final result 102:135 (27:43, 30:32, 17:34, 28:26);1;Boston Celtics;Cleveland Cavaliers;26 May 2017;102;135;2016-2017
150;Boston Celtics - Cleveland Cavaliers;Marathonbet;+409;-455;Friday, 26 May 2017, 00:30;Final result 102:135 (27:43, 30:32, 17:34, 28:26);1;Boston Celtics;Cleveland Cavaliers;26 May 2017;102;135;2016-2017
151;Boston Celtics - Cleveland Cavaliers;Pinnacle;+442;-526;Friday, 26 May 2017, 00:30;Final result 102:135 (27:43, 30:32, 17:34, 28:26);1;Boston Celtics;Cleveland Cavaliers;26 May 2017;102;135;2016-2017
152;Boston Celtics - Cleveland Cavaliers;Unibet;+420;-526;Friday, 26 May 2017, 00:30;Final result 102:135 (27:43, 30:32, 17:34, 28:26);1;Boston Celtics;Cleveland Cavaliers;26 May 2017;102;135;2016-2017
153;Boston Celtics - Cleveland Cavaliers;William Hill;+400;-588;Friday, 26 May 2017, 00:30;Final result 102:135 (27:43, 30:32, 17:34, 28:26);1;Boston Celtics;Cleveland Cavaliers;26 May 2017;102;135;2016-2017
174;Chicago Bulls - Boston Celtics;1xBet;+106;-114;Sunday, 23 Apr 2017, 22:30;Final result 95:104 (18:30, 28:27, 24:22, 25:25);1;Chicago Bulls;Boston Celtics;23 Apr 2017; 95;104;2016-2017
175;Chicago Bulls - Boston Celtics;bet-at-home;-102;-125;Sunday, 23 Apr 2017, 22:30;Final result 95:104 (18:30, 28:27, 24:22, 25:25);1;Chicago Bulls;Boston Celtics;23 Apr 2017; 95;104;2016-2017
176;Chicago Bulls - Boston Celtics;bet365;+100;-120;Sunday, 23 Apr 2017, 22:30;Final result 95:104 (18:30, 28:27, 24:22, 25:25);1;Chicago Bulls;Boston Celtics;23 Apr 2017; 95;104;2016-2017
177;Chicago Bulls - Boston Celtics;bwin;+110;-133;Sunday, 23 Apr 2017, 22:30;Final result 95:104 (18:30, 28:27, 24:22, 25:25);1;Chicago Bulls;Boston Celtics;23 Apr 2017; 95;104;2016-2017
178;Chicago Bulls - Boston Celtics;Coolbet;+104;-118;Sunday, 23 Apr 2017, 22:30;Final result 95:104 (18:30, 28:27, 24:22, 25:25);1;Chicago Bulls;Boston Celtics;23 Apr 2017; 95;104;2016-2017
179;Chicago Bulls - Boston Celtics;Marathonbet;+106;-116;Sunday, 23 Apr 2017, 22:30;Final result 95:104 (18:30, 28:27, 24:22, 25:25);1;Chicago Bulls;Boston Celtics;23 Apr 2017; 95;104;2016-2017
180;Chicago Bulls - Boston Celtics;Pinnacle;+102;-114;Sunday, 23 Apr 2017, 22:30;Final result 95:104 (18:30, 28:27, 24:22, 25:25);1;Chicago Bulls;Boston Celtics;23 Apr 2017; 95;104;2016-2017
181;Chicago Bulls - Boston Celtics;Unibet;+100;-118;Sunday, 23 Apr 2017, 22:30;Final result 95:104 (18:30, 28:27, 24:22, 25:25);1;Chicago Bulls;Boston Celtics;23 Apr 2017; 95;104;2016-2017
182;Chicago Bulls - Boston Celtics;William Hill;+104;-125;Sunday, 23 Apr 2017, 22:30;Final result 95:104 (18:30, 28:27, 24:22, 25:25);1;Chicago Bulls;Boston Celtics;23 Apr 2017; 95;104;2016-2017
203;Oklahoma City Thunder - Houston Rockets;1xBet;-106;-101;Sunday, 23 Apr 2017, 19:30;Final result 109:113 (26:22, 32:32, 19:19, 32:40);1;Oklahoma City Thunder;Houston Rockets;23 Apr 2017;109;113;2016-2017
204;Oklahoma City Thunder - Houston Rockets;bet-at-home;-118;-109;Sunday, 23 Apr 2017, 19:30;Final result 109:113 (26:22, 32:32, 19:19, 32:40);1;Oklahoma City Thunder;Houston Rockets;23 Apr 2017;109;113;2016-2017
205;Oklahoma City Thunder - Houston Rockets;bet365;-125;+104;Sunday, 23 Apr 2017, 19:30;Final result 109:113 (26:22, 32:32, 19:19, 32:40);1;Oklahoma City Thunder;Houston Rockets;23 Apr 2017;109;113;2016-2017
206;Oklahoma City Thunder - Houston Rockets;bwin;-115;-105;Sunday, 23 Apr 2017, 19:30;Final result 109:113 (26:22, 32:32, 19:19, 32:40);1;Oklahoma City Thunder;Houston Rockets;23 Apr 2017;109;113;2016-2017
207;Oklahoma City Thunder - Houston Rockets;Coolbet;-115;+102;Sunday, 23 Apr 2017, 19:30;Final result 109:113 (26:22, 32:32, 19:19, 32:40);1;Oklahoma City Thunder;Houston Rockets;23 Apr 2017;109;113;2016-2017
208;Oklahoma City Thunder - Houston Rockets;Marathonbet;-114;+104;Sunday, 23 Apr 2017, 19:30;Final result 109:113 (26:22, 32:32, 19:19, 32:40);1;Oklahoma City Thunder;Houston Rockets;23 Apr 2017;109;113;2016-2017
209;Oklahoma City Thunder - Houston Rockets;Pinnacle;-115;+104;Sunday, 23 Apr 2017, 19:30;Final result 109:113 (26:22, 32:32, 19:19, 32:40);1;Oklahoma City Thunder;Houston Rockets;23 Apr 2017;109;113;2016-2017
210;Oklahoma City Thunder - Houston Rockets;Unibet;-114;-104;Sunday, 23 Apr 2017, 19:30;Final result 109:113 (26:22, 32:32, 19:19, 32:40);1;Oklahoma City Thunder;Houston Rockets;23 Apr 2017;109;113;2016-2017
211;Oklahoma City Thunder - Houston Rockets;William Hill;-115;-105;Sunday, 23 Apr 2017, 19:30;Final result 109:113 (26:22, 32:32, 19:19, 32:40);1;Oklahoma City Thunder;Houston Rockets;23 Apr 2017;109;113;2016-2017
232;Indiana Pacers - Cleveland Cavaliers;1xBet;+154;-167;Sunday, 23 Apr 2017, 17:00;Final result 102:106 (24:22, 28:36, 25:30, 25:18);1;Indiana Pacers;Cleveland Cavaliers;23 Apr 2017;102;106;2016-2017
233;Indiana Pacers - Cleveland Cavaliers;bet-at-home;+134;-172;Sunday, 23 Apr 2017, 17:00;Final result 102:106 (24:22, 28:36, 25:30, 25:18);1;Indiana Pacers;Cleveland Cavaliers;23 Apr 2017;102;106;2016-2017
234;Indiana Pacers - Cleveland Cavaliers;bet365;+150;-172;Sunday, 23 Apr 2017, 17:00;Final result 102:106 (24:22, 28:36, 25:30, 25:18);1;Indiana Pacers;Cleveland Cavaliers;23 Apr 2017;102;106;2016-2017
235;Indiana Pacers - Cleveland Cavaliers;bwin;+135;-167;Sunday, 23 Apr 2017, 17:00;Final result 102:106 (24:22, 28:36, 25:30, 25:18);1;Indiana Pacers;Cleveland Cavaliers;23 Apr 2017;102;106;2016-2017
236;Indiana Pacers - Cleveland Cavaliers;Coolbet;+150;-169;Sunday, 23 Apr 2017, 17:00;Final result 102:106 (24:22, 28:36, 25:30, 25:18);1;Indiana Pacers;Cleveland Cavaliers;23 Apr 2017;102;106;2016-2017
237;Indiana Pacers - Cleveland Cavaliers;Marathonbet;+158;-172;Sunday, 23 Apr 2017, 17:00;Final result 102:106 (24:22, 28:36, 25:30, 25:18);1;Indiana Pacers;Cleveland Cavaliers;23 Apr 2017;102;106;2016-2017
238;Indiana Pacers - Cleveland Cavaliers;Pinnacle;+152;-169;Sunday, 23 Apr 2017, 17:00;Final result 102:106 (24:22, 28:36, 25:30, 25:18);1;Indiana Pacers;Cleveland Cavaliers;23 Apr 2017;102;106;2016-2017
239;Indiana Pacers - Cleveland Cavaliers;Unibet;+140;-167;Sunday, 23 Apr 2017, 17:00;Final result 102:106 (24:22, 28:36, 25:30, 25:18);1;Indiana Pacers;Cleveland Cavaliers;23 Apr 2017;102;106;2016-2017
240;Indiana Pacers - Cleveland Cavaliers;William Hill;+150;-169;Sunday, 23 Apr 2017, 17:00;Final result 102:106 (24:22, 28:36, 25:30, 25:18);1;Indiana Pacers;Cleveland Cavaliers;23 Apr 2017;102;106;2016-2017
261;Portland Trail Blazers - Golden State Warriors;1xBet;+165;-192;Sunday, 23 Apr 2017, 02:30;Final result 113:119 (37:30, 30:24, 21:33, 25:32);1;Portland Trail Blazers;Golden State Warriors;23 Apr 2017;113;119;2016-2017
262;Portland Trail Blazers - Golden State Warriors;bet-at-home;+162;-208;Sunday, 23 Apr 2017, 02:30;Final result 113:119 (37:30, 30:24, 21:33, 25:32);1;Portland Trail Blazers;Golden State Warriors;23 Apr 2017;113;119;2016-2017
263;Portland Trail Blazers - Golden State Warriors;bet365;+170;-200;Sunday, 23 Apr 2017, 02:30;Final result 113:119 (37:30, 30:24, 21:33, 25:32);1;Portland Trail Blazers;Golden State Warriors;23 Apr 2017;113;119;2016-2017
264;Portland Trail Blazers - Golden State Warriors;bwin;+165;-200;Sunday, 23 Apr 2017, 02:30;Final result 113:119 (37:30, 30:24, 21:33, 25:32);1;Portland Trail Blazers;Golden State Warriors;23 Apr 2017;113;119;2016-2017
265;Portland Trail Blazers - Golden State Warriors;Coolbet;+175;-200;Sunday, 23 Apr 2017, 02:30;Final result 113:119 (37:30, 30:24, 21:33, 25:32);1;Portland Trail Blazers;Golden State Warriors;23 Apr 2017;113;119;2016-2017
266;Portland Trail Blazers - Golden State Warriors;Marathonbet;+169;-185;Sunday, 23 Apr 2017, 02:30;Final result 113:119 (37:30, 30:24, 21:33, 25:32);1;Portland Trail Blazers;Golden State Warriors;23 Apr 2017;113;119;2016-2017
267;Portland Trail Blazers - Golden State Warriors;Pinnacle;+166;-185;Sunday, 23 Apr 2017, 02:30;Final result 113:119 (37:30, 30:24, 21:33, 25:32);1;Portland Trail Blazers;Golden State Warriors;23 Apr 2017;113;119;2016-2017
268;Portland Trail Blazers - Golden State Warriors;Unibet;+170;-204;Sunday, 23 Apr 2017, 02:30;Final result 113:119 (37:30, 30:24, 21:33, 25:32);1;Portland Trail Blazers;Golden State Warriors;23 Apr 2017;113;119;2016-2017
269;Portland Trail Blazers - Golden State Warriors;William Hill;+170;-200;Sunday, 23 Apr 2017, 02:30;Final result 113:119 (37:30, 30:24, 21:33, 25:32);1;Portland Trail Blazers;Golden State Warriors;23 Apr 2017;113;119;2016-2017
290;Memphis Grizzlies - San Antonio Spurs;1xBet;+195;-217;Sunday, 23 Apr 2017, 00:00;Final result 110:108 OT (96:96) (23:26, 32:25, 19:20, 22:25, 14:12);1;Memphis Grizzlies;San Antonio Spurs;23 Apr 2017;110;108;2016-2017
291;Memphis Grizzlies - San Antonio Spurs;bet-at-home;+171;-222;Sunday, 23 Apr 2017, 00:00;Final result 110:108 OT (96:96) (23:26, 32:25, 19:20, 22:25, 14:12);1;Memphis Grizzlies;San Antonio Spurs;23 Apr 2017;110;108;2016-2017
292;Memphis Grizzlies - San Antonio Spurs;bet365;+179;-222;Sunday, 23 Apr 2017, 00:00;Final result 110:108 OT (96:96) (23:26, 32:25, 19:20, 22:25, 14:12);1;Memphis Grizzlies;San Antonio Spurs;23 Apr 2017;110;108;2016-2017
293;Memphis Grizzlies - San Antonio Spurs;bwin;+170;-208;Sunday, 23 Apr 2017, 00:00;Final result 110:108 OT (96:96) (23:26, 32:25, 19:20, 22:25, 14:12);1;Memphis Grizzlies;San Antonio Spurs;23 Apr 2017;110;108;2016-2017
294;Memphis Grizzlies - San Antonio Spurs;Coolbet;+185;-213;Sunday, 23 Apr 2017, 00:00;Final result 110:108 OT (96:96) (23:26, 32:25, 19:20, 22:25, 14:12);1;Memphis Grizzlies;San Antonio Spurs;23 Apr 2017;110;108;2016-2017
295;Memphis Grizzlies - San Antonio Spurs;Marathonbet;+198;-217;Sunday, 23 Apr 2017, 00:00;Final result 110:108 OT (96:96) (23:26, 32:25, 19:20, 22:25, 14:12);1;Memphis Grizzlies;San Antonio Spurs;23 Apr 2017;110;108;2016-2017
296;Memphis Grizzlies - San Antonio Spurs;Pinnacle;+190;-213;Sunday, 23 Apr 2017, 00:00;Final result 110:108 OT (96:96) (23:26, 32:25, 19:20, 22:25, 14:12);1;Memphis Grizzlies;San Antonio Spurs;23 Apr 2017;110;108;2016-2017
297;Memphis Grizzlies - San Antonio Spurs;Unibet;+185;-222;Sunday, 23 Apr 2017, 00:00;Final result 110:108 OT (96:96) (23:26, 32:25, 19:20, 22:25, 14:12);1;Memphis Grizzlies;San Antonio Spurs;23 Apr 2017;110;108;2016-2017
298;Memphis Grizzlies - San Antonio Spurs;William Hill;+179;-222;Sunday, 23 Apr 2017, 00:00;Final result 110:108 OT (96:96) (23:26, 32:25, 19:20, 22:25, 14:12);1;Memphis Grizzlies;San Antonio Spurs;23 Apr 2017;110;108;2016-2017
319;Atlanta Hawks - Washington Wizards;1xBet;-145;+136;Saturday, 22 Apr 2017, 21:30;Final result 116:98 (38:20, 26:26, 26:21, 26:31);1;Atlanta Hawks;Washington Wizards;22 Apr 2017;116;98 ;2016-2017
320;Atlanta Hawks - Washington Wizards;bet-at-home;-156;+122;Saturday, 22 Apr 2017, 21:30;Final result 116:98 (38:20, 26:26, 26:21, 26:31);1;Atlanta Hawks;Washington Wizards;22 Apr 2017;116;98 ;2016-2017
321;Atlanta Hawks - Washington Wizards;bet365;-147;+125;Saturday, 22 Apr 2017, 21:30;Final result 116:98 (38:20, 26:26, 26:21, 26:31);1;Atlanta Hawks;Washington Wizards;22 Apr 2017;116;98 ;2016-2017
322;Atlanta Hawks - Washington Wizards;bwin;-149;+125;Saturday, 22 Apr 2017, 21:30;Final result 116:98 (38:20, 26:26, 26:21, 26:31);1;Atlanta Hawks;Washington Wizards;22 Apr 2017;116;98 ;2016-2017
323;Atlanta Hawks - Washington Wizards;Coolbet;-143;+125;Saturday, 22 Apr 2017, 21:30;Final result 116:98 (38:20, 26:26, 26:21, 26:31);1;Atlanta Hawks;Washington Wizards;22 Apr 2017;116;98 ;2016-2017
324;Atlanta Hawks - Washington Wizards;Marathonbet;-149;+138;Saturday, 22 Apr 2017, 21:30;Final result 116:98 (38:20, 26:26, 26:21, 26:31);1;Atlanta Hawks;Washington Wizards;22 Apr 2017;116;98 ;2016-2017
325;Atlanta Hawks - Washington Wizards;Pinnacle;-137;+124;Saturday, 22 Apr 2017, 21:30;Final result 116:98 (38:20, 26:26, 26:21, 26:31);1;Atlanta Hawks;Washington Wizards;22 Apr 2017;116;98 ;2016-2017
326;Atlanta Hawks - Washington Wizards;Unibet;-149;+125;Saturday, 22 Apr 2017, 21:30;Final result 116:98 (38:20, 26:26, 26:21, 26:31);1;Atlanta Hawks;Washington Wizards;22 Apr 2017;116;98 ;2016-2017
327;Atlanta Hawks - Washington Wizards;William Hill;-145;+125;Saturday, 22 Apr 2017, 21:30;Final result 116:98 (38:20, 26:26, 26:21, 26:31);1;Atlanta Hawks;Washington Wizards;22 Apr 2017;116;98 ;2016-2017
348;Milwaukee Bucks - Toronto Raptors;1xBet;-116;+108;Saturday, 22 Apr 2017, 19:00;Final result 76:87 (19:19, 22:22, 17:23, 18:23);1;Milwaukee Bucks;Toronto Raptors;22 Apr 2017; 76;87 ;2016-2017
349;Milwaukee Bucks - Toronto Raptors;bet-at-home;-143;+110;Saturday, 22 Apr 2017, 19:00;Final result 76:87 (19:19, 22:22, 17:23, 18:23);1;Milwaukee Bucks;Toronto Raptors;22 Apr 2017; 76;87 ;2016-2017
350;Milwaukee Bucks - Toronto Raptors;bet365;-135;+114;Saturday, 22 Apr 2017, 19:00;Final result 76:87 (19:19, 22:22, 17:23, 18:23);1;Milwaukee Bucks;Toronto Raptors;22 Apr 2017; 76;87 ;2016-2017
