index;TeamsRaw;Bookmaker;OddHome;OddAway;DateRaw;ScoreRaw;TO_KEEP;Home_id;Away_id;Date;Score_home;Score_away;Season
34;Phoenix Suns - Milwaukee Bucks;Coolbet;-172;+149;Sunday, 18 Jul 2021, 01:00;Final result 119:123 (37:21, 24:43, 29:36, 29:23);1;Phoenix Suns;Milwaukee Bucks;18 Jul 2021;119;123;2020-2021
35;Phoenix Suns - Milwaukee Bucks;Curebet;-169;+142;Sunday, 18 Jul 2021, 01:00;Final result 119:123 (37:21, 24:43, 29:36, 29:23);1;Phoenix Suns;Milwaukee Bucks;18 Jul 2021;119;123;2020-2021
36;Phoenix Suns - Milwaukee Bucks;GGBET;-169;+143;Sunday, 18 Jul 2021, 01:00;Final result 119:123 (37:21, 24:43, 29:36, 29:23);1;Phoenix Suns;Milwaukee Bucks;18 Jul 2021;119;123;2020-2021
37;Phoenix Suns - Milwaukee Bucks;Lasbet;-164;+144;Sunday, 18 Jul 2021, 01:00;Final result 119:123 (37:21, 24:43, 29:36, 29:23);1;Phoenix Suns;Milwaukee Bucks;18 Jul 2021;119;123;2020-2021
38;Phoenix Suns - Milwaukee Bucks;Marathonbet;-164;+163;Sunday, 18 Jul 2021, 01:00;Final result 119:123 (37:21, 24:43, 29:36, 29:23);1;Phoenix Suns;Milwaukee Bucks;18 Jul 2021;119;123;2020-2021
39;Phoenix Suns - Milwaukee Bucks;Parimatch;-182;+145;Sunday, 18 Jul 2021, 01:00;Final result 119:123 (37:21, 24:43, 29:36, 29:23);1;Phoenix Suns;Milwaukee Bucks;18 Jul 2021;119;123;2020-2021
40;Phoenix Suns - Milwaukee Bucks;Pinnacle;-164;+147;Sunday, 18 Jul 2021, 01:00;Final result 119:123 (37:21, 24:43, 29:36, 29:23);1;Phoenix Suns;Milwaukee Bucks;18 Jul 2021;119;123;2020-2021
41;Phoenix Suns - Milwaukee Bucks;Unibet;-167;+140;Sunday, 18 Jul 2021, 01:00;Final result 119:123 (37:21, 24:43, 29:36, 29:23);1;Phoenix Suns;Milwaukee Bucks;18 Jul 2021;119;123;2020-2021
42;Phoenix Suns - Milwaukee Bucks;William Hill;-175;+154;Sunday, 18 Jul 2021, 01:00;Final result 119:123 (37:21, 24:43, 29:36, 29:23);1;Phoenix Suns;Milwaukee Bucks;18 Jul 2021;119;123;2020-2021
58;Milwaukee Bucks - Phoenix Suns;10x10bet;-213;+170;Thursday, 15 Jul 2021, 01:00;Final result 109:103 (20:23, 32:29, 24:30, 33:21);1;Milwaukee Bucks;Phoenix Suns;15 Jul 2021;109;103;2020-2021
59;Milwaukee Bucks - Phoenix Suns;1xBet;-196;+181;Thursday, 15 Jul 2021, 01:00;Final result 109:103 (20:23, 32:29, 24:30, 33:21);1;Milwaukee Bucks;Phoenix Suns;15 Jul 2021;109;103;2020-2021
60;Milwaukee Bucks - Phoenix Suns;bet-at-home;-204;+160;Thursday, 15 Jul 2021, 01:00;Final result 109:103 (20:23, 32:29, 24:30, 33:21);1;Milwaukee Bucks;Phoenix Suns;15 Jul 2021;109;103;2020-2021
61;Milwaukee Bucks - Phoenix Suns;bet365;-200;+170;Thursday, 15 Jul 2021, 01:00;Final result 109:103 (20:23, 32:29, 24:30, 33:21);1;Milwaukee Bucks;Phoenix Suns;15 Jul 2021;109;103;2020-2021
62;Milwaukee Bucks - Phoenix Suns;bwin;-200;+165;Thursday, 15 Jul 2021, 01:00;Final result 109:103 (20:23, 32:29, 24:30, 33:21);1;Milwaukee Bucks;Phoenix Suns;15 Jul 2021;109;103;2020-2021
63;Milwaukee Bucks - Phoenix Suns;Coolbet;-189;+162;Thursday, 15 Jul 2021, 01:00;Final result 109:103 (20:23, 32:29, 24:30, 33:21);1;Milwaukee Bucks;Phoenix Suns;15 Jul 2021;109;103;2020-2021
64;Milwaukee Bucks - Phoenix Suns;Curebet;-208;+170;Thursday, 15 Jul 2021, 01:00;Final result 109:103 (20:23, 32:29, 24:30, 33:21);1;Milwaukee Bucks;Phoenix Suns;15 Jul 2021;109;103;2020-2021
65;Milwaukee Bucks - Phoenix Suns;GGBET;-204;+164;Thursday, 15 Jul 2021, 01:00;Final result 109:103 (20:23, 32:29, 24:30, 33:21);1;Milwaukee Bucks;Phoenix Suns;15 Jul 2021;109;103;2020-2021
66;Milwaukee Bucks - Phoenix Suns;Lasbet;-204;+177;Thursday, 15 Jul 2021, 01:00;Final result 109:103 (20:23, 32:29, 24:30, 33:21);1;Milwaukee Bucks;Phoenix Suns;15 Jul 2021;109;103;2020-2021
67;Milwaukee Bucks - Phoenix Suns;Marathonbet;-179;+177;Thursday, 15 Jul 2021, 01:00;Final result 109:103 (20:23, 32:29, 24:30, 33:21);1;Milwaukee Bucks;Phoenix Suns;15 Jul 2021;109;103;2020-2021
68;Milwaukee Bucks - Phoenix Suns;Parimatch;-196;+165;Thursday, 15 Jul 2021, 01:00;Final result 109:103 (20:23, 32:29, 24:30, 33:21);1;Milwaukee Bucks;Phoenix Suns;15 Jul 2021;109;103;2020-2021
69;Milwaukee Bucks - Phoenix Suns;Pinnacle;-189;+169;Thursday, 15 Jul 2021, 01:00;Final result 109:103 (20:23, 32:29, 24:30, 33:21);1;Milwaukee Bucks;Phoenix Suns;15 Jul 2021;109;103;2020-2021
70;Milwaukee Bucks - Phoenix Suns;Unibet;-208;+170;Thursday, 15 Jul 2021, 01:00;Final result 109:103 (20:23, 32:29, 24:30, 33:21);1;Milwaukee Bucks;Phoenix Suns;15 Jul 2021;109;103;2020-2021
71;Milwaukee Bucks - Phoenix Suns;William Hill;-192;+170;Thursday, 15 Jul 2021, 01:00;Final result 109:103 (20:23, 32:29, 24:30, 33:21);1;Milwaukee Bucks;Phoenix Suns;15 Jul 2021;109;103;2020-2021
87;Milwaukee Bucks - Phoenix Suns;10x10bet;-208;+165;Monday, 12 Jul 2021, 00:00;Final result 120:100 (25:28, 35:17, 38:31, 22:24);1;Milwaukee Bucks;Phoenix Suns;12 Jul 2021;120;100;2020-2021
88;Milwaukee Bucks - Phoenix Suns;1xBet;-189;+175;Monday, 12 Jul 2021, 00:00;Final result 120:100 (25:28, 35:17, 38:31, 22:24);1;Milwaukee Bucks;Phoenix Suns;12 Jul 2021;120;100;2020-2021
89;Milwaukee Bucks - Phoenix Suns;bet-at-home;-208;+160;Monday, 12 Jul 2021, 00:00;Final result 120:100 (25:28, 35:17, 38:31, 22:24);1;Milwaukee Bucks;Phoenix Suns;12 Jul 2021;120;100;2020-2021
90;Milwaukee Bucks - Phoenix Suns;bet365;-200;+170;Monday, 12 Jul 2021, 00:00;Final result 120:100 (25:28, 35:17, 38:31, 22:24);1;Milwaukee Bucks;Phoenix Suns;12 Jul 2021;120;100;2020-2021
91;Milwaukee Bucks - Phoenix Suns;bwin;-189;+154;Monday, 12 Jul 2021, 00:00;Final result 120:100 (25:28, 35:17, 38:31, 22:24);1;Milwaukee Bucks;Phoenix Suns;12 Jul 2021;120;100;2020-2021
92;Milwaukee Bucks - Phoenix Suns;Coolbet;-196;+167;Monday, 12 Jul 2021, 00:00;Final result 120:100 (25:28, 35:17, 38:31, 22:24);1;Milwaukee Bucks;Phoenix Suns;12 Jul 2021;120;100;2020-2021
93;Milwaukee Bucks - Phoenix Suns;Curebet;-200;+166;Monday, 12 Jul 2021, 00:00;Final result 120:100 (25:28, 35:17, 38:31, 22:24);1;Milwaukee Bucks;Phoenix Suns;12 Jul 2021;120;100;2020-2021
94;Milwaukee Bucks - Phoenix Suns;GGBET;-175;+142;Monday, 12 Jul 2021, 00:00;Final result 120:100 (25:28, 35:17, 38:31, 22:24);1;Milwaukee Bucks;Phoenix Suns;12 Jul 2021;120;100;2020-2021
95;Milwaukee Bucks - Phoenix Suns;Lasbet;-196;+171;Monday, 12 Jul 2021, 00:00;Final result 120:100 (25:28, 35:17, 38:31, 22:24);1;Milwaukee Bucks;Phoenix Suns;12 Jul 2021;120;100;2020-2021
96;Milwaukee Bucks - Phoenix Suns;Marathonbet;-185;+184;Monday, 12 Jul 2021, 00:00;Final result 120:100 (25:28, 35:17, 38:31, 22:24);1;Milwaukee Bucks;Phoenix Suns;12 Jul 2021;120;100;2020-2021
97;Milwaukee Bucks - Phoenix Suns;Parimatch;-196;+165;Monday, 12 Jul 2021, 00:00;Final result 120:100 (25:28, 35:17, 38:31, 22:24);1;Milwaukee Bucks;Phoenix Suns;12 Jul 2021;120;100;2020-2021
98;Milwaukee Bucks - Phoenix Suns;Pinnacle;-196;+175;Monday, 12 Jul 2021, 00:00;Final result 120:100 (25:28, 35:17, 38:31, 22:24);1;Milwaukee Bucks;Phoenix Suns;12 Jul 2021;120;100;2020-2021
99;Milwaukee Bucks - Phoenix Suns;Unibet;-204;+170;Monday, 12 Jul 2021, 00:00;Final result 120:100 (25:28, 35:17, 38:31, 22:24);1;Milwaukee Bucks;Phoenix Suns;12 Jul 2021;120;100;2020-2021
100;Milwaukee Bucks - Phoenix Suns;William Hill;-200;+175;Monday, 12 Jul 2021, 00:00;Final result 120:100 (25:28, 35:17, 38:31, 22:24);1;Milwaukee Bucks;Phoenix Suns;12 Jul 2021;120;100;2020-2021
116;Phoenix Suns - Milwaukee Bucks;10x10bet;-196;+154;Friday, 09 Jul 2021, 01:00;Final result 118:108 (26:29, 30:16, 32:33, 30:30);1;Phoenix Suns;Milwaukee Bucks;09 Jul 2021;118;108;2020-2021
117;Phoenix Suns - Milwaukee Bucks;1xBet;-182;+172;Friday, 09 Jul 2021, 01:00;Final result 118:108 (26:29, 30:16, 32:33, 30:30);1;Phoenix Suns;Milwaukee Bucks;09 Jul 2021;118;108;2020-2021
118;Phoenix Suns - Milwaukee Bucks;bet-at-home;-196;+154;Friday, 09 Jul 2021, 01:00;Final result 118:108 (26:29, 30:16, 32:33, 30:30);1;Phoenix Suns;Milwaukee Bucks;09 Jul 2021;118;108;2020-2021
119;Phoenix Suns - Milwaukee Bucks;bet365;-192;+167;Friday, 09 Jul 2021, 01:00;Final result 118:108 (26:29, 30:16, 32:33, 30:30);1;Phoenix Suns;Milwaukee Bucks;09 Jul 2021;118;108;2020-2021
120;Phoenix Suns - Milwaukee Bucks;bwin;-189;+154;Friday, 09 Jul 2021, 01:00;Final result 118:108 (26:29, 30:16, 32:33, 30:30);1;Phoenix Suns;Milwaukee Bucks;09 Jul 2021;118;108;2020-2021
121;Phoenix Suns - Milwaukee Bucks;Coolbet;-192;+163;Friday, 09 Jul 2021, 01:00;Final result 118:108 (26:29, 30:16, 32:33, 30:30);1;Phoenix Suns;Milwaukee Bucks;09 Jul 2021;118;108;2020-2021
122;Phoenix Suns - Milwaukee Bucks;Curebet;-192;+160;Friday, 09 Jul 2021, 01:00;Final result 118:108 (26:29, 30:16, 32:33, 30:30);1;Phoenix Suns;Milwaukee Bucks;09 Jul 2021;118;108;2020-2021
123;Phoenix Suns - Milwaukee Bucks;GGBET;-182;+147;Friday, 09 Jul 2021, 01:00;Final result 118:108 (26:29, 30:16, 32:33, 30:30);1;Phoenix Suns;Milwaukee Bucks;09 Jul 2021;118;108;2020-2021
124;Phoenix Suns - Milwaukee Bucks;Lasbet;-189;+165;Friday, 09 Jul 2021, 01:00;Final result 118:108 (26:29, 30:16, 32:33, 30:30);1;Phoenix Suns;Milwaukee Bucks;09 Jul 2021;118;108;2020-2021
125;Phoenix Suns - Milwaukee Bucks;Marathonbet;-172;+171;Friday, 09 Jul 2021, 01:00;Final result 118:108 (26:29, 30:16, 32:33, 30:30);1;Phoenix Suns;Milwaukee Bucks;09 Jul 2021;118;108;2020-2021
126;Phoenix Suns - Milwaukee Bucks;Parimatch;-192;+160;Friday, 09 Jul 2021, 01:00;Final result 118:108 (26:29, 30:16, 32:33, 30:30);1;Phoenix Suns;Milwaukee Bucks;09 Jul 2021;118;108;2020-2021
127;Phoenix Suns - Milwaukee Bucks;Pinnacle;-185;+166;Friday, 09 Jul 2021, 01:00;Final result 118:108 (26:29, 30:16, 32:33, 30:30);1;Phoenix Suns;Milwaukee Bucks;09 Jul 2021;118;108;2020-2021
128;Phoenix Suns - Milwaukee Bucks;Unibet;-192;+154;Friday, 09 Jul 2021, 01:00;Final result 118:108 (26:29, 30:16, 32:33, 30:30);1;Phoenix Suns;Milwaukee Bucks;09 Jul 2021;118;108;2020-2021
129;Phoenix Suns - Milwaukee Bucks;William Hill;-185;+165;Friday, 09 Jul 2021, 01:00;Final result 118:108 (26:29, 30:16, 32:33, 30:30);1;Phoenix Suns;Milwaukee Bucks;09 Jul 2021;118;108;2020-2021
145;Phoenix Suns - Milwaukee Bucks;10x10bet;-213;+170;Wednesday, 07 Jul 2021, 01:00;Final result 118:105 (30:26, 27:23, 35:27, 26:29);1;Phoenix Suns;Milwaukee Bucks;07 Jul 2021;118;105;2020-2021
146;Phoenix Suns - Milwaukee Bucks;1xBet;-196;+181;Wednesday, 07 Jul 2021, 01:00;Final result 118:105 (30:26, 27:23, 35:27, 26:29);1;Phoenix Suns;Milwaukee Bucks;07 Jul 2021;118;105;2020-2021
147;Phoenix Suns - Milwaukee Bucks;bet-at-home;-213;+165;Wednesday, 07 Jul 2021, 01:00;Final result 118:105 (30:26, 27:23, 35:27, 26:29);1;Phoenix Suns;Milwaukee Bucks;07 Jul 2021;118;105;2020-2021
148;Phoenix Suns - Milwaukee Bucks;bet365;-213;+175;Wednesday, 07 Jul 2021, 01:00;Final result 118:105 (30:26, 27:23, 35:27, 26:29);1;Phoenix Suns;Milwaukee Bucks;07 Jul 2021;118;105;2020-2021
149;Phoenix Suns - Milwaukee Bucks;bwin;-182;+150;Wednesday, 07 Jul 2021, 01:00;Final result 118:105 (30:26, 27:23, 35:27, 26:29);1;Phoenix Suns;Milwaukee Bucks;07 Jul 2021;118;105;2020-2021
150;Phoenix Suns - Milwaukee Bucks;Coolbet;-204;+175;Wednesday, 07 Jul 2021, 01:00;Final result 118:105 (30:26, 27:23, 35:27, 26:29);1;Phoenix Suns;Milwaukee Bucks;07 Jul 2021;118;105;2020-2021
151;Phoenix Suns - Milwaukee Bucks;Curebet;-196;+164;Wednesday, 07 Jul 2021, 01:00;Final result 118:105 (30:26, 27:23, 35:27, 26:29);1;Phoenix Suns;Milwaukee Bucks;07 Jul 2021;118;105;2020-2021
152;Phoenix Suns - Milwaukee Bucks;GGBET;-189;+152;Wednesday, 07 Jul 2021, 01:00;Final result 118:105 (30:26, 27:23, 35:27, 26:29);1;Phoenix Suns;Milwaukee Bucks;07 Jul 2021;118;105;2020-2021
153;Phoenix Suns - Milwaukee Bucks;Lasbet;-192;+168;Wednesday, 07 Jul 2021, 01:00;Final result 118:105 (30:26, 27:23, 35:27, 26:29);1;Phoenix Suns;Milwaukee Bucks;07 Jul 2021;118;105;2020-2021
154;Phoenix Suns - Milwaukee Bucks;Marathonbet;-189;+186;Wednesday, 07 Jul 2021, 01:00;Final result 118:105 (30:26, 27:23, 35:27, 26:29);1;Phoenix Suns;Milwaukee Bucks;07 Jul 2021;118;105;2020-2021
155;Phoenix Suns - Milwaukee Bucks;Parimatch;-189;+150;Wednesday, 07 Jul 2021, 01:00;Final result 118:105 (30:26, 27:23, 35:27, 26:29);1;Phoenix Suns;Milwaukee Bucks;07 Jul 2021;118;105;2020-2021
156;Phoenix Suns - Milwaukee Bucks;Pinnacle;-204;+181;Wednesday, 07 Jul 2021, 01:00;Final result 118:105 (30:26, 27:23, 35:27, 26:29);1;Phoenix Suns;Milwaukee Bucks;07 Jul 2021;118;105;2020-2021
157;Phoenix Suns - Milwaukee Bucks;Unibet;-185;+154;Wednesday, 07 Jul 2021, 01:00;Final result 118:105 (30:26, 27:23, 35:27, 26:29);1;Phoenix Suns;Milwaukee Bucks;07 Jul 2021;118;105;2020-2021
158;Phoenix Suns - Milwaukee Bucks;William Hill;-200;+175;Wednesday, 07 Jul 2021, 01:00;Final result 118:105 (30:26, 27:23, 35:27, 26:29);1;Phoenix Suns;Milwaukee Bucks;07 Jul 2021;118;105;2020-2021
174;Atlanta Hawks - Milwaukee Bucks;10x10bet;-169;+136;Sunday, 04 Jul 2021, 00:30;Final result 107:118 (24:28, 19:19, 29:44, 35:27);1;Atlanta Hawks;Milwaukee Bucks;04 Jul 2021;107;118;2020-2021
175;Atlanta Hawks - Milwaukee Bucks;1xBet;-159;+149;Sunday, 04 Jul 2021, 00:30;Final result 107:118 (24:28, 19:19, 29:44, 35:27);1;Atlanta Hawks;Milwaukee Bucks;04 Jul 2021;107;118;2020-2021
176;Atlanta Hawks - Milwaukee Bucks;bet-at-home;-164;+127;Sunday, 04 Jul 2021, 00:30;Final result 107:118 (24:28, 19:19, 29:44, 35:27);1;Atlanta Hawks;Milwaukee Bucks;04 Jul 2021;107;118;2020-2021
177;Atlanta Hawks - Milwaukee Bucks;bet365;-161;+140;Sunday, 04 Jul 2021, 00:30;Final result 107:118 (24:28, 19:19, 29:44, 35:27);1;Atlanta Hawks;Milwaukee Bucks;04 Jul 2021;107;118;2020-2021
178;Atlanta Hawks - Milwaukee Bucks;bwin;-154;+129;Sunday, 04 Jul 2021, 00:30;Final result 107:118 (24:28, 19:19, 29:44, 35:27);1;Atlanta Hawks;Milwaukee Bucks;04 Jul 2021;107;118;2020-2021
179;Atlanta Hawks - Milwaukee Bucks;Coolbet;-161;+139;Sunday, 04 Jul 2021, 00:30;Final result 107:118 (24:28, 19:19, 29:44, 35:27);1;Atlanta Hawks;Milwaukee Bucks;04 Jul 2021;107;118;2020-2021
180;Atlanta Hawks - Milwaukee Bucks;Curebet;-164;+138;Sunday, 04 Jul 2021, 00:30;Final result 107:118 (24:28, 19:19, 29:44, 35:27);1;Atlanta Hawks;Milwaukee Bucks;04 Jul 2021;107;118;2020-2021
181;Atlanta Hawks - Milwaukee Bucks;GGBET;-161;+129;Sunday, 04 Jul 2021, 00:30;Final result 107:118 (24:28, 19:19, 29:44, 35:27);1;Atlanta Hawks;Milwaukee Bucks;04 Jul 2021;107;118;2020-2021
182;Atlanta Hawks - Milwaukee Bucks;Lasbet;-161;+142;Sunday, 04 Jul 2021, 00:30;Final result 107:118 (24:28, 19:19, 29:44, 35:27);1;Atlanta Hawks;Milwaukee Bucks;04 Jul 2021;107;118;2020-2021
183;Atlanta Hawks - Milwaukee Bucks;Marathonbet;-145;+143;Sunday, 04 Jul 2021, 00:30;Final result 107:118 (24:28, 19:19, 29:44, 35:27);1;Atlanta Hawks;Milwaukee Bucks;04 Jul 2021;107;118;2020-2021
184;Atlanta Hawks - Milwaukee Bucks;Parimatch;-154;+122;Sunday, 04 Jul 2021, 00:30;Final result 107:118 (24:28, 19:19, 29:44, 35:27);1;Atlanta Hawks;Milwaukee Bucks;04 Jul 2021;107;118;2020-2021
185;Atlanta Hawks - Milwaukee Bucks;Pinnacle;-154;+138;Sunday, 04 Jul 2021, 00:30;Final result 107:118 (24:28, 19:19, 29:44, 35:27);1;Atlanta Hawks;Milwaukee Bucks;04 Jul 2021;107;118;2020-2021
186;Atlanta Hawks - Milwaukee Bucks;Unibet;-159;+133;Sunday, 04 Jul 2021, 00:30;Final result 107:118 (24:28, 19:19, 29:44, 35:27);1;Atlanta Hawks;Milwaukee Bucks;04 Jul 2021;107;118;2020-2021
187;Atlanta Hawks - Milwaukee Bucks;William Hill;-167;+145;Sunday, 04 Jul 2021, 00:30;Final result 107:118 (24:28, 19:19, 29:44, 35:27);1;Atlanta Hawks;Milwaukee Bucks;04 Jul 2021;107;118;2020-2021
203;Phoenix Suns - Los Angeles Lakers;10x10bet;-200;+160;Wednesday, 02 Jun 2021, 02:00;Final result 115:85 (34:26, 32:10, 26:27, 23:22);1;Phoenix Suns;Los Angeles Lakers;02 Jun 2021;115;85 ;2020-2021
204;Phoenix Suns - Los Angeles Lakers;1xBet;-112;-112;Wednesday, 02 Jun 2021, 02:00;Final result 115:85 (34:26, 32:10, 26:27, 23:22);1;Phoenix Suns;Los Angeles Lakers;02 Jun 2021;115;85 ;2020-2021
205;Phoenix Suns - Los Angeles Lakers;bet-at-home;-204;+160;Wednesday, 02 Jun 2021, 02:00;Final result 115:85 (34:26, 32:10, 26:27, 23:22);1;Phoenix Suns;Los Angeles Lakers;02 Jun 2021;115;85 ;2020-2021
206;Phoenix Suns - Los Angeles Lakers;bet365;-200;+170;Wednesday, 02 Jun 2021, 02:00;Final result 115:85 (34:26, 32:10, 26:27, 23:22);1;Phoenix Suns;Los Angeles Lakers;02 Jun 2021;115;85 ;2020-2021
207;Phoenix Suns - Los Angeles Lakers;bwin;-189;+154;Wednesday, 02 Jun 2021, 02:00;Final result 115:85 (34:26, 32:10, 26:27, 23:22);1;Phoenix Suns;Los Angeles Lakers;02 Jun 2021;115;85 ;2020-2021
208;Phoenix Suns - Los Angeles Lakers;Coolbet;-189;+161;Wednesday, 02 Jun 2021, 02:00;Final result 115:85 (34:26, 32:10, 26:27, 23:22);1;Phoenix Suns;Los Angeles Lakers;02 Jun 2021;115;85 ;2020-2021
209;Phoenix Suns - Los Angeles Lakers;Curebet;-196;+164;Wednesday, 02 Jun 2021, 02:00;Final result 115:85 (34:26, 32:10, 26:27, 23:22);1;Phoenix Suns;Los Angeles Lakers;02 Jun 2021;115;85 ;2020-2021
210;Phoenix Suns - Los Angeles Lakers;GGBET;-167;+145;Wednesday, 02 Jun 2021, 02:00;Final result 115:85 (34:26, 32:10, 26:27, 23:22);1;Phoenix Suns;Los Angeles Lakers;02 Jun 2021;115;85 ;2020-2021
211;Phoenix Suns - Los Angeles Lakers;Lasbet;-189;+165;Wednesday, 02 Jun 2021, 02:00;Final result 115:85 (34:26, 32:10, 26:27, 23:22);1;Phoenix Suns;Los Angeles Lakers;02 Jun 2021;115;85 ;2020-2021
212;Phoenix Suns - Los Angeles Lakers;Marathonbet;-179;+177;Wednesday, 02 Jun 2021, 02:00;Final result 115:85 (34:26, 32:10, 26:27, 23:22);1;Phoenix Suns;Los Angeles Lakers;02 Jun 2021;115;85 ;2020-2021
213;Phoenix Suns - Los Angeles Lakers;Parimatch;-192;+152;Wednesday, 02 Jun 2021, 02:00;Final result 115:85 (34:26, 32:10, 26:27, 23:22);1;Phoenix Suns;Los Angeles Lakers;02 Jun 2021;115;85 ;2020-2021
214;Phoenix Suns - Los Angeles Lakers;Pinnacle;-189;+167;Wednesday, 02 Jun 2021, 02:00;Final result 115:85 (34:26, 32:10, 26:27, 23:22);1;Phoenix Suns;Los Angeles Lakers;02 Jun 2021;115;85 ;2020-2021
215;Phoenix Suns - Los Angeles Lakers;Unibet;-200;+163;Wednesday, 02 Jun 2021, 02:00;Final result 115:85 (34:26, 32:10, 26:27, 23:22);1;Phoenix Suns;Los Angeles Lakers;02 Jun 2021;115;85 ;2020-2021
216;Phoenix Suns - Los Angeles Lakers;William Hill;-200;+175;Wednesday, 02 Jun 2021, 02:00;Final result 115:85 (34:26, 32:10, 26:27, 23:22);1;Phoenix Suns;Los Angeles Lakers;02 Jun 2021;115;85 ;2020-2021
