,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj
Bookmaker,10x10bet (%),1xBet (%),BetFinal (%),Coolbet (%),Curebet (%),Ditobet (%),GGBET (%),Lasbet (%),Marathonbet (%),N1 Bet (%),Parimatch (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%),10x10bet (%),1xBet (%),BetFinal (%),Coolbet (%),Curebet (%),Ditobet (%),GGBET (%),Lasbet (%),Marathonbet (%),N1 Bet (%),Parimatch (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%),10x10bet (%),1xBet (%),BetFinal (%),Coolbet (%),Curebet (%),Ditobet (%),GGBET (%),Lasbet (%),Marathonbet (%),N1 Bet (%),Parimatch (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%),10x10bet (%),1xBet (%),BetFinal (%),Coolbet (%),Curebet (%),Ditobet (%),GGBET (%),Lasbet (%),Marathonbet (%),N1 Bet (%),Parimatch (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%)
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202111070WAS,51.92307692307693,50.0,51.21951219512195,50.73891625615764,51.21951219512195,,50.73891625615764,50.73891625615764,50.0,51.21951219512195,51.21951219512195,50.24875621890548,50.98039215686274,51.21951219512195,52.15311004784689,51.21951219512195,,53.48837209302325,51.92307692307693,53.271028037383175,53.271028037383175,52.83018867924528,,52.83018867924528,52.38095238095239,52.60663507109005,52.83018867924528,52.83018867924528,52.15311004784689,54.12844036697248,53.48837209302325,53.70370370370371,53.70370370370371,,0.4925753075943997,0.490566037735849,0.49018324607329844,0.48782754957507085,0.49226006191950467,,0.48990397559005655,0.49203821656050956,0.48729792147806006,0.49226006191950467,0.49226006191950467,0.4907015667859966,0.4850248160191682,0.4891657638136511,0.4926759856030803,0.48816185966422726,,0.5074246924056003,0.5094339622641509,0.5098167539267016,0.5121724504249292,0.5077399380804953,,0.5100960244099435,0.5079617834394905,0.5127020785219399,0.5077399380804953,0.5077399380804953,0.5092984332140034,0.5149751839808318,0.5108342361863488,0.5073240143969198,0.5118381403357727,
202111080CHI,51.92307692307693,50.0,50.0,50.73891625615764,51.21951219512195,,51.92307692307693,50.73891625615764,50.495049504950494,50.98039215686274,50.98039215686274,51.21951219512195,51.21951219512195,51.21951219512195,52.15311004784689,51.21951219512195,,53.48837209302325,51.92307692307693,51.92307692307693,53.271028037383175,52.83018867924528,,51.92307692307693,52.38095238095239,52.15311004784689,52.83018867924528,52.83018867924528,51.21951219512195,53.271028037383175,53.70370370370371,54.12844036697248,53.70370370370371,,0.4925753075943997,0.490566037735849,0.490566037735849,0.48782754957507085,0.49226006191950467,,0.5,0.49203821656050956,0.4919235739339118,0.4910905203136137,0.4910905203136137,0.5,0.49018324607329844,0.48816185966422726,0.49070708739468033,0.48816185966422726,,0.5074246924056003,0.5094339622641509,0.5094339622641509,0.5121724504249292,0.5077399380804953,,0.5,0.5079617834394905,0.5080764260660883,0.5089094796863863,0.5089094796863863,0.5,0.5098167539267016,0.5118381403357727,0.5092929126053197,0.5118381403357727,
202111080DAL,81.30841121495327,79.38144329896907,81.98198198198197,81.30841121495327,81.30841121495327,,80.0,80.65764023210832,80.65764023210832,80.65764023210832,80.65764023210832,80.0,81.98198198198197,81.30841121495327,81.98198198198197,81.30841121495327,,23.809523809523807,22.172949002217297,23.809523809523807,22.727272727272727,22.88329519450801,,23.696682464454977,22.371364653243848,21.978021978021975,23.25581395348837,23.25581395348837,23.36448598130841,22.22222222222222,22.22222222222222,24.449877750611247,23.52941176470588,,0.7734970364098221,0.7816643032390214,0.7749391727493917,0.7815434871376071,0.7803731603686447,,0.7714808043875685,0.7828634307577941,0.7858636900200883,0.7762001644950435,0.7762001644950435,0.7739602169981917,0.7867435158501441,0.7853560682046139,0.7702767027463316,0.7755637126376508,,0.2265029635901778,0.21833569676097872,0.22506082725060825,0.21845651286239282,0.21962683963135532,,0.22851919561243145,0.21713656924220598,0.21413630997991176,0.22379983550495647,0.22379983550495647,0.2260397830018083,0.21325648414985593,0.21464393179538618,0.22972329725366833,0.22443628736234922,
202111080DEN,49.01960784313725,47.61904761904761,49.01960784313725,49.01960784313725,48.54368932038835,,49.50495049504951,48.07692307692308,47.16981132075472,48.54368932038835,47.61904761904761,47.16981132075472,49.50495049504951,49.01960784313725,49.50495049504951,49.01960784313725,,56.14035087719298,54.12844036697248,55.55555555555556,55.15695067264574,55.947136563876654,,54.337899543379,55.15695067264574,53.271028037383175,55.55555555555556,58.15899581589959,55.55555555555556,54.95495495495496,55.55555555555556,56.52173913043478,55.55555555555556,,0.46614327772325814,0.46801202232717903,0.46875,0.4705435516542876,0.46457369735172527,,0.4767295049849798,0.46570879625762257,0.46962780898876405,0.46632124352331605,0.4501789414202298,0.45918367346938777,0.4739134147382803,0.46875,0.4669102720259846,0.46875,,0.533856722276742,0.531987977672821,0.53125,0.5294564483457124,0.5354263026482747,,0.5232704950150203,0.5342912037423774,0.5303721910112359,0.533678756476684,0.5498210585797703,0.5408163265306123,0.5260865852617197,0.53125,0.5330897279740153,0.53125,
202111080GSW,62.825278810408925,60.629921259842526,60.629921259842526,64.15770609318996,62.121212121212125,,62.121212121212125,61.68582375478927,60.629921259842526,62.121212121212125,61.68582375478927,62.121212121212125,61.38996138996139,62.546816479400746,62.825278810408925,61.68582375478927,,42.3728813559322,40.98360655737705,41.66666666666667,40.0,42.01680672268908,,41.49377593360996,41.32231404958678,39.68253968253968,42.01680672268908,44.05286343612335,40.65040650406504,42.91845493562232,40.81632653061224,43.290043290043286,41.66666666666667,,0.5972089123143268,0.5966717479674797,0.5926876202694035,0.6159669649002064,0.5965276928719893,,0.5995388629330745,0.5988441793981125,0.6044106653376526,0.5965276928719893,0.5833798904975497,0.6044588277597986,0.5885427423070202,0.6051172077201805,0.5920471951348975,0.5968489341983317,,0.4027910876856732,0.4033282520325203,0.40731237973059653,0.38403303509979353,0.4034723071280108,,0.4004611370669256,0.4011558206018875,0.3955893346623473,0.4034723071280108,0.41662010950245026,0.3955411722402013,0.4114572576929798,0.39488279227981954,0.4079528048651026,0.40315106580166826,
202111080LAL,57.80590717299579,57.08154506437768,56.52173913043478,57.44680851063831,57.44680851063831,,56.896551724137936,56.896551724137936,57.80590717299579,57.08154506437768,57.08154506437768,56.14035087719298,56.52173913043478,58.50622406639005,58.15899581589959,58.50622406639005,,47.61904761904761,44.44444444444444,45.45454545454545,46.728971962616825,46.728971962616825,,47.16981132075472,46.2962962962963,44.642857142857146,46.728971962616825,46.728971962616825,46.08294930875576,47.61904761904761,45.45454545454545,48.07692307692308,45.45454545454545,,0.5483133218982277,0.5622357914513856,0.5542635658914729,0.551441114716549,0.551441114716549,,0.5467333541731791,0.5513613861386139,0.5642421122306391,0.5498628337390363,0.5498628337390363,0.549193293261626,0.5427435387673956,0.5627721335268505,0.54745133681739,0.5627721335268505,,0.45168667810177243,0.43776420854861436,0.44573643410852715,0.44855888528345095,0.44855888528345095,,0.45326664582682086,0.4486386138613861,0.43575788776936086,0.4501371662609637,0.4501371662609637,0.4508067067383739,0.4572564612326043,0.4372278664731495,0.45254866318261,0.4372278664731495,
202111080MEM,65.75342465753424,63.23529411764706,65.39792387543253,64.53900709219859,65.39792387543253,,64.53900709219859,64.91228070175438,65.75342465753424,65.39792387543253,65.39792387543253,64.53900709219859,64.15770609318996,64.91228070175438,66.21621621621621,64.53900709219859,,39.68253968253968,38.02281368821293,39.37007874015748,39.68253968253968,39.0625,,39.37007874015748,38.16793893129771,36.76470588235294,38.75968992248063,38.46153846153847,38.02281368821293,40.32258064516129,37.735849056603776,40.0,38.46153846153847,,0.6236337389152402,0.6244961069081671,0.6242165760798897,0.6192482177576151,0.6260545520418198,,0.6211103348202289,0.6297258672209952,0.6413833759088229,0.6278746362442378,0.6296770886724756,0.629269318749507,0.6140651801029159,0.6323766526926798,0.6234096692111959,0.6265889830508474,,0.37636626108475973,0.37550389309183274,0.37578342392011027,0.3807517822423849,0.37394544795818024,,0.378889665179771,0.37027413277900484,0.35861662409117706,0.3721253637557622,0.3703229113275244,0.37073068125049297,0.38593481989708406,0.36762334730732027,0.3765903307888041,0.3734110169491526,
202111080PHI,49.50495049504951,47.61904761904761,47.61904761904761,48.54368932038835,49.01960784313725,,50.0,48.07692307692308,47.61904761904761,48.54368932038835,48.54368932038835,46.2962962962963,47.16981132075472,47.61904761904761,49.50495049504951,47.61904761904761,,55.947136563876654,54.12844036697248,56.52173913043478,55.55555555555556,55.55555555555556,,54.12844036697248,54.95495495495496,55.15695067264574,55.55555555555556,55.55555555555556,56.14035087719298,57.08154506437768,56.896551724137936,56.52173913043478,56.896551724137936,,0.46945444017040994,0.46801202232717903,0.4572564612326043,0.46632124352331605,0.46875,,0.48017621145374445,0.46662182613082226,0.46332848535217114,0.46632124352331605,0.46632124352331605,0.4519505233111323,0.45246232717104246,0.45561665357423403,0.4669102720259846,0.45561665357423403,,0.5305455598295901,0.531987977672821,0.5427435387673956,0.533678756476684,0.53125,,0.5198237885462554,0.5333781738691777,0.5366715146478288,0.533678756476684,0.533678756476684,0.5480494766888677,0.5475376728289576,0.5443833464257659,0.5330897279740153,0.5443833464257659,
202111080SAC,43.290043290043286,40.98360655737705,42.5531914893617,42.5531914893617,42.01680672268908,,43.66812227074236,42.01680672268908,41.1522633744856,43.290043290043286,43.290043290043286,42.19409282700422,42.01680672268908,41.66666666666667,44.05286343612335,42.5531914893617,,62.121212121212125,60.629921259842526,61.38996138996139,61.38996138996139,62.121212121212125,,60.31746031746032,60.9375,61.38996138996139,60.9375,60.9375,60.31746031746032,62.121212121212125,61.68582375478927,61.68582375478927,60.9375,,0.4106776180698152,0.4033282520325203,0.40938907768908556,0.40938907768908556,0.4034723071280108,,0.41994400746567123,0.4081112103048081,0.4013201729240591,0.41534168343176064,0.41534168343176064,0.41160329282634256,0.4034723071280108,0.40315106580166826,0.41662010950245026,0.41117892707998716,,0.5893223819301848,0.5966717479674797,0.5906109223109144,0.5906109223109144,0.5965276928719893,,0.5800559925343288,0.5918887896951919,0.5986798270759409,0.5846583165682394,0.5846583165682394,0.5883967071736574,0.5965276928719893,0.5968489341983317,0.5833798904975497,0.5888210729200128,
202111090LAC,60.629921259842526,58.8477366255144,57.80590717299579,59.51417004048582,60.31746031746032,,58.8477366255144,59.83935742971887,60.31746031746032,59.83935742971887,59.83935742971887,59.18367346938776,60.629921259842526,59.83935742971887,60.629921259842526,60.31746031746032,,44.642857142857146,42.73504273504273,42.73504273504273,44.44444444444444,44.05286343612335,,44.843049327354265,43.290043290043286,42.3728813559322,44.44444444444444,44.44444444444444,43.290043290043286,43.66812227074236,43.66812227074236,45.24886877828055,43.66812227074236,,0.5759316147989849,0.5793081956995949,0.5749488862584742,0.5724794461272177,0.5779177274554469,,0.5675310114079268,0.5802356749102311,0.5873722818967776,0.5738125802310655,0.5738125802310655,0.5775497887748944,0.5813140803745096,0.5781162637027498,0.5726351919776559,0.5800559925343288,,0.4240683852010151,0.4206918043004051,0.4250511137415258,0.42752055387278237,0.4220822725445531,,0.4324689885920732,0.41976432508976885,0.4126277181032224,0.42618741976893454,0.42618741976893454,0.4224502112251055,0.41868591962549034,0.4218837362972501,0.42736480802234417,0.41994400746567123,
202111090PHI,29.411764705882355,28.40909090909091,28.57142857142857,29.411764705882355,28.98550724637681,,29.069767441860467,28.40909090909091,27.77777777777778,28.98550724637681,29.411764705882355,28.24858757062147,29.411764705882355,28.98550724637681,29.850746268656717,29.411764705882355,,75.72815533980582,72.97297297297297,72.45179063360881,74.61928934010153,75.18610421836229,,74.61928934010153,74.61928934010153,72.45179063360881,75.18610421836229,74.61928934010153,74.61928934010153,75.18610421836229,74.61928934010153,75.72815533980582,75.18610421836229,,0.27973927213470945,0.2802181157225084,0.2828204129333853,0.2827210103329506,0.2782476611316325,,0.28035521147606307,0.27574044006494597,0.277141548327989,0.2782476611316325,0.2827210103329506,0.2746103878000502,0.28118894780909853,0.2797699353830859,0.28273401043096347,0.28118894780909853,,0.7202607278652906,0.7197818842774917,0.7171795870666148,0.7172789896670493,0.7217523388683674,,0.719644788523937,0.7242595599350541,0.7228584516720109,0.7217523388683674,0.7172789896670493,0.7253896121999499,0.7188110521909016,0.7202300646169141,0.7172659895690364,0.7188110521909016,
202111090UTA,80.0,77.52808988764045,80.0,79.38144329896907,79.38144329896907,,78.11816192560175,78.72340425531915,78.72340425531915,82.63888888888889,81.98198198198197,80.0,80.65764023210832,79.38144329896907,83.33333333333334,79.38144329896907,,25.0,24.03846153846154,25.0,24.69135802469136,25.0,,25.57544757033248,24.271844660194176,23.809523809523807,21.645021645021643,22.22222222222222,23.04147465437788,23.809523809523807,24.449877750611247,22.727272727272727,25.0,,0.7619047619047619,0.763323050739283,0.7619047619047619,0.7627491745138805,0.7604938271604939,,0.7533556050883226,0.764340152426795,0.7677865612648221,0.7924414079391161,0.7867435158501441,0.776386404293381,0.7720860518427085,0.764523098584711,0.7857142857142858,0.7604938271604939,,0.23809523809523808,0.23667694926071695,0.23809523809523808,0.23725082548611964,0.23950617283950618,,0.24664439491167756,0.235659847573205,0.23221343873517783,0.20755859206088384,0.21325648414985593,0.22361359570661896,0.22791394815729143,0.23547690141528899,0.21428571428571427,0.23950617283950618,
202111100BOS,60.9375,57.80590717299579,60.629921259842526,60.629921259842526,60.31746031746032,,58.15899581589959,59.83935742971887,60.629921259842526,60.629921259842526,59.51417004048582,59.83935742971887,60.629921259842526,61.68582375478927,61.68582375478927,60.31746031746032,,44.44444444444444,43.66812227074236,43.66812227074236,43.66812227074236,44.05286343612335,,45.45454545454545,43.290043290043286,42.01680672268908,43.290043290043286,44.642857142857146,42.3728813559322,43.66812227074236,41.66666666666667,44.44444444444444,43.66812227074236,,0.5782537067545305,0.5696620848691737,0.5813140803745096,0.5813140803745096,0.5779177274554469,,0.5613069016152716,0.5802356749102311,0.5906658931218977,0.5834290025256668,0.5713889081696397,0.5854421949920086,0.5813140803745096,0.5968489341983317,0.5812274368231047,0.5800559925343288,,0.42174629324546953,0.4303379151308263,0.41868591962549034,0.41868591962549034,0.4220822725445531,,0.4386930983847283,0.41976432508976885,0.40933410687810223,0.4165709974743333,0.42861109183036034,0.4145578050079915,0.41868591962549034,0.40315106580166826,0.4187725631768953,0.41994400746567123,
202111100CHI,62.825278810408925,60.629921259842526,61.38996138996139,62.121212121212125,62.546816479400746,,63.23529411764706,62.121212121212125,61.68582375478927,61.68582375478927,61.68582375478927,61.38996138996139,60.629921259842526,62.546816479400746,62.546816479400746,61.68582375478927,,42.3728813559322,40.98360655737705,42.3728813559322,41.66666666666667,41.66666666666667,,40.32258064516129,40.98360655737705,40.65040650406504,42.3728813559322,44.05286343612335,41.1522633744856,43.66812227074236,40.81632653061224,43.66812227074236,41.66666666666667,,0.5972089123143268,0.5966717479674797,0.5916372351160444,0.5985401459854014,0.6001796945193171,,0.6106275767292716,0.6025054203806313,0.6027760021915807,0.5927983025461808,0.5833798904975497,0.5986798270759409,0.5813140803745096,0.6051172077201805,0.5888702400566651,0.5968489341983317,,0.4027910876856732,0.4033282520325203,0.40836276488395556,0.40145985401459855,0.39982030548068287,,0.3893724232707283,0.39749457961936885,0.3972239978084193,0.4072016974538193,0.41662010950245026,0.4013201729240591,0.41868591962549034,0.39488279227981954,0.41112975994333495,0.40315106580166826,
202111100CLE,43.66812227074236,41.84100418410041,43.290043290043286,42.5531914893617,42.91845493562232,,42.3728813559322,42.5531914893617,42.01680672268908,42.73504273504273,42.73504273504273,41.1522633744856,42.91845493562232,40.81632653061224,43.66812227074236,42.5531914893617,,61.68582375478927,59.51417004048582,61.38996138996139,61.38996138996139,61.38996138996139,,61.38996138996139,60.629921259842526,60.629921259842526,61.38996138996139,61.38996138996139,61.38996138996139,61.38996138996139,62.546816479400746,62.121212121212125,60.9375,,0.4144896695199225,0.4128156702822857,0.41354644014753544,0.40938907768908556,0.4114572576929798,,0.40836276488395556,0.41240461113817173,0.40933410687810223,0.41042056222863116,0.41042056222863116,0.4013201729240591,0.4114572576929798,0.39488279227981954,0.4127837888548377,0.41117892707998716,,0.5855103304800775,0.5871843297177143,0.5864535598524645,0.5906109223109144,0.5885427423070202,,0.5916372351160444,0.5875953888618283,0.5906658931218977,0.5895794377713688,0.5895794377713688,0.5986798270759409,0.5885427423070202,0.6051172077201805,0.5872162111451623,0.5888210729200128,
202111100DEN,42.73504273504273,40.16064257028113,42.3728813559322,41.66666666666667,42.01680672268908,,44.05286343612335,41.32231404958678,40.48582995951417,42.01680672268908,42.01680672268908,40.48582995951417,42.91845493562232,41.66666666666667,43.290043290043286,40.81632653061224,,62.546816479400746,61.38996138996139,61.38996138996139,62.121212121212125,62.121212121212125,,59.83935742971887,61.68582375478927,62.121212121212125,62.121212121212125,62.121212121212125,62.121212121212125,61.38996138996139,61.68582375478927,62.825278810408925,62.546816479400746,,0.40591079084192283,0.3954741872929105,0.40836276488395556,0.40145985401459855,0.4034723071280108,,0.42402465814076257,0.4011558206018875,0.3945716506247384,0.4034723071280108,0.4034723071280108,0.3945716506247384,0.4114572576929798,0.40315106580166826,0.4079528048651026,0.39488279227981954,,0.5940892091580772,0.6045258127070896,0.5916372351160444,0.5985401459854014,0.5965276928719893,,0.5759753418592374,0.5988441793981125,0.6054283493752616,0.5965276928719893,0.5965276928719893,0.6054283493752616,0.5885427423070202,0.5968489341983317,0.5920471951348975,0.6051172077201805,
202111100GSW,77.52808988764045,74.09326424870466,76.35933806146572,76.35933806146572,76.905311778291,,75.72815533980582,76.35933806146572,75.18610421836229,76.905311778291,76.905311778291,76.35933806146572,75.18610421836229,76.905311778291,77.52808988764045,76.35933806146572,,27.548209366391184,27.472527472527474,28.57142857142857,27.77777777777778,27.24795640326976,,27.932960893854748,26.666666666666668,27.472527472527474,27.173913043478255,28.57142857142857,26.881720430107524,28.98550724637681,27.3972602739726,28.24858757062147,27.77777777777778,,0.7378266120717589,0.7295100347572597,0.727711618925008,0.7332576617480135,0.7383859683042214,,0.7305357890330682,0.7411656723267553,0.732389502762431,0.7389112660090206,0.7291210509852988,0.7396218052888167,0.7217523388683674,0.7373290060359732,0.7329412470743564,0.7332576617480135,,0.2621733879282411,0.27048996524274027,0.2722883810749919,0.26674233825198634,0.26161403169577857,,0.26946421096693174,0.2588343276732446,0.2676104972375691,0.2610887339909794,0.2708789490147013,0.26037819471118334,0.2782476611316325,0.26267099396402677,0.2670587529256437,0.26674233825198634,
202111100HOU,60.629921259842526,58.8477366255144,59.83935742971887,59.51417004048582,59.83935742971887,,60.31746031746032,59.51417004048582,59.18367346938776,59.18367346938776,60.629921259842526,56.14035087719298,60.629921259842526,60.31746031746032,60.31746031746032,59.51417004048582,,44.642857142857146,42.73504273504273,44.05286343612335,44.44444444444444,44.44444444444444,,43.66812227074236,43.66812227074236,43.66812227074236,44.843049327354265,45.04504504504504,46.2962962962963,44.05286343612335,43.66812227074236,45.662100456621005,44.44444444444444,,0.5759316147989849,0.5793081956995949,0.5759753418592374,0.5724794461272177,0.5738125802310655,,0.5800559925343288,0.5767866627829276,0.5754267394506543,0.5689275974311604,0.5737396791300262,0.5480494766888677,0.5791775738096027,0.5800559925343288,0.5691423881821912,0.5724794461272177,,0.4240683852010151,0.4206918043004051,0.42402465814076257,0.42752055387278237,0.42618741976893454,,0.41994400746567123,0.4232133372170725,0.4245732605493458,0.4310724025688396,0.42626032086997384,0.4519505233111323,0.4208224261903973,0.41994400746567123,0.43085761181780874,0.42752055387278237,
202111100LAL,35.3356890459364,35.587188612099645,35.842293906810035,36.101083032490976,34.72222222222222,,37.03703703703704,34.129692832764505,33.557046979865774,35.2112676056338,34.48275862068966,33.89830508474576,37.735849056603776,34.48275862068966,36.36363636363637,36.36363636363637,,69.96996996996997,66.21621621621621,66.66666666666666,68.05111821086261,69.41896024464832,,66.66666666666666,68.94409937888199,66.66666666666666,68.94409937888199,71.42857142857143,68.94409937888199,66.66666666666666,68.94409937888199,69.96996996996997,68.05111821086261,,0.3355535626114733,0.3495677641834759,0.3496503496503497,0.34661853135624193,0.3334149027284963,,0.3571428571428572,0.33111901774880204,0.3348214285714286,0.3380648412565093,0.3255813953488372,0.32961408537209536,0.3614457831325302,0.33340236073721274,0.34197689345314514,0.34826147426981924,,0.6644464373885266,0.6504322358165242,0.6503496503496504,0.653381468643758,0.6665850972715038,,0.6428571428571428,0.668880982251198,0.6651785714285714,0.6619351587434907,0.6744186046511628,0.6703859146279046,0.6385542168674698,0.6665976392627874,0.6580231065468549,0.6517385257301808,
202111100MEM,65.39792387543253,64.53900709219859,66.21621621621621,65.39792387543253,64.91228070175438,,63.63636363636363,64.15770609318996,64.91228070175438,64.91228070175438,65.75342465753424,64.15770609318996,65.75342465753424,64.91228070175438,65.75342465753424,64.91228070175438,,40.0,36.76470588235294,39.37007874015748,38.61003861003861,39.37007874015748,,40.0,39.0625,37.59398496240601,39.0625,39.68253968253968,38.31417624521073,38.46153846153847,37.735849056603776,40.16064257028113,37.735849056603776,,0.6204858831254104,0.6370843199835272,0.6271288924720346,0.6287780503782868,0.6224665518611736,,0.6140350877192983,0.6215614996473333,0.6332518337408313,0.6243079356709729,0.6236337389152402,0.6261005910022917,0.6309403437815975,0.6323766526926798,0.6208186162476625,0.6323766526926798,,0.37951411687458964,0.36291568001647273,0.3728711075279654,0.3712219496217133,0.37753344813882633,,0.3859649122807018,0.37843850035266674,0.3667481662591687,0.3756920643290272,0.37636626108475973,0.3738994089977084,0.3690596562184025,0.36762334730732027,0.37918138375233745,0.36762334730732027,
202111100NOP,64.91228070175438,63.23529411764706,64.15770609318996,64.53900709219859,64.53900709219859,,64.53900709219859,64.15770609318996,64.15770609318996,64.53900709219859,64.53900709219859,64.15770609318996,64.15770609318996,64.53900709219859,65.39792387543253,64.53900709219859,,40.32258064516129,38.02281368821293,40.0,39.68253968253968,39.68253968253968,,39.37007874015748,39.0625,38.46153846153847,39.68253968253968,40.81632653061224,38.61003861003861,40.0,38.46153846153847,40.48582995951417,38.46153846153847,,0.6168324818499598,0.6244961069081671,0.6159669649002064,0.6192482177576151,0.6192482177576151,,0.6211103348202289,0.6215614996473333,0.6252015045674368,0.6192482177576151,0.612584146173925,0.6242980837855671,0.6159669649002064,0.6265889830508474,0.617638887051321,0.6265889830508474,,0.38316751815004035,0.37550389309183274,0.38403303509979353,0.3807517822423849,0.3807517822423849,,0.378889665179771,0.37843850035266674,0.3747984954325632,0.3807517822423849,0.3874158538260749,0.3757019162144329,0.38403303509979353,0.3734110169491526,0.3823611129486789,0.3734110169491526,
202111100NYK,62.546816479400746,60.629921259842526,60.629921259842526,62.121212121212125,61.68582375478927,,61.68582375478927,61.38996138996139,60.629921259842526,62.121212121212125,61.68582375478927,61.38996138996139,61.68582375478927,62.546816479400746,62.825278810408925,61.68582375478927,,42.73504273504273,40.98360655737705,41.66666666666667,41.66666666666667,42.5531914893617,,42.01680672268908,41.66666666666667,42.01680672268908,42.01680672268908,44.05286343612335,41.32231404958678,42.5531914893617,40.81632653061224,43.290043290043286,41.66666666666667,,0.5940892091580772,0.5966717479674797,0.5926876202694035,0.5985401459854014,0.5917728943458199,,0.5948337421217672,0.5956915391820169,0.5906658931218977,0.5965276928719893,0.5833798904975497,0.5976886514026531,0.5917728943458199,0.6051172077201805,0.5920471951348975,0.5968489341983317,,0.40591079084192283,0.4033282520325203,0.40731237973059653,0.40145985401459855,0.40822710565418,,0.40516625787823285,0.40430846081798316,0.40933410687810223,0.4034723071280108,0.41662010950245026,0.40231134859734696,0.40822710565418,0.39488279227981954,0.4079528048651026,0.40315106580166826,
202111100ORL,22.47191011235955,21.1864406779661,22.22222222222222,21.27659574468085,21.50537634408602,,21.052631578947366,21.052631578947366,20.66115702479339,21.88183807439825,21.78649237472767,20.70393374741201,21.78649237472767,20.833333333333336,23.25581395348837,22.22222222222222,,82.63888888888889,80.0,83.33333333333334,82.63888888888889,82.63888888888889,,82.63888888888889,81.98198198198197,81.98198198198197,81.98198198198197,81.98198198198197,82.63888888888889,82.63888888888889,82.63888888888889,83.33333333333334,81.98198198198197,,0.21379259149283644,0.20938023450586263,0.21052631578947364,0.2047490402388739,0.20649602064960207,,0.2030313711667254,0.20432581684307408,0.20129116494994925,0.2106781559018354,0.2099529024570164,0.20034225134604952,0.20863215543095578,0.20134228187919465,0.21818181818181814,0.21325648414985593,,0.7862074085071635,0.7906197654941374,0.7894736842105263,0.7952509597611261,0.793503979350398,,0.7969686288332746,0.7956741831569258,0.7987088350500509,0.7893218440981646,0.7900470975429835,0.7996577486539505,0.7913678445690442,0.7986577181208053,0.7818181818181819,0.7867435158501441,
202111100PHO,67.53246753246754,65.39792387543253,65.39792387543253,66.66666666666666,67.10526315789474,,68.45425867507886,66.66666666666666,65.39792387543253,66.66666666666666,66.66666666666666,65.75342465753424,66.66666666666666,66.66666666666666,67.53246753246754,66.66666666666666,,37.735849056603776,36.36363636363637,37.03703703703704,37.03703703703704,37.3134328358209,,35.2112676056338,36.36363636363637,34.72222222222222,37.45318352059925,37.735849056603776,36.90036900369004,37.735849056603776,36.36363636363637,38.46153846153847,37.03703703703704,,0.6415270018621975,0.6426584234930448,0.6384336294257476,0.6428571428571428,0.6426556328756818,,0.6603377335847762,0.6470588235294117,0.6531944511112178,0.6402877697841726,0.6385542168674698,0.6405357494583415,0.6385542168674698,0.6470588235294117,0.6371347785108388,0.6428571428571428,,0.35847299813780265,0.3573415765069552,0.3615663705742525,0.3571428571428572,0.3573443671243183,,0.3396622664152237,0.35294117647058826,0.3468055488887822,0.3597122302158273,0.3614457831325302,0.3594642505416585,0.3614457831325302,0.35294117647058826,0.36286522148916117,0.3571428571428572,
202111100SAS,52.83018867924528,50.73891625615764,52.38095238095239,52.15311004784689,52.38095238095239,,52.38095238095239,51.92307692307693,52.60663507109005,53.48837209302325,53.271028037383175,53.271028037383175,52.60663507109005,53.70370370370371,54.337899543379,52.60663507109005,,52.38095238095239,50.73891625615764,51.92307692307693,52.15311004784689,51.92307692307693,,51.21951219512195,51.21951219512195,50.0,50.495049504950494,50.73891625615764,49.50495049504951,51.45631067961165,51.21951219512195,51.45631067961165,52.60663507109005,,0.502134927412468,0.5,0.5021949078138718,0.5,0.5021949078138718,,0.5056053811659194,0.5034106412005457,0.5127020785219399,0.5143932683790965,0.5121724504249292,0.5183217790582515,0.50552706048815,0.5118381403357727,0.5136188400938653,0.5,,0.4978650725875321,0.5,0.4978050921861282,0.5,0.4978050921861282,,0.4943946188340807,0.49658935879945426,0.48729792147806006,0.48560673162090345,0.48782754957507085,0.4816782209417485,0.49447293951185006,0.48816185966422726,0.48638115990613473,0.5,
