,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb
Bookmaker,1xBet (%),Coolbet (%),GGBET (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%),1xBet (%),Coolbet (%),GGBET (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%)
game_id,,,,,,,,,,,,,,,,,,,,
201911230ATL,28.901734104046245,28.40909090909091,29.154518950437318,28.57142857142857,28.57142857142857,29.411764705882355,28.57142857142857,29.585798816568047,29.411764705882355,27.77777777777778,75.18610421836229,74.61928934010153,76.35933806146572,74.09326424870466,74.61928934010153,75.18610421836229,75.18610421836229,76.35933806146572,75.18610421836229,76.905311778291
201911230CHO,47.16981132075472,47.61904761904761,48.54368932038835,46.728971962616825,47.16981132075472,48.07692307692308,49.01960784313725,49.504950495049506,49.01960784313725,49.01960784313725,55.15695067264574,55.55555555555556,56.14035087719298,55.947136563876654,55.15695067264574,55.947136563876654,55.55555555555556,56.52173913043478,55.55555555555556,56.14035087719298
201911230CLE,31.347962382445143,30.864197530864196,32.6797385620915,31.05590062111801,30.864197530864196,32.89473684210527,30.3951367781155,32.6797385620915,31.746031746031743,35.842293906810035,70.93023255813954,71.91011235955057,72.45179063360881,71.42857142857143,71.91011235955057,71.42857142857143,72.97297297297297,73.54497354497354,72.45179063360881,68.94409937888199
201911230IND,70.93023255813954,72.97297297297297,72.97297297297297,71.42857142857143,71.91011235955057,72.45179063360881,72.97297297297297,73.54497354497354,73.54497354497354,73.54497354497354,31.347962382445143,31.25,31.545741324921135,31.05590062111801,31.15264797507788,31.746031746031743,30.3951367781155,32.6797385620915,30.76923076923077,31.25
201911230MEM,25.906735751295333,28.24858757062147,28.653295128939828,25.64102564102564,25.188916876574307,27.77777777777778,25.31645569620253,26.385224274406333,26.31578947368421,29.411764705882355,78.11816192560175,75.72815533980582,76.35933806146572,76.905311778291,78.11816192560175,75.72815533980582,78.11816192560175,79.38144329896907,78.72340425531915,75.18610421836229
201911230MIL,90.9090909090909,90.08919722497522,91.74236168455822,90.08919722497522,91.74236168455822,92.5925925925926,92.5925925925926,93.4597776324395,91.74236168455822,91.74236168455822,11.627906976744185,13.88888888888889,13.262599469496022,12.21001221001221,11.750881316098708,10.526315789473683,11.76470588235294,12.135922330097088,12.5,12.5
201911230MIN,64.53900709219859,66.21621621621621,68.45425867507886,65.39792387543253,63.63636363636363,66.66666666666666,64.91228070175438,64.53900709219859,64.53900709219859,67.53246753246754,37.735849056603776,37.735849056603776,37.03703703703704,37.174721189591075,39.0625,37.735849056603776,37.735849056603776,41.49377593360996,38.46153846153847,37.03703703703704
201911230NYK,44.052863436123346,44.052863436123346,47.16981132075472,43.66812227074236,44.052863436123346,44.052863436123346,44.44444444444444,46.2962962962963,44.44444444444444,44.44444444444444,59.83935742971887,59.183673469387756,58.50622406639005,58.8477366255144,58.50622406639005,60.317460317460316,59.183673469387756,59.51417004048582,59.51417004048582,59.83935742971887
201911230PHI,68.05111821086261,69.41896024464832,68.94409937888199,68.45425867507886,69.41896024464832,70.93023255813954,68.94409937888199,70.41420118343196,69.96996996996997,67.53246753246754,34.36426116838488,34.48275862068966,36.101083032490976,34.129692832764505,33.44481605351171,33.33333333333333,34.48275862068966,35.842293906810035,34.48275862068966,37.03703703703704
201911230UTA,68.45425867507886,69.41896024464832,70.93023255813954,68.94409937888199,68.94409937888199,69.41896024464832,68.94409937888199,69.96996996996997,69.96996996996997,68.94409937888199,33.89830508474576,33.670033670033675,34.602076124567475,33.670033670033675,33.89830508474576,34.72222222222222,34.48275862068966,36.101083032490976,34.48275862068966,35.842293906810035
201911240DEN,85.46511627906976,86.96219035202087,84.7560975609756,86.20689655172413,86.20689655172413,86.96219035202087,86.96219035202087,90.08919722497522,86.96219035202087,85.46511627906976,16.94915254237288,17.123287671232877,20.242914979757085,16.666666666666664,17.035775127768314,16.666666666666664,17.391304347826086,15.974440894568689,17.391304347826086,19.047619047619047
201911240HOU,68.05111821086261,68.94409937888199,70.41420118343196,68.45425867507886,69.41896024464832,68.45425867507886,68.94409937888199,68.45425867507886,70.41420118343196,69.41896024464832,34.36426116838488,34.24657534246575,35.08771929824561,34.129692832764505,33.44481605351171,35.842293906810035,34.48275862068966,37.59398496240601,33.89830508474576,35.08771929824561
201911240LAC,89.28188638799571,90.08919722497522,91.74236168455822,89.28188638799571,90.08919722497522,90.9090909090909,91.74236168455822,93.4597776324395,90.9090909090909,91.74236168455822,12.987012987012985,13.793103448275861,13.75515818431912,13.333333333333334,12.886597938144329,12.5,12.5,12.468827930174564,13.333333333333334,13.333333333333334
201911240NYK,46.728971962616825,45.87155963302752,46.728971962616825,46.08294930875576,46.08294930875576,45.87155963302752,46.728971962616825,48.54368932038835,46.728971962616825,45.45454545454545,55.947136563876654,58.15899581589959,58.8477366255144,56.52173913043478,56.52173913043478,58.50622406639005,57.446808510638306,57.446808510638306,57.446808510638306,58.8477366255144
201911240WAS,56.14035087719298,56.14035087719298,62.121212121212125,56.896551724137936,56.14035087719298,57.80590717299579,56.52173913043478,57.446808510638306,56.896551724137936,57.08154506437768,46.08294930875576,46.728971962616825,42.91845493562232,45.662100456621005,46.2962962962963,46.2962962962963,47.61904761904761,49.01960784313725,47.61904761904761,47.61904761904761
201911250ATL,38.16793893129771,37.03703703703704,40.48582995951417,37.59398496240601,37.03703703703704,38.02281368821293,37.03703703703704,39.682539682539684,38.46153846153847,40.816326530612244,64.53900709219859,65.75342465753424,64.91228070175438,64.91228070175438,65.75342465753424,65.75342465753424,65.39792387543253,66.21621621621621,64.53900709219859,63.63636363636363
201911250BOS,70.93023255813954,70.41420118343196,74.09326424870466,71.42857142857143,70.41420118343196,70.93023255813954,71.42857142857143,70.93023255813954,71.42857142857143,73.54497354497354,31.347962382445143,32.467532467532465,30.959752321981426,31.05590062111801,32.362459546925564,33.33333333333333,32.25806451612903,34.84320557491289,32.25806451612903,31.25
201911250CHI,51.21951219512195,53.48837209302325,50.73891625615764,50.24875621890548,50.0,50.98039215686274,51.21951219512195,51.45631067961165,51.21951219512195,51.21951219512195,50.98039215686274,50.495049504950494,54.54545454545454,52.38095238095239,52.38095238095239,52.83018867924528,53.48837209302325,54.337899543378995,53.70370370370371,53.48837209302325
201911250CLE,52.83018867924528,53.271028037383175,56.14035087719298,53.48837209302325,52.60663507109005,53.271028037383175,53.48837209302325,54.54545454545454,53.70370370370371,56.14035087719298,49.504950495049506,50.73891625615764,49.504950495049506,49.01960784313725,50.0,51.45631067961165,51.21951219512195,51.45631067961165,51.21951219512195,49.01960784313725
201911250DET,64.53900709219859,63.63636363636363,65.75342465753424,65.39792387543253,65.39792387543253,64.53900709219859,65.39792387543253,66.21621621621621,65.75342465753424,66.66666666666666,37.735849056603776,40.32258064516129,39.682539682539684,37.174721189591075,37.3134328358209,40.32258064516129,37.03703703703704,39.682539682539684,37.453183520599254,37.735849056603776
201911250GSW,28.901734104046245,28.57142857142857,29.239766081871345,28.57142857142857,28.57142857142857,29.850746268656714,28.57142857142857,29.154518950437318,28.57142857142857,29.411764705882355,73.54497354497354,74.61928934010153,75.72815533980582,74.09326424870466,74.09326424870466,74.09326424870466,75.18610421836229,76.905311778291,75.72815533980582,75.18610421836229
201911250IND,81.98198198198197,81.30841121495327,81.98198198198197,81.98198198198197,82.63888888888889,84.02555910543131,81.30841121495327,86.20689655172413,83.33333333333334,81.98198198198197,21.008403361344538,22.727272727272727,23.52941176470588,20.66115702479339,20.533880903490758,20.408163265306122,22.22222222222222,19.569471624266143,21.052631578947366,22.22222222222222
201911250MIA,85.46511627906976,85.46511627906976,86.20689655172413,84.7560975609756,84.7560975609756,86.20689655172413,86.96219035202087,87.71498771498771,86.96219035202087,85.46511627906976,18.34862385321101,18.587360594795538,19.305019305019304,18.01801801801802,18.38235294117647,17.391304347826086,17.391304347826086,18.587360594795538,17.391304347826086,19.047619047619047
201911250MIL,81.30841121495327,81.30841121495327,81.98198198198197,80.65764023210832,80.65764023210832,81.98198198198197,81.30841121495327,83.33333333333334,81.30841121495327,81.98198198198197,22.421524663677133,22.883295194508012,23.04147465437788,21.978021978021978,22.727272727272727,21.78649237472767,22.22222222222222,22.421524663677133,23.52941176470588,22.22222222222222
201911250SAS,38.16793893129771,38.16793893129771,37.453183520599254,38.02281368821293,38.31417624521073,39.37007874015748,37.03703703703704,38.46153846153847,37.735849056603776,35.842293906810035,66.66666666666666,64.91228070175438,68.05111821086261,64.53900709219859,64.15770609318996,64.91228070175438,65.39792387543253,68.05111821086261,64.91228070175438,68.94409937888199
201911250TOR,47.16981132075472,46.728971962616825,50.0,47.16981132075472,47.16981132075472,47.16981132075472,47.61904761904761,49.504950495049506,47.61904761904761,49.01960784313725,54.95495495495496,57.446808510638306,55.55555555555556,55.55555555555556,55.55555555555556,57.08154506437768,56.52173913043478,56.896551724137936,56.896551724137936,55.55555555555556
201911260DAL,48.07692307692308,48.07692307692308,50.24875621890548,47.61904761904761,48.54368932038835,49.504950495049506,49.01960784313725,50.24875621890548,49.01960784313725,50.0,54.337899543378995,56.14035087719298,55.15695067264574,54.95495495495496,54.12844036697248,54.54545454545454,55.55555555555556,55.947136563876654,55.55555555555556,54.54545454545454
201911260DEN,83.33333333333334,84.02555910543131,82.63888888888889,84.02555910543131,83.33333333333334,84.7560975609756,84.7560975609756,86.96219035202087,83.33333333333334,83.33333333333334,18.867924528301888,19.801980198019802,23.364485981308412,18.726591760299627,19.723865877712033,18.51851851851852,19.047619047619047,18.76172607879925,21.052631578947366,21.052631578947366
201911270BOS,77.52808988764045,79.38144329896907,79.38144329896907,78.11816192560175,79.38144329896907,79.38144329896907,80.0,81.98198198198197,79.38144329896907,78.11816192560175,24.752475247524753,24.509803921568626,25.64102564102564,24.449877750611247,23.980815347721823,25.64102564102564,23.809523809523807,24.213075060532688,25.0,26.31578947368421
201911270CHO,39.37007874015748,39.682539682539684,40.816326530612244,39.0625,39.682539682539684,40.816326530612244,39.37007874015748,41.32231404958678,39.37007874015748,40.0,62.825278810408925,63.23529411764706,64.15770609318996,63.63636363636363,62.825278810408925,63.23529411764706,63.63636363636363,64.53900709219859,63.63636363636363,64.53900709219859
201911270CLE,51.92307692307693,50.73891625615764,52.83018867924528,51.21951219512195,51.92307692307693,52.15311004784689,53.48837209302325,53.48837209302325,53.70370370370371,50.0,50.98039215686274,52.38095238095239,52.15311004784689,51.21951219512195,50.73891625615764,52.15311004784689,51.21951219512195,52.38095238095239,51.21951219512195,54.54545454545454
201911270GSW,45.45454545454545,45.87155963302752,46.728971962616825,45.04504504504504,45.662100456621005,46.2962962962963,47.61904761904761,48.54368932038835,46.728971962616825,45.45454545454545,57.446808510638306,57.08154506437768,59.51417004048582,57.446808510638306,56.896551724137936,57.80590717299579,56.52173913043478,57.80590717299579,57.446808510638306,58.8477366255144
201911270HOU,75.72815533980582,76.905311778291,75.18610421836229,76.35933806146572,75.72815533980582,75.18610421836229,76.905311778291,76.905311778291,76.905311778291,76.905311778291,26.595744680851062,27.247956403269757,29.850746268656714,26.31578947368421,27.027027027027028,28.985507246376812,27.027027027027028,28.818443804034583,27.397260273972602,27.77777777777778
201911270IND,52.60663507109005,53.70370370370371,52.60663507109005,53.271028037383175,53.48837209302325,52.38095238095239,54.54545454545454,55.15695067264574,54.54545454545454,55.55555555555556,49.504950495049506,49.504950495049506,52.38095238095239,49.504950495049506,49.01960784313725,52.38095238095239,50.0,50.73891625615764,50.0,49.01960784313725
201911270MEM,29.761904761904763,31.05590062111801,29.239766081871345,29.585798816568047,30.76923076923077,29.850746268656714,30.3951367781155,33.557046979865774,31.746031746031743,31.25,74.61928934010153,72.97297297297297,75.72815533980582,72.97297297297297,71.91011235955057,74.09326424870466,72.97297297297297,72.45179063360881,72.45179063360881,73.54497354497354
201911270MIL,92.5925925925926,93.4597776324395,94.34069043576685,92.5925925925926,92.5925925925926,94.34069043576685,93.4597776324395,96.15384615384616,93.4597776324395,94.34069043576685,9.090909090909092,10.775862068965516,10.660980810234541,9.75609756097561,10.638297872340425,8.695652173913043,10.526315789473683,9.891196834817013,11.11111111111111,10.0
201911270NOP,28.901734104046245,30.211480362537763,29.850746268656714,27.932960893854748,28.57142857142857,29.850746268656714,28.57142857142857,30.959752321981426,29.411764705882355,31.25,75.18610421836229,74.09326424870466,75.18610421836229,74.61928934010153,74.61928934010153,74.61928934010153,75.18610421836229,75.18610421836229,75.18610421836229,73.54497354497354
201911270PHI,81.30841121495327,84.02555910543131,81.30841121495327,81.98198198198197,82.63888888888889,81.30841121495327,83.33333333333334,84.02555910543131,83.33333333333334,81.98198198198197,21.008403361344538,20.0,23.696682464454977,20.833333333333336,20.833333333333336,22.22222222222222,20.0,22.075055187637968,21.052631578947366,22.22222222222222
201911270PHO,72.45179063360881,74.09326424870466,75.18610421836229,73.54497354497354,74.09326424870466,74.09326424870466,73.54497354497354,74.61928934010153,74.61928934010153,75.18610421836229,29.585798816568047,28.985507246376812,29.850746268656714,29.239766081871345,28.985507246376812,29.850746268656714,29.411764705882355,31.15264797507788,29.850746268656714,29.411764705882355
201911270POR,58.15899581589959,57.446808510638306,59.183673469387756,58.8477366255144,58.50622406639005,58.50622406639005,59.183673469387756,59.183673469387756,59.51417004048582,58.8477366255144,44.052863436123346,46.728971962616825,45.87155963302752,43.66812227074236,44.052863436123346,45.45454545454545,44.44444444444444,47.16981132075472,44.44444444444444,45.45454545454545
201911270SAS,59.83935742971887,59.51417004048582,59.83935742971887,60.629921259842526,60.317460317460316,58.8477366255144,59.83935742971887,61.68582375478927,60.9375,58.8477366255144,42.3728813559322,44.44444444444444,45.04504504504504,42.016806722689076,42.3728813559322,44.843049327354265,43.66812227074236,44.44444444444444,42.5531914893617,45.45454545454545
201911270TOR,81.30841121495327,85.46511627906976,84.02555910543131,81.98198198198197,83.33333333333334,82.63888888888889,84.7560975609756,84.7560975609756,84.02555910543131,84.7560975609756,21.008403361344538,18.51851851851852,21.008403361344538,20.66115702479339,20.04008016032064,20.833333333333336,19.047619047619047,21.321961620469082,20.0,20.0
201911290BRK,37.03703703703704,38.16793893129771,38.759689922480625,36.36363636363637,38.31417624521073,36.36363636363637,37.735849056603776,40.98360655737705,39.37007874015748,39.37007874015748,67.53246753246754,65.75342465753424,66.66666666666666,66.21621621621621,64.15770609318996,67.53246753246754,64.91228070175438,64.91228070175438,63.63636363636363,65.39792387543253
201911290CLE,14.5985401459854,16.260162601626014,17.006802721088434,14.925373134328357,14.5985401459854,14.814814814814813,15.384615384615385,14.925373134328357,16.0,15.384615384615385,88.49252013808976,87.71498771498771,88.49252013808976,87.71498771498771,88.49252013808976,88.49252013808976,89.28188638799571,90.9090909090909,88.49252013808976,89.28188638799571
201911290DET,76.35933806146572,79.38144329896907,77.52808988764045,76.905311778291,78.72340425531915,76.905311778291,79.38144329896907,80.65764023210832,80.0,76.905311778291,25.906735751295333,24.691358024691358,27.85515320334262,25.64102564102564,24.449877750611247,27.027027027027028,24.449877750611247,25.44529262086514,24.449877750611247,27.77777777777778
201911290IND,85.46511627906976,86.20689655172413,84.02555910543131,86.20689655172413,86.96219035202087,86.20689655172413,86.96219035202087,90.08919722497522,86.96219035202087,86.96219035202087,16.666666666666664,17.88908765652952,21.27659574468085,16.129032258064516,16.58374792703151,17.24137931034483,17.391304347826086,16.207455429497568,17.391304347826086,17.391304347826086
201911290LAL,89.28188638799571,87.71498771498771,86.20689655172413,87.71498771498771,88.49252013808976,89.28188638799571,89.28188638799571,90.9090909090909,88.49252013808976,87.71498771498771,14.285714285714285,16.260162601626014,19.801980198019802,14.5985401459854,14.925373134328357,14.285714285714285,15.384615384615385,14.684287812041116,16.0,16.666666666666664
201911290MEM,27.173913043478258,28.735632183908045,29.239766081871345,26.881720430107524,27.173913043478258,28.57142857142857,27.397260273972602,29.585798816568047,27.77777777777778,27.77777777777778,75.18610421836229,75.18610421836229,75.72815533980582,75.72815533980582,75.72815533980582,75.18610421836229,76.35933806146572,76.35933806146572,76.35933806146572,76.905311778291
201911290MIA,87.71498771498771,88.49252013808976,89.28188638799571,86.96219035202087,87.71498771498771,88.49252013808976,89.28188638799571,90.9090909090909,88.49252013808976,88.49252013808976,14.925373134328357,15.723270440251572,16.207455429497568,15.267175572519085,15.625,15.384615384615385,15.384615384615385,15.267175572519085,16.0,16.0
201911290NYK,29.761904761904763,32.154340836012864,30.3951367781155,30.211480362537763,31.746031746031743,32.89473684210527,32.25806451612903,33.33333333333333,32.25806451612903,31.25,74.61928934010153,71.91011235955057,75.18610421836229,72.45179063360881,70.93023255813954,71.42857142857143,71.42857142857143,72.45179063360881,71.42857142857143,73.54497354497354
201911290OKC,65.39792387543253,66.66666666666666,64.15770609318996,65.75342465753424,65.75342465753424,68.05111821086261,66.66666666666666,66.21621621621621,66.66666666666666,66.66666666666666,37.03703703703704,37.03703703703704,41.32231404958678,36.76470588235294,37.03703703703704,35.842293906810035,36.36363636363637,39.682539682539684,37.03703703703704,37.735849056603776
201911290ORL,42.3728813559322,43.66812227074236,41.32231404958678,42.016806722689076,42.5531914893617,43.290043290043286,41.66666666666667,45.662100456621005,42.5531914893617,44.44444444444444,62.121212121212125,60.629921259842526,64.15770609318996,60.629921259842526,59.83935742971887,60.9375,61.68582375478927,60.317460317460316,60.9375,60.629921259842526
201911290PHO,46.728971962616825,46.728971962616825,46.08294930875576,46.08294930875576,44.843049327354265,47.16981132075472,46.728971962616825,49.01960784313725,47.61904761904761,45.45454545454545,55.947136563876654,57.446808510638306,58.8477366255144,56.52173913043478,57.446808510638306,56.896551724137936,57.446808510638306,56.896551724137936,56.896551724137936,58.8477366255144
201911290POR,76.35933806146572,75.18610421836229,76.905311778291,75.18610421836229,74.61928934010153,73.54497354497354,75.18610421836229,75.72815533980582,75.18610421836229,74.61928934010153,27.932960893854748,28.735632183908045,28.57142857142857,27.624309392265197,28.57142857142857,31.25,28.57142857142857,30.3951367781155,29.411764705882355,30.3951367781155
201911290SAS,34.36426116838488,34.602076124567475,33.557046979865774,34.129692832764505,33.557046979865774,35.08771929824561,34.48275862068966,37.59398496240601,35.08771929824561,33.33333333333333,70.41420118343196,69.41896024464832,71.91011235955057,68.45425867507886,68.94409937888199,68.94409937888199,68.94409937888199,68.45425867507886,69.41896024464832,71.42857142857143
201911300HOU,91.74236168455822,92.5925925925926,90.9090909090909,91.74236168455822,91.74236168455822,94.34069043576685,92.5925925925926,95.23809523809523,93.4597776324395,92.5925925925926,10.638297872340425,11.560693641618498,14.5985401459854,10.75268817204301,11.481056257175661,10.0,11.11111111111111,10.537407797681771,11.11111111111111,11.76470588235294
201911300MIL,91.74236168455822,92.5925925925926,91.74236168455822,91.74236168455822,91.74236168455822,91.74236168455822,92.5925925925926,95.23809523809523,93.4597776324395,93.4597776324395,10.526315789473683,11.389521640091116,13.75515818431912,10.989010989010989,11.389521640091116,11.76470588235294,11.11111111111111,10.84598698481562,11.11111111111111,10.81081081081081
201911300PHI,70.93023255813954,71.91011235955057,72.97297297297297,71.42857142857143,71.91011235955057,71.42857142857143,72.97297297297297,73.54497354497354,72.97297297297297,74.61928934010153,31.347962382445143,30.959752321981426,32.467532467532465,31.05590062111801,30.864197530864196,32.25806451612903,30.3951367781155,32.6797385620915,31.25,30.3951367781155
201911300SAC,40.16064257028113,40.0,38.759689922480625,39.682539682539684,40.16064257028113,40.0,39.37007874015748,43.290043290043286,40.0,40.816326530612244,64.53900709219859,62.825278810408925,66.66666666666666,62.825278810408925,62.546816479400746,64.53900709219859,63.63636363636363,62.825278810408925,63.23529411764706,63.63636363636363
201912010BRK,37.735849056603776,39.682539682539684,44.052863436123346,37.174721189591075,37.59398496240601,41.66666666666667,37.735849056603776,40.0,38.46153846153847,40.816326530612244,65.75342465753424,64.15770609318996,60.9375,65.39792387543253,64.91228070175438,63.23529411764706,64.91228070175438,66.21621621621621,64.53900709219859,63.63636363636363
201912010DET,57.446808510638306,58.50622406639005,59.83935742971887,58.15899581589959,58.50622406639005,58.8477366255144,59.183673469387756,58.8477366255144,59.51417004048582,58.8477366255144,44.642857142857146,44.44444444444444,45.04504504504504,44.44444444444444,44.44444444444444,44.843049327354265,44.44444444444444,47.61904761904761,44.44444444444444,45.45454545454545
201912010LAC,90.08919722497522,90.9090909090909,89.28188638799571,90.08919722497522,90.08919722497522,89.28188638799571,90.08919722497522,91.74236168455822,90.08919722497522,90.08919722497522,12.345679012345679,13.386880856760374,15.723270440251572,12.82051282051282,13.157894736842104,14.285714285714285,13.793103448275861,13.94700139470014,14.285714285714285,14.285714285714285
201912010LAL,71.91011235955057,72.45179063360881,74.09326424870466,72.45179063360881,72.97297297297297,73.54497354497354,72.97297297297297,72.97297297297297,72.97297297297297,73.54497354497354,30.3951367781155,31.446540880503143,30.959752321981426,30.211480362537763,30.03003003003003,30.76923076923077,30.3951367781155,33.11258278145696,31.25,31.25
201912010MIN,88.49252013808976,90.08919722497522,86.96219035202087,88.49252013808976,89.28188638799571,87.71498771498771,90.08919722497522,NaN,90.08919722497522,88.49252013808976,14.084507042253522,14.064697609001406,18.050541516245488,14.388489208633093,13.966480446927374,15.625,14.285714285714285,NaN,14.285714285714285,16.0
201912010NOP,58.15899581589959,57.80590717299579,59.183673469387756,58.8477366255144,57.80590717299579,59.51417004048582,58.50622406639005,59.51417004048582,59.51417004048582,59.83935742971887,44.052863436123346,45.04504504504504,45.87155963302752,43.66812227074236,44.642857142857146,44.44444444444444,45.45454545454545,46.728971962616825,44.44444444444444,44.44444444444444
201912010NYK,27.173913043478258,25.906735751295333,27.472527472527474,26.881720430107524,27.027027027027028,27.77777777777778,27.027027027027028,28.818443804034583,27.027027027027028,27.77777777777778,76.905311778291,78.11816192560175,77.52808988764045,75.72815533980582,75.72815533980582,75.72815533980582,76.905311778291,76.905311778291,77.52808988764045,76.905311778291
201912010ORL,74.61928934010153,77.52808988764045,80.65764023210832,75.18610421836229,76.905311778291,78.72340425531915,78.11816192560175,78.72340425531915,78.72340425531915,80.0,27.77777777777778,26.31578947368421,24.330900243309003,27.472527472527474,26.041666666666668,25.0,25.31645569620253,27.472527472527474,26.31578947368421,24.449877750611247
201912010TOR,55.15695067264574,56.14035087719298,54.12844036697248,55.947136563876654,55.55555555555556,57.08154506437768,56.52173913043478,56.896551724137936,56.896551724137936,58.15899581589959,47.16981132075472,47.16981132075472,51.92307692307693,46.728971962616825,47.16981132075472,47.16981132075472,47.61904761904761,49.01960784313725,47.61904761904761,46.728971962616825
201912020ATL,70.41420118343196,71.42857142857143,73.54497354497354,70.41420118343196,71.42857142857143,72.45179063360881,72.97297297297297,73.54497354497354,72.97297297297297,73.54497354497354,31.84713375796178,32.467532467532465,32.467532467532465,31.948881789137378,31.347962382445143,31.746031746031743,30.3951367781155,32.6797385620915,31.25,31.25
201912020CHO,40.816326530612244,42.016806722689076,40.48582995951417,40.48582995951417,41.66666666666667,40.816326530612244,40.816326530612244,43.66812227074236,40.816326530612244,39.37007874015748,61.38996138996139,61.68582375478927,64.91228070175438,62.121212121212125,60.9375,63.23529411764706,62.121212121212125,62.546816479400746,62.546816479400746,65.39792387543253
201912020MEM,21.645021645021643,21.27659574468085,23.04147465437788,21.27659574468085,19.960079840319363,22.22222222222222,19.047619047619047,20.491803278688526,20.0,21.052631578947366,80.65764023210832,82.63888888888889,81.98198198198197,81.30841121495327,83.33333333333334,81.98198198198197,84.7560975609756,85.46511627906976,84.02555910543131,83.33333333333334
201912020MIL,95.23809523809523,97.08709583454704,93.4597776324395,95.23809523809523,95.23809523809523,97.08709583454704,96.15384615384616,98.0392156862745,96.15384615384616,96.15384615384616,7.142857142857142,6.872852233676976,11.547344110854503,7.6923076923076925,7.861635220125786,7.142857142857142,7.6923076923076925,7.633587786259542,7.4074074074074066,8.0
201912020PHI,66.66666666666666,67.53246753246754,71.91011235955057,67.10526315789474,67.10526315789474,69.41896024464832,68.05111821086261,67.53246753246754,68.05111821086261,70.41420118343196,35.587188612099645,35.587188612099645,33.557046979865774,35.587188612099645,35.587188612099645,34.48275862068966,35.08771929824561,38.46153846153847,36.36363636363637,34.48275862068966
201912020SAC,64.53900709219859,65.39792387543253,69.96996996996997,65.39792387543253,64.53900709219859,68.05111821086261,64.91228070175438,65.39792387543253,64.91228070175438,68.94409937888199,37.735849056603776,37.59398496240601,36.101083032490976,37.3134328358209,38.02281368821293,36.36363636363637,37.735849056603776,40.65040650406504,37.735849056603776,35.842293906810035
201912030CLE,42.3728813559322,44.052863436123346,44.44444444444444,42.016806722689076,42.19409282700422,43.290043290043286,41.66666666666667,44.44444444444444,42.5531914893617,42.5531914893617,59.83935742971887,59.83935742971887,60.9375,60.629921259842526,60.629921259842526,60.9375,61.68582375478927,61.68582375478927,60.9375,62.546816479400746
201912030DEN,56.52173913043478,57.80590717299579,56.52173913043478,56.896551724137936,56.896551724137936,58.50622406639005,57.446808510638306,58.50622406639005,58.50622406639005,57.08154506437768,45.87155963302752,46.08294930875576,49.01960784313725,45.662100456621005,45.87155963302752,45.45454545454545,46.728971962616825,47.61904761904761,45.45454545454545,47.61904761904761
201912030LAC,80.65764023210832,82.63888888888889,80.0,81.30841121495327,81.98198198198197,82.63888888888889,81.30841121495327,83.33333333333334,81.98198198198197,83.33333333333334,21.645021645021643,21.45922746781116,25.510204081632654,21.27659574468085,21.321961620469082,21.27659574468085,21.78649237472767,22.573363431151243,22.22222222222222,21.78649237472767
201912030NOP,37.735849056603776,37.59398496240601,38.759689922480625,37.174721189591075,37.453183520599254,38.46153846153847,36.36363636363637,39.37007874015748,37.03703703703704,37.03703703703704,64.53900709219859,65.39792387543253,66.66666666666666,65.39792387543253,65.39792387543253,65.75342465753424,66.66666666666666,66.66666666666666,66.66666666666666,67.53246753246754
201912030SAS,28.901734104046245,28.735632183908045,29.850746268656714,29.239766081871345,28.735632183908045,27.77777777777778,28.57142857142857,31.446540880503143,28.57142857142857,27.77777777777778,73.54497354497354,74.09326424870466,75.18610421836229,73.54497354497354,74.09326424870466,75.72815533980582,75.18610421836229,74.61928934010153,75.72815533980582,76.905311778291
201912030TOR,68.05111821086261,68.94409937888199,68.45425867507886,68.45425867507886,68.45425867507886,68.45425867507886,68.94409937888199,68.45425867507886,69.41896024464832,68.94409937888199,34.36426116838488,34.129692832764505,37.453183520599254,34.129692832764505,34.129692832764505,35.842293906810035,34.48275862068966,37.453183520599254,35.08771929824561,35.842293906810035
201912030WAS,50.98039215686274,52.38095238095239,52.83018867924528,51.45631067961165,51.21951219512195,52.15311004784689,52.38095238095239,53.271028037383175,52.60663507109005,52.38095238095239,51.21951219512195,51.92307692307693,52.60663507109005,50.98039215686274,51.21951219512195,52.15311004784689,52.38095238095239,52.60663507109005,52.60663507109005,52.38095238095239
201912040ATL,44.052863436123346,45.04504504504504,45.248868778280546,43.66812227074236,44.052863436123346,43.290043290043286,43.66812227074236,46.728971962616825,43.66812227074236,44.44444444444444,58.50622406639005,58.8477366255144,60.317460317460316,59.183673469387756,58.8477366255144,60.9375,59.83935742971887,59.51417004048582,60.317460317460316,59.83935742971887
201912040BOS,68.94409937888199,68.94409937888199,70.41420118343196,69.41896024464832,68.45425867507886,68.45425867507886,68.05111821086261,69.96996996996997,69.96996996996997,68.45425867507886,33.33333333333333,34.24657534246575,35.08771929824561,33.11258278145696,34.129692832764505,35.842293906810035,35.08771929824561,36.36363636363637,34.48275862068966,35.842293906810035
