,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb
Bookmaker,1xBet (%),Coolbet (%),GGBET (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%),1xBet (%),Coolbet (%),GGBET (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%)
game_id,,,,,,,,,,,,,,,,,,,,
201910250CHO,35.3356890459364,35.842293906810035,35.587188612099645,35.08771929824561,35.587188612099645,36.36363636363637,35.08771929824561,37.735849056603776,36.36363636363637,35.08771929824561,68.05111821086261,68.45425867507886,68.94409937888199,67.53246753246754,67.10526315789474,67.53246753246754,68.05111821086261,68.45425867507886,68.05111821086261,69.41896024464832
201910250DEN,87.71498771498771,90.08919722497522,86.96219035202087,86.96219035202087,89.28188638799571,89.28188638799571,90.08919722497522,91.74236168455822,90.08919722497522,89.28188638799571,14.925373134328357,13.88888888888889,17.513134851138354,15.384615384615385,14.084507042253522,13.333333333333334,14.285714285714285,14.5985401459854,14.285714285714285,15.384615384615385
201910250LAL,62.825278810408925,61.38996138996139,60.317460317460316,60.9375,60.629921259842526,58.8477366255144,62.121212121212125,61.38996138996139,61.68582375478927,62.546816479400746,42.19409282700422,42.5531914893617,44.44444444444444,41.66666666666667,42.016806722689076,44.843049327354265,40.816326530612244,44.44444444444444,41.66666666666667,41.66666666666667
201910250MEM,45.45454545454545,49.01960784313725,47.61904761904761,45.04504504504504,46.728971962616825,47.16981132075472,49.01960784313725,48.07692307692308,49.01960784313725,49.01960784313725,57.08154506437768,55.55555555555556,56.896551724137936,57.446808510638306,55.947136563876654,57.80590717299579,55.55555555555556,58.15899581589959,55.55555555555556,56.14035087719298
201910250NOP,56.14035087719298,55.55555555555556,58.15899581589959,56.896551724137936,56.52173913043478,55.947136563876654,56.52173913043478,57.446808510638306,56.896551724137936,56.14035087719298,46.08294930875576,48.54368932038835,47.61904761904761,45.662100456621005,45.87155963302752,48.07692307692308,47.61904761904761,48.54368932038835,47.61904761904761,49.01960784313725
201910250OKC,77.52808988764045,80.0,80.0,78.11816192560175,79.38144329896907,79.38144329896907,80.0,81.98198198198197,80.0,78.11816192560175,24.752475247524753,24.096385542168676,24.271844660194176,24.449877750611247,23.58490566037736,25.64102564102564,23.809523809523807,23.923444976076556,23.809523809523807,26.31578947368421
201910250SAC,49.504950495049506,50.0,48.54368932038835,49.504950495049506,50.24875621890548,50.0,50.0,51.92307692307693,50.0,46.728971962616825,52.60663507109005,54.12844036697248,56.14035087719298,53.271028037383175,52.15311004784689,54.95495495495496,54.54545454545454,54.337899543378995,54.54545454545454,58.15899581589959
201910260ATL,46.728971962616825,47.61904761904761,46.728971962616825,45.662100456621005,45.662100456621005,46.728971962616825,46.728971962616825,48.07692307692308,46.728971962616825,46.728971962616825,56.14035087719298,56.52173913043478,57.80590717299579,56.896551724137936,56.896551724137936,57.446808510638306,57.446808510638306,57.80590717299579,57.446808510638306,58.15899581589959
201910260CHI,45.87155963302752,50.98039215686274,43.66812227074236,44.052863436123346,44.44444444444444,45.45454545454545,43.66812227074236,46.728971962616825,43.66812227074236,42.5531914893617,59.51417004048582,54.95495495495496,60.629921259842526,58.50622406639005,58.15899581589959,59.51417004048582,59.83935742971887,59.51417004048582,60.317460317460316,61.68582375478927
201910260CLE,38.16793893129771,60.629921259842526,34.48275862068966,37.59398496240601,38.31417624521073,40.32258064516129,37.735849056603776,40.0,36.36363636363637,35.08771929824561,64.53900709219859,45.45454545454545,69.96996996996997,64.91228070175438,64.15770609318996,64.53900709219859,64.91228070175438,66.21621621621621,68.05111821086261,69.41896024464832
201910260DET,40.16064257028113,40.0,40.98360655737705,39.682539682539684,38.759689922480625,42.5531914893617,40.816326530612244,41.84100418410041,40.0,40.816326530612244,63.23529411764706,64.15770609318996,63.23529411764706,62.825278810408925,64.15770609318996,61.68582375478927,62.121212121212125,64.15770609318996,63.23529411764706,63.63636363636363
201910260HOU,88.49252013808976,90.08919722497522,90.9090909090909,88.49252013808976,89.28188638799571,90.08919722497522,90.08919722497522,91.74236168455822,90.9090909090909,88.49252013808976,13.698630136986301,13.88888888888889,13.550135501355012,14.388489208633093,13.642564802182811,13.333333333333334,13.793103448275861,14.347202295552366,13.793103448275861,16.0
201910260MIL,87.71498771498771,89.28188638799571,89.28188638799571,87.71498771498771,87.71498771498771,89.28188638799571,89.28188638799571,90.9090909090909,89.28188638799571,85.46511627906976,14.5985401459854,14.705882352941178,15.082956259426847,14.925373134328357,15.267175572519085,13.333333333333334,15.384615384615385,15.432098765432098,15.384615384615385,19.047619047619047
201910260NYK,36.101083032490976,35.587188612099645,35.842293906810035,35.587188612099645,35.587188612099645,36.36363636363637,36.36363636363637,38.61003861003861,36.36363636363637,33.89830508474576,67.10526315789474,68.45425867507886,68.94409937888199,67.10526315789474,67.10526315789474,68.05111821086261,66.66666666666666,67.53246753246754,68.05111821086261,70.41420118343196
201910260PHO,19.646365422396855,20.0,18.21493624772313,20.0,19.841269841269842,19.230769230769234,19.047619047619047,19.646365422396855,18.181818181818183,21.052631578947366,84.02555910543131,84.02555910543131,86.20689655172413,82.63888888888889,83.33333333333334,84.7560975609756,84.7560975609756,86.20689655172413,86.20689655172413,83.33333333333334
201910260SAS,87.71498771498771,88.49252013808976,89.28188638799571,88.49252013808976,89.28188638799571,88.49252013808976,90.08919722497522,90.9090909090909,90.08919722497522,88.49252013808976,14.285714285714285,17.543859649122805,15.082956259426847,14.388489208633093,13.92757660167131,16.0,14.285714285714285,14.85884101040119,14.285714285714285,16.0
201910260UTA,81.98198198198197,97.08709583454704,83.33333333333334,80.65764023210832,81.98198198198197,82.63888888888889,82.63888888888889,86.20689655172413,83.33333333333334,83.33333333333334,21.09704641350211,14.285714285714285,21.008403361344538,21.978021978021978,21.50537634408602,22.22222222222222,20.833333333333336,20.080321285140563,21.052631578947366,21.78649237472767
201910270DAL,57.446808510638306,57.446808510638306,59.183673469387756,58.15899581589959,59.51417004048582,57.446808510638306,59.183673469387756,60.317460317460316,59.51417004048582,58.8477366255144,44.843049327354265,46.728971962616825,45.45454545454545,44.44444444444444,43.290043290043286,46.728971962616825,44.44444444444444,45.87155963302752,44.44444444444444,45.45454545454545
201910270LAL,90.9090909090909,93.4597776324395,92.5925925925926,90.08919722497522,91.74236168455822,92.5925925925926,92.5925925925926,95.23809523809523,93.4597776324395,91.74236168455822,11.627906976744185,10.526315789473683,11.402508551881414,12.21001221001221,11.655011655011654,10.526315789473683,11.11111111111111,11.160714285714286,11.11111111111111,13.333333333333334
201910270MEM,39.37007874015748,40.32258064516129,40.0,39.0625,38.46153846153847,40.0,37.735849056603776,40.98360655737705,38.46153846153847,39.37007874015748,65.39792387543253,63.63636363636363,64.53900709219859,63.63636363636363,64.15770609318996,64.15770609318996,64.91228070175438,64.91228070175438,64.53900709219859,65.39792387543253
201910270MIN,72.97297297297297,74.09326424870466,75.18610421836229,73.54497354497354,73.54497354497354,74.61928934010153,73.54497354497354,75.72815533980582,73.54497354497354,73.54497354497354,29.239766081871345,29.850746268656714,29.32551319648094,29.069767441860467,29.585798816568047,29.850746268656714,29.850746268656714,30.3951367781155,30.76923076923077,31.25
201910270OKC,50.24875621890548,50.73891625615764,50.98039215686274,50.0,51.21951219512195,50.98039215686274,51.21951219512195,52.38095238095239,50.0,50.0,52.15311004784689,53.271028037383175,53.48837209302325,52.60663507109005,51.21951219512195,52.83018867924528,53.48837209302325,53.70370370370371,54.54545454545454,54.54545454545454
201910280ATL,30.3951367781155,31.15264797507788,32.467532467532465,30.211480362537763,29.94011976047904,29.850746268656714,29.850746268656714,31.446540880503143,29.411764705882355,35.08771929824561,72.45179063360881,72.97297297297297,71.91011235955057,72.45179063360881,72.97297297297297,74.09326424870466,73.54497354497354,74.61928934010153,75.18610421836229,69.41896024464832
201910280DET,48.54368932038835,49.504950495049506,49.504950495049506,48.54368932038835,46.728971962616825,50.0,49.01960784313725,50.0,50.0,50.0,53.70370370370371,54.54545454545454,55.15695067264574,54.337899543378995,55.947136563876654,54.95495495495496,55.55555555555556,56.14035087719298,54.54545454545454,54.54545454545454
201910280HOU,84.02555910543131,85.46511627906976,81.98198198198197,84.7560975609756,84.02555910543131,86.20689655172413,85.46511627906976,86.20689655172413,84.7560975609756,84.7560975609756,18.01801801801802,18.51851851851852,22.831050228310502,17.699115044247787,19.193857965451055,18.51851851851852,18.181818181818183,20.080321285140563,19.047619047619047,20.0
201910280LAC,93.4597776324395,96.15384615384616,95.23809523809523,93.4597776324395,95.23809523809523,96.15384615384616,96.15384615384616,97.08709583454704,96.15384615384616,96.15384615384616,8.695652173913043,7.8431372549019605,9.242144177449168,9.090909090909092,7.304601899196493,7.142857142857142,7.6923076923076925,9.099181073703367,7.4074074074074066,8.695652173913043
201910280MIL,94.34069043576685,96.15384615384616,94.34069043576685,94.34069043576685,95.23809523809523,96.15384615384616,96.15384615384616,97.08709583454704,96.15384615384616,96.15384615384616,7.6923076923076925,7.8431372549019605,10.787486515641856,8.16326530612245,7.468259895444361,7.142857142857142,7.6923076923076925,8.748906386701663,7.6923076923076925,8.695652173913043
201910280NOP,56.52173913043478,58.15899581589959,57.446808510638306,57.08154506437768,57.08154506437768,58.50622406639005,56.52173913043478,58.15899581589959,56.896551724137936,58.8477366255144,45.87155963302752,45.87155963302752,47.16981132075472,45.45454545454545,45.248868778280546,45.45454545454545,47.61904761904761,48.07692307692308,47.61904761904761,45.45454545454545
201910280NYK,47.16981132075472,47.61904761904761,50.24875621890548,46.728971962616825,47.16981132075472,48.07692307692308,47.61904761904761,49.504950495049506,47.61904761904761,49.01960784313725,55.55555555555556,56.14035087719298,54.337899543378995,55.947136563876654,55.15695067264574,55.947136563876654,56.52173913043478,56.896551724137936,56.896551724137936,56.14035087719298
201910280PHO,37.3134328358209,37.03703703703704,39.682539682539684,36.76470588235294,36.76470588235294,37.03703703703704,36.36363636363637,38.46153846153847,37.03703703703704,40.0,66.21621621621621,66.66666666666666,64.91228070175438,65.75342465753424,65.75342465753424,67.53246753246754,66.66666666666666,67.53246753246754,66.66666666666666,64.53900709219859
201910280SAC,37.03703703703704,37.03703703703704,36.101083032490976,36.36363636363637,36.101083032490976,36.36363636363637,36.36363636363637,38.46153846153847,36.36363636363637,35.842293906810035,65.75342465753424,67.10526315789474,68.45425867507886,66.21621621621621,66.66666666666666,68.05111821086261,66.66666666666666,67.53246753246754,68.05111821086261,68.94409937888199
201910280SAS,69.41896024464832,69.96996996996997,69.96996996996997,69.96996996996997,70.93023255813954,68.05111821086261,71.42857142857143,72.97297297297297,71.42857142857143,71.42857142857143,33.33333333333333,34.01360544217687,34.602076124567475,32.6797385620915,31.746031746031743,37.03703703703704,32.25806451612903,33.11258278145696,32.25806451612903,33.33333333333333
201910280TOR,66.21621621621621,66.21621621621621,67.10526315789474,66.66666666666666,66.21621621621621,64.53900709219859,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,36.101083032490976,37.735849056603776,37.3134328358209,36.101083032490976,36.63003663003663,40.32258064516129,36.36363636363637,39.37007874015748,37.03703703703704,37.735849056603776
201910290DEN,68.45425867507886,68.45425867507886,68.94409937888199,69.41896024464832,68.45425867507886,67.53246753246754,68.94409937888199,69.41896024464832,69.41896024464832,70.41420118343196,33.557046979865774,35.587188612099645,35.587188612099645,33.33333333333333,34.24657534246575,37.03703703703704,34.48275862068966,36.63003663003663,35.08771929824561,34.48275862068966
201910290LAL,87.71498771498771,87.71498771498771,86.20689655172413,88.49252013808976,89.28188638799571,88.49252013808976,89.28188638799571,90.9090909090909,90.08919722497522,89.28188638799571,14.084507042253522,16.260162601626014,19.379844961240313,14.388489208633093,14.224751066856332,14.814814814814813,14.814814814814813,15.267175572519085,14.814814814814813,15.384615384615385
201910290MIA,76.35933806146572,78.11816192560175,83.33333333333334,77.52808988764045,78.72340425531915,78.11816192560175,79.38144329896907,81.30841121495327,80.0,78.11816192560175,25.906735751295333,25.97402597402597,21.78649237472767,25.125628140703515,24.096385542168676,25.97402597402597,24.449877750611247,24.691358024691358,24.449877750611247,26.31578947368421
201910300BOS,42.3728813559322,42.016806722689076,42.91845493562232,41.66666666666667,42.19409282700422,44.052863436123346,40.816326530612244,43.290043290043286,41.66666666666667,42.5531914893617,60.629921259842526,62.121212121212125,61.68582375478927,60.9375,60.317460317460316,60.9375,62.121212121212125,62.825278810408925,61.68582375478927,61.68582375478927
201910300BRK,59.51417004048582,60.629921259842526,61.68582375478927,60.317460317460316,59.51417004048582,60.317460317460316,59.83935742971887,60.629921259842526,60.9375,59.83935742971887,42.73504273504273,43.66812227074236,42.73504273504273,42.3728813559322,42.91845493562232,44.052863436123346,43.66812227074236,45.45454545454545,42.5531914893617,44.44444444444444
201910300CLE,47.61904761904761,48.54368932038835,49.01960784313725,47.16981132075472,48.07692307692308,47.16981132075472,47.61904761904761,49.504950495049506,47.61904761904761,47.61904761904761,54.95495495495496,55.55555555555556,55.55555555555556,55.55555555555556,54.54545454545454,56.896551724137936,56.52173913043478,56.52173913043478,56.896551724137936,57.08154506437768
201910300GSW,68.05111821086261,69.41896024464832,69.96996996996997,68.94409937888199,67.53246753246754,68.05111821086261,68.94409937888199,69.41896024464832,69.41896024464832,66.66666666666666,34.36426116838488,34.48275862068966,36.101083032490976,33.670033670033675,34.96503496503497,37.03703703703704,34.48275862068966,36.496350364963504,35.08771929824561,37.735849056603776
201910300OKC,48.07692307692308,49.01960784313725,49.01960784313725,48.54368932038835,48.54368932038835,50.0,50.0,50.0,49.01960784313725,50.0,54.12844036697248,55.15695067264574,55.55555555555556,54.12844036697248,54.337899543378995,54.95495495495496,54.54545454545454,56.14035087719298,55.55555555555556,54.54545454545454
201910300ORL,81.98198198198197,83.33333333333334,82.63888888888889,81.98198198198197,83.33333333333334,82.63888888888889,84.7560975609756,85.46511627906976,83.33333333333334,81.98198198198197,21.008403361344538,20.66115702479339,21.78649237472767,20.66115702479339,19.880715705765407,20.833333333333336,19.047619047619047,20.66115702479339,21.052631578947366,22.727272727272727
201910300PHI,74.61928934010153,75.18610421836229,76.35933806146572,74.09326424870466,74.09326424870466,75.18610421836229,75.18610421836229,75.72815533980582,75.18610421836229,74.61928934010153,28.901734104046245,28.57142857142857,29.411764705882355,28.57142857142857,28.818443804034583,28.985507246376812,28.57142857142857,30.03003003003003,29.411764705882355,30.3951367781155
201910300SAC,74.09326424870466,76.35933806146572,75.72815533980582,75.18610421836229,75.72815533980582,74.61928934010153,76.905311778291,77.52808988764045,76.905311778291,74.61928934010153,28.24858757062147,27.77777777777778,28.653295128939828,27.472527472527474,27.100271002710024,29.850746268656714,27.027027027027028,28.735632183908045,27.397260273972602,30.3951367781155
201910300TOR,81.98198198198197,81.98198198198197,80.0,81.30841121495327,81.98198198198197,81.98198198198197,83.33333333333334,84.7560975609756,83.33333333333334,80.0,21.645021645021643,22.22222222222222,25.125628140703515,21.27659574468085,21.231422505307858,21.78649237472767,20.0,21.09704641350211,21.052631578947366,24.449877750611247
201910300UTA,72.97297297297297,74.09326424870466,70.93023255813954,74.09326424870466,74.09326424870466,73.54497354497354,73.54497354497354,74.61928934010153,73.54497354497354,70.41420118343196,29.239766081871345,29.761904761904763,33.670033670033675,28.57142857142857,29.069767441860467,30.76923076923077,29.850746268656714,31.645569620253166,30.76923076923077,34.48275862068966
201910300WAS,25.906735751295333,28.24858757062147,27.322404371584703,26.31578947368421,26.385224274406333,25.64102564102564,25.64102564102564,25.906735751295333,26.31578947368421,27.77777777777778,77.52808988764045,75.72815533980582,76.905311778291,76.35933806146572,76.35933806146572,79.38144329896907,77.52808988764045,80.0,78.72340425531915,76.905311778291
201910310ATL,31.948881789137378,33.11258278145696,32.89473684210527,31.746031746031743,31.25,31.746031746031743,30.3951367781155,32.362459546925564,31.25,31.25,72.45179063360881,70.93023255813954,71.91011235955057,70.93023255813954,71.42857142857143,72.45179063360881,72.97297297297297,73.54497354497354,72.97297297297297,73.54497354497354
201910310LAC,64.15770609318996,66.66666666666666,66.21621621621621,64.91228070175438,65.39792387543253,65.39792387543253,65.39792387543253,67.53246753246754,66.66666666666666,66.66666666666666,38.16793893129771,37.03703703703704,39.682539682539684,37.59398496240601,37.3134328358209,38.46153846153847,37.03703703703704,38.31417624521073,37.03703703703704,37.735849056603776
201910310NOP,41.1522633744856,41.66666666666667,42.91845493562232,40.48582995951417,40.65040650406504,41.1522633744856,40.816326530612244,42.91845493562232,40.0,40.816326530612244,62.825278810408925,62.546816479400746,61.68582375478927,62.121212121212125,62.121212121212125,63.23529411764706,62.121212121212125,62.825278810408925,63.23529411764706,63.63636363636363
201911010BOS,81.98198198198197,84.7560975609756,84.02555910543131,82.63888888888889,81.98198198198197,84.02555910543131,84.7560975609756,84.7560975609756,83.33333333333334,84.7560975609756,20.408163265306122,19.230769230769234,21.598272138228943,20.0,21.09704641350211,19.230769230769234,19.047619047619047,21.45922746781116,21.052631578947366,20.0
201911010BRK,39.0625,38.16793893129771,39.37007874015748,38.46153846153847,38.02281368821293,38.46153846153847,37.03703703703704,40.816326530612244,37.453183520599254,39.37007874015748,65.39792387543253,65.75342465753424,66.21621621621621,64.15770609318996,64.53900709219859,65.75342465753424,65.39792387543253,64.91228070175438,65.75342465753424,65.39792387543253
201911010CHI,62.546816479400746,65.39792387543253,64.53900709219859,63.23529411764706,64.15770609318996,63.23529411764706,63.63636363636363,65.39792387543253,63.63636363636363,64.53900709219859,40.0,38.46153846153847,41.1522633744856,39.37007874015748,38.61003861003861,40.816326530612244,39.37007874015748,40.48582995951417,39.37007874015748,40.0
201911010DAL,51.45631067961165,52.15311004784689,48.54368932038835,51.21951219512195,52.15311004784689,52.15311004784689,52.38095238095239,53.48837209302325,52.60663507109005,51.21951219512195,50.73891625615764,52.15311004784689,57.08154506437768,51.21951219512195,50.24875621890548,52.15311004784689,52.38095238095239,52.38095238095239,52.60663507109005,53.48837209302325
201911010GSW,29.239766081871345,32.05128205128205,27.77777777777778,29.069767441860467,28.57142857142857,28.985507246376812,28.985507246376812,30.864197530864196,29.850746268656714,29.411764705882355,72.97297297297297,71.91011235955057,77.52808988764045,73.54497354497354,74.61928934010153,75.72815533980582,74.61928934010153,75.18610421836229,74.61928934010153,75.18610421836229
201911010IND,72.97297297297297,74.61928934010153,72.45179063360881,73.54497354497354,74.09326424870466,74.09326424870466,74.61928934010153,75.72815533980582,74.61928934010153,74.09326424870466,29.239766081871345,29.411764705882355,33.11258278145696,29.069767441860467,28.653295128939828,29.850746268656714,28.985507246376812,30.03003003003003,29.850746268656714,30.3951367781155
201911010ORL,38.61003861003861,40.816326530612244,40.65040650406504,38.02281368821293,37.878787878787875,38.46153846153847,37.735849056603776,40.48582995951417,37.453183520599254,40.816326530612244,66.21621621621621,63.23529411764706,64.91228070175438,64.53900709219859,64.53900709219859,65.75342465753424,64.91228070175438,65.39792387543253,65.75342465753424,63.63636363636363
201911010SAC,37.03703703703704,39.0625,35.842293906810035,36.36363636363637,38.46153846153847,40.816326530612244,37.735849056603776,41.49377593360996,37.453183520599254,37.735849056603776,66.21621621621621,64.91228070175438,70.41420118343196,66.21621621621621,64.15770609318996,63.23529411764706,64.91228070175438,64.53900709219859,65.75342465753424,66.66666666666666
201911020DET,38.16793893129771,40.16064257028113,41.1522633744856,37.59398496240601,39.682539682539684,42.016806722689076,39.37007874015748,40.0,38.46153846153847,41.66666666666667,66.21621621621621,63.63636363636363,64.15770609318996,64.91228070175438,62.825278810408925,62.546816479400746,63.63636363636363,66.21621621621621,64.53900709219859,62.546816479400746
201911020GSW,32.154340836012864,32.154340836012864,36.76470588235294,31.948881789137378,31.84713375796178,37.03703703703704,32.25806451612903,33.557046979865774,32.25806451612903,33.33333333333333,72.45179063360881,71.91011235955057,68.94409937888199,70.41420118343196,70.93023255813954,68.05111821086261,71.42857142857143,72.45179063360881,71.42857142857143,71.42857142857143
201911020MEM,43.66812227074236,46.728971962616825,45.248868778280546,43.290043290043286,43.290043290043286,44.052863436123346,43.66812227074236,45.45454545454545,43.66812227074236,44.44444444444444,58.8477366255144,57.446808510638306,60.317460317460316,59.51417004048582,59.183673469387756,60.317460317460316,59.83935742971887,60.629921259842526,60.317460317460316,60.629921259842526
201911020MIL,70.93023255813954,69.96996996996997,74.09326424870466,71.42857142857143,71.91011235955057,70.93023255813954,72.97297297297297,72.97297297297297,72.45179063360881,71.42857142857143,31.347962382445143,34.01360544217687,31.15264797507788,31.05590062111801,31.05590062111801,33.33333333333333,30.3951367781155,32.89473684210527,31.746031746031743,33.33333333333333
201911020OKC,56.896551724137936,57.08154506437768,62.825278810408925,57.446808510638306,56.52173913043478,56.896551724137936,57.446808510638306,57.80590717299579,57.446808510638306,57.08154506437768,45.45454545454545,46.728971962616825,42.5531914893617,45.04504504504504,45.87155963302752,47.16981132075472,46.728971962616825,48.07692307692308,46.728971962616825,47.61904761904761
