index;TeamsRaw;Bookmaker;OddHome;OddAway;DateRaw;ScoreRaw;TO_KEEP;Home_id;Away_id;Date;Score_home;Score_away;Season
0;Golden State Warriors - Cleveland Cavaliers;bet-at-home;-213;+163;Monday, 20 Jun 2016, 00:00;Final result 89:93 (22:23, 27:19, 27:33, 13:18);1;Golden State Warriors;Cleveland Cavaliers;20 Jun 2016; 89;93 ;2015-2016
1;Golden State Warriors - Cleveland Cavaliers;bet365;-182;+160;Monday, 20 Jun 2016, 00:00;Final result 89:93 (22:23, 27:19, 27:33, 13:18);1;Golden State Warriors;Cleveland Cavaliers;20 Jun 2016; 89;93 ;2015-2016
2;Golden State Warriors - Cleveland Cavaliers;bwin;-196;+160;Monday, 20 Jun 2016, 00:00;Final result 89:93 (22:23, 27:19, 27:33, 13:18);1;Golden State Warriors;Cleveland Cavaliers;20 Jun 2016; 89;93 ;2015-2016
3;Golden State Warriors - Cleveland Cavaliers;Marathonbet;-189;+175;Monday, 20 Jun 2016, 00:00;Final result 89:93 (22:23, 27:19, 27:33, 13:18);1;Golden State Warriors;Cleveland Cavaliers;20 Jun 2016; 89;93 ;2015-2016
4;Golden State Warriors - Cleveland Cavaliers;Pinnacle;-196;+165;Monday, 20 Jun 2016, 00:00;Final result 89:93 (22:23, 27:19, 27:33, 13:18);1;Golden State Warriors;Cleveland Cavaliers;20 Jun 2016; 89;93 ;2015-2016
5;Golden State Warriors - Cleveland Cavaliers;Unibet;-189;+154;Monday, 20 Jun 2016, 00:00;Final result 89:93 (22:23, 27:19, 27:33, 13:18);1;Golden State Warriors;Cleveland Cavaliers;20 Jun 2016; 89;93 ;2015-2016
6;Golden State Warriors - Cleveland Cavaliers;William Hill;-189;+165;Monday, 20 Jun 2016, 00:00;Final result 89:93 (22:23, 27:19, 27:33, 13:18);1;Golden State Warriors;Cleveland Cavaliers;20 Jun 2016; 89;93 ;2015-2016
29;Cleveland Cavaliers - Golden State Warriors;bet-at-home;-132;+104;Friday, 17 Jun 2016, 01:00;Final result 115:101 (31:11, 28:32, 21:28, 35:30);1;Cleveland Cavaliers;Golden State Warriors;17 Jun 2016;115;101;2015-2016
30;Cleveland Cavaliers - Golden State Warriors;bet365;-132;+110;Friday, 17 Jun 2016, 01:00;Final result 115:101 (31:11, 28:32, 21:28, 35:30);1;Cleveland Cavaliers;Golden State Warriors;17 Jun 2016;115;101;2015-2016
31;Cleveland Cavaliers - Golden State Warriors;bwin;-125;+104;Friday, 17 Jun 2016, 01:00;Final result 115:101 (31:11, 28:32, 21:28, 35:30);1;Cleveland Cavaliers;Golden State Warriors;17 Jun 2016;115;101;2015-2016
