,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj
Bookmaker,Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet265 (%),bet365 (%),bwin (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet265 (%),bet365 (%),bwin (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet265 (%),bet365 (%),bwin (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet265 (%),bet365 (%),bwin (%)
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201410310CHI,62.546816479400746,62.825278810408925,63.63636363636363,63.63636363636363,63.63636363636363,,63.23529411764706,64.53900709219859,39.68253968253968,39.68253968253968,40.81632653061224,39.37007874015748,42.19409282700422,,40.0,40.0,0.6118283321702722,0.6128827999078978,0.6092362344582594,0.6177901320361362,0.6013048205871693,,0.6125356125356125,0.6173677069199458,0.38817166782972784,0.3871172000921022,0.39076376554174064,0.38220986796386386,0.3986951794128307,,0.3874643874643875,0.38263229308005425
201410310IND,31.746031746031743,31.05590062111801,33.33333333333333,33.33333333333333,33.89830508474576,,31.746031746031743,31.746031746031743,70.41420118343196,71.42857142857143,71.42857142857143,70.41420118343196,71.91011235955057,,72.45179063360881,72.97297297297297,0.31074744874505833,0.303030303030303,0.3181818181818181,0.3212927756653992,0.32037437005039593,,0.3046707793025305,0.3031544448996313,0.6892525512549417,0.696969696969697,0.6818181818181819,0.6787072243346008,0.6796256299496041,,0.6953292206974695,0.6968455551003687
201410310LAL,13.88888888888889,13.550135501355012,14.814814814814811,14.285714285714285,16.233766233766232,,14.814814814814811,14.285714285714285,88.49252013808976,89.28188638799571,89.28188638799571,90.08919722497522,90.08919722497522,,90.08919722497522,90.08919722497522,0.13565830965687348,0.13176961079239718,0.14231781260725315,0.13686923494302766,0.15268353802107607,,0.14122257601735538,0.13686923494302766,0.8643416903431266,0.8682303892076028,0.8576821873927468,0.8631307650569723,0.847316461978924,,0.8587774239826447,0.8631307650569723
201410310MIL,80.65764023210832,80.0,81.30841121495327,81.98198198198197,80.65764023210832,,81.98198198198197,83.33333333333334,21.50537634408602,22.624434389140276,23.04147465437788,23.52941176470588,25.062656641604008,,22.22222222222222,21.27659574468085,0.7894993994421938,0.7795414462081128,0.7791902265879731,0.7769964841788046,0.7629342956580751,,0.7867435158501441,0.7966101694915255,0.21050060055780623,0.22045855379188717,0.2208097734120269,0.22300351582119537,0.23706570434192484,,0.21325648414985593,0.20338983050847456
201410310PHO,47.16981132075472,50.495049504950494,51.21951219512195,52.38095238095239,52.38095238095239,,52.60663507109005,50.495049504950494,54.95495495495496,51.92307692307693,53.48837209302325,52.38095238095239,53.70370370370371,,52.60663507109005,54.12844036697248,0.46188415446071907,0.49302844394868933,0.4891657638136511,0.5,0.49376558603491266,,0.5,0.4826358742837298,0.5381158455392809,0.5069715560513107,0.5108342361863488,0.5,0.5062344139650873,,0.5,0.5173641257162702
201410310SAC,37.59398496240601,37.59398496240601,40.0,37.03703703703704,39.37007874015748,,37.03703703703704,37.735849056603776,64.53900709219859,64.91228070175438,64.91228070175438,66.66666666666666,66.66666666666666,,66.66666666666666,66.66666666666666,0.3680885500965906,0.3667481662591687,0.38127090301003347,0.3571428571428572,0.37128712871287134,,0.3571428571428572,0.3614457831325302,0.6319114499034094,0.6332518337408313,0.6187290969899666,0.6428571428571428,0.6287128712871287,,0.6428571428571428,0.6385542168674698
201411010ATL,84.7560975609756,86.20689655172413,86.96219035202087,86.96219035202087,86.96219035202087,,86.96219035202087,86.96219035202087,17.543859649122805,16.233766233766232,17.391304347826086,17.391304347826086,19.193857965451052,,17.391304347826086,17.391304347826086,0.8285056990484158,0.8415300546448088,0.8333423868759846,0.8333423868759846,0.8191920453929332,,0.8333423868759846,0.8333423868759846,0.17149430095158422,0.15846994535519127,0.16665761312401542,0.16665761312401542,0.1808079546070668,,0.16665761312401542,0.16665761312401542
201411010CHO,58.15899581589959,59.51417004048582,60.629921259842526,60.629921259842526,61.68582375478927,,60.31746031746032,60.629921259842526,44.05286343612335,42.73504273504273,44.44444444444444,42.5531914893617,44.44444444444444,,43.66812227074236,43.66812227074236,0.5690043820893369,0.5820501539815223,0.5770191507077436,0.5875953888618283,0.5812274368231047,,0.5800559925343288,0.5813140803745096,0.43099561791066304,0.41794984601847784,0.4229808492922564,0.41240461113817173,0.4187725631768953,,0.41994400746567123,0.41868591962549034
201411010DET,59.51417004048582,58.8477366255144,61.38996138996139,59.83935742971887,60.31746031746032,,60.31746031746032,60.629921259842526,42.5531914893617,43.66812227074236,43.66812227074236,43.66812227074236,45.87155963302752,,43.66812227074236,43.66812227074236,0.5830871803527724,0.5740354444580784,0.5843430533934618,0.5781162637027498,0.568019747668678,,0.5800559925343288,0.5813140803745096,0.41691281964722765,0.4259645555419216,0.4156569466065382,0.4218837362972501,0.431980252331322,,0.41994400746567123,0.41868591962549034
201411010GSW,90.9090909090909,93.4597776324395,93.4597776324395,95.23809523809524,,,95.23809523809524,92.5925925925926,10.75268817204301,9.30232558139535,10.0,9.090909090909092,,,9.090909090909092,12.5,0.8942307692307693,0.9094770806506519,0.903344079903913,0.9128630705394191,,,0.9128630705394191,0.8810572687224669,0.10576923076923077,0.09052291934934803,0.09665592009608699,0.08713692946058092,,,0.08713692946058092,0.11894273127753303
201411010HOU,76.905311778291,75.18610421836229,76.905311778291,77.52808988764045,76.35933806146572,,76.905311778291,76.905311778291,25.0,27.100271002710024,27.77777777777778,26.666666666666668,29.411764705882355,,27.3972602739726,27.77777777777778,0.7546742209631728,0.7350549284385334,0.7346488540262287,0.7440690150970525,0.7219300552195634,,0.7373290060359732,0.7346488540262287,0.2453257790368272,0.2649450715614665,0.2653511459737713,0.2559309849029475,0.2780699447804365,,0.26267099396402677,0.2653511459737713
201411010MIN,42.5531914893617,47.61904761904761,46.2962962962963,47.61904761904761,48.07692307692308,,47.61904761904761,46.728971962616825,59.51417004048582,55.15695067264574,58.50622406639005,56.52173913043478,58.15899581589959,,56.896551724137936,57.80590717299579,0.41691281964722765,0.46332848535217114,0.4417479287337781,0.4572564612326043,0.45254866318261,,0.45561665357423403,0.4470179938888679,0.5830871803527724,0.5366715146478288,0.5582520712662219,0.5427435387673956,0.54745133681739,,0.5443833464257659,0.5529820061111321
201411010NOP,48.07692307692308,50.73891625615764,50.73891625615764,52.38095238095239,53.271028037383175,,52.60663507109005,52.38095238095239,54.12844036697248,51.92307692307693,53.70370370370371,52.38095238095239,52.83018867924528,,52.60663507109005,52.38095238095239,0.4703953046780598,0.4942327212328135,0.4858066206655603,0.5,0.5020774472328403,,0.5,0.5,0.5296046953219403,0.5057672787671864,0.5141933793344398,0.5,0.49792255276715974,,0.5,0.5
201411010OKC,35.587188612099645,37.17472118959108,39.37007874015748,37.03703703703704,38.75968992248063,,37.45318352059925,37.735849056603776,66.66666666666666,65.39792387543253,65.39792387543253,66.66666666666666,67.10526315789474,,65.75342465753424,66.66666666666666,0.3480278422273782,0.36242334558131956,0.37578342392011027,0.3571428571428572,0.36612390403699785,,0.36289520779479023,0.3614457831325302,0.6519721577726217,0.6375766544186805,0.6242165760798897,0.6428571428571428,0.6338760959630022,,0.6371047922052099,0.6385542168674698
201411010ORL,30.76923076923077,33.44481605351171,33.89830508474576,33.33333333333333,33.33333333333333,,31.746031746031743,33.33333333333333,71.42857142857143,68.94409937888199,70.93023255813954,70.41420118343196,72.97297297297297,,72.45179063360881,71.42857142857143,0.3010752688172043,0.326644890340644,0.3233690543335213,0.3212927756653992,0.3135593220338983,,0.3046707793025305,0.3181818181818181,0.6989247311827956,0.673355109659356,0.6766309456664787,0.6787072243346008,0.6864406779661018,,0.6953292206974695,0.6818181818181819
201411010PHI,19.230769230769237,21.231422505307854,20.40816326530612,23.52941176470588,24.09638554216868,,21.052631578947366,22.727272727272727,82.63888888888889,81.30841121495327,84.02555910543131,81.98198198198197,81.98198198198197,,83.33333333333334,81.98198198198197,0.1887781856318826,0.20705536312092418,0.19541736904538926,0.22300351582119537,0.22715645144786664,,0.2016806722689075,0.21705123191239734,0.8112218143681174,0.7929446368790758,0.8045826309546108,0.7769964841788046,0.7728435485521334,,0.7983193277310925,0.7829487680876026
201411010UTA,44.44444444444444,47.16981132075472,48.07692307692308,47.61904761904761,49.01960784313725,,47.61904761904761,45.45454545454545,57.80590717299579,55.15695067264574,56.896551724137936,56.52173913043478,57.08154506437768,,56.896551724137936,58.8477366255144,0.43466299862448415,0.4609723829998347,0.457991156032849,0.4572564612326043,0.46200824873096447,,0.45561665357423403,0.43579626972740315,0.5653370013755159,0.5390276170001654,0.542008843967151,0.5427435387673956,0.5379917512690355,,0.5443833464257659,0.5642037302725968
201411010WAS,81.98198198198197,81.30841121495327,81.98198198198197,82.63888888888889,81.98198198198197,,81.98198198198197,83.33333333333334,20.2020202020202,21.008403361344534,22.22222222222222,22.22222222222222,23.980815347721823,,22.22222222222222,21.27659574468085,0.8022976222281593,0.7946730119742094,0.7867435158501441,0.7880794701986754,0.7736864640039146,,0.7867435158501441,0.7966101694915255,0.1977023777718408,0.20532698802579058,0.21325648414985593,0.2119205298013245,0.22631353599608542,,0.21325648414985593,0.20338983050847456
201411020LAC,80.65764023210832,83.33333333333334,83.33333333333334,83.33333333333334,82.63888888888889,,84.02555910543131,84.7560975609756,21.50537634408602,19.379844961240316,20.833333333333336,20.0,23.14814814814815,,20.0,20.0,0.7894993994421938,0.8113207547169812,0.7999999999999999,0.8064516129032259,0.7811816192560175,,0.8077395577395577,0.8090803259604191,0.21050060055780623,0.1886792452830189,0.19999999999999998,0.1935483870967742,0.2188183807439825,,0.19226044226044225,0.1909196740395809
201411020MIA,56.52173913043478,55.15695067264574,55.55555555555556,55.55555555555556,56.896551724137936,,56.896551724137936,55.55555555555556,45.45454545454545,47.16981132075472,49.01960784313725,49.01960784313725,49.50495049504951,,47.61904761904761,49.01960784313725,0.5542635658914729,0.5390276170001654,0.53125,0.53125,0.5347344777795604,,0.5443833464257659,0.53125,0.44573643410852715,0.4609723829998347,0.46875,0.46875,0.4652655222204396,,0.45561665357423403,0.46875
201411020NYK,60.629921259842526,61.38996138996139,62.121212121212125,61.68582375478927,62.825278810408925,,61.68582375478927,63.63636363636363,41.32231404958678,41.1522633744856,42.5531914893617,41.66666666666667,42.91845493562232,,41.66666666666667,40.81632653061224,0.5946894746920278,0.5986798270759409,0.593470896211888,0.5968489341983317,0.5941276762677853,,0.5968489341983317,0.6092362344582594,0.4053105253079721,0.4013201729240591,0.40652910378811213,0.40315106580166826,0.4058723237322148,,0.40315106580166826,0.39076376554174064
201411020POR,57.80590717299579,59.51417004048582,61.68582375478927,60.629921259842526,61.68582375478927,,60.9375,60.629921259842526,44.44444444444444,42.73504273504273,43.290043290043286,42.5531914893617,44.44444444444444,,42.5531914893617,43.66812227074236,0.5653370013755159,0.5820501539815223,0.5876190927620041,0.5875953888618283,0.5812274368231047,,0.5888210729200128,0.5813140803745096,0.43466299862448415,0.41794984601847784,0.4123809072379959,0.41240461113817173,0.4187725631768953,,0.41117892707998716,0.41868591962549034
201411030BRK,74.09326424870466,,75.18610421836229,75.18610421836229,74.61928934010153,,74.09326424870466,74.61928934010153,27.77777777777778,,29.850746268656717,28.57142857142857,31.54574132492113,,30.3951367781155,29.850746268656717,0.7273241028539136,,0.715806917950707,0.7246327297574309,0.7028612799589737,,0.7091051592385489,0.7142649938356661,0.27267589714608653,,0.284193082049293,0.27536727024256913,0.2971387200410262,,0.29089484076145117,0.28573500616433384
201411030DAL,81.30841121495327,84.02555910543131,84.02555910543131,84.7560975609756,83.33333333333334,,84.02555910543131,85.46511627906976,20.833333333333336,18.45018450184502,20.40816326530612,19.047619047619047,22.67573696145125,,20.0,18.181818181818183,0.7960350743423561,0.8199555928810557,0.8045826309546108,0.8165034965034965,0.786096256684492,,0.8077395577395577,0.8245792962774094,0.20396492565764396,0.18004440711894437,0.19541736904538926,0.1834965034965035,0.21390374331550802,,0.19226044226044225,0.17542070372259053
201411030DEN,68.94409937888199,74.61928934010153,74.09326424870466,73.54497354497354,74.09326424870466,,74.09326424870466,75.18610421836229,32.89473684210527,28.08988764044944,30.3951367781155,30.76923076923077,31.948881789137378,,30.3951367781155,29.411764705882355,0.6769922157130247,0.7265104398045312,0.7091051592385489,0.705033164260632,0.6987152468817809,,0.7091051592385489,0.7188110521909016,0.3230077842869754,0.27348956019546866,0.29089484076145117,0.29496683573936794,0.3012847531182192,,0.29089484076145117,0.28118894780909853
201411030LAC,80.65764023210832,80.0,84.7560975609756,84.7560975609756,84.02555910543131,,84.7560975609756,87.71498771498771,21.50537634408602,22.421524663677133,19.64636542239685,21.052631578947366,21.978021978021975,,19.047619047619047,16.666666666666664,0.7894993994421938,0.7810858143607705,0.8118208626407041,0.8010312405216864,0.7926671745106483,,0.8165034965034965,0.8403295409964692,0.21050060055780623,0.21891418563922943,0.1881791373592959,0.1989687594783136,0.2073328254893518,,0.1834965034965035,0.15967045900353077
201411030MEM,62.546816479400746,63.23529411764706,64.15770609318996,63.63636363636363,64.15770609318996,,63.63636363636363,65.39792387543253,39.68253968253968,39.37007874015748,40.32258064516129,40.0,41.66666666666667,,39.37007874015748,39.37007874015748,0.6118283321702722,0.6162961291050671,0.6140651801029159,0.6140350877192983,0.6062658763759525,,0.6177901320361362,0.6242165760798897,0.38817166782972784,0.38370387089493285,0.38593481989708406,0.3859649122807018,0.39373412362404747,,0.38220986796386386,0.37578342392011027
201411030PHI,16.420361247947454,,14.814814814814811,14.285714285714285,17.035775127768314,,14.814814814814811,17.391304347826086,85.46511627906976,,89.28188638799571,90.08919722497522,88.49252013808976,,90.08919722497522,86.96219035202087,0.16116488479521754,,0.14231781260725315,0.13686923494302766,0.1614332448453752,,0.14122257601735538,0.16665761312401542,0.8388351152047825,,0.8576821873927468,0.8631307650569723,0.8385667551546248,,0.8587774239826447,0.8333423868759846
201411040CHI,87.71498771498771,85.46511627906976,86.20689655172413,85.46511627906976,86.20689655172413,,86.20689655172413,86.20689655172413,14.492753623188406,17.035775127768314,17.88908765652952,20.0,20.0,,18.181818181818183,18.181818181818183,0.8582029752987492,0.8337987612209993,0.8281481481481482,0.8103638368246968,0.8116883116883117,,0.8258258258258258,0.8258258258258258,0.14179702470125075,0.16620123877900067,0.1718518518518519,0.1896361631753032,0.18831168831168832,,0.1741741741741742,0.1741741741741742
201411040IND,63.63636363636363,62.825278810408925,64.53900709219859,64.15770609318996,65.75342465753424,,64.91228070175438,67.53246753246754,38.46153846153847,39.68253968253968,40.32258064516129,38.46153846153847,40.48582995951417,,37.735849056603776,37.03703703703704,0.6232876712328766,0.6128827999078978,0.6154685284171485,0.6252015045674368,0.6189183545625392,,0.6323766526926798,0.6458141674333027,0.3767123287671233,0.3871172000921022,0.38453147158285145,0.3747984954325632,0.3810816454374609,,0.36762334730732027,0.35418583256669733
201411040LAL,35.587188612099645,31.347962382445143,32.89473684210527,31.25,33.44481605351171,,32.25806451612903,32.25806451612903,66.66666666666666,70.93023255813954,71.91011235955057,72.45179063360881,72.45179063360881,,71.42857142857143,72.45179063360881,0.3480278422273782,0.30649702412773083,0.31386655381577094,0.30134484476174667,0.3158251911916964,,0.31111111111111106,0.3080709496732581,0.6519721577726217,0.6935029758722692,0.6861334461842291,0.6986551552382534,0.6841748088083037,,0.6888888888888889,0.6919290503267419
