,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb
Bookmaker,1xBet (%),Coolbet (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%),1xBet (%),Coolbet (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%)
game_id,,,,,,,,,,,,,,,,,,
201710200PHO,61.68582375478927,62.825278810408925,60.629921259842526,62.121212121212125,60.9375,62.121212121212125,62.546816479400746,62.546816479400746,62.546816479400746,40.0,42.19409282700422,41.49377593360996,40.48582995951417,43.290043290043286,40.816326530612244,43.66812227074236,40.816326530612244,41.66666666666667
201710200WAS,68.45425867507886,73.54497354497354,71.91011235955057,72.45179063360881,70.93023255813954,73.54497354497354,74.61928934010153,73.54497354497354,71.42857142857143,33.33333333333333,31.446540880503143,30.211480362537763,30.211480362537763,32.89473684210527,29.411764705882355,31.645569620253166,30.76923076923077,33.33333333333333
201710210CHI,18.34862385321101,19.646365422396855,20.2020202020202,18.867924528301888,17.88908765652952,20.0,18.726591760299627,18.181818181818183,18.181818181818183,83.33333333333334,85.46511627906976,81.98198198198197,83.33333333333334,86.20689655172413,85.46511627906976,86.96219035202087,86.20689655172413,86.20689655172413
201710210CLE,87.71498771498771,90.08919722497522,87.71498771498771,88.49252013808976,90.08919722497522,90.08919722497522,90.9090909090909,90.08919722497522,89.28188638799571,13.513513513513514,14.925373134328357,14.285714285714285,14.204545454545455,13.333333333333334,14.285714285714285,14.947683109118087,14.285714285714285,15.384615384615385
201710210DEN,84.7560975609756,90.08919722497522,86.96219035202087,88.49252013808976,90.08919722497522,90.08919722497522,91.74236168455822,90.08919722497522,89.28188638799571,16.528925619834713,14.925373134328357,15.384615384615385,13.812154696132598,13.333333333333334,14.285714285714285,14.204545454545455,14.814814814814813,15.384615384615385
201710210HOU,82.63888888888889,90.08919722497522,83.33333333333334,88.49252013808976,89.28188638799571,90.08919722497522,90.08919722497522,90.08919722497522,89.28188638799571,18.867924528301888,14.925373134328357,18.51851851851852,14.204545454545455,14.285714285714285,14.285714285714285,15.57632398753894,14.814814814814813,15.384615384615385
201710210LAC,90.08919722497522,93.4597776324395,90.08919722497522,92.5925925925926,92.5925925925926,93.4597776324395,94.34069043576685,93.4597776324395,93.4597776324395,11.76470588235294,11.507479861910241,12.048192771084338,10.141987829614605,10.526315789473683,11.11111111111111,11.286681715575622,11.11111111111111,11.11111111111111
201710210MEM,24.213075060532688,25.0,23.809523809523807,24.213075060532688,24.449877750611247,25.0,24.752475247524753,25.0,23.094688221709006,77.52808988764045,80.0,78.11816192560175,78.11816192560175,79.38144329896907,80.0,81.30841121495327,79.38144329896907,81.98198198198197
201710210MIA,80.0,82.63888888888889,80.0,81.30841121495327,81.98198198198197,83.33333333333334,84.7560975609756,83.33333333333334,81.98198198198197,21.645021645021643,22.22222222222222,21.978021978021978,21.231422505307858,21.78649237472767,22.22222222222222,21.45922746781116,21.052631578947366,22.22222222222222
201710210MIL,57.80590717299579,60.9375,57.08154506437768,59.83935742971887,62.121212121212125,61.68582375478927,61.38996138996139,60.317460317460316,62.546816479400746,43.66812227074236,44.052863436123346,44.843049327354265,42.3728813559322,42.016806722689076,41.66666666666667,44.642857142857146,43.66812227074236,41.66666666666667
201710210NYK,46.728971962616825,51.21951219512195,49.01960784313725,49.01960784313725,47.61904761904761,50.0,50.98039215686274,50.0,44.44444444444444,54.95495495495496,54.12844036697248,52.83018867924528,53.48837209302325,56.14035087719298,54.54545454545454,54.95495495495496,54.54545454545454,59.83935742971887
201710210TOR,78.72340425531915,81.98198198198197,79.38144329896907,80.65764023210832,81.30841121495327,81.98198198198197,83.33333333333334,81.30841121495327,83.33333333333334,23.14814814814815,23.25581395348837,22.727272727272727,22.075055187637968,22.22222222222222,23.52941176470588,23.04147465437788,23.52941176470588,21.78649237472767
201710210UTA,37.174721189591075,39.37007874015748,40.65040650406504,39.0625,37.03703703703704,37.03703703703704,40.16064257028113,37.735849056603776,37.735849056603776,66.21621621621621,65.75342465753424,61.38996138996139,63.23529411764706,67.53246753246754,66.66666666666666,65.75342465753424,64.91228070175438,66.66666666666666
201710220BRK,54.12844036697248,54.95495495495496,53.271028037383175,53.271028037383175,54.54545454545454,55.55555555555556,54.95495495495496,54.54545454545454,57.08154506437768,48.07692307692308,50.0,49.01960784313725,49.504950495049506,49.504950495049506,49.01960784313725,51.21951219512195,50.0,47.61904761904761
201710220LAL,37.878787878787875,42.5531914893617,37.174721189591075,36.36363636363637,37.03703703703704,37.03703703703704,38.16793893129771,36.36363636363637,37.03703703703704,66.21621621621621,62.825278810408925,64.91228070175438,66.21621621621621,67.10526315789474,66.66666666666666,67.53246753246754,68.05111821086261,67.53246753246754
201710220OKC,64.53900709219859,65.39792387543253,64.91228070175438,64.15770609318996,63.23529411764706,64.15770609318996,64.91228070175438,64.53900709219859,66.21621621621621,37.174721189591075,39.682539682539684,37.174721189591075,38.61003861003861,40.816326530612244,38.46153846153847,41.1522633744856,38.46153846153847,38.46153846153847
201710230DAL,13.513513513513514,12.345679012345679,13.157894736842104,10.787486515641856,11.11111111111111,11.76470588235294,11.976047904191617,11.11111111111111,12.5,89.28188638799571,92.5925925925926,88.49252013808976,91.74236168455822,92.5925925925926,92.5925925925926,94.34069043576685,93.4597776324395,91.74236168455822
201710230DEN,64.53900709219859,67.53246753246754,65.39792387543253,65.39792387543253,67.10526315789474,66.66666666666666,67.53246753246754,66.66666666666666,66.66666666666666,37.174721189591075,37.453183520599254,36.63003663003663,36.90036900369004,37.03703703703704,37.03703703703704,38.46153846153847,37.03703703703704,37.735849056603776
201710230DET,60.9375,62.546816479400746,57.08154506437768,60.9375,63.63636363636363,62.121212121212125,63.23529411764706,62.546816479400746,62.546816479400746,40.65040650406504,42.5531914893617,44.843049327354265,41.49377593360996,40.32258064516129,40.816326530612244,42.5531914893617,40.816326530612244,41.66666666666667
201710230HOU,75.72815533980582,78.72340425531915,76.905311778291,76.905311778291,75.72815533980582,78.11816192560175,79.38144329896907,78.72340425531915,76.905311778291,25.906735751295333,26.31578947368421,25.125628140703515,25.510204081632654,27.77777777777778,26.31578947368421,26.385224274406333,26.31578947368421,27.77777777777778
201710230MIA,86.96219035202087,87.71498771498771,84.7560975609756,86.96219035202087,86.96219035202087,89.28188638799571,90.08919722497522,89.28188638799571,89.28188638799571,14.925373134328357,17.24137931034483,17.24137931034483,15.337423312883436,16.666666666666664,15.384615384615385,16.025641025641026,15.384615384615385,15.384615384615385
201710230MIL,69.96996996996997,73.54497354497354,71.42857142857143,71.91011235955057,72.97297297297297,72.97297297297297,74.61928934010153,72.97297297297297,75.18610421836229,31.84713375796178,31.446540880503143,30.76923076923077,30.58103975535168,31.25,30.3951367781155,31.446540880503143,31.25,29.411764705882355
201710230PHO,47.61904761904761,46.728971962616825,50.98039215686274,45.04504504504504,45.45454545454545,45.45454545454545,46.2962962962963,45.45454545454545,45.45454545454545,54.12844036697248,58.50622406639005,50.98039215686274,57.446808510638306,58.8477366255144,58.50622406639005,59.51417004048582,58.50622406639005,58.8477366255144
201710230SAS,57.08154506437768,59.51417004048582,57.446808510638306,58.50622406639005,59.83935742971887,59.183673469387756,60.317460317460316,59.51417004048582,60.629921259842526,44.44444444444444,45.45454545454545,44.642857142857146,44.052863436123346,44.44444444444444,44.44444444444444,45.662100456621005,44.44444444444444,44.44444444444444
201710240BOS,71.91011235955057,74.09326424870466,72.45179063360881,72.97297297297297,75.72815533980582,75.18610421836229,75.18610421836229,75.18610421836229,76.905311778291,29.761904761904763,29.850746268656714,29.585798816568047,29.49852507374631,28.57142857142857,28.57142857142857,30.76923076923077,29.411764705882355,27.77777777777778
201710240CLE,92.5925925925926,95.23809523809523,91.74236168455822,95.23809523809523,95.23809523809523,96.15384615384616,97.08709583454704,95.23809523809523,95.23809523809523,8.695652173913043,8.849557522123893,10.319917440660474,7.57002271006813,7.6923076923076925,7.6923076923076925,8.984725965858042,8.16326530612245,9.090909090909092
201710240LAC,63.23529411764706,67.53246753246754,64.15770609318996,66.21621621621621,67.10526315789474,66.66666666666666,67.53246753246754,68.05111821086261,67.53246753246754,38.31417624521073,37.453183520599254,37.878787878787875,36.36363636363637,37.03703703703704,37.03703703703704,38.46153846153847,36.36363636363637,37.03703703703704
201710240MIN,84.7560975609756,90.08919722497522,81.98198198198197,86.20689655172413,89.28188638799571,89.28188638799571,90.08919722497522,88.49252013808976,90.08919722497522,17.123287671232877,14.925373134328357,20.0,16.233766233766232,14.285714285714285,15.384615384615385,16.181229773462782,16.0,14.814814814814813
201710240ORL,62.546816479400746,68.45425867507886,63.63636363636363,65.39792387543253,67.10526315789474,66.66666666666666,67.10526315789474,65.75342465753424,67.53246753246754,39.37007874015748,36.101083032490976,38.31417624521073,37.174721189591075,37.03703703703704,37.03703703703704,39.0625,37.453183520599254,37.03703703703704
201710240POR,64.53900709219859,66.66666666666666,60.9375,65.39792387543253,66.66666666666666,66.66666666666666,68.05111821086261,66.66666666666666,66.66666666666666,37.03703703703704,38.46153846153847,40.98360655737705,37.03703703703704,37.03703703703704,37.03703703703704,38.02281368821293,37.03703703703704,37.735849056603776
201710250BRK,30.864197530864196,28.24858757062147,27.932960893854748,28.08988764044944,27.027027027027028,26.666666666666668,27.322404371584703,27.027027027027028,27.77777777777778,72.97297297297297,76.905311778291,74.09326424870466,74.61928934010153,76.905311778291,77.52808988764045,78.72340425531915,77.52808988764045,76.905311778291
201710250CHO,44.44444444444444,46.728971962616825,42.016806722689076,45.87155963302752,46.08294930875576,46.728971962616825,48.07692307692308,46.728971962616825,46.728971962616825,57.446808510638306,58.50622406639005,59.83935742971887,56.52173913043478,58.15899581589959,57.446808510638306,58.15899581589959,57.446808510638306,58.15899581589959
201710250DAL,42.19409282700422,43.290043290043286,44.052863436123346,41.49377593360996,42.016806722689076,41.66666666666667,42.73504273504273,42.5531914893617,40.816326530612244,59.83935742971887,60.629921259842526,58.15899581589959,60.9375,62.121212121212125,61.68582375478927,63.23529411764706,60.9375,63.63636363636363
201710250DET,55.55555555555556,58.8477366255144,50.98039215686274,58.15899581589959,58.8477366255144,59.183673469387756,59.183673469387756,59.51417004048582,58.8477366255144,46.728971962616825,46.08294930875576,50.98039215686274,44.44444444444444,44.843049327354265,44.44444444444444,46.728971962616825,44.44444444444444,45.45454545454545
201710250GSW,89.28188638799571,91.74236168455822,90.08919722497522,90.08919722497522,90.08919722497522,90.9090909090909,92.5925925925926,91.74236168455822,90.08919722497522,12.5,13.333333333333334,11.904761904761903,12.048192771084338,13.333333333333334,13.333333333333334,13.623978201634879,12.5,14.814814814814813
201710250LAL,39.37007874015748,36.76470588235294,37.878787878787875,33.670033670033675,36.36363636363637,34.48275862068966,36.36363636363637,34.48275862068966,35.842293906810035,64.91228070175438,66.66666666666666,64.15770609318996,68.94409937888199,67.53246753246754,69.96996996996997,69.96996996996997,69.96996996996997,68.94409937888199
201710250MIA,41.84100418410041,42.91845493562232,40.98360655737705,41.32231404958678,43.290043290043286,41.66666666666667,44.052863436123346,42.5531914893617,41.66666666666667,60.629921259842526,62.121212121212125,60.9375,60.9375,60.9375,61.68582375478927,62.121212121212125,60.9375,62.546816479400746
201710250OKC,90.08919722497522,91.74236168455822,90.08919722497522,90.9090909090909,90.9090909090909,90.9090909090909,93.4597776324395,90.9090909090909,90.9090909090909,11.76470588235294,13.333333333333334,12.048192771084338,11.534025374855824,12.5,13.333333333333334,12.82051282051282,13.333333333333334,13.333333333333334
201710250PHI,40.0,42.91845493562232,37.878787878787875,42.016806722689076,43.290043290043286,41.66666666666667,44.052863436123346,42.5531914893617,41.66666666666667,62.825278810408925,62.121212121212125,64.15770609318996,60.629921259842526,60.9375,61.68582375478927,62.121212121212125,60.9375,62.546816479400746
201710250PHO,27.624309392265197,28.24858757062147,28.57142857142857,27.77777777777778,29.850746268656714,27.77777777777778,28.57142857142857,27.77777777777778,29.411764705882355,74.09326424870466,76.905311778291,73.54497354497354,74.61928934010153,74.09326424870466,76.35933806146572,77.52808988764045,76.35933806146572,75.18610421836229
201710260CHI,57.446808510638306,57.08154506437768,58.8477366255144,55.55555555555556,57.08154506437768,56.52173913043478,57.80590717299579,56.896551724137936,58.15899581589959,44.44444444444444,47.61904761904761,43.290043290043286,47.16981132075472,47.16981132075472,47.61904761904761,48.07692307692308,47.61904761904761,46.728971962616825
201710260MEM,72.97297297297297,77.52808988764045,67.53246753246754,75.18610421836229,76.905311778291,77.52808988764045,78.11816192560175,76.35933806146572,78.72340425531915,29.239766081871345,27.397260273972602,34.48275862068966,27.322404371584703,27.027027027027028,26.666666666666668,28.011204481792717,27.77777777777778,25.64102564102564
201710260MIL,62.546816479400746,65.75342465753424,63.23529411764706,64.53900709219859,64.91228070175438,66.66666666666666,65.39792387543253,64.91228070175438,65.39792387543253,40.65040650406504,39.37007874015748,38.759689922480625,37.878787878787875,39.37007874015748,37.03703703703704,40.48582995951417,37.735849056603776,39.37007874015748
201710260POR,55.55555555555556,56.896551724137936,55.55555555555556,55.15695067264574,56.14035087719298,56.52173913043478,57.08154506437768,56.896551724137936,58.15899581589959,46.08294930875576,48.07692307692308,46.728971962616825,47.61904761904761,47.61904761904761,47.61904761904761,49.01960784313725,47.61904761904761,46.728971962616825
201710260SAC,49.504950495049506,55.15695067264574,47.16981132075472,51.92307692307693,53.271028037383175,53.48837209302325,53.70370370370371,53.70370370370371,54.54545454545454,52.15311004784689,49.01960784313725,54.95495495495496,50.73891625615764,50.98039215686274,51.21951219512195,52.38095238095239,51.21951219512195,50.0
201710270ATL,30.58103975535168,30.76923076923077,31.645569620253166,30.211480362537763,29.411764705882355,28.57142857142857,30.76923076923077,29.411764705882355,29.411764705882355,71.42857142857143,74.09326424870466,70.41420118343196,72.45179063360881,74.61928934010153,75.18610421836229,75.18610421836229,75.18610421836229,75.18610421836229
201710270CHO,45.248868778280546,44.843049327354265,45.87155963302752,43.66812227074236,44.44444444444444,43.66812227074236,45.248868778280546,43.66812227074236,42.5531914893617,56.896551724137936,60.317460317460316,56.14035087719298,58.8477366255144,59.83935742971887,59.83935742971887,60.629921259842526,60.317460317460316,61.68582375478927
201710270GSW,83.33333333333334,90.08919722497522,79.38144329896907,88.49252013808976,87.71498771498771,90.08919722497522,91.74236168455822,90.08919722497522,87.71498771498771,21.645021645021643,14.925373134328357,22.727272727272727,14.144271570014144,15.384615384615385,14.285714285714285,14.534883720930234,14.814814814814813,16.666666666666664
201710270LAL,33.11258278145696,36.90036900369004,34.01360544217687,32.25806451612903,32.89473684210527,31.25,33.557046979865774,32.25806451612903,33.89830508474576,68.94409937888199,68.45425867507886,68.05111821086261,69.96996996996997,71.42857142857143,72.45179063360881,72.45179063360881,71.42857142857143,70.41420118343196
201710270MIN,43.66812227074236,48.07692307692308,45.248868778280546,46.08294930875576,46.2962962962963,47.61904761904761,49.01960784313725,47.61904761904761,47.61904761904761,58.15899581589959,56.896551724137936,56.896551724137936,56.14035087719298,57.80590717299579,56.52173913043478,56.896551724137936,56.896551724137936,57.08154506437768
201710270NYK,58.15899581589959,58.50622406639005,57.446808510638306,57.446808510638306,58.15899581589959,57.446808510638306,57.446808510638306,57.446808510638306,57.08154506437768,43.66812227074236,46.728971962616825,44.642857142857146,45.04504504504504,46.08294930875576,46.728971962616825,48.54368932038835,46.728971962616825,47.61904761904761
201710270ORL,38.31417624521073,38.16793893129771,38.31417624521073,36.101083032490976,35.08771929824561,33.33333333333333,36.496350364963504,34.48275862068966,35.08771929824561,64.53900709219859,66.66666666666666,63.63636363636363,66.21621621621621,68.94409937888199,70.41420118343196,69.41896024464832,69.96996996996997,69.41896024464832
201710280CHI,21.27659574468085,8.936550491510276,19.230769230769234,25.31645569620253,25.0,25.0,24.93765586034913,24.449877750611247,26.666666666666668,80.65764023210832,97.08709583454704,82.63888888888889,76.905311778291,78.72340425531915,80.0,81.30841121495327,80.0,78.11816192560175
201710280DAL,51.92307692307693,43.66812227074236,59.83935742971887,49.01960784313725,50.495049504950494,51.21951219512195,51.92307692307693,51.21951219512195,49.01960784313725,50.0,62.546816479400746,42.016806722689076,53.48837209302325,53.48837209302325,53.48837209302325,54.337899543378995,53.70370370370371,56.14035087719298
201710280LAC,74.09326424870466,78.11816192560175,66.66666666666666,76.35933806146572,78.11816192560175,77.52808988764045,80.0,78.11816192560175,78.11816192560175,33.78378378378378,27.027027027027028,35.3356890459364,25.97402597402597,25.97402597402597,26.666666666666668,26.246719160104988,26.666666666666668,26.666666666666668
201710280MEM,54.54545454545454,72.45179063360881,45.87155963302752,54.54545454545454,56.14035087719298,56.52173913043478,57.80590717299579,55.55555555555556,58.15899581589959,47.16981132075472,33.557046979865774,56.14035087719298,47.61904761904761,47.61904761904761,47.61904761904761,48.54368932038835,49.01960784313725,46.728971962616825
201710280MIA,50.24875621890548,36.496350364963504,51.21951219512195,49.504950495049506,50.98039215686274,51.21951219512195,51.45631067961165,51.21951219512195,50.0,51.45631067961165,69.41896024464832,50.73891625615764,53.271028037383175,53.271028037383175,53.48837209302325,54.337899543378995,53.70370370370371,54.54545454545454
201710280NOP,41.49377593360996,46.08294930875576,40.98360655737705,45.45454545454545,45.45454545454545,46.728971962616825,47.61904761904761,46.728971962616825,44.44444444444444,61.68582375478927,58.8477366255144,60.9375,57.08154506437768,58.8477366255144,57.446808510638306,58.50622406639005,57.446808510638306,59.83935742971887
201710280POR,86.20689655172413,90.08919722497522,79.38144329896907,87.71498771498771,88.49252013808976,90.08919722497522,90.9090909090909,90.08919722497522,89.28188638799571,15.625,14.925373134328357,22.727272727272727,14.947683109118087,15.384615384615385,14.285714285714285,14.705882352941178,14.814814814814813,15.384615384615385
201710280UTA,84.02555910543131,86.20689655172413,83.33333333333334,84.7560975609756,85.46511627906976,87.71498771498771,88.49252013808976,87.71498771498771,86.20689655172413,17.699115044247787,18.867924528301888,18.51851851851852,17.825311942959,17.88908765652952,16.666666666666664,17.24137931034483,16.666666666666664,18.181818181818183
201710290ATL,36.76470588235294,38.46153846153847,35.3356890459364,33.44481605351171,34.48275862068966,35.842293906810035,35.842293906810035,35.842293906810035,35.08771929824561,67.53246753246754,66.66666666666666,66.66666666666666,68.94409937888199,69.41896024464832,68.94409937888199,69.96996996996997,68.94409937888199,69.41896024464832
201710290BRK,36.101083032490976,37.453183520599254,40.16064257028113,34.96503496503497,35.08771929824561,35.842293906810035,37.174721189591075,35.842293906810035,37.03703703703704,65.75342465753424,67.53246753246754,61.68582375478927,67.53246753246754,68.94409937888199,68.94409937888199,68.94409937888199,68.94409937888199,67.53246753246754
201710290CHO,63.23529411764706,64.15770609318996,60.629921259842526,62.546816479400746,63.23529411764706,64.15770609318996,64.91228070175438,62.546816479400746,63.63636363636363,38.46153846153847,40.816326530612244,41.49377593360996,40.0,40.816326530612244,38.46153846153847,40.816326530612244,40.816326530612244,40.816326530612244
201710290CLE,83.33333333333334,86.20689655172413,84.02555910543131,84.7560975609756,86.20689655172413,85.46511627906976,87.71498771498771,86.20689655172413,86.96219035202087,18.34862385321101,18.867924528301888,17.88908765652952,18.01801801801802,17.88908765652952,20.0,18.248175182481752,18.181818181818183,17.391304347826086
201710290GSW,90.08919722497522,95.23809523809523,87.71498771498771,93.4597776324395,93.4597776324395,95.23809523809523,95.23809523809523,95.23809523809523,91.74236168455822,12.5,9.813542688910697,14.285714285714285,9.017132551848512,9.523809523809524,9.090909090909092,10.526315789473683,9.090909090909092,12.903225806451612
