index;TeamsRaw;Bookmaker;OddHome;OddAway;DateRaw;ScoreRaw;TO_KEEP;Home_id;Away_id;Date;Score_home;Score_away;Season
0;Boston Celtics - Golden State Warriors;10x10bet;-182;+145;Friday, 17 Jun 2022, 01:00;Final result 90:103 (22:27, 17:27, 27:22, 24:27);1;Boston Celtics;Golden State Warriors;17 Jun 2022; 90;103;CurrentSeason
1;Boston Celtics - Golden State Warriors;1xBet;-159;+149;Friday, 17 Jun 2022, 01:00;Final result 90:103 (22:27, 17:27, 27:22, 24:27);1;Boston Celtics;Golden State Warriors;17 Jun 2022; 90;103;CurrentSeason
2;Boston Celtics - Golden State Warriors;bet-at-home;-172;+141;Friday, 17 Jun 2022, 01:00;Final result 90:103 (22:27, 17:27, 27:22, 24:27);1;Boston Celtics;Golden State Warriors;17 Jun 2022; 90;103;CurrentSeason
3;Boston Celtics - Golden State Warriors;bet365;-175;+154;Friday, 17 Jun 2022, 01:00;Final result 90:103 (22:27, 17:27, 27:22, 24:27);1;Boston Celtics;Golden State Warriors;17 Jun 2022; 90;103;CurrentSeason
4;Boston Celtics - Golden State Warriors;BetFinal;-154;+150;Friday, 17 Jun 2022, 01:00;Final result 90:103 (22:27, 17:27, 27:22, 24:27);1;Boston Celtics;Golden State Warriors;17 Jun 2022; 90;103;CurrentSeason
5;Boston Celtics - Golden State Warriors;bwin;-175;+145;Friday, 17 Jun 2022, 01:00;Final result 90:103 (22:27, 17:27, 27:22, 24:27);1;Boston Celtics;Golden State Warriors;17 Jun 2022; 90;103;CurrentSeason
6;Boston Celtics - Golden State Warriors;Coolbet;-175;+154;Friday, 17 Jun 2022, 01:00;Final result 90:103 (22:27, 17:27, 27:22, 24:27);1;Boston Celtics;Golden State Warriors;17 Jun 2022; 90;103;CurrentSeason
7;Boston Celtics - Golden State Warriors;Curebet;-175;+147;Friday, 17 Jun 2022, 01:00;Final result 90:103 (22:27, 17:27, 27:22, 24:27);1;Boston Celtics;Golden State Warriors;17 Jun 2022; 90;103;CurrentSeason
8;Boston Celtics - Golden State Warriors;Ditobet;-172;+150;Friday, 17 Jun 2022, 01:00;Final result 90:103 (22:27, 17:27, 27:22, 24:27);1;Boston Celtics;Golden State Warriors;17 Jun 2022; 90;103;CurrentSeason
9;Boston Celtics - Golden State Warriors;GGBET;-152;+129;Friday, 17 Jun 2022, 01:00;Final result 90:103 (22:27, 17:27, 27:22, 24:27);1;Boston Celtics;Golden State Warriors;17 Jun 2022; 90;103;CurrentSeason
10;Boston Celtics - Golden State Warriors;Lasbet;-172;+150;Friday, 17 Jun 2022, 01:00;Final result 90:103 (22:27, 17:27, 27:22, 24:27);1;Boston Celtics;Golden State Warriors;17 Jun 2022; 90;103;CurrentSeason
11;Boston Celtics - Golden State Warriors;Marathonbet;-154;+152;Friday, 17 Jun 2022, 01:00;Final result 90:103 (22:27, 17:27, 27:22, 24:27);1;Boston Celtics;Golden State Warriors;17 Jun 2022; 90;103;CurrentSeason
12;Boston Celtics - Golden State Warriors;N1 Bet;-169;+144;Friday, 17 Jun 2022, 01:00;Final result 90:103 (22:27, 17:27, 27:22, 24:27);1;Boston Celtics;Golden State Warriors;17 Jun 2022; 90;103;CurrentSeason
13;Boston Celtics - Golden State Warriors;Parimatch;-169;+144;Friday, 17 Jun 2022, 01:00;Final result 90:103 (22:27, 17:27, 27:22, 24:27);1;Boston Celtics;Golden State Warriors;17 Jun 2022; 90;103;CurrentSeason
14;Boston Celtics - Golden State Warriors;Pinnacle;-164;+147;Friday, 17 Jun 2022, 01:00;Final result 90:103 (22:27, 17:27, 27:22, 24:27);1;Boston Celtics;Golden State Warriors;17 Jun 2022; 90;103;CurrentSeason
15;Boston Celtics - Golden State Warriors;Unibet;-175;+145;Friday, 17 Jun 2022, 01:00;Final result 90:103 (22:27, 17:27, 27:22, 24:27);1;Boston Celtics;Golden State Warriors;17 Jun 2022; 90;103;CurrentSeason
16;Boston Celtics - Golden State Warriors;VOBET;-182;+145;Friday, 17 Jun 2022, 01:00;Final result 90:103 (22:27, 17:27, 27:22, 24:27);1;Boston Celtics;Golden State Warriors;17 Jun 2022; 90;103;CurrentSeason
17;Boston Celtics - Golden State Warriors;William Hill;-179;+154;Friday, 17 Jun 2022, 01:00;Final result 90:103 (22:27, 17:27, 27:22, 24:27);1;Boston Celtics;Golden State Warriors;17 Jun 2022; 90;103;CurrentSeason
29;Golden State Warriors - Boston Celtics;10x10bet;-172;+137;Tuesday, 14 Jun 2022, 01:00;Final result 104:94 (27:16, 24:23, 24:35, 29:20);1;Golden State Warriors;Boston Celtics;14 Jun 2022;104;94 ;CurrentSeason
30;Golden State Warriors - Boston Celtics;1xBet;-161;+152;Tuesday, 14 Jun 2022, 01:00;Final result 104:94 (27:16, 24:23, 24:35, 29:20);1;Golden State Warriors;Boston Celtics;14 Jun 2022;104;94 ;CurrentSeason
31;Golden State Warriors - Boston Celtics;bet-at-home;-172;+140;Tuesday, 14 Jun 2022, 01:00;Final result 104:94 (27:16, 24:23, 24:35, 29:20);1;Golden State Warriors;Boston Celtics;14 Jun 2022;104;94 ;CurrentSeason
32;Golden State Warriors - Boston Celtics;bet365;-167;+145;Tuesday, 14 Jun 2022, 01:00;Final result 104:94 (27:16, 24:23, 24:35, 29:20);1;Golden State Warriors;Boston Celtics;14 Jun 2022;104;94 ;CurrentSeason
