,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway
Bookmaker,impliedProb1xBet,impliedProbCoolbet,impliedProbMarathonbet,impliedProbPinnacle,impliedProbUnibet,impliedProbWilliam Hill,impliedProbbet-at-home,impliedProbbet365,impliedProbbwin,impliedProb1xBet,impliedProbCoolbet,impliedProbMarathonbet,impliedProbPinnacle,impliedProbUnibet,impliedProbWilliam Hill,impliedProbbet-at-home,impliedProbbet365,impliedProbbwin
game_id,,,,,,,,,,,,,,,,,,
201811250POR,63.23529411764706,64.53900709219859,63.23529411764706,63.23529411764706,64.53900709219859,63.63636363636363,64.15770609318996,64.53900709219859,65.39792387543253,39.682539682539684,39.682539682539684,39.37007874015748,39.37007874015748,39.37007874015748,40.0,41.66666666666667,38.46153846153847,39.37007874015748
201811250SAC,41.1522633744856,40.65040650406504,40.48582995951417,40.48582995951417,42.91845493562232,40.816326530612244,42.3728813559322,40.0,40.0,61.38996138996139,63.23529411764706,62.121212121212125,62.121212121212125,61.38996138996139,62.546816479400746,63.63636363636363,63.23529411764706,64.53900709219859
201811250TOR,90.08919722497522,90.08919722497522,89.28188638799571,89.28188638799571,90.08919722497522,90.08919722497522,91.74236168455822,90.08919722497522,90.9090909090909,12.987012987012985,13.88888888888889,13.157894736842104,13.175230566534916,13.333333333333334,13.333333333333334,14.04494382022472,14.285714285714285,13.333333333333334
201811260CHI,30.864197530864196,32.89473684210527,30.76923076923077,30.3951367781155,31.746031746031743,31.25,32.6797385620915,31.25,31.25,71.91011235955057,71.42857142857143,71.91011235955057,71.91011235955057,72.45179063360881,71.42857142857143,73.54497354497354,72.97297297297297,73.54497354497354
201811260CHO,37.3134328358209,37.735849056603776,36.76470588235294,36.90036900369004,37.735849056603776,37.03703703703704,39.682539682539684,37.03703703703704,40.0,66.66666666666666,66.21621621621621,65.75342465753424,65.39792387543253,66.66666666666666,65.39792387543253,66.66666666666666,66.66666666666666,64.53900709219859
201811260CLE,33.33333333333333,34.48275862068966,33.33333333333333,33.89830508474576,33.89830508474576,33.33333333333333,35.3356890459364,32.25806451612903,29.411764705882355,69.41896024464832,69.41896024464832,69.41896024464832,68.45425867507886,70.41420118343196,69.41896024464832,70.93023255813954,71.42857142857143,75.18610421836229
201811260GSW,73.54497354497354,75.18610421836229,74.09326424870466,74.09326424870466,75.72815533980582,75.18610421836229,76.35933806146572,76.35933806146572,75.18610421836229,28.735632183908045,28.57142857142857,28.40909090909091,28.40909090909091,27.77777777777778,28.57142857142857,29.850746268656714,27.77777777777778,29.411764705882355
201811260NOP,55.947136563876654,58.50622406639005,56.52173913043478,56.52173913043478,58.15899581589959,57.80590717299579,58.8477366255144,57.446808510638306,57.08154506437768,46.728971962616825,45.45454545454545,46.08294930875576,45.87155963302752,45.87155963302752,45.45454545454545,47.16981132075472,46.728971962616825,47.61904761904761
201811260UTA,64.91228070175438,65.75342465753424,65.75342465753424,65.75342465753424,65.39792387543253,66.66666666666666,67.10526315789474,66.66666666666666,65.39792387543253,37.3134328358209,38.16793893129771,36.76470588235294,36.63003663003663,38.46153846153847,37.03703703703704,38.759689922480625,37.03703703703704,39.37007874015748
201811260WAS,55.15695067264574,55.55555555555556,55.15695067264574,55.15695067264574,55.15695067264574,55.55555555555556,56.896551724137936,56.896551724137936,54.54545454545454,47.61904761904761,48.54368932038835,47.61904761904761,47.16981132075472,49.01960784313725,49.01960784313725,49.504950495049506,47.61904761904761,50.0
201811270DEN,58.50622406639005,60.629921259842526,59.183673469387756,59.51417004048582,60.317460317460316,59.83935742971887,60.317460317460316,60.9375,59.83935742971887,44.052863436123346,43.66812227074236,43.66812227074236,42.73504273504273,44.052863436123346,43.66812227074236,45.87155963302752,42.5531914893617,44.44444444444444
201811270DET,74.61928934010153,76.35933806146572,74.61928934010153,74.61928934010153,77.52808988764045,76.905311778291,76.905311778291,76.35933806146572,76.905311778291,27.77777777777778,27.77777777777778,27.932960893854748,27.932960893854748,26.666666666666668,27.77777777777778,29.239766081871345,27.77777777777778,27.77777777777778
201811270MEM,33.89830508474576,35.842293906810035,33.670033670033675,34.01360544217687,34.48275862068966,34.48275862068966,36.36363636363637,34.48275862068966,35.08771929824561,69.41896024464832,68.45425867507886,68.94409937888199,68.45425867507886,69.41896024464832,69.41896024464832,69.96996996996997,69.96996996996997,69.41896024464832
201811270MIA,74.61928934010153,77.52808988764045,75.18610421836229,76.35933806146572,77.52808988764045,77.52808988764045,78.72340425531915,76.905311778291,76.905311778291,27.77777777777778,26.31578947368421,27.472527472527474,25.97402597402597,26.666666666666668,26.31578947368421,27.397260273972602,27.397260273972602,27.77777777777778
201811270PHO,44.642857142857146,45.248868778280546,44.44444444444444,43.66812227074236,44.44444444444444,44.44444444444444,46.728971962616825,44.44444444444444,44.44444444444444,58.8477366255144,58.8477366255144,58.15899581589959,58.8477366255144,59.83935742971887,58.8477366255144,59.51417004048582,59.51417004048582,59.83935742971887
201811280BRK,43.290043290043286,41.66666666666667,42.3728813559322,42.19409282700422,44.052863436123346,41.66666666666667,44.052863436123346,41.66666666666667,42.5531914893617,60.317460317460316,62.121212121212125,60.317460317460316,60.317460317460316,60.317460317460316,62.546816479400746,61.68582375478927,61.68582375478927,61.68582375478927
201811280CHO,87.71498771498771,90.08919722497522,87.71498771498771,89.28188638799571,89.28188638799571,90.08919722497522,91.74236168455822,90.9090909090909,90.08919722497522,14.5985401459854,13.88888888888889,14.814814814814813,12.97016861219196,14.285714285714285,13.333333333333334,14.347202295552366,13.793103448275861,14.285714285714285
201811280HOU,69.41896024464832,71.42857142857143,69.96996996996997,69.96996996996997,71.42857142857143,71.42857142857143,69.96996996996997,71.42857142857143,73.54497354497354,32.89473684210527,32.6797385620915,32.6797385620915,32.362459546925564,32.89473684210527,33.33333333333333,35.842293906810035,32.25806451612903,31.25
201811280LAC,90.9090909090909,90.9090909090909,89.28188638799571,87.71498771498771,88.49252013808976,89.28188638799571,92.5925925925926,90.08919722497522,93.4597776324395,11.363636363636363,13.071895424836603,13.333333333333334,15.060240963855422,14.814814814814813,14.285714285714285,13.458950201884253,14.814814814814813,11.11111111111111
201811280MIL,92.5925925925926,94.34069043576685,92.5925925925926,93.4597776324395,93.4597776324395,95.23809523809523,96.15384615384616,95.23809523809523,95.23809523809523,9.090909090909092,10.0,9.75609756097561,9.354536950420954,9.523809523809524,9.090909090909092,9.84251968503937,9.090909090909092,9.523809523809524
201811280MIN,63.63636363636363,66.21621621621621,64.53900709219859,65.75342465753424,64.91228070175438,65.39792387543253,67.10526315789474,64.53900709219859,64.53900709219859,38.759689922480625,37.735849056603776,38.02281368821293,36.63003663003663,39.37007874015748,38.46153846153847,39.0625,38.46153846153847,40.0
201811280NOP,69.96996996996997,71.91011235955057,70.41420118343196,70.93023255813954,72.45179063360881,73.54497354497354,72.97297297297297,72.97297297297297,75.18610421836229,32.154340836012864,32.05128205128205,31.948881789137378,31.645569620253166,31.746031746031743,31.25,32.89473684210527,31.25,29.411764705882355
201811280OKC,90.08919722497522,91.74236168455822,90.08919722497522,90.08919722497522,90.08919722497522,92.5925925925926,92.5925925925926,92.5925925925926,90.9090909090909,12.345679012345679,12.269938650306749,12.658227848101266,12.01923076923077,12.5,11.76470588235294,13.245033112582782,11.76470588235294,13.333333333333334
201811280PHI,89.28188638799571,91.74236168455822,90.08919722497522,90.08919722497522,89.28188638799571,90.9090909090909,92.5925925925926,92.5925925925926,90.9090909090909,12.987012987012985,12.269938650306749,12.82051282051282,12.300123001230013,14.285714285714285,12.5,13.422818791946309,11.76470588235294,13.793103448275861
201811280POR,80.0,83.33333333333334,80.65764023210832,81.98198198198197,81.98198198198197,83.33333333333334,85.46511627906976,83.33333333333334,83.33333333333334,22.421524663677133,20.66115702479339,21.978021978021978,20.408163265306122,21.78649237472767,20.833333333333336,20.28397565922921,21.052631578947366,21.052631578947366
201811290LAL,68.94409937888199,68.45425867507886,69.41896024464832,68.05111821086261,68.45425867507886,69.41896024464832,68.94409937888199,68.05111821086261,67.53246753246754,33.33333333333333,35.587188612099645,33.11258278145696,34.24657534246575,35.842293906810035,35.842293906810035,36.90036900369004,36.36363636363637,37.03703703703704
201811290SAC,45.662100456621005,48.07692307692308,45.04504504504504,45.87155963302752,48.07692307692308,46.728971962616825,48.54368932038835,46.728971962616825,45.45454545454545,58.50622406639005,56.14035087719298,57.446808510638306,56.52173913043478,56.14035087719298,57.08154506437768,57.446808510638306,57.446808510638306,58.8477366255144
201811290TOR,78.72340425531915,82.63888888888889,79.38144329896907,81.30841121495327,81.98198198198197,83.33333333333334,82.63888888888889,81.98198198198197,81.98198198198197,23.58490566037736,21.27659574468085,23.25581395348837,21.321961620469082,21.78649237472767,21.052631578947366,23.14814814814815,22.22222222222222,23.094688221709006
201811300BOS,90.9090909090909,91.74236168455822,90.9090909090909,90.08919722497522,91.74236168455822,90.9090909090909,92.5925925925926,92.5925925925926,92.5925925925926,11.363636363636363,12.269938650306749,11.76470588235294,11.961722488038278,11.76470588235294,12.5,13.49527665317139,11.76470588235294,12.121212121212121
201811300BRK,44.44444444444444,44.44444444444444,44.052863436123346,45.248868778280546,44.44444444444444,45.45454545454545,46.728971962616825,44.44444444444444,47.61904761904761,58.15899581589959,59.51417004048582,58.50622406639005,57.08154506437768,59.51417004048582,57.80590717299579,59.51417004048582,59.51417004048582,57.08154506437768
201811300CHO,58.50622406639005,59.51417004048582,57.08154506437768,55.947136563876654,57.08154506437768,57.08154506437768,58.15899581589959,57.446808510638306,58.15899581589959,45.87155963302752,44.843049327354265,45.45454545454545,46.728971962616825,47.16981132075472,46.728971962616825,48.07692307692308,46.728971962616825,46.728971962616825
201811300DET,79.38144329896907,81.30841121495327,80.0,79.38144329896907,80.0,81.98198198198197,81.98198198198197,81.30841121495327,81.98198198198197,22.831050228310502,22.727272727272727,22.47191011235955,22.727272727272727,23.809523809523807,23.094688221709006,24.213075060532688,23.52941176470588,22.22222222222222
201811300LAL,61.68582375478927,63.63636363636363,62.546816479400746,62.121212121212125,64.91228070175438,64.53900709219859,64.15770609318996,63.63636363636363,64.53900709219859,40.65040650406504,40.32258064516129,40.16064257028113,40.32258064516129,39.37007874015748,40.0,41.84100418410041,39.37007874015748,40.0
201811300MIA,43.66812227074236,43.66812227074236,43.66812227074236,43.290043290043286,44.052863436123346,43.66812227074236,45.662100456621005,43.66812227074236,44.44444444444444,59.183673469387756,60.629921259842526,59.183673469387756,59.51417004048582,60.317460317460316,59.83935742971887,60.317460317460316,60.317460317460316,60.629921259842526
201811300OKC,90.9090909090909,92.5925925925926,90.9090909090909,90.9090909090909,91.74236168455822,92.5925925925926,93.4597776324395,93.4597776324395,92.5925925925926,11.11111111111111,11.428571428571429,11.363636363636363,11.668611435239207,11.76470588235294,11.76470588235294,12.853470437017995,11.11111111111111,12.121212121212121
201811300PHI,78.72340425531915,81.30841121495327,78.72340425531915,80.0,80.0,81.98198198198197,81.98198198198197,81.30841121495327,83.33333333333334,24.213075060532688,22.727272727272727,23.809523809523807,22.22222222222222,23.809523809523807,23.094688221709006,24.271844660194176,23.52941176470588,21.78649237472767
201811300PHO,39.0625,38.16793893129771,38.46153846153847,37.59398496240601,39.37007874015748,38.46153846153847,40.0,37.453183520599254,40.816326530612244,64.53900709219859,65.75342465753424,64.15770609318996,64.91228070175438,64.53900709219859,65.39792387543253,66.21621621621621,65.75342465753424,63.63636363636363
201811300POR,52.60663507109005,55.15695067264574,52.15311004784689,51.92307692307693,54.54545454545454,54.54545454545454,54.54545454545454,54.54545454545454,56.14035087719298,49.504950495049506,49.01960784313725,50.495049504950494,50.73891625615764,49.504950495049506,50.0,51.45631067961165,50.0,49.01960784313725
201811300SAS,40.98360655737705,41.1522633744856,40.65040650406504,38.61003861003861,41.66666666666667,40.816326530612244,42.016806722689076,40.0,52.38095238095239,61.38996138996139,62.825278810408925,61.68582375478927,64.15770609318996,62.546816479400746,62.546816479400746,64.15770609318996,63.23529411764706,52.38095238095239
201812010CLE,14.285714285714285,14.285714285714285,14.388489208633093,13.280212483399733,15.384615384615385,13.333333333333334,14.513788098693759,13.793103448275861,12.903225806451612,87.71498771498771,90.08919722497522,88.49252013808976,89.28188638799571,88.49252013808976,90.08919722497522,91.74236168455822,90.9090909090909,91.74236168455822
201812010DET,37.03703703703704,38.46153846153847,36.36363636363637,37.453183520599254,38.46153846153847,37.03703703703704,39.682539682539684,37.03703703703704,37.735849056603776,67.53246753246754,65.75342465753424,66.21621621621621,64.91228070175438,65.75342465753424,66.66666666666666,66.21621621621621,66.66666666666666,66.66666666666666
201812010HOU,90.9090909090909,92.5925925925926,91.74236168455822,92.5925925925926,92.5925925925926,93.4597776324395,94.34069043576685,93.4597776324395,92.5925925925926,10.989010989010989,11.428571428571429,11.11111111111111,10.204081632653061,10.526315789473683,10.526315789473683,11.682242990654206,10.526315789473683,11.76470588235294
201812010MIN,54.337899543378995,56.14035087719298,54.95495495495496,55.15695067264574,56.14035087719298,55.55555555555556,57.08154506437768,56.896551724137936,55.55555555555556,48.07692307692308,47.61904761904761,47.61904761904761,47.16981132075472,48.07692307692308,49.01960784313725,49.01960784313725,47.61904761904761,49.01960784313725
201812010NYK,23.58490566037736,26.666666666666668,23.25581395348837,23.474178403755868,23.809523809523807,23.809523809523807,25.125628140703515,24.449877750611247,24.449877750611247,78.72340425531915,78.11816192560175,79.38144329896907,78.72340425531915,80.0,80.0,80.65764023210832,80.0,80.0
201812010SAC,48.07692307692308,47.61904761904761,47.61904761904761,47.61904761904761,48.07692307692308,49.01960784313725,50.0,49.01960784313725,49.01960784313725,55.15695067264574,56.14035087719298,55.15695067264574,54.54545454545454,56.14035087719298,55.55555555555556,56.14035087719298,55.55555555555556,55.55555555555556
201812010WAS,71.42857142857143,73.54497354497354,71.91011235955057,72.45179063360881,73.54497354497354,73.54497354497354,74.09326424870466,72.97297297297297,73.54497354497354,30.864197530864196,30.3951367781155,30.76923076923077,30.211480362537763,30.76923076923077,30.76923076923077,31.948881789137378,31.25,31.25
201812020CHO,58.8477366255144,58.8477366255144,59.51417004048582,59.51417004048582,59.51417004048582,59.83935742971887,60.629921259842526,60.317460317460316,58.8477366255144,43.66812227074236,45.04504504504504,43.290043290043286,42.73504273504273,44.44444444444444,43.66812227074236,45.45454545454545,43.66812227074236,45.45454545454545
201812020DAL,41.49377593360996,41.66666666666667,40.816326530612244,41.32231404958678,42.016806722689076,41.66666666666667,43.66812227074236,40.816326530612244,44.44444444444444,61.68582375478927,62.121212121212125,61.68582375478927,60.9375,62.121212121212125,62.546816479400746,62.546816479400746,62.546816479400746,60.629921259842526
201812020LAL,87.71498771498771,89.28188638799571,87.71498771498771,87.71498771498771,89.28188638799571,89.28188638799571,90.08919722497522,89.28188638799571,89.28188638799571,14.5985401459854,14.705882352941178,14.925373134328357,14.947683109118087,14.285714285714285,15.384615384615385,15.552099533437014,15.384615384615385,15.384615384615385
201812020MIA,40.65040650406504,40.32258064516129,39.682539682539684,39.682539682539684,40.816326530612244,40.816326530612244,42.19409282700422,39.37007874015748,40.816326530612244,62.121212121212125,63.63636363636363,62.825278810408925,62.825278810408925,63.23529411764706,62.546816479400746,63.63636363636363,63.63636363636363,63.63636363636363
201812020PHI,70.41420118343196,71.91011235955057,71.91011235955057,71.42857142857143,71.42857142857143,73.54497354497354,72.97297297297297,72.45179063360881,71.42857142857143,31.948881789137378,32.05128205128205,30.76923076923077,31.15264797507788,32.25806451612903,31.25,33.11258278145696,31.746031746031743,33.33333333333333
201812020SAS,50.24875621890548,50.0,50.0,50.495049504950494,50.0,52.38095238095239,52.15311004784689,52.60663507109005,51.21951219512195,52.15311004784689,54.12844036697248,52.60663507109005,51.92307692307693,54.12844036697248,52.38095238095239,54.12844036697248,52.60663507109005,53.48837209302325
201812030ATL,15.384615384615385,16.260162601626014,15.625,16.025641025641026,17.24137931034483,16.666666666666664,17.636684303350968,16.666666666666664,16.666666666666664,87.71498771498771,87.71498771498771,86.96219035202087,86.20689655172413,86.20689655172413,87.71498771498771,88.49252013808976,87.71498771498771,87.71498771498771
201812030BRK,70.41420118343196,71.42857142857143,70.41420118343196,70.41420118343196,72.45179063360881,71.42857142857143,71.91011235955057,71.42857142857143,71.42857142857143,32.154340836012864,32.6797385620915,31.948881789137378,31.948881789137378,31.746031746031743,32.25806451612903,34.24657534246575,32.25806451612903,33.33333333333333
201812030DET,45.45454545454545,45.87155963302752,45.04504504504504,45.45454545454545,46.728971962616825,46.728971962616825,48.07692307692308,46.728971962616825,46.728971962616825,56.896551724137936,58.15899581589959,57.446808510638306,57.08154506437768,57.446808510638306,57.08154506437768,58.15899581589959,57.446808510638306,58.15899581589959
201812030MIN,45.45454545454545,47.16981132075472,45.04504504504504,44.843049327354265,48.07692307692308,46.728971962616825,47.61904761904761,46.728971962616825,49.01960784313725,56.896551724137936,57.08154506437768,57.446808510638306,57.446808510638306,56.14035087719298,57.08154506437768,58.50622406639005,57.446808510638306,56.14035087719298
201812030NOP,53.70370370370371,54.54545454545454,54.54545454545454,54.54545454545454,54.95495495495496,55.55555555555556,55.947136563876654,55.55555555555556,57.08154506437768,48.54368932038835,49.504950495049506,48.07692307692308,47.61904761904761,49.01960784313725,49.01960784313725,50.0,49.01960784313725,47.61904761904761
201812030NYK,45.87155963302752,45.87155963302752,45.45454545454545,45.662100456621005,47.16981132075472,46.728971962616825,47.16981132075472,45.45454545454545,49.01960784313725,56.52173913043478,58.15899581589959,57.08154506437768,56.896551724137936,56.896551724137936,57.08154506437768,58.8477366255144,58.50622406639005,55.55555555555556
201812030TOR,74.09326424870466,75.18610421836229,74.09326424870466,74.09326424870466,74.09326424870466,75.18610421836229,75.72815533980582,74.61928934010153,74.61928934010153,28.901734104046245,28.57142857142857,28.57142857142857,28.40909090909091,29.850746268656714,29.411764705882355,30.3951367781155,29.850746268656714,30.3951367781155
201812040DAL,53.271028037383175,54.54545454545454,53.70370370370371,53.48837209302325,53.70370370370371,55.55555555555556,55.15695067264574,55.55555555555556,57.08154506437768,49.01960784313725,49.504950495049506,49.01960784313725,49.01960784313725,50.495049504950494,49.01960784313725,50.73891625615764,49.01960784313725,47.61904761904761
201812040IND,76.35933806146572,76.905311778291,76.905311778291,78.11816192560175,79.38144329896907,80.0,80.0,78.72340425531915,78.11816192560175,25.906735751295333,27.397260273972602,25.64102564102564,24.449877750611247,24.449877750611247,25.0,25.97402597402597,25.64102564102564,26.666666666666668
201812040MIA,57.446808510638306,57.80590717299579,58.15899581589959,59.51417004048582,60.629921259842526,58.8477366255144,60.9375,60.317460317460316,58.8477366255144,44.642857142857146,46.2962962962963,44.44444444444444,42.73504273504273,43.66812227074236,44.44444444444444,45.248868778280546,43.66812227074236,45.45454545454545
201812040PHO,35.587188612099645,34.602076124567475,36.101083032490976,34.36426116838488,34.72222222222222,34.48275862068966,36.101083032490976,35.08771929824561,34.48275862068966,67.10526315789474,69.41896024464832,66.66666666666666,68.05111821086261,69.41896024464832,69.41896024464832,69.96996996996997,69.41896024464832,70.41420118343196
201812040UTA,74.61928934010153,77.52808988764045,75.18610421836229,75.72815533980582,76.905311778291,76.905311778291,78.72340425531915,77.52808988764045,78.11816192560175,27.77777777777778,26.31578947368421,27.624309392265197,26.455026455026452,27.027027027027028,27.027027027027028,27.472527472527474,27.027027027027028,26.666666666666668
201812050ATL,43.66812227074236,41.66666666666667,43.290043290043286,42.016806722689076,42.016806722689076,41.66666666666667,44.44444444444444,41.66666666666667,40.0,59.183673469387756,62.121212121212125,59.51417004048582,60.629921259842526,62.121212121212125,62.546816479400746,61.68582375478927,61.68582375478927,64.53900709219859
201812050BRK,31.948881789137378,29.850746268656714,31.746031746031743,30.58103975535168,30.76923076923077,30.3951367781155,33.11258278145696,30.3951367781155,31.25,71.42857142857143,74.09326424870466,70.93023255813954,71.91011235955057,73.54497354497354,73.54497354497354,72.97297297297297,74.09326424870466,73.54497354497354
201812050CLE,15.384615384615385,16.260162601626014,15.625,15.29051987767584,16.0,15.384615384615385,16.666666666666664,16.0,15.384615384615385,87.71498771498771,87.71498771498771,86.96219035202087,86.96219035202087,87.71498771498771,89.28188638799571,89.28188638799571,88.49252013808976,89.28188638799571
201812050LAL,75.72815533980582,78.72340425531915,76.905311778291,77.52808988764045,78.72340425531915,80.0,78.72340425531915,78.72340425531915,79.38144329896907,26.595744680851062,25.0,25.64102564102564,24.691358024691358,25.31645569620253,25.0,27.397260273972602,26.31578947368421,25.0
201812050MEM,55.55555555555556,57.08154506437768,56.14035087719298,56.896551724137936,56.14035087719298,57.08154506437768,57.80590717299579,56.896551724137936,57.08154506437768,46.728971962616825,47.16981132075472,46.2962962962963,45.45454545454545,48.07692307692308,47.61904761904761,48.07692307692308,47.61904761904761,47.61904761904761
201812050MIL,73.54497354497354,76.35933806146572,74.09326424870466,74.61928934010153,75.72815533980582,75.18610421836229,76.905311778291,75.18610421836229,75.18610421836229,28.901734104046245,27.77777777777778,28.57142857142857,28.08988764044944,27.77777777777778,28.57142857142857,28.901734104046245,29.411764705882355,29.411764705882355
201812050MIN,64.15770609318996,66.21621621621621,64.91228070175438,64.91228070175438,66.66666666666666,66.66666666666666,66.21621621621621,65.75342465753424,66.66666666666666,38.16793893129771,37.735849056603776,37.59398496240601,37.59398496240601,37.735849056603776,37.03703703703704,39.682539682539684,37.453183520599254,37.735849056603776
201812050NOP,68.05111821086261,69.41896024464832,68.05111821086261,67.53246753246754,68.45425867507886,69.41896024464832,69.96996996996997,69.96996996996997,70.41420118343196,34.36426116838488,34.602076124567475,34.602076124567475,34.72222222222222,35.842293906810035,35.842293906810035,36.36363636363637,34.48275862068966,34.48275862068966
201812050ORL,37.735849056603776,37.735849056603776,37.174721189591075,37.59398496240601,38.46153846153847,38.16793893129771,40.0,37.735849056603776,39.37007874015748,66.66666666666666,66.21621621621621,65.39792387543253,64.91228070175438,65.75342465753424,66.66666666666666,66.21621621621621,64.91228070175438,65.39792387543253
201812050TOR,71.91011235955057,74.09326424870466,71.91011235955057,72.45179063360881,73.54497354497354,73.54497354497354,74.61928934010153,74.09326424870466,74.09326424870466,30.3951367781155,29.850746268656714,30.76923076923077,30.03003003003003,30.76923076923077,30.3951367781155,31.25,30.3951367781155,30.76923076923077
201812060BOS,91.74236168455822,93.4597776324395,91.74236168455822,91.74236168455822,91.74236168455822,93.4597776324395,94.34069043576685,93.4597776324395,91.74236168455822,10.638297872340425,10.526315789473683,11.235955056179774,10.626992561105206,11.11111111111111,10.526315789473683,11.428571428571429,10.526315789473683,13.333333333333334
201812060POR,90.9090909090909,91.74236168455822,90.08919722497522,90.9090909090909,90.9090909090909,90.9090909090909,93.4597776324395,91.74236168455822,90.9090909090909,12.21001221001221,12.269938650306749,12.345679012345679,11.547344110854503,12.5,12.5,12.787723785166241,12.5,13.333333333333334
201812060UTA,52.60663507109005,54.54545454545454,52.60663507109005,52.15311004784689,53.271028037383175,54.54545454545454,54.95495495495496,53.70370370370371,53.48837209302325,49.504950495049506,49.504950495049506,50.0,50.24875621890548,50.98039215686274,50.0,51.21951219512195,51.21951219512195,51.21951219512195
201812070BRK,22.421524663677133,22.727272727272727,21.978021978021978,21.83406113537118,23.52941176470588,23.809523809523807,23.474178403755868,23.52941176470588,23.094688221709006,80.65764023210832,81.30841121495327,80.65764023210832,80.65764023210832,80.65764023210832,81.98198198198197,82.63888888888889,81.30841121495327,81.98198198198197
201812070CHI,22.831050228310502,21.978021978021978,22.47191011235955,21.78649237472767,22.22222222222222,22.22222222222222,23.64066193853428,22.22222222222222,22.22222222222222,79.38144329896907,81.98198198198197,80.0,80.65764023210832,81.30841121495327,81.98198198198197,82.63888888888889,81.98198198198197,81.98198198198197
201812070CHO,52.60663507109005,53.271028037383175,53.271028037383175,53.271028037383175,53.271028037383175,54.12844036697248,53.70370370370371,53.70370370370371,55.55555555555556,49.504950495049506,50.73891625615764,49.504950495049506,49.504950495049506,50.98039215686274,51.21951219512195,52.38095238095239,51.21951219512195,49.01960784313725
201812070CLE,44.052863436123346,44.44444444444444,43.66812227074236,43.66812227074236,46.08294930875576,43.66812227074236,46.08294930875576,43.66812227074236,45.45454545454545,59.183673469387756,59.51417004048582,59.183673469387756,58.8477366255144,58.15899581589959,59.83935742971887,59.83935742971887,60.317460317460316,58.8477366255144
201812070DET,57.08154506437768,57.08154506437768,57.80590717299579,57.80590717299579,55.55555555555556,57.08154506437768,58.8477366255144,57.446808510638306,57.08154506437768,45.248868778280546,47.16981132075472,44.843049327354265,44.642857142857146,48.54368932038835,46.728971962616825,47.16981132075472,46.728971962616825,47.61904761904761
201812070MIL,56.14035087719298,57.08154506437768,54.95495495495496,54.95495495495496,57.80590717299579,57.08154506437768,58.8477366255144,56.896551724137936,54.54545454545454,46.08294930875576,47.16981132075472,47.61904761904761,47.61904761904761,46.2962962962963,46.728971962616825,47.61904761904761,47.61904761904761,50.0
201812070NOP,68.05111821086261,69.41896024464832,68.05111821086261,68.05111821086261,70.41420118343196,69.41896024464832,68.94409937888199,69.41896024464832,68.94409937888199,34.84320557491289,34.602076124567475,34.602076124567475,34.24657534246575,33.33333333333333,34.48275862068966,37.03703703703704,35.08771929824561,35.842293906810035
201812070ORL,62.121212121212125,62.825278810408925,62.825278810408925,62.546816479400746,62.546816479400746,62.546816479400746,64.15770609318996,63.23529411764706,61.68582375478927,41.32231404958678,41.1522633744856,39.682539682539684,40.0,41.1522633744856,40.816326530612244,42.016806722689076,40.0,42.5531914893617
201812070PHO,24.213075060532688,25.97402597402597,24.449877750611247,23.52941176470588,25.31645569620253,23.809523809523807,24.449877750611247,23.52941176470588,26.666666666666668,78.11816192560175,78.11816192560175,78.11816192560175,78.72340425531915,78.72340425531915,80.0,81.30841121495327,81.30841121495327,78.11816192560175
201812070SAS,50.98039215686274,50.73891625615764,50.73891625615764,50.98039215686274,51.45631067961165,50.0,52.38095238095239,50.0,51.21951219512195,51.21951219512195,53.271028037383175,51.92307692307693,51.45631067961165,52.60663507109005,54.54545454545454,53.48837209302325,54.54545454545454,53.48837209302325
201812080ATL,32.89473684210527,33.11258278145696,32.6797385620915,32.89473684210527,33.89830508474576,33.33333333333333,35.2112676056338,33.89830508474576,34.48275862068966,70.93023255813954,70.93023255813954,69.96996996996997,69.41896024464832,70.41420118343196,71.42857142857143,70.93023255813954,70.41420118343196,70.41420118343196
201812080CHI,25.906735751295333,26.31578947368421,24.691358024691358,24.93765586034913,26.666666666666668,26.31578947368421,26.737967914438503,26.31578947368421,26.31578947368421,78.11816192560175,77.52808988764045,77.52808988764045,77.52808988764045,77.52808988764045,77.52808988764045,79.38144329896907,78.72340425531915,78.11816192560175
201812080CLE,28.24858757062147,27.77777777777778,27.932960893854748,27.027027027027028,27.77777777777778,27.027027027027028,28.57142857142857,27.027027027027028,31.25,75.18610421836229,76.35933806146572,74.61928934010153,75.18610421836229,75.72815533980582,76.905311778291,77.52808988764045,77.52808988764045,73.54497354497354
201812080DAL,41.66666666666667,41.49377593360996,40.65040650406504,41.32231404958678,42.91845493562232,41.66666666666667,43.290043290043286,40.816326530612244,42.5531914893617,63.23529411764706,62.546816479400746,61.68582375478927,60.9375,61.38996138996139,62.546816479400746,62.825278810408925,62.546816479400746,62.546816479400746
201812080IND,68.05111821086261,68.45425867507886,68.45425867507886,68.05111821086261,69.41896024464832,69.41896024464832,69.41896024464832,69.96996996996997,69.41896024464832,34.36426116838488,35.587188612099645,34.129692832764505,34.48275862068966,34.72222222222222,34.72222222222222,36.496350364963504,34.48275862068966,35.08771929824561
