game_id,Bookmaker,Unnamed: 0,OddHome,OddAway
202012220LAL,Unibet,12849,-132,110
202012220LAL,bet-at-home,12842,-137,106
202012220LAL,bwin,12844,-149,125
202012220LAL,Coolbet,12845,-137,119
202012220LAL,GGBET,12846,-137,112
202012220LAL,Marathonbet,12847,-127,125
202012220LAL,Pinnacle,12848,-133,121
202012220LAL,William Hill,12850,-135,114
202012220LAL,bet365,12843,-135,114
202012220BRK,bet365,12852,-345,270
202012220BRK,bwin,12853,-303,240
202012220BRK,Coolbet,12854,-333,275
202012220BRK,GGBET,12855,-303,235
202012220BRK,Marathonbet,12856,-323,280
202012220BRK,Pinnacle,12857,-333,283
202012220BRK,William Hill,12859,-333,270
202012220BRK,Unibet,12858,-286,229
202012220BRK,bet-at-home,12851,-357,260
202012230MEM,bet365,12771,-132,110
202012230MEM,bet-at-home,12770,-132,104
202012230CHI,William Hill,12769,104,-125
202012230CHI,Unibet,12768,106,-128
202012230CHI,bwin,12763,104,-125
202012230CHI,Marathonbet,12766,114,-127
202012230CHI,GGBET,12765,108,-132
202012230CHI,Coolbet,12764,100,-118
202012230MEM,bwin,12772,-133,110
202012230CHI,Pinnacle,12767,108,-120
202012230MEM,Coolbet,12773,-127,110
202012230MEM,William Hill,12778,-130,110
202012230MEM,Marathonbet,12775,-132,119
202012230MEM,Pinnacle,12776,-123,112
202012230MEM,Unibet,12777,-130,110
202012230CHI,bet365,12762,104,-125
202012230MIN,bet-at-home,12779,-217,165
202012230MIN,bet365,12780,-222,179
202012230MIN,bwin,12781,-238,190
202012230MIN,Coolbet,12782,-204,175
202012230MIN,GGBET,12783,-227,181
202012230MIN,Marathonbet,12784,-208,185
202012230MIN,Pinnacle,12785,-200,177
202012230MEM,GGBET,12774,-133,108
202012230CHI,bet-at-home,12761,100,-128
202012230DEN,GGBET,12756,-323,249
202012230DEN,Unibet,12759,-303,245
202012230PHO,bet-at-home,12734,-123,-103
202012230PHO,bet365,12735,-120,100
202012230PHO,bwin,12736,-115,-105
202012230PHO,Coolbet,12737,-122,104
202012230PHO,GGBET,12738,-111,-105
202012230PHO,Marathonbet,12739,-118,106
202012230PHO,Pinnacle,12740,-114,102
202012230PHO,Unibet,12741,-120,102
202012230PHO,William Hill,12742,-120,100
202012230POR,bet-at-home,12743,-101,-127
202012230POR,bet365,12744,104,-125
202012230DEN,William Hill,12760,-323,265
202012230POR,bwin,12745,110,-133
202012230POR,Marathonbet,12748,114,-127
202012230POR,Pinnacle,12749,108,-120
202012230POR,Unibet,12750,104,-125
202012230POR,William Hill,12751,104,-125
202012230DEN,bet-at-home,12752,-370,265
202012230DEN,bet365,12753,-323,260
202012230DEN,bwin,12754,-303,240
202012230DEN,Coolbet,12755,-323,265
202012230MIN,Unibet,12786,-213,175
202012230DEN,Marathonbet,12757,-323,280
202012230DEN,Pinnacle,12758,-312,267
202012230POR,Coolbet,12746,-103,-111
202012230MIN,William Hill,12787,-213,185
202012230POR,GGBET,12747,100,-119
202012230BOS,bet365,12789,165,-185
202012230IND,Coolbet,12818,-303,254
202012230IND,GGBET,12819,-312,242
202012230IND,Marathonbet,12820,-312,272
202012230IND,Pinnacle,12821,-294,257
202012230IND,Unibet,12822,-303,245
202012230IND,William Hill,12823,-323,265
202012230ORL,bet-at-home,12824,154,-204
202012230ORL,bet365,12825,175,-213
202012230ORL,Coolbet,12827,152,-179
202012230PHI,William Hill,12841,-303,250
202012230ORL,GGBET,12828,167,-208
202012230IND,bwin,12817,-385,290
202012230ORL,Marathonbet,12829,175,-196
202012230ORL,Unibet,12831,160,-189
202012230ORL,William Hill,12832,170,-189
202012230PHI,bet-at-home,12833,-333,240
202012230PHI,bet365,12834,-312,250
202012230PHI,bwin,12835,-286,229
202012230PHI,Coolbet,12836,-323,269
202012230PHI,GGBET,12837,-294,229
202012230PHI,Marathonbet,12838,-303,264
202012230PHI,Pinnacle,12839,-294,254
202012230PHI,Unibet,12840,-270,225
202012230BOS,bet-at-home,12788,149,-192
202012230ORL,Pinnacle,12830,166,-185
202012230IND,bet365,12816,-323,260
202012230ORL,bwin,12826,165,-200
202012230CLE,William Hill,12814,129,-149
202012230BOS,bwin,12790,154,-189
202012230BOS,Coolbet,12791,152,-175
202012230IND,bet-at-home,12815,-357,260
202012230BOS,Marathonbet,12793,171,-172
202012230BOS,Pinnacle,12794,161,-179
202012230BOS,Unibet,12795,154,-182
202012230BOS,William Hill,12796,170,-189
202012230TOR,bet-at-home,12797,-172,135
202012230TOR,bet365,12798,-161,140
202012230TOR,bwin,12799,-175,145
202012230TOR,Coolbet,12800,-164,140
202012230TOR,GGBET,12801,-169,137
202012230BOS,GGBET,12792,152,-189
202012230TOR,Pinnacle,12803,-167,149
202012230TOR,Marathonbet,12802,-164,147
202012230CLE,Unibet,12813,120,-143
202012230CLE,Marathonbet,12811,140,-156
202012230CLE,GGBET,12810,120,-147
202012230CLE,Coolbet,12809,133,-156
202012230CLE,Pinnacle,12812,136,-152
202012230CLE,bet365,12807,129,-152
202012230CLE,bet-at-home,12806,124,-159
202012230TOR,William Hill,12805,-164,145
202012230TOR,Unibet,12804,-164,138
202012230CLE,bwin,12808,125,-149
202012250BOS,bet365,12708,129,-152
202012250LAL,Coolbet,12701,-270,227
202012250BOS,bet-at-home,12707,124,-159
202012250LAL,William Hill,12706,-270,229
202012250LAL,Unibet,12705,-286,225
202012250LAL,Pinnacle,12704,-263,229
202012250LAL,Marathonbet,12703,-244,240
202012250LAL,GGBET,12702,-270,212
202012250LAL,bwin,12700,-250,200
202012250DEN,Marathonbet,12694,152,-169
202012250LAL,bet-at-home,12698,-278,210
202012250DEN,William Hill,12697,145,-164
202012250DEN,Unibet,12696,138,-167
202012250DEN,Pinnacle,12695,154,-172
202012250DEN,GGBET,12693,135,-167
202012250DEN,Coolbet,12692,148,-172
202012250DEN,bwin,12691,125,-149
202012250DEN,bet365,12690,145,-167
202012250DEN,bet-at-home,12689,138,-179
202012250BOS,bwin,12709,125,-149
202012250LAL,bet365,12699,-270,220
202012250BOS,Coolbet,12710,136,-159
202012250MIL,bet-at-home,12716,-588,380
202012250BOS,Marathonbet,12712,136,-152
202012250BOS,GGBET,12711,127,-156
202012250MIA,Unibet,12732,-143,123
202012250MIA,Pinnacle,12731,-147,133
202012250MIA,Marathonbet,12730,-149,135
202012250MIA,GGBET,12729,-152,123
202012250MIA,Coolbet,12728,-152,131
202012250MIA,bwin,12727,-149,125
202012250MIA,bet365,12726,-147,125
202012250MIA,bet-at-home,12725,-156,122
202012250MIL,William Hill,12724,-556,425
202012250MIA,William Hill,12733,-149,129
202012250MIL,Pinnacle,12722,-556,436
202012250MIL,Marathonbet,12721,-500,430
202012250MIL,GGBET,12720,-500,362
202012250MIL,Coolbet,12719,-556,433
202012250MIL,bwin,12718,-588,425
202012250MIL,bet365,12717,-556,425
202012250BOS,William Hill,12715,129,-149
202012250BOS,Unibet,12714,123,-143
202012250BOS,Pinnacle,12713,138,-154
202012250MIL,Unibet,12723,-556,409
202012260SAS,GGBET,12630,112,-137
202012260SAS,Coolbet,12629,120,-139
202012260UTA,Unibet,12624,-417,320
202012260SAS,bet365,12627,114,-135
202012260SAS,bet-at-home,12626,110,-141
202012260UTA,William Hill,12625,-435,359
202012260SAS,bwin,12628,110,-133
202012260SAS,Marathonbet,12631,125,-139
202012260CHI,bet365,12636,210,-250
202012260SAS,Unibet,12633,117,-139
202012260SAS,William Hill,12634,120,-141
202012260CHI,Unibet,12642,195,-238
202012260CHI,bwin,12637,165,-200
202012260CHI,Coolbet,12638,196,-233
202012260CHI,GGBET,12639,177,-222
202012260CHI,Marathonbet,12640,215,-244
202012260CHI,Pinnacle,12641,204,-233
202012260UTA,Pinnacle,12623,-400,338
202012260SAS,Pinnacle,12632,122,-135
202012260UTA,Marathonbet,12622,-385,375
202012260SAC,Coolbet,12611,133,-154
202012260UTA,Coolbet,12620,-417,337
202012260POR,bet365,12600,-333,265
202012260POR,bwin,12601,-303,240
202012260POR,Coolbet,12602,-323,266
202012260POR,GGBET,12603,-323,249
202012260POR,Marathonbet,12604,-303,264
202012260POR,Pinnacle,12605,-312,268
202012260POR,Unibet,12606,-333,270
202012260POR,William Hill,12607,-333,270
202012260SAC,bet-at-home,12608,127,-164
202012260SAC,bet365,12609,129,-152
202012260SAC,bwin,12610,135,-161
202012260SAC,GGBET,12612,133,-164
202012260SAC,Marathonbet,12613,136,-152
202012260SAC,Pinnacle,12614,138,-154
202012260SAC,Unibet,12615,135,-161
202012260SAC,William Hill,12616,140,-161
202012260UTA,bet-at-home,12617,-526,359
202012260UTA,bet365,12618,-455,350
202012260UTA,bwin,12619,-400,309
202012260UTA,GGBET,12621,-417,311
202012260CHI,William Hill,12643,204,-244
202012260CHI,bet-at-home,12635,190,-256
202012260NYK,bet365,12645,280,-370
202012260DET,Unibet,12669,-118,-102
202012260DET,William Hill,12670,-110,-110
202012260WAS,bet-at-home,12671,-132,104
202012260WAS,bet365,12672,-132,110
202012260WAS,bwin,12673,-133,110
202012260WAS,Coolbet,12674,-119,102
202012260WAS,GGBET,12675,-132,108
202012260WAS,Marathonbet,12676,-128,116
202012260WAS,Unibet,12678,-128,106
202012260WAS,William Hill,12679,-130,110
202012260MEM,bet-at-home,12680,-145,114
202012260MEM,bet365,12681,-141,120
202012260MEM,bwin,12682,-143,120
202012260MEM,Coolbet,12683,-139,121
202012260MEM,GGBET,12684,-135,110
202012260MEM,Marathonbet,12685,-135,122
202012260MEM,Pinnacle,12686,-141,127
202012260MEM,Unibet,12687,-139,117
202012260MEM,William Hill,12688,-141,120
202012260DET,Pinnacle,12668,-106,-104
202012260DET,Marathonbet,12667,-108,-103
202012260WAS,Pinnacle,12677,-120,108
202012260DET,Coolbet,12665,-114,-102
202012260DET,GGBET,12666,-123,100
202012260NYK,Coolbet,12647,298,-370
202012260NYK,GGBET,12648,281,-370
202012260NYK,Marathonbet,12649,330,-385
202012260NYK,Pinnacle,12650,289,-345
202012260NYK,Unibet,12651,309,-400
202012260NYK,William Hill,12652,295,-357
202012260CHO,bet-at-home,12653,-147,114
202012260CHO,bet365,12654,-141,120
202012260CHO,bwin,12655,-154,125
202012260NYK,bwin,12646,300,-385
202012260NYK,bet-at-home,12644,300,-435
202012260CHO,GGBET,12657,-141,114
202012260CHO,Marathonbet,12658,-141,127
202012260CHO,Pinnacle,12659,-141,127
202012260CHO,Unibet,12660,-147,123
202012260CHO,William Hill,12661,-145,125
202012260DET,bet-at-home,12662,-115,-111
202012260DET,bet365,12663,-116,-105
202012260DET,bwin,12664,-125,104
202012260CHO,Coolbet,12656,-147,127
202012270IND,Coolbet,12540,127,-147
202012270IND,bwin,12539,110,-133
202012270IND,bet365,12538,129,-152
202012270CHI,Pinnacle,12534,145,-161
202012270CHI,William Hill,12536,145,-164
202012270CHI,Unibet,12535,129,-154
202012270IND,GGBET,12541,106,-130
202012270IND,bet-at-home,12537,119,-152
202012270IND,Marathonbet,12542,131,-147
202012270CHI,Marathonbet,12533,143,-159
202012270IND,Unibet,12544,123,-143
202012270IND,William Hill,12545,125,-145
202012270CLE,bet-at-home,12546,195,-270
202012270CLE,bwin,12548,229,-286
202012270CLE,Coolbet,12549,206,-244
202012270CLE,GGBET,12550,223,-286
202012270CLE,Marathonbet,12551,222,-250
202012270CLE,Pinnacle,12552,204,-233
202012270IND,Pinnacle,12543,129,-145
202012270CLE,bet365,12547,204,-250
202012270LAL,bet-at-home,12510,-667,440
202012270CHI,bwin,12530,135,-161
202012270CLE,Unibet,12553,215,-263
202012270LAL,bet365,12511,-526,400
202012270LAL,bwin,12512,-500,375
202012270LAL,Coolbet,12513,-500,387
202012270LAL,GGBET,12514,-476,347
202012270LAL,Marathonbet,12515,-500,425
202012270LAL,Pinnacle,12516,-476,388
202012270LAL,Unibet,12517,-526,390
202012270LAL,William Hill,12518,-556,425
202012270CHI,Coolbet,12531,135,-156
202012270SAC,bet-at-home,12519,125,-161
202012270SAC,bwin,12521,125,-154
202012270SAC,Coolbet,12522,127,-147
202012270SAC,GGBET,12523,123,-152
202012270SAC,Marathonbet,12524,131,-147
202012270SAC,Pinnacle,12525,133,-147
202012270SAC,Unibet,12526,129,-154
202012270SAC,William Hill,12527,140,-161
202012270CHI,bet-at-home,12528,134,-172
202012270CHI,bet365,12529,145,-167
202012270SAC,bet365,12520,135,-156
202012270CLE,William Hill,12554,204,-244
202012270CHI,GGBET,12532,142,-175
202012270NYK,bet365,12556,700,-1111
202012270NOP,Unibet,12580,-208,175
202012270NOP,William Hill,12581,-200,175
202012270WAS,bet-at-home,12582,100,-128
202012270WAS,bet365,12583,104,-125
202012270WAS,bwin,12584,110,-133
202012270WAS,Coolbet,12585,108,-127
202012270WAS,GGBET,12586,104,-127
202012270WAS,Marathonbet,12587,110,-122
202012270WAS,Pinnacle,12588,112,-123
202012270WAS,William Hill,12590,110,-130
202012270LAC,bet-at-home,12591,-161,125
202012270LAC,bet365,12592,-152,129
202012270LAC,bwin,12593,-154,125
202012270LAC,Coolbet,12594,-159,138
202012270LAC,GGBET,12595,-159,129
202012270LAC,Marathonbet,12596,-159,143
202012270LAC,Pinnacle,12597,-154,140
202012270LAC,Unibet,12598,-143,123
202012270LAC,William Hill,12599,-149,129
202012270NOP,Pinnacle,12579,-192,173
202012270NOP,Marathonbet,12578,-189,169
202012270WAS,Unibet,12589,106,-128
202012270NOP,Coolbet,12576,-208,175
202012270NOP,GGBET,12577,-208,167
202012270NYK,bwin,12557,600,-909
202012270NYK,Coolbet,12558,709,-1000
202012270NYK,GGBET,12559,536,-833
202012270NYK,Marathonbet,12560,700,-909
202012270NYK,Pinnacle,12561,711,-1000
202012270NYK,Unibet,12562,700,-1111
202012270NYK,William Hill,12563,700,-1111
202012270CHO,bet-at-home,12564,400,-625
202012270CHO,bet365,12565,450,-625
202012270NYK,bet-at-home,12555,600,-1250
202012270NOP,bwin,12575,-222,179
202012270CHO,Coolbet,12567,451,-588
202012270CHO,GGBET,12568,454,-667
202012270CHO,Marathonbet,12569,555,-556
202012270CHO,Pinnacle,12570,454,-588
202012270CHO,Unibet,12571,525,-769
202012270CHO,William Hill,12572,450,-588
202012270NOP,bet-at-home,12573,-208,160
202012270NOP,bet365,12574,-200,170
202012270CHO,bwin,12566,400,-556
202012280DEN,Marathonbet,12479,-250,222
202012280DEN,Pinnacle,12480,-250,217
202012280DEN,Unibet,12481,-250,204
202012280OKC,Coolbet,12486,304,-370
202012280OKC,bet-at-home,12483,285,-435
202012280OKC,bet365,12484,325,-435
202012280OKC,bwin,12485,290,-385
202012280DEN,GGBET,12478,-270,212
202012280DEN,William Hill,12482,-270,229
202012280DEN,Coolbet,12477,-238,198
202012280LAL,Pinnacle,12471,-238,206
202012280DEN,bet365,12475,-270,220
202012280DEN,bet-at-home,12474,-278,204
202012280LAL,William Hill,12473,-244,204
202012280LAL,Unibet,12472,-227,188
202012280LAL,Marathonbet,12470,-222,220
202012280LAL,GGBET,12469,-233,185
202012280LAL,Coolbet,12468,-244,204
202012280LAL,bwin,12467,-238,195
202012280LAL,bet365,12466,-244,200
202012280DEN,bwin,12476,-278,220
202012280LAL,bet-at-home,12465,-250,190
202012280OKC,GGBET,12487,300,-400
202012280OKC,Pinnacle,12489,334,-400
202012280BRK,William Hill,12509,114,-135
202012280BRK,Unibet,12508,114,-135
202012280BRK,Pinnacle,12507,112,-123
202012280BRK,Marathonbet,12506,122,-135
202012280BRK,GGBET,12505,112,-137
202012280OKC,Marathonbet,12488,345,-400
202012280BRK,bwin,12503,114,-139
202012280BRK,bet365,12502,110,-132
202012280BRK,bet-at-home,12501,108,-139
202012280ATL,William Hill,12500,-556,425
202012280BRK,Coolbet,12504,110,-128
202012280ATL,Pinnacle,12498,-500,396
202012280ATL,Marathonbet,12497,-455,384
202012280ATL,GGBET,12496,-500,362
202012280ATL,Coolbet,12495,-588,440
202012280ATL,bwin,12494,-500,375
202012280ATL,bet365,12493,-526,400
202012280ATL,bet-at-home,12492,-556,370
202012280OKC,William Hill,12491,350,-435
202012280OKC,Unibet,12490,320,-417
202012280ATL,Unibet,12499,-500,380
202012290OKC,Coolbet,12405,221,-263
202012290OKC,bwin,12404,220,-278
202012290OKC,bet365,12403,215,-263
202012290SAC,Marathonbet,12398,-105,-105
202012290SAC,William Hill,12401,-115,-105
202012290SAC,Unibet,12400,-114,-105
202012290SAC,Pinnacle,12399,-109,-101
202012290OKC,bet-at-home,12402,200,-270
202012290OKC,GGBET,12406,212,-270
202012290MIA,Marathonbet,12416,215,-217
202012290OKC,Pinnacle,12408,219,-250
202012290OKC,Unibet,12409,204,-250
202012290OKC,William Hill,12410,229,-270
202012290MIA,bet-at-home,12411,190,-250
202012290MIA,bet365,12412,200,-244
202012290MIA,bwin,12413,179,-222
202012290MIA,Coolbet,12414,200,-238
202012290MIA,GGBET,12415,189,-238
202012290SAC,GGBET,12397,-114,-108
202012290OKC,Marathonbet,12407,213,-238
202012290SAC,Coolbet,12396,-110,-105
202012290PHO,bet365,12385,-125,104
202012290SAC,bet365,12394,-111,-111
202012290MIA,Pinnacle,12417,209,-238
202012290LAC,bet-at-home,12375,-625,400
202012290LAC,bet365,12376,-667,475
202012290LAC,bwin,12377,-556,400
202012290LAC,Coolbet,12378,-625,468
202012290LAC,GGBET,12379,-500,362
202012290LAC,Marathonbet,12380,-526,445
202012290LAC,Pinnacle,12381,-588,472
202012290LAC,Unibet,12382,-526,390
202012290LAC,William Hill,12383,-667,475
202012290PHO,bet-at-home,12384,-133,104
202012290PHO,bwin,12386,-139,114
202012290PHO,Coolbet,12387,-139,120
202012290PHO,GGBET,12388,-127,104
202012290PHO,Marathonbet,12389,-125,112
202012290PHO,Pinnacle,12390,-123,112
202012290PHO,Unibet,12391,-127,106
202012290PHO,William Hill,12392,-125,104
202012290SAC,bet-at-home,12393,-115,-111
202012290SAC,bwin,12395,-115,-105
202012290MIA,Unibet,12418,195,-238
202012290WAS,bet-at-home,12456,-256,195
202012290CLE,bet-at-home,12420,-161,125
202012290IND,Unibet,12445,-112,-105
202012290IND,William Hill,12446,-115,-105
202012290PHI,bet-at-home,12447,-122,-104
202012290PHI,bet365,12448,-120,100
202012290PHI,bwin,12449,-125,104
202012290PHI,Coolbet,12450,-119,102
202012290PHI,GGBET,12451,-122,100
202012290PHI,Marathonbet,12452,-116,104
202012290PHI,Pinnacle,12453,-112,102
202012290PHI,Unibet,12454,-120,102
202012290WAS,William Hill,12464,-244,204
202012290WAS,bet365,12457,-244,200
202012290WAS,bwin,12458,-278,220
202012290WAS,Coolbet,12459,-256,212
202012290WAS,GGBET,12460,-270,212
202012290WAS,Marathonbet,12461,-250,222
202012290WAS,Pinnacle,12462,-238,209
202012290WAS,Unibet,12463,-250,204
202012290MIA,William Hill,12419,210,-250
202012290IND,Pinnacle,12444,-119,106
202012290IND,Marathonbet,12443,-120,108
202012290PHI,William Hill,12455,-120,100
202012290IND,Coolbet,12441,-123,106
202012290IND,GGBET,12442,-122,100
202012290CLE,bet365,12421,-156,135
202012290CLE,bwin,12422,-154,129
202012290CLE,Coolbet,12423,-167,143
202012290CLE,GGBET,12424,-164,133
202012290CLE,Marathonbet,12425,-154,138
202012290CLE,Unibet,12427,-154,129
202012290CLE,William Hill,12428,-161,140
202012290DET,bet-at-home,12429,143,-185
202012290DET,bet365,12430,154,-175
202012290CLE,Pinnacle,12426,-152,137
202012290DET,Coolbet,12432,139,-161
202012290DET,GGBET,12433,147,-182
202012290DET,Marathonbet,12434,152,-169
202012290DET,Pinnacle,12435,150,-167
202012290DET,Unibet,12436,150,-179
202012290DET,William Hill,12437,154,-175
202012290IND,bet-at-home,12438,-123,-103
202012290IND,bet365,12439,-116,-105
202012290DET,bwin,12431,154,-189
202012290IND,bwin,12440,-120,100
202012300SAS,Marathonbet,12344,258,-294
202012300DAL,Marathonbet,12335,-323,280
202012300DAL,Pinnacle,12336,-345,288
202012300DAL,Unibet,12337,-370,295
202012300DAL,William Hill,12338,-345,290
202012300SAS,GGBET,12343,202,-256
202012300SAS,bet365,12340,260,-323
202012300SAS,bwin,12341,195,-238
202012300SAS,Coolbet,12342,269,-323
202012300DAL,GGBET,12334,-370,281
202012300SAS,bet-at-home,12339,250,-345
202012300DAL,Coolbet,12333,-400,319
202012300LAC,bet365,12322,-250,204
202012300DAL,bet365,12331,-357,275
202012300DAL,bet-at-home,12330,-400,285
202012300LAC,William Hill,12329,-244,204
202012300LAC,Unibet,12328,-227,188
202012300LAC,Pinnacle,12327,-238,208
202012300LAC,Marathonbet,12326,-222,220
202012300LAC,GGBET,12325,-213,170
202012300LAC,Coolbet,12324,-244,204
202012300LAC,bwin,12323,-222,179
202012300LAC,bet-at-home,12321,-244,185
202012300SAS,Pinnacle,12345,260,-303
202012300DAL,bwin,12332,-385,290
202012300SAS,Unibet,12346,275,-345
202012300BOS,Pinnacle,12354,-294,250
202012300BOS,bet-at-home,12348,-333,245
202012300SAS,William Hill,12347,270,-333
202012300MIA,William Hill,12374,229,-270
202012300MIA,Unibet,12373,204,-250
202012300MIA,Pinnacle,12372,223,-256
202012300MIA,Marathonbet,12371,238,-270
202012300MIA,GGBET,12370,198,-250
202012300MIA,Coolbet,12369,221,-263
202012300MIA,bet365,12367,220,-270
202012300MIA,bet-at-home,12366,204,-270
202012300BRK,William Hill,12365,-244,204
202012300BRK,Unibet,12364,-227,190
202012300BRK,Pinnacle,12363,-227,200
202012300BRK,Marathonbet,12362,-238,213
202012300MIA,bwin,12368,220,-278
202012300BRK,Coolbet,12360,-227,193
202012300BOS,bet365,12349,-303,240
202012300BRK,GGBET,12361,-233,185
202012300BOS,bwin,12350,-286,229
202012300BOS,Coolbet,12351,-303,249
202012300BOS,GGBET,12352,-312,242
202012300BOS,Marathonbet,12353,-278,244
202012300BOS,William Hill,12356,-294,245
202012300BRK,bet-at-home,12357,-238,179
202012300BRK,bet365,12358,-244,200
202012300BRK,bwin,12359,-238,195
202012300BOS,Unibet,12355,-303,250
202012310TOR,bet-at-home,12276,-385,280
202012310TOR,Coolbet,12279,-357,292
202012310OKC,William Hill,12275,190,-222
202012310TOR,bet365,12277,-385,300
202012310TOR,bwin,12278,-333,260
202012310TOR,GGBET,12280,-435,322
202012310HOU,bet-at-home,12285,-217,170
202012310TOR,Pinnacle,12282,-370,311
202012310TOR,Unibet,12283,-370,295
202012310TOR,William Hill,12284,-345,290
202012310HOU,bet365,12286,-227,185
202012310OKC,Unibet,12274,179,-217
202012310TOR,Marathonbet,12281,-333,290
202012310OKC,Pinnacle,12273,188,-213
202012310UTA,bet365,12259,-172,150
202012310OKC,GGBET,12271,185,-233
202012310OKC,Coolbet,12270,188,-222
202012310OKC,bwin,12269,179,-222
202012310OKC,bet365,12268,179,-222
202012310OKC,bet-at-home,12267,179,-238
202012310UTA,William Hill,12266,-164,145
202012310UTA,Unibet,12265,-161,135
202012310UTA,Pinnacle,12264,-169,152
202012310UTA,Marathonbet,12263,-159,156
202012310UTA,GGBET,12262,-169,137
202012310UTA,Coolbet,12261,-161,140
202012310UTA,bwin,12260,-175,145
202012310UTA,bet-at-home,12258,-179,140
202012310HOU,bwin,12287,-200,165
202012310OKC,Marathonbet,12272,193,-217
202012310HOU,Coolbet,12288,-204,188
202012310IND,GGBET,12316,-345,264
202012310HOU,Marathonbet,12290,-208,185
202012310HOU,GGBET,12289,-217,174
202012310IND,William Hill,12320,-333,270
202012310IND,Unibet,12319,-333,270
202012310IND,Pinnacle,12318,-312,269
202012310IND,Marathonbet,12317,-303,264
202012310IND,bwin,12314,-357,275
202012310IND,bet365,12313,-333,265
202012310IND,bet-at-home,12312,-333,245
202012310WAS,William Hill,12311,-294,245
202012310WAS,Unibet,12310,-303,250
202012310WAS,Pinnacle,12309,-270,236
202012310WAS,Marathonbet,12308,-286,250
202012310WAS,GGBET,12307,-312,242
202012310WAS,Coolbet,12306,-256,234
202012310IND,Coolbet,12315,-294,247
202012310WAS,bet365,12304,-303,240
202012310HOU,Pinnacle,12291,-208,186
202012310WAS,bwin,12305,-333,260
202012310HOU,Unibet,12292,-217,179
202012310HOU,William Hill,12293,-213,185
202012310ORL,bet-at-home,12294,133,-169
202012310ORL,bwin,12296,125,-149
202012310ORL,bet365,12295,150,-172
202012310ORL,GGBET,12298,135,-167
202012310ORL,Marathonbet,12299,147,-164
202012310ORL,Pinnacle,12300,154,-172
202012310ORL,Unibet,12301,131,-156
202012310ORL,William Hill,12302,154,-175
202012310WAS,bet-at-home,12303,-303,225
202012310ORL,Coolbet,12297,137,-159
202101010UTA,Marathonbet,12191,145,-161
202101010UTA,Pinnacle,12192,141,-156
202101010MIL,Coolbet,12198,-1667,986
202101010UTA,Unibet,12193,135,-161
202101010UTA,William Hill,12194,140,-161
202101010MIL,bet-at-home,12195,-1667,740
202101010MIL,bet365,12196,-1429,800
202101010MIL,bwin,12197,-1111,700
202101010MIL,GGBET,12199,-1250,706
202101010SAS,bwin,12206,275,-357
202101010MIL,Pinnacle,12201,-1250,868
202101010MIL,Unibet,12202,-1429,800
202101010MIL,William Hill,12203,-1429,850
202101010SAS,bet-at-home,12204,250,-345
202101010SAS,bet365,12205,265,-333
202101010SAS,Coolbet,12207,261,-312
202101010SAS,GGBET,12208,242,-312
202101010SAS,Marathonbet,12209,264,-303
202101010UTA,GGBET,12190,135,-167
202101010MIL,Marathonbet,12200,-1111,819
202101010UTA,Coolbet,12189,134,-156
202101010GSW,Pinnacle,12174,148,-164
202101010UTA,bet365,12187,135,-156
202101010SAS,Unibet,12211,275,-345
202101010GSW,bet-at-home,12168,131,-169
202101010GSW,bet365,12169,140,-161
202101010GSW,bwin,12170,135,-167
202101010GSW,Coolbet,12171,133,-154
202101010GSW,GGBET,12172,133,-164
202101010GSW,Marathonbet,12173,152,-169
202101010GSW,Unibet,12175,143,-172
202101010GSW,William Hill,12176,145,-164
202101010DEN,bet-at-home,12177,-164,127
202101010DEN,bet365,12178,-161,140
202101010DEN,bwin,12179,-161,135
202101010DEN,Coolbet,12180,-167,143
202101010DEN,GGBET,12181,-159,129
202101010DEN,Marathonbet,12182,-156,140
202101010DEN,Pinnacle,12183,-154,138
202101010DEN,Unibet,12184,-161,135
202101010DEN,William Hill,12185,-164,145
202101010UTA,bet-at-home,12186,129,-164
202101010UTA,bwin,12188,135,-161
202101010SAS,William Hill,12212,270,-333
202101010SAS,Pinnacle,12210,262,-303
202101010MIN,bet365,12214,-105,-116
202101010CHO,Unibet,12238,-189,160
202101010CHO,William Hill,12239,-185,165
202101010DAL,bet-at-home,12240,100,-128
202101010DAL,bet365,12241,104,-125
202101010DAL,bwin,12242,104,-125
202101010DAL,Coolbet,12243,100,-116
202101010DAL,GGBET,12244,104,-128
202101010DAL,Marathonbet,12245,119,-120
202101010DAL,Pinnacle,12246,110,-122
202101010DAL,Unibet,12247,102,-120
202101010DET,bet-at-home,12249,309,-455
202101010DET,bet365,12250,320,-400
202101010DET,bwin,12251,300,-385
202101010DET,Coolbet,12252,304,-370
202101010DET,GGBET,12253,290,-385
202101010DET,Marathonbet,12254,309,-357
202101010DET,Pinnacle,12255,312,-370
202101010DET,Unibet,12256,295,-370
202101010MIN,bet-at-home,12213,-111,-114
202101010CHO,Pinnacle,12237,-182,164
202101010CHO,Marathonbet,12236,-189,168
202101010DAL,William Hill,12248,104,-125
202101010CHO,Coolbet,12234,-189,162
202101010CHO,GGBET,12235,-196,158
202101010DET,William Hill,12257,320,-400
202101010MIN,bwin,12215,100,-120
202101010MIN,Coolbet,12216,-111,-104
202101010MIN,GGBET,12217,-119,-103
202101010MIN,Marathonbet,12218,-105,-105
202101010MIN,Unibet,12220,-106,-111
202101010MIN,William Hill,12221,-110,-110
202101010BRK,bet-at-home,12222,-263,200
202101010BRK,bet365,12223,-244,200
