,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj
Bookmaker,1xBet (%),Coolbet (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%),1xBet (%),Coolbet (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%),1xBet (%),Coolbet (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%),1xBet (%),Coolbet (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%)
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201810160BOS,69.96996996996997,68.45425867507886,68.05111821086261,67.10526315789474,67.53246753246754,66.66666666666666,68.45425867507886,68.05111821086261,67.53246753246754,34.36426116838488,35.587188612099645,34.01360544217687,35.587188612099645,37.03703703703704,36.36363636363637,37.735849056603776,36.36363636363637,37.03703703703704,0.6706329189044835,0.6579518111289748,0.6667447456399992,0.6534585746204004,0.6458141674333027,0.6470588235294117,0.6446387534331035,0.6517385257301808,0.6458141674333027,0.32936708109551643,0.3420481888710252,0.33325525436000086,0.34654142537959964,0.35418583256669733,0.35294117647058826,0.3553612465668965,0.34826147426981924,0.35418583256669733
201810160GSW,90.08919722497522,91.74236168455822,90.08919722497522,90.9090909090909,91.74236168455822,90.9090909090909,93.4597776324395,92.5925925925926,93.4597776324395,11.904761904761903,12.269938650306749,12.21001221001221,11.890606420927467,11.11111111111111,11.11111111111111,12.755102040816327,11.76470588235294,10.81081081081081,0.8832797353260996,0.8820337728249065,0.8806441195640731,0.8843322818086224,0.891971454058876,0.8910891089108911,0.8799122864889148,0.8872651356993737,0.8963196528166268,0.11672026467390047,0.11796622717509364,0.11935588043592694,0.1156677181913775,0.10802854594112399,0.10891089108910891,0.12008771351108516,0.11273486430062629,0.10368034718337318
201810170CHO,40.65040650406504,42.5531914893617,40.32258064516129,41.1522633744856,43.290043290043286,41.66666666666667,43.66812227074236,41.66666666666667,42.5531914893617,63.23529411764706,60.629921259842526,61.68582375478927,61.38996138996139,60.9375,61.68582375478927,62.546816479400746,61.68582375478927,61.68582375478927,0.39129934399815863,0.41240461113817173,0.3952868480038771,0.4013201729240591,0.41534168343176064,0.40315106580166826,0.41112975994333495,0.40315106580166826,0.40822710565418,0.6087006560018414,0.5875953888618283,0.6047131519961229,0.5986798270759409,0.5846583165682394,0.5968489341983317,0.5888702400566651,0.5968489341983317,0.5917728943458199
201810170DET,72.45179063360881,70.41420118343196,70.93023255813954,70.93023255813954,71.42857142857143,71.42857142857143,72.45179063360881,71.42857142857143,72.45179063360881,31.347962382445143,33.44481605351171,31.05590062111801,31.64556962025317,32.89473684210527,32.25806451612903,33.670033670033675,32.25806451612903,32.25806451612903,0.6979957902443488,0.6779786970522665,0.6954889880320091,0.6914908882192566,0.6846846846846846,0.6888888888888889,0.6827228151139313,0.6888888888888889,0.6919290503267419,0.3020042097556512,0.3220213029477335,0.3045110119679909,0.3085091117807433,0.3153153153153153,0.31111111111111106,0.3172771848860687,0.31111111111111106,0.3080709496732581
201810170HOU,78.11816192560175,78.11816192560175,77.52808988764045,77.52808988764045,76.905311778291,77.52808988764045,79.38144329896907,78.72340425531915,78.11816192560175,24.752475247524757,25.97402597402597,24.449877750611247,25.125628140703515,27.027027027027028,26.31578947368421,26.525198938992045,26.31578947368421,26.31578947368421,0.7593825028431826,0.7504709383275546,0.7602435279222003,0.755238985754359,0.7399555582247312,0.7465831435079727,0.749541687107852,0.7494669509594883,0.748014997794442,0.24061749715681735,0.2495290616724453,0.23975647207779963,0.24476101424564106,0.26004444177526875,0.25341685649202733,0.250458312892148,0.2505330490405117,0.251985002205558
201810170IND,74.61928934010153,74.61928934010153,73.54497354497354,73.54497354497354,75.18610421836229,75.18610421836229,76.905311778291,75.72815533980582,75.18610421836229,28.24858757062147,29.411764705882355,28.57142857142857,28.735632183908045,28.57142857142857,28.57142857142857,29.15451895043732,28.57142857142857,29.411764705882355,0.7253896121999499,0.7172789896670493,0.7202072538860104,0.7190510167677487,0.7246327297574309,0.7246327297574309,0.7251125261079615,0.726063829787234,0.7188110521909016,0.2746103878000502,0.2827210103329506,0.27979274611398963,0.28094898323225115,0.27536727024256913,0.27536727024256913,0.27488747389203844,0.27393617021276595,0.28118894780909853
201810170LAC,45.24886877828055,47.16981132075472,44.642857142857146,44.642857142857146,46.728971962616825,52.38095238095239,47.61904761904761,47.61904761904761,50.0,56.52173913043478,57.08154506437768,57.44680851063831,57.80590717299579,57.44680851063831,52.38095238095239,58.50622406639005,56.896551724137936,54.54545454545454,0.44461627682196025,0.45246232717104246,0.437290658727205,0.43575788776936086,0.44855888528345095,0.5,0.4487060137776949,0.45561665357423403,0.47826086956521746,0.5553837231780397,0.5475376728289576,0.562709341272795,0.5642421122306391,0.551441114716549,0.5,0.551293986222305,0.5443833464257659,0.5217391304347826
201810170NYK,61.38996138996139,62.546816479400746,62.121212121212125,61.68582375478927,60.9375,62.546816479400746,63.23529411764706,62.546816479400746,60.629921259842526,40.32258064516129,41.49377593360996,40.0,40.65040650406504,43.290043290043286,40.81632653061224,42.91845493562232,40.81632653061224,44.44444444444444,0.6035633380273067,0.6011770505026365,0.6083086053412463,0.6027760021915807,0.5846583165682394,0.6051172077201805,0.5956953445508056,0.6051172077201805,0.5770191507077436,0.3964366619726933,0.39882294949736363,0.3916913946587537,0.3972239978084193,0.41534168343176064,0.39488279227981954,0.40430465544919436,0.39488279227981954,0.4229808492922564
201810170ORL,45.662100456621005,46.728971962616825,45.24886877828055,46.08294930875576,46.2962962962963,47.61904761904761,48.07692307692308,47.61904761904761,46.728971962616825,56.14035087719298,57.44680851063831,56.896551724137936,56.52173913043478,57.80590717299579,55.55555555555556,58.15899581589959,56.896551724137936,58.15899581589959,0.4485363550519358,0.44855888528345095,0.442984801038723,0.4491310290958797,0.4447196577347444,0.4615384615384615,0.45254866318261,0.45561665357423403,0.44551317898818177,0.5514636449480642,0.551441114716549,0.5570151989612769,0.5508689709041203,0.5552803422652557,0.5384615384615385,0.54745133681739,0.5443833464257659,0.5544868210118182
201810170PHO,44.44444444444444,46.728971962616825,44.843049327354265,45.45454545454545,45.87155963302752,45.45454545454545,46.08294930875576,45.45454545454545,46.728971962616825,57.08154506437768,57.44680851063831,57.08154506437768,57.08154506437768,58.15899581589959,57.80590717299579,59.83935742971887,58.50622406639005,58.15899581589959,0.43776420854861436,0.44855888528345095,0.4399629902377311,0.4433028919330289,0.4409431386295708,0.44019316493313515,0.43506368703370435,0.4372278664731495,0.44551317898818177,0.5622357914513856,0.551441114716549,0.5600370097622689,0.556697108066971,0.5590568613704291,0.5598068350668648,0.5649363129662957,0.5627721335268505,0.5544868210118182
201810170SAC,23.14814814814815,23.25581395348837,22.727272727272727,23.14814814814815,25.0,23.809523809523807,24.93765586034913,23.52941176470588,22.727272727272727,78.72340425531915,80.65764023210832,79.38144329896907,79.38144329896907,78.72340425531915,80.0,81.30841121495327,81.30841121495327,81.98198198198197,0.2272287758654032,0.22379983550495647,0.2225791647544745,0.22577041243832044,0.24102564102564103,0.22935779816513757,0.2347160374668217,0.22443628736234922,0.21705123191239734,0.7727712241345968,0.7762001644950435,0.7774208352455254,0.7742295875616795,0.7589743589743589,0.7706422018348624,0.7652839625331783,0.7755637126376508,0.7829487680876026
201810170SAS,59.18367346938776,57.80590717299579,59.18367346938776,58.15899581589959,59.83935742971887,57.80590717299579,59.51417004048582,58.50622406639005,58.15899581589959,42.91845493562232,46.728971962616825,42.91845493562232,44.44444444444444,44.44444444444444,45.45454545454545,46.728971962616825,45.45454545454545,46.728971962616825,0.5796517114180321,0.5529820061111321,0.5796517114180321,0.5668328047122791,0.5738125802310655,0.5598068350668648,0.5601695217066135,0.5627721335268505,0.5544868210118182,0.4203482885819679,0.4470179938888679,0.4203482885819679,0.43316719528772085,0.42618741976893454,0.44019316493313515,0.43983047829338656,0.4372278664731495,0.44551317898818177
201810170TOR,91.74236168455822,92.5925925925926,90.9090909090909,90.9090909090909,91.74236168455822,92.5925925925926,93.4597776324395,93.4597776324395,92.5925925925926,10.0,11.428571428571429,10.989010989010987,11.1358574610245,11.76470588235294,10.526315789473683,12.658227848101266,11.11111111111111,12.12121212121212,0.901712523334145,0.8901322482197355,0.892156862745098,0.8908730158730158,0.8863391055422591,0.8979206049149339,0.8807155506666355,0.8937456567060458,0.8842443729903536,0.09828747666585504,0.10986775178026449,0.10784313725490194,0.10912698412698414,0.11366089445774084,0.10207939508506615,0.11928444933336455,0.10625434329395414,0.11575562700964628
