,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj
Bookmaker,1xBet (%),Coolbet (%),GGBET (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%),1xBet (%),Coolbet (%),GGBET (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%),1xBet (%),Coolbet (%),GGBET (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%),1xBet (%),Coolbet (%),GGBET (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%)
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201912160DET,57.80590717299579,57.80590717299579,59.18367346938776,58.50622406639005,57.44680851063831,58.8477366255144,58.50622406639005,58.50622406639005,57.44680851063831,59.83935742971887,44.44444444444444,45.662100456621005,45.87155963302752,44.05286343612335,44.843049327354265,45.87155963302752,45.45454545454545,47.61904761904761,46.728971962616825,44.44444444444444,0.5653370013755159,0.5586838724093627,0.5633576902512921,0.5704635785196144,0.5616080589497249,0.5619569528067202,0.5627721335268505,0.551293986222305,0.551441114716549,0.5738125802310655,0.43466299862448415,0.4413161275906374,0.4366423097487079,0.42953642148038573,0.4383919410502752,0.43804304719327974,0.4372278664731495,0.4487060137776949,0.44855888528345095,0.42618741976893454
201912160HOU,82.63888888888889,85.46511627906976,83.33333333333334,83.33333333333334,84.7560975609756,85.46511627906976,85.46511627906976,86.96219035202087,86.96219035202087,84.7560975609756,19.230769230769237,18.181818181818183,21.645021645021643,18.867924528301888,18.38235294117647,18.181818181818183,18.181818181818183,19.120458891013385,17.391304347826086,20.0,0.8112218143681174,0.8245792962774094,0.7938144329896908,0.8153846153846154,0.8217701269344462,0.8245792962774094,0.8245792962774094,0.819758848148592,0.8333423868759846,0.8090803259604191,0.1887781856318826,0.17542070372259053,0.20618556701030924,0.18461538461538463,0.17822987306555385,0.17542070372259053,0.17542070372259053,0.18024115185140796,0.16665761312401542,0.1909196740395809
201912160MEM,42.91845493562232,44.05286343612335,45.04504504504504,42.5531914893617,42.91845493562232,44.44444444444444,43.66812227074236,45.45454545454545,42.5531914893617,40.0,59.18367346938776,60.9375,59.83935742971887,59.83935742971887,59.51417004048582,59.51417004048582,59.83935742971887,60.629921259842526,60.9375,64.53900709219859,0.4203482885819679,0.41958958893332465,0.42947324847355894,0.4155887507302011,0.4189920442401317,0.42752055387278237,0.4218837362972501,0.42847503373819157,0.41117892707998716,0.38263229308005425,0.5796517114180321,0.5804104110666755,0.5705267515264411,0.5844112492697988,0.5810079557598683,0.5724794461272177,0.5781162637027498,0.5715249662618084,0.5888210729200128,0.6173677069199458
201912160MIL,86.20689655172413,86.20689655172413,89.28188638799571,86.20689655172413,86.96219035202087,86.96219035202087,87.71498771498771,87.71498771498771,87.71498771498771,86.20689655172413,16.129032258064516,17.6678445229682,15.723270440251572,16.0,16.420361247947454,16.666666666666664,16.666666666666664,18.083182640144667,16.666666666666664,18.181818181818183,0.842391304347826,0.8299120234604106,0.8502619212695478,0.8434547908232118,0.8411689304063135,0.8391696372405116,0.8403295409964692,0.8290784937069808,0.8403295409964692,0.8258258258258258,0.15760869565217392,0.17008797653958949,0.1497380787304522,0.15654520917678813,0.1588310695936865,0.1608303627594883,0.15967045900353077,0.1709215062930191,0.15967045900353077,0.1741741741741742
201912160OKC,68.45425867507886,69.41896024464832,68.45425867507886,68.94409937888199,68.05111821086261,68.45425867507886,68.94409937888199,69.41896024464832,68.94409937888199,68.94409937888199,33.89830508474576,34.602076124567475,36.496350364963504,33.670033670033675,34.84320557491289,35.842293906810035,34.48275862068966,36.76470588235294,35.842293906810035,35.842293906810035,0.6688084417280469,0.6673550145977234,0.6522521336580442,0.671877229094911,0.6613690212158259,0.6563424866927571,0.6665976392627874,0.6537630765321248,0.6579489685355542,0.6579489685355542,0.3311915582719532,0.33264498540227666,0.34774786634195576,0.328122770905089,0.3386309787841742,0.3436575133072428,0.33340236073721274,0.34623692346787516,0.3420510314644458,0.3420510314644458
201912160PHO,44.44444444444444,45.662100456621005,48.07692307692308,44.05286343612335,45.24886877828055,44.44444444444444,46.728971962616825,47.61904761904761,46.728971962616825,47.61904761904761,57.80590717299579,57.80590717299579,56.896551724137936,58.50622406639005,57.08154506437768,59.51417004048582,57.44680851063831,58.50622406639005,57.44680851063831,57.08154506437768,0.43466299862448415,0.4413161275906374,0.457991156032849,0.42953642148038573,0.4421839713054866,0.42752055387278237,0.44855888528345095,0.4487060137776949,0.44855888528345095,0.4548116338083154,0.5653370013755159,0.5586838724093627,0.542008843967151,0.5704635785196144,0.5578160286945134,0.5724794461272177,0.551441114716549,0.551293986222305,0.551441114716549,0.5451883661916845
201912160TOR,88.49252013808976,90.08919722497522,87.71498771498771,89.28188638799571,89.28188638799571,90.9090909090909,90.08919722497522,91.74236168455822,90.9090909090909,89.28188638799571,13.333333333333334,13.92757660167131,17.271157167530223,13.513513513513514,13.831258644536652,12.5,13.79310344827586,13.966480446927374,13.79310344827586,15.384615384615383,0.8690574851201688,0.8661025900987577,0.835491081353096,0.8685397057994702,0.8658632840636094,0.8791208791208791,0.867223739184788,0.8678778410082743,0.8682634730538923,0.853012997243009,0.13094251487983125,0.13389740990124238,0.16450891864690403,0.1314602942005298,0.13413671593639073,0.12087912087912088,0.13277626081521202,0.13212215899172572,0.13173652694610777,0.14698700275699092
201912170CHO,35.587188612099645,37.87878787878788,39.37007874015748,35.587188612099645,35.587188612099645,36.36363636363637,35.08771929824561,37.45318352059925,35.842293906810035,37.735849056603776,66.66666666666666,65.75342465753424,65.75342465753424,67.10526315789474,67.10526315789474,67.53246753246754,68.05111821086261,68.45425867507886,68.94409937888199,66.66666666666666,0.3480278422273782,0.36551171640296415,0.374512620562282,0.34654142537959964,0.34654142537959964,0.35,0.3401989022335743,0.3536407144211783,0.3420510314644458,0.3614457831325302,0.6519721577726217,0.6344882835970358,0.625487379437718,0.6534585746204004,0.6534585746204004,0.6499999999999999,0.6598010977664258,0.6463592855788218,0.6579489685355542,0.6385542168674698
201912170IND,49.01960784313725,50.495049504950494,46.728971962616825,49.01960784313725,50.0,49.01960784313725,50.0,51.92307692307693,50.0,49.01960784313725,53.271028037383175,53.48837209302325,58.50622406639005,53.70370370370371,52.38095238095239,54.95495495495496,54.54545454545454,54.12844036697248,54.54545454545454,56.14035087719298,0.4792189179505553,0.48560673162090345,0.4440431882669418,0.4772004241781548,0.4883720930232558,0.4714576962283384,0.47826086956521746,0.4896023956080519,0.47826086956521746,0.46614327772325814,0.5207810820494446,0.5143932683790965,0.5559568117330582,0.5227995758218452,0.5116279069767442,0.5285423037716616,0.5217391304347826,0.510397604391948,0.5217391304347826,0.533856722276742
201912170LAC,92.5925925925926,92.5925925925926,92.5925925925926,92.5925925925926,91.74236168455822,93.4597776324395,92.5925925925926,96.15384615384616,92.5925925925926,91.74236168455822,9.523809523809524,11.013215859030836,12.40694789081886,9.75609756097561,10.976948408342482,9.523809523809524,11.11111111111111,10.2880658436214,11.76470588235294,12.903225806451612,0.9067357512953368,0.8937007874015748,0.8818380743982495,0.9046778464254193,0.8931364667615584,0.9075210935373635,0.8928571428571428,0.9033457249070632,0.8872651356993737,0.8766959399261804,0.09326424870466321,0.10629921259842519,0.11816192560175055,0.09532215357458076,0.10686353323844158,0.09247890646263647,0.10714285714285714,0.09665427509293681,0.11273486430062629,0.12330406007381951
201912170NOP,47.16981132075472,49.50495049504951,46.728971962616825,47.16981132075472,48.54368932038835,46.728971962616825,47.61904761904761,50.0,47.61904761904761,46.728971962616825,54.95495495495496,54.54545454545454,58.50622406639005,55.55555555555556,54.12844036697248,57.08154506437768,56.52173913043478,56.14035087719298,56.896551724137936,58.15899581589959,0.46188415446071907,0.4757785467128029,0.4440431882669418,0.45918367346938777,0.47280298429773576,0.4501371662609637,0.4572564612326043,0.47107438016528924,0.45561665357423403,0.44551317898818177,0.5381158455392809,0.5242214532871972,0.5559568117330582,0.5408163265306123,0.5271970157022642,0.5498628337390363,0.5427435387673956,0.5289256198347106,0.5443833464257659,0.5544868210118182
201912170NYK,56.52173913043478,54.95495495495496,55.947136563876654,57.08154506437768,56.14035087719298,55.947136563876654,56.52173913043478,57.80590717299579,57.44680851063831,56.14035087719298,45.87155963302752,49.50495049504951,49.01960784313725,45.45454545454545,46.2962962962963,48.07692307692308,47.61904761904761,48.54368932038835,46.728971962616825,49.01960784313725,0.5520062329567589,0.5260865852617197,0.5329986833443054,0.556697108066971,0.5480494766888677,0.5378288134212884,0.5427435387673956,0.5435460883633142,0.551441114716549,0.533856722276742,0.4479937670432412,0.4739134147382803,0.4670013166556945,0.4433028919330289,0.4519505233111323,0.46217118657871165,0.4572564612326043,0.4564539116366858,0.44855888528345095,0.46614327772325814
201912170UTA,71.42857142857143,71.91011235955057,73.54497354497354,71.91011235955057,71.91011235955057,72.45179063360881,72.97297297297297,74.09326424870466,73.54497354497354,73.54497354497354,30.8641975308642,31.746031746031743,31.446540880503143,30.76923076923077,30.76923076923077,31.746031746031743,30.3951367781155,32.154340836012864,30.76923076923077,31.25,0.6982758620689655,0.6937370956641432,0.7004849291623086,0.7003367003367004,0.7003367003367004,0.6953292206974695,0.7059524755622666,0.6973640882505135,0.705033164260632,0.7017986746607763,0.3017241379310345,0.3062629043358568,0.29951507083769136,0.29966329966329963,0.29966329966329963,0.3046707793025305,0.29404752443773347,0.3026359117494865,0.29496683573936794,0.2982013253392237
201912180CLE,57.44680851063831,59.51417004048582,57.44680851063831,58.15899581589959,58.8477366255144,58.8477366255144,59.18367346938776,61.38996138996139,60.31746031746032,57.08154506437768,44.642857142857146,44.05286343612335,48.07692307692308,44.44444444444444,43.66812227074236,44.843049327354265,44.44444444444444,44.843049327354265,43.66812227074236,47.61904761904761,0.562709341272795,0.5746439580499061,0.5443970531213649,0.5668328047122791,0.5740354444580784,0.5675310114079268,0.5711159737417943,0.5778802744593119,0.5800559925343288,0.5451883661916845,0.437290658727205,0.42535604195009397,0.45560294687863506,0.43316719528772085,0.4259645555419216,0.4324689885920732,0.42888402625820565,0.4221197255406881,0.41994400746567123,0.4548116338083154
201912180DAL,49.50495049504951,50.495049504950494,49.50495049504951,49.01960784313725,49.01960784313725,49.50495049504951,49.01960784313725,50.495049504950494,50.0,47.61904761904761,52.83018867924528,53.48837209302325,56.14035087719298,53.48837209302325,53.48837209302325,54.337899543379,55.55555555555556,55.55555555555556,54.54545454545454,57.08154506437768,0.4837531945965681,0.48560673162090345,0.46859585662610986,0.478202846975089,0.478202846975089,0.4767295049849798,0.46875,0.47614107883817425,0.47826086956521746,0.4548116338083154,0.5162468054034318,0.5143932683790965,0.5314041433738901,0.521797153024911,0.521797153024911,0.5232704950150203,0.53125,0.5238589211618258,0.5217391304347826,0.5451883661916845
201912180DEN,80.65764023210832,81.98198198198197,84.02555910543131,81.30841121495327,81.30841121495327,80.65764023210832,81.98198198198197,83.33333333333334,81.98198198198197,83.33333333333334,21.645021645021643,21.978021978021975,21.45922746781116,21.27659574468085,21.78649237472767,23.809523809523807,21.27659574468085,22.831050228310502,22.22222222222222,21.78649237472767,0.7884217160349329,0.7885915627083135,0.7965656644438378,0.7925954642372554,0.7886753698181028,0.7720860518427085,0.793948394282532,0.7849462365591398,0.7867435158501441,0.7927461139896373,0.21157828396506706,0.2114084372916865,0.2034343355561622,0.20740453576274473,0.21132463018189718,0.22791394815729143,0.206051605717468,0.2150537634408602,0.21325648414985593,0.20725388601036265
201912180DET,45.45454545454545,45.87155963302752,45.24886877828055,45.04504504504504,45.45454545454545,47.16981132075472,46.728971962616825,49.01960784313725,46.728971962616825,44.44444444444444,56.896551724137936,57.80590717299579,60.31746031746032,57.44680851063831,57.08154506437768,57.80590717299579,57.44680851063831,57.44680851063831,57.44680851063831,59.83935742971887,0.444104134762634,0.4424448344098868,0.4286297455436114,0.43949878436506445,0.4433028919330289,0.4493402093129076,0.44855888528345095,0.4604231974921629,0.44855888528345095,0.42618741976893454,0.555895865237366,0.5575551655901131,0.5713702544563886,0.5605012156349356,0.556697108066971,0.5506597906870924,0.551441114716549,0.539576802507837,0.551441114716549,0.5738125802310655
201912180MIN,59.83935742971887,61.68582375478927,64.91228070175438,60.629921259842526,60.629921259842526,60.9375,61.68582375478927,60.629921259842526,60.9375,62.546816479400746,42.3728813559322,42.73504273504273,40.48582995951417,42.01680672268908,41.84100418410041,44.05286343612335,41.66666666666667,45.45454545454545,42.5531914893617,41.66666666666667,0.5854421949920086,0.5907423087778718,0.615877080665813,0.5906658931218977,0.5916792592354435,0.5804104110666755,0.5968489341983317,0.5715249662618084,0.5888210729200128,0.6001796945193171,0.4145578050079915,0.40925769122212813,0.3841229193341869,0.40933410687810223,0.4083207407645564,0.41958958893332465,0.40315106580166826,0.42847503373819157,0.41117892707998716,0.39982030548068287
201912180OKC,71.42857142857143,72.45179063360881,72.97297297297297,71.91011235955057,72.45179063360881,70.93023255813954,72.97297297297297,73.54497354497354,74.09326424870466,73.54497354497354,30.8641975308642,31.15264797507788,32.467532467532465,30.76923076923077,30.76923076923077,33.33333333333333,30.3951367781155,32.467532467532465,30.3951367781155,30.76923076923077,0.6982758620689655,0.6993116473248676,0.6920772303595206,0.7003367003367004,0.7019092588790802,0.6802973977695168,0.7059524755622666,0.6937386569872959,0.7091051592385489,0.705033164260632,0.3017241379310345,0.30068835267513233,0.3079227696404794,0.29966329966329963,0.29809074112091977,0.31970260223048325,0.29404752443773347,0.30626134301270413,0.29089484076145117,0.29496683573936794
201912180PHI,78.11816192560175,78.72340425531915,78.11816192560175,78.72340425531915,78.11816192560175,76.905311778291,79.38144329896907,79.38144329896907,79.38144329896907,78.11816192560175,24.213075060532688,25.31645569620253,27.3972602739726,23.809523809523807,24.81389578163772,26.666666666666668,24.449877750611247,26.45502645502645,25.0,26.666666666666668,0.7633852988231395,0.756665803779446,0.7403482855600694,0.7677865612648221,0.7589293721086031,0.7425301025717258,0.764523098584711,0.7500386538164202,0.7604938271604939,0.7455102324933871,0.23661470117686043,0.24333419622055394,0.2596517144399307,0.23221343873517783,0.2410706278913969,0.25746989742827414,0.23547690141528899,0.24996134618357982,0.23950617283950618,0.25448976750661284
201912180POR,80.65764023210832,82.63888888888889,83.33333333333334,81.30841121495327,81.98198198198197,82.63888888888889,82.63888888888889,83.33333333333334,81.98198198198197,83.33333333333334,21.645021645021643,21.645021645021643,22.172949002217297,21.27659574468085,21.413276231263385,20.833333333333336,20.833333333333336,22.831050228310502,22.22222222222222,21.78649237472767,0.7884217160349329,0.7924414079391161,0.7898423817863398,0.7925954642372554,0.7928988562792694,0.7986577181208053,0.7986577181208053,0.7849462365591398,0.7867435158501441,0.7927461139896373,0.21157828396506706,0.20755859206088384,0.21015761821366025,0.20740453576274473,0.20710114372073068,0.20134228187919465,0.20134228187919465,0.2150537634408602,0.21325648414985593,0.20725388601036265
201912180WAS,51.21951219512195,53.70370370370371,53.70370370370371,51.92307692307693,52.15311004784689,52.15311004784689,53.48837209302325,53.70370370370371,53.70370370370371,54.54545454545454,50.98039215686274,50.0,51.92307692307693,50.73891625615764,50.24875621890548,52.15311004784689,51.21951219512195,52.15311004784689,51.21951219512195,50.0,0.5011698642957417,0.5178571428571429,0.5084288604180716,0.5057672787671864,0.5092984332140034,0.5,0.5108342361863488,0.5073240143969198,0.5118381403357727,0.5217391304347826,0.4988301357042583,0.4821428571428571,0.49157113958192855,0.4942327212328135,0.4907015667859966,0.5,0.4891657638136511,0.4926759856030803,0.48816185966422726,0.47826086956521746
201912190ATL,30.8641975308642,31.446540880503143,30.959752321981423,30.211480362537763,29.850746268656717,31.746031746031743,29.850746268656717,31.948881789137378,30.76923076923077,31.25,71.42857142857143,72.45179063360881,73.54497354497354,72.45179063360881,72.97297297297297,72.97297297297297,73.54497354497354,74.09326424870466,73.54497354497354,73.54497354497354,0.3017241379310345,0.3026664665566061,0.29625217486715677,0.2942773990093472,0.29030992546096507,0.3031544448996313,0.28870388757351256,0.3012847531182192,0.29496683573936794,0.2982013253392237,0.6982758620689655,0.6973335334433938,0.7037478251328432,0.7057226009906529,0.7096900745390349,0.6968455551003687,0.7112961124264874,0.6987152468817809,0.705033164260632,0.7017986746607763
201912190LAC,66.21621621621621,66.66666666666666,68.45425867507886,66.66666666666666,67.10526315789474,67.53246753246754,68.05111821086261,68.94409937888199,68.94409937888199,68.94409937888199,36.101083032490976,37.3134328358209,36.101083032490976,36.101083032490976,35.587188612099645,36.36363636363637,35.08771929824561,37.17472118959108,35.842293906810035,35.842293906810035,0.647165403137367,0.6411483253588517,0.654717947042229,0.648711943793911,0.6534585746204004,0.6499999999999999,0.6598010977664258,0.64968776518201,0.6579489685355542,0.6579489685355542,0.35283459686263297,0.3588516746411484,0.34528205295777104,0.35128805620608905,0.34654142537959964,0.35,0.3401989022335743,0.35031223481798995,0.3420510314644458,0.3420510314644458
201912190MIL,61.38996138996139,61.38996138996139,60.629921259842526,62.121212121212125,61.68582375478927,61.68582375478927,61.68582375478927,62.825278810408925,62.546816479400746,60.629921259842526,40.81632653061224,42.5531914893617,44.05286343612335,40.48582995951417,40.81632653061224,42.5531914893617,41.66666666666667,43.290043290043286,40.81632653061224,44.44444444444444,0.6006475984889369,0.5906109223109144,0.5791775738096027,0.6054283493752616,0.6018002898771836,0.5917728943458199,0.5968489341983317,0.5920471951348975,0.6051172077201805,0.5770191507077436,0.3993524015110631,0.40938907768908556,0.4208224261903973,0.3945716506247384,0.39819971012281635,0.40822710565418,0.40315106580166826,0.4079528048651026,0.39488279227981954,0.4229808492922564
201912190SAS,62.546816479400746,64.53900709219859,62.825278810408925,62.546816479400746,64.91228070175438,64.91228070175438,64.91228070175438,64.91228070175438,64.53900709219859,62.546816479400746,40.0,39.68253968253968,41.66666666666667,40.16064257028113,37.735849056603776,39.37007874015748,37.735849056603776,40.98360655737705,38.46153846153847,41.66666666666667,0.6099342585829072,0.6192482177576151,0.6012451823302697,0.6089802732744607,0.6323766526926798,0.6224665518611736,0.6323766526926798,0.6129820749592613,0.6265889830508474,0.6001796945193171,0.39006574141709277,0.3807517822423849,0.3987548176697302,0.3910197267255393,0.36762334730732027,0.37753344813882633,0.36762334730732027,0.3870179250407388,0.3734110169491526,0.39982030548068287
201912200BOS,80.0,82.63888888888889,80.0,80.65764023210832,81.98198198198197,82.63888888888889,81.30841121495327,82.63888888888889,81.98198198198197,81.98198198198197,22.421524663677133,21.69197396963124,25.0,21.978021978021975,21.45922746781116,21.27659574468085,21.78649237472767,23.52941176470588,22.22222222222222,23.094688221709006,0.7810858143607705,0.7920847832050708,0.7619047619047619,0.7858636900200883,0.792546630284454,0.7952509597611261,0.7886753698181028,0.7783762985763755,0.7867435158501441,0.7802110765697087,0.21891418563922943,0.20791521679492922,0.23809523809523808,0.21413630997991176,0.20745336971554595,0.2047490402388739,0.21132463018189718,0.22162370142362445,0.21325648414985593,0.21978892343029127
201912200CLE,45.87155963302752,47.61904761904761,47.16981132075472,45.45454545454545,44.44444444444444,46.08294930875576,44.44444444444444,47.16981132075472,44.44444444444444,44.44444444444444,56.52173913043478,56.52173913043478,58.15899581589959,57.08154506437768,58.15899581589959,58.15899581589959,59.18367346938776,58.8477366255144,59.51417004048582,59.83935742971887,0.4479937670432412,0.4572564612326043,0.4478339079598261,0.4433028919330289,0.43316719528772085,0.442076836283595,0.42888402625820565,0.4449245642302622,0.42752055387278237,0.42618741976893454,0.5520062329567589,0.5427435387673956,0.5521660920401739,0.556697108066971,0.5668328047122791,0.5579231637164049,0.5711159737417943,0.5550754357697378,0.5724794461272177,0.5738125802310655
201912200DEN,86.20689655172413,86.96219035202087,83.33333333333334,86.96219035202087,86.20689655172413,86.20689655172413,86.96219035202087,88.49252013808976,86.96219035202087,85.46511627906976,16.129032258064516,17.064846416382252,21.645021645021643,15.748031496062993,16.89189189189189,17.391304347826086,17.391304347826086,17.636684303350968,17.391304347826086,19.047619047619047,0.842391304347826,0.835957584234818,0.7938144329896908,0.8466751291866985,0.8361581920903955,0.8321273516642547,0.8333423868759846,0.8338187457809276,0.8333423868759846,0.8177483443708609,0.15760869565217392,0.16404241576518194,0.20618556701030924,0.15332487081330148,0.16384180790960454,0.1678726483357453,0.16665761312401542,0.1661812542190724,0.16665761312401542,0.1822516556291391
201912200GSW,46.728971962616825,46.728971962616825,49.01960784313725,46.08294930875576,46.728971962616825,48.07692307692308,47.61904761904761,49.01960784313725,47.61904761904761,50.0,55.55555555555556,57.44680851063831,55.947136563876654,56.52173913043478,55.947136563876654,56.14035087719298,56.52173913043478,57.44680851063831,56.896551724137936,54.54545454545454,0.45685279187817257,0.44855888528345095,0.4670013166556945,0.4491310290958797,0.4551104695456915,0.4613143412107479,0.4572564612326043,0.4604231974921629,0.45561665357423403,0.47826086956521746,0.5431472081218274,0.551441114716549,0.5329986833443054,0.5508689709041203,0.5448895304543085,0.5386856587892522,0.5427435387673956,0.539576802507837,0.5443833464257659,0.5217391304347826
201912200IND,67.53246753246754,66.66666666666666,65.75342465753424,68.05111821086261,67.53246753246754,68.05111821086261,68.05111821086261,68.45425867507886,68.05111821086261,67.53246753246754,34.84320557491289,37.3134328358209,39.37007874015748,34.602076124567475,35.2112676056338,36.36363636363637,35.08771929824561,37.45318352059925,36.36363636363637,37.03703703703704,0.6596534653465346,0.6411483253588517,0.625487379437718,0.6629225583423974,0.6572903685241233,0.6517385257301808,0.6598010977664258,0.6463592855788218,0.6517385257301808,0.6458141674333027,0.3403465346534653,0.3588516746411484,0.374512620562282,0.33707744165760256,0.3427096314758768,0.34826147426981924,0.3401989022335743,0.3536407144211783,0.34826147426981924,0.35418583256669733
201912200MIA,81.30841121495327,81.30841121495327,83.33333333333334,81.98198198198197,80.65764023210832,80.65764023210832,81.30841121495327,82.63888888888889,83.33333333333334,83.33333333333334,21.09704641350211,22.624434389140276,21.645021645021643,20.833333333333336,22.421524663677133,23.25581395348837,21.78649237472767,23.474178403755868,21.052631578947366,21.78649237472767,0.7939851361238399,0.7823168002604061,0.7938144329896908,0.7973713033953999,0.7824824765863633,0.7762001644950435,0.7886753698181028,0.7787814545119366,0.7983193277310925,0.7927461139896373,0.20601486387616003,0.21768319973959396,0.20618556701030924,0.20262869660460026,0.21751752341363673,0.22379983550495647,0.21132463018189718,0.2212185454880634,0.2016806722689075,0.20725388601036265
201912200OKC,59.51417004048582,60.9375,62.121212121212125,60.31746031746032,60.31746031746032,59.83935742971887,59.83935742971887,60.31746031746032,60.31746031746032,58.8477366255144,42.73504273504273,42.91845493562232,42.91845493562232,42.3728813559322,42.19409282700422,44.44444444444444,43.66812227074236,45.662100456621005,43.66812227074236,45.45454545454545,0.5820501539815223,0.5867501775682831,0.5914071689469448,0.5873722818967776,0.5883967071736574,0.5738125802310655,0.5781162637027498,0.5691423881821912,0.5800559925343288,0.5642037302725968,0.41794984601847784,0.41324982243171693,0.40859283105305516,0.4126277181032224,0.41160329282634256,0.42618741976893454,0.4218837362972501,0.43085761181780874,0.41994400746567123,0.43579626972740315
201912200PHI,78.72340425531915,80.0,79.38144329896907,79.38144329896907,80.65764023210832,78.72340425531915,81.30841121495327,81.30841121495327,80.0,80.0,23.58490566037736,24.09638554216868,25.64102564102564,23.25581395348837,22.52252252252252,25.0,22.22222222222222,24.93765586034913,23.809523809523807,24.449877750611247,0.7694722385717089,0.7685185185185185,0.755852001006796,0.7734174258350853,0.7817165439437952,0.7589743589743589,0.7853560682046139,0.7652839625331783,0.7706422018348624,0.7659176029962547,0.23052776142829115,0.23148148148148154,0.2441479989932041,0.22658257416491473,0.2182834560562048,0.24102564102564103,0.21464393179538618,0.2347160374668217,0.22935779816513757,0.2340823970037453
201912200POR,59.51417004048582,61.38996138996139,62.825278810408925,60.31746031746032,60.629921259842526,61.68582375478927,62.121212121212125,61.38996138996139,61.68582375478927,63.63636363636363,42.73504273504273,42.5531914893617,42.19409282700422,42.3728813559322,42.01680672268908,42.5531914893617,40.81632653061224,44.44444444444444,41.66666666666667,40.81632653061224,0.5820501539815223,0.5906109223109144,0.5982256209579855,0.5873722818967776,0.5906658931218977,0.5917728943458199,0.6034845298888556,0.5800567490879611,0.5968489341983317,0.6092362344582594,0.41794984601847784,0.40938907768908556,0.4017743790420145,0.4126277181032224,0.40933410687810223,0.40822710565418,0.39651547011114446,0.41994325091203893,0.40315106580166826,0.39076376554174064
201912200TOR,72.45179063360881,72.45179063360881,73.54497354497354,72.97297297297297,72.97297297297297,74.09326424870466,72.97297297297297,74.09326424870466,72.97297297297297,73.54497354497354,29.761904761904763,31.446540880503143,31.446540880503143,29.585798816568047,29.94011976047904,29.850746268656717,30.3951367781155,31.948881789137378,31.25,31.25,0.7088266435653094,0.6973335334433938,0.7004849291623086,0.711523467955715,0.709073753734864,0.7128189866825384,0.7059524755622666,0.6987152468817809,0.7001620745542949,0.7017986746607763,0.29117335643469056,0.3026664665566061,0.29951507083769136,0.2884765320442851,0.290926246265136,0.2871810133174615,0.29404752443773347,0.3012847531182192,0.29983792544570503,0.2982013253392237
201912210BRK,74.61928934010153,75.72815533980582,76.905311778291,75.18610421836229,75.18610421836229,77.52808988764045,76.35933806146572,77.52808988764045,75.18610421836229,76.905311778291,27.77777777777778,28.24858757062147,28.08988764044944,27.472527472527474,28.01120448179272,26.666666666666668,27.3972602739726,28.57142857142857,29.411764705882355,27.77777777777778,0.7287248691820435,0.7283182105929521,0.73246502891602,0.732389502762431,0.7285665214082212,0.7440690150970525,0.7359468148194388,0.7307110438729199,0.7188110521909016,0.7346488540262287,0.27127513081795646,0.2716817894070479,0.26753497108398,0.2676104972375691,0.2714334785917789,0.2559309849029475,0.26405318518056115,0.26928895612708015,0.28118894780909853,0.2653511459737713
201912210CHO,29.585798816568047,30.8641975308642,31.446540880503143,29.069767441860467,29.850746268656717,30.76923076923077,28.98550724637681,30.58103975535168,30.3951367781155,30.3951367781155,72.45179063360881,72.97297297297297,73.54497354497354,73.54497354497354,72.97297297297297,73.54497354497354,74.61928934010153,75.18610421836229,74.09326424870466,74.61928934010153,0.28994999760371903,0.29723650385604117,0.29951507083769136,0.283290365129804,0.29030992546096507,0.29496683573936794,0.2797699353830859,0.28913553497248545,0.29089484076145117,0.2894377268119242,0.710050002396281,0.7027634961439588,0.7004849291623086,0.716709634870196,0.7096900745390349,0.705033164260632,0.7202300646169141,0.7108644650275145,0.7091051592385489,0.7105622731880757
201912210DET,46.728971962616825,47.16981132075472,54.12844036697248,46.2962962962963,48.07692307692308,48.07692307692308,49.01960784313725,49.50495049504951,49.01960784313725,49.01960784313725,55.55555555555556,56.52173913043478,51.92307692307693,56.14035087719298,54.337899543379,56.14035087719298,55.55555555555556,56.52173913043478,55.55555555555556,56.14035087719298,0.45685279187817257,0.4549050632911393,0.510397604391948,0.4519505233111323,0.46943325045014145,0.4613143412107479,0.46875,0.4669102720259846,0.46875,0.46614327772325814,0.5431472081218274,0.5450949367088608,0.4896023956080519,0.5480494766888677,0.5305667495498585,0.5386856587892522,0.53125,0.5330897279740153,0.53125,0.533856722276742
