,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway
Bookmaker,impliedProbMarathonbet,impliedProbPinnacle,impliedProbUnibet,impliedProbWilliam Hill,impliedProbbet-at-home,impliedProbbet265,impliedProbbet365,impliedProbbwin,impliedProbMarathonbet,impliedProbPinnacle,impliedProbUnibet,impliedProbWilliam Hill,impliedProbbet-at-home,impliedProbbet265,impliedProbbet365,impliedProbbwin
game_id,,,,,,,,,,,,,,,,
201410280LAL,28.985507246376812,28.40909090909091,30.3951367781155,28.57142857142857,30.76923076923077,NaN,29.850746268656714,29.411764705882355,72.97297297297297,74.09326424870466,74.61928934010153,75.18610421836229,75.18610421836229,NaN,74.61928934010153,75.18610421836229
201410280NOP,82.63888888888889,81.98198198198197,83.33333333333334,83.33333333333334,84.02555910543131,NaN,83.33333333333334,84.7560975609756,19.230769230769234,20.12072434607646,20.833333333333336,21.052631578947366,21.83406113537118,NaN,21.052631578947366,20.0
201410280SAS,60.629921259842526,60.9375,62.825278810408925,61.68582375478927,63.23529411764706,NaN,61.68582375478927,62.546816479400746,41.32231404958678,41.32231404958678,42.016806722689076,41.66666666666667,42.73504273504273,NaN,41.66666666666667,41.66666666666667
201410290BOS,52.60663507109005,51.92307692307693,52.15311004784689,53.48837209302325,53.271028037383175,NaN,53.70370370370371,50.0,49.504950495049506,50.73891625615764,52.60663507109005,51.21951219512195,52.60663507109005,NaN,51.21951219512195,58.15899581589959
201410290CHO,78.72340425531915,78.72340425531915,80.0,80.0,79.38144329896907,NaN,80.0,80.0,23.25581395348837,23.474178403755868,25.0,25.0,26.737967914438503,NaN,24.449877750611247,24.449877750611247
201410290DEN,71.91011235955057,71.91011235955057,74.09326424870466,72.45179063360881,72.97297297297297,NaN,72.97297297297297,73.54497354497354,30.3951367781155,30.58103975535168,30.76923076923077,31.25,32.89473684210527,NaN,31.25,34.48275862068966
201410290IND,76.905311778291,76.35933806146572,78.11816192560175,77.52808988764045,76.905311778291,NaN,77.52808988764045,78.11816192560175,25.0,25.97402597402597,27.027027027027028,26.666666666666668,28.985507246376812,NaN,27.027027027027028,26.31578947368421
201410290MEM,75.18610421836229,76.35933806146572,78.72340425531915,77.52808988764045,76.35933806146572,NaN,77.52808988764045,76.905311778291,27.027027027027028,25.97402597402597,25.97402597402597,26.666666666666668,29.761904761904763,NaN,27.027027027027028,27.77777777777778
201410290MIA,68.05111821086261,66.21621621621621,67.53246753246754,67.53246753246754,66.66666666666666,NaN,68.05111821086261,67.53246753246754,34.01360544217687,36.36363636363637,37.03703703703704,36.36363636363637,39.37007874015748,NaN,36.36363636363637,37.03703703703704
201410290NYK,35.842293906810035,36.90036900369004,39.37007874015748,38.46153846153847,40.32258064516129,NaN,37.453183520599254,37.03703703703704,66.21621621621621,65.39792387543253,65.75342465753424,64.15770609318996,65.75342465753424,NaN,65.75342465753424,67.53246753246754
201410290PHO,88.49252013808976,90.08919722497522,91.74236168455822,90.9090909090909,90.9090909090909,NaN,91.74236168455822,91.74236168455822,13.157894736842104,11.961722488038278,12.5,13.333333333333334,14.925373134328357,NaN,12.5,12.5
201410290POR,81.30841121495327,82.63888888888889,81.98198198198197,81.98198198198197,81.98198198198197,NaN,81.98198198198197,84.7560975609756,20.833333333333336,20.0,22.22222222222222,23.52941176470588,24.271844660194176,NaN,22.22222222222222,23.52941176470588
201410290SAC,34.01360544217687,36.90036900369004,37.735849056603776,37.03703703703704,39.0625,NaN,37.453183520599254,37.03703703703704,68.05111821086261,65.39792387543253,67.10526315789474,66.66666666666666,67.10526315789474,NaN,65.75342465753424,67.53246753246754
201410290TOR,64.91228070175438,64.91228070175438,64.53900709219859,64.15770609318996,65.75342465753424,NaN,64.91228070175438,66.66666666666666,37.03703703703704,37.59398496240601,40.32258064516129,38.46153846153847,40.32258064516129,NaN,37.735849056603776,37.735849056603776
201410290UTA,40.0,42.19409282700422,45.45454545454545,42.5531914893617,45.04504504504504,NaN,43.66812227074236,42.5531914893617,61.38996138996139,60.317460317460316,59.183673469387756,60.629921259842526,60.9375,NaN,60.317460317460316,61.68582375478927
201410300CLE,91.74236168455822,92.5925925925926,93.4597776324395,93.4597776324395,92.5925925925926,NaN,93.4597776324395,94.34069043576685,10.319917440660474,9.75609756097561,10.0,11.11111111111111,13.333333333333334,NaN,11.11111111111111,10.526315789473683
