,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb
201610270ATL,62.825278810408925,NaN,63.63636363636363,63.63636363636363,64.53900709219859,65.39792387543253,64.91228070175438,64.53900709219859,65.39792387543253,38.759689922480625,NaN,38.31417624521073,38.759689922480625,40.0,37.735849056603776,41.1522633744856,38.46153846153847,39.37007874015748
201610270CHI,50.73891625615764,NaN,51.21951219512195,51.92307692307693,53.271028037383175,55.55555555555556,54.54545454545454,53.70370370370371,56.14035087719298,50.98039215686274,NaN,50.73891625615764,50.73891625615764,50.98039215686274,49.01960784313725,51.21951219512195,51.21951219512195,49.01960784313725
201610270POR,45.248868778280546,NaN,44.642857142857146,44.052863436123346,45.87155963302752,45.45454545454545,46.728971962616825,45.45454545454545,47.61904761904761,57.446808510638306,NaN,57.446808510638306,58.50622406639005,58.50622406639005,58.50622406639005,59.51417004048582,58.50622406639005,57.08154506437768
201610270SAC,24.752475247524753,NaN,24.449877750611247,25.188916876574307,25.97402597402597,26.31578947368421,25.062656641604008,26.666666666666668,23.52941176470588,78.72340425531915,NaN,77.52808988764045,77.52808988764045,78.11816192560175,78.11816192560175,80.65764023210832,78.11816192560175,80.65764023210832
201610280BRK,33.33333333333333,NaN,33.11258278145696,33.33333333333333,34.48275862068966,32.25806451612903,34.129692832764505,33.33333333333333,32.25806451612903,68.94409937888199,NaN,68.94409937888199,69.41896024464832,69.41896024464832,71.42857142857143,71.91011235955057,70.93023255813954,72.45179063360881
201610280DAL,45.87155963302752,NaN,45.45454545454545,47.61904761904761,48.54368932038835,47.61904761904761,49.01960784313725,47.61904761904761,45.45454545454545,56.14035087719298,NaN,56.52173913043478,55.15695067264574,55.55555555555556,56.52173913043478,57.08154506437768,56.896551724137936,58.8477366255144
201610280DET,66.21621621621621,NaN,61.68582375478927,64.15770609318996,64.53900709219859,64.15770609318996,64.53900709219859,63.63636363636363,64.53900709219859,40.65040650406504,NaN,40.16064257028113,38.61003861003861,40.0,38.46153846153847,41.66666666666667,39.37007874015748,40.0
201610280MIA,50.0,NaN,50.0,50.0,50.98039215686274,50.0,51.45631067961165,50.0,52.38095238095239,51.92307692307693,NaN,52.38095238095239,52.38095238095239,53.271028037383175,54.54545454545454,54.54545454545454,54.54545454545454,52.38095238095239
201610280NOP,12.5,NaN,12.82051282051282,13.245033112582782,14.285714285714285,14.285714285714285,14.534883720930234,13.793103448275861,16.0,90.9090909090909,NaN,89.28188638799571,89.28188638799571,89.28188638799571,90.08919722497522,91.74236168455822,90.9090909090909,88.49252013808976
201610280OKC,77.52808988764045,NaN,78.11816192560175,78.11816192560175,80.65764023210832,79.38144329896907,79.38144329896907,78.72340425531915,82.63888888888889,24.213075060532688,NaN,23.809523809523807,24.213075060532688,23.52941176470588,25.64102564102564,26.595744680851062,25.64102564102564,22.22222222222222
201610280TOR,42.3728813559322,NaN,42.016806722689076,43.66812227074236,44.44444444444444,44.44444444444444,44.843049327354265,44.44444444444444,42.5531914893617,61.68582375478927,NaN,59.83935742971887,58.8477366255144,59.83935742971887,59.183673469387756,60.9375,59.51417004048582,61.68582375478927
201610280UTA,79.38144329896907,NaN,80.0,81.30841121495327,82.63888888888889,83.33333333333334,84.7560975609756,81.98198198198197,83.33333333333334,22.321428571428573,NaN,21.978021978021978,21.141649048625794,21.052631578947366,22.22222222222222,21.45922746781116,22.22222222222222,21.052631578947366
201610290CHI,59.183673469387756,NaN,59.83935742971887,61.68582375478927,63.63636363636363,62.121212121212125,62.121212121212125,61.68582375478927,62.546816479400746,42.3728813559322,NaN,42.016806722689076,40.816326530612244,40.816326530612244,40.816326530612244,44.052863436123346,41.66666666666667,41.66666666666667
201610290CHO,44.052863436123346,NaN,43.290043290043286,43.66812227074236,44.052863436123346,44.44444444444444,45.662100456621005,43.66812227074236,44.44444444444444,58.50622406639005,NaN,58.8477366255144,58.8477366255144,60.629921259842526,59.183673469387756,60.317460317460316,60.317460317460316,59.83935742971887
201610290CLE,89.28188638799571,NaN,89.28188638799571,87.71498771498771,88.49252013808976,90.08919722497522,90.08919722497522,90.08919722497522,90.08919722497522,12.5,NaN,12.82051282051282,14.947683109118087,14.814814814814813,14.285714285714285,16.260162601626014,14.814814814814813,14.285714285714285
201610290DEN,49.01960784313725,NaN,48.54368932038835,49.01960784313725,50.98039215686274,50.0,51.92307692307693,49.01960784313725,52.38095238095239,52.83018867924528,NaN,53.48837209302325,53.70370370370371,53.271028037383175,54.54545454545454,54.12844036697248,55.55555555555556,52.38095238095239
201610290MIL,75.72815533980582,NaN,75.72815533980582,77.52808988764045,76.35933806146572,78.11816192560175,80.0,78.72340425531915,80.0,26.595744680851062,NaN,26.31578947368421,25.188916876574307,27.77777777777778,26.31578947368421,25.97402597402597,25.64102564102564,25.0
201610290NYK,58.50622406639005,NaN,59.183673469387756,59.83935742971887,58.15899581589959,59.83935742971887,59.51417004048582,60.317460317460316,59.83935742971887,43.66812227074236,NaN,42.91845493562232,42.3728813559322,46.08294930875576,43.66812227074236,46.2962962962963,43.66812227074236,44.44444444444444
201610290PHI,23.696682464454977,NaN,23.25581395348837,23.923444976076556,26.666666666666668,26.666666666666668,25.188916876574307,24.449877750611247,27.77777777777778,79.38144329896907,NaN,78.72340425531915,78.72340425531915,77.52808988764045,77.52808988764045,80.65764023210832,80.0,76.905311778291
201610290SAC,51.21951219512195,NaN,51.21951219512195,51.45631067961165,53.271028037383175,52.38095238095239,54.12844036697248,53.70370370370371,50.0,50.495049504950494,NaN,50.73891625615764,50.98039215686274,50.98039215686274,52.38095238095239,52.15311004784689,51.21951219512195,54.54545454545454
201610290SAS,93.4597776324395,NaN,93.4597776324395,93.4597776324395,93.4597776324395,95.23809523809523,95.23809523809523,96.15384615384616,96.15384615384616,8.0,NaN,8.333333333333332,8.688097306689835,9.523809523809524,9.090909090909092,10.626992561105206,8.0,8.333333333333332
201610300DET,78.72340425531915,NaN,77.52808988764045,76.35933806146572,79.38144329896907,79.38144329896907,80.0,78.11816192560175,76.905311778291,24.752475247524753,NaN,24.449877750611247,25.97402597402597,25.0,25.64102564102564,26.17801047120419,26.666666666666668,27.77777777777778
201610300HOU,64.15770609318996,NaN,64.91228070175438,65.39792387543253,65.39792387543253,66.66666666666666,67.10526315789474,64.91228070175438,68.05111821086261,37.735849056603776,NaN,37.174721189591075,36.90036900369004,38.46153846153847,37.03703703703704,39.0625,37.735849056603776,36.36363636363637
201610300LAC,75.18610421836229,NaN,75.72815533980582,76.35933806146572,75.72815533980582,76.35933806146572,77.52808988764045,77.52808988764045,75.18610421836229,26.595744680851062,NaN,26.31578947368421,25.97402597402597,28.57142857142857,27.77777777777778,28.57142857142857,27.027027027027028,29.411764705882355
201610300MEM,42.73504273504273,NaN,41.49377593360996,41.1522633744856,42.91845493562232,40.816326530612244,44.052863436123346,41.66666666666667,44.44444444444444,60.317460317460316,NaN,60.629921259842526,61.38996138996139,61.38996138996139,62.121212121212125,62.121212121212125,61.68582375478927,60.629921259842526
201610300MIA,29.761904761904763,NaN,29.585798816568047,30.58103975535168,32.89473684210527,30.3951367781155,31.948881789137378,31.746031746031743,31.25,75.72815533980582,NaN,72.45179063360881,71.91011235955057,71.42857142857143,72.97297297297297,74.09326424870466,72.45179063360881,73.54497354497354
201610300OKC,79.38144329896907,NaN,80.0,80.0,81.30841121495327,81.98198198198197,81.98198198198197,81.98198198198197,81.30841121495327,22.321428571428573,NaN,21.978021978021978,22.371364653243848,22.727272727272727,23.52941176470588,23.696682464454977,22.22222222222222,23.52941176470588
201610300PHO,13.157894736842104,NaN,13.513513513513514,12.97016861219196,14.285714285714285,14.285714285714285,14.47178002894356,14.285714285714285,14.285714285714285,90.9090909090909,NaN,88.49252013808976,89.28188638799571,89.28188638799571,90.08919722497522,91.74236168455822,90.08919722497522,90.08919722497522
201610310ATL,74.61928934010153,NaN,75.18610421836229,74.61928934010153,73.54497354497354,76.35933806146572,76.35933806146572,75.72815533980582,75.18610421836229,27.173913043478258,NaN,26.881720430107524,28.08988764044944,30.76923076923077,27.77777777777778,29.850746268656714,28.57142857142857,29.411764705882355
201610310BRK,28.901734104046245,NaN,28.57142857142857,28.57142857142857,31.25,28.57142857142857,31.645569620253166,29.850746268656714,28.57142857142857,76.35933806146572,NaN,73.54497354497354,74.09326424870466,72.97297297297297,75.18610421836229,74.61928934010153,74.61928934010153,75.72815533980582
201610310LAC,90.08919722497522,NaN,90.08919722497522,90.9090909090909,92.5925925925926,92.5925925925926,92.5925925925926,93.4597776324395,88.49252013808976,11.627906976744185,NaN,11.904761904761903,11.1358574610245,11.11111111111111,11.76470588235294,13.315579227696405,11.11111111111111,16.0
201610310TOR,74.09326424870466,NaN,74.61928934010153,73.54497354497354,76.35933806146572,75.18610421836229,75.72815533980582,74.61928934010153,74.61928934010153,27.624309392265197,NaN,27.397260273972602,28.735632183908045,28.24858757062147,28.57142857142857,30.58103975535168,29.850746268656714,29.411764705882355
201611010CLE,81.30841121495327,NaN,82.63888888888889,84.7560975609756,84.7560975609756,85.46511627906976,85.46511627906976,84.7560975609756,85.46511627906976,20.408163265306122,NaN,19.230769230769234,17.636684303350968,19.047619047619047,20.0,20.833333333333336,19.047619047619047,19.047619047619047
201611010DET,62.825278810408925,NaN,63.63636363636363,62.825278810408925,63.63636363636363,65.39792387543253,64.53900709219859,63.63636363636363,65.39792387543253,38.759689922480625,NaN,38.31417624521073,39.682539682539684,40.816326530612244,37.735849056603776,41.32231404958678,39.37007874015748,39.37007874015748
201611010IND,80.65764023210832,NaN,81.30841121495327,81.30841121495327,81.30841121495327,83.33333333333334,82.63888888888889,81.98198198198197,83.33333333333334,21.27659574468085,NaN,20.833333333333336,21.231422505307858,22.727272727272727,22.22222222222222,23.25581395348837,22.22222222222222,21.78649237472767
201611010MIA,62.546816479400746,NaN,63.23529411764706,61.38996138996139,62.546816479400746,62.825278810408925,64.15770609318996,63.23529411764706,63.63636363636363,39.37007874015748,NaN,38.759689922480625,40.98360655737705,42.016806722689076,40.0,42.016806722689076,40.0,40.816326530612244
201611010MIN,73.54497354497354,NaN,74.09326424870466,74.61928934010153,75.72815533980582,76.35933806146572,75.72815533980582,75.72815533980582,76.905311778291,28.24858757062147,NaN,27.932960893854748,27.548209366391184,28.57142857142857,27.77777777777778,30.211480362537763,28.57142857142857,27.77777777777778
201611010NOP,61.38996138996139,NaN,62.121212121212125,62.121212121212125,62.546816479400746,62.825278810408925,63.23529411764706,62.546816479400746,63.63636363636363,40.32258064516129,NaN,40.0,40.48582995951417,42.016806722689076,40.0,42.73504273504273,40.816326530612244,40.816326530612244
201611010PHI,34.72222222222222,NaN,34.48275862068966,35.08771929824561,37.03703703703704,35.842293906810035,36.36363636363637,35.842293906810035,35.842293906810035,68.05111821086261,NaN,67.53246753246754,67.10526315789474,67.53246753246754,68.94409937888199,69.41896024464832,68.94409937888199,68.94409937888199
201611010POR,34.48275862068966,NaN,34.01360544217687,34.129692832764505,36.36363636363637,36.36363636363637,36.90036900369004,34.48275862068966,36.36363636363637,71.42857142857143,NaN,68.05111821086261,68.05111821086261,67.53246753246754,67.53246753246754,68.94409937888199,69.96996996996997,68.05111821086261
201611010SAS,84.02555910543131,NaN,84.7560975609756,84.02555910543131,83.33333333333334,85.46511627906976,86.20689655172413,86.20689655172413,86.20689655172413,17.699115044247787,NaN,17.24137931034483,18.45018450184502,20.408163265306122,20.0,19.49317738791423,18.181818181818183,18.181818181818183
201611020ATL,89.28188638799571,NaN,88.49252013808976,89.28188638799571,88.49252013808976,91.74236168455822,90.9090909090909,90.9090909090909,90.9090909090909,12.5,NaN,13.157894736842104,12.97016861219196,14.814814814814813,12.5,15.24390243902439,13.333333333333334,13.333333333333334
201611020BOS,58.50622406639005,NaN,58.8477366255144,61.38996138996139,60.9375,59.183673469387756,62.121212121212125,62.546816479400746,60.629921259842526,43.66812227074236,NaN,43.290043290043286,41.1522633744856,43.66812227074236,44.44444444444444,44.052863436123346,40.816326530612244,43.66812227074236
201611020BRK,38.759689922480625,NaN,37.878787878787875,40.0,39.37007874015748,39.37007874015748,41.1522633744856,39.37007874015748,39.37007874015748,63.63636363636363,NaN,64.15770609318996,62.546816479400746,64.91228070175438,63.63636363636363,64.91228070175438,63.63636363636363,65.39792387543253
201611020CHO,90.9090909090909,NaN,90.08919722497522,92.5925925925926,92.5925925925926,93.4597776324395,93.4597776324395,93.4597776324395,93.4597776324395,10.526315789473683,NaN,11.904761904761903,10.141987829614605,11.11111111111111,11.11111111111111,12.330456226880395,10.526315789473683,11.11111111111111
201611020LAC,74.61928934010153,NaN,75.18610421836229,75.18610421836229,74.61928934010153,76.905311778291,78.11816192560175,76.905311778291,75.18610421836229,27.322404371584703,NaN,27.027027027027028,27.100271002710024,29.850746268656714,27.397260273972602,27.85515320334262,27.397260273972602,29.411764705882355
201611020MEM,69.41896024464832,NaN,69.96996996996997,68.05111821086261,70.93023255813954,71.42857142857143,71.91011235955057,70.41420118343196,72.45179063360881,32.25806451612903,NaN,31.948881789137378,34.36426116838488,33.33333333333333,32.25806451612903,34.24657534246575,33.89830508474576,32.25806451612903
201611020NYK,50.24875621890548,NaN,50.0,53.271028037383175,52.60663507109005,53.48837209302325,53.48837209302325,53.70370370370371,55.55555555555556,51.45631067961165,NaN,52.15311004784689,49.504950495049506,51.45631067961165,51.21951219512195,52.60663507109005,51.21951219512195,49.01960784313725
201611020PHO,42.3728813559322,NaN,42.016806722689076,42.73504273504273,43.66812227074236,43.66812227074236,45.87155963302752,43.66812227074236,44.44444444444444,59.51417004048582,NaN,59.83935742971887,59.51417004048582,60.9375,59.83935742971887,60.317460317460316,60.317460317460316,59.83935742971887
201611020UTA,59.83935742971887,NaN,60.629921259842526,60.629921259842526,62.121212121212125,62.121212121212125,62.546816479400746,60.9375,62.546816479400746,42.016806722689076,NaN,41.49377593360996,42.016806722689076,42.016806722689076,40.816326530612244,43.66812227074236,42.5531914893617,41.66666666666667
201611020WAS,50.73891625615764,NaN,50.98039215686274,52.38095238095239,50.98039215686274,50.0,52.15311004784689,51.21951219512195,52.38095238095239,50.98039215686274,NaN,50.98039215686274,50.0,53.271028037383175,54.54545454545454,54.12844036697248,53.70370370370371,52.38095238095239
201611030CLE,86.20689655172413,NaN,86.96219035202087,86.96219035202087,87.71498771498771,86.96219035202087,88.49252013808976,88.49252013808976,89.28188638799571,15.625,NaN,15.384615384615385,15.267175572519085,15.384615384615385,17.391304347826086,17.123287671232877,16.0,15.384615384615385
201611030GSW,90.9090909090909,NaN,89.28188638799571,90.9090909090909,90.9090909090909,90.08919722497522,91.74236168455822,92.5925925925926,90.08919722497522,12.5,NaN,12.82051282051282,11.534025374855824,12.5,13.793103448275861,14.224751066856332,11.76470588235294,14.814814814814813
201611030MIL,43.66812227074236,NaN,43.66812227074236,44.44444444444444,44.44444444444444,43.66812227074236,45.248868778280546,43.66812227074236,44.44444444444444,58.15899581589959,NaN,58.50622406639005,58.15899581589959,59.51417004048582,59.83935742971887,60.629921259842526,60.317460317460316,59.83935742971887
201611030MIN,60.9375,NaN,61.68582375478927,61.68582375478927,61.38996138996139,61.68582375478927,61.68582375478927,62.546816479400746,60.629921259842526,40.65040650406504,NaN,40.32258064516129,40.816326530612244,42.91845493562232,41.66666666666667,44.44444444444444,40.816326530612244,43.66812227074236
201611030ORL,50.495049504950494,NaN,50.24875621890548,50.73891625615764,52.15311004784689,51.21951219512195,53.271028037383175,51.21951219512195,52.38095238095239,51.21951219512195,NaN,51.92307692307693,51.92307692307693,52.15311004784689,53.48837209302325,52.83018867924528,53.70370370370371,52.38095238095239
201611040BRK,29.239766081871345,NaN,29.585798816568047,29.49852507374631,30.76923076923077,29.411764705882355,30.58103975535168,30.76923076923077,30.3951367781155,72.45179063360881,NaN,72.45179063360881,72.97297297297297,73.54497354497354,73.54497354497354,75.72815533980582,73.54497354497354,74.09326424870466
201611040CHI,76.35933806146572,NaN,75.72815533980582,75.18610421836229,77.52808988764045,77.52808988764045,78.11816192560175,77.52808988764045,77.52808988764045,26.595744680851062,NaN,26.31578947368421,27.100271002710024,26.666666666666668,26.666666666666668,27.85515320334262,27.027027027027028,27.027027027027028
201611040DAL,42.016806722689076,NaN,41.49377593360996,42.19409282700422,44.052863436123346,43.66812227074236,44.642857142857146,43.66812227074236,44.44444444444444,59.83935742971887,NaN,60.629921259842526,60.317460317460316,60.317460317460316,59.83935742971887,61.38996138996139,60.317460317460316,60.629921259842526
201611040LAL,12.5,NaN,12.82051282051282,13.550135501355012,15.625,15.384615384615385,15.503875968992247,14.285714285714285,15.384615384615385,89.28188638799571,NaN,89.28188638799571,88.49252013808976,90.9090909090909,89.28188638799571,90.9090909090909,90.08919722497522,89.28188638799571
201611040MEM,33.11258278145696,NaN,32.89473684210527,32.89473684210527,32.89473684210527,32.25806451612903,34.48275862068966,33.89830508474576,33.89830508474576,70.41420118343196,NaN,69.41896024464832,69.96996996996997,71.42857142857143,71.42857142857143,71.42857142857143,70.41420118343196,70.41420118343196
201611040NOP,56.896551724137936,NaN,57.446808510638306,57.80590717299579,59.83935742971887,61.68582375478927,60.9375,59.51417004048582,59.83935742971887,44.843049327354265,NaN,44.642857142857146,44.642857142857146,44.44444444444444,41.66666666666667,45.04504504504504,44.44444444444444,44.44444444444444
201611040TOR,74.61928934010153,NaN,75.18610421836229,74.61928934010153,77.52808988764045,76.35933806146572,77.52808988764045,75.72815533980582,76.905311778291,27.173913043478258,NaN,26.881720430107524,27.77777777777778,27.027027027027028,27.77777777777778,28.40909090909091,28.57142857142857,27.77777777777778
201611040UTA,38.759689922480625,NaN,38.759689922480625,40.16064257028113,42.5531914893617,40.0,41.66666666666667,40.816326530612244,39.37007874015748,64.15770609318996,NaN,63.23529411764706,62.121212121212125,61.68582375478927,62.825278810408925,64.53900709219859,62.546816479400746,65.39792387543253
201611040WAS,50.73891625615764,NaN,51.21951219512195,52.38095238095239,52.83018867924528,53.48837209302325,55.15695067264574,54.54545454545454,53.48837209302325,50.98039215686274,NaN,50.73891625615764,50.0,51.21951219512195,51.21951219512195,50.73891625615764,50.0,51.21951219512195
201611050ATL,60.317460317460316,NaN,60.629921259842526,60.9375,59.183673469387756,59.83935742971887,61.38996138996139,61.68582375478927,62.546816479400746,41.32231404958678,NaN,41.49377593360996,41.49377593360996,44.843049327354265,43.66812227074236,44.642857142857146,41.66666666666667,42.5531914893617
201611050DET,66.21621621621621,NaN,65.39792387543253,64.53900709219859,67.53246753246754,66.66666666666666,67.53246753246754,66.66666666666666,68.94409937888199,37.174721189591075,NaN,36.76470588235294,37.878787878787875,37.03703703703704,37.03703703703704,38.46153846153847,37.03703703703704,35.842293906810035
201611050IND,61.38996138996139,NaN,61.68582375478927,62.121212121212125,61.38996138996139,61.68582375478927,62.546816479400746,61.68582375478927,60.629921259842526,41.49377593360996,NaN,40.16064257028113,40.48582995951417,42.91845493562232,41.66666666666667,43.66812227074236,41.66666666666667,43.66812227074236
201611050MIL,60.9375,NaN,61.68582375478927,63.23529411764706,60.9375,62.121212121212125,62.546816479400746,62.546816479400746,62.546816479400746,40.65040650406504,NaN,40.32258064516129,39.37007874015748,43.290043290043286,40.816326530612244,43.66812227074236,40.816326530612244,41.66666666666667
201611050OKC,69.41896024464832,NaN,67.53246753246754,65.39792387543253,66.21621621621621,67.53246753246754,67.53246753246754,66.66666666666666,67.53246753246754,34.72222222222222,NaN,34.48275862068966,36.90036900369004,37.735849056603776,36.36363636363637,38.46153846153847,37.03703703703704,37.03703703703704
201611050ORL,70.93023255813954,NaN,71.91011235955057,71.91011235955057,72.45179063360881,70.41420118343196,72.97297297297297,72.97297297297297,72.45179063360881,31.05590062111801,NaN,30.211480362537763,30.3951367781155,31.746031746031743,33.33333333333333,32.89473684210527,31.25,32.25806451612903
201611050PHI,11.76470588235294,NaN,13.157894736842104,11.534025374855824,8.695652173913043,9.523809523809524,12.468827930174564,11.76470588235294,10.526315789473683,90.08919722497522,NaN,88.49252013808976,90.9090909090909,94.34069043576685,94.34069043576685,93.4597776324395,92.5925925925926,94.34069043576685
201611050SAS,66.21621621621621,NaN,66.66666666666666,64.53900709219859,67.53246753246754,67.53246753246754,69.41896024464832,66.66666666666666,68.94409937888199,35.587188612099645,NaN,35.3356890459364,37.878787878787875,37.03703703703704,36.36363636363637,36.76470588235294,37.03703703703704,35.842293906810035
201611060BOS,74.09326424870466,NaN,74.61928934010153,74.61928934010153,74.09326424870466,76.35933806146572,76.35933806146572,75.72815533980582,75.18610421836229,27.624309392265197,NaN,27.397260273972602,28.08988764044944,29.850746268656714,27.77777777777778,29.49852507374631,28.57142857142857,29.411764705882355
201611060DAL,57.446808510638306,NaN,58.15899581589959,58.15899581589959,57.80590717299579,59.183673469387756,59.83935742971887,59.51417004048582,59.83935742971887,44.44444444444444,NaN,44.052863436123346,44.44444444444444,46.728971962616825,44.44444444444444,46.08294930875576,44.44444444444444,44.44444444444444
201611060LAL,65.39792387543253,NaN,64.53900709219859,63.23529411764706,63.63636363636363,64.15770609318996,64.53900709219859,63.63636363636363,64.53900709219859,37.735849056603776,NaN,37.59398496240601,39.0625,40.816326530612244,38.46153846153847,41.66666666666667,39.37007874015748,40.0
201611060MEM,52.38095238095239,NaN,50.24875621890548,51.92307692307693,50.495049504950494,53.48837209302325,53.271028037383175,53.70370370370371,51.21951219512195,51.92307692307693,NaN,51.92307692307693,50.73891625615764,53.70370370370371,51.21951219512195,52.83018867924528,51.21951219512195,53.48837209302325
201611060NYK,47.61904761904761,NaN,44.843049327354265,44.44444444444444,46.08294930875576,47.61904761904761,45.87155963302752,44.44444444444444,44.44444444444444,56.52173913043478,NaN,57.08154506437768,58.15899581589959,58.15899581589959,56.52173913043478,60.317460317460316,59.51417004048582,60.629921259842526
201611060TOR,80.0,NaN,76.35933806146572,75.72815533980582,83.33333333333334,81.98198198198197,NaN,76.35933806146572,80.65764023210832,21.645021645021643,NaN,25.64102564102564,26.666666666666668,20.833333333333336,23.52941176470588,NaN,27.77777777777778,23.52941176470588
201611070CHI,72.45179063360881,NaN,73.54497354497354,72.45179063360881,75.18610421836229,73.54497354497354,75.18610421836229,74.61928934010153,75.72815533980582,29.069767441860467,NaN,28.735632183908045,30.03003003003003,28.57142857142857,29.411764705882355,30.76923076923077,29.850746268656714,28.57142857142857
201611070CHO,58.15899581589959,NaN,58.8477366255144,59.51417004048582,58.15899581589959,59.183673469387756,60.629921259842526,60.317460317460316,60.629921259842526,43.66812227074236,NaN,43.290043290043286,43.290043290043286,46.08294930875576,44.44444444444444,45.662100456621005,43.66812227074236,43.66812227074236
201611070GSW,97.08709583454704,NaN,97.08709583454704,98.0392156862745,96.15384615384616,99.00990099009901,99.00990099009901,99.00990099009901,99.00990099009901,4.3478260869565215,NaN,4.761904761904762,4.224757076468103,6.25,4.761904761904762,7.127583749109053,5.555555555555555,5.88235294117647
201611070LAC,79.38144329896907,NaN,80.0,79.38144329896907,81.30841121495327,81.98198198198197,82.63888888888889,81.30841121495327,80.65764023210832,22.321428571428573,NaN,21.978021978021978,22.831050228310502,23.04147465437788,23.52941176470588,23.25581395348837,23.52941176470588,23.809523809523807
201611070OKC,68.94409937888199,NaN,69.41896024464832,68.94409937888199,69.41896024464832,68.94409937888199,70.41420118343196,69.96996996996997,71.42857142857143,32.89473684210527,NaN,32.6797385620915,33.670033670033675,34.48275862068966,35.842293906810035,35.587188612099645,34.48275862068966,33.33333333333333
