Home_id;Away_id;Bookmaker;OddHome;OddAway;Date;Score_home;Score_away;Season
Cleveland Cavaliers;Golden State Warriors;1xBet;+140;-147;08 Jun 2018; 85;108;2017-2018
Cleveland Cavaliers;Golden State Warriors;bet-at-home;+137;-175;08 Jun 2018; 85;108;2017-2018
Cleveland Cavaliers;Golden State Warriors;bet365;+150;-172;08 Jun 2018; 85;108;2017-2018
Cleveland Cavaliers;Golden State Warriors;bwin;+145;-175;08 Jun 2018; 85;108;2017-2018
Cleveland Cavaliers;Golden State Warriors;Coolbet;+143;-156;08 Jun 2018; 85;108;2017-2018
Cleveland Cavaliers;Golden State Warriors;Marathonbet;+143;-152;08 Jun 2018; 85;108;2017-2018
Cleveland Cavaliers;Golden State Warriors;Pinnacle;+142;-156;08 Jun 2018; 85;108;2017-2018
Cleveland Cavaliers;Golden State Warriors;Unibet;+143;-167;08 Jun 2018; 85;108;2017-2018
Cleveland Cavaliers;Golden State Warriors;William Hill;+150;-169;08 Jun 2018; 85;108;2017-2018
Cleveland Cavaliers;Golden State Warriors;1xBet;+127;-135;06 Jun 2018;102;110;2017-2018
Cleveland Cavaliers;Golden State Warriors;bet-at-home;+127;-161;06 Jun 2018;102;110;2017-2018
Cleveland Cavaliers;Golden State Warriors;bet365;+125;-147;06 Jun 2018;102;110;2017-2018
Cleveland Cavaliers;Golden State Warriors;bwin;+125;-154;06 Jun 2018;102;110;2017-2018
Cleveland Cavaliers;Golden State Warriors;Coolbet;+135;-147;06 Jun 2018;102;110;2017-2018
Cleveland Cavaliers;Golden State Warriors;Marathonbet;+125;-133;06 Jun 2018;102;110;2017-2018
Cleveland Cavaliers;Golden State Warriors;Pinnacle;+123;-135;06 Jun 2018;102;110;2017-2018
Cleveland Cavaliers;Golden State Warriors;Unibet;+135;-159;06 Jun 2018;102;110;2017-2018
Cleveland Cavaliers;Golden State Warriors;William Hill;+129;-149;06 Jun 2018;102;110;2017-2018
Golden State Warriors;Cleveland Cavaliers;1xBet;-435;+409;03 Jun 2018;122;103;2017-2018
Golden State Warriors;Cleveland Cavaliers;bet-at-home;-625;+409;03 Jun 2018;122;103;2017-2018
Golden State Warriors;Cleveland Cavaliers;bet365;-556;+425;03 Jun 2018;122;103;2017-2018
Golden State Warriors;Cleveland Cavaliers;bwin;-556;+400;03 Jun 2018;122;103;2017-2018
Golden State Warriors;Cleveland Cavaliers;Coolbet;-556;+480;03 Jun 2018;122;103;2017-2018
Golden State Warriors;Cleveland Cavaliers;Marathonbet;-455;+420;03 Jun 2018;122;103;2017-2018
