,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj
Bookmaker,10x10bet (%),1xBet (%),Coolbet (%),Curebet (%),GGBET (%),Lasbet (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%),10x10bet (%),1xBet (%),Coolbet (%),Curebet (%),GGBET (%),Lasbet (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%),10x10bet (%),1xBet (%),Coolbet (%),Curebet (%),GGBET (%),Lasbet (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%),10x10bet (%),1xBet (%),Coolbet (%),Curebet (%),GGBET (%),Lasbet (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%)
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202012260DET,,,53.271028037383175,,55.15695067264574,,51.92307692307693,51.45631067961165,54.12844036697248,52.38095238095239,53.48837209302325,53.70370370370371,55.55555555555556,,,50.495049504950494,,50.0,,50.73891625615764,50.98039215686274,50.495049504950494,52.38095238095239,52.60663507109005,51.21951219512195,49.01960784313725,,,0.5133761369716425,,0.5245202558635395,,0.5057672787671864,0.5023229882921391,0.5173641257162702,0.5,0.5041554124246831,0.5118381403357727,0.53125,,,0.48662386302835736,,0.4754797441364606,,0.4942327212328135,0.49767701170786105,0.4826358742837298,0.5,0.49584458757531685,0.48816185966422726,0.46875
202012260MEM,,,58.15899581589959,,57.44680851063831,,57.44680851063831,58.50622406639005,58.15899581589959,58.50622406639005,59.18367346938776,58.50622406639005,58.8477366255144,,,45.24886877828055,,47.61904761904761,,45.04504504504504,44.05286343612335,46.08294930875576,45.45454545454545,46.728971962616825,45.45454545454545,45.45454545454545,,,0.5624233325399586,,0.5467695274831245,,0.5605012156349356,0.5704635785196144,0.5579231637164049,0.5627721335268505,0.5587970466414551,0.5627721335268505,0.5642037302725968,,,0.4375766674600414,,0.4532304725168755,,0.43949878436506445,0.42953642148038573,0.442076836283595,0.4372278664731495,0.4412029533585449,0.4372278664731495,0.43579626972740315
202012260NYK,,,25.125628140703515,,26.246719160104988,,23.25581395348837,25.70694087403599,24.449877750611247,25.31645569620253,25.0,26.31578947368421,25.0,,,78.72340425531915,,78.72340425531915,,79.38144329896907,77.52808988764045,80.0,78.11816192560175,81.30841121495327,78.72340425531915,79.38144329896907,,,0.2419437866776485,,0.25003989998404,,0.22658257416491473,0.2490137377241823,0.2340823970037453,0.24475805371823367,0.23516483516483516,0.2505330490405117,0.23950617283950618,,,0.7580562133223515,,0.74996010001596,,0.7734174258350853,0.7509862622758177,0.7659176029962547,0.7552419462817664,0.7648351648351648,0.7494669509594883,0.7604938271604939
202012260POR,,,76.35933806146572,,76.35933806146572,,75.18610421836229,75.72815533980582,76.905311778291,76.905311778291,,76.905311778291,75.18610421836229,,,27.322404371584703,,28.653295128939828,,27.472527472527474,27.173913043478255,27.027027027027028,27.027027027027028,,27.3972602739726,29.411764705882355,,,0.7364781519829551,,0.7271443038954505,,0.732389502762431,0.7359245205619938,0.7399555582247312,0.7399555582247312,,0.7373290060359732,0.7188110521909016,,,0.2635218480170448,,0.2728556961045495,,0.2676104972375691,0.2640754794380063,0.26004444177526875,0.26004444177526875,,0.26267099396402677,0.28118894780909853
202012260SAC,,,42.91845493562232,,42.91845493562232,,42.3728813559322,42.01680672268908,42.5531914893617,41.66666666666667,44.05286343612335,43.66812227074236,42.5531914893617,,,60.629921259842526,,62.121212121212125,,60.31746031746032,60.629921259842526,61.68582375478927,61.68582375478927,62.121212121212125,60.31746031746032,61.68582375478927,,,0.41447733429065636,,0.40859283105305516,,0.4126277181032224,0.40933410687810223,0.40822710565418,0.40315106580166826,0.41491167410573965,0.41994400746567123,0.40822710565418,,,0.5855226657093437,,0.5914071689469448,,0.5873722818967776,0.5906658931218977,0.5917728943458199,0.5968489341983317,0.5850883258942604,0.5800559925343288,0.5917728943458199
202012260SAS,,,45.45454545454545,,47.16981132075472,,44.44444444444444,45.04504504504504,46.08294930875576,45.45454545454545,47.61904761904761,46.728971962616825,47.61904761904761,,,58.15899581589959,,57.80590717299579,,58.15899581589959,57.44680851063831,58.15899581589959,58.50622406639005,58.50622406639005,57.44680851063831,57.08154506437768,,,0.4386930983847283,,0.4493402093129076,,0.43316719528772085,0.43949878436506445,0.442076836283595,0.4372278664731495,0.4487060137776949,0.44855888528345095,0.4548116338083154,,,0.5613069016152716,,0.5506597906870924,,0.5668328047122791,0.5605012156349356,0.5579231637164049,0.5627721335268505,0.551293986222305,0.551441114716549,0.5451883661916845
202012260UTA,,,80.65764023210832,,80.65764023210832,,79.38144329896907,80.0,80.65764023210832,81.30841121495327,84.02555910543131,81.98198198198197,80.0,,,22.88329519450801,,24.330900243309003,,21.052631578947366,22.831050228310502,23.809523809523807,21.78649237472767,21.78649237472767,22.22222222222222,24.449877750611247,,,0.7789927713109533,,0.7682518479337658,,0.7903835764451648,0.7779751332149201,0.7720860518427085,0.7886753698181028,0.7941019754369577,0.7867435158501441,0.7659176029962547,,,0.22100722868904665,,0.23174815206623425,,0.2096164235548352,0.22202486678507993,0.22791394815729143,0.21132463018189718,0.20589802456304226,0.21325648414985593,0.2340823970037453
202012260WAS,,,54.337899543379,,56.896551724137936,,56.14035087719298,54.54545454545454,56.14035087719298,56.52173913043478,56.896551724137936,56.896551724137936,57.08154506437768,,,49.50495049504951,,48.07692307692308,,46.2962962962963,48.07692307692308,48.54368932038835,47.61904761904761,49.01960784313725,47.61904761904761,47.61904761904761,,,0.5232704950150203,,0.542008843967151,,0.5480494766888677,0.5315161839863713,0.5362837617962902,0.5427435387673956,0.5371848068943506,0.5443833464257659,0.5451883661916845,,,0.4767295049849798,,0.457991156032849,,0.4519505233111323,0.46848381601362865,0.4637162382037097,0.4572564612326043,0.4628151931056495,0.45561665357423403,0.4548116338083154
202012270CHI,,,42.5531914893617,,41.32231404958678,,41.1522633744856,40.81632653061224,43.66812227074236,40.81632653061224,42.73504273504273,40.81632653061224,42.5531914893617,,,60.9375,,63.63636363636363,,61.38996138996139,61.68582375478927,60.629921259842526,62.121212121212125,63.23529411764706,62.546816479400746,61.68582375478927,,,0.41117892707998716,,0.3937007874015748,,0.4013201729240591,0.39819971012281635,0.41868591962549034,0.39651547011114446,0.4032736330209939,0.39488279227981954,0.40822710565418,,,0.5888210729200128,,0.6062992125984251,,0.5986798270759409,0.6018002898771836,0.5813140803745096,0.6034845298888556,0.596726366979006,0.6051172077201805,0.5917728943458199
202012270CHO,,,18.148820326678766,,18.050541516245488,,15.267175572519085,18.050541516245488,16.0,18.181818181818183,20.0,18.181818181818183,20.0,,,85.46511627906976,,86.96219035202087,,84.7560975609756,85.46511627906976,88.49252013808976,85.46511627906976,86.20689655172413,86.20689655172413,84.7560975609756,,,0.17515810055297004,,0.1718890766396694,,0.15263623249104194,0.1743749873273992,0.15312100788511518,0.17542070372259053,0.18831168831168832,0.1741741741741742,0.1909196740395809,,,0.8248418994470299,,0.8281109233603307,,0.8473637675089581,0.8256250126726008,0.8468789921148848,0.8245792962774094,0.8116883116883117,0.8258258258258258,0.8090803259604191
202012270CLE,,,32.6797385620915,,30.959752321981423,,31.05590062111801,32.89473684210527,31.746031746031743,32.89473684210527,33.89830508474576,32.89473684210527,30.3951367781155,,,70.93023255813954,,74.09326424870466,,71.42857142857143,69.96996996996997,72.45179063360881,70.93023255813954,72.97297297297297,71.42857142857143,74.09326424870466,,,0.3154111347465708,,0.2947059811571409,,0.303030303030303,0.31978642492221415,0.3046707793025305,0.31682876510462715,0.31718816973853403,0.3153153153153153,0.29089484076145117,,,0.6845888652534292,,0.705294018842859,,0.696969696969697,0.6802135750777858,0.6953292206974695,0.6831712348953728,0.682811830261466,0.6846846846846846,0.7091051592385489
202012270IND,,,44.05286343612335,,48.54368932038835,,43.290043290043286,43.66812227074236,44.843049327354265,44.44444444444444,45.662100456621005,43.66812227074236,47.61904761904761,,,59.51417004048582,,56.52173913043478,,59.51417004048582,59.18367346938776,58.8477366255144,59.18367346938776,60.31746031746032,60.31746031746032,57.08154506437768,,,0.42535604195009397,,0.4620329449578144,,0.4210921117684164,0.4245732605493458,0.4324689885920732,0.42888402625820565,0.43085761181780874,0.41994400746567123,0.4548116338083154,,,0.5746439580499061,,0.5379670550421856,,0.5789078882315836,0.5754267394506543,0.5675310114079268,0.5711159737417943,0.5691423881821912,0.5800559925343288,0.5451883661916845
202012270LAC,,,61.38996138996139,,61.38996138996139,,61.38996138996139,60.629921259842526,58.8477366255144,59.83935742971887,61.68582375478927,60.31746031746032,60.629921259842526,,,42.01680672268908,,43.66812227074236,,41.1522633744856,41.66666666666667,44.843049327354265,43.66812227074236,44.44444444444444,43.66812227074236,44.44444444444444,,,0.5936745003294531,,0.5843430533934618,,0.5986798270759409,0.5926876202694035,0.5675310114079268,0.5781162637027498,0.5812274368231047,0.5800559925343288,0.5770191507077436,,,0.40632549967054693,,0.4156569466065382,,0.4013201729240591,0.40731237973059653,0.4324689885920732,0.4218837362972501,0.4187725631768953,0.41994400746567123,0.4229808492922564
202012270LAL,,,83.33333333333334,,82.63888888888889,,83.33333333333334,82.63888888888889,84.02555910543131,84.7560975609756,86.96219035202087,84.02555910543131,83.33333333333334,,,20.53388090349076,,22.371364653243848,,19.047619047619047,20.49180327868853,20.40816326530612,19.047619047619047,18.51851851851852,20.0,21.052631578947366,,,0.8023064250411861,,0.7869601881851671,,0.813953488372093,0.8013025720278175,0.8045826309546108,0.8165034965034965,0.8244369163156932,0.8077395577395577,0.7983193277310925,,,0.19769357495881382,,0.21303981181483292,,0.18604651162790695,0.1986974279721824,0.19541736904538926,0.1834965034965035,0.1755630836843069,0.19226044226044225,0.2016806722689075
