Home_id;Away_id;Bookmaker;OddHome;OddAway;Date;Score_home;Score_away;Season
Cleveland Cavaliers;Golden State Warriors;bet-at-home;+123;-156;17 Jun 2015; 97;105;2014-2015
Cleveland Cavaliers;Golden State Warriors;bet365;+129;-152;17 Jun 2015; 97;105;2014-2015
Cleveland Cavaliers;Golden State Warriors;bwin;+135;-149;17 Jun 2015; 97;105;2014-2015
Cleveland Cavaliers;Golden State Warriors;Marathonbet;+131;-141;17 Jun 2015; 97;105;2014-2015
Cleveland Cavaliers;Golden State Warriors;Pinnacle;+129;-145;17 Jun 2015; 97;105;2014-2015
Cleveland Cavaliers;Golden State Warriors;Unibet;+129;-152;17 Jun 2015; 97;105;2014-2015
Cleveland Cavaliers;Golden State Warriors;William Hill;+129;-149;17 Jun 2015; 97;105;2014-2015
Golden State Warriors;Cleveland Cavaliers;bet-at-home;-526;+359;15 Jun 2015;104;91 ;2014-2015
Golden State Warriors;Cleveland Cavaliers;bet365;-500;+375;15 Jun 2015;104;91 ;2014-2015
Golden State Warriors;Cleveland Cavaliers;bwin;-417;+370;15 Jun 2015;104;91 ;2014-2015
Golden State Warriors;Cleveland Cavaliers;Marathonbet;-370;+340;15 Jun 2015;104;91 ;2014-2015
Golden State Warriors;Cleveland Cavaliers;Pinnacle;-455;+390;15 Jun 2015;104;91 ;2014-2015
Golden State Warriors;Cleveland Cavaliers;Unibet;-476;+380;15 Jun 2015;104;91 ;2014-2015
Golden State Warriors;Cleveland Cavaliers;William Hill;-500;+350;15 Jun 2015;104;91 ;2014-2015
Cleveland Cavaliers;Golden State Warriors;bet-at-home;+143;-185;12 Jun 2015; 82;103;2014-2015
Cleveland Cavaliers;Golden State Warriors;bet365;+160;-182;12 Jun 2015; 82;103;2014-2015
Cleveland Cavaliers;Golden State Warriors;bwin;+150;-167;12 Jun 2015; 82;103;2014-2015
Cleveland Cavaliers;Golden State Warriors;Marathonbet;+179;-192;12 Jun 2015; 82;103;2014-2015
Cleveland Cavaliers;Golden State Warriors;Pinnacle;+161;-179;12 Jun 2015; 82;103;2014-2015
Cleveland Cavaliers;Golden State Warriors;Unibet;+154;-182;12 Jun 2015; 82;103;2014-2015
