,Y_prob,odds_mean,per_bet,home,firm,p_return,team_abbr
202211090SAC,0.31024033172942705,0.3779043831529603,0.022025863161611325,False,Unibet,0.5714285714285714,CLE
202211100WAS,0.33961046196462913,0.331087097216479,0.00014237406120430894,True,bet365,1.95,WAS
202211100ATL,0.5389675836849084,0.515773795294376,0.0013170457383829492,True,Unibet,0.8695652173913043,ATL
202211100MIA,0.7846968757699335,0.8215060625613967,0.00613890610884552,False,bet365,4.5,CHO
202211100NOP,0.8123644717642058,0.7710435366014888,0.00927335382315434,True,Unibet,0.25,NOP
202211110BOS,0.5540175769061908,0.6233488602790457,0.012934612466715137,False,bet365,1.54,DEN
202211110ORL,0.3200007624976924,0.28583152478038726,0.004595907725570394,True,bet365,2.35,ORL
202211110NYK,0.77001618975774,0.7648106927700555,0.0,0,0,0.0,0
202211110SAS,0.5677518860556547,0.5354188981945023,0.004116261543783484,True,bet365,0.8,SAS
202211110OKC,0.3181397168764882,0.3527190920489862,0.0006334029264888075,False,bet365,0.4694835680751174,TOR
202211110MEM,0.6726564204935725,0.6111745370782208,0.01889889640767579,True,Unibet,0.5988023952095808,MEM
202211110GSW,0.634654170863467,0.5813060999402108,0.017927482767143316,True,Unibet,0.7092198581560284,GSW
202211110LAL,0.3549640893936207,0.38856918478030006,0.007836882197854911,False,Unibet,0.5988023952095808,SAC
202211120LAC,0.5819630180391259,0.524434039476146,0.012047795952911533,True,Unibet,0.8333333333333334,LAC
202211120WAS,0.3666087218207945,0.385597336457975,0.00042364149711585086,False,bet365,0.5813953488372093,UTA
202211120DET,0.3242737893577995,0.2539768851667939,0.012441449976409181,True,bet365,2.8,DET
202211120IND,0.5114355646842261,0.5660580892323621,0.009355219711837809,False,bet365,1.2,TOR
202211120PHI,0.6090956272974138,0.574568327753959,0.005169929913691823,True,Unibet,0.6802721088435374,PHI
202211120MIA,0.6624048378597287,0.7478192154429439,0.014508101346873676,False,Unibet,2.75,CHO
202211120DAL,0.7643816746816143,0.6829406418269688,0.032308646503466355,True,Unibet,0.4291845493562232,DAL
202211120NOP,0.8051485074169609,0.8107065126153316,0.0008107177433278407,False,bet365,4.25,HOU
202211130NYK,0.673887173657792,0.6535991635377886,0.003249228146006422,True,Unibet,0.5,NYK
202211130CLE,0.5365941979455529,0.5156639133087462,0.0,0,0,0.0,0
202211130WAS,0.4251136500740868,0.5309629745601272,0.026075360497270918,False,Unibet,1.06,MEM
202211130PHI,0.676231876295032,0.6012911021431772,0.02033086645616031,True,bet365,0.5988023952095808,PHI
202211130CHI,0.47830534137212166,0.4699472734535933,0.0,0,0,0.0,0
202211130SAC,0.3185062509502972,0.3813558313132982,0.018616171483002403,False,Unibet,0.5714285714285714,GSW
202211130LAL,0.347270965527868,0.3571461256323265,0.0,0,0,0.0,0
202211140DET,0.38380678365650767,0.37396354958391276,0.0015534524263404819,True,bet365,1.65,DET
202211140ORL,0.5294572272976841,0.47226134742060377,0.01155183803181859,True,bet365,1.04,ORL
202211140BOS,0.7829777316410239,0.8370846611111485,0.010182547921245727,False,bet365,5.25,OKC
202211140MIA,0.6580684552633175,0.5622281205630365,0.02639174657768927,True,bet365,0.7092198581560284,MIA
202211140HOU,0.3304658611158706,0.35735611815212304,0.010212940747986732,False,Unibet,0.5494505494505495,LAC
202211140MIL,0.6224287205335693,0.5993508578406113,0.0,0,0,0.0,0
202211140GSW,0.7821043004719821,0.7666256215225591,0.0,0,0,0.0,0
202211150NOP,0.6033882394354572,0.5226406171525337,0.02030795429539449,True,Unibet,0.847457627118644,NOP
202211150DAL,0.7058651200044413,0.6903231732556481,0.0,0,0,0.0,0
202211150UTA,0.6300618735175089,0.6196114663042095,0.0,0,0,0.0,0
202211150POR,0.6751460840480169,0.7408330724777296,0.011219971612352081,False,bet365,2.7,SAS
202211150SAC,0.5322590491520072,0.5368334779460711,0.0,0,0,0.0,0
202211160WAS,0.6869921335488443,0.6413072600649629,0.012902554494393792,True,Unibet,0.5208333333333334,WAS
202211160ORL,0.3110959380650098,0.27911693554093875,0.006919925598117415,True,bet365,2.6,ORL
202211160CHO,0.42962269999052616,0.4951970366553596,0.019824321902870576,False,Unibet,0.9803921568627452,IND
202211160ATL,0.48215601884573805,0.49437728257361935,0.0,0,0,0.0,0
202211160TOR,0.6231561579490903,0.5793999880416583,0.009248824993985227,True,Unibet,0.6711409395973155,TOR
202211160MIL,0.5288119067325131,0.5551487755980107,0.0010976999463713055,False,bet365,1.14,CLE
202211160NOP,0.5701719460876031,0.5318610684492182,0.006867258047171837,True,Unibet,0.819672131147541,NOP
202211160DAL,0.7144524081925464,0.6929647529031481,8.751430108687175e-05,True,bet365,0.4,DAL
202211160DEN,0.6017542297812336,0.5446684471748373,0.011410471963869295,True,bet365,0.7575757575757576,DEN
202211160PHO,0.49072328935668014,0.4427762971669164,0.009948904573087041,True,bet365,1.2,PHO
202211170POR,0.6394481700149652,0.5716867946871714,0.015333891500589513,True,Unibet,0.6711409395973155,POR
202211170SAC,0.6694524007175332,0.7084404729701488,0.0068511355912508785,False,bet365,2.35,SAS
202211170LAC,0.8112625873184486,0.8100053543705397,0.0,0,0,0.0,0
202211180WAS,0.6771439004303449,0.7267685281724543,0.006106921158551712,False,bet365,2.4,MIA
