,Name,Id,height,weight,PG,SG,SF,PF,CE,salary,shoots,debut,birth,experience
22,Josh Huestis,huestjo01,201,104,-1,-1,-1,1,-1,3803102,Right,"March 24, 2016","December 19, 1991",3 years
23,Serge Ibaka,ibakase01,208,106,-1,-1,-1,1,2,139044562,Right,"October 30, 2009","September 18, 1989",13 years
24,Mitch McGary,mcgarmi01,208,115,-1,-1,-1,1,-1,4389120,Left,"December 14, 2014","June 6, 1992",2 years
25,Nazr Mohammed,mohamna01,208,100,-1,-1,-1,-1,1,65514968,Right,"February 5, 1999","September 5, 1977",18 years
26,Anthony Morrow,morroan01,196,95,-1,1,-1,-1,-1,24237958,Right,"November 9, 2008","September 27, 1985",9 years
27,Steve Novak,novakst01,208,102,-1,-1,2,1,-1,21636397,Right,"November 1, 2006","June 13, 1983",11 years
28,Cameron Payne,payneca01,185,83,1,2,-1,-1,-1,18601096,Left,"November 1, 2015","August 8, 1994",7 years
29,Andre Roberson,roberan03,201,95,-1,1,2,-1,-1,35940408,Right,"November 1, 2013","December 4, 1991",7 years
30,Kyle Singler,singlky01,203,103,-1,-1,1,-1,-1,21635800,Right,"October 31, 2012","May 4, 1988",6 years
31,Dion Waiters,waitedi01,190,97,-1,1,-1,-1,-1,67522926,Right,"October 30, 2012","December 10, 1991",8 years
32,Russell Westbrook,westbru01,190,90,1,-1,-1,-1,-1,291976692,Right,"October 29, 2008","November 12, 1988",14 years
33,Quincy Acy,acyqu01,201,108,-1,-1,2,1,-1,8239454,Right,"November 7, 2012","October 6, 1990",7 years
34,James Anderson,anderja01,198,96,-1,1,2,-1,-1,5374616,Right,"October 27, 2010","March 25, 1989",5 years
35,Marco Belinelli,belinma01,196,99,-1,1,2,-1,-1,49427727,Right,"October 30, 2007","March 25, 1986",13 years
36,Caron Butler,butleca01,201,103,-1,2,1,-1,-1,84676523,Right,"October 30, 2002","March 13, 1980",14 years
37,Omri Casspi,casspom01,206,102,-1,-1,1,2,-1,17838093,Right,"October 28, 2009","June 22, 1988",10 years
38,Willie Cauley-Stein,caulewi01,213,108,-1,-1,-1,-1,1,25848041,Right,"October 28, 2015","August 18, 1993",7 years
39,Darren Collison,collida01,183,79,1,-1,-1,-1,-1,43494962,Right,"October 28, 2009","August 23, 1987",11 years
40,DeMarcus Cousins,couside01,208,122,-1,-1,-1,-1,1,91910577,Right,"October 27, 2010","August 13, 1990",11 years
41,Seth Curry,curryse01,188,83,2,1,-1,-1,-1,33320061,Right,"January 5, 2014","August 23, 1990",8 years
42,Duje Dukan,dukandu01,206,99,-1,-1,1,-1,-1,525093,Right,"April 13, 2016","December 4, 1991",1 year
43,Rudy Gay,gayru01,203,113,-1,-1,1,2,-1,171436169,Right,"November 1, 2006","August 17, 1986",16 years
44,Kosta Koufos,koufoko01,213,111,-1,-1,-1,-1,1,47578792,Right,"November 1, 2008","February 24, 1989",11 years
45,Ben McLemore,mclembe01,190,88,-1,1,2,-1,-1,30904081,Right,"October 30, 2013","February 11, 1993",9 years
46,Eric Moreland,moreler01,208,107,-1,-1,-1,1,-1,3437000,Right,"November 26, 2014","December 24, 1991",4 years
47,Rajon Rondo,rondora01,185,81,1,-1,-1,-1,-1,117897637,Right,"November 1, 2006","February 22, 1986",16 years
48,Trevor Ariza,arizatr01,203,97,-1,2,1,-1,-1,118962221,Right,"November 3, 2004","June 30, 1985",18 years
49,Michael Beasley,beaslmi01,206,106,-1,-1,2,1,-1,40189539,Left,"October 29, 2008","January 9, 1989",11 years
50,Patrick Beverley,beverpa01,185,81,1,2,-1,-1,-1,65026034,Right,"January 15, 2013","July 12, 1988",10 years
51,Corey Brewer,breweco01,206,84,-1,2,1,3,-1,53236722,Right,"November 2, 2007","March 5, 1986",13 years
52,Clint Capela,capelca01,208,108,-1,-1,-1,-1,1,69355784,Right,"November 6, 2014","May 18, 1994",8 years
53,Sam Dekker,dekkesa01,206,104,-1,-1,-1,1,-1,8271655,Right,"October 28, 2015","May 6, 1994",5 years
54,Andrew Goudelock,goudean01,190,90,2,1,-1,-1,-1,674204,Right,"December 25, 2011","December 7, 1988",3 years
55,James Harden,hardeja01,196,99,2,1,-1,-1,-1,271996502,Left,"October 28, 2009","August 26, 1989",13 years
56,Montrezl Harrell,harremo01,201,108,-1,-1,-1,2,1,34495282,Right,"October 28, 2015","January 26, 1994",7 years
57,Chuck Hayes,hayesch01,198,108,-1,-1,-1,2,1,30767542,Right,"January 18, 2006","June 11, 1983",11 years
58,Dwight Howard,howardw01,208,120,-1,-1,-1,2,1,247888692,Right,"November 3, 2004","December 8, 1985",18 years
59,Terrence Jones,joneste01,206,114,-1,-1,-1,1,-1,8631048,Left,"November 10, 2012","January 9, 1992",6 years
60,Ty Lawson,lawsoty01,180,88,1,-1,-1,-1,-1,43559556,Right,"October 28, 2009","November 3, 1987",9 years
61,K.J. McDaniels,mcdankj01,198,92,-1,2,1,-1,-1,7274002,Right,"October 29, 2014","February 9, 1993",3 years
62,Donatas Motiejūnas,motiedo01,213,100,-1,-1,-1,1,-1,7284909,Left,"November 10, 2012","September 20, 1990",6 years
63,Josh Smith,smithjo03,206,102,-1,-1,2,1,-1,122421310,Left,"November 3, 2004","December 5, 1985",13 years
64,Jason Terry,terryja01,188,83,2,1,-1,-1,-1,108253648,Right,"November 2, 1999","September 15, 1977",19 years
65,Marcus Thornton,thornma01,193,92,-1,1,-1,-1,-1,35122638,Right,"November 6, 2009","June 5, 1987",8 years
66,Avery Bradley,bradlav01,190,81,2,1,-1,-1,-1,66128563,Right,"November 22, 2010","November 26, 1990",12 years
67,Coty Clarke,clarkco01,201,105,-1,-1,1,-1,-1,61776,Right,"March 15, 2016","July 4, 1992",1 year
68,Jae Crowder,crowdja01,198,106,-1,-1,1,2,-1,55487389,Right,"October 30, 2012","July 6, 1990",10 years
69,John Holland,hollajo02,196,92,-1,-1,1,-1,-1,9266,Right,"April 19, 2016","November 6, 1988",3 years
70,R.J. Hunter,hunterj01,196,83,-1,1,-1,-1,-1,2773880,Right,"November 4, 2015","October 24, 1993",4 years
71,Jonas Jerebko,jerebjo01,208,104,-1,-1,-1,1,-1,35385264,Right,"October 31, 2009","March 2, 1987",9 years
72,Amir Johnson,johnsam01,206,108,-1,-1,3,1,2,79456857,Right,"January 24, 2006","May 1, 1987",14 years
73,David Lee,leeda02,206,111,-1,-1,3,1,2,94757596,Left,"November 6, 2005","April 29, 1983",12 years
74,Jordan Mickey,mickejo01,203,106,-1,-1,-1,1,-1,3895035,Right,"October 28, 2015","July 9, 1994",3 years
75,Kelly Olynyk,olynyke01,211,108,-1,-1,-1,2,1,68748646,Right,"October 30, 2013","April 19, 1991",9 years
76,Terry Rozier,roziete01,185,86,1,2,-1,-1,-1,65469710,Right,"October 28, 2015","March 17, 1994",7 years
77,Marcus Smart,smartma01,190,99,2,1,-1,-1,-1,65546568,Right,"October 29, 2014","March 6, 1994",8 years
78,Jared Sullinger,sullija01,206,117,-1,-1,-1,1,-1,11994420,Right,"October 30, 2012","March 4, 1992",5 years
79,Isaiah Thomas,thomais02,175,83,1,2,-1,-1,-1,34408714,Left,"December 26, 2011","February 7, 1989",11 years
80,Evan Turner,turneev01,198,99,3,2,1,-1,-1,98227018,Right,"October 27, 2010","October 27, 1988",10 years
81,James Young,youngja01,198,97,-1,1,-1,-1,-1,5249520,Left,"November 1, 2014","August 16, 1995",4 years
82,Tyler Zeller,zellety01,213,114,-1,-1,-1,-1,1,17643678,Right,"October 30, 2012","January 17, 1990",8 years
83,Cliff Alexander,alexacl01,203,111,-1,-1,-1,1,-1,576542,Right,"November 15, 2015","November 16, 1995",1 year
84,Al-Farouq Aminu,aminual01,203,99,-1,-1,2,1,-1,71719390,Right,"October 27, 2010","September 21, 1990",11 years
85,Pat Connaughton,connapa01,196,94,-1,1,2,-1,-1,16506767,Right,"October 30, 2015","January 6, 1993",7 years
86,Allen Crabbe,crabbal01,196,96,-1,1,2,-1,-1,76785232,Right,"November 1, 2013","April 9, 1992",7 years
87,Ed Davis,davised01,206,98,-1,-1,-1,1,2,47206423,Left,"December 1, 2010","June 5, 1989",12 years
88,Tim Frazier,fraziti01,183,77,1,-1,-1,-1,-1,9809349,Right,"February 6, 2015","November 1, 1990",8 years
89,Maurice Harkless,harklma01,201,99,-1,-1,1,2,-1,57794298,Right,"November 7, 2012","May 11, 1993",10 years
90,Gerald Henderson,hendege02,196,97,-1,1,-1,-1,-1,37412847,Right,"October 28, 2009","December 9, 1987",8 years
91,Chris Kaman,kamanch01,213,120,-1,-1,-1,-1,1,86527368,Right,"October 30, 2003","April 28, 1982",13 years
92,Meyers Leonard,leoname01,213,117,-1,-1,-1,2,1,60142480,Right,"October 31, 2012","February 27, 1992",9 years
93,Damian Lillard,lillada01,188,88,1,-1,-1,-1,-1,193078512,Right,"October 31, 2012","July 15, 1990",10 years
94,CJ McCollum,mccolcj01,190,86,-1,1,-1,-1,-1,147980107,Right,"January 8, 2014","September 19, 1991",9 years
95,Luis Montero,montelu01,201,83,-1,1,-1,-1,-1,525093,Right,"October 30, 2015","April 6, 1993",2 years
96,Mason Plumlee,plumlma01,211,115,-1,-1,-1,-1,1,63537270,Right,"November 3, 2013","March 5, 1990",9 years
97,Brian Roberts,roberbr01,185,78,1,-1,-1,-1,-1,7900377,Right,"October 31, 2012","December 3, 1985",5 years
98,Noah Vonleh,vonleno01,208,116,-1,-1,-1,1,2,15303923,Right,"November 15, 2014","August 24, 1995",7 years
99,Cole Aldrich,aldrico01,211,113,-1,-1,-1,-1,1,25939684,Right,"October 31, 2010","October 31, 1988",8 years
100,Jeff Ayres,pendeje02,206,108,-1,-1,-1,1,2,7353570,Right,"December 22, 2009","April 29, 1987",6 years
101,Jamal Crawford,crawfja01,196,83,2,1,-1,-1,-1,124283187,Right,"October 31, 2000","March 20, 1980",20 years
102,Branden Dawson,dawsobr01,198,102,-1,-1,-1,1,-1,525093,Right,"December 28, 2015","February 1, 1993",1 year
103,Jeff Green,greenje02,203,106,-1,-1,2,1,3,80294563,Right,"October 31, 2007","August 28, 1986",14 years
104,Blake Griffin,griffbl01,206,113,-1,-1,-1,1,2,258368568,Right,"October 27, 2010","March 16, 1989",12 years
105,Wesley Johnson,johnswe01,201,97,-1,2,1,-1,-1,32659803,Right,"October 27, 2010","July 11, 1987",9 years
106,DeAndre Jordan,jordade01,211,120,-1,-1,-1,-1,1,162751692,Left,"November 1, 2008","July 21, 1988",14 years
107,Luc Mbah a Moute,mbahalu01,203,104,-1,-1,2,1,-1,30669610,Right,"October 28, 2008","September 9, 1986",12 years
108,Chris Paul,paulch01,183,79,1,-1,-1,-1,-1,331307923,Right,"November 1, 2005","May 6, 1985",17 years
109,Paul Pierce,piercpa01,201,106,-1,2,1,-1,-1,198120632,Right,"February 5, 1999","October 13, 1977",19 years
110,Pablo Prigioni,prigipa01,190,83,1,-1,-1,-1,-1,5760224,Right,"November 2, 2012","May 17, 1977",4 years
111,J.J. Redick,redicjj01,190,90,2,1,-1,-1,-1,117908008,Right,"November 25, 2006","June 24, 1984",15 years
112,Austin Rivers,riverau01,193,90,2,1,-1,-1,-1,54473112,Right,"October 31, 2012","August 1, 1992",10 years
113,Lance Stephenson,stephla01,198,104,3,1,2,-1,-1,37050497,Right,"February 27, 2011","September 5, 1990",10 years
114,Alex Stepheson,stephal01,208,122,-1,-1,-1,1,-1,92664,Right,"February 20, 2016","August 7, 1987",1 year
115,C.J. Wilcox,wilcocj01,196,88,-1,1,-1,-1,-1,3479120,Right,"December 3, 2014","December 30, 1990",3 years
116,Jared Cunningham,cunnija01,193,88,-1,1,-1,-1,-1,3403794,Right,"October 31, 2012","May 22, 1991",4 years
117,Matthew Dellavedova,dellama01,190,90,1,2,-1,-1,-1,42014326,Right,"November 2, 2013","September 8, 1990",8 years
118,Channing Frye,fryech01,213,115,-1,-1,-1,2,1,68943714,Right,"November 4, 2005","May 17, 1983",13 years
119,Joe Harris,harrijo01,198,99,-1,1,2,-1,-1,53663246,Right,"October 31, 2014","September 6, 1991",8 years
120,Kyrie Irving,irvinky01,188,88,1,-1,-1,-1,-1,194822757,Right,"December 26, 2011","March 23, 1992",11 years
121,LeBron James,jamesle01,206,113,3,4,1,2,-1,390511590,Right,"October 29, 2003","December 30, 1984",19 years
122,Richard Jefferson,jefferi01,201,105,-1,-1,1,-1,-1,116009560,Right,"October 30, 2001","June 21, 1980",17 years
123,Dahntay Jones,jonesda02,198,102,-1,2,1,-1,-1,18017231,Right,"November 21, 2003","December 27, 1980",13 years
124,James Jones,jonesja02,203,98,-1,2,1,-1,-1,25835635,Right,"December 26, 2003","October 4, 1980",14 years
125,Sasha Kaun,kaunsa01,211,117,-1,-1,-1,-1,1,2633420,Right,"October 28, 2015","May 8, 1985",1 year
126,Kevin Love,loveke01,203,113,-1,-1,-1,1,2,237780811,Right,"October 29, 2008","September 7, 1988",14 years
127,Jordan McRae,mcraejo01,196,81,2,1,-1,-1,-1,2771833,Right,"January 29, 2016","March 28, 1991",4 years
128,Timofey Mozgov,mozgoti01,216,124,-1,-1,-1,-1,1,82478088,Right,"October 27, 2010","July 16, 1986",8 years
129,Iman Shumpert,shumpim01,196,97,3,1,2,-1,-1,48590124,Right,"December 25, 2011","June 26, 1990",10 years
130,J.R. Smith,smithjr01,198,102,-1,1,2,-1,-1,91486193,Right,"November 3, 2004","September 9, 1985",16 years
131,Tristan Thompson,thomptr01,206,115,-1,-1,-1,1,2,118137721,Left Right,"December 26, 2011","March 13, 1991",11 years
132,Mo Williams,willima01,185,89,1,2,-1,-1,-1,67611931,Right,"November 1, 2003","December 19, 1982",13 years
133,Alan Anderson,anderal01,198,99,-1,2,1,-1,-1,8925429,Right,"November 12, 2005","October 16, 1982",8 years
134,Bradley Beal,bealbr01,193,93,-1,1,-1,-1,-1,177854711,Right,"October 30, 2012","June 28, 1993",10 years
135,DeJuan Blair,blairde01,201,122,-1,-1,-1,1,2,8755907,Right,"October 28, 2009","April 22, 1989",7 years
136,Jared Dudley,dudleja01,198,107,-1,3,2,1,-1,61253345,Right,"November 2, 2007","July 10, 1985",14 years
137,Jarell Eddie,eddieja01,201,98,-1,-1,1,-1,-1,1052939,Right,"December 26, 2015","October 30, 1991",3 years
138,Drew Gooden,goodedr01,208,113,-1,-1,3,1,2,67930972,Right,"October 30, 2002","September 24, 1981",14 years
139,Marcin Gortat,gortama01,211,108,-1,-1,-1,2,1,95091880,Right,"March 1, 2008","February 17, 1984",12 years
140,J.J. Hickson,hicksjj01,206,109,-1,-1,-1,2,1,27153724,Right,"October 30, 2008","September 4, 1988",8 years
141,Nenê,hilarne01,211,113,-1,-1,-1,2,1,135340362,Right,"October 30, 2002","September 13, 1982",17 years
142,Ryan Hollins,holliry01,213,108,-1,-1,-1,2,1,13414962,Right,"January 17, 2007","October 10, 1984",10 years
143,Kris Humphries,humphkr01,206,106,-1,-1,2,1,-1,62188258,Right,"November 3, 2004","February 6, 1985",13 years
144,Markieff Morris,morrima02,206,111,-1,-1,-1,1,-1,49890637,Right,"December 26, 2011","September 2, 1989",11 years
145,Gary Neal,nealga01,193,95,-1,1,-1,-1,-1,10813777,Right,"October 27, 2010","October 3, 1984",7 years
146,Kelly Oubre Jr.,oubreke01,201,92,-1,-1,1,-1,-1,51228550,Left,"October 30, 2015","December 9, 1995",7 years
147,Otto Porter Jr.,porteot01,203,89,-1,-1,1,2,-1,128220040,Right,"December 6, 2013","June 3, 1993",9 years
148,Ramon Sessions,sessira01,190,86,1,2,-1,-1,-1,35152193,Right,"March 9, 2008","April 11, 1986",11 years
149,Garrett Temple,templga01,196,88,3,1,2,-1,-1,42185101,Right,"February 9, 2010","May 8, 1986",12 years
150,John Wall,walljo01,190,95,1,-1,-1,-1,-1,232604425,Right,"October 28, 2010","September 6, 1990",10 years
151,LaMarcus Aldridge,aldrila01,211,113,-1,-1,-1,1,2,215912616,Right,"November 12, 2006","July 19, 1985",16 years
152,Kyle Anderson,anderky01,206,104,-1,-1,1,2,-1,42736643,Right,"November 6, 2014","September 20, 1993",8 years
153,Matt Bonner,bonnema01,208,106,-1,-1,-1,1,2,30128334,Right,"November 3, 2004","April 5, 1980",12 years
154,Rasual Butler,butlera01,201,97,-1,2,1,-1,-1,23880069,Right,"October 30, 2002","May 23, 1979",13 years
155,Boris Diaw,diawbo01,203,113,-1,2,-1,1,-1,80865921,Right,"October 29, 2003","April 16, 1982",14 years
156,Tim Duncan,duncati01,211,113,-1,-1,-1,2,1,245352905,Right,"October 31, 1997","April 25, 1976",19 years
157,Manu Ginóbili,ginobma01,198,92,-1,1,-1,-1,-1,130039615,Left,"October 29, 2002","July 28, 1977",16 years
158,Danny Green,greenda02,198,97,-1,1,2,-1,-1,92693630,Right,"November 12, 2009","June 22, 1987",13 years
159,Kawhi Leonard,leonaka01,201,102,-1,-1,1,-1,-1,190962534,Right,"December 26, 2011","June 29, 1991",10 years
160,Boban Marjanović,marjabo01,221,131,-1,-1,-1,-1,1,32700000,Right,"October 30, 2015","August 15, 1988",7 years
161,Kevin Martin,martike02,201,90,2,1,-1,-1,-1,83396355,Right,"November 2, 2004","February 1, 1983",12 years
162,Ray McCallum,mccalra01,190,86,1,-1,-1,-1,-1,2531261,Right,"December 6, 2013","June 12, 1991",3 years
163,Andre Miller,millean02,190,90,1,2,-1,-1,-1,98114732,Right,"November 2, 1999","March 19, 1976",17 years
164,Patty Mills,millspa02,185,81,1,2,-1,-1,-1,68753853,Right,"January 4, 2010","August 11, 1988",13 years
165,Tony Parker,parketo01,188,83,1,-1,-1,-1,-1,168282460,Right,"October 30, 2001","May 17, 1982",18 years
166,Jonathon Simmons,simmojo02,198,88,-1,1,2,-1,-1,14699729,Right,"November 14, 2015","September 14, 1989",4 years
167,David West,westda01,206,113,-1,-1,3,1,2,92190459,Right,"October 29, 2003","August 29, 1980",15 years
168,Nicolas Batum,batumni01,203,104,-1,2,1,3,-1,167032122,Right,"October 28, 2008","December 14, 1988",14 years
169,Troy Daniels,danietr01,193,90,-1,1,-1,-1,-1,14273351,Right,"March 5, 2014","July 15, 1991",7 years
170,Jorge Gutiérrez,gutiejo01,190,86,1,-1,-1,-1,-1,361130,Right,"March 9, 2014","December 27, 1988",3 years
171,P.J. Hairston,hairspj02,198,104,-1,2,1,-1,-1,2362694,Right,"November 4, 2014","December 24, 1992",2 years
172,Tyler Hansbrough,hansbty01,206,113,-1,-1,-1,1,-1,16746078,Right,"November 6, 2009","November 3, 1985",7 years
173,Aaron Harrison,harriaa01,198,95,-1,1,-1,-1,-1,1075243,Right,"November 20, 2015","October 28, 1994",3 years
174,Spencer Hawes,hawessp01,216,111,-1,-1,-1,2,1,51786163,Right,"November 10, 2007","April 28, 1988",10 years
175,Al Jefferson,jeffeal01,208,131,-1,-1,-1,2,1,137019285,Right,"November 3, 2004","January 4, 1985",14 years
176,Frank Kaminsky,kaminfr01,213,108,-1,-1,-1,2,1,20294954,Right,"October 28, 2015","April 4, 1993",7 years
177,Michael Kidd-Gilchrist,kiddgmi01,198,105,-1,-1,1,2,-1,72760924,Right,"November 2, 2012","September 26, 1993",8 years
178,Jeremy Lamb,lambje01,196,81,-1,1,2,-1,-1,61867716,Right,"November 2, 2012","May 30, 1992",10 years
179,Courtney Lee,leeco01,196,97,-1,1,-1,-1,-1,75428153,Right,"November 3, 2008","October 3, 1985",12 years
180,Jeremy Lin,linje01,190,90,1,2,-1,-1,-1,65711054,Right,"October 29, 2010","August 23, 1988",9 years
181,Kemba Walker,walkeke02,183,83,1,-1,-1,-1,-1,160818273,Right,"December 26, 2011","May 8, 1990",11 years
182,Marvin Williams,willima02,203,107,-1,-1,2,1,-1,124173043,Right,"November 2, 2005","June 19, 1986",15 years
183,Cody Zeller,zelleco01,211,108,-1,-1,-1,-1,1,75799754,Right,"October 30, 2013","October 5, 1992",9 years
184,Kent Bazemore,bazemke01,193,88,-1,2,1,-1,-1,79284577,Left,"November 9, 2012","July 1, 1989",10 years
185,Tim Hardaway Jr.,hardati02,196,92,-1,1,-1,-1,-1,98290341,Right,"October 30, 2013","March 16, 1992",9 years
186,Kirk Hinrich,hinriki01,193,86,1,2,-1,-1,-1,71692268,Right,"November 7, 2003","January 2, 1981",13 years
187,Justin Holiday,holidju01,198,81,-1,1,2,-1,-1,28273299,Right,"April 3, 2013","April 5, 1989",9 years
188,Al Horford,horfoal01,206,108,-1,-1,-1,-1,1,243228232,Right,"November 2, 2007","June 3, 1986",15 years
189,Kyle Korver,korveky01,201,96,-1,1,2,3,-1,82712208,Right,"October 28, 2003","March 17, 1981",17 years
190,Shelvin Mack,macksh01,190,92,1,2,-1,-1,-1,17844283,Right,"December 26, 2011","April 22, 1990",8 years
191,Paul Millsap,millspa01,201,116,-1,-1,-1,1,2,195823761,Right,"November 1, 2006","February 10, 1985",16 years
192,Mike Muscala,muscami01,208,108,-1,-1,-1,2,1,20752553,Right,"March 2, 2014","July 1, 1991",9 years
193,Lamar Patterson,pattela01,196,102,-1,1,-1,-1,-1,753716,Right,"October 27, 2015","August 12, 1991",2 years
194,Dennis Schröder,schrode01,190,78,1,2,-1,-1,-1,75900862,Right,"October 30, 2013","September 15, 1993",9 years
195,Mike Scott,scottmi01,201,107,-1,-1,-1,1,-1,26826708,Right,"November 11, 2012","July 16, 1988",9 years
196,Thabo Sefolosha,sefolth01,198,97,-1,1,2,3,-1,47289981,Right,"October 31, 2006","May 2, 1984",14 years
197,Tiago Splitter,splitti01,211,111,-1,-1,-1,2,1,47316000,Right,"November 1, 2010","January 1, 1985",7 years
198,Edy Tavares,tavarwa01,221,117,-1,-1,-1,-1,1,2005145,Right,"October 29, 2015","March 22, 1992",2 years
199,Jeff Teague,teaguje01,190,88,1,-1,-1,-1,-1,98794870,Right,"October 28, 2009","June 10, 1988",12 years
200,Alexis Ajinça,ajincal01,218,112,-1,-1,-1,2,1,24244516,Right,"October 30, 2008","May 6, 1988",7 years
201,Ryan Anderson,anderry01,206,108,-1,-1,-1,1,2,115075076,Right,"October 29, 2008","May 6, 1988",12 years
202,Ömer Aşık,asikom01,213,115,-1,-1,-1,-1,1,74488953,Right,"October 27, 2010","July 4, 1986",8 years
203,Luke Babbitt,babbilu01,206,102,-1,-1,1,2,-1,10588763,Left,"November 1, 2010","June 20, 1989",8 years
204,Norris Cole,coleno01,188,79,1,-1,-1,-1,-1,8570804,Right,"December 25, 2011","October 13, 1988",6 years
205,Dante Cunningham,cunnida01,203,104,-1,-1,2,1,-1,19086975,Right,"November 8, 2009","April 22, 1987",10 years
206,Anthony Davis,davisan02,208,114,-1,-1,-1,1,2,189720907,Right,"October 31, 2012","March 11, 1993",10 years
207,Bryce Dejean-Jones,dejeabr01,198,94,-1,1,-1,-1,-1,281659,Right,"January 21, 2016","August 21, 1992",1 year
208,Toney Douglas,douglto01,188,88,1,2,-1,-1,-1,9518150,Right,"October 28, 2009","March 16, 1986",8 years
209,James Ennis III,ennisja01,198,97,-1,2,1,-1,-1,14541597,Right,"October 29, 2014","July 1, 1990",8 years
210,Tyreke Evans,evansty01,198,99,3,1,2,-1,-1,75536251,Right,"October 28, 2009","September 19, 1989",10 years
211,Jimmer Fredette,fredeji01,188,88,2,1,-1,-1,-1,8853437,Right,"December 26, 2011","February 25, 1989",6 years
212,Alonzo Gee,geeal01,198,102,-1,2,1,-1,-1,12619492,Right,"March 11, 2010","May 29, 1987",8 years
213,Eric Gordon,gordoer01,190,97,-1,1,2,-1,-1,158631090,Right,"October 29, 2008","December 25, 1988",14 years
214,Jordan Hamilton,hamiljo02,201,99,-1,-1,1,-1,-1,3667019,Right,"January 25, 2012","October 6, 1990",5 years
215,Jrue Holiday,holidjr01,190,92,1,2,-1,-1,-1,182361829,Right,"October 30, 2009","June 12, 1990",13 years
216,Orlando Johnson,johnsor01,196,99,-1,1,-1,-1,-1,1450316,Right,"November 5, 2012","March 11, 1989",3 years
217,Kendrick Perkins,perkike01,208,122,-1,-1,-1,-1,1,57268448,Right,"December 13, 2003","November 10, 1984",14 years
218,Nate Robinson,robinna01,175,81,1,-1,-1,-1,-1,24727781,Right,"November 2, 2005","May 31, 1984",11 years
219,Ish Smith,smithis01,183,79,1,-1,-1,-1,-1,40481480,Right,"October 26, 2010","July 5, 1988",12 years
220,Anthony Bennett,bennean01,203,111,-1,-1,-1,1,-1,16507172,Right,"October 30, 2013","March 14, 1993",4 years
221,Bismack Biyombo,biyombi01,203,115,-1,-1,-1,-1,1,88747491,Right,"December 26, 2011","August 28, 1992",11 years
222,Bruno Caboclo,cabocbr01,206,98,-1,-1,1,3,2,9935143,Right,"November 21, 2014","September 21, 1995",7 years
223,DeMarre Carroll,carrode01,198,97,-1,-1,1,2,3,80844563,Right,"October 28, 2009","July 27, 1986",11 years
224,DeMar DeRozan,derozde01,198,99,-1,1,3,2,-1,202705770,Right,"October 28, 2009","August 7, 1989",13 years
225,James Johnson,johnsja01,201,108,-1,-1,2,1,3,79596697,Right,"October 30, 2009","February 20, 1987",13 years
