,Name,Id,height,weight,PG,SG,SF,PF,CE,salary,shoots,debut,birth,experience
115,Amir Johnson,johnsam01,206,108,-1,-1,3,1,2,12000000.0,Right,"January 24, 2006","May 1, 1987",14 years
116,Jordan Mickey,mickejo01,203,106,-1,-1,-1,1,-1,1223653.0,Right,"October 28, 2015","July 9, 1994",3 years
117,Kelly Olynyk,olynyke01,211,108,-1,-1,-1,2,1,3094014.0,Right,"October 30, 2013","April 19, 1991",9 years
118,Terry Rozier,roziete01,185,86,1,2,-1,-1,-1,1906440.0,Right,"October 28, 2015","March 17, 1994",7 years
119,Marcus Smart,smartma01,190,99,2,1,-1,-1,-1,3578880.0,Right,"October 29, 2014","March 6, 1994",8 years
120,Isaiah Thomas,thomais02,175,83,1,2,-1,-1,-1,6587132.0,Left,"December 26, 2011","February 7, 1989",11 years
121,James Young,youngja01,198,97,-1,1,-1,-1,-1,1825200.0,Left,"November 1, 2014","August 16, 1995",4 years
122,Tyler Zeller,zellety01,213,114,-1,-1,-1,-1,1,8000000.0,Right,"October 30, 2012","January 17, 1990",8 years
123,Al-Farouq Aminu,aminual01,203,99,-1,-1,2,1,-1,7680965.0,Right,"October 27, 2010","September 21, 1990",11 years
124,Pat Connaughton,connapa01,196,94,-1,1,2,-1,-1,874636.0,Right,"October 30, 2015","January 6, 1993",7 years
125,Allen Crabbe,crabbal01,196,96,-1,1,2,-1,-1,18500000.0,Right,"November 1, 2013","April 9, 1992",7 years
126,Ed Davis,davised01,206,98,-1,-1,-1,1,2,6666667.0,Left,"December 1, 2010","June 5, 1989",12 years
127,Maurice Harkless,harklma01,201,99,-1,-1,1,2,-1,8988764.0,Right,"November 7, 2012","May 11, 1993",10 years
128,Jake Layman,laymaja01,203,94,-1,-1,1,-1,-1,600000.0,Right,"November 1, 2016","March 7, 1994",6 years
129,Meyers Leonard,leoname01,213,117,-1,-1,-1,2,1,9213484.0,Right,"October 31, 2012","February 27, 1992",9 years
130,Damian Lillard,lillada01,188,88,1,-1,-1,-1,-1,24328425.0,Right,"October 31, 2012","July 15, 1990",10 years
131,CJ McCollum,mccolcj01,190,86,-1,1,-1,-1,-1,3219579.0,Right,"January 8, 2014","September 19, 1991",9 years
132,Shabazz Napier,napiesh01,183,79,1,-1,-1,-1,-1,1350120.0,Right,"October 29, 2014","July 14, 1991",6 years
133,Tim Quarterman,quartti01,198,88,-1,1,-1,-1,-1,,Right,"November 9, 2016","October 27, 1994",2 years
134,Evan Turner,turneev01,198,99,3,2,1,-1,-1,16393443.0,Right,"October 27, 2010","October 27, 1988",10 years
135,Noah Vonleh,vonleno01,208,116,-1,-1,-1,1,2,2751360.0,Right,"November 15, 2014","August 24, 1995",7 years
136,Leandro Barbosa,barbole01,190,87,2,1,-1,-1,-1,4000000.0,Right,"November 12, 2003","November 28, 1982",14 years
137,Dragan Bender,bendedr01,213,102,-1,-1,-1,1,2,4276320.0,Right,"October 26, 2016","November 17, 1997",4 years
138,Eric Bledsoe,bledser01,185,97,1,2,-1,-1,-1,14000000.0,Right,"October 27, 2010","December 9, 1989",12 years
139,Devin Booker,bookede01,196,93,-1,1,-1,-1,-1,2223600.0,Right,"October 28, 2015","October 30, 1996",7 years
140,Tyson Chandler,chandty01,213,106,-1,-1,-1,2,1,12415000.0,Right,"October 31, 2001","October 2, 1982",19 years
141,Marquese Chriss,chrisma01,206,108,-1,-1,-1,1,-1,2941440.0,Right,"October 26, 2016","July 2, 1997",6 years
142,Jared Dudley,dudleja01,198,107,-1,3,2,1,-1,10470000.0,Right,"November 2, 2007","July 10, 1985",14 years
143,Jarell Eddie,eddieja01,201,98,-1,-1,1,-1,-1,175000.0,Right,"December 26, 2015","October 30, 1991",3 years
144,John Jenkins,jenkijo01,193,97,-1,1,-1,-1,-1,469841.0,Right,"November 11, 2012","March 6, 1991",6 years
145,Derrick Jones Jr.,jonesde02,196,95,-1,-1,1,2,-1,543471.0,Left,"November 19, 2016","February 15, 1997",6 years
146,Brandon Knight,knighbr03,188,82,1,2,-1,-1,-1,12606250.0,Right,"December 26, 2011","December 2, 1991",9 years
147,Alex Len,lenal01,213,113,-1,-1,-1,-1,1,4823621.0,Right,"October 30, 2013","June 16, 1993",9 years
148,Elijah Millsap,millsel01,198,102,-1,1,-1,-1,-1,23069.0,Right,"January 5, 2015","August 12, 1987",3 years
149,Ronnie Price,pricero01,188,86,1,2,-1,-1,-1,2557545.0,Right,"November 1, 2005","June 21, 1983",12 years
150,P.J. Tucker,tuckepj01,196,111,-1,3,1,2,-1,5300000.0,Right,"November 1, 2006","May 5, 1985",11 years
151,Tyler Ulis,ulisty01,178,72,1,-1,-1,-1,-1,918369.0,Right,"October 26, 2016","January 5, 1996",3 years
152,T.J. Warren,warretj01,203,99,-1,-1,1,-1,-1,2128920.0,Right,"November 9, 2014","September 5, 1993",7 years
153,Alan Williams,willial03,203,120,-1,-1,-1,1,2,874636.0,Right,"March 17, 2016","January 28, 1993",4 years
154,Bruno Caboclo,cabocbr01,206,98,-1,-1,1,3,2,1589640.0,Right,"November 21, 2014","September 21, 1995",7 years
155,DeMarre Carroll,carrode01,198,97,-1,-1,1,2,3,14200000.0,Right,"October 28, 2009","July 27, 1986",11 years
156,DeMar DeRozan,derozde01,198,99,-1,1,3,2,-1,26540100.0,Right,"October 28, 2009","August 7, 1989",13 years
157,Serge Ibaka,ibakase01,208,106,-1,-1,-1,1,2,12250000.0,Right,"October 30, 2009","September 18, 1989",13 years
158,Cory Joseph,josepco01,190,90,1,2,-1,-1,-1,7330000.0,Right,"December 26, 2011","August 20, 1991",11 years
159,Kyle Lowry,lowryky01,183,88,1,-1,-1,-1,-1,12000000.0,Right,"November 1, 2006","March 25, 1986",16 years
160,Lucas Nogueira,noguelu01,213,109,-1,-1,-1,-1,1,1921320.0,Right,"November 21, 2014","July 26, 1992",4 years
161,Patrick Patterson,pattepa01,203,106,-1,-1,-1,1,-1,6050000.0,Right,"December 15, 2010","March 14, 1989",11 years
162,Jakob Poeltl,poeltja01,216,111,-1,-1,-1,-1,1,2703960.0,Right,"October 26, 2016","October 15, 1995",6 years
163,Norman Powell,powelno01,190,97,-1,1,2,-1,-1,874636.0,Right,"November 1, 2015","May 25, 1993",7 years
164,Terrence Ross,rosste01,198,93,-1,1,2,-1,-1,10000000.0,Right,"October 31, 2012","February 5, 1991",10 years
165,Pascal Siakam,siakapa01,206,104,-1,-1,-1,1,-1,1196040.0,Right,"October 26, 2016","April 2, 1994",6 years
166,Jared Sullinger,sullija01,206,117,-1,-1,-1,1,-1,5628000.0,Right,"October 30, 2012","March 4, 1992",5 years
167,Jonas Valančiūnas,valanjo01,211,120,-1,-1,-1,-1,1,14382022.0,Right,"October 31, 2012","May 6, 1992",10 years
168,Fred VanVleet,vanvlfr01,185,89,1,2,-1,-1,-1,543471.0,Right,"November 9, 2016","February 25, 1994",6 years
169,Delon Wright,wrighde01,196,83,1,2,-1,-1,-1,1577280.0,Right,"November 1, 2015","April 26, 1992",7 years
170,Álex Abrines,abrinal01,198,90,-1,1,-1,-1,-1,5994764.0,Right,"October 26, 2016","August 1, 1993",3 years
171,Steven Adams,adamsst01,211,120,-1,-1,-1,-1,1,3140517.0,Right,"October 30, 2013","July 20, 1993",9 years
172,Semaj Christon,chrisse01,190,86,1,-1,-1,-1,-1,543471.0,Right,"October 26, 2016","November 1, 1992",1 year
173,Norris Cole,coleno01,188,79,1,-1,-1,-1,-1,247991.0,Right,"December 25, 2011","October 13, 1988",6 years
174,Nick Collison,collini01,208,115,-1,-1,-1,1,2,3750000.0,Right,"November 3, 2004","October 26, 1980",14 years
175,Enes Freedom,kanteen01,208,113,-1,-1,-1,-1,1,17145838.0,Right,"December 27, 2011","May 20, 1992",11 years
176,Taj Gibson,gibsota01,206,105,-1,-1,-1,1,2,8950000.0,Right,"October 29, 2009","June 24, 1985",13 years
177,Jerami Grant,grantje01,203,95,-1,-1,2,1,-1,980431.0,Right,"November 29, 2014","March 12, 1994",8 years
178,Josh Huestis,huestjo01,201,104,-1,-1,-1,1,-1,1191480.0,Right,"March 24, 2016","December 19, 1991",3 years
179,Ersan İlyasova,ilyaser01,206,106,-1,-1,-1,1,-1,8400000.0,Right,"November 1, 2006","May 15, 1987",13 years
180,Joffrey Lauvergne,lauvejo01,211,99,-1,-1,-1,2,1,1709720.0,Right,"February 22, 2015","September 30, 1991",4 years
181,Doug McDermott,mcderdo01,201,102,-1,-1,1,2,-1,2483040.0,Right,"October 29, 2014","January 3, 1992",8 years
182,Anthony Morrow,morroan01,196,95,-1,1,-1,-1,-1,3488000.0,Right,"November 9, 2008","September 27, 1985",9 years
183,Victor Oladipo,oladivi01,193,96,2,1,-1,-1,-1,6552960.0,Right,"October 29, 2013","May 4, 1992",9 years
184,Cameron Payne,payneca01,185,83,1,2,-1,-1,-1,2112480.0,Left,"November 1, 2015","August 8, 1994",7 years
185,Andre Roberson,roberan03,201,95,-1,1,2,-1,-1,2183072.0,Right,"November 1, 2013","December 4, 1991",7 years
186,Domantas Sabonis,sabondo01,211,108,-1,-1,-1,1,2,2440200.0,Left,"October 26, 2016","May 3, 1996",6 years
187,Kyle Singler,singlky01,203,103,-1,-1,1,-1,-1,4837500.0,Right,"October 31, 2012","May 4, 1988",6 years
188,Russell Westbrook,westbru01,190,90,1,-1,-1,-1,-1,26540100.0,Right,"October 29, 2008","November 12, 1988",14 years
189,Quincy Acy,acyqu01,201,108,-1,-1,2,1,-1,1914544.0,Right,"November 7, 2012","October 6, 1990",7 years
190,Anthony Bennett,bennean01,203,111,-1,-1,-1,1,-1,1015696.0,Right,"October 30, 2013","March 14, 1993",4 years
191,Trevor Booker,booketr01,203,103,-1,-1,-1,1,-1,9250000.0,Left,"October 28, 2010","November 25, 1987",8 years
192,Spencer Dinwiddie,dinwisp01,196,97,1,2,-1,-1,-1,726672.0,Right,"October 29, 2014","April 6, 1993",8 years
193,Yogi Ferrell,ferreyo01,183,80,1,2,-1,-1,-1,239767.0,Right,"November 9, 2016","May 9, 1993",5 years
194,Randy Foye,foyera01,193,96,2,1,-1,-1,-1,2500000.0,Right,"November 1, 2006","September 24, 1983",11 years
195,Archie Goodwin,goodwar01,196,90,2,1,-1,-1,-1,2094089.0,Right,"October 30, 2013","August 17, 1994",4 years
196,Justin Hamilton,hamilju01,213,117,-1,-1,-1,-1,1,3000000.0,Right,"March 8, 2014","April 1, 1990",3 years
197,Joe Harris,harrijo01,198,99,-1,1,2,-1,-1,980431.0,Right,"October 31, 2014","September 6, 1991",8 years
198,Rondae Hollis-Jefferson,holliro01,198,98,-1,-1,1,2,-1,1395600.0,Left,"October 28, 2015","January 3, 1995",6 years
199,Sean Kilpatrick,kilpase01,193,95,-1,1,-1,-1,-1,980431.0,Right,"March 19, 2015","January 6, 1990",4 years
200,Caris LeVert,leverca01,198,92,-1,1,2,-1,-1,1562280.0,Right,"December 7, 2016","August 25, 1994",6 years
201,Jeremy Lin,linje01,190,90,1,2,-1,-1,-1,11483254.0,Right,"October 29, 2010","August 23, 1988",9 years
202,Brook Lopez,lopezbr01,213,127,-1,-1,-1,-1,1,21165675.0,Right,"October 29, 2008","April 1, 1988",14 years
203,Luis Scola,scolalu01,206,108,-1,-1,-1,1,-1,5000000.0,Right,"October 30, 2007","April 30, 1980",10 years
204,Greivis Vásquez,vasqugr01,198,98,1,-1,-1,-1,-1,4347826.0,Right,"October 30, 2010","January 16, 1987",7 years
205,Isaiah Whitehead,whiteis01,193,96,1,-1,-1,-1,-1,1074145.0,Right,"October 26, 2016","March 8, 1995",2 years
206,Cole Aldrich,aldrico01,211,113,-1,-1,-1,-1,1,7643979.0,Right,"October 31, 2010","October 31, 1988",8 years
207,Nemanja Bjelica,bjeline01,208,106,-1,-1,-1,1,2,3800000.0,Right,"October 28, 2015","May 9, 1988",7 years
208,Omri Casspi,casspom01,206,102,-1,-1,1,2,-1,3000000.0,Right,"October 28, 2009","June 22, 1988",10 years
209,Gorgui Dieng,dienggo01,208,114,-1,-1,-1,2,1,2348783.0,Right,"November 1, 2013","January 18, 1990",9 years
210,Kris Dunn,dunnkr01,190,92,1,-1,-1,-1,-1,3872520.0,Right,"October 26, 2016","March 18, 1994",6 years
211,Jordan Hill,hilljo01,208,106,-1,-1,-1,2,1,3911380.0,Right,"October 28, 2009","July 27, 1987",8 years
212,Tyus Jones,jonesty01,183,88,1,-1,-1,-1,-1,1339680.0,Right,"November 10, 2015","May 10, 1996",7 years
213,Zach LaVine,lavinza01,196,90,3,1,2,-1,-1,2240880.0,Right,"October 30, 2014","March 10, 1995",8 years
214,John Lucas III,lucasjo02,180,75,1,-1,-1,-1,-1,635753.0,Right,"December 31, 2005","November 21, 1982",8 years
215,Shabazz Muhammad,muhamsh01,198,101,-1,2,1,-1,-1,3046299.0,Left,"November 1, 2013","November 13, 1992",5 years
216,Adreian Payne,paynead01,208,107,-1,-1,-1,1,-1,2022240.0,Right,"December 26, 2014","February 19, 1991",4 years
217,Ricky Rubio,rubiori01,188,86,1,-1,-1,-1,-1,13550000.0,Right,"December 26, 2011","October 21, 1990",11 years
218,Brandon Rush,rushbr01,198,99,-1,1,2,-1,-1,3500000.0,Right,"October 29, 2008","July 7, 1985",9 years
