gameId,home_avg_shot_quality,away_avg_shot_quality
201910220LAC,,
201910220TOR,,
201910230BRK,,
201910230CHO,,
201910230DAL,,
201910230IND,,
201910230MIA,,
201910230ORL,,
201910230PHI,,
201910230PHO,,
201910230POR,,
201910230SAS,,
201910230UTA,,
201910240DET,,
201910240GSW,,
201910240HOU,,
201910250BOS,,
201910250BRK,,
201910250CHO,,
201910250DEN,,
201910250LAL,,
201910250MEM,,
201910250NOP,,
201910250OKC,,
201910250SAC,,
201910260ATL,,
201910260CHI,,
201910260CLE,,
201910260DET,,
201910260HOU,,
201910260MIL,,
201910260NYK,,
201910260PHO,,
201910260SAS,,
201910260UTA,,
201910270DAL,,
201910270LAL,,
201910270MEM,,
201910270MIN,,
201910270OKC,,
201910280ATL,,
201910280DET,,
201910280HOU,,
201910280LAC,,
201910280MIL,,
201910280NOP,,
201910280NYK,,
201910280PHO,,
201910280SAC,,
201910280SAS,,
201910280TOR,,
201910290DEN,,
201910290LAL,,
201910290MIA,,
201910300BOS,,
201910300BRK,,
201910300CLE,,
201910300GSW,,
201910300OKC,,
201910300ORL,,
201910300PHI,,
201910300SAC,,
201910300TOR,,
201910300UTA,,
201910300WAS,,
201910310ATL,,
201910310LAC,0.7604974815144484,0.7641930886444911
201910310NOP,,
201911010BOS,,
201911010BRK,,
201911010CHI,0.839062180211559,0.8361329336872082
201911010DAL,,
201911010GSW,,
201911010IND,,
201911010ORL,,
201911010SAC,0.7752779060840902,0.8037175033891583
201911020DET,0.7954209288125039,0.7715773865107964
201911020GSW,0.7645454020643276,0.7617036093700779
201911020MEM,,
201911020MIL,0.7830375106334307,0.7767841418512341
201911020OKC,0.747497431400179,0.7927449959960858
201911020ORL,0.7732646603893777,0.7584571547486575
201911020POR,0.7350003025157877,0.7840947044541142
201911020WAS,,
201911030CLE,0.7730333841658654,0.8064115779879302
201911030IND,0.7500397275262458,0.7801749466493879
201911030LAC,0.738266510218152,0.7673791039647904
201911030MIA,0.8002247195282951,0.816985650751571
201911030NYK,0.7567832470026217,0.7966970338444881
201911030SAS,0.7223734299566898,0.7206841154086516
