gameId,homeAbbr,homeDistances,homeResults,awayAbbr,awayDistances,awayResults
201710170CLE,BOS,"['10', '25', '2', '19', '1', '9', '3', '16', '1', '25', '25', '1', '4', '15', '24', '2', '0', '1', '26', '2', '25', '25', '16', '10', '8', '24', '13', '25', '26', '2', '25', '27', '1', '1', '22', '18', '1', '25', '29', '26', '17', '1', '17', '16', '9', '18', '18', '2', '1', '8', '0', '7', '3', '2', '10', '25', '25', '24', '2', '0', '12', '25', '25', '17', '12', '0', '25', '2', '25', '16', '26', '24', '6', '1', '28', '29', '1', '2', '5', '23', '23', '1', '17', '0', '23', '8', '25', '26']","[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0]",CLE,"['1', '15', '22', '12', '1', '26', '14', '26', '17', '18', '21', '1', '25', '1', '0', '21', '23', '1', '7', '9', '18', '2', '15', '22', '0', '0', '0', '0', '0', '0', '24', '27', '3', '13', '9', '1', '25', '1', '17', '18', '23', '12', '11', '2', '13', '24', '26', '19', '17', '22', '1', '23', '0', '0', '25', '0', '25', '4', '1', '14', '8', '20', '26', '13', '2', '1', '1', '11', '15', '1', '23', '24', '14', '25', '0', '1', '28', '26', '1', '7', '2', '22', '26']","[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0]"
201710170GSW,HOU,"['1', '10', '24', '24', '25', '6', '7', '2', '12', '26', '1', '1', '1', '2', '6', '24', '2', '2', '7', '26', '25', '26', '1', '3-pointer', '25', '10', '2-pointer', '25', '0', '2-pointer', '5', '0', '5', '24', '16', '26', '24', '2', '3', '26', '25', '1', '12', '25', '24', '25', '26', '22', '1', '25', '0', '1', '24', '5', '26', '25', '27', '26', '2', '22', '1', '28', '3-pointer', '26', '5', '2-pointer', '8', '26', '1', '2', '0', '27', '13', '3-pointer', '11', '2-pointer', '2-pointer', '27', '1', '26', '19', '14', '2-pointer', '3', '0', '2', '18', '2', '7', '2', '23', '22', '25', '1', '11', '28', '26']","[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0]",GSW,"['25', '25', '22', '21', '25', '1', '25', '18', '15', '22', '21', '11', '1', '18', '22', '24', '29', '25', '13', '12', '27', '12', '2', '12', '9', '27', '12', '22', '9', '6', '15', '25', '7', '1', '28', '25', '22', '8', '17', '1', '11', '1', '25', '26', '26', '21', '1', '22', '1', '13', '2', '1', '9', '24', '11', '20', '0', '0', '10', '1', '2', '4', '2', '25', '26', '8', '12', '10', '26', '1', '25', '11', '25', '25', '2', '2', '26', '19', '8', '25']","[0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0]"
201710180BOS,MIL,"['25', '1', '22', '2', '25', '4', '3', '14', '19', '3', '27', '20', '26', '26', '3', '3', '19', '1', '14', '1', '27', '10', '4', '8', '12', '1', '2', '4', '6', '2', '21', '9', '27', '8', '26', '1', '2', '1', '26', '27', '1', '9', '4', '1', '8', '26', '25', '0', '0', '19', '2', '0', '25', '1', '26', '25', '5', '1', '1', '22', '0', '5', '10', '1', '13', '1', '0', '6', '1', '12', '25', '23', '26', '2', '27', '25']","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1]",BOS,"['22', '17', '6', '2', '1', '8', '1', '23', '24', '12', '0', '15', '9', '0', '23', '1', '24', '2', '13', '19', '3', '9', '25', '0', '2', '10', '3', '1', '0', '0', '3', '7', '0', '24', '3', '23', '25', '1', '5', '23', '12', '0', '2', '0', '26', '14', '13', '5', '1', '0', '23', '1', '27', '22', '27', '28', '5', '24', '21', '12', '13', '1', '8', '28', '2', '15', '27', '17', '2', '18', '4', '1', '20', '4', '15', '8', '27', '5', '23', '27', '26', '24', '0', '0', '10', '26', '2', '28', '25', '4', '26']","[0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0]"
201710180DAL,ATL,"['18', '6', '2', '5', '16', '13', '5', '5', '21', '2', '25', '16', '3', '17', '18', '26', '19', '19', '0', '2', '17', '12', '17', '11', '0', '3', '0', '27', '14', '1', '25', '13', '3', '16', '4', '4', '1', '19', '25', '15', '25', '2', '15', '28', '28', '2', '1', '1', '5', '15', '7', '9', '20', '2', '11', '19', '10', '0', '28', '3', '0', '2', '3', '0', '24', '24', '0', '24', '24', '8', '26', '24', '5', '13', '23', '1', '18', '23', '3', '4', '0', '1', '0', '5', '20', '5', '16', '10', '1', '2', '19', '0', '21']","[1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0]",DAL,"['0', '11', '23', '24', '20', '24', '24', '24', '24', '6', '0', '0', '24', '25', '22', '6', '24', '22', '1', '5', '16', '23', '2', '24', '23', '24', '7', '1', '4', '23', '0', '18', '25', '24', '6', '1', '18', '1', '25', '24', '22', '1', '25', '3', '25', '25', '17', '2', '0', '25', '5', '21', '25', '25', '23', '26', '3', '14', '0', '0', '22', '1', '25', '27', '2', '11', '8', '2', '15', '24', '25', '25', '16', '19', '23', '23', '26', '23', '3', '25', '22', '22', '2', '25', '31']","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0]"
201710180DET,CHO,"['16', '5', '24', '25', '0', '1', '24', '5', '3', '25', '6', '26', '1', '5', '21', '23', '16', '25', '26', '0', '2', '23', '25', '1', '8', '23', '15', '15', '15', '25', '18', '20', '4', '25', '16', '24', '23', '27', '26', '2', '0', '3', '15', '7', '13', '5', '6', '26', '14', '12', '27', '4', '23', '19', '29', '8', '1', '1', '26', '26', '20', '6', '17', '23', '23', '0', '25', '22', '8', '25', '26', '21', '26']","[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",DET,"['27', '1', '4', '6', '16', '1', '0', '1', '9', '2', '20', '26', '16', '11', '26', '27', '23', '20', '15', '13', '13', '14', '0', '15', '22', '12', '8', '1', '1', '26', '26', '19', '26', '19', '1', '1', '5', '6', '6', '20', '27', '16', '26', '8', '22', '22', '0', '24', '9', '13', '24', '3', '23', '16', '3', '8', '20', '8', '28', '17', '25', '24', '15', '1', '10', '8', '0', '24', '0', '16', '5', '15', '23', '25', '26', '0', '25', '26', '16', '15', '11', '19', '2', '7', '0', '26', '0', '9', '10', '1', '4', '25', '1', '4', '12', '25']","[0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1]"
201710180IND,BRK,"['17', '26', '17', '16', '1', '1', '27', '26', '29', '3', '15', '25', '2', '1', '26', '23', '8', '26', '0', '1', '26', '1', '7', '10', '0', '6', '0', '10', '0', '11', '8', '1', '1', '7', '27', '9', '26', '27', '19', '18', '1', '3', '26', '7', '0', '7', '27', '25', '1', '1', '4', '25', '22', '1', '0', '27', '1', '4', '17', '27', '2', '2', '9', '14', '0', '27', '1', '6', '2', '0', '27', '28', '1', '26', '26', '17', '27', '26', '1', '3', '1', '15', '1', '1', '0', '25', '8', '1', '2', '1', '17', '25', '26', '28']","[1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0]",IND,"['1', '21', '19', '1', '5', '25', '0', '26', '23', '25', '0', '12', '19', '1', '1', '25', '16', '1', '27', '20', '16', '1', '26', '20', '23', '5', '1', '2', '26', '2', '22', '20', '0', '15', '25', '25', '23', '0', '1', '1', '1', '0', '14', '25', '26', '26', '22', '0', '0', '1', '16', '1', '26', '23', '7', '2', '25', '1', '22', '19', '5', '25', '1', '27', '23', '0', '0', '16', '17', '18', '1', '1', '20', '16', '26', '27', '1', '14', '0', '0', '1', '12', '26', '19', '27', '16', '22', '28', '25', '26', '1', '0', '19', '1', '9', '23', '2', '0', '14', '2', '1']","[1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1]"
201710180MEM,NOP,"['8', '17', '26', '25', '7', '5', '26', '7', '1', '0', '0', '0', '26', '7', '1', '24', '1', '1', '26', '25', '23', '28', '8', '1', '13', '12', '1', '25', '25', '24', '4', '1', '27', '8', '0', '26', '2', '12', '26', '11', '1', '0', '1', '15', '0', '2', '5', '24', '4', '24', '7', '0', '1', '0', '11', '25', '23', '1', '1', '22', '12', '11', '0', '0', '26', '4', '9', '0', '4', '0', '25', '15', '25', '1', '27', '4', '12', '25', '0']","[1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0]",MEM,"['23', '3', '22', '0', '1', '0', '1', '7', '22', '11', '1', '4', '0', '24', '6', '9', '13', '1', '0', '1', '12', '1', '25', '0', '19', '0', '0', '1', '6', '22', '2', '1', '1', '15', '25', '0', '26', '1', '0', '0', '25', '8', '25', '9', '15', '25', '0', '6', '7', '4', '26', '7', '26', '25', '23', '5', '12', '25', '24', '22', '25', '1', '1', '0', '26', '1', '19', '1', '1', '1', '0', '25', '24', '1', '27', '1', '23', '26', '25', '22', '0', '26', '9', '4', '0', '25', '9', '26', '15', '1', '0']","[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1]"
201710180ORL,MIA,"['22', '15', '0', '6', '22', '1', '3', '2', '7', '5', '2', '4', '1', '23', '25', '1', '23', '5', '3', '15', '7', '3', '18', '3', '26', '22', '4', '17', '25', '20', '23', '18', '26', '3', '3', '8', '17', '2', '11', '16', '4', '22', '5', '1', '3', '3', '2', '17', '25', '22', '2', '0', '10', '23', '4', '0', '26', '3', '26', '9', '12', '23', '10', '16', '3', '4', '26', '9', '12', '28', '26', '14', '3', '3', '3', '3', '25', '3', '9', '27', '13', '11', '26', '26', '0', '26', '2', '3', '26', '2', '3', '0', '24', '3', '1', '3', '4', '26', '26', '28', '16']","[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",ORL,"['27', '26', '6', '7', '3', '0', '2', '19', '11', '22', '26', '18', '26', '4', '8', '0', '2', '0', '2', '26', '1', '1', '8', '3', '2', '26', '6', '16', '23', '16', '12', '26', '25', '6', '19', '5', '15', '6', '5', '25', '3', '3', '5', '0', '5', '13', '18', '26', '15', '13', '25', '17', '26', '6', '0', '24', '13', '16', '1', '23', '25', '11', '26', '3', '3', '2', '15', '11', '22', '6', '5', '5', '0', '19', '8', '15', '4', '2', '6', '8', '16', '4', '25', '9', '25', '3', '24', '21', '6', '3']","[0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1]"
201710180PHO,POR,"['19', '9', '14', '0', '25', '26', '6', '8', '0', '0', '1', '12', '13', '0', '26', '26', '15', '5', '0', '2', '3', '2', '1', '26', '2', '16', '28', '2', '17', '20', '25', '10', '1', '8', '2', '0', '6', '3', '25', '12', '17', '19', '1', '27', '22', '24', '25', '25', '1', '26', '1', '3', '11', '24', '3', '5', '2', '4', '6', '3', '5', '9', '6', '0', '0', '2', '0', '5', '25', '26', '26', '1', '26', '25', '0', '22', '4', '5', '3', '25', '3', '26', '21', '2', '25', '5', '25', '1', '14', '2']","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",PHO,"['8', '0', '22', '12', '24', '1', '7', '25', '6', '11', '2', '2', '9', '0', '3', '2', '2', '12', '1', '12', '25', '0', '6', '4', '20', '0', '25', '13', '0', '22', '24', '1', '24', '4', '24', '12', '5', '1', '19', '1', '18', '16', '12', '2', '24', '1', '5', '0', '1', '23', '25', '13', '2', '2', '2', '0', '18', '26', '18', '10', '9', '1', '26', '27', '2', '0', '25', '24', '29', '3', '27', '26', '22', '10', '26', '25', '14', '0', '10', '26', '1', '31', '3', '27', '17', '1', '5', '1', '24']","[0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1]"
201710180SAC,HOU,"['26', '2', '27', '25', '25', '25', '24', '24', '24', '25', '2', '27', '2', '11', 'ft', '7', 'ft', '25', '5', '7', '3', '22', '3-pointer', '2-pointer', '25', '1', '0', '22', '2', '27', '5', '2', '25', '25', '24', '22', '25', '5', '3', '23', '2', '27', '25', '1', '25', '2', '1', '26', '8', '22', '25', '24', '1', '25', '26', '23', '2-pointer', '1', 'ft', 'ft', '25', '1', '29', '26', '23', '25', '2', 'ft', '1', '25', '2', '3-pointer', '1', '25', '25', '24', '1', '1', '24', '25', '25', '20', '1']","[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1]",SAC,"['5', '24', '14', '25', '19', '0', '2', '23', '1', '5', '5', '2', '18', '8', '5', '10', '5', '24', '25', '2', '25', '26', '22', '1', '16', '14', '5', '3', '24', '25', '21', '25', '25', '11', '5', '9', '22', '9', '4', '25', '19', '16', '9', '3', '5', '13', '2', '1', '20', '14', '6', '1', '19', '10', '1', '24', '1', '24', '4', '12', '14', '25', '24', '0', '24', '25', '19', '0', '15', '1', '25', '8', '2', '10', '9', '24', '22', '7', '1', '25', '6', '9', '14', '1', '22', '19', '1', '25']","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0]"
