gameId,homeAbbr,homeDistances,homeResults,awayAbbr,awayDistances,awayResults
202012220BRK,GSW,"['1', '24', '27', '24', '4', '22', '17', '2', '3', 'from', '25', 'from', '0', '23', 'from', 'from', '25', 'from', 'from', '15', '1', '9', '3', '1', '2', '25', '26', '23', '1', '11', '3', '0', '1', '10', '12', '12', '6', '26', '1', '1', 'from', 'from', '1', '2', '3', 'from', 'from', '24', '25', '24', '19', '3', 'from', '21', '26', 'from', '7', '2', '15', '26', '26', '2', '1', '25', '5', 'from', 'from', '2', '15', '1', '26', '17', '12', '2', '0', '2', '8', '27', '9', '0', '0', '13', '26', '6', '26', '21', '26', '1', '26', '21', '1', '26', '23', '15', '25', '9', '26']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1]",BRK,"['22', '26', '5', '26', '26', '25', '25', '15', '11', '24', '25', '2', '1', '6', '23', '25', '23', '13', '15', '4', '25', '27', '2', '11', '11', '10', '0', '6', '25', '25', '26', '10', '17', '26', '18', '0', '23', '1', '5', '1', '11', '23', '1', '26', '7', '6', '31', '1', '7', '1', '1', '1', '2', '0', '4', '26', '24', '1', '18', '6', '1', '19', '5', '25', '18', '25', '24', '7', '8', '2', '24', '26', '13', '24', '2', '7', '26', '10', '25', '24', '2', '13', '2', '25', '16', '23', '0', '24', '4', '23', '10', '0']","[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]"
202012220LAL,LAC,"['2', '24', '26', '5', '25', '27', '19', '25', '23', '23', '26', '28', '7', '1', '23', '2', '2', '2', '3', '2', '26', '4', '3', '2', '24', '26', '8', '24', '26', '4', '12', '21', '28', '3', '19', '25', '14', '1', '2', '8', '27', '24', '27', '25', '15', '28', '10', '12', '2', '10', '26', '10', '2', '0', '26', '25', '26', '9', '5', '0', '5', '15', '24', '13', '3', '5', '27', '17', '25', '17', '10', '26', '24', '25', '25', '26', '3', '3', '25', '25', '13', '23', '14', '25', '24', '17', '19', '3', '23', '4', '2', '0', '17']","[1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0]",LAL,"['15', '26', '26', '25', '4', '25', '2', '23', '23', '18', '2', '1', '12', '25', '24', '13', '8', '10', '2', '1', '25', '23', '24', '25', '23', '1', '3', '6', '26', '3', '6', '17', '14', '1', '25', '2', '2', '3', '26', '27', '9', '26', '1', '27', '18', '18', '3', '29', '4', '3', '3', '26', '1', '2', '11', '24', '5', '19', '13', '16', '4', '0', '27', '24', '23', '1', '27', '3', '26', '23', '26', '14', '18', '14', '7', '20', '2', '1', '1', '17']","[0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
202012230BOS,MIL,"['26', '23', '4', '26', '2', '2', '27', '4', '7', '27', '2', '28', '27', '14', '23', '4', '28', '23', '5', '6', '0', '28', '29', '23', '6', '28', '23', '5', '2', '27', '2', '5', '9', '4', '4', '22', '17', '16', '11', '4', '27', '5', '0', '22', '26', '3', '6', '26', '17', '9', '2', '9', '13', '3', '12', '15', '26', '12', '5', '11', '26', '0', '24', '18', '5', '6', '9', '24', '5', '23', '1', '25', '24', '25', '0', '1', '13', '24', '25', '17', '25', '0', '24', '15', '26', '6', '26', '2', '15']","[0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0]",BOS,"['10', '17', '5', '25', '26', '5', '25', '6', '2', '16', '23', '25', '9', '25', '25', '25', '6', '25', '16', '25', '5', '23', '30', '26', '24', '25', '11', '8', '0', '8', '3', '2', '5', '25', '25', '16', '9', '25', '3', '9', '25', '26', '2', '24', '8', '12', '3', '24', '1', '15', '26', '27', '25', '26', '17', '3', '3', '13', '11', '28', '9', '23', '24', '3', '5', '28', '9', '21', '24', '27', '2', '16', '19', '27', '18', '30', '9', '15', '0', '19', '20', '4', '4', '5', '2', '18', '20', '6', '20', '27', '21', '22', '27', '28', '13', '26', '1', '15', '6', '27', '28']","[1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1]"
202012230CHI,ATL,"['5', '26', '1', '20', '25', '1', '2', '0', '10', '3', '1', '1', '23', '25', '26', '26', '16', '26', '2', '0', '5', '26', '26', '25', '26', '2', '0', '25', '23', '25', '1', '25', '21', '32', '1', '1', '1', '26', '23', '26', '22', '3', '25', '5', '23', '0', '23', '1', '13', '1', '25', '25', '24', '0', '26', '26', '25', '26', '2', '9', '6', '15', '27', '1', '0', '6', '5', '11', '0', '15', '26', '23', '4', '25', '26', '26', '0', '0', '3', '14']","[1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",CHI,"['24', '19', '26', '0', '1', '0', '25', '26', '27', '6', '2', '22', '0', '1', '27', '25', '12', '1', '1', '7', '5', '24', '23', '23', '38', '10', '2', '0', '6', '21', '2', '24', '25', '6', '25', '19', '23', '22', '23', '0', '17', '20', '1', '26', '3', '26', '26', '26', '31', '4', '23', '10', '1', '24', '1', '25', '25', '23', '2', '0', '5', '2', '26', '5', '25', '26', '17', '1', '2', '20', '1', '20', '24', '4', '1', '19', '0', '28', '1', '13', '25', '25', '2', '28', '1', '26', '18']","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0]"
202012230CLE,CHO,"['26', '2', '25', '26', '25', '5', '4', '1', '7', '0', '25', '26', '26', '9', '26', '25', '24', '1', '0', '2', '0', '26', '2', '1', '9', '26', '1', '17', '26', '18', '1', '4', '1', '5', '2', '8', '6', '26', '8', '9', '16', '11', '26', '5', '23', '29', '1', '29', '25', '2', '26', '2', '27', '25', '26', '24', '8', '28', '29', '2', '26', '8', '25', '30', '1', '23', '1', '26', '0', '26', '23', '26', '2', '26', '25', '3', '0', '1', '1', '0', '1', '1', '25', '26', '27', '32', '27', '23', '27']","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0]",CLE,"['9', '1', '0', '0', '25', '1', '3', '10', '9', '25', '29', '1', '25', '26', '5', '5', '11', '26', '1', '23', '30', '2', '23', '5', '23', '24', '25', '1', '10', '5', '11', '26', '1', '17', '10', '7', '37', '0', '0', '1', '9', '1', '0', '2', '1', '18', '25', '11', '0', '5', '0', '3', '29', '8', '1', '15', '7', '27', '14', '1', '1', '29', '25', '26', '2', '23', '26', '26', '7', '1', '1', '13', '24', '18', '1', '4', '3', '26', '26', '23', '18', '2', '0', '26', '23', '24', '1']","[1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1]"
202012230DEN,SAC,"['24', '3', 'from', '24', '16', '4', '12', '26', '27', '24', '13', 'from', 'from', '6', '26', '25', '13', '14', '2', '2', '1', '26', '3', '5', '3', '23', '23', '5', '3', 'from', 'from', '24', 'from', '3', '23', '23', '3', '19', '26', '2', '3', '3', '12', '0', '10', '22', '3', '6', '0', '7', '26', 'from', '10', '9', '19', '2', 'from', 'from', '11', '27', 'from', '17', '3', '7', '9', '5', '10', '11', '2', '20', '5', 'from', '23', 'from', 'from', '6', '25', '26', '27', '25', 'from', '23', '26', '21', '26', '12', '18', '23', '0', '3', '15', '7', '22', '26', '13', '3', '3', '22', '4', '4', '0']","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",DEN,"['26', '22', '26', '5', '26', '1', '21', '5', '26', '25', '10', '25', '2', '22', '3', '8', '2', '20', '9', '0', '5', '7', '3', '27', '2', '24', '11', '26', '6', '2', '17', '25', '3', '3', '3', '3', '6', '5', '0', '19', '4', '26', '25', '21', '3', '26', '27', '25', '2', '26', '18', '5', '1', '22', '3', '12', '8', '25', '4', '3', '22', '6', '5', '23', '6', '8', '12', '26', '20', '22', '25', '3', '2', '16', '7', '1', '23', '4', '4', '4', '25', '3', '25', '3', '25', '6', '1', '23', '7', '3', '26', '16', '23', '7', '2', '5', '4', '4']","[0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0]"
202012230IND,NYK,"['24', '2', '1', '27', '27', '23', '3', '26', '26', '22', '27', '2', '1', '2', '3', '1', '1', '0', '2', '24', '1', '1', '13', '8', '27', '27', '11', '27', '21', '17', '1', '2', '24', '26', '0', '13', '1', '1', '2', '1', '25', '1', '26', '16', '1', '25', '10', '7', '16', '29', '9', '23', '12', '23', '1', '22', '29', '27', '1', '3', '0', '2', '1', '3', '23', '29', '28', '15', '3', '29', '2', '1', '29', '1', '1', '1', '3', '1', '2', '7', '22', '8', '2', '1', '24']","[0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0]",IND,"['23', '30', '1', '1', '24', '27', '17', '6', '28', '2', '15', '7', '0', '27', '2', '28', '1', '9', '26', '20', '1', '1', '0', '33', '1', '23', '27', '25', '1', '1', '3', '11', '26', '27', '27', '1', '27', '1', '23', '27', '1', '1', '1', '6', '1', '23', '1', '1', '0', '28', '10', '27', '0', '18', '0', '10', '2', '0', '3', '0', '2', '0', '1', '27', '8', '26', '1', '32', '1', '2', '30', '1', '1', '3', '3', '1', '27', '26', '28', '1', '26', '1', '30', '2', '27', '2', '1', '1', '7', '26', '2', '1', '27', '31']","[0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1]"
202012230MEM,SAS,"['25', '25', '2', 'from', '25', '3', '13', '3', '26', '1', '25', '20', 'from', '11', '14', '10', '8', '25', '4', '2', '25', '2', '25', '13', '15', '8', '25', '1', '1', '8', '1', '26', '14', '3', '26', '16', '18', '0', '3', 'from', '20', '19', '2', '21', '11', '8', '1', '23', '1', '10', '14', 'from', '17', '3', '2', '3', '19', '21', 'from', '10', '3', '1', 'from', '2', '14', '13', '3', '25', '8', '19', '2', '27', '2', '1', '27', '6', '1', '12', '1', '23', '14', 'from', '27', '24', '9', 'from', '1', '25', '0', '27', 'from', '23', '1', '0', '1']","[0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1]",MEM,"['2', '26', '5', '1', '2', '27', '24', '4', '27', '2', '26', '26', '9', '25', '7', '15', '23', '1', '24', '25', '11', '2', '26', '6', '27', '21', '13', '27', '26', '28', '24', '26', '10', '9', '2', '1', '26', '12', '19', '9', '3', '0', '0', '7', '2', '13', '8', '25', '1', '26', '12', '26', '0', '1', '2', '1', '10', '1', '25', '7', '1', '3', '1', '1', '1', '9', '3', '6', '12', '1', '0', '25', '7', '3', '11', '25', '10', '1', '14', '4', '25', '26', '22', '1', '26', '13', '8', '15', '2', '1', '1', '2', '24', '8', '1']","[0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]"
202012230MIN,DET,"['23', '8', '0', '14', '9', '1', '8', '6', '0', '2', '24', '0', '22', '15', '17', '22', '16', '1', '25', '5', '1', '3', '26', '23', '23', '3', '1', '1', '16', '23', '4', '23', '7', '26', '1', '25', '2', '0', '26', '1', '23', '38', '17', '7', '28', '23', '6', '25', '23', '3', '9', '1', '10', '25', '16', '25', '23', '6', '1', '0', '6', '14', '24', '25', '24', '2', '1', '25', '0', '25', '1', '25', '1', '22', '1', '2', '0', '25', '25', '3', '2', '1', '11', '0', '25', '1', '12', '0', '5', '23', '24', '26', '25']","[1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0]",MIN,"['24', '25', '23', '8', '25', '1', '12', '0', '25', '1', '0', '25', '1', '24', '25', '10', '0', '1', '10', '25', '25', '5', '26', '13', '4', '0', '25', '25', '1', '5', '0', '22', '23', '19', '1', '25', '25', '2', '1', '1', '16', '4', '32', '15', '25', '25', '25', '23', '23', '25', '23', '1', '18', '0', '26', '1', '18', '25', '24', '26', '24', '3', '3', '0', '25', '31', '23', '1', '1', '26', '22', '1', '0', '2', '2', '26', '17', '25', '1', '2', '26', '5', '18', '25', '3', '25', '23', '1']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1]"
202012230ORL,MIA,"['1', '26', '24', '0', '17', '11', '12', '17', '26', '22', '4', '10', '25', '14', '13', '19', '0', '25', '3', '3', '3', '12', '13', '3', '1', '19', '26', '1', '25', '3', '16', '16', '2', '1', '3', '2', '17', '11', '11', '18', '1', '26', '3', '3', '23', '8', '5', '25', '25', '1', '4', '2', '7', '27', '4', '21', '5', '4', '25', '27', '2', '26', '8', '3', '0', '3', '12', '15', '19', '25', '2', '1', '1', '9', '26', '26', '17', '27', '2', '7', '3', '4', '1']","[1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1]",ORL,"['3', '13', '25', '25', '1', '16', '2', '25', '1', '26', '0', '1', '10', '14', '5', '15', '26', '2', '25', '11', '24', '14', '16', '2', '25', '17', '26', '14', '27', '23', '15', '17', '2', '15', '3', '8', '9', '10', '21', '25', '3', '13', '14', '2', '18', '11', '2', '3', '25', '19', '18', '3', '26', '26', '3', '27', '26', '6', '27', '26', '3', '13', '3', '9', '4', '26', '17', '6', '4', '23', '18', '5', '19', '26', '3', '9', '24', '24', '16', '21', '26', '28', '25', '26', '11', '9', '6', '3']","[1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
