gameId,homeAbbr,homeDistances,homeResults,awayAbbr,awayDistances,awayResults
201810160BOS,PHI,"['27', '1', '26', '2', '2', '3', '1', '17', '3', '4', '14', '27', '18', '20', '5', '1', '27', '25', '3', '18', '1', '2', '2', '5', '2', '27', '13', '27', '21', '26', '27', '14', '3', '3', '12', '9', '3', '20', '2', '26', '3', '19', '19', '28', '28', '4', '27', '26', '15', '5', '1', '27', '5', '5', '26', '26', '1', '20', '27', '1', '5', '18', '18', '28', '20', '3', '1', '4', '8', '19', '26', '8', '28', '3', '27', '2', '2', '1', '26', '4', '5', '27', '4', '27', '16', '25', '7']","[0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",BOS,"['25', '2', '5', '2', '1', '15', '18', '13', '8', '24', '25', '2', '19', '1', '2', '26', '19', '2', '24', '2', '25', '19', '22', '25', '4', '13', '10', '18', '9', '25', '27', '2', '3', '19', '15', '23', '1', '11', '1', '24', '4', '3', '28', '26', '1', '26', '25', '2', '1', '18', '27', '18', '2', '13', '26', '5', '27', '24', '1', '28', '27', '26', '2', '27', '4', '1', '20', '4', '3', '1', '17', '26', '27', '1', '18', '27', '15', '23', '23', '29', '27', '1', '21', '24', '7', '26', '3', '28', '23', '17', '24', '19', '26', '8', '24', '20', '1']","[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]"
201810160GSW,OKC,"['12', '26', '14', '3', '2', '8', '16', '26', '27', '25', '22', '6', '1', '12', '5', '10', '26', '25', '28', '6', '1', '2', '25', '6', '26', '4', '20', '8', '2', '1', '1', '28', '26', '3', '1', '18', '18', '11', '12', '26', '9', '17', '26', '7', '26', '26', '8', '14', '4', '20', '25', '25', '27', '21', '2', '26', '25', '27', '31', '2', '12', '19', '23', '15', '27', '28', '9', '10', '27', '25', '28', '27', '8', '28', '2', '23', '27', '15', '1', '10', '16', '3', '3', '25', '20', '4', '27', '6', '15', '29']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]",GSW,"['24', '2', '1', '28', '26', '3', '6', '26', '20', '2', '23', '13', '1', '2', '2', '3', '20', '2', '1', '23', '21', '4', '6', '6', '26', '27', '28', '17', '20', '27', '1', '10', '1', '2', '28', '9', '8', '18', '3', '12', '27', '8', '28', '2', '11', '11', '28', '23', '1', '19', '17', '11', '1', '2', '12', '5', '28', '27', '26', '26', '14', '26', '1', '18', '1', '26', '2', '11', '5', '1', '3', '23', '19', '4', '11', '27', '27', '7', '12', '2', '1', '11', '2', '17', '3', '14', '1', '27', '6', '26', '17', '27', '17', '3', '6']","[1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1]"
201810170CHO,MIL,"['9', '12', '23', '23', '26', '23', '3', '1', '2', '25', '25', '27', '26', '26', '1', '26', '2', '9', '5', '1', '24', '2', '28', '25', '23', '2', '26', '25', '23', '1', '26', '2', '26', '9', '27', '1', '7', '23', '2', '27', '2', '14', '1', '1', '5', '5', '7', '6', '1', '27', '26', '9', '26', '25', '1', '11', '25', '4', '2', '23', '4', '7', '7', '19', '1', '25', '1', '1', '1', '1', '25', '27', '7', '1', '2', '12', '6', '23', '8', '2', '1', '3', '2', '25', '23']","[1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",CHO,"['1', '13', '25', '25', '23', '25', '26', '18', '15', '2', '25', '26', '18', '2', '2', '1', '19', '18', '1', '17', '19', '13', '25', '26', '26', '20', '26', '2', '1', '25', '25', '2', '24', '27', '2', '26', '14', '26', '11', '2', '3', '25', '12', '25', '25', '4', '11', '27', '19', '26', '10', '21', '1', '28', '10', '2', '9', '1', '12', '26', '25', '1', '26', '25', '16', '1', '30', '11', '1', '2', '26', '10', '25', '26', '26', '2', '2', '2', '2', '1', '1', '26', '26', '26', '3', '5', '2', '1', '25', '29', '3', '26']","[0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
201810170DET,BRK,"['0', '7', '3', '2', '14', '1', '3', '28', '4', '27', '2', '2', '27', '7', '12', '23', '4', '26', '9', '24', '4', '5', '5', '28', '28', '4', '7', '3', '3', '14', '3', '28', '8', '24', '3', '13', '27', '15', '24', '3', '23', '5', '26', '27', '30', '28', '7', '7', '27', '5', '7', '3', '26', '4', '5', '3', '7', '5', '8', '3', '28', '3', '3', '3', '27', '3', '28', '5', '24', '5', '23', '11', '4', '7', '3', '27', '5', '6', '4', '28', '3', '27']","[1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0]",DET,"['19', '21', '5', '3', '7', '9', '9', '4', '8', '2', '26', '4', '1', '12', '3', '26', '4', '17', '16', '27', '13', '3', '17', '27', '26', '14', '19', '10', '2', '26', '13', '2', '3', '23', '4', '14', '1', '29', '10', '5', '10', '12', '3', '2', '29', '28', '7', '1', '28', '2', '4', '1', '6', '4', '3', '22', '17', '4', '24', '29', '4', '1', '27', '3', '29', '27', '8', '9', '28', '7', '26', '3', '28', '23', '4', '30', '4', '7', '6', '6', '6', '10', '7', '2', '1', '32', '4', '2', '3', '10', '9', '30']","[0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
201810170HOU,NOP,"['12', '23', '1', '22', '13', '0', '0', '24', '25', '1', '26', '6', '1', '1', '13', '0', '9', '7', '25', '0', '1', '1', '24', '21', '16', '23', '0', '25', '6', '13', '25', '1', '7', '12', '0', '1', '24', '6', '1', '1', '0', '0', '1', '25', '1', '6', '4', '2', '26', '25', '4', '16', '26', '2', '26', '8', '23', '1', '8', '2', '28', '14', '7', '26', '5', '6', '1', '8', '16', '26', '1', '26', '5', '20', '38', '5', '9', '1', '24', '23', '12', '1', '2', '26', '16', '2', '20', '1', '15', '1', '3', '3', '2', '1', '26', '13', '4', '11']","[0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1]",HOU,"['1', '4', '22', '26', '2', '27', '6', '1', '1', '26', '25', '1', '2', '23', '25', '26', '26', '21', '2', '26', '23', '4', '25', '2', '27', '26', '2', '1', '26', '26', '26', '26', '27', '26', '23', '24', '2', '26', '2', '2', '3', '2', '1', '1', '2', '27', '25', '21', '7', '23', '25', '23', '24', '11', '25', '23', '1', '3', '24', '1', '1', '5', '25', '11', '24', '1', '23', '25', '1', '1', '0', '1', '25', '13', '25', '1', '10', '25', '1', '26', '25', '25', '24', '26', '3', '25', '0', '10', '24', '25', '25', '24']","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0]"
201810170IND,MEM,"['25', '1', '15', '20', '26', '1', '13', '5', '27', '18', '2', '5', '12', '5', '6', '7', '12', '10', '27', '29', '2', '12', '14', 'from', 'from', '6', '30', '26', '2', '6', '1', '23', '17', '28', '26', '2', '24', '27', '27', '28', '27', '28', '23', '1', '27', '7', '25', '9', '2', '25', '17', '1', '23', '30', '6', 'from', '5', '13', '28', '17', '1', '5', '0', '18', 'from', '26', '2', '10', '6', '2', '27', '26', '26', '2', '19', '28', '17', 'from', '15', '15', '1', '19', 'from', '12']","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0]",IND,"['8', '23', '20', '18', '2', '26', '20', '22', '0', '1', '1', '1', '0', '1', '2', '5', '1', '2', '23', '26', '28', '0', '1', '23', '4', '5', '1', '23', '4', '23', '2', '1', '1', '1', '20', '27', '1', '1', '10', '25', '18', '28', '1', '19', '25', '25', '29', '19', '27', '2', '4', '16', '2', '14', '16', '29', '24', '2', '27', '14', '3', '9', '3', '17', '17', '14', '24', '1', '2', '3', '26', '2', '27', '24', '18', '11', '27', '24', '1', '27', '2', '20', '23']","[1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]"
201810170LAC,DEN,"['27', '25', '29', '16', '1', '1', '2', '1', '27', '1', '2', '3', '6', '1', '1', '26', '26', '1', '1', '1', '25', '2', '2', '15', '1', '2', '20', '26', '2', '26', '2', '24', '1', '4', '25', '26', '26', '1', '23', '2', '4', '2', '1', '16', '11', '6', '17', '6', '25', '24', '3', '1', '2', '11', '6', '3', '26', '4', '25', '10', '2', '1', '1', '11', '25', '2', '3', '6', '1', '26', '8', '25', '10', '1', '1', '1', '13', '23', '19', '11', '25', '28', '12', '16', '7', '1', '14']","[0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1]",LAC,"['13', '23', '25', '14', '6', '1', '17', '24', '25', '7', '12', '9', '30', '24', '2', '5', '1', '1', '3', '19', '4', '0', '1', '8', '1', '24', '2', '1', '12', '26', '1', '1', '25', '18', '25', '1', '11', '1', '7', '1', '23', '2', '24', '2', '4', '1', '1', '3', '2', '14', '23', '25', '15', '1', '11', '10', '22', '26', '2', '1', '4', '2', '24', '30', '23', '2', '6', '10', '2', '3', '2', '2', '3', '25', '26', '2', '25', '1', '6', '24', '28', '25', '17', '25', '1', '29', '26', '1']","[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
201810170NYK,ATL,"['28', '2', '2', '1', '25', '2', '1', '8', '16', '16', '25', '1', '1', '0', '25', '1', '9', '9', '2', '1', '3', '27', '1', '26', '25', '24', '24', '24', '3', '26', '23', '1', '9', '12', '1', '8', '1', '12', '27', '0', '26', '21', '23', '2', '0', '26', '31', '4', '1', '25', '27', '28', '11', '2', '25', '15', '23', '24', '26', '26', '25', '25', '2', '1', '1', '27', '6', '23', '1', '25', '23', '1', '27', '20', '2', '23', '1', '13', '26', '1', '26', '1', '1', '2', '1', '1', '2', '24', '2']","[0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0]",NYK,"['28', '1', '20', '19', '14', '24', '1', '1', '15', '26', '17', '1', '0', '25', '2', '1', '20', '0', '26', '19', '15', '1', '23', '15', '1', '20', '10', '25', '16', '27', '13', '7', '11', '1', '25', '18', '23', '20', '11', '26', '3', '26', '15', '0', '25', '20', '11', '17', '1', '26', '1', '3', '25', '25', '23', '0', '10', '25', '27', '1', '27', '17', '1', '26', '25', '3', '17', '2', '2', '4', '5', '2', '16', '1', '9', '23', '25', '1', '23', '1', '24', '2', '1', '26', '13', '0', '16', '5', '26', '20', '2', '26', '2', '24', '2', '25', '25', '26', '10']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
201810170ORL,MIA,"['7', '4', '11', '0', '2', '26', '11', 'from', '26', 'from', '1', '15', '25', '16', 'from', '3', '12', '4', 'from', '27', '25', '16', '26', '10', '10', '25', '39', '15', '26', '3', '1', '25', '21', '4', '1', '12', '25', '11', '12', '2', '24', '12', '3', '4', '27', '25', 'from', '4', '9', '20', '3', '10', '3', '1', '26', '25', '8', '3', '25', '3', '26', '26', '15', '1', '5', '5', '26', '3', '17', '19', '5', '3', '25', '25', '27', '3', '25', '6', '6', '3', '24', '23', '2', '1', '11', '27', '2', '11', '26', '15', '26', '2', '9', '26', '8', '2']","[0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1]",ORL,"['25', '9', '3', '3', '1', '0', '2', '2', '16', '3', '1', '2', '12', '26', '16', '18', '2', '8', '3', '2', '1', '25', '23', '14', '2', '22', '6', '1', '1', '25', '16', '13', '19', '19', '22', '27', '19', '21', '3', '3', '26', '2', '26', '27', '2', '22', '2', '26', '23', '1', '2', '4', '26', '4', '8', '26', '5', '3', '17', '25', '21', '10', '12', '3', '26', '8', '17', '21', '20', '14', '3', '24', '25', '25', '2', '25', '3', '9', '1', '5', '1', '2', '26', '26', '13', '17', '24', '16', '11', '10', '8', '24', '21', '27']","[0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0]"
201810170PHO,DAL,"['23', '0', '21', '25', '1', '26', '1', '25', '1', 'from', '0', '1', '1', '1', '0', 'from', '2', 'from', '1', 'from', '26', '1', '23', '23', '10', '25', '23', '11', '0', '1', '24', '24', '1', '3', '26', '1', '25', 'from', 'from', 'from', 'from', '8', '25', '10', '23', 'from', 'from', '25', 'from', 'from', '1', 'from', '23', '0', '2', '1', 'from', 'from', '0', 'from', 'from', '0', '16', '10', '23', '1', '16', '2', '0', '27', '5', '1', '26', '26', '26', '26', '0', '7', '1', '25', '26', 'from', '24', '26', 'from', '2', '25']","[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]",PHO,"['25', '0', '18', '26', '1', '1', '27', '26', '20', '26', '1', '1', '26', '26', '23', '13', '5', '25', '0', '25', '7', '25', '18', '19', '11', '23', '6', '14', '26', '26', '25', '26', '11', '23', '9', '23', '18', '1', '26', '1', '1', '1', '25', '27', '1', '25', '1', '1', '18', '17', '1', '17', '7', '26', '3', '1', '18', '1', '0', '26', '1', '26', '16', '13', '13', '25', '17', '21', '2', '11', '9', '25', '25', '0', '23', '26', '25', '23', '25', '25', '1']","[0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
