gameId,home_avg_shot_quality,away_avg_shot_quality
201510270ATL,,
201510270CHI,,
201510270GSW,,
201510280BOS,,
201510280BRK,,
201510280DET,,
201510280HOU,,
201510280LAL,,
201510280MEM,,
201510280MIA,,
201510280MIL,,
201510280OKC,,
201510280ORL,,
201510280PHO,,
201510280POR,,
201510280SAC,,
201510280TOR,,
201510290IND,,
201510290LAC,,
201510290NYK,,
201510300ATL,,
201510300BOS,,
201510300CLE,,
201510300DEN,,
201510300DET,,
201510300HOU,,
201510300MIL,,
201510300ORL,,
201510300PHI,,
201510300PHO,,
201510300SAC,,
201510300SAS,,
201510310IND,,
201510310LAC,,
201510310MEM,,
201510310NOP,,
201510310POR,,
201510310WAS,,
201511010BOS,,
201511010CHI,,
201511010CHO,,
201511010LAL,,
201511010MIA,,
201511010OKC,,
201511010TOR,,
201511020BRK,,
201511020GSW,,
201511020HOU,,
201511020LAC,,
201511020MIN,,
201511020NYK,,
201511020PHI,,
201511030CHO,,
201511030DAL,,
201511030DET,,
201511030LAL,,
201511030MIA,,
201511030NOP,,
201511030SAC,,
201511040ATL,0.7730062228772793,0.7765893215233465
201511040CLE,,
201511040GSW,,
201511040HOU,,
201511040IND,,
201511040MIL,,
201511040OKC,,
201511040PHO,,
201511040UTA,,
201511040WAS,,
201511050CHI,0.7245968327016298,0.7010328687370917
201511050DAL,,
201511050DEN,,
201511050MIN,,
201511050POR,0.7630293721351447,0.7396573710066143
201511060BOS,,
201511060BRK,0.7140727825581668,0.7166330679674439
201511060CLE,0.7406720270104199,0.7259652925547142
201511060GSW,0.7139250993176021,0.7603654907808819
201511060IND,0.6982609723988714,0.7096374940765271
201511060NOP,,
201511060NYK,0.711350044687103,0.7187849997038075
201511060ORL,0.7313602977067207,0.777937052626697
201511060PHO,0.7482340819996922,0.7207896950884223
201511060SAC,0.7031539831641742,0.7355280885045776
201511070ATL,0.7654666725853391,0.7732685851918681
201511070CHI,0.7064358412103919,0.7147292106454082
201511070DAL,0.7379881722583906,0.7408677085860281
201511070LAC,0.6987151549824828,0.6998051418635505
201511070MIL,0.7862870534575971,0.7461575716951703
201511070PHI,0.7813411904972283,0.7607498948555497
201511070SAC,0.7452560603773629,0.7441329115554938
201511070SAS,0.6930689167095382,0.7137424230285344
201511070UTA,0.7432481252911753,0.747034231865897
201511080CLE,0.7522613164838419,0.7346110595659116
201511080MIA,0.7686970616388739,0.7385074101242733
201511080NYK,0.71132843997008,0.720477710819172
201511080OKC,0.7528634859312044,0.7794803530083759
201511080POR,0.7500965998333722,0.7416130820828943
201511090ATL,0.7692576587719918,0.7782570254262355
201511090DEN,0.7243782110571928,0.7688173935802917
201511090GSW,0.7328534321710919,0.7454680289783415
201511090IND,0.6972388014886224,0.7007875164572778
201511090LAC,0.7224712481742039,0.6967260211081238
201511090PHI,0.7670638029204662,0.780130252671454
201511090SAC,0.7556004633157191,0.7309856661129418
