gameId,homeAbbr,homeDistances,homeResults,awayAbbr,awayDistances,awayResults
201911150LAL,SAC,"['2', '2', '23', '21', '25', '26', '25', '13', '25', '3', '3', '7', '14', '27', '3', '4', '22', '27', '25', '27', '5', '6', '26', '27', '4', '2', '27', '26', '28', '14', '6', '27', '1', '3', '29', '23', '14', '27', '5', '4', '1', '23', '26', '23', '3', '20', '26', '2', '2', '18', '25', '27', '28', '2', '25', '16', '25', '0', '26', '25', '25', '26', '23', '25', '27', '23', '12', '25', '1', '2', '2', '1', '14', '28', '1', '4', '21', '1', '27', '1', '2']","[0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0]",LAL,"['3', '1', '24', '26', '3', '27', '5', '6', '4', '3', '24', '26', '23', '26', '25', '25', '26', '2', '28', '11', '27', '32', '26', '26', '27', '25', '2', '1', '23', '2', '25', '3', '1', '26', '7', '1', '2', '27', '23', '3', '26', '1', '4', '3', '2', '26', '13', '25', '2', '3', '26', '28', '22', '24', '3', '2', '17', '2', '11', '2', '23', '25', '17', '28', '3', '11', '3', '24', '27', '16', '3', '9', '27', '4', '28', '3', '27', '1', '4', '27', '21']","[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0]"
201911150MEM,UTA,"['24', '1', '25', '27', '25', '19', '24', '0', '26', '26', '13', '23', '1', '25', '1', '1', '9', '3', '24', '25', '25', '5', '1', '21', '9', '9', '2', '24', '1', '25', '7', '1', '12', '12', '2', '11', '1', '0', '26', '23', '25', '2', '11', '26', '0', '20', '1', '19', '24', '24', '0', '23', '1', '23', '23', '25', '19', '12', '11', '26', '2', '26', '16', '26', '25', '12', '3', '26', '17', '4', '1', '1', '9', '23', '1', '25', '1', '6', '1', '26', '10', '2', '15', '10', '27', '26', '20']","[0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]",MEM,"['26', '29', '2', '26', '27', '1', '25', '25', '2', '6', '25', '1', '2', '1', '26', '1', '26', '25', '4', '11', '13', '17', '11', '20', '17', '1', '1', '25', '1', '25', '1', '25', '21', '23', '0', '8', '1', '10', '1', '1', '11', '2', '22', '16', '27', '25', '24', '25', '26', '12', '12', '30', '25', '11', '2', '23', '26', '26', '12', '1', '3', '26', '9', '7', '13', '1', '10', '1', '11', '1', '23', '2', '25', '6', '0', '21', '8', '1', '1', '12', '22', '3', '26', '1', '1', '9', '8', '26', '24', '27', '21', '1', '26', '26', '2']","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0]"
201911150MIN,WAS,"['1', '7', '1', '1', '17', '2', '6', '14', 'from', 'from', '0', '1', '6', '13', '1', '0', '12', '0', '25', '25', '23', '14', '20', '12', '29', '1', '26', '25', '10', '4', '1', '1', '2', '1', '25', '19', '25', '2', '0', 'from', 'from', '1', '26', '1', '16', 'from', '1', '26', '2', '26', '24', '15', '20', '22', '25', '1', 'from', '25', '3', '8', '2', '19', '27', '10', '2', '2', '1', '22', '24', '18', '16', '1', '1', '2', '25', '2', '25', '25', '14', '1', '2', '17', '2', '23', '1', '1', '23', '1', '18', '28', '14', '25', '2', '1', '25', '25', '13', '1', 'from']","[1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]",MIN,"['3', '1', '2', '2', '2', '3', '29', '9', '24', '2', '2', '1', '0', '7', '0', '27', '0', '25', '9', '25', '25', '2', '26', '28', '4', '2', '3', '2', '23', '25', '25', '2', '1', '9', '23', '1', '7', '0', '25', '0', '6', '25', '1', '1', '3', '1', '2', '25', '25', '4', '2', '25', '7', '25', '25', '2', '24', '23', '1', '25', '25', '3', '25', '21', '25', '2', '26', '10', '1', '13', '26', '6', '2', '26', '24', '26', '25', '25', '23', '1', '25', '3', '2', '2', '8', '25', '1', '25', '28']","[1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
201911150OKC,PHI,"['16', '1', '23', '14', '29', '24', '18', '2', '23', '1', '7', '13', 'from', '1', '8', '10', 'from', '2', '10', '25', '18', '25', '10', '26', '18', '25', '25', '3', '23', '21', '9', '25', '23', '25', '16', '25', 'from', '23', '19', '26', '1', '2', '28', '6', '3', '7', '3', '2', '1', '3', '1', '27', '2', '10', '18', '3', '26', '26', '26', '1', '15', '26', '18', '28', '7', '3', '1', '3', '3', '24', '6', '25', '6', '27', '27', '8', '7', '27', '20', '1', '15', '8', '16', '26', '12', '27', '26', '1', '28', '2']","[1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0]",OKC,"['27', '2', '14', '9', '26', '5', '22', '3', '25', '26', '18', '1', '4', '13', '15', '25', '2', '23', '1', '1', '3', '26', '27', '4', '2', '15', '27', '2', '26', '27', '3', '13', '2', '2', '26', '27', '25', '10', '26', '21', '14', '24', '26', '1', '1', '13', '15', '26', '26', '14', '13', '6', '2', '26', '25', '12', '15', '20', '15', '4', '12', '13', '26', '21', '5', '14', '3', '7', '23', '26', '2', '22', '26', '18', '8', '19']","[0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1]"
201911150ORL,SAS,"['27', '18', '17', '20', '24', '25', '2', '25', '26', '10', '1', '17', '14', '26', '2', '23', '18', '8', '24', '5', '2', '1', '4', '1', '19', '26', '2', '23', '20', '23', '26', '8', '3', '14', '2', '26', '26', '3', '7', '20', '8', '3', '26', '2', '6', '16', '18', '12', '26', '20', '26', '19', '1', '23', '17', '13', '11', '9', '11', '7', '9', '16', '25', '17', '1', '13', '20', '5', '25', '12', '24', '8', '12', '18', '11', '20', '25', '19', '15', '26', '5', '26', '26', '2', '16', '1', '26', '1', '27']","[1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1]",ORL,"['4', '2', '19', '24', '2', '26', '25', '2', '9', '8', '1', '7', '19', '23', '4', '12', '8', '10', '26', '27', '3', '20', '25', '23', '3', '26', '10', '11', '25', '20', '2', '1', '7', '20', '5', '25', '26', '24', '3', '1', '7', '10', '2', '1', '15', '26', '23', '2', '5', '1', '6', '6', '2', '8', '1', '1', '23', '5', '2', '25', '4', '2', '23', '9', '27', '25', '11', '11', '27', '27', '3', '2', '7', '25', '16', '7', '14', '20', '4', '26', '13', '3', '26', '27', '26', '26']","[0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0]"
201911160CHI,BRK,"['24', '25', '23', '25', '3', '1', '23', '26', '25', '1', '2', '2', '25', '1', '1', '1', '5', '1', '8', '23', '25', '15', '25', '1', '25', '9', '2', '24', '27', '2', '27', '3', '25', '2', '27', '26', '27', '1', '2', '19', '23', '25', '2', '28', '27', '11', '1', '23', '23', '25', '26', '1', '22', '3', '1', '25', '24', '1', '28', '26', '5', '2', '26', '2', '4', '25', '25', '1', '2', '25', '26', '2', '2', '1', '23', '1', '1', '2', '1', '2', '23', '25', '1', '1', '25', '24', '1', '26']","[0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0]",CHI,"['1', '9', '6', '22', '6', '4', '26', '2', '2', '4', '3', '26', '2', '2', '23', '25', '22', '23', '25', '26', '1', '22', '15', '25', '17', '25', '2', '25', '19', '1', '1', '25', '10', '23', '22', '4', '27', '2', '3', '26', '25', '20', '29', '1', '16', '24', '1', '2', '27', '23', '11', '3', '6', '1', '1', '20', '24', '27', '1', '2', '2', '28', '24', '25', '4', '25', '2', '2', '22', '25', '27', '23', '2', '1', '20', '23', '12', '26', '23', '4', '1', '20', '19', '26', '0', '3', '1', '26', '26', '25', '30']","[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0]"
201911160DAL,TOR,"['21', '23', '23', '25', '4', '15', '12', '27', '10', '9', '25', '2', '26', '11', '25', '3', '25', '24', '26', '28', '3', '1', '1', '6', '5', '26', '28', '7', '23', '26', '1', '26', '7', '17', '25', '26', '4', '2', '23', '8', '27', '26', '26', '3', '25', '23', '4', '23', '25', '1', '27', '2', '4', '26', '2', '2', '4', '4', '1', '23', '1', '2', '26', '1', '5', '28', '13', '27', '13', '2', '2', '1', '27', '1', '2', '17', '26', '0', '26', '23', '28', '23', '27', '1', '28', '9', '1', '1', '28']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0]",DAL,"['23', '26', '28', '25', '23', '23', '25', '1', '19', '29', '26', '26', '3', '8', '27', '29', '23', '8', '5', '23', '25', '1', '1', '14', '23', '16', '7', '2', '25', '19', '13', '25', '23', '3', '9', '1', '0', '5', '1', '1', '3', '1', '23', '2', '27', '25', '25', '2', '25', '17', '1', '26', '23', '26', '2', '26', '13', '10', '3', '1', '24', '12', '2', '23', '1', '5', '16', '25', '7', '11', '19', '1', '2', '1', '23', '12', '23', '1', '27', '1', '26', '23', '23', '12', '15', '4', '23', '25']","[0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]"
201911160IND,MIL,"['3', '9', '25', '8', '26', '13', '2', '2', '3', '4', '8', '23', '2', '4', '27', '2', '26', '5', '8', '1', '17', '26', '26', '8', '26', '26', '26', '4', '1', '1', '2', '24', '26', '25', '1', '12', '26', '2', '3', '3', '14', '25', '2', '26', '12', '15', '1', '25', '2', '27', '26', '6', '24', '20', '30', '2', '24', '18', '13', '2', '9', '26', '6', '24', '11', '25', '5', '13', '26', '2', '26', '4', '23', '26', '2', '24', '14', '2', '10', '2', '23', '23', '8', '1', '28', '26', '25', '14', '25', '20', '1', '1', '1', '24', '25', '27']","[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0]",IND,"['19', '3', '26', '17', '22', '25', '19', '14', '23', '13', '12', '23', '13', '26', '13', '13', '25', '3', '1', '24', '12', '11', '11', '22', '25', '25', '7', '19', '6', '27', '2', '2', '4', '18', '26', '26', '15', '4', '2', '16', '19', '23', '25', '13', '11', '32', '26', '5', '12', '20', '8', '26', '2', '2', '4', '2', '27', '26', '6', '23', '26', '7', '25', '2', '15', '30', '2', '26', '16', '25', '19', '26', '5', '26', '4', '23', '1', '1', '3', '17', '26', '25', '9', '3', '1', '12', '11', '12', '12', '25', '25', '6', '2', '2', '25', '10', '13', '3', '3']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0]"
201911160LAC,ATL,"['17', '7', '26', '7', '32', '23', '26', '2', '25', '1', '2', '2', '2', '4', '1', '1', '29', '2', '25', '4', '12', '25', '3', '8', '8', '23', '26', '17', '3', '2', '14', '1', '2', '5', '23', '1', '23', '1', '2', '2', '6', '2', '26', '1', '2', '17', '30', '30', '6', '27', '2', '2', '2', '1', '8', '8', '2', '1', '1', '2', '23', '25', '7', '2', '13', '11', '24', '1', '14', '12', '24', '32', '1', '2', '23', '1', '2', '2', '10', '16', '3', '26', '4', '5', '17', '2', '2', '2', '25', 'from']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",LAC,"['17', '1', '7', '2', '1', '1', '25', '26', '25', '25', '13', '24', '3', '1', '10', '4', '11', '24', '1', '13', '13', '23', '6', '2', '18', '4', '5', '1', '27', '25', '25', '3', '2', '1', '23', '0', '2', '1', '1', '1', '25', '24', '25', '2', '17', '21', '3', '18', '7', '6', '3', '2', '2', '6', '2', '4', '25', '2', '1', '25', '26', '1', '1', '2', '8', '24', '26', '2', '26', '2', '6', '28', '23', '6', '3', '2', '2', '13', '26', '25', '23', '12', '26', '5', '27', '25', '26', '1', '26', '4', '26', '24']","[0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0]"
201911160MIA,NOP,"['25', '2', '5', '23', '24', '1', '24', '3', '2', '25', '7', '24', '8', '25', '28', '25', '22', '1', '1', '25', '26', '1', '5', '26', '25', '0', '16', '23', '25', '1', '16', '8', '3', '2', '26', '12', '2', '12', '1', '1', '26', '1', '1', '27', '2', '15', '27', '10', '8', '2', '18', '25', '22', '11', '1', '9', '9', '5', '25', '1', '26', '1', '25', '27', '26', '26', '23', '2', '24', '8', '25', '10', '25', '7', '26', '26', '26', '13', '11', '25', '8', '1']","[1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1]",MIA,"['25', '10', '23', '1', '2', '24', '6', '14', '8', '13', '26', '1', '17', '6', '2', '5', '8', '26', '26', '8', '3', '1', '26', '20', '25', '1', '2', '26', '3', '16', '25', '2', '23', '2', '1', '18', '23', '26', '9', '1', '2', '1', '17', '1', '12', '12', '7', '1', '0', '1', '23', '2', '28', '7', '9', '26', '25', '1', '1', '0', '23', '5', '9', '2', '22', '2', '10', '23', '1', '1', '17', '27', '28', '26', '25', '2', '24', '2', '19', '17', '9']","[0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1]"
201911160MIN,HOU,"['7', '26', '6', '1', '1', '25', '2', '3', '26', '26', '1', '23', '4', '26', '8', '3', '25', '26', '1', '27', '26', '2', '1', '26', '26', '27', '27', '27', '2', '2', '26', '27', '9', '2', '26', '3', '1', '2', '1', '26', '9', '27', '26', '0', '23', '1', '1', '28', '2', '3', '1', '1', '1', '2', '24', '3', '26', '2', '27', '26', '24', '26', '23', '2', '26', '2', '25', '25', '26', '26', '26', '18', '27', '24', '24', '25', '25', '6', '1', '2', '26', '29', '26', '1', '0', '1', '3', '26', '26', '6', '25', '1', '26', '25']","[1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0]",MIN,"['23', '7', '3', '25', '25', '1', '0', '1', '26', '24', '1', '16', '2', '2', '1', '25', '7', '4', '5', '25', '25', '25', '8', '2', '1', '0', '25', '25', '2', '6', '19', '25', '2', '5', '25', '23', '25', '25', '12', '1', '26', '24', '1', '25', '2', '1', '1', '25', '21', '1', '25', '1', '7', '2', '25', '26', '26', '25', '25', '23', '14', '5', '1', '26', '27', '26', '3', '1', '6', '2', '1', '27', '1', '25', '1', '1', '7', '25', '26', '24', '25', '25', '23']","[1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0]"
201911160NYK,CHO,"['3', '6', '27', '23', '28', '3', '25', '31', '1', '26', '23', '26', '5', '21', '3', '25', '4', '25', '24', '2', '7', '23', '4', '24', '5', '29', '11', '2', '24', '22', '25', '15', '5', '23', '1', '13', '2', '19', '22', '27', '25', '25', '26', '26', '27', '2', '26', '1', '24', '8', '8', '23', '26', '26', '25', '1', '33', '27', '26', '1', '23', '25', '4', '26', '3', '2', '24', '26', '0', '27', '25', '30', '1', '27', '3', '31', '3', '23', '1', '1', '25', '28', '1', '2', '2', '1', '28']","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]",NYK,"['20', '1', '1', '1', '23', '3', '8', '1', '1', '26', '16', '27', '2', '16', '12', '23', '1', '25', '1', '27', '7', '10', '1', '1', '26', '1', '17', '2', '26', '26', '3', '19', '6', '26', '17', '19', '20', '6', '23', '8', '1', '1', '1', '1', '16', '3', '0', '25', '10', '24', '4', '1', '13', '26', '16', '3', '10', '14', '15', '15', '23', '2', '1', '3', '26', '16', '0', '24', '28', '11', '0', '6', '24', '11', '18', '7', '1', '12', '9', '17', '3', '26', '17', '1', '11', '3']","[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0]"
