,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,gameState
Bookmaker,winner,teamHome,teamAway,timeOfDay,location,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,rivalry
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201702010PHO,LAC,PHO,LAC,9:00p,"Talking Stick Resort Arena, Phoenix, Arizona",31,28,29,26,[],114,-4,2.0,"['bledser01', 'bookede01', 'warretj01', 'chrisma01', 'chandty01', 'tuckepj01', 'barbole01', 'bendedr01', 'knighbr03', 'lenal01', 'jonesde02', 'ulisty01', 'willial03']","[15, 33]",0,38,24,30,32,[],124,-2,4.0,"['griffbl01', 'redicjj01', 'feltora01', 'riverau01', 'jordade01', 'crawfja01', 'speigma01', 'mbahalu01', 'anderal01', 'johnswe01', 'bassbr01', 'piercpa01']","[30, 18]",2,division
201702010UTA,UTA,UTA,MIL,9:00p,"Vivint Smart Home Arena, Salt Lake City, Utah",30,31,19,24,[],104,-1,4.0,"['hillge01', 'goberru01', 'haywago01', 'diawbo01', 'hoodro01', 'johnsjo02', 'burksal01', 'inglejo01', 'lylestr01', 'witheje01', 'exumda01', 'macksh01', 'netora01']","[30, 19]",0,27,16,18,27,[],88,-3,4.0,"['antetgi01', 'parkeja01', 'dellama01', 'makerth01', 'snellto01', 'brogdma01', 'monrogr01', 'terryja01', 'beaslmi01', 'teletmi01', 'hensojo01', 'novakst01', 'plumlmi01']","[21, 26]",0,none
201702020HOU,ATL,HOU,ATL,8:00p,"Toyota Center, Houston, Texas",32,18,36,22,[],108,1,2.0,"['hardeja01', 'arizatr01', 'anderry01', 'capelca01', 'beverpa01', 'gordoer01', 'hilarne01', 'dekkesa01', 'breweco01', 'mcdankj01', 'harremo01', 'ennisty01', 'brownbo02']","[36, 16]",0,26,21,26,40,[],113,-1,1.0,"['howardw01', 'hardati02', 'bazemke01', 'millspa01', 'schrode01', 'delanma01', 'dunlemi02', 'bembrde01', 'muscami01', 'scottmi01', 'princta02', 'pattela01', 'humphkr01']","[28, 21]",1,none
201702020LAC,GSW,LAC,GSW,10:30p,"STAPLES Center, Los Angeles, California",22,33,32,33,[],120,1,1.0,"['redicjj01', 'riverau01', 'feltora01', 'griffbl01', 'jordade01', 'crawfja01', 'speigma01', 'bassbr01', 'johnswe01', 'mbahalu01', 'anderal01', 'piercpa01']","[31, 18]",0,33,32,39,29,[],133,4,1.0,"['curryst01', 'duranke01', 'thompkl01', 'mccawpa01', 'mcgeeja01', 'iguodan01', 'clarkia01', 'mcadoja01', 'looneke01', 'varejan01', 'greendr01', 'jonesda03']","[42, 7]",2,division
201702020SAS,SAS,SAS,PHI,8:30p,"AT&T Center, San Antonio, Texas",24,24,31,23,[],102,1,2.0,"['bertada01', 'greenda02', 'parketo01', 'leonaka01', 'dedmode01', 'anderky01', 'simmojo02', 'millspa02', 'leeda02', 'anthojo01', 'ginobma01', 'murrade01', 'forbebr01']","[37, 11]",0,21,32,20,13,[],86,-1,1.0,"['ilyaser01', 'saricda01', 'mccontj01', 'stausni01', 'okafoja01', 'luwawti01', 'holmeri01', 'rodrise01', 'randlch01', 'noelne01', 'hendege02', 'embiijo01', 'covinro01']","[18, 30]",0,none
201702020WAS,WAS,WAS,LAL,7:00p,"Verizon Center, Washington, District of Columbia",31,27,32,26,[],116,5,2.0,"['walljo01', 'porteot01', 'morrima02', 'bealbr01', 'gortama01', 'oubreke01', 'smithja02', 'burketr01', 'satorto01', 'thornma01', 'ochefda01', 'nichoan01', 'mcclesh01']","[28, 20]",0,29,15,35,29,[],108,1,2.0,"['denglu01', 'russeda01', 'blackta01', 'youngni01', 'mozgoti01', 'clarkjo01', 'willilo02', 'ingrabr01', 'nancela02', 'zubaciv01', 'randlju01', 'huertma01', 'caldejo01']","[17, 34]",0,none
201702030BOS,BOS,BOS,LAL,8:00p,"TD Garden, Boston, Massachusetts",29,33,20,31,[],113,5,2.0,"['thomais02', 'crowdja01', 'brownja02', 'horfoal01', 'johnsam01', 'smartma01', 'jerebjo01', 'roziete01', 'olynyke01', 'zellety01', 'youngja01', 'mickejo01', 'greenge01']","[31, 18]",0,30,21,23,33,[],107,-1,1.0,"['youngni01', 'russeda01', 'denglu01', 'blackta01', 'mozgoti01', 'ingrabr01', 'nancela02', 'willilo02', 'clarkjo01', 'huertma01', 'zubaciv01', 'randlju01', 'caldejo01']","[17, 35]",0,none
201702030BRK,IND,BRK,IND,7:30p,"Barclays Center, Brooklyn, New York",16,30,28,23,[],97,-7,2.0,"['lopezbr01', 'leverca01', 'foyera01', 'holliro01', 'whiteis01', 'dinwisp01', 'kilpase01', 'harrijo01', 'booketr01', 'acyqu01', 'scolalu01', 'hamilju01', 'bogdabo02']","[9, 40]",1,27,29,24,26,[],106,4,2.0,"['georgpa01', 'teaguje01', 'milescj01', 'turnemy01', 'youngth01', 'ellismo01', 'allenla01', 'jeffeal01', 'robingl02', 'brookaa01', 'youngjo01', 'serapke01', 'niangge01']","[26, 22]",2,conference
201702030DEN,DEN,DEN,MIL,9:00p,"Pepsi Center, Denver, Colorado",31,39,28,23,[],121,-2,2.0,"['chandwi01', 'jokicni01', 'nelsoja01', 'harriga01', 'farieke01', 'bartowi01', 'murraja01', 'mudiaem01', 'arthuda01', 'hernaju01', 'nurkiju01', 'millemi01', 'beaslma01']","[21, 27]",0,31,22,36,28,[],117,-4,2.0,"['antetgi01', 'parkeja01', 'dellama01', 'hensojo01', 'snellto01', 'terryja01', 'brogdma01', 'beaslmi01', 'monrogr01', 'teletmi01', 'makerth01', 'vaughra01']","[21, 27]",0,none
201702030DET,DET,DET,MIN,7:30p,"The Palace of Auburn Hills, Auburn Hills, Michigan",24,29,30,33,[],116,1,2.0,"['morrima03', 'caldwke01', 'leuerjo01', 'drumman01', 'jacksre01', 'harrito02', 'smithis01', 'baynear01', 'johnsst04', 'udrihbe01', 'marjabo01', 'hillida01', 'bullore01']","[22, 27]",1,18,34,24,32,[],108,-1,2.0,"['wiggian01', 'rubiori01', 'townska01', 'dienggo01', 'lavinza01', 'muhamsh01', 'bjeline01', 'jonesty01', 'aldrico01', 'rushbr01', 'hilljo01', 'dunnkr01']","[19, 30]",0,none
201702030HOU,HOU,HOU,CHI,8:00p,"Toyota Center, Houston, Texas",24,36,19,29,[],121,-1,1.0,"['hardeja01', 'arizatr01', 'anderry01', 'beverpa01', 'capelca01', 'gordoer01', 'harremo01', 'dekkesa01', 'breweco01', 'hilarne01', 'mcdankj01', 'ennisty01', 'brownbo02']","[36, 17]",0,26,23,32,27,[],117,2,2.0,"['lopezro01', 'gibsota01', 'wadedw01', 'cartemi01', 'grantje02', 'zipsepa01', 'mcderdo01', 'rondora01', 'mirotni01', 'feliccr01', 'portibo01', 'canaais01', 'butleji01']","[25, 25]",0,none
201702030OKC,OKC,OKC,MEM,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",21,37,22,34,[],114,-3,2.0,"['adamsst01', 'westbru01', 'oladivi01', 'roberan03', 'sabondo01', 'lauvejo01', 'morroan01', 'payneca01', 'grantje01', 'collini01', 'singlky01', 'chrisse01']","[28, 22]",1,23,25,34,20,[],102,3,2.0,"['gasolma01', 'conlemi01', 'allento01', 'parsoch01', 'greenja01', 'randoza01', 'ennisja01', 'cartevi01', 'harrian01', 'danietr01', 'wrighbr03', 'douglto01', 'davisde01']","[30, 21]",1,conference
201702030ORL,ORL,ORL,TOR,7:00p,"Amway Center, Orlando, Florida",28,24,21,29,[],102,-2,2.0,"['fournev01', 'ibakase01', 'paytoel01', 'vucevni01', 'gordoaa01', 'watsocj01', 'biyombi01', 'augusdj01', 'greenje02', 'wilcocj01', 'rudezda01', 'hezonma01']","[19, 32]",1,24,30,12,28,[],94,-1,2.0,"['lowryky01', 'powelno01', 'valanjo01', 'carrode01', 'pattepa01', 'rosste01', 'noguelu01', 'vanvlfr01', 'siakapa01', 'sullija01', 'josepco01', 'wrighde01', 'poeltja01']","[30, 20]",1,conference
201702030POR,DAL,POR,DAL,10:30p,"Moda Center, Portland, Oregon",22,25,29,28,[],104,1,3.0,"['lillada01', 'mccolcj01', 'turneev01', 'plumlma01', 'vonleno01', 'aminual01', 'crabbal01', 'harklma01', 'davised01', 'connapa01', 'leoname01', 'napiesh01']","[22, 28]",1,35,25,24,24,[],108,3,2.0,"['matthwe02', 'ferreyo01', 'barneha02', 'nowitdi01', 'curryse01', 'finnedo01', 'mejrisa01', 'poweldw01', 'anderju01', 'brussni01', 'harride01', 'willide01']","[19, 30]",1,conference
201702030SAC,PHO,SAC,PHO,10:30p,"Golden 1 Center, Sacramento, California",21,28,30,24,[],103,-2,3.0,"['barnema02', 'collida01', 'mclembe01', 'couside01', 'koufoko01', 'lawsoty01', 'tollian01', 'caulewi01', 'richama01', 'casspom01', 'labissk01', 'templga01']","[19, 30]",1,15,34,30,26,[],105,-5,2.0,"['bookede01', 'warretj01', 'bledser01', 'chandty01', 'chrisma01', 'tuckepj01', 'knighbr03', 'lenal01', 'barbole01', 'pricero01', 'jonesde02', 'ulisty01', 'willial03']","[15, 34]",0,division
201702040ATL,ATL,ATL,ORL,7:00p,"Philips Arena, Atlanta, Georgia",35,30,26,22,[],113,1,2.0,"['millspa01', 'hardati02', 'bazemke01', 'schrode01', 'howardw01', 'bembrde01', 'delanma01', 'muscami01', 'dunlemi02', 'humphkr01', 'princta02', 'scottmi01', 'pattela01']","[29, 21]",1,24,15,26,21,[],86,1,1.0,"['fournev01', 'paytoel01', 'gordoaa01', 'ibakase01', 'vucevni01', 'augusdj01', 'biyombi01', 'watsocj01', 'greenje02', 'hezonma01', 'rudezda01', 'wilcocj01']","[20, 32]",1,division
201702040IND,IND,IND,DET,7:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",30,26,26,23,[],105,5,1.0,"['georgpa01', 'allenla01', 'turnemy01', 'teaguje01', 'milescj01', 'robingl02', 'ellismo01', 'brookaa01', 'jeffeal01', 'niangge01', 'chrisra01', 'youngjo01', 'serapke01']","[27, 22]",2,32,26,14,12,[],84,2,1.0,"['morrima03', 'caldwke01', 'drumman01', 'leuerjo01', 'jacksre01', 'harrito02', 'smithis01', 'johnsst04', 'baynear01', 'bullore01', 'marjabo01', 'udrihbe01', 'hillida01']","[23, 27]",0,division
201702040MIA,MIA,MIA,PHI,7:30p,"AmericanAirlines Arena, Miami, Florida",32,32,36,25,[],125,9,3.0,"['dragigo01', 'whiteha01', 'waitedi01', 'babbilu01', 'mcgruro01', 'johnsty01', 'whiteok01', 'ellinwa01', 'johnsja01', 'reedwi02', 'willide02', 'hasleud01', 'richajo01']","[20, 30]",0,17,35,23,27,[],102,-2,2.0,"['stausni01', 'mccontj01', 'ilyaser01', 'hendege02', 'noelne01', 'saricda01', 'luwawti01', 'holmeri01', 'randlch01', 'rodrise01', 'embiijo01', 'okafoja01', 'covinro01']","[18, 31]",1,conference
201702040MIN,MEM,MIN,MEM,9:00p,"Target Center, Minneapolis, Minnesota",31,17,19,32,[],99,-2,1.0,"['rubiori01', 'townska01', 'wiggian01', 'dienggo01', 'rushbr01', 'muhamsh01', 'jonesty01', 'bjeline01', 'aldrico01', 'hilljo01', 'dunnkr01']","[19, 31]",1,15,33,21,38,[],107,-1,1.0,"['conlemi01', 'ennisja01', 'randoza01', 'greenja01', 'harrian01', 'cartevi01', 'douglto01', 'wrighbr03', 'danietr01', 'parsoch01', 'davisde01', 'gasolma01', 'allento01']","[30, 22]",2,conference
201702040NYK,CLE,NYK,CLE,8:30p,"Madison Square Garden (IV), New York, New York",25,20,23,36,[],104,1,3.0,"['jennibr01', 'anthoca01', 'leeco01', 'porzikr01', 'noahjo01', 'hernawi01', 'holidju01', 'kuzmimi01', 'oquinky01', 'vujacsa01', 'bakerro01', 'ndourma01', 'plumlma02']","[22, 29]",0,34,30,20,27,[],111,1,3.0,"['jamesle01', 'shumpim01', 'loveke01', 'thomptr01', 'liggide01', 'korveky01', 'jefferi01', 'fryech01', 'feldeka01', 'mcraejo01', 'jonesja02', 'irvinky01']","[33, 15]",2,conference
201702040PHO,MIL,PHO,MIL,9:00p,"Talking Stick Resort Arena, Phoenix, Arizona",25,41,23,23,[],112,1,1.0,"['bookede01', 'warretj01', 'bledser01', 'chandty01', 'chrisma01', 'tuckepj01', 'lenal01', 'barbole01', 'knighbr03', 'dudleja01', 'willial03', 'jonesde02', 'ulisty01']","[16, 34]",0,45,29,27,36,[],137,-5,1.0,"['antetgi01', 'parkeja01', 'snellto01', 'hensojo01', 'dellama01', 'brogdma01', 'teletmi01', 'monrogr01', 'terryja01', 'beaslmi01', 'vaughra01', 'makerth01', 'hawessp01']","[21, 28]",0,none
201702040SAC,SAC,SAC,GSW,10:30p,"Golden 1 Center, Sacramento, California",27,29,26,16,[],109,-3,1.0,"['couside01', 'afflaar01', 'collida01', 'mclembe01', 'koufoko01', 'tollian01', 'barnema02', 'lawsoty01', 'caulewi01', 'richama01', 'labissk01', 'papagge01']","[19, 31]",0,31,25,26,16,[],106,5,2.0,"['greendr01', 'thompkl01', 'duranke01', 'curryst01', 'mcgeeja01', 'iguodan01', 'livinsh01', 'looneke01', 'mcadoja01', 'mccawpa01', 'jonesda03', 'clarkia01']","[43, 7]",1,division
201702040SAS,SAS,SAS,DEN,9:00p,"AT&T Center, San Antonio, Texas",30,26,35,30,[],121,2,2.0,"['leonaka01', 'aldrila01', 'parketo01', 'greenda02', 'dedmode01', 'simmojo02', 'leeda02', 'bertada01', 'millspa02', 'anthojo01', 'anderky01', 'ginobma01', 'murrade01']","[38, 11]",2,27,23,22,25,[],97,1,1.0,"['chandwi01', 'harriga01', 'nelsoja01', 'jokicni01', 'farieke01', 'bartowi01', 'nurkiju01', 'murraja01', 'hernaju01', 'mudiaem01', 'beaslma01', 'obryajo01', 'millemi01']","[22, 27]",0,conference
201702040UTA,UTA,UTA,CHO,9:00p,"Vivint Smart Home Arena, Salt Lake City, Utah",23,29,21,32,[],105,1,3.0,"['goberru01', 'haywago01', 'hillge01', 'inglejo01', 'diawbo01', 'johnsjo02', 'exumda01', 'burksal01', 'lylestr01', 'favorde01', 'witheje01', 'macksh01', 'netora01']","[31, 19]",0,28,16,38,16,[],98,-6,3.0,"['willima02', 'walkeke02', 'batumni01', 'kaminfr01', 'kiddgmi01', 'belinma01', 'plumlmi01', 'lambje01', 'roberbr01', 'grahatr01', 'tobeymi01', 'woodch01', 'mccalra01']","[23, 27]",1,none
201702040WAS,WAS,WAS,NOP,7:00p,"Verizon Center, Washington, District of Columbia",24,29,27,25,[],105,6,2.0,"['walljo01', 'morrima02', 'bealbr01', 'gortama01', 'porteot01', 'oubreke01', 'smithja02', 'satorto01', 'burketr01', 'thornma01', 'ochefda01', 'nichoan01', 'mcclesh01']","[29, 20]",1,18,31,34,8,[],91,-3,3.0,"['davisan02', 'holidjr01', 'joneste01', 'hillso01', 'hieldbu01', 'evansty01', 'mooreet01', 'cunnida01', 'gallola01', 'motiedo01', 'fraziti01', 'asikom01', 'ajincal01']","[19, 31]",0,none
201702050BOS,BOS,BOS,LAC,2:00p,"TD Garden, Boston, Massachusetts",29,27,25,26,[],107,6,2.0,"['thomais02', 'horfoal01', 'crowdja01', 'johnsam01', 'brownja02', 'smartma01', 'olynyke01', 'roziete01', 'jerebjo01', 'greenge01', 'zellety01', 'youngja01', 'mickejo01']","[32, 18]",0,19,28,20,35,[],102,-1,3.0,"['griffbl01', 'riverau01', 'redicjj01', 'jordade01', 'piercpa01', 'crawfja01', 'feltora01', 'speigma01', 'mbahalu01', 'johnswe01', 'bassbr01', 'anderal01']","[31, 19]",0,none
201702050BRK,TOR,BRK,TOR,12:00p,"Barclays Center, Brooklyn, New York",24,19,20,32,[],95,-8,2.0,"['lopezbr01', 'bogdabo02', 'foyera01', 'holliro01', 'whiteis01', 'kilpase01', 'booketr01', 'harrijo01', 'dinwisp01', 'hamilju01', 'acyqu01', 'scolalu01', 'leverca01']","[9, 41]",0,26,29,20,28,[],103,-2,2.0,"['lowryky01', 'powelno01', 'carrode01', 'siakapa01', 'valanjo01', 'rosste01', 'noguelu01', 'vanvlfr01', 'poeltja01', 'sullija01', 'wrighde01', 'pattepa01', 'josepco01']","[30, 21]",3,division
201702050OKC,OKC,OKC,POR,3:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",24,22,25,34,[],105,1,2.0,"['oladivi01', 'adamsst01', 'roberan03', 'westbru01', 'sabondo01', 'morroan01', 'lauvejo01', 'payneca01', 'grantje01', 'abrinal01', 'chrisse01', 'collini01', 'singlky01']","[29, 22]",0,16,36,21,26,[],99,-1,2.0,"['lillada01', 'mccolcj01', 'plumlma01', 'turneev01', 'vonleno01', 'aminual01', 'crabbal01', 'harklma01', 'leoname01', 'connapa01', 'davised01', 'napiesh01']","[22, 29]",1,division
201702060ATL,UTA,ATL,UTA,7:30p,"Philips Arena, Atlanta, Georgia",21,29,23,22,[],95,2,2.0,"['millspa01', 'schrode01', 'hardati02', 'bazemke01', 'howardw01', 'muscami01', 'bembrde01', 'delanma01', 'dunlemi02', 'scottmi01', 'pattela01', 'princta02', 'humphkr01']","[30, 21]",0,29,25,37,29,[],120,2,2.0,"['hillge01', 'goberru01', 'haywago01', 'favorde01', 'inglejo01', 'johnsjo02', 'burksal01', 'diawbo01', 'exumda01', 'lylestr01', 'macksh01', 'netora01', 'witheje01']","[32, 19]",1,none
201702060DEN,DEN,DEN,DAL,9:00p,"Pepsi Center, Denver, Colorado",29,30,23,28,[],110,-1,2.0,"['chandwi01', 'harriga01', 'bartowi01', 'nelsoja01', 'jokicni01', 'arthuda01', 'murraja01', 'hernaju01', 'nurkiju01', 'beaslma01', 'obryajo01', 'millemi01', 'farieke01']","[22, 28]",1,24,13,30,20,[],87,4,3.0,"['ferreyo01', 'curryse01', 'barneha02', 'matthwe02', 'nowitdi01', 'poweldw01', 'harride01', 'finnedo01', 'anderju01', 'mejrisa01', 'brussni01', 'willide01']","[20, 30]",1,conference
201702060DET,DET,DET,PHI,7:30p,"The Palace of Auburn Hills, Auburn Hills, Michigan",24,31,34,24,[],113,-1,2.0,"['morrima03', 'caldwke01', 'jacksre01', 'drumman01', 'leuerjo01', 'harrito02', 'johnsst04', 'baynear01', 'smithis01', 'gbinimi01', 'udrihbe01', 'marjabo01', 'hillida01']","[23, 28]",0,27,19,21,29,[],96,-3,2.0,"['covinro01', 'stausni01', 'okafoja01', 'mccontj01', 'ilyaser01', 'saricda01', 'luwawti01', 'hendege02', 'rodrise01', 'noelne01', 'holmeri01', 'randlch01', 'embiijo01']","[18, 32]",1,conference
201702060IND,IND,IND,OKC,7:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",20,21,32,20,[],93,6,2.0,"['turnemy01', 'teaguje01', 'georgpa01', 'allenla01', 'milescj01', 'robingl02', 'ellismo01', 'serapke01', 'stuckro01', 'jeffeal01', 'youngjo01', 'chrisra01', 'brookaa01']","[28, 22]",1,25,27,18,20,[],90,2,1.0,"['westbru01', 'adamsst01', 'oladivi01', 'roberan03', 'sabondo01', 'grantje01', 'lauvejo01', 'morroan01', 'payneca01', 'abrinal01', 'singlky01', 'collini01', 'chrisse01']","[30, 22]",0,none
201702060MEM,MEM,MEM,SAS,9:30p,"FedEx Forum, Memphis, Tennessee",17,23,29,20,[],89,1,2.0,"['conlemi01', 'gasolma01', 'greenja01', 'parsoch01', 'allento01', 'cartevi01', 'randoza01', 'ennisja01', 'douglto01', 'wrighbr03', 'danietr01', 'harrian01']","[31, 22]",0,14,26,25,9,[],74,3,2.0,"['aldrila01', 'greenda02', 'parketo01', 'dedmode01', 'simmojo02', 'anderky01', 'ginobma01', 'leeda02', 'millspa02', 'bertada01', 'murrade01', 'anthojo01', 'leonaka01']","[39, 11]",0,division
201702060MIN,MIA,MIN,MIA,8:00p,"Target Center, Minneapolis, Minnesota",33,24,31,25,[],113,-3,2.0,"['townska01', 'wiggian01', 'rubiori01', 'rushbr01', 'dienggo01', 'jonesty01', 'muhamsh01', 'bjeline01', 'aldrico01', 'hilljo01', 'dunnkr01']","[19, 32]",0,40,31,22,22,[],115,0,2.0,"['mcgruro01', 'whiteha01', 'dragigo01', 'waitedi01', 'babbilu01', 'johnsja01', 'johnsty01', 'ellinwa01', 'reedwi02', 'whiteok01', 'richajo01', 'hasleud01']","[21, 30]",0,none
201702060NOP,NOP,NOP,PHO,8:00p,"Smoothie King Center, New Orleans, Louisiana",29,18,30,34,[],111,-4,2.0,"['davisan02', 'holidjr01', 'hillso01', 'hieldbu01', 'joneste01', 'mooreet01', 'cunnida01', 'fraziti01', 'evansty01', 'gallola01', 'motiedo01', 'asikom01', 'ajincal01']","[19, 32]",1,21,21,32,32,[],106,-1,2.0,"['bookede01', 'warretj01', 'bledser01', 'chandty01', 'chrisma01', 'tuckepj01', 'knighbr03', 'dudleja01', 'barbole01', 'lenal01', 'willial03', 'ulisty01', 'pricero01']","[16, 35]",1,conference
201702060NYK,LAL,NYK,LAL,7:00p,"Madison Square Garden (IV), New York, New York",19,26,28,34,[],107,-1,2.0,"['anthoca01', 'porzikr01', 'rosede01', 'leeco01', 'oquinky01', 'jennibr01', 'hernawi01', 'holidju01', 'kuzmimi01', 'plumlma02', 'bakerro01', 'ndourma01', 'vujacsa01']","[22, 30]",1,29,32,36,24,[],121,-2,3.0,"['ingrabr01', 'youngni01', 'blackta01', 'russeda01', 'randlju01', 'nancela02', 'clarkjo01', 'willilo02', 'denglu01', 'zubaciv01', 'artesro01', 'mozgoti01', 'caldejo01']","[17, 36]",0,none
201702060SAC,CHI,SAC,CHI,10:30p,"Golden 1 Center, Sacramento, California",11,34,24,38,[],107,1,2.0,"['couside01', 'collida01', 'koufoko01', 'afflaar01', 'mclembe01', 'lawsoty01', 'barnema02', 'tollian01', 'richama01', 'caulewi01', 'labissk01', 'papagge01']","[20, 31]",0,27,33,25,27,[],112,-1,3.0,"['grantje02', 'lopezro01', 'cartemi01', 'wadedw01', 'gibsota01', 'mirotni01', 'zipsepa01', 'rondora01', 'mcderdo01', 'portibo01', 'butleji01', 'canaais01', 'valende01']","[25, 26]",1,none
201702060TOR,TOR,TOR,LAC,7:30p,"Air Canada Centre, Toronto, Canada",35,35,27,21,[],118,1,1.0,"['lowryky01', 'derozde01', 'valanjo01', 'carrode01', 'siakapa01', 'noguelu01', 'josepco01', 'rosste01', 'powelno01', 'poeltja01', 'sullija01', 'vanvlfr01', 'pattepa01']","[31, 21]",0,31,29,22,27,[],109,-2,1.0,"['riverau01', 'griffbl01', 'feltora01', 'redicjj01', 'jordade01', 'crawfja01', 'speigma01', 'mbahalu01', 'bassbr01', 'johnswe01', 'piercpa01', 'anderal01']","[31, 20]",1,none
201702060WAS,CLE,WAS,CLE,7:00p,"Verizon Center, Washington, District of Columbia",32,25,25,38,[],135,7,2.0,"['bealbr01', 'porteot01', 'walljo01', 'gortama01', 'morrima02', 'oubreke01', 'smithja02', 'satorto01', 'burketr01', 'thornma01', 'ochefda01', 'nichoan01', 'mcclesh01']","[30, 20]",0,26,28,32,34,[],140,2,2.0,"['irvinky01', 'jamesle01', 'loveke01', 'thomptr01', 'shumpim01', 'korveky01', 'jefferi01', 'fryech01', 'feldeka01', 'mcraejo01', 'liggide01', 'jonesja02']","[34, 15]",1,conference
201702070CHO,CHO,CHO,BRK,7:00p,"Spectrum Center, Charlotte, North Carolina",24,30,27,30,[],111,-7,3.0,"['batumni01', 'walkeke02', 'kaminfr01', 'willima02', 'kiddgmi01', 'belinma01', 'lambje01', 'plumlmi01', 'roberbr01', 'woodch01', 'tobeymi01', 'mccalra01', 'grahatr01']","[23, 28]",2,16,21,35,35,[],107,-9,2.0,"['bogdabo02', 'lopezbr01', 'dinwisp01', 'holliro01', 'foyera01', 'harrijo01', 'whiteis01', 'booketr01', 'hamilju01', 'kilpase01', 'scolalu01', 'mcculch01', 'leverca01']","[9, 42]",1,conference
201702070DAL,POR,DAL,POR,8:30p,"American Airlines Center, Dallas, Texas",27,26,29,31,[],113,-1,1.0,"['matthwe02', 'barneha02', 'ferreyo01', 'nowitdi01', 'curryse01', 'harride01', 'finnedo01', 'mejrisa01', 'poweldw01', 'anderju01', 'brussni01', 'willide01']","[20, 31]",2,32,32,22,28,[],114,-2,2.0,"['lillada01', 'mccolcj01', 'plumlma01', 'turneev01', 'vonleno01', 'aminual01', 'harklma01', 'crabbal01', 'davised01', 'connapa01', 'leoname01', 'napiesh01']","[22, 30]",1,conference
201702070HOU,HOU,HOU,ORL,8:00p,"Toyota Center, Houston, Texas",35,35,24,34,[],128,1,4.0,"['hardeja01', 'arizatr01', 'beverpa01', 'capelca01', 'anderry01', 'gordoer01', 'hilarne01', 'dekkesa01', 'breweco01', 'mcdankj01', 'brownbo02', 'ennisty01', 'harremo01']","[37, 17]",1,28,26,30,20,[],104,-1,3.0,"['ibakase01', 'fournev01', 'vucevni01', 'paytoel01', 'gordoaa01', 'augusdj01', 'watsocj01', 'biyombi01', 'hezonma01', 'rudezda01', 'wilcocj01', 'meeksjo01', 'greenje02']","[20, 33]",0,none
201702080ATL,ATL,ATL,DEN,7:30p,"Philips Arena, Atlanta, Georgia",39,33,26,19,[],117,-1,2.0,"['millspa01', 'hardati02', 'schrode01', 'howardw01', 'bazemke01', 'delanma01', 'muscami01', 'bembrde01', 'humphkr01', 'dunlemi02', 'scottmi01', 'princta02', 'pattela01']","[30, 22]",1,30,25,32,19,[],106,1,2.0,"['chandwi01', 'jokicni01', 'harriga01', 'nelsoja01', 'farieke01', 'bartowi01', 'murraja01', 'arthuda01', 'hernaju01', 'beaslma01', 'obryajo01', 'nurkiju01', 'millemi01']","[23, 28]",0,none
201702080BRK,WAS,BRK,WAS,7:30p,"Barclays Center, Brooklyn, New York",22,27,23,28,[],110,0,1.0,"['bogdabo02', 'lopezbr01', 'holliro01', 'foyera01', 'dinwisp01', 'booketr01', 'leverca01', 'whiteis01', 'harrijo01', 'kilpase01', 'hamilju01', 'scolalu01', 'mcculch01']","[9, 43]",0,31,28,20,21,[],114,-1,2.0,"['walljo01', 'bealbr01', 'gortama01', 'porteot01', 'oubreke01', 'smithja02', 'satorto01', 'burketr01', 'mahinia01', 'thornma01', 'ochefda01', 'nichoan01', 'mcclesh01']","[30, 21]",2,conference
201702080DET,DET,DET,LAL,7:30p,"The Palace of Auburn Hills, Auburn Hills, Michigan",25,31,36,29,[],121,1,2.0,"['leuerjo01', 'caldwke01', 'drumman01', 'morrima03', 'jacksre01', 'harrito02', 'smithis01', 'johnsst04', 'baynear01', 'bullore01', 'marjabo01', 'udrihbe01', 'hillida01']","[24, 28]",1,25,25,20,32,[],102,1,2.0,"['randlju01', 'ingrabr01', 'russeda01', 'youngni01', 'blackta01', 'clarkjo01', 'zubaciv01', 'denglu01', 'willilo02', 'nancela02', 'huertma01', 'caldejo01', 'mozgoti01']","[18, 36]",0,none
201702080GSW,GSW,GSW,CHI,10:30p,"Oracle Arena, Oakland, California",30,25,31,37,[],123,-1,4.0,"['greendr01', 'duranke01', 'thompkl01', 'curryst01', 'mcgeeja01', 'iguodan01', 'clarkia01', 'livinsh01', 'mcadoja01', 'looneke01', 'mccawpa01', 'weberbr01', 'jonesda03']","[43, 8]",0,17,24,29,22,[],92,1,2.0,"['lopezro01', 'cartemi01', 'grantje02', 'gibsota01', 'zipsepa01', 'mirotni01', 'rondora01', 'canaais01', 'valende01', 'mcderdo01', 'feliccr01', 'portibo01', 'butleji01']","[26, 26]",0,none
