,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,gameState
Bookmaker,winner,teamHome,teamAway,timeOfDay,location,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,rivalry
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611180DEN,TOR,DEN,TOR,9:00p,"Pepsi Center, Denver, Colorado",19,38,25,20,[],111,1,2.0,"['mudiaem01', 'gallida01', 'nelsoja01', 'nurkiju01', 'farieke01', 'chandwi01', 'jokicni01', 'murraja01', 'hernaju01', 'geeal01', 'millemi01', 'arthuda01', 'beaslma01']","[4, 7]",0,29,23,25,25,[],113,-2,2.0,"['lowryky01', 'valanjo01', 'derozde01', 'siakapa01', 'carrode01', 'rosste01', 'pattepa01', 'josepco01', 'poeltja01', 'powelno01', 'wrighde01', 'noguelu01']","[7, 4]",1,none
201611180IND,PHO,IND,PHO,7:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",18,31,33,14,[],96,2,2.0,"['ellismo01', 'teaguje01', 'youngth01', 'turnemy01', 'milescj01', 'robingl02', 'niangge01', 'stuckro01', 'allenla01', 'brookaa01', 'serapke01', 'jeffeal01', 'youngjo01']","[6, 6]",0,27,30,32,27,[],116,-3,2.0,"['bookede01', 'lenal01', 'chrisma01', 'bledser01', 'warretj01', 'tuckepj01', 'dudleja01', 'willial03', 'barbole01', 'knighbr03', 'ulisty01', 'jenkijo01', 'bendedr01']","[3, 9]",0,none
201611180LAL,SAS,LAL,SAS,10:30p,"STAPLES Center, Los Angeles, California",16,36,24,31,[],107,1,3.0,"['denglu01', 'randlju01', 'youngni01', 'mozgoti01', 'caldejo01', 'clarkjo01', 'ingrabr01', 'willilo02', 'nancela02', 'blackta01', 'artesro01', 'robinth01', 'huertma01']","[7, 5]",0,26,26,39,25,[],116,4,2.0,"['leonaka01', 'aldrila01', 'gasolpa01', 'parketo01', 'greenda02', 'ginobma01', 'millspa02', 'leeda02', 'anderky01', 'bertada01', 'simmojo02', 'laproni01', 'murrade01']","[9, 3]",0,conference
201611180NOP,NOP,NOP,POR,8:00p,"Smoothie King Center, New Orleans, Louisiana",31,33,24,25,[],113,-1,2.0,"['davisan02', 'fraziti01', 'mooreet01', 'cunnida01', 'asikom01', 'joneste01', 'holidjr01', 'gallola01', 'hillso01', 'hieldbu01', 'goodwar01', 'ajincal01']","[2, 10]",0,28,23,24,26,[],101,-2,1.0,"['mccolcj01', 'lillada01', 'harklma01', 'plumlma01', 'davised01', 'crabbal01', 'turneev01', 'vonleno01', 'leoname01', 'napiesh01', 'quartti01', 'connapa01', 'laymaja01']","[7, 6]",0,conference
201611180OKC,OKC,OKC,BRK,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",34,30,32,28,[],124,1,2.0,"['oladivi01', 'westbru01', 'adamsst01', 'roberan03', 'sabondo01', 'abrinal01', 'lauvejo01', 'singlky01', 'kanteen01', 'grantje01', 'chrisse01', 'morroan01', 'collini01']","[7, 5]",0,40,21,21,23,[],105,-2,3.0,"['holliro01', 'lopezbr01', 'bogdabo02', 'booketr01', 'foyera01', 'bennean01', 'hamilju01', 'harrijo01', 'kilpase01', 'ferreyo01', 'whiteis01', 'mcculch01', 'scolalu01']","[4, 7]",0,none
201611180SAC,LAC,SAC,LAC,10:30p,"Golden 1 Center, Sacramento, California",24,30,31,30,[],115,-3,2.0,"['couside01', 'lawsoty01', 'gayru01', 'afflaar01', 'koufoko01', 'collida01', 'barnema02', 'templga01', 'caulewi01', 'tollian01', 'mclembe01', 'casspom01', 'papagge01']","[4, 8]",0,40,33,31,17,[],121,-1,2.0,"['jordade01', 'griffbl01', 'paulch01', 'redicjj01', 'mbahalu01', 'crawfja01', 'riverau01', 'feltora01', 'speigma01', 'piercpa01', 'anderal01', 'bassbr01', 'stonedi01']","[10, 2]",0,division
201611190DET,BOS,DET,BOS,7:00p,"The Palace of Auburn Hills, Auburn Hills, Michigan",23,24,26,19,[],92,-2,1.0,"['harrito02', 'morrima03', 'smithis01', 'drumman01', 'caldwke01', 'leuerjo01', 'bullore01', 'baynear01', 'udrihbe01', 'ellenhe01', 'hillida01', 'johnsst04', 'marjabo01']","[6, 7]",0,30,20,21,23,[],94,-1,1.0,"['thomais02', 'bradlav01', 'horfoal01', 'crowdja01', 'johnsam01', 'smartma01', 'jerebjo01', 'roziete01', 'olynyke01', 'brownja02', 'zellety01', 'greenge01', 'youngja01']","[6, 6]",0,conference
201611190HOU,HOU,HOU,UTA,5:00p,"Toyota Center, Houston, Texas",28,27,26,30,[],111,1,2.0,"['hardeja01', 'anderry01', 'arizatr01', 'capelca01', 'beverpa01', 'gordoer01', 'hilarne01', 'dekkesa01', 'breweco01', 'brownbo02', 'ennisty01', 'harremo01', 'mcdankj01']","[7, 5]",0,22,22,26,32,[],102,-2,2.0,"['haywago01', 'goberru01', 'hoodro01', 'lylestr01', 'exumda01', 'johnsjo02', 'macksh01', 'inglejo01', 'witheje01', 'bolomjo01', 'diawbo01', 'hillge01', 'netora01']","[7, 6]",0,conference
201611190LAC,LAC,LAC,CHI,10:30p,"STAPLES Center, Los Angeles, California",23,24,25,30,[],102,1,1.0,"['griffbl01', 'paulch01', 'jordade01', 'mbahalu01', 'redicjj01', 'crawfja01', 'riverau01', 'speigma01', 'feltora01', 'piercpa01', 'bassbr01', 'anderal01']","[11, 2]",0,33,19,25,18,[],95,4,2.0,"['butleji01', 'wadedw01', 'rondora01', 'gibsota01', 'lopezro01', 'portibo01', 'canaais01', 'mirotni01', 'grantje02', 'valende01', 'feliccr01', 'hunterj01', 'zipsepa01']","[8, 4]",0,none
201611190MEM,MEM,MEM,MIN,8:00p,"FedEx Forum, Memphis, Tennessee",18,25,22,28,[],93,3,1.0,"['ennisja01', 'gasolma01', 'conlemi01', 'greenja01', 'allento01', 'cartevi01', 'harrian01', 'randoza01', 'davisde01', 'willitr02', 'baldwwa01', 'martija01', 'danietr01']","[7, 5]",1,16,23,13,19,[],71,1,2.0,"['lavinza01', 'dienggo01', 'rubiori01', 'wiggian01', 'townska01', 'dunnkr01', 'muhamsh01', 'paynead01', 'bjeline01', 'aldrico01', 'jonesty01', 'lucasjo02', 'hilljo01']","[4, 7]",1,conference
201611190MIL,GSW,MIL,GSW,8:30p,"BMO Harris Bradley Center, Milwaukee, Wisconsin",37,29,26,29,[],121,-2,2.0,"['antetgi01', 'parkeja01', 'dellama01', 'snellto01', 'hensojo01', 'beaslmi01', 'terryja01', 'plumlmi01', 'brogdma01', 'teletmi01', 'monrogr01', 'makerth01', 'novakst01']","[5, 6]",0,28,41,34,21,[],124,6,1.0,"['thompkl01', 'duranke01', 'greendr01', 'curryst01', 'pachuza01', 'iguodan01', 'mccawpa01', 'livinsh01', 'westda01', 'mcgeeja01', 'looneke01', 'clarkia01', 'varejan01']","[10, 2]",0,none
201611190NOP,NOP,NOP,CHO,7:00p,"Smoothie King Center, New Orleans, Louisiana",21,26,27,34,[],121,1,1.0,"['cunnida01', 'davisan02', 'fraziti01', 'mooreet01', 'asikom01', 'gallola01', 'holidjr01', 'hillso01', 'joneste01', 'hieldbu01', 'ajincal01', 'goodwar01']","[3, 10]",0,23,23,39,23,[],116,2,1.0,"['walkeke02', 'batumni01', 'kiddgmi01', 'willima02', 'hibbero01', 'kaminfr01', 'belinma01', 'hawessp01', 'sessira01', 'grahatr01', 'lambje01', 'roberbr01', 'zelleco01']","[8, 3]",0,none
201611190ORL,ORL,ORL,DAL,7:00p,"Amway Center, Orlando, Florida",17,27,22,29,[],95,1,3.0,"['fournev01', 'ibakase01', 'vucevni01', 'greenje02', 'paytoel01', 'augusdj01', 'gordoaa01', 'biyombi01', 'watsocj01', 'rudezda01', 'hezonma01', 'onuakar01', 'wilcocj01']","[5, 7]",0,16,29,24,18,[],87,-4,1.0,"['barneha02', 'matthwe02', 'curryse01', 'bogutan01', 'finnedo01', 'gibsojo01', 'anderju01', 'poweldw01', 'brussni01', 'mejrisa01', 'bareajo01', 'hammoaj01', 'willide01']","[2, 9]",0,none
201611190PHI,PHI,PHI,PHO,7:30p,"Wells Fargo Center, Philadelphia, Pennsylvania",32,26,34,28,[],120,-1,2.0,"['rodrise01', 'ilyaser01', 'hendege02', 'embiijo01', 'covinro01', 'stausni01', 'thompho01', 'saricda01', 'mccontj01', 'okafoja01', 'holmeri01', 'luwawti01']","[2, 10]",0,19,29,27,30,[],105,1,1.0,"['tuckepj01', 'bledser01', 'lenal01', 'chrisma01', 'bookede01', 'dudleja01', 'willial03', 'ulisty01', 'knighbr03', 'bendedr01', 'barbole01', 'jenkijo01', 'jonesde02']","[4, 9]",0,none
201611190WAS,MIA,WAS,MIA,7:00p,"Verizon Center, Washington, District of Columbia",35,24,23,29,[],111,1,2.0,"['bealbr01', 'gortama01', 'walljo01', 'porteot01', 'morrima02', 'satorto01', 'thornma01', 'oubreke01', 'smithja02', 'nichoan01', 'burketr01', 'mcclesh01', 'ochefda01']","[3, 8]",0,33,27,31,23,[],114,1,2.0,"['whiteha01', 'dragigo01', 'richajo01', 'waitedi01', 'willide02', 'johnsja01', 'johnsty01', 'mcgruro01', 'babbilu01', 'reedwi02', 'hasleud01', 'mcrobjo01', 'winslju01']","[3, 8]",0,division
201611200BRK,POR,BRK,POR,3:30p,"Barclays Center, Brooklyn, New York",29,35,20,25,[],109,-3,2.0,"['lopezbr01', 'booketr01', 'holliro01', 'bogdabo02', 'whiteis01', 'harrijo01', 'hamilju01', 'kilpase01', 'scolalu01', 'foyera01', 'ferreyo01', 'bennean01', 'mcculch01']","[4, 8]",0,32,38,29,30,[],129,-3,2.0,"['mccolcj01', 'lillada01', 'plumlma01', 'harklma01', 'davised01', 'turneev01', 'crabbal01', 'leoname01', 'vonleno01', 'napiesh01', 'laymaja01', 'connapa01', 'quartti01']","[7, 7]",0,none
201611200DEN,DEN,DEN,UTA,9:00p,"Pepsi Center, Denver, Colorado",24,29,23,29,[],105,-1,2.0,"['gallida01', 'mudiaem01', 'nurkiju01', 'farieke01', 'bartowi01', 'chandwi01', 'murraja01', 'jokicni01', 'nelsoja01', 'geeal01', 'hernaju01', 'beaslma01', 'arthuda01']","[4, 8]",0,14,27,22,28,[],91,-3,1.0,"['exumda01', 'haywago01', 'hoodro01', 'goberru01', 'lylestr01', 'johnsjo02', 'inglejo01', 'witheje01', 'macksh01', 'diawbo01', 'netora01', 'bolomjo01', 'hillge01']","[7, 7]",0,division
201611200LAL,CHI,LAL,CHI,9:30p,"STAPLES Center, Los Angeles, California",30,31,24,25,[],110,-1,2.0,"['youngni01', 'randlju01', 'denglu01', 'russeda01', 'mozgoti01', 'willilo02', 'nancela02', 'clarkjo01', 'ingrabr01', 'blackta01', 'caldejo01', 'huertma01', 'robinth01']","[7, 6]",0,30,32,28,28,[],118,-1,1.0,"['butleji01', 'mirotni01', 'rondora01', 'gibsota01', 'lopezro01', 'canaais01', 'valende01', 'portibo01', 'grantje02', 'feliccr01', 'hunterj01', 'wadedw01', 'zipsepa01']","[8, 5]",0,none
201611200NYK,NYK,NYK,ATL,12:00p,"Madison Square Garden (IV), New York, New York",24,22,29,29,[],104,-1,3.0,"['leeco01', 'anthoca01', 'porzikr01', 'rosede01', 'oquinky01', 'hernawi01', 'jennibr01', 'holidju01', 'kuzmimi01', 'plumlma02', 'bakerro01', 'ndourma01', 'vujacsa01']","[5, 7]",0,20,21,25,28,[],94,-1,2.0,"['millspa01', 'korveky01', 'bazemke01', 'howardw01', 'schrode01', 'hardati02', 'delanma01', 'muscami01', 'princta02', 'humphkr01', 'bembrde01', 'kellyry01', 'sefolth01']","[9, 3]",0,conference
201611200OKC,IND,OKC,IND,7:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",21,33,16,33,[],111,2,2.0,"['westbru01', 'oladivi01', 'roberan03', 'adamsst01', 'sabondo01', 'lauvejo01', 'kanteen01', 'abrinal01', 'grantje01', 'morroan01', 'collini01', 'huestjo01', 'singlky01']","[8, 5]",0,30,28,21,24,[],115,-1,2.0,"['robingl02', 'ellismo01', 'teaguje01', 'turnemy01', 'youngth01', 'stuckro01', 'allenla01', 'jeffeal01', 'brookaa01', 'niangge01', 'milescj01', 'serapke01', 'youngjo01']","[6, 7]",0,none
201611200SAC,SAC,SAC,TOR,9:00p,"Golden 1 Center, Sacramento, California",36,22,28,16,[],102,-4,2.0,"['gayru01', 'barnema02', 'collida01', 'couside01', 'lawsoty01', 'koufoko01', 'afflaar01', 'templga01', 'tollian01', 'caulewi01', 'mclembe01', 'casspom01', 'papagge01']","[4, 9]",1,28,35,18,18,[],99,1,2.0,"['derozde01', 'valanjo01', 'lowryky01', 'carrode01', 'siakapa01', 'pattepa01', 'josepco01', 'rosste01', 'noguelu01', 'poeltja01', 'powelno01', 'wrighde01']","[8, 4]",0,none
201611210CHO,MEM,CHO,MEM,7:00p,"Spectrum Center, Charlotte, North Carolina",22,23,26,19,[],90,-1,2.0,"['batumni01', 'kiddgmi01', 'walkeke02', 'willima02', 'hibbero01', 'hawessp01', 'belinma01', 'kaminfr01', 'sessira01', 'roberbr01', 'harriaa01', 'woodch01', 'lambje01']","[8, 4]",0,32,37,15,21,[],105,4,2.0,"['conlemi01', 'gasolma01', 'allento01', 'greenja01', 'ennisja01', 'cartevi01', 'harrian01', 'randoza01', 'martija01', 'willitr02', 'danietr01', 'davisde01']","[8, 5]",0,none
201611210DET,HOU,DET,HOU,7:30p,"The Palace of Auburn Hills, Auburn Hills, Michigan",25,21,29,21,[],96,-3,2.0,"['caldwke01', 'morrima03', 'drumman01', 'smithis01', 'harrito02', 'leuerjo01', 'udrihbe01', 'baynear01', 'bullore01', 'johnsst04', 'marjabo01', 'hillida01', 'ellenhe01']","[6, 8]",0,18,33,28,20,[],99,2,2.0,"['hardeja01', 'capelca01', 'arizatr01', 'anderry01', 'beverpa01', 'gordoer01', 'dekkesa01', 'breweco01', 'hilarne01', 'mcdankj01', 'harremo01', 'ennisty01', 'brownbo02']","[8, 5]",0,none
201611210IND,GSW,IND,GSW,7:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",21,21,29,12,[],83,1,1.0,"['robingl02', 'youngth01', 'teaguje01', 'ellismo01', 'jeffeal01', 'stuckro01', 'serapke01', 'brookaa01', 'allenla01', 'youngjo01', 'niangge01', 'chrisra01', 'turnemy01']","[7, 7]",0,34,27,39,20,[],120,7,2.0,"['curryst01', 'greendr01', 'duranke01', 'thompkl01', 'pachuza01', 'clarkia01', 'iguodan01', 'livinsh01', 'westda01', 'mcgeeja01', 'mccawpa01', 'looneke01', 'mcadoja01']","[11, 2]",0,none
201611210LAC,LAC,LAC,TOR,10:30p,"STAPLES Center, Los Angeles, California",23,31,34,35,[],123,2,2.0,"['griffbl01', 'paulch01', 'jordade01', 'redicjj01', 'mbahalu01', 'crawfja01', 'riverau01', 'speigma01', 'feltora01', 'johnswe01', 'anderal01', 'bassbr01', 'piercpa01']","[12, 2]",0,19,26,34,36,[],115,-1,1.0,"['lowryky01', 'derozde01', 'valanjo01', 'powelno01', 'siakapa01', 'pattepa01', 'rosste01', 'josepco01', 'noguelu01', 'carrode01', 'poeltja01', 'wrighde01']","[8, 5]",0,none
201611210MIL,MIL,MIL,ORL,8:00p,"BMO Harris Bradley Center, Milwaukee, Wisconsin",20,29,20,24,[],93,-3,2.0,"['antetgi01', 'parkeja01', 'dellama01', 'snellto01', 'hensojo01', 'brogdma01', 'beaslmi01', 'terryja01', 'teletmi01', 'plumlmi01', 'monrogr01', 'novakst01', 'makerth01']","[5, 7]",0,27,17,30,15,[],89,2,2.0,"['ibakase01', 'fournev01', 'paytoel01', 'greenje02', 'vucevni01', 'biyombi01', 'gordoaa01', 'augusdj01', 'watsocj01', 'rudezda01', 'zimmest01', 'wilcocj01', 'hezonma01']","[6, 7]",0,conference
201611210MIN,BOS,MIN,BOS,8:00p,"Target Center, Minneapolis, Minnesota",21,31,29,12,[],93,-1,2.0,"['dienggo01', 'wiggian01', 'townska01', 'rubiori01', 'lavinza01', 'muhamsh01', 'dunnkr01', 'bjeline01', 'aldrico01', 'rushbr01', 'paynead01', 'jonesty01', 'hilljo01']","[4, 8]",0,23,19,26,31,[],99,1,2.0,"['horfoal01', 'bradlav01', 'thomais02', 'crowdja01', 'johnsam01', 'smartma01', 'jerebjo01', 'roziete01', 'brownja02', 'olynyke01', 'zellety01', 'youngja01', 'greenge01']","[7, 6]",0,none
201611210PHI,PHI,PHI,MIA,7:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",24,22,32,23,[],101,1,2.0,"['hendege02', 'ilyaser01', 'covinro01', 'embiijo01', 'rodrise01', 'okafoja01', 'stausni01', 'saricda01', 'bayleje01', 'mccontj01', 'thompho01', 'holmeri01']","[3, 10]",0,30,15,31,18,[],94,2,2.0,"['dragigo01', 'waitedi01', 'whiteha01', 'richajo01', 'willide02', 'johnsty01', 'mcgruro01', 'johnsja01', 'mcrobjo01', 'babbilu01', 'hasleud01', 'winslju01', 'reedwi02']","[4, 8]",0,conference
201611210SAS,SAS,SAS,DAL,8:30p,"AT&T Center, San Antonio, Texas",24,24,25,23,[],96,5,3.0,"['leonaka01', 'greenda02', 'gasolpa01', 'bertada01', 'murrade01', 'millspa02', 'leeda02', 'ginobma01', 'anderky01', 'forbebr01', 'simmojo02', 'aldrila01', 'parketo01']","[10, 3]",0,28,21,24,18,[],91,-5,2.0,"['barneha02', 'matthwe02', 'curryse01', 'mejrisa01', 'finnedo01', 'poweldw01', 'gibsojo01', 'anderju01', 'brussni01', 'bareajo01', 'bogutan01', 'hammoaj01', 'willide01']","[2, 10]",0,division
201611210WAS,WAS,WAS,PHO,7:00p,"Verizon Center, Washington, District of Columbia",26,24,25,31,[],106,-1,2.0,"['bealbr01', 'walljo01', 'gortama01', 'morrima02', 'porteot01', 'oubreke01', 'thornma01', 'satorto01', 'smithja02', 'burketr01', 'ochefda01', 'nichoan01', 'mcclesh01']","[3, 9]",0,20,26,34,21,[],101,-1,2.0,"['bledser01', 'bookede01', 'lenal01', 'knighbr03', 'chrisma01', 'dudleja01', 'tuckepj01', 'willial03', 'barbole01', 'ulisty01', 'jonesde02', 'jenkijo01', 'bendedr01']","[4, 10]",0,none
201611220ATL,NOP,ATL,NOP,7:30p,"Philips Arena, Atlanta, Georgia",14,30,27,23,[],94,-2,2.0,"['korveky01', 'schrode01', 'millspa01', 'howardw01', 'bazemke01', 'sefolth01', 'hardati02', 'delanma01', 'princta02', 'muscami01', 'humphkr01', 'bembrde01', 'kellyry01']","[9, 4]",0,34,32,29,17,[],112,2,3.0,"['fraziti01', 'cunnida01', 'mooreet01', 'asikom01', 'davisan02', 'joneste01', 'holidjr01', 'hillso01', 'gallola01', 'hieldbu01', 'brownan02', 'ajincal01']","[4, 10]",0,none
201611220DEN,DEN,DEN,CHI,9:00p,"Pepsi Center, Denver, Colorado",19,41,31,19,[],110,1,2.0,"['gallida01', 'nurkiju01', 'mudiaem01', 'bartowi01', 'farieke01', 'chandwi01', 'murraja01', 'nelsoja01', 'jokicni01', 'hernaju01', 'geeal01', 'beaslma01', 'arthuda01']","[5, 8]",0,31,29,28,19,[],107,1,2.0,"['butleji01', 'lopezro01', 'gibsota01', 'wadedw01', 'rondora01', 'mirotni01', 'canaais01', 'valende01', 'portibo01', 'zipsepa01', 'hunterj01', 'grantje02', 'feliccr01']","[9, 5]",0,none
201611220LAL,LAL,LAL,OKC,10:30p,"STAPLES Center, Los Angeles, California",29,20,31,31,[],111,-2,2.0,"['mozgoti01', 'youngni01', 'caldejo01', 'randlju01', 'denglu01', 'nancela02', 'clarkjo01', 'ingrabr01', 'willilo02', 'blackta01', 'huertma01', 'robinth01', 'artesro01']","[7, 7]",0,16,32,26,35,[],109,-1,2.0,"['oladivi01', 'westbru01', 'adamsst01', 'roberan03', 'sabondo01', 'grantje01', 'lauvejo01', 'kanteen01', 'morroan01', 'abrinal01', 'chrisse01', 'collini01', 'singlky01']","[8, 6]",1,conference
201611220NYK,NYK,NYK,POR,7:30p,"Madison Square Garden (IV), New York, New York",28,32,21,26,[],107,1,2.0,"['porzikr01', 'anthoca01', 'rosede01', 'leeco01', 'oquinky01', 'jennibr01', 'hernawi01', 'kuzmimi01', 'holidju01', 'ndourma01', 'vujacsa01', 'plumlma02', 'bakerro01']","[6, 7]",0,33,25,23,22,[],103,1,2.0,"['mccolcj01', 'lillada01', 'harklma01', 'davised01', 'plumlma01', 'turneev01', 'crabbal01', 'leoname01', 'vonleno01', 'quartti01', 'napiesh01', 'laymaja01', 'connapa01']","[8, 7]",0,none
201611230BRK,BOS,BRK,BOS,7:30p,"Barclays Center, Brooklyn, New York",16,33,17,26,[],92,-4,3.0,"['booketr01', 'bogdabo02', 'lopezbr01', 'whiteis01', 'holliro01', 'kilpase01', 'harrijo01', 'hamilju01', 'scolalu01', 'foyera01', 'ferreyo01', 'bennean01', 'mcculch01']","[4, 9]",0,30,21,28,32,[],111,2,2.0,"['bradlav01', 'thomais02', 'horfoal01', 'crowdja01', 'johnsam01', 'smartma01', 'roziete01', 'olynyke01', 'jerebjo01', 'zellety01', 'brownja02', 'youngja01', 'greenge01']","[8, 6]",1,division
201611230CHO,SAS,CHO,SAS,7:00p,"Spectrum Center, Charlotte, North Carolina",28,32,24,30,[],114,-2,2.0,"['batumni01', 'walkeke02', 'kiddgmi01', 'willima02', 'hibbero01', 'kaminfr01', 'belinma01', 'hawessp01', 'sessira01', 'lambje01', 'woodch01', 'roberbr01', 'grahatr01']","[8, 5]",0,30,29,25,35,[],119,6,2.0,"['aldrila01', 'leonaka01', 'greenda02', 'gasolpa01', 'parketo01', 'millspa02', 'leeda02', 'ginobma01', 'simmojo02', 'bertada01', 'anderky01', 'murrade01', 'laproni01']","[11, 3]",0,none
201611230CLE,CLE,CLE,POR,7:00p,"Quicken Loans Arena, Cleveland, Ohio",46,35,31,25,[],137,1,5.0,"['jamesle01', 'irvinky01', 'loveke01', 'smithjr01', 'thomptr01', 'jefferi01', 'shumpim01', 'mcraejo01', 'fryech01', 'anderch01', 'liggide01', 'jonesja02', 'dunlemi02']","[10, 2]",0,31,29,32,33,[],125,-1,1.0,"['lillada01', 'harklma01', 'mccolcj01', 'plumlma01', 'davised01', 'turneev01', 'crabbal01', 'vonleno01', 'leoname01', 'connapa01', 'napiesh01', 'quartti01', 'laymaja01']","[8, 8]",0,none
201611230DAL,LAC,DAL,LAC,8:30p,"American Airlines Center, Dallas, Texas",26,19,25,34,[],104,-6,2.0,"['barneha02', 'matthwe02', 'curryse01', 'bogutan01', 'nowitdi01', 'gibsojo01', 'finnedo01', 'anderju01', 'brussni01', 'poweldw01', 'mejrisa01', 'hammoaj01', 'willide01']","[2, 11]",0,32,36,25,31,[],124,3,2.0,"['griffbl01', 'jordade01', 'paulch01', 'redicjj01', 'mbahalu01', 'crawfja01', 'riverau01', 'feltora01', 'speigma01', 'johnswe01', 'bassbr01', 'piercpa01', 'anderal01']","[13, 2]",0,conference
201611230DET,DET,DET,MIA,7:30p,"The Palace of Auburn Hills, Auburn Hills, Michigan",28,28,30,21,[],107,-4,2.0,"['harrito02', 'caldwke01', 'morrima03', 'drumman01', 'smithis01', 'udrihbe01', 'leuerjo01', 'johnsst04', 'baynear01', 'hillida01', 'marjabo01', 'bullore01']","[6, 9]",0,16,26,22,20,[],84,-1,2.0,"['whiteha01', 'dragigo01', 'waitedi01', 'richajo01', 'willide02', 'johnsja01', 'johnsty01', 'mcgruro01', 'babbilu01', 'mcrobjo01', 'hasleud01', 'winslju01', 'reedwi02']","[4, 9]",0,conference
201611230GSW,GSW,GSW,LAL,10:30p,"Oracle Arena, Oakland, California",41,39,26,43,[],149,8,2.0,"['duranke01', 'curryst01', 'greendr01', 'thompkl01', 'pachuza01', 'iguodan01', 'clarkia01', 'livinsh01', 'mccawpa01', 'westda01', 'mcgeeja01', 'varejan01', 'looneke01']","[12, 2]",0,26,23,29,28,[],106,1,1.0,"['ingrabr01', 'denglu01', 'caldejo01', 'youngni01', 'mozgoti01', 'clarkjo01', 'willilo02', 'nancela02', 'blackta01', 'artesro01', 'huertma01', 'robinth01', 'randlju01']","[8, 7]",1,division
201611230HOU,TOR,HOU,TOR,8:00p,"Toyota Center, Houston, Texas",20,19,35,28,[],102,3,2.0,"['hardeja01', 'beverpa01', 'arizatr01', 'capelca01', 'anderry01', 'gordoer01', 'dekkesa01', 'harremo01', 'breweco01', 'hilarne01', 'mcdankj01', 'ennisty01', 'brownbo02']","[9, 5]",0,24,30,36,25,[],115,-2,2.0,"['derozde01', 'lowryky01', 'valanjo01', 'carrode01', 'siakapa01', 'pattepa01', 'josepco01', 'rosste01', 'noguelu01', 'wrighde01', 'powelno01', 'poeltja01']","[8, 6]",0,none
201611230IND,ATL,IND,ATL,7:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",24,20,22,19,[],85,-1,2.0,"['youngth01', 'teaguje01', 'georgpa01', 'turnemy01', 'ellismo01', 'stuckro01', 'jeffeal01', 'robingl02', 'allenla01', 'brookaa01', 'youngjo01', 'niangge01', 'chrisra01']","[7, 8]",0,31,18,25,22,[],96,-3,1.0,"['millspa01', 'howardw01', 'sefolth01', 'bazemke01', 'schrode01', 'muscami01', 'delanma01', 'hardati02', 'princta02', 'korveky01', 'kellyry01', 'humphkr01', 'bembrde01']","[9, 5]",0,conference
201611230NOP,NOP,NOP,MIN,9:30p,"Smoothie King Center, New Orleans, Louisiana",31,22,36,28,[],117,3,1.0,"['davisan02', 'fraziti01', 'asikom01', 'mooreet01', 'cunnida01', 'gallola01', 'joneste01', 'holidjr01', 'hillso01', 'hieldbu01', 'brownan02', 'ajincal01']","[5, 10]",0,26,24,18,28,[],96,-2,2.0,"['lavinza01', 'wiggian01', 'townska01', 'dienggo01', 'rubiori01', 'dunnkr01', 'bjeline01', 'muhamsh01', 'aldrico01', 'paynead01', 'rushbr01', 'jonesty01', 'hilljo01']","[4, 9]",0,conference
201611230ORL,PHO,ORL,PHO,7:00p,"Amway Center, Orlando, Florida",22,22,22,21,[],87,-1,2.0,"['fournev01', 'ibakase01', 'paytoel01', 'vucevni01', 'greenje02', 'biyombi01', 'augusdj01', 'gordoaa01', 'watsocj01', 'rudezda01', 'hezonma01', 'wilcocj01', 'onuakar01']","[6, 8]",0,24,22,22,24,[],92,-2,2.0,"['lenal01', 'bookede01', 'bledser01', 'knighbr03', 'chrisma01', 'tuckepj01', 'dudleja01', 'barbole01', 'ulisty01', 'bendedr01', 'willial03', 'jonesde02', 'jenkijo01']","[4, 11]",0,none
201611230PHI,MEM,PHI,MEM,7:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",26,25,20,15,[5],99,2,2.0,"['covinro01', 'ilyaser01', 'embiijo01', 'thompho01', 'rodrise01', 'stausni01', 'bayleje01', 'okafoja01', 'saricda01', 'mccontj01', 'luwawti01', 'holmeri01', 'hendege02']","[4, 10]",0,20,23,20,23,[5],104,5,2.0,"['gasolma01', 'conlemi01', 'greenja01', 'danietr01', 'allento01', 'harrian01', 'cartevi01', 'randoza01', 'martija01', 'davisde01', 'willitr02', 'ennisja01']","[9, 5]",0,none
