index,elo_prob1,raptor_prob1,elo1_pre,elo2_pre,raptor1_pre,raptor2_pre,perMetricEloAway,perMetricEloHome,perMetricEloNAway,perMetricEloNHome,perMetricRaptorAway,perMetricRaptorHome,perMetricRaptorNAway,perMetricRaptorNHome
202103160HOU,0.4418468755935807,0.3342752317422416,1348.80250659074,1489.39513531911,1328.8701154504,1522.38658208923,1.9858059276508653,-6.908880881820579,0.9480655553922752,-6.121803808288104,-1.4214451767600025,-5.197239928467546,-2.3218287468590044,-4.8221463324150085
202103160MIA,0.8554749420275111,0.8639778890406205,1555.90290304422,1346.99724673997,1560.2760414394,1310.77049437678,1.0943691053505231,0.7216592585410453,1.287837696655722,-0.1099880076755888,2.7480491542256136,1.0035483030111756,2.9276306062956707,0.1690040897715056
202103160POR,0.6922133458202777,0.5656405018683528,1514.8094175293,1474.01334409825,1486.00662689227,1514.02457638571,-2.622007866506575,1.9549941596571287,-2.521526439795508,2.317457252148927,-3.7541736773005887,2.631812259491653,-3.710427428465227,2.7597477937844967
202103160LAL,0.9089843800775134,0.7125043993597869,1639.54957147786,1339.77337591196,1545.40439687502,1420.09655811788,-2.7005835595197283,-1.168760552909319,-3.205208453394897,-1.1956309259876736,-5.081955910684227,1.913883683520744,-5.297778080572622,1.580218727298882
202103170PHI,0.6609847942060227,0.4228205625293942,1625.29027273884,1609.301356426,1565.92691109046,1643.8383914485,-0.5605653874637042,4.609112648839783,-1.3051398289739218,3.841216149134836,-2.1180131860811287,2.655438575301364,-2.555551176318938,1.796399093940094
202103170IND,0.5074373837034949,0.4802409680731657,1510.60252939571,1605.43412466481,1517.96418351212,1605.04755913757,4.26530629791538,-2.650179342793507,3.600700868745204,-2.8156354239940296,2.728620447186511,-1.6675890983185155,2.097408052393853,-1.8411085760418449
202103170DET,0.4747139718434879,0.445724436051542,1405.45101137735,1523.0365454724,1399.14788515681,1516.29112049344,-6.567068220822325,-2.4183555457817505,-5.198139837176578,-1.7650991439074053,-4.253602885212047,-2.307833397929498,-3.444180003103812,-1.599548499561293
202103170WAS,0.6197090440964094,0.4969156558885156,1390.85387562859,1406.02514074469,1395.1493560531,1468.86350504351,-1.396542699471631,0.8130067414183824,-1.1841733132506904,1.5181046215119955,-1.5852542492052386,0.8798654745491863,-1.173274983870189,1.3874055231412317
202103170CLE,0.3621533614359154,0.260947989442831,1343.87677632954,1542.20627655232,1317.84745108453,1570.57291019121,-2.6693911593226645,0.9498440473780344,-2.597182206723512,1.3737493642893808,-2.7038148489679976,2.6120270432662345,-2.259280089282905,3.0263080927817683
202103170CHI,0.593635355191673,0.4530033194789327,1471.15676913769,1505.31523208819,1436.34529069477,1498.82113325136,0.7733120630405317,2.1474335857132427,0.6094266996967702,1.847943361539781,1.3608514200385606,2.831094567681141,1.3210372638463443,2.638612023898429
