,Name,Id,height,weight,PG,SG,SF,PF,CE,salary,shoots,debut,birth,experience
26,Dahntay Jones,jonesda02,198,102,-1,2,1,-1,-1,387632.0,Right,"November 21, 2003","December 27, 1980",13 years
27,DeAndre Jordan,jordade01,211,120,-1,-1,-1,-1,1,11440124.0,Left,"November 1, 2008","July 21, 1988",14 years
28,Chris Paul,paulch01,183,79,1,-1,-1,-1,-1,20068563.0,Right,"November 1, 2005","May 6, 1985",17 years
29,J.J. Redick,redicjj01,190,90,2,1,-1,-1,-1,6583500.0,Right,"November 25, 2006","June 24, 1984",15 years
30,Austin Rivers,riverau01,193,90,2,1,-1,-1,-1,2439840.0,Right,"October 31, 2012","August 1, 1992",10 years
31,Nate Robinson,robinna01,175,81,1,-1,-1,-1,-1,2106720.0,Right,"November 2, 2005","May 31, 1984",11 years
32,Hedo Türkoğlu,turkohe01,208,99,-1,-1,1,2,-1,1448490.0,Right,"November 1, 2000","March 19, 1979",15 years
33,Ekpe Udoh,udohek01,208,111,-1,-1,-1,2,1,981084.0,Right,"December 10, 2010","May 20, 1987",7 years
34,C.J. Wilcox,wilcocj01,196,88,-1,1,-1,-1,-1,1109760.0,Right,"December 3, 2014","December 30, 1990",3 years
35,Al-Farouq Aminu,aminual01,203,99,-1,-1,2,1,-1,981084.0,Right,"October 27, 2010","September 21, 1990",11 years
36,J.J. Barea,bareajo01,178,81,1,2,-1,-1,-1,1310286.0,Right,"November 4, 2006","June 26, 1984",14 years
37,Tyson Chandler,chandty01,213,106,-1,-1,-1,2,1,14598888.0,Right,"October 31, 2001","October 2, 1982",19 years
38,Jae Crowder,crowdja01,198,106,-1,-1,1,2,-1,915243.0,Right,"October 30, 2012","July 6, 1990",10 years
39,Monta Ellis,ellismo01,190,83,-1,1,-1,-1,-1,8360000.0,Right,"November 12, 2005","October 26, 1985",12 years
40,Raymond Felton,feltora01,185,92,1,2,-1,-1,-1,3793693.0,Right,"November 2, 2005","June 26, 1984",14 years
41,Devin Harris,harride01,190,83,1,2,-1,-1,-1,3878000.0,Right,"November 2, 2004","February 27, 1983",15 years
42,Bernard James,jamesbe01,208,108,-1,-1,-1,-1,1,915243.0,Left,"October 31, 2012","February 7, 1985",3 years
43,Richard Jefferson,jefferi01,201,105,-1,-1,1,-1,-1,1448490.0,Right,"October 30, 2001","June 21, 1980",17 years
44,Ricky Ledo,ledori01,201,88,-1,1,-1,-1,-1,816482.0,Right,"November 1, 2013","September 10, 1992",2 years
45,Jameer Nelson,nelsoja01,183,86,1,-1,-1,-1,-1,2732000.0,Right,"November 3, 2004","February 9, 1982",14 years
46,Dirk Nowitzki,nowitdi01,213,111,-1,-1,-1,1,2,7974482.0,Right,"February 5, 1999","June 19, 1978",21 years
47,Chandler Parsons,parsoch01,206,104,-1,-1,1,2,-1,14700000.0,Right,"December 29, 2011","October 25, 1988",9 years
48,Dwight Powell,poweldw01,208,108,-1,-1,-1,2,1,507336.0,Right,"November 14, 2014","July 20, 1991",8 years
49,Rajon Rondo,rondora01,185,81,1,-1,-1,-1,-1,12909091.0,Right,"November 1, 2006","February 22, 1986",16 years
50,Greg Smith,smithgr02,208,113,-1,-1,-1,2,1,948163.0,Right,"February 19, 2012","January 8, 1991",5 years
51,Amar'e Stoudemire,stoudam01,208,111,-1,-1,-1,1,2,23410988.0,Right,"October 30, 2002","November 16, 1982",14 years
52,Charlie Villanueva,villach01,211,105,-1,-1,-1,1,-1,1316809.0,Right,"November 2, 2005","August 24, 1984",11 years
53,Brandan Wright,wrighbr03,208,95,-1,-1,-1,1,2,5000000.0,Left,"November 6, 2007","October 5, 1987",10 years
54,Bruno Caboclo,cabocbr01,206,98,-1,-1,1,3,2,1458360.0,Right,"November 21, 2014","September 21, 1995",7 years
55,DeMar DeRozan,derozde01,198,99,-1,1,3,2,-1,9500000.0,Right,"October 28, 2009","August 7, 1989",13 years
56,Landry Fields,fieldla01,201,95,-1,2,1,-1,-1,6250000.0,Right,"October 27, 2010","June 27, 1988",5 years
57,Tyler Hansbrough,hansbty01,206,113,-1,-1,-1,1,-1,3326235.0,Right,"November 6, 2009","November 3, 1985",7 years
58,Chuck Hayes,hayesch01,198,108,-1,-1,-1,2,1,5958750.0,Right,"January 18, 2006","June 11, 1983",11 years
59,Amir Johnson,johnsam01,206,108,-1,-1,3,1,2,7000000.0,Right,"January 24, 2006","May 1, 1987",14 years
60,James Johnson,johnsja01,201,108,-1,-1,2,1,3,2500000.0,Right,"October 30, 2009","February 20, 1987",13 years
61,Kyle Lowry,lowryky01,183,88,1,-1,-1,-1,-1,12000000.0,Right,"November 1, 2006","March 25, 1986",16 years
62,Lucas Nogueira,noguelu01,213,109,-1,-1,-1,-1,1,1762680.0,Right,"November 21, 2014","July 26, 1992",4 years
63,Patrick Patterson,pattepa01,203,106,-1,-1,-1,1,-1,5831326.0,Right,"December 15, 2010","March 14, 1989",11 years
64,Terrence Ross,rosste01,198,93,-1,1,2,-1,-1,2793960.0,Right,"October 31, 2012","February 5, 1991",10 years
65,Greg Stiemsma,stiemgr01,211,117,-1,-1,-1,-1,1,981084.0,Right,"December 28, 2011","September 26, 1985",4 years
66,Jonas Valančiūnas,valanjo01,211,120,-1,-1,-1,-1,1,3678360.0,Right,"October 31, 2012","May 6, 1992",10 years
67,Greivis Vásquez,vasqugr01,198,98,1,-1,-1,-1,-1,6400000.0,Right,"October 30, 2010","January 16, 1987",7 years
68,Lou Williams,willilo02,185,79,1,2,-1,-1,-1,5450000.0,Right,"November 2, 2005","October 27, 1986",17 years
69,Steven Adams,adamsst01,211,120,-1,-1,-1,-1,1,2184960.0,Right,"October 30, 2013","July 20, 1993",9 years
70,D.J. Augustin,augusdj01,180,83,1,-1,-1,-1,-1,3000000.0,Right,"October 30, 2008","November 10, 1987",14 years
71,Nick Collison,collini01,208,115,-1,-1,-1,1,2,2242003.0,Right,"November 3, 2004","October 26, 1980",14 years
72,Kevin Durant,duranke01,208,108,-1,3,1,2,-1,18995624.0,Right,"October 31, 2007","September 29, 1988",14 years
73,Enes Freedom,kanteen01,208,113,-1,-1,-1,-1,1,5694674.0,Right,"December 27, 2011","May 20, 1992",11 years
74,Serge Ibaka,ibakase01,208,106,-1,-1,-1,1,2,12350000.0,Right,"October 30, 2009","September 18, 1989",13 years
75,Reggie Jackson,jacksre01,188,94,1,2,-1,-1,-1,2204370.0,Right,"December 31, 2011","April 16, 1990",11 years
76,Grant Jerrett,jerregr01,208,106,-1,-1,-1,1,-1,816481.0,Right,"November 28, 2014","July 8, 1993",1 year
77,Perry Jones,jonespe01,211,106,-1,-1,1,2,-1,1129200.0,Right,"November 2, 2012","September 24, 1991",3 years
78,Jeremy Lamb,lambje01,196,81,-1,1,2,-1,-1,2202000.0,Right,"November 2, 2012","May 30, 1992",10 years
79,Mitch McGary,mcgarmi01,208,115,-1,-1,-1,1,-1,1400040.0,Left,"December 14, 2014","June 6, 1992",2 years
80,Anthony Morrow,morroan01,196,95,-1,1,-1,-1,-1,3200000.0,Right,"November 9, 2008","September 27, 1985",9 years
81,Steve Novak,novakst01,208,102,-1,-1,2,1,-1,3445946.0,Right,"November 1, 2006","June 13, 1983",11 years
82,Kendrick Perkins,perkike01,208,122,-1,-1,-1,-1,1,9654342.0,Right,"December 13, 2003","November 10, 1984",14 years
83,Andre Roberson,roberan03,201,95,-1,1,2,-1,-1,1160880.0,Right,"November 1, 2013","December 4, 1991",7 years
84,Kyle Singler,singlky01,203,103,-1,-1,1,-1,-1,1090000.0,Right,"October 31, 2012","May 4, 1988",6 years
85,Ish Smith,smithis01,183,79,1,-1,-1,-1,-1,981084.0,Right,"October 26, 2010","July 5, 1988",12 years
86,Sebastian Telfair,telfase01,183,74,1,-1,-1,-1,-1,915243.0,Right,"November 5, 2004","June 9, 1985",10 years
87,Lance Thomas,thomala01,203,108,-1,-1,2,1,-1,403784.0,Right,"December 28, 2011","April 24, 1988",9 years
88,Dion Waiters,waitedi01,190,97,-1,1,-1,-1,-1,4062000.0,Right,"October 30, 2012","December 10, 1991",8 years
89,Russell Westbrook,westbru01,190,90,1,-1,-1,-1,-1,15719062.0,Right,"October 29, 2008","November 12, 1988",14 years
90,Trevor Ariza,arizatr01,203,97,-1,2,1,-1,-1,8579089.0,Right,"November 3, 2004","June 30, 1985",18 years
91,Patrick Beverley,beverpa01,185,81,1,2,-1,-1,-1,915243.0,Right,"January 15, 2013","July 12, 1988",10 years
92,Tarik Black,blackta01,206,113,-1,-1,-1,-1,1,507336.0,Right,"October 28, 2014","November 22, 1991",4 years
93,Corey Brewer,breweco01,206,84,-1,2,1,3,-1,4702500.0,Right,"November 2, 2007","March 5, 1986",13 years
94,Isaiah Canaan,canaais01,183,91,1,2,-1,-1,-1,816482.0,Right,"December 25, 2013","May 21, 1991",6 years
95,Clint Capela,capelca01,208,108,-1,-1,-1,-1,1,1189200.0,Right,"November 6, 2014","May 18, 1994",8 years
96,Troy Daniels,danietr01,193,90,-1,1,-1,-1,-1,816482.0,Right,"March 5, 2014","July 15, 1991",7 years
97,Joey Dorsey,dorsejo01,203,121,-1,-1,-1,1,2,948163.0,Right,"November 9, 2008","December 16, 1983",4 years
98,Francisco García,garcifr01,201,88,-1,2,1,-1,-1,1316809.0,Right,"November 1, 2005","December 31, 1981",10 years
99,James Harden,hardeja01,196,99,2,1,-1,-1,-1,14728844.0,Left,"October 28, 2009","August 26, 1989",13 years
100,Dwight Howard,howardw01,208,120,-1,-1,-1,2,1,21436271.0,Right,"November 3, 2004","December 8, 1985",18 years
101,Nick Johnson,johnsni01,190,91,-1,1,-1,-1,-1,507336.0,Right,"November 1, 2014","December 22, 1992",1 year
102,Terrence Jones,joneste01,206,114,-1,-1,-1,1,-1,1618680.0,Left,"November 10, 2012","January 9, 1992",6 years
103,K.J. McDaniels,mcdankj01,198,92,-1,2,1,-1,-1,507336.0,Right,"October 29, 2014","February 9, 1993",3 years
104,Donatas Motiejūnas,motiedo01,213,100,-1,-1,-1,1,-1,1483920.0,Left,"November 10, 2012","September 20, 1990",6 years
105,Kostas Papanikolaou,papanko01,203,102,-1,-1,1,-1,-1,4800000.0,Left,"October 28, 2014","July 31, 1990",2 years
106,Pablo Prigioni,prigipa01,190,83,1,-1,-1,-1,-1,1662961.0,Right,"November 2, 2012","May 17, 1977",4 years
107,Alexey Shved,shvedal01,198,86,-1,1,-1,-1,-1,3282056.0,Right,"November 2, 2012","December 16, 1988",3 years
108,Josh Smith,smithjo03,206,102,-1,-1,2,1,-1,14000000.0,Left,"November 3, 2004","December 5, 1985",13 years
109,Jason Terry,terryja01,188,83,2,1,-1,-1,-1,5850313.0,Right,"November 2, 1999","September 15, 1977",19 years
110,Kyle Anderson,anderky01,206,104,-1,-1,1,2,-1,1093680.0,Right,"November 6, 2014","September 20, 1993",8 years
111,Jeff Ayres,pendeje02,206,108,-1,-1,-1,1,2,1828750.0,Right,"December 22, 2009","April 29, 1987",6 years
112,Aron Baynes,baynear01,208,117,-1,-1,-1,-1,1,2077000.0,Right,"January 25, 2013","December 9, 1986",9 years
113,Marco Belinelli,belinma01,196,99,-1,1,2,-1,-1,2873750.0,Right,"October 30, 2007","March 25, 1986",13 years
114,Matt Bonner,bonnema01,208,106,-1,-1,-1,1,2,1448490.0,Right,"November 3, 2004","April 5, 1980",12 years
115,Austin Daye,dayeau01,211,99,-1,-1,1,-1,-1,1063384.0,Right,"October 30, 2009","June 5, 1988",6 years
116,Boris Diaw,diawbo01,203,113,-1,2,-1,1,-1,7500000.0,Right,"October 29, 2003","April 16, 1982",14 years
117,Tim Duncan,duncati01,211,113,-1,-1,-1,2,1,10000000.0,Right,"October 31, 1997","April 25, 1976",19 years
118,Manu Ginóbili,ginobma01,198,92,-1,1,-1,-1,-1,7000000.0,Left,"October 29, 2002","July 28, 1977",16 years
119,Danny Green,greenda02,198,97,-1,1,2,-1,-1,4025000.0,Right,"November 12, 2009","June 22, 1987",13 years
120,JaMychal Green,greenja01,203,102,-1,-1,-1,1,-1,59686.0,Right,"January 18, 2015","June 21, 1990",8 years
121,Cory Joseph,josepco01,190,90,1,2,-1,-1,-1,2023261.0,Right,"December 26, 2011","August 20, 1991",11 years
122,Kawhi Leonard,leonaka01,201,102,-1,-1,1,-1,-1,2894059.0,Right,"December 26, 2011","June 29, 1991",10 years
123,Patty Mills,millspa02,185,81,1,2,-1,-1,-1,3842105.0,Right,"January 4, 2010","August 11, 1988",13 years
124,Tony Parker,parketo01,188,83,1,-1,-1,-1,-1,12500000.0,Right,"October 30, 2001","May 17, 1982",18 years
125,Tiago Splitter,splitti01,211,111,-1,-1,-1,2,1,9250000.0,Right,"November 1, 2010","January 1, 1985",7 years
126,Reggie Williams,willire02,198,92,-1,-1,1,-1,-1,125104.0,Left,"March 2, 2010","September 14, 1986",7 years
127,Lou Amundson,amundlo01,206,99,-1,-1,-1,1,-1,409167.0,Right,"February 24, 2007","December 7, 1982",10 years
128,Will Cherry,cherrwi01,183,83,1,-1,-1,-1,-1,25000.0,Right,"November 7, 2014","February 8, 1991",1 year
129,Matthew Dellavedova,dellama01,190,90,1,2,-1,-1,-1,816482.0,Right,"November 2, 2013","September 8, 1990",8 years
130,Joe Harris,harrijo01,198,99,-1,1,2,-1,-1,884879.0,Right,"October 31, 2014","September 6, 1991",8 years
131,Brendan Haywood,haywobr01,213,121,-1,-1,-1,-1,1,7798000.0,Right,"November 27, 2001","November 27, 1979",13 years
132,Kyrie Irving,irvinky01,188,88,1,-1,-1,-1,-1,7070730.0,Right,"December 26, 2011","March 23, 1992",11 years
133,LeBron James,jamesle01,206,113,3,4,1,2,-1,20644400.0,Right,"October 29, 2003","December 30, 1984",19 years
134,James Jones,jonesja02,203,98,-1,2,1,-1,-1,1448490.0,Right,"December 26, 2003","October 4, 1980",14 years
135,Alex Kirk,kirkal01,213,111,-1,-1,-1,-1,1,65000.0,Right,"November 4, 2014","November 14, 1991",1 year
136,Kevin Love,loveke01,203,113,-1,-1,-1,1,2,15719062.0,Right,"October 29, 2008","September 7, 1988",14 years
137,Shawn Marion,mariosh01,201,99,-1,-1,1,2,-1,1448490.0,Right,"November 2, 1999","May 7, 1978",16 years
138,Mike Miller,millemi01,203,98,-1,2,1,-1,-1,6600000.0,Right,"October 31, 2000","February 19, 1980",17 years
139,Timofey Mozgov,mozgoti01,216,124,-1,-1,-1,-1,1,4650000.0,Right,"October 27, 2010","July 16, 1986",8 years
140,A.J. Price,priceaj01,188,82,1,2,-1,-1,-1,62552.0,Right,"October 30, 2009","October 7, 1986",6 years
141,Iman Shumpert,shumpim01,196,97,3,1,2,-1,-1,2616975.0,Right,"December 25, 2011","June 26, 1990",10 years
142,J.R. Smith,smithjr01,198,102,-1,1,2,-1,-1,6516000.0,Right,"November 3, 2004","September 9, 1985",16 years
143,Tristan Thompson,thomptr01,206,115,-1,-1,-1,1,2,5138430.0,Left Right,"December 26, 2011","March 13, 1991",11 years
144,Anderson Varejão,varejan01,208,123,-1,-1,-1,2,1,9704595.0,Right,"November 4, 2004","September 28, 1982",14 years
145,Arron Afflalo,afflaar01,196,95,-1,1,2,-1,-1,7750000.0,Right,"November 1, 2007","October 15, 1985",11 years
146,LaMarcus Aldridge,aldrila01,211,113,-1,-1,-1,1,2,16006000.0,Right,"November 12, 2006","July 19, 1985",16 years
147,Will Barton,bartowi01,198,82,-1,1,2,-1,-1,915243.0,Right,"November 2, 2012","January 6, 1991",10 years
148,Nicolas Batum,batumni01,203,104,-1,2,1,3,-1,11765500.0,Right,"October 28, 2008","December 14, 1988",14 years
149,Steve Blake,blakest01,190,78,1,-1,-1,-1,-1,2077000.0,Right,"October 29, 2003","February 26, 1980",13 years
150,Victor Claver,clavevi01,206,101,-1,-1,1,-1,-1,1370000.0,Right,"November 3, 2012","August 30, 1988",3 years
151,Allen Crabbe,crabbal01,196,96,-1,1,2,-1,-1,862000.0,Right,"November 1, 2013","April 9, 1992",7 years
152,Tim Frazier,fraziti01,183,77,1,-1,-1,-1,-1,59686.0,Right,"February 6, 2015","November 1, 1990",8 years
153,Joel Freeland,freeljo01,208,113,-1,-1,-1,2,1,3013512.0,Right,"November 2, 2012","February 7, 1987",3 years
154,Alonzo Gee,geeal01,198,102,-1,2,1,-1,-1,1063384.0,Right,"March 11, 2010","May 29, 1987",8 years
155,Chris Kaman,kamanch01,213,120,-1,-1,-1,-1,1,4800000.0,Right,"October 30, 2003","April 28, 1982",13 years
156,Meyers Leonard,leoname01,213,117,-1,-1,-1,2,1,2317920.0,Right,"October 31, 2012","February 27, 1992",9 years
157,Damian Lillard,lillada01,188,88,1,-1,-1,-1,-1,3340920.0,Right,"October 31, 2012","July 15, 1990",10 years
158,Robin Lopez,lopezro01,213,127,-1,-1,-1,-1,1,6124728.0,Right,"October 29, 2008","April 1, 1988",14 years
159,Wesley Matthews,matthwe02,193,99,-1,1,2,-1,-1,7245640.0,Right,"October 28, 2009","October 14, 1986",13 years
160,CJ McCollum,mccolcj01,190,86,-1,1,-1,-1,-1,2421000.0,Right,"January 8, 2014","September 19, 1991",9 years
161,Thomas Robinson,robinth01,208,107,-1,-1,-1,1,-1,3678360.0,Right,"October 31, 2012","March 17, 1991",5 years
162,Dorell Wright,wrighdo01,206,92,-1,-1,1,-1,-1,3150000.0,Right,"February 5, 2005","December 2, 1985",12 years
163,Pero Antić,anticpe01,211,117,-1,-1,-1,-1,1,1250000.0,Right,"October 30, 2013","July 29, 1982",2 years
164,Kent Bazemore,bazemke01,193,88,-1,2,1,-1,-1,2000000.0,Left,"November 9, 2012","July 1, 1989",10 years
165,Elton Brand,brandel01,203,124,-1,-1,-1,1,2,2000000.0,Right,"November 3, 1999","March 11, 1979",17 years
166,DeMarre Carroll,carrode01,198,97,-1,-1,1,2,3,2442455.0,Right,"October 28, 2009","July 27, 1986",11 years
167,Al Horford,horfoal01,206,108,-1,-1,-1,-1,1,12000000.0,Right,"November 2, 2007","June 3, 1986",15 years
168,John Jenkins,jenkijo01,193,97,-1,1,-1,-1,-1,1312920.0,Right,"November 11, 2012","March 6, 1991",6 years
169,Kyle Korver,korveky01,201,96,-1,1,2,3,-1,6253521.0,Right,"October 28, 2003","March 17, 1981",17 years
170,Shelvin Mack,macksh01,190,92,1,2,-1,-1,-1,2433333.0,Right,"December 26, 2011","April 22, 1990",8 years
171,Paul Millsap,millspa01,201,116,-1,-1,-1,1,2,9500000.0,Right,"November 1, 2006","February 10, 1985",16 years
172,Mike Muscala,muscami01,208,108,-1,-1,-1,2,1,816482.0,Right,"March 2, 2014","July 1, 1991",9 years
173,Adreian Payne,paynead01,208,107,-1,-1,-1,1,-1,1855320.0,Right,"December 26, 2014","February 19, 1991",4 years
174,Dennis Schröder,schrode01,190,78,1,2,-1,-1,-1,1690680.0,Right,"October 30, 2013","September 15, 1993",9 years
175,Mike Scott,scottmi01,201,107,-1,-1,-1,1,-1,3333333.0,Right,"November 11, 2012","July 16, 1988",9 years
176,Thabo Sefolosha,sefolth01,198,97,-1,1,2,3,-1,4150000.0,Right,"October 31, 2006","May 2, 1984",14 years
177,Jeff Teague,teaguje01,190,88,1,-1,-1,-1,-1,8000000.0,Right,"October 28, 2009","June 10, 1988",12 years
178,Earl Barron,barroea01,213,113,-1,-1,-1,-1,1,107676.0,Right,"November 2, 2005","August 14, 1981",8 years
179,Eric Bledsoe,bledser01,185,97,1,2,-1,-1,-1,12173913.0,Right,"October 27, 2010","December 9, 1989",12 years
180,Seth Curry,curryse01,188,83,2,1,-1,-1,-1,100000.0,Right,"January 5, 2014","August 23, 1990",8 years
181,Goran Dragić,dragigo01,190,86,1,2,-1,-1,-1,7500000.0,Left,"October 29, 2008","May 6, 1986",14 years
182,Zoran Dragić,dragizo01,196,90,-1,1,-1,-1,-1,1962103.0,Left,"November 15, 2014","June 22, 1989",1 year
183,Tyler Ennis,ennisty01,190,87,1,-1,-1,-1,-1,1590720.0,Right,"October 29, 2014","August 24, 1994",4 years
184,Archie Goodwin,goodwar01,196,90,2,1,-1,-1,-1,1112280.0,Right,"October 30, 2013","August 17, 1994",4 years
185,Gerald Green,greenge01,198,92,-1,1,2,-1,-1,3500000.0,Right,"February 3, 2006","January 26, 1986",12 years
186,Brandon Knight,knighbr03,188,82,1,2,-1,-1,-1,3553917.0,Right,"December 26, 2011","December 2, 1991",9 years
187,Alex Len,lenal01,213,113,-1,-1,-1,-1,1,3649920.0,Right,"October 30, 2013","June 16, 1993",9 years
188,Jerel McNeal,mcneaje01,190,90,1,-1,-1,-1,-1,29843.0,Right,"April 2, 2015","June 1, 1987",1 year
189,Marcus Morris,morrima03,203,98,-1,-1,2,1,-1,2943221.0,Right,"December 26, 2011","September 2, 1989",11 years
190,Markieff Morris,morrima02,206,111,-1,-1,-1,1,-1,2989239.0,Right,"December 26, 2011","September 2, 1989",11 years
191,Miles Plumlee,plumlmi01,211,112,-1,-1,-1,-1,1,1169880.0,Right,"November 5, 2012","September 1, 1988",7 years
192,Shavlik Randolph,randosh01,208,108,-1,-1,-1,1,-1,1227985.0,Right,"November 15, 2005","November 24, 1983",8 years
193,Isaiah Thomas,thomais02,175,83,1,2,-1,-1,-1,7238606.0,Left,"December 26, 2011","February 7, 1989",11 years
194,Marcus Thornton,thornma01,193,92,-1,1,-1,-1,-1,8575000.0,Right,"November 6, 2009","June 5, 1987",8 years
195,Anthony Tolliver,tollian01,203,108,-1,-1,2,1,-1,3000000.0,Right,"November 7, 2008","June 1, 1985",13 years
196,P.J. Tucker,tuckepj01,196,111,-1,3,1,2,-1,5700000.0,Right,"November 1, 2006","May 5, 1985",11 years
197,T.J. Warren,warretj01,203,99,-1,-1,1,-1,-1,1953120.0,Right,"November 9, 2014","September 5, 1993",7 years
198,Darrell Arthur,arthuda01,206,106,-1,-1,2,1,-1,3457149.0,Right,"October 29, 2008","March 25, 1988",9 years
199,Wilson Chandler,chandwi01,203,106,-1,3,1,2,-1,6757913.0,Right,"November 13, 2007","May 10, 1987",12 years
200,Ian Clark,clarkia01,190,79,-1,1,-1,-1,-1,816482.0,Right,"November 1, 2013","March 7, 1991",6 years
201,Kenneth Faried,farieke01,203,99,-1,-1,-1,1,2,2249768.0,Right,"December 28, 2011","November 19, 1989",8 years
202,Randy Foye,foyera01,193,96,2,1,-1,-1,-1,3135000.0,Right,"November 1, 2006","September 24, 1983",11 years
203,Jamaal Franklin,frankja01,196,86,-1,1,-1,-1,-1,163296.0,Right,"November 6, 2013","July 21, 1991",2 years
204,Danilo Gallinari,gallida01,208,105,-1,3,1,2,-1,10854850.0,Right,"October 29, 2008","August 8, 1988",13 years
205,Erick Green,greener01,193,83,1,-1,-1,-1,-1,507336.0,Right,"November 7, 2014","May 9, 1991",2 years
206,Gary Harris,harriga01,193,95,-1,1,-1,-1,-1,1519200.0,Right,"November 14, 2014","September 14, 1994",8 years
207,J.J. Hickson,hicksjj01,206,109,-1,-1,-1,2,1,5381750.0,Right,"October 30, 2008","September 4, 1988",8 years
208,Joffrey Lauvergne,lauvejo01,211,99,-1,-1,-1,2,1,1790280.0,Right,"February 22, 2015","September 30, 1991",4 years
209,Ty Lawson,lawsoty01,180,88,1,-1,-1,-1,-1,11595506.0,Right,"October 28, 2009","November 3, 1987",9 years
210,JaVale McGee,mcgeeja01,213,122,-1,-1,-1,-1,1,11250000.0,Right,"October 29, 2008","January 19, 1988",14 years
211,Jusuf Nurkić,nurkiju01,211,131,-1,-1,-1,-1,1,1762680.0,Right,"October 29, 2014","August 23, 1994",8 years
212,Brandon Bass,bassbr01,203,113,-1,-1,-1,1,2,6900000.0,Right,"November 1, 2005","April 30, 1985",12 years
213,Avery Bradley,bradlav01,190,81,2,1,-1,-1,-1,7191011.0,Right,"November 22, 2010","November 26, 1990",12 years
214,Gigi Datome,datomlu01,203,97,-1,-1,1,-1,-1,1750000.0,Right,"October 30, 2013","November 27, 1987",2 years
215,Jeff Green,greenje02,203,106,-1,-1,2,1,3,9445000.0,Right,"October 31, 2007","August 28, 1986",14 years
216,Jonas Jerebko,jerebjo01,208,104,-1,-1,-1,1,-1,4500000.0,Right,"October 31, 2009","March 2, 1987",9 years
217,Kelly Olynyk,olynyke01,211,108,-1,-1,-1,2,1,2075760.0,Right,"October 30, 2013","April 19, 1991",9 years
218,Phil Pressey,pressph01,180,79,1,-1,-1,-1,-1,816482.0,Right,"October 30, 2013","February 17, 1991",3 years
