,home,away,home,away,home,away,home,away,home,away,home,away
,pm_elo_prob1,pm_elo_prob1,pm_odd_prob,pm_odd_prob,pm_raptor_prob1,pm_raptor_prob1,pm_6_elo_prob1,pm_6_elo_prob1,pm_6_odd_prob,pm_6_odd_prob,pm_6_raptor_prob1,pm_6_raptor_prob1
game_id,,,,,,,,,,,,
201510270ATL,,,,,,,,,,,,
201510270CHI,,,,,,,,,,,,
201510270GSW,,,,,,,,,,,,
201510280BOS,,,,,,,,,,,,
201510280BRK,,0.465201614046288,,0.39537784907935214,,,,,,,,
201510280DET,0.7488500967312928,,0.727222239195924,,,,,,,,,
201510280HOU,,,,,,,,,,,,
201510280LAL,,,,,,,,,,,,
201510280MEM,,-0.465201614046288,,-0.39537784907935214,,,,,,,,
201510280MIA,,,,,,,,,,,,
201510280MIL,,,,,,,,,,,,
201510280OKC,,,,,,,,,,,,
201510280ORL,,,,,,,,,,,,
201510280PHO,,,,,,,,,,,,
201510280POR,,-0.13559603767689699,,-0.16082994244277515,,,,,,,,
201510280SAC,,,,,,,,,,,,
201510280TOR,,,,,,,,,,,,
201510290IND,-0.36440034410860556,-0.5595896080886618,-0.33969891847953326,-0.6544930525640199,,,,,,,,
201510290LAC,0.35044663774591234,0.5469119900605728,0.3227357193918603,0.6851832045675312,,,,,,,,
201510290NYK,0.7998766482206531,-0.7488500967312928,0.6471682839224714,-0.727222239195924,,,,,,,,
201510300ATL,-0.36919642378235906,-0.3071111443386604,-0.36498529706607963,-0.295966769780024,,,,,,,,
201510300BOS,0.16137953394253635,0.36440034410860556,0.11600212761430129,0.33969891847953326,,,,,,,,
201510300CLE,0.09438799404237375,0.3071111443386604,0.25911520348466777,0.295966769780024,,,,,,,,
201510300DEN,0.8289854798301859,0.6590112680313436,0.8417384233080839,0.571901438160036,,,,,,,,
201510300DET,1.1775393095567481,0.9588824940648271,1.2327159100421452,0.7411159453923881,,,,,,,,
201510300HOU,-0.8289854798301859,0.13559603767689699,-0.8417384233080839,0.16082994244277515,,,,,,,,
201510300MIL,-0.7998766482206531,0.3928059909540045,-0.6471682839224714,0.37142368187575736,,,,,,,,
201510300ORL,-0.3928059909540044,0.5047506297548083,-0.37142368187575736,0.3723886414995131,,,,,,,,
201510300PHI,-0.16137953394253635,-0.42868921282545525,-0.11600212761430129,-0.5054936708462212,,,,,,,,
201510300PHO,-0.5469119900605728,0.3266566376921769,-0.6851832045675312,0.44232038832158527,,,,,,,,
201510300SAC,-0.3504466377459124,-0.6590112680313436,-0.32273571939186035,-0.571901438160036,,,,,,,,
201510300SAS,-0.5047506297548083,-0.4936808800185391,-0.3723886414995131,-0.34573809631303604,,,,,,,,
201510310IND,-0.9245739396483831,-0.07846472234510538,-0.7601604695640793,-0.24726696106666468,,,,,,,,
201510310LAC,0.5980134850213827,-0.11199003329088453,0.4558151522729932,-0.05051021711871706,,,,,,,,
201510310MEM,0.0005839874511157639,-0.642577089828944,-0.23403150147947382,-0.43040824413091067,,,,,,,,
201510310NOP,-0.4622526753690739,0.5451316675807947,-0.6031503307643604,0.6411485095814302,,,,,,,,
201510310POR,-0.1621992405497108,-0.058056111818685086,0.07288373369380874,-0.3157465499397547,,,,,,,,
201510310WAS,0.866776902883601,0.42022297527171937,0.8262041915717142,0.2849313417926269,,,,,,,,
201511010BOS,-0.49999171941828235,-0.35585441994440337,-0.42254570646501755,-0.2877184936816386,,,,,,,,
201511010CHI,0.4750197771146505,-0.7339724311125639,0.1626955784160824,-0.6180245008707559,,,,,,,,
201511010CHO,-0.5191344162189739,-0.1571731519020454,-0.6733171290238836,0.012365062177779995,,,,,,,,
201511010LAL,-0.8974678724863714,0.2993451427851024,-0.8441269404331794,0.5521037716863983,,,,,,,,
201511010MIA,0.15039655695104215,-1.2385211097340836,-0.0403566659375314,-1.322056990446739,,,,,,,,
201511010OKC,0.8459170699133678,0.022702266318833986,0.6189894604945114,0.24049767001110178,,,,,,,,
201511010TOR,1.0257715974694244,-1.2738475601502497,0.878246752558852,-1.101948793618428,,,,,,,,
201511020BRK,-0.8653933029253775,-1.505561900372757,-0.5448672419388567,-1.414916907782939,,,,,,,,
201511020GSW,0.8421542425914144,0.22340020054754928,0.9676030805792779,-0.11957250367152783,,,,,,,,
201511020HOU,-1.7362680076844899,1.0593010421570024,-1.7077740203832497,0.7279880542190256,,,,,,,,
201511020LAC,0.7362996893987068,0.6603006051424729,0.6229985316325237,0.22747427934060305,,,,,,,,
201511020MIN,1.4652944815426956,-0.8805559575108688,1.1731421914570181,-0.4703370955865491,,,,,,,,
201511020NYK,1.2671862078696408,0.06479027536928994,1.0291083673424621,0.021807747416065615,,,,,,,,
201511020PHI,-0.5116040244228863,0.2511025814299921,-0.37422883739385776,0.5954386392022231,,,,,,,,
201511030CHO,-0.9731243767006348,0.6068435953554534,-1.1234423951152186,0.40088220136872543,,,,,,,,
201511030DAL,0.6244469986611918,1.2574859376919314,0.9257907381309651,1.191214866723363,,,,,,,,
201511030DET,1.6614020265069245,-1.4784743004418894,1.8111362770184511,-1.356843939425477,,,,,,,,
201511030LAL,-1.2225697283624608,-0.19068170592480072,-1.2178139068777463,0.13149907628658752,,,,,,,,
201511030MIA,0.6481434549014486,0.29681680857961545,0.3453603639989793,0.46249032826911485,,,,,,,,
201511030NOP,-0.7592752503796936,-0.8657962493533666,-0.9296049017622083,-0.856211123823399,,,,,,,,
201511030SAC,-0.2502762376682086,0.06731008390604587,-0.21769359647824782,-0.32250773842457914,,,,,,,,
201511040ATL,0.8429041210254242,-1.5561936172283832,1.0737701127984174,-1.0258083256411448,,,,,,,,
201511040CLE,0.44036673054104014,1.0315759198653491,0.7008782169387904,0.768295179442632,,,,,,,,
201511040GSW,0.9982443592329178,0.9136169148199418,1.1705383153323288,0.8304223049127417,,,,,,,,
201511040HOU,-1.3379613401677357,-0.05741430828639804,-1.077579639613881,-0.20673445248936329,,,,,,,,
201511040IND,-0.7922942121434446,-0.9206364147319757,-0.7266594479280513,-0.7320719475627218,,,,,,,,
201511040MIL,-0.8147615860697512,-0.7008681735339346,-0.933975824080651,-0.47966841513042524,,,,,,,,
201511040OKC,0.6609943746402482,1.9374600906432358,0.09779367344965673,1.6449586816160267,,,,,,,,
201511040PHO,0.48298337972123795,-0.7142006941220262,0.020050506060384832,-0.5882762588831745,,,,,,,,
201511040UTA,0.47543563844840087,-0.4664996233285592,0.34941650879473296,0.15126165328754437,,,,,,,,
201511040WAS,0.019813670285679486,0.3004005633735818,0.08202716602187898,0.2826209353158955,,,,,,,,
201511050CHI,0.010482640607579086,-0.01912723847981823,-0.22035367206572776,-0.6687025701166616,,,,,,,,
201511050DAL,-0.05552715429011279,-0.37676342195276025,0.47204692323830133,-0.5022065216807656,,,,,,,,
201511050DEN,0.2788611327166506,-0.22101644326815872,0.6898451269310355,-0.3602238260172528,,,,,,,,
201511050MIN,1.0512381473603862,0.1020561424556401,0.5515434425829246,-0.26591942053032325,,,,,,,,
201511050POR,0.22995245838800038,0.5312345403598635,0.8609019880995299,0.04807492398034752,,,,,,,,
