,home,away,home,away,home,away,home,away,home,away,home,away
,pm_elo_prob1,pm_elo_prob1,pm_odd_prob,pm_odd_prob,pm_raptor_prob1,pm_raptor_prob1,pm_6_elo_prob1,pm_6_elo_prob1,pm_6_odd_prob,pm_6_odd_prob,pm_6_raptor_prob1,pm_6_raptor_prob1
game_id,,,,,,,,,,,,
201710170CLE,,,,,,,,,,,,
201710170GSW,,,,,,,,,,,,
201710180BOS,-0.22432605809656414,,-0.3641766712414646,,,,,,,,,
201710180DAL,,,,,,,,,,,,
201710180DET,,,,,,,,,,,,
201710180IND,,,,,,,,,,,,
201710180MEM,,,,,,,,,,,,
201710180ORL,,,,,,,,,,,,
201710180PHO,,,,,,,,,,,,
201710180SAC,,0.8385077763514858,,0.7874789725137271,,,,,,,,
201710180SAS,,,,,,,,,,,,
201710180UTA,,,,,,,,,,,,
201710180WAS,,,,,,,,,,,,
201710190LAL,,,,,,,,,,,,
201710190OKC,,,,,,,,,,,,
201710190TOR,,,,,,,,,,,,
201710200BRK,-0.24251855050175963,0.5890988809701476,-0.41647936540911035,0.6016048381114603,,,,,,,,
201710200CHO,-0.3821786682092435,0.5785515708603742,-0.4236893082948854,0.6595740118582835,,,,,,,,
201710200DAL,-0.5785515708603742,-0.4113388489976136,-0.6595740118582835,-0.2874146218386205,,,,,,,,
201710200IND,0.24251855050175963,0.4285601082448405,0.41647936540911035,0.4617248062560695,,,,,,,,
201710200MIL,0.6696566025878908,0.22432605809656414,0.5413795009169696,0.3641766712414646,,,,,,,,
201710200MIN,-0.19760076983789387,0.30915066264358393,-0.48085169389072757,0.4421924367051623,,,,,,,,
201710200NOP,-0.35837239251803343,-0.8385077763514858,-0.4549528456597568,-0.7874789725137271,,,,,,,,
201710200PHI,-0.16151864749612121,-0.893982660684455,-0.29194112122526916,-0.9055561721584342,,,,,,,,
201710200PHO,-0.4285601082448404,-0.3738383477408594,-0.4617248062560695,-0.31916697073954897,,,,,,,,
201710200WAS,0.16151864749612121,0.3821786682092435,0.29194112122526916,0.4236893082948854,,,,,,,,
201710210CHI,-0.31386862450034336,0.19760076983789387,-0.11380431811650438,0.48085169389072757,,,,,,,,
201710210CLE,0.6825898670893711,0.22955405690142805,0.8612679375376864,0.14982836727551851,,,,,,,,
201710210DEN,-0.30915066264358393,0.25028298756732026,-0.4421924367051623,0.3750617751921437,,,,,,,,
201710210HOU,1.2498466253490994,-1.2401734074253081,1.0748935943523477,-1.3220504088890477,,,,,,,,
201710210LAC,0.37383834774085933,-1.0199856064376833,0.319166970739549,-1.0602010809141533,,,,,,,,
201710210MEM,0.35837239251803343,-0.5670136962553918,0.4549528456597568,-0.5750736975375217,,,,,,,,
201710210MIA,-0.5890988809701476,-0.32931411864823845,-0.6016048381114603,0.07660390723088706,,,,,,,,
201710210MIL,0.2113927935950839,1.0003927773948385,0.04428823462074771,0.8016002644342928,,,,,,,,
201710210NYK,-0.2281439880122793,0.14458588250696613,-0.14105223784044063,0.12029401320650468,,,,,,,,
201710210TOR,0.31386862450034336,-0.6054566541558178,0.11380431811650438,-0.8599885662493223,,,,,,,,
201710210UTA,-0.21212777942398997,0.2281439880122793,0.07112706898379217,0.14105223784044063,,,,,,,,
201710220BRK,0.11702627356696005,0.1768951039900839,0.0352971054268314,0.29114344661779556,,,,,,,,
201710220LAL,0.2175871504519835,-0.6298664726141275,0.27930930391853503,-0.6673581206359623,,,,,,,,
201710220OKC,-0.06308306366481298,0.3236776722296799,-0.48851739085134693,-0.10978632616935746,,,,,,,,
201710230DAL,-1.4170800946341502,-1.2813201171155546,-1.473002057035397,-1.3403474357968297,,,,,,,,
201710230DEN,-0.07770530584421143,0.3991114331983985,-0.30011249775192494,0.5953364163136499,,,,,,,,
201710230DET,0.6986190904541123,-0.7783246908824911,0.5900860004168544,-1.0790568007733763,,,,,,,,
201710230HOU,1.4267533125579412,1.0726788133781961,1.2258452424986968,1.2202265839190647,,,,,,,,
201710230MIA,-0.2967448951148244,-0.29206730328754227,-0.39217241228184285,-0.1830451404754776,,,,,,,,
201710230MIL,0.66539384833464,0.01947779866104682,0.46116208580435325,-0.055258743054397375,,,,,,,,
201710230PHO,-1.1370563359722907,0.018837630767947755,-1.1679246422582992,0.23298183623890634,,,,,,,,
201710230SAS,0.6519183167582117,0.48673666122701675,0.6627073860752581,0.33287255264055826,,,,,,,,
201710240BOS,-0.45004465402475846,-0.7821771959594255,-0.33750872713438107,-0.6108442250507905,,,,,,,,
201710240CLE,-0.21025728842057667,-0.7681861714206611,-0.0004159488829533764,-0.29566001030103495,,,,,,,,
201710240LAC,0.49090907727546673,0.07909927225310232,0.42689053208369465,0.7006966976755797,,,,,,,,
201710240MIN,1.0191265983158078,-0.6216681045035615,0.5147833547035772,-0.13282851859873057,,,,,,,,
201710240ORL,1.1224012124113756,0.5859886808445862,1.0115122536961583,0.5094856925201046,,,,,,,,
201710240POR,0.5463917226552826,-0.09908093333194001,0.3847264132506871,-0.3048400636006279,,,,,,,,
201710250BRK,0.25533751537674076,-0.01160706914663212,0.14641822713101948,0.08238548470001383,,,,,,,,
201710250CHO,-0.29499207570563835,-0.6770015907259999,-0.353386414270918,-0.940534937264687,,,,,,,,
201710250DAL,-1.6354016230226858,1.8095860587313677,-1.588830169273464,1.9661734848871566,,,,,,,,
201710250DET,-0.06906798582666962,0.38086573067389606,-0.0064227222026862485,-0.33007051223046435,,,,,,,,
201710250GSW,-1.062998588727019,0.22681388095674304,-1.2245193235587624,-0.09757758100184422,,,,,,,,
201710250LAL,-0.3131983888302039,0.9984077180801867,-0.08320875311679954,1.2357588558264119,,,,,,,,
201710250MIA,-0.02625219321433958,0.9118410970284851,-0.23855714501711178,1.0931575197176604,,,,,,,,
201710250OKC,-0.7585319897509408,0.016592763138350453,-1.1130870717242813,0.7120253483353107,,,,,,,,
201710250PHI,-0.010637614601709089,0.6898460672047699,-0.4825480781538356,0.47989834153060507,,,,,,,,
201710250PHO,-0.6723667147449679,-0.2533078109445066,-0.6162737671727263,0.34093509648149833,,,,,,,,
201710260CHI,-0.9668363906946056,-0.5625600051880273,-0.37846144388400216,-0.33666040774020844,,,,,,,,
201710260MEM,1.2807158319795886,-1.1065313962709067,1.3748431743508271,-0.9974998587371346,,,,,,,,
201710260MIL,0.9798637227013249,-0.24265273159812661,0.7592897570208739,-0.05484563278113175,,,,,,,,
201710260POR,0.8029804611441058,0.8233161604730759,0.7497803002823176,0.7866521332777761,,,,,,,,
201710260SAC,-0.44585199045937496,-0.3556696718207635,-0.31866903884666664,-0.6698939506322583,,,,,,,,
201710270ATL,-0.9116853158460476,-1.1199245523706076,-0.7854311054654772,-1.4985349947696673,,,,,,,,
201710270CHO,0.14793088593896941,1.0564483902523452,0.20461364323406261,0.8824058792824423,,,,,,,,
201710270GSW,-0.9139316085623324,0.370755872316864,-1.0988954767596297,0.5831608560228645,,,,,,,,
201710270LAL,0.31445345693311877,0.07774690079205637,0.5693892466867476,-0.22320142780097685,,,,,,,,
201710270MIN,0.007885200434643025,-0.4010585002039657,-0.7739669483321077,-0.9910673090038258,,,,,,,,
