,perMetric,perMetric,perMetricElo,perMetricElo,perMetricEloN,perMetricEloN,perMetricN,perMetricN,game
homeTeam,away,home,away,home,away,home,away,home,year
game_id,,,,,,,,,
201411150MEM,-0.9775410974948762,2.1934857147598708,-0.19912625216918922,2.336117408675606,-0.5597274440607096,2.158651150501608,-0.5597274440607096,2.158651150501608,2015
201411150POR,-0.2894973872116555,0.7062193449615464,-0.3643336695433783,0.48605804942028374,-0.00744871456385147,-0.10440666024167446,-0.00744871456385147,-0.10440666024167446,2015
201411150SAC,0.6075192697294103,1.7033954185717404,-0.08674092242239162,2.1127293847075466,-0.5924348787540197,2.252182961359859,-0.5924348787540197,2.252182961359859,2015
201411150TOR,0.5263286985478541,1.008208464674043,1.073870385983147,0.9981958325591815,0.5741996321759716,1.2452651348484671,0.5741996321759716,1.2452651348484671,2015
201411150WAS,0.7588472534224673,1.1871259707813344,0.90766000529208,1.468090040483185,0.1180222294390139,0.9459520397743265,0.1180222294390139,0.9459520397743265,2015
201411160LAL,0.9575645728062856,-0.9628814126941423,1.5804292598639265,-1.6350806037671193,1.5717039645852358,-1.2748646225862235,1.5717039645852358,-1.2748646225862235,2015
201411160MIA,0.33535019416710554,-0.1516522952250572,1.3685022326428764,-0.4506509065420552,0.9779642723640737,0.08579233847888383,0.9779642723640737,0.08579233847888383,2015
201411160NYK,-1.9413397702369801,-2.2982640311496976,-1.5195986020887653,-3.7013258134979754,-1.4749074119550862,-2.0713492083900062,-1.4749074119550862,-2.0713492083900062,2015
201411160OKC,1.9015361209492934,-0.11494567712338544,1.8198694601621597,-2.8983695078132348,1.645038892070806,-2.1098416525196435,1.645038892070806,-2.1098416525196435,2015
201411170BOS,-0.9444668596669894,-0.4172085084621804,-0.8848680200851158,0.28501527937510396,-0.41399427264504,0.4813135843816457,-0.41399427264504,0.4813135843816457,2015
201411170BRK,-0.7993326294375347,-0.7194140869256822,-1.3169787318473452,-0.6339698883933771,-0.18155763735928784,-0.18098888412714365,-0.18155763735928784,-0.18098888412714365,2015
201411170CHO,0.13772317885173813,-0.459570789903224,0.3272845815099119,-0.6170514654585624,0.13490238791324013,-0.6600376503747248,0.13490238791324013,-0.6600376503747248,2015
201411170CLE,-2.408178266650558,-0.29578802202982146,-1.870190671528647,1.413217615857338,-1.6818771317907624,0.4087407189845014,-1.6818771317907624,0.4087407189845014,2015
201411170DET,0.5533477114796441,-1.17431319773769,0.752384911791145,-0.3310354698765199,0.3316504120148427,-0.5489476292830945,0.3316504120148427,-0.5489476292830945,2015
201411170LAC,0.03643494788549262,-0.6202201758131505,0.3881609802477408,-0.42018293032004816,0.7269112630134186,-0.3236977477093152,0.7269112630134186,-0.3236977477093152,2015
201411170MEM,2.2482266245584777,2.390257815002684,2.336391254839805,2.4680266263829367,1.856200879920121,2.305954490307542,1.856200879920121,2.305954490307542,2015
201411170POR,0.5147803836224369,1.136136044675573,1.1984215697606633,0.7556942682702825,0.4999667059952449,0.10331978517458655,0.4999667059952449,0.10331978517458655,2015
201411170SAS,-1.6879485549160842,0.07429591949501102,-2.0687710229352088,-0.7649056210454068,-1.7256116714817586,-0.6920625413164627,-1.7256116714817586,-0.6920625413164627,2015
201411180ATL,-1.197604384242605,0.20087275527153192,-1.951317685929189,0.8849425269833482,-1.4236164703253105,0.5434531665484698,-1.4236164703253105,0.5434531665484698,2015
201411180MIL,-1.8314255347361197,0.983030528379583,-3.3507337440580933,2.2348300579481664,-2.4868268139205996,1.199459811013489,-2.4868268139205996,1.199459811013489,2015
201411180SAC,0.11588136873827004,2.2366187688061396,0.9657133204067474,2.7908940833305618,0.7299448298391379,2.4341492475216095,0.7299448298391379,2.4341492475216095,2015
201411180UTA,-0.46163618073256973,0.37775147661502295,-3.4148913024908802,0.9102711816040174,-2.439288666306874,0.6374383758351405,-2.439288666306874,0.6374383758351405,2015
201411190BRK,1.442067857318401,-1.4654117058936365,2.742651589248181,-1.2339371401822055,1.5600627848117246,-0.3420675858589211,1.5600627848117246,-0.3420675858589211,2015
201411190CLE,0.13170783038610256,-1.1642930633425266,-0.7152584918362743,0.6995562442595009,-0.7109801016380594,0.5339543595039372,-0.7109801016380594,0.5339543595039372,2015
201411190DEN,-0.8825289098324327,-1.539673225337853,-4.002515780433194,-1.1565292999308099,-2.76842721622895,-1.7090144773374831,-2.76842721622895,-1.7090144773374831,2015
201411190DET,-0.48000282427315444,-1.8061073174194116,-0.4353464385203729,-0.9958053235563407,-0.4784569276286113,-0.6995719790942991,-0.4784569276286113,-0.6995719790942991,2015
201411190HOU,-0.42187446104239124,1.8787245342005345,-1.1754953256821463,1.9340966678890767,-1.3712253291398058,1.8990553397818921,-1.3712253291398058,1.8990553397818921,2015
201411190IND,-0.8384574779860641,-0.3466895694124279,-1.115347702995618,-2.0088499366882058,-0.7339488534147555,-2.5249791556890115,-0.7339488534147555,-2.5249791556890115,2015
201411190MIN,-2.2904628636749376,-1.267378137662471,-3.858555275358108,-1.793614960192845,-2.9322609342489296,-0.9925126218590775,-2.9322609342489296,-0.9925126218590775,2015
201411190ORL,-1.3348569129664272,1.1851418311613657,-1.1347111725121515,1.4171547654709657,-0.47919461896900045,0.5544578755560459,-0.47919461896900045,0.5544578755560459,2015
201411190PHI,-0.8816725438560158,-1.7453604658071755,-0.16450630218963846,-2.1184181521443413,0.40814336283901337,-1.9153536330471412,0.40814336283901337,-1.9153536330471412,2015
201411190TOR,2.759759905360627,1.1567856866068746,2.870321213333665,1.1617950369383117,2.4252447041010985,1.3206279911134569,2.4252447041010985,1.3206279911134569,2015
201411190WAS,0.5166098669345782,1.3926255127241571,0.8255808190469676,1.6233651339841204,0.2565476465768109,1.1811114701613725,0.2565476465768109,1.1811114701613725,2015
201411200MIA,-0.9897531115439389,-0.053335010469580446,-0.7807240700897768,-0.7170114800585168,-0.5975366727358016,-0.26975650636062737,-0.5975366727358016,-0.26975650636062737,2015
201411200SAC,0.7510716850387693,1.6635703408604243,1.1026892224398441,2.163893657382791,0.762957320862816,2.4507266503360827,0.762957320862816,2.4507266503360827,2015
201411210ATL,-2.236147703305824,-0.5748571679286822,-1.404490572795562,0.10912016673630553,-0.8122334852174551,0.6232211642308233,-0.8122334852174551,0.6232211642308233,2015
201411210CHO,0.8400380297388779,-1.280893486576006,1.0631676630485911,-1.4608749608290612,0.7469491413470956,-0.9231400373738339,0.7469491413470956,-0.9231400373738339,2015
201411210DAL,0.4371260140596287,0.9487653182801168,-0.30063341227999185,1.3928377838254695,-1.2604723138243663,0.4111703108353824,-1.2604723138243663,0.4111703108353824,2015
201411210DEN,0.6889297966839854,-1.2746251115020746,1.5927137463545176,-0.6960778872273403,0.9929261676643956,-1.554331518062776,0.9929261676643956,-1.554331518062776,2015
201411210GSW,0.7986442057148864,1.1922875443547483,1.497895659546332,1.8966663420259966,0.8601799543527782,1.6344418203204587,0.8601799543527782,1.6344418203204587,2015
201411210MEM,-0.5768572028887498,2.4243216195781008,0.3222354993786136,2.4340666179436283,0.48120266336530726,2.3735799418074417,0.48120266336530726,2.3735799418074417,2015
201411210MIN,0.6630221097456594,-0.7812170668255138,-0.36676913714987514,-1.444497995958998,-0.527857681417372,-1.2384673237118993,-0.527857681417372,-1.2384673237118993,2015
201411210OKC,-2.1735434462241976,-1.1475770236682106,-2.0279931446988657,-4.462967193136664,-0.6901693620957406,-3.2156976870983556,-0.6901693620957406,-3.2156976870983556,2015
201411210PHI,-0.04996243838674186,-2.0501758067744418,-0.026661189281151465,-2.6051599537125933,-0.3543033014694439,-2.089185779631931,-0.3543033014694439,-2.089185779631931,2015
201411210POR,0.3239792256090386,1.53503505955974,0.5880085629499883,0.9884025176241984,0.6697810587050372,0.2818269721160722,0.6697810587050372,0.2818269721160722,2015
201411210TOR,2.150199597648962,1.492223972389401,3.5367075937648416,1.5980496323283484,2.10361761500492,1.4035940581359023,2.10361761500492,1.4035940581359023,2015
201411210WAS,-1.6956073427020835,0.9604700613786186,0.35106688957310084,1.0561081692056185,0.6776464884938088,1.2199689666211235,0.6776464884938088,1.2199689666211235,2015
201411220CLE,1.7083207480421017,-2.218929092220586,1.746654755650674,0.0877874073477436,1.453146956962532,0.6723803010752714,1.453146956962532,0.6723803010752714,2015
201411220HOU,1.1058028183990452,1.0197240590985146,1.536102757054687,1.0592347544869227,0.7018625501175523,1.7236639000373135,0.7018625501175523,1.7236639000373135,2015
201411220IND,0.15691567516206106,0.09574643917751402,0.24665871717977517,-1.6633226788547617,-0.2710040928880475,-2.386849158549968,-0.2710040928880475,-2.386849158549968,2015
201411220MIL,1.483791810897121,1.9341028219962624,1.3193876514309757,3.388102470442516,1.2556175629395003,2.4974624801060394,1.2556175629395003,2.4974624801060394,2015
201411220MIN,2.090662800290156,-0.9397916463209581,2.6785743168726475,-1.7803051496772246,2.4325820901293294,-1.4387741898698294,2.4325820901293294,-1.4387741898698294,2015
201411220NYK,-2.257053920323245,-2.7766239345118944,-2.87847986017352,-4.207672239591955,-2.265129033868009,-3.375481581564639,-2.265129033868009,-3.375481581564639,2015
201411220ORL,-0.43134233576462044,1.4490509153060245,-1.2984816372460886,1.822323685210299,-0.5019281735844277,1.0874787220263966,-0.5019281735844277,1.0874787220263966,2015
201411220SAS,-1.6568069699138475,0.8215966892411037,-1.3461042684277178,-0.030961983431648576,-0.9533046449409447,-0.382574844419653,-0.9533046449409447,-0.382574844419653,2015
201411220UTA,0.12684803289749702,0.6721304473048573,1.1862268435002488,1.3692930567482593,1.044201266919391,0.9554107138428182,1.044201266919391,0.9554107138428182,2015
201411230BOS,1.769287223559897,-0.877095580673406,1.2983623276609384,0.1926607879922586,0.5647846534734731,0.44681420079742495,0.5647846534734731,0.44681420079742495,2015
201411230LAL,-0.7125433477155863,0.2800885139407008,-0.2895909843730715,-0.44389838550920935,-1.2980808621580102,-1.1495723381208076,-1.2980808621580102,-1.1495723381208076,2015
201411230MEM,-0.611745786248898,2.724559997362757,-0.19925391290220507,2.5636413293299825,-0.5573987958109302,2.468453409283199,-0.5573987958109302,2.468453409283199,2015
201411230MIA,-1.8899063721431526,0.03740914472964718,-2.220030982990769,-0.8775289420317662,-1.1514087802561057,-0.7761331377579029,-1.1514087802561057,-0.7761331377579029,2015
201411230OKC,1.3188013027647774,-1.6643134999785607,2.0252689448240693,-5.144856069407812,1.6062473596976574,-3.6617916945539775,1.6062473596976574,-3.6617916945539775,2015
201411240CHO,-1.055652839331655,-2.37397268429935,-0.5472645457142029,-2.4729405138676466,-0.6280532170978504,-1.3796424907878724,-0.6280532170978504,-1.3796424907878724,2015
201411240CLE,0.9802994348117569,-2.800371947997193,1.4013709899959768,-0.39124747852638997,1.227343670134843,0.527547403488294,1.227343670134843,0.527547403488294,2015
201411240DAL,-0.35292796952768857,0.4833936284642881,-2.2288780788622695,1.1554428186647119,-2.2506566446644913,0.890977794370914,-2.2506566446644913,0.890977794370914,2015
201411240HOU,-2.634721677135536,1.6421332490332716,-4.05218274364193,1.4398946928768979,-3.688214762449053,1.7240818668487676,-3.688214762449053,1.7240818668487676,2015
201411240PHI,2.121311797202564,-2.398956177699603,1.6347454373656074,-3.0339693561235435,0.8699863069606387,-2.451450713116666,0.8699863069606387,-2.451450713116666,2015
201411240TOR,0.6055900838672645,2.2897636038187095,0.812214117187283,2.2256896415248075,-0.1511451821460046,1.5670025124557603,-0.1511451821460046,1.5670025124557603,2015
201411240UTA,0.08972706160888144,0.23634042261873223,0.27804875291324826,0.8470235252469989,0.6639980385462283,1.0049528566933634,0.6639980385462283,1.0049528566933634,2015
