,perMetric,perMetric,perMetricN,perMetricN,game
homeTeam,away,home,away,home,year
game_id,,,,,
202101030BRK,-2.1920932595675913,-0.9550539813983976,-2.1920932595675913,-0.9550539813983974,2021
202101030CHI,-0.41846022747030576,0.10454406923294735,,0.10454406923294754,2021
202101030DET,-0.3228999140745774,-0.6749950461760899,-0.32289991407457735,,2021
202101030GSW,0.549502924433702,-0.06618913793488623,,,2021
202101030MEM,-0.19599766038897393,-0.3051426733987066,-0.19599766038897304,,2021
202101030MIN,-1.9115934895657123,0.2533544437261619,,,2021
202101030PHO,0.2831131264773781,1.9672073942413926,0.2831131264773781,1.9672073942413926,2021
202101030SAS,-0.09199950844297344,0.20261819861683916,,,2021
202101040ATL,1.4959556710743143,0.9211351160443408,1.4959556710743138,0.9211351160443411,2021
202101040GSW,0.5436673073091747,0.5689902004417142,0.5436673073091748,0.5689902004417142,2021
202101040HOU,-1.0318645510135775,0.2806029855266048,-1.0318645510135775,,2021
202101040MIA,0.3289976945916564,-0.3698970838756681,,,2021
202101040MIL,-0.9248829174415802,-1.5792232554942753,-0.9248829174415806,-1.579223255494275,2021
202101040NOP,0.11712983462008086,0.922041759380396,0.11712983462008075,0.9220417593803965,2021
202101040ORL,1.5936440919281996,0.9091164614757501,1.5936440919281991,0.9091164614757505,2021
202101040PHI,-0.39317674941401437,0.9059177977378052,-0.39317674941401437,0.9059177977378052,2021
202101040TOR,-0.07301204280908724,-1.9018268892145729,-0.6988825833523314,,2021
202101050BRK,0.24836564623754231,-1.6873082223400981,0.24836564623754198,-1.9544588042549393,2021
202101050DEN,0.01695118089656189,-1.6751902267361123,0.016951180896561835,-1.6751902267361118,2021
202101050LAC,-0.1377469560636766,0.6974993940283136,-0.13774695606367643,0.14315794252840175,2021
202101050MEM,0.002523306072229836,-0.5036636398599099,0.5568647575721425,-0.5036636398599098,2021
202101050POR,0.7179483927762194,-0.08567641394289804,1.184926422933432,-0.08567641394289827,2021
202101060ATL,-0.6422250770731459,0.20166875835186637,-0.06331824072142883,-0.265309271805346,2021
202101060GSW,-0.02635935353320118,1.0931069819335315,-0.9785036433891434,1.3602575638483732,2021
202101060IND,-0.3215482067596831,0.6536728338336637,,0.3867750298108831,2021
202101060MIA,0.602572933051361,-0.1515127699507981,0.39574983766245875,-0.15151276995079788,2021
202101060MIL,-1.0100653099727985,-1.4940408629630566,-0.665825346559301,-0.8681703224198118,2021
202101060NOP,0.11061338066678639,0.38549876016681317,0.11061338066678633,-0.21617056487169106,2021
202101060NYK,-0.37504798707149334,2.2154220287667887,-0.844826022873268,2.4823198327895692,2021
202101060ORL,1.258781277082564,1.2439792763213857,0.6798744407308467,0.607478062308698,2021
202101060PHI,-1.4598390186258907,1.1549661253969363,-1.1812798373178315,0.8764069440888771,2021
202101060PHO,-2.577411865075021,1.552821126690457,-2.577411865075021,1.0728361659631565,2021
202101060SAC,1.5060173848139868,0.01955052581735739,2.2992977844860762,-0.7130919205217607,2021
202101070BRK,1.4575325820031324,-1.0638945890310625,0.9376817888820042,-1.7500926161002455,2021
202101070DEN,-0.4297133587272892,-1.5062686686837088,0.050271602000010795,-0.77362622234459,2021
202101070LAL,0.5861117914978387,0.2152004919193775,0.042882545551364615,0.4695944754260475,2021
202101070MEM,0.9068261301812099,-0.7163408257070571,-0.18436896598953334,-0.17311157976058325,2021
202101070POR,-0.1519703771558416,-0.8737454059806655,-0.49621034056933977,-0.40396737017889184,2021
202101080BOS,-1.7624054752320863,1.1662574925183167,-0.9448875361759275,1.526098771888554,2021
202101080DET,1.9744723832247058,-1.158494739304103,2.083432650385575,-0.3019665160715793,2021
202101080GSW,0.3204189232347723,0.7463287051655576,-0.04802149370515696,1.2007976670751828,2021
202101080HOU,1.5959344232227402,-0.7527433473621299,0.4204744514619526,-0.7527433473621299,2021
202101080LAL,1.2162995321813668,-0.5561247422885041,2.4124671005445744,-0.4954969140184218,2021
202101080MEM,-0.4423603199161308,-1.374266855044238,-0.3014478631124503,-0.2703014022242316,2021
202101080MIL,-1.106111058786447,-1.3456114336317526,-0.795541556271669,-0.9070592730832905,2021
202101080NOP,0.0328392863111473,-0.3609434327588854,1.1798458447635491,-0.5390664427601637,2021
202101080NYK,0.857055573592485,2.946485100481742,0.2889558514918002,3.454674516317591,2021
202101080SAC,-2.9990631216092702,0.30926837844997745,-2.397393796570766,-1.01231929577731,2021
202101090CHO,-0.47339560503242684,0.7470796322575306,-1.5011098420631712,1.066975706837069,2021
202101090DAL,1.3069595714411468,0.13146304163484857,-0.33183312287873706,0.9113954703553906,2021
202101090IND,1.2404531164133594,1.0848679744361105,0.93089845876758,0.4916678008984534,2021
202101090MIL,1.5647521595183909,-2.0240409704640285,-0.21779496842138735,-0.712264940257547,2021
202101090MIN,1.3574370257057207,-0.3492001466320094,0.25777228231220495,-1.4737876483620602,2021
202101090PHI,-2.0674450690458466,0.8359983128882007,-0.9369997843506976,1.0074995515361067,2021
202101090SAC,-0.6765156365044973,-0.1840270737952805,-0.47323914396782785,-1.0870998232159201,2021
202101090WAS,-0.7151973294177538,-2.1597565652279567,-0.0786961154050656,-0.8789059036127016,2021
202101100BRK,1.435941945959565,-0.9524329263840361,1.098227577112786,-0.3604599316850922,2021
202101100DET,-0.4276815219541712,-0.4244754724927562,-0.34749737269329817,0.6274384128398589,2021
202101100GSW,-2.505767669364012,1.4409206842025553,-1.3476628468784662,1.492502477421062,2021
202101100HOU,-0.31729647489583446,-0.4637684955805361,0.421087468556387,-0.19726695231543218,2021
202101100LAC,0.9774712647886972,-0.3741730558022258,1.4849514714172172,-0.9240346563835844,2021
202101100MIN,1.7700754620280934,-0.7618385829543821,1.0250709803480054,-1.6926599294478457,2021
202101100NYK,-1.9230223629557646,2.367598728114662,-1.0985500555927916,2.0025642742924914,2021
202101110ATL,0.6915756067981187,-1.1074909793469683,0.385702525479525,-2.330590878477804,2021
202101110CHO,2.025841381439517,1.381175006572072,1.0715677850600387,0.9478733198157818,2021
202101110CLE,-0.8641942485763332,1.3368580043429152,-0.21128933365158953,0.14355001896044484,2021
202101110ORL,-1.7961468152885534,0.9890790902545881,-0.8072493767836342,-0.955134342080665,2021
202101110POR,-3.0651834666223206,-0.3218613499819174,-1.4297043241702752,-0.7963409726273873,2021
202101110SAC,0.5102379462180817,-0.5386813603178604,-0.6496266020787145,-1.9354261737509204,2021
202101110WAS,1.8150831446313882,-2.344360558831327,1.0460345318099953,-0.37482253548138433,2021
202101120BRK,-1.5812650162806197,-1.6894664962645205,-0.2631206449052266,-1.423138083817422,2021
202101120CLE,-0.19304639381534905,0.8843679033344651,0.491847418675205,-0.04423041880778433,2021
202101120GSW,-0.09566632949959697,2.000336481460864,-0.73462210297847,1.665356487663919,2021
202101120HOU,0.0646811004039618,-0.8457460708803324,0.52569110426881,-0.27327155028305283,2021
202101120OKC,1.154186821978226,2.1729755158400494,0.6865562798855116,2.1406818850086395,2021
202101120PHI,-0.5305933358143831,0.3646855011742973,-0.31763843683892123,-0.34202931856895447,2021
202101130CHO,0.4493435228214073,1.7470364638773015,0.6455720786259369,1.9410102352967624,2021
202101130DET,-1.6022177640240791,-0.6591106006315783,0.08358217095225018,0.7793650717164886,2021
202101130LAC,-1.0751837787052683,-0.23090888578242197,-1.6079670504199748,-1.1069163163073794,2021
202101130MIN,-0.41170414756788265,-0.1459499429045148,0.5207139840065748,-0.8953501057565488,2021
202101130NYK,-1.218924690614112,1.6599799241342876,-0.26387070921571276,0.9505598551589876,2021
202101130OKC,0.4355188999389217,1.7159239070647159,0.6315165603278943,2.0211814449079037,2021
202101130SAC,0.04801605566477907,0.06722291539981828,-0.10031773703709229,-0.9846411481213102,2021
202101140DEN,1.4098003052419372,-2.051806821931028,1.475989443176824,-0.14021333236531586,2021
202101140PHI,-0.7752317570797072,0.6093239224396214,-0.23939826640268214,-0.2965938752981845,2021
202101140POR,0.4948698467193289,0.4103691378879235,-0.40879558999976484,-0.13913378654577901,2021
202101140SAS,-1.2165838704152918,1.61123843075356,-0.9889900997299437,1.4086202321367205,2021
202101140TOR,1.3201710762114276,-3.435060872269017,1.7133478256254417,-2.0444352572211497,2021
202101150BOS,0.7951500389901138,1.5636085825141866,-0.7482216549204818,1.402541087066501,2021
202101150CLE,1.2351120255788492,0.7495452692235203,-0.2608436454954648,-0.8440988227046794,2021
202101150LAL,-1.2616545652288593,0.6174847483117016,-1.3349438817679524,0.6149614422394714,2021
202101150MIL,0.8762089104872812,-1.4195728416770788,1.8256352276276395,0.15965041381719713,2021
202101150OKC,0.8342070947688933,1.5339580586919355,0.6230863460538931,1.2049603641002786,2021
202101150SAC,-0.0444380992588318,-0.29513016682332616,-0.32755122573620843,-0.8387974741325015,2021
202101150UTA,-0.7806008737231469,-0.05822375970440419,-1.6780561906021374,0.03377574873856948,2021
202101160BRK,0.40822952814685376,-0.7940567920586732,-0.5008869333288976,0.8932514302814261,2021
202101160MEM,0.8575196260199114,0.137291678459456,-0.2974464993770256,0.44243435185816227,2021
202101160MIA,-0.8417555229785783,-1.0234274606599971,-0.16676047680248873,-1.184496466454382,2021
202101160POR,-1.0940400364074234,-0.16330175516733725,-2.6802209222377154,-0.0776253412244392,2021
202101160SAS,-0.5019105865256801,0.8965651468639484,-0.7825135720522853,1.0343121029276245,2021
202101160TOR,1.107687656367851,-3.2225774524254405,1.749912733440997,-1.3207505632108683,2021
202101170BOS,0.6883775536766175,1.9505290933574466,-1.5270444750901713,1.5099483812600472,2021
202101170DAL,0.280607316619621,0.6045418101498328,0.17606324738667367,1.0230020376201385,2021
202101170DEN,0.2552154029798732,-1.6831692828005078,0.006849756742330793,-0.007979056064395973,2021
202101170LAC,1.0685407397745896,0.2484981260637582,0.9514109051545095,-0.4490012679645541,2021
202101170SAC,-1.4837776097882376,-0.5880663921459162,-1.894618095001929,-0.6076169179632743,2021
202101180ATL,-0.694945768931853,-1.4612517711476496,-0.9483002126580156,-2.3823868871919904,2021
202101180BRK,-1.1479057413396312,-0.5777326457308334,0.34613512162342686,0.486161943300229,2021
202101180CHI,-0.7862787820959918,0.9814002508989219,-0.4647305753363087,0.26345185812270255,2021
202101180LAL,1.041162766111417,0.8396077928710799,0.4721725656697038,0.6244073009517026,2021
202101180MEM,1.1252571968760572,0.6042504346487041,-0.24850107917501696,1.1079140745086136,2021
202101180MIA,-0.18117003846252944,-1.684012945176046,0.7437128789790508,-1.3141158613003783,2021
202101180NYK,0.19190538181901484,1.4125864460271034,-1.0520738945023718,-1.5338986544546382,2021
202101180POR,1.18093334243426,0.20390997957288892,0.594821550936421,1.0776553855535542,2021
202101180TOR,-0.09625112412946812,-2.922075263766681,0.9356134268841096,-0.3446633986916599,2021
202101190DEN,2.087557836841208,-2.160006664658013,1.9769444561744214,-0.6537379959743053,2021
202101190UTA,-1.0465618049638525,0.7320527848373786,-1.9686035643442499,1.1071007719088723,2021
202101200ATL,-0.5040285781238247,-1.1814020206163107,0.506036731848974,-1.3830707789681775,2021
202101200CLE,0.03166033686854597,1.296279741125752,0.47402065678467653,0.03749846404318813,2021
202101200GSW,1.656658686462058,1.8155811951782335,0.29922166075633727,0.722474213244703,2021
202101200HOU,0.46520988186977696,-1.3245785260547303,-1.501997512371617,-0.5718351786926004,2021
202101200IND,-0.49906286280405787,0.8125965471668586,-0.06934950407676788,0.1589237133331956,2021
202101200LAC,-1.0252821969703012,0.5044423186714901,-1.334550575420279,0.5308016722046923,2021
202101200MIN,-0.35161242793214154,-0.9747955194631914,-1.9475468511548821,-0.9917467003597538,2021
202101200PHI,1.2263202010069598,0.3905608698306633,1.5492201150815381,-1.066971712172469,2021
202101200TOR,-1.3611544055147506,-2.519263525092091,-1.209641635563953,0.47979959651717885,2021
202101210GSW,1.9561042557782597,2.2976227622624776,-0.41149447233640224,1.5512940570969205,2021
202101210MIL,0.06518936380426332,-1.7572987239390105,0.6213141060927678,-0.4116872903072568,2021
202101210UTA,-1.3520640532571448,1.0375550331306709,-1.7375628134239587,2.143666091917118,2021
202101220CHO,1.5196999948576604,0.8071854677090906,0.013682610043673438,0.7743461813979438,2021
202101220CLE,-0.7905706749675936,2.1185107529618925,0.16186225141644117,1.2116846227806826,2021
202101220DET,-1.6529900668737705,-0.8801847318714455,-1.1892215712932346,0.2783100074326574,2021
202101220IND,0.03728948914396568,0.36983448351618975,-1.2696700822971807,-0.7150334909199202,2021
202101220LAC,1.8902491847517497,0.672279879347899,1.0331936111592643,0.3518609561131275,2021
202101220MIN,-0.8052458668686899,-1.363697436539299,-0.3318502618362636,-1.211727059383458,2021
202101220PHI,0.8606022146040742,0.7562788562335481,0.9336142574131623,-0.07971945665465147,2021
202101220PHO,-1.9626980125685556,0.7936214226888172,0.10474705647729071,-0.7591997040016405,2021
202101220SAC,2.6040821505458878,-1.19311975764671,0.5782407691063703,-1.0090926838514296,2021
202101220SAS,-0.056300799153389036,1.1746171193778139,-0.18776384078823638,-0.5954583426502794,2021
202101220TOR,-0.7391388506397876,-3.1412790799670542,-0.023941521222034412,-0.6355114106030424,2021
202101230BRK,-1.1867038563842005,-1.4904620173693193,-0.6561105205698178,0.19900447889519934,2021
202101230CHI,0.5838620607062577,2.1009568547884427,0.9011585356020925,0.8846573226070757,2021
202101230DAL,-1.0821972387558176,0.40292856245162234,-0.23645116787548526,-0.046414960369783986,2021
202101230DET,1.1247080544520909,-1.4509775599893988,0.4331324476539724,-1.0265020874966422,2021
202101230MIN,-1.6422665245518617,-1.682209477478045,-1.281323091792977,-1.3330093308460356,2021
202101230PHO,-1.4506702256792092,0.2815936357994717,0.4723521372765549,-1.6928787474252354,2021
202101230UTA,1.6496448674948496,1.3277575044253886,0.20872418329229525,1.755439026379558,2021
202101240BOS,2.818402095363618,0.49217301638553224,1.2536499358452278,-0.11039991666582799,2021
202101240IND,-2.6937140742226404,0.732629965339326,0.3714693923996797,0.22239201912124396,2021
202101240LAC,1.7730428957028606,0.7894861683967882,0.3371009497432952,1.1636592241990145,2021
202101240MIL,-0.4867338259299441,-2.275971420841005,0.6207571534170235,-0.2519304503769747,2021
202101240ORL,0.22592860777830825,-0.3255059926791697,-0.5211510244792217,-1.3145850829337578,2021
202101240POR,2.202560631732948,-0.27181536445490906,0.54258070759866,0.40470027204958803,2021
202101240SAS,-1.654534611075996,0.7153877577728025,1.033604367617467,-0.4387990642054233,2021
202101250BRK,-1.4501467450748589,-1.227019128678661,-0.6749149879951525,-0.00809443806455068,2021
202101250CHI,0.8089892760456348,1.9016510304114114,-0.3572682164726808,0.9241797656227134,2021
202101250CLE,0.783167885083289,2.501585835703515,0.7184867846793278,1.1647278313606004,2021
202101250DAL,-1.0098161538414239,-0.31590737213400466,0.571448862439196,-1.1921162826212854,2021
202101250DET,1.3711401476951774,-1.6974096532324863,1.006454646520881,-1.0382990526009073,2021
202101250GSW,-0.9227637878700552,1.362996875498638,-0.1609252049156732,-0.6373396059622255,2021
202101250IND,-2.0706494882137285,0.1095653793304141,1.364411384055288,0.20523170883001074,2021
202101250ORL,0.6863353975307476,-0.785912782431609,-0.6948396090413239,-1.5810628214217224,2021
202101250POR,1.6445462671479136,0.1196359151207318,-0.5284292486921363,0.44149726510264886,2021
202101260ATL,0.9179827969517351,-0.6308154260159533,1.1488916827341578,0.1497854477071924,2021
202101260HOU,-1.980756875020667,-0.36336130417019064,0.21133638454692472,0.8532225662451014,2021
202101260UTA,1.811109352157307,1.6144054964216004,0.575997326578458,1.807451890236948,2021
202101270ATL,-0.961104392246277,-0.2951467973458719,-0.16704760018760578,0.7988932390615502,2021
202101270CHO,0.5598557829208026,0.20048290207675112,0.06498593620147208,-1.5465535618005495,2021
202101270CLE,-1.049844853531205,2.355410762327441,-0.20808933055262568,1.471042858992977,2021
202101270GSW,-1.157845781018886,1.5980788686474687,-1.0118958381143714,0.18827856340553173,2021
202101270MIA,-0.5594609657144396,-1.716061481507242,1.4923458562165897,-0.6926340208472457,2021
202101270NOP,-2.390879933989666,-2.4017122141598515,-0.9310409153637751,-1.3265284354545832,2021
202101270ORL,-0.7915982388337701,-0.30006028697761344,-0.25291687851591016,-0.7082898151244661,2021
202101270PHI,0.9293429584593635,0.7235753479938953,0.4938240585204421,0.11425142555427603,2021
202101270PHO,2.286314180924067,-0.15926043603831452,0.5703902738593505,-1.3997135524516748,2021
202101270SAS,1.2030357316183853,1.0416100217174735,-0.3605728508958004,-0.5696284090360861,2021
202101270TOR,-2.1318898207549957,-2.5209398918041153,-0.33574300546644076,0.7016375606213239,2021
202101270UTA,-0.7662625602609889,1.7819879034775141,-1.3708043704108221,1.8402116631819179,2021
202101280DET,0.30546715167914407,-1.5110334150674039,-0.31201759663255824,-1.329863376604873,2021
202101280HOU,-0.5221319986554214,0.0467617547988084,-0.5701480543202007,0.548672341324489,2021
202101280MIA,0.5823141682816537,-2.034054405558491,0.626752267540486,-0.3500414603824464,2021
202101280PHO,1.826410689512306,-0.902825474696126,0.7852479234008894,-2.717908619327515,2021
202101290CHO,0.9869482758827193,-0.22660959088516464,-0.08159246389187225,-1.5467806670965918,2021
202101290MIN,1.3474511547741148,-1.3861776018837233,0.48993152875420554,-0.6912318329518707,2021
202101290NOP,-1.8255895497935661,-2.1489190566955223,-0.22337178576948624,-0.8872644914666621,2021
202101290NYK,2.81659932386364,1.6435269451013923,2.06705405464012,0.9551493914247757,2021
202101290OKC,-0.6272041317767449,3.0298792195818782,-0.049471486045912005,1.4959211608899428,2021
202101290ORL,1.1316001969416725,-0.8218681534756342,0.8831020708779141,-1.0137735352946473,2021
202101290SAS,-0.24146804166318958,1.6661438971800955,1.4417012411373193,0.7695787503161478,2021
202101290TOR,-0.2697903723357502,-2.827240162765545,-0.3370132877355686,0.09483510100113485,2021
202101290UTA,-1.2262811848362745,2.2420065280527997,-1.1300300607068066,1.986791125072926,2021
202101290WAS,-0.6290470578154039,-2.643673091453996,0.8322047133322434,-0.8812676162219095,2021
202101300BOS,-0.42534889997341274,0.5785018561557624,-1.264956692844493,-1.3720272372016828,2021
202101300CHI,-0.8955158053422139,1.5076045748386608,-1.3058849432301376,0.6733974800697666,2021
202101300CHO,-2.5306381236835165,0.3744909465523145,-1.1110652820064366,-0.7331967098155358,2021
202101300DAL,-0.43721597925661904,-1.6210610601498114,-1.5624731761326776,-1.1219981973457536,2021
202101300GSW,-0.780217363414847,1.360801194072799,-0.2761887852910214,-0.4547800011054337,2021
202101300MIA,0.35086480173575474,-2.58334043421851,0.6459949685590807,-1.22218602870376,2021
202101300NOP,0.4201455614856,-1.443870482805572,1.2064243435815925,0.03990712698266663,2021
202101300SAS,1.2642977496549843,2.281766422804189,1.9806385753620415,1.1008330803699309,2021
202101310DEN,2.6367864033663366,-0.8570905672872833,1.9047336185289567,1.3029160973707306,2021
202101310IND,1.5681564528398493,0.38584773844523923,1.1775955830091869,-0.4267488087216205,2021
202101310MIN,2.342652679012586,-1.6068828999494569,1.0463729378868338,-0.6320873804862658,2021
202101310NYK,1.4154462907603307,2.1174735899524464,0.9110039720888405,0.7048871439253436,2021
202101310TOR,-1.1057142472942925,-3.4478953368370497,-0.7541018193621489,-0.9286318117449592,2021
202101310WAS,-0.3310962266770634,-3.0490286515500946,-0.36275656354560926,-0.8892720863221378,2021
202102010ATL,-0.02269549931629733,-0.2236914977193063,-0.08788486312056187,0.9577105228970033,2021
202102010CHI,1.905802065215343,0.9731768365626783,-0.05030219056291613,0.6925695199430565,2021
202102010CLE,-1.0124445715496888,1.7482143506128178,0.3512528649896098,-0.37029640234907446,2021
202102010DAL,0.0741118913412464,-2.132388930747677,-0.39109799052853045,-2.0760881315942887,2021
202102010MIA,1.154743883558166,-2.2751694200457226,0.34755841584907565,-1.5360305694059353,2021
202102010MIL,-0.3610880670662304,-3.310891060689368,-0.1977863118988944,-2.1629853193497364,2021
202102010NOP,0.04269378756296671,-1.9862928679976761,0.6307601797088831,-0.9397310630338226,2021
202102010OKC,0.9625679466777051,2.733771314482196,2.2871464727324353,0.646213477640988,2021
202102010SAS,1.85922915087313,1.6868350215860435,3.2334960059173676,0.030176335123986875,2021
202102020BRK,1.627117815497435,-1.0235190891216295,0.9548379361495349,-0.23294841415403533,2021
202102020GSW,0.17584845549864703,1.7048776478863203,-1.0504717455083115,-0.592745114376157,2021
202102020IND,2.4685565042137076,-0.1853005177001883,3.33275075279004,-0.5551350012163794,2021
202102020ORL,-3.113437844644041,-1.440171739487301,0.027841235323012525,-1.4774612286312654,2021
202102020UTA,-1.1242938172283674,2.057758008988552,-0.24410908535692094,1.0202029758578806,2021
202102020WAS,-0.5558476487354209,-2.3566057891055285,-0.7597576283083105,-0.012245230274201102,2021
202102030ATL,-2.6791022536465796,-0.5123450909413201,-3.082030816098202,0.292900775927369,2021
202102030CHI,1.504703182878833,1.374275718899188,-1.0993789676670538,0.3928754680002656,2021
202102030CHO,2.139304708985277,1.883711260898103,1.3830258527517296,1.6577826531197952,2021
202102030CLE,1.0977456714867984,2.1558977419821703,0.30825950309000827,-0.6625043533814475,2021
202102030MIA,-2.9331598567664035,-3.0041367973856605,-1.2786252456904075,-1.8174329410014596,2021
202102030MIL,0.18674117432004067,-3.1161314790201775,-0.5458887910192862,-1.358832755081167,2021
202102030NOP,0.6208252142401491,-2.5462641995853854,-0.17279620844866894,-1.19420014632824,2021
202102030OKC,1.3185503456656704,2.3777889154942304,2.9715404125394413,0.48753973074248114,2021
202102030SAC,0.6123518274636126,0.6026651191506769,-0.24825038714046016,1.6279473161209772,2021
202102030SAS,-1.4201279629190413,1.0775076682454667,0.2620815145590027,-0.0971094511323467,2021
202102040ATL,2.199636978695649,-0.9739335550680011,0.8718794742702609,-0.48719972913805687,2021
202102040DAL,1.2683742759213548,-2.2175137895198986,-0.3812705915734952,-1.9016064173858944,2021
202102040LAL,-0.27806217290949853,0.26595809390571645,1.6846358396590566,-0.31790396680054256,2021
202102040MEM,0.6176487699597057,2.0965148121934787,1.6998460087155225,2.5082189597613604,2021
202102040PHI,0.020706418925454884,2.4211997351417587,0.29252178338036283,1.2964916806896696,2021
202102050BRK,-2.8026962771117923,-0.494146945110991,-0.10898220288915239,0.9963150722583283,2021
202102050CHO,2.396561597648436,1.6018162347416212,0.7821561012268357,0.9154808372108734,2021
202102050CLE,-2.8892890877481427,1.9294627131905386,-0.6133176669071377,-0.5721231225129758,2021
202102050IND,-1.977141372821933,-0.04010121695199409,-0.3348748482700703,-0.14966659628240936,2021
202102050LAC,0.12337049787216436,1.3241807002784292,-0.36880251851336554,0.40619790332669237,2021
202102050MIA,-2.15801041141043,-3.779286242741634,-0.17725353638976316,-2.329139497666775,2021
202102050OKC,-1.6914483258133437,3.078690491200196,-0.7686845379432896,1.3056475954973354,2021
202102050ORL,0.8509490793039243,-1.7509133070195482,-0.6687509155537366,-1.4254073143403776,2021
202102050PHO,-1.2661727869354644,0.05170238747669664,0.18480477305393472,-0.22989124832277597,2021
202102060ATL,-2.1384735760773843,-1.170858174020788,-0.06782408786365546,-0.5400427480048341,2021
202102060CLE,-2.7135097421902934,1.7536833676326893,-0.5816199214352982,-0.6017273946947512,2021
202102060DAL,1.88431220552663,-2.833451719125172,0.5213153300279909,-2.0671891588641835,2021
202102060HOU,1.3488280311397691,1.216651861577489,0.6334402733669673,1.5800131657476788,2021
202102060LAL,-1.5180731474749427,0.6313703394673524,0.17933650575754329,-0.15179754561593672,2021
202102060NOP,1.4975117205756954,-1.4477044012673606,1.3602200421162394,0.9540078128924914,2021
202102060NYK,0.8241728051694235,2.028029822474097,0.7045368900486906,-0.17453080925885023,2021
