,perMetric,perMetric,perMetricElo,perMetricElo,perMetricEloN,perMetricEloN,perMetricN,perMetricN,perMetricRaptor,perMetricRaptor,perMetricRaptorN,perMetricRaptorN,game
homeTeam,away,home,away,home,away,home,away,home,away,home,away,home,year
game_id,,,,,,,,,,,,,
202110260OKC,1.4041647637753245,-0.748680544448437,1.657636760249344,-0.6253220191172665,,,,,1.5460193711072445,-0.6701928060162462,,,2022
202110260SAS,-0.732078826403558,-0.2816163277663657,-0.7741567465087531,-0.4578368044059653,,,,,-0.6520389214058135,-0.44847228927388416,,,2022
202110260UTA,0.15061798720209918,0.43693092902787756,0.07488020774851178,0.5134513478148084,,,,,0.005946428318968966,0.4319820182209624,,,2022
202110270BOS,0.7769676429292898,-0.34659987059092234,0.6230196609870995,0.13145167537549618,,,,,0.6578752219607948,-0.35921520058644774,,,2022
202110270BRK,-0.014221454392660426,-0.4550814976572073,0.27575589437292014,-0.14805032478459523,,,,,0.05175770859859252,-0.13401127011481018,,,2022
202110270LAC,0.8307663929150928,-0.5527676812091453,0.9053483632457964,-0.8709988307346432,,,,,0.9926859563760599,-0.7136267116802517,,,2022
202110270MIL,-0.06972008246025352,0.7999530988621397,-0.012399666164481626,0.5686118038298145,,,,,-0.20661529755202235,0.9526746752454169,,,2022
202110270NOP,-0.15086772935667714,-0.32732022444010145,-0.2226043252835841,-0.5157433988869853,,,,,-0.3333961978698188,-0.4529988328063208,,,2022
202110270OKC,-0.17999162790765721,-0.9528838523906572,-0.21392113136662827,-0.8995683136147901,,,,,0.016590521919770618,-0.9698454886472994,,,2022
202110270ORL,1.2777789382528966,0.16807107601451587,1.093172726883398,0.21579368159053214,,,,,1.2989689797902766,0.2942690013891237,,,2022
202110270PHO,-0.04390773583140062,-0.6205572284792806,-0.1547568954566103,-0.6791431326694641,,,,,-0.08015372369867801,-0.6437911184848657,,,2022
202110270POR,0.5365026533370378,-0.7113280195139813,0.49217716356054453,-0.6662114785575446,,,,,0.48016987861585614,-0.8595209848966316,,,2022
202110270TOR,-0.9163508978874155,-0.6858943889187841,-0.7307263499098042,-0.9830933334442582,,,,,-1.0327859937023365,-0.8519254327759449,,,2022
202110280CHI,0.3360233946732518,1.3777774363815194,0.20460851032751126,1.5614184927961445,,,,,0.26384185424872575,1.6680408455591689,,,2022
202110280DAL,-0.8337035262622665,0.10180432399066586,-1.0180724195480901,0.3912665835901499,,,,,-1.117101732599468,0.22820119981190778,,,2022
202110280GSW,0.0824670216379697,1.6083680717175448,0.16252821900185,1.9318830547468675,,,,,0.1786043931311858,1.8456720537382978,,,2022
202110280HOU,0.7087254280251352,-0.40767091930719057,0.8056646197949542,-0.5766057873985238,,,,,0.6575499285126822,-0.2903410578575776,,,2022
202110280PHI,-0.7786826356140197,-0.35401257308430933,-0.8328542247716221,-0.45808955427796727,,,,,-0.7964174227137082,-0.34692987780773876,,,2022
202110280WAS,0.2286339698161579,1.3726093115924285,0.26837194219069227,1.2327413516952828,,,,,0.13491883030289342,1.3699697866593286,,,2022
202110290BRK,-1.4001335034868445,-1.028056973450799,-1.129775058937379,-0.843791281347523,,,,,-1.4696583139358537,-0.8536858762733779,,,2022
202110290DEN,0.406334998163274,-0.12117651179515843,0.6563290933645236,-0.2173330642316338,,,,,0.48189627501343324,-0.21962148197275067,,,2022
202110290LAL,1.5860105953073955,-0.863325738162414,1.7820521775868101,-0.9211318886396977,,,,,1.8417358215623088,-0.3981704749782664,,,2022
202110290MIA,1.6393346020592694,0.5587540214009312,1.5394799491100342,0.9714968509358481,,,,,1.737414359938127,0.7714323147571607,,,2022
202110290NOP,0.7045488157150281,-0.7068219236129365,0.6765250926248836,-1.0067196663612616,,,,,0.7310027405007444,-0.921313860979033,,,2022
202110290POR,-1.308011883601448,-0.25729238781491315,-1.7477026450756568,-0.3365625339988503,,,,,-1.5626765768665005,-0.5579554994119613,,,2022
202110290TOR,-0.19348458779185695,-0.20211178331935553,-0.2305135406361043,-0.5840446244166833,,,,,-0.1441763787587269,-0.4150531125424277,,,2022
202110300CHI,0.9226970678875315,0.8578151405589804,1.0558239340865798,0.9658018933485639,,,,,0.8950989842675616,1.0831829900823142,,,2022
202110300DET,-0.4127183949566575,-0.956608546801943,-0.4261245622867662,-0.9558201424808226,-0.13186130941289428,,-0.13186130941289428,,-0.3025437569473475,-0.9243005910953777,-0.06386632507764695,,2022
202110300GSW,-0.26954974213590055,0.9273122502367617,-0.1923575563417208,1.2661130989025886,,,,,-0.5550844917492621,1.1680071936973313,,,2022
202110300IND,0.017122023845445256,-1.6277124985161908,-0.3884336027660211,-1.3770193537114812,-0.46844597148272654,-0.7866445897638745,-0.46844597148272654,-0.7866445897638745,-0.25668573435380715,-1.7622106688262882,-0.3467324870386437,-1.007088907200246,2022
202110300MEM,0.8570966357527143,0.7635228431187531,1.227387123526933,0.8282981748461289,,,,,1.0702848170787784,0.8562692531721527,,,2022
202110300MIL,-1.1382342004348747,0.11870602776140649,-1.2831349293224639,-0.28897327449592414,,,,,-1.3707968078009936,0.23080776091345134,,,2022
202110300MIN,0.279129400795183,0.6115269886404797,0.11666755716933697,0.845185412161257,,,,,0.10496608992250778,0.5152516167799432,,,2022
202110300NOP,0.8559856904957908,-1.1889910526267853,0.8002251097750919,-1.6527851354799337,,-0.9277103236044179,,-0.9277103236044179,0.8486997097255804,-1.6126541273628576,,-0.8947979365762256,2022
202110300PHI,-0.3809451174927223,-0.1760866618963859,-0.17281438903581403,-0.33512363656876687,,,,,-0.35980422110078836,-0.21904670942606952,,,2022
202110300PHO,1.3347616227508543,-1.3690137800257096,1.5567274828058102,-1.5104251207509578,0.5726146952437261,,0.5726146952437261,,1.5447172152808053,-1.4549475826842881,0.6038722523013917,,2022
202110300WAS,-0.9422415392540611,1.9821883989013092,-0.4782700153326873,1.6739276829217888,,,,,-1.0713097652849815,1.8646928380630103,,,2022
202110310BRK,-0.6302239862604739,-0.8004779784214526,-0.6531286926357869,-0.5965469865734208,,-0.3210766021285057,,-0.3210766021285057,-0.6572772506038866,-0.5611335213829429,,-0.3192517154347254,2022
202110310CHO,0.148380801385517,1.3409919877074863,0.02955648723134008,1.2835896765189494,,1.1721174090378839,,1.1721174090378839,-0.23642373438906272,1.4385618576165093,,1.279876741644774,2022
202110310DAL,1.1867179447288771,0.006029085572933024,1.3225905617435558,0.32232847196355285,,,,,1.4223430068845693,0.1573087031181748,,,2022
202110310LAL,-0.6216425591695867,-0.6120767656058725,-0.8267651016901492,-0.6958071938586978,,-0.7411751705691629,,-0.7411751705691629,-0.5278901136124567,-0.10115186869676318,,-0.46286686130334914,2022
202110310MIL,0.3304632516826418,-0.5861783969285583,0.5209825220593269,-1.116405243464179,,-0.11453760214137149,,-0.11453760214137149,0.4227219098451629,-0.4862541675523264,,0.21679888189064964,2022
202111010ATL,2.4389290877713323,-0.7810123798413082,1.9619534610829192,-0.4828270737953986,1.162070447633135,-0.11017009926097504,1.162070447633135,-0.11017009926097504,2.2791125456711367,-0.7093628268194432,1.2782748810409443,-0.2315670595897343,2022
202111010BOS,1.4500489567638701,-1.3989822281240842,1.5006433053758168,-0.7662957934938177,1.0495238101597006,-0.4926611154550349,1.0495238101597006,-0.4926611154550349,1.555560064504713,-1.4857294728931079,1.097766727684397,-0.8923177492182219,2022
202111010CHO,1.1361103386470925,1.8804943597565122,1.4100566399603405,1.8242646198534187,0.8342915915730958,1.40495335473427,0.8342915915730958,1.40495335473427,1.4341479376867792,1.9670689308666414,0.8708208696341336,1.5305019013110523,2022
202111010IND,-0.43334977574490985,-2.201070867731876,-0.45570296035420954,-2.018341210225334,-0.5088439937814302,-1.0518266338555797,-0.5088439937814302,-1.0518266338555797,-0.6537348793352158,-2.4368261632429027,-0.5743662749301254,-1.3360069389292342,2022
202111010LAC,-0.40975947577997207,-1.7136850728018782,-0.3070846625416954,-2.1138216663058476,-0.4196287803908776,,-0.4196287803908776,,-0.6849138422852306,-1.8842083418893996,-0.5577656661639977,,2022
202111010MEM,0.8045643715730098,0.1729789462734317,0.581253121652777,0.20780020721584025,0.37374218023623057,0.4574010351625816,0.37374218023623057,0.4574010351625816,0.7125978952400502,0.2142156004464244,0.37138599644591186,0.4598127556449279,2022
202111010MIN,-0.7391029554981265,0.08609201786265297,-0.7288160121318019,0.38059984767781696,-0.22095776377477086,,-0.22095776377477086,,-0.5695670974388385,-0.09238018853759922,-0.13106137660682873,,2022
202111010NYK,0.5904803930611306,1.1090998000294818,0.25288825374783164,1.2899503120610074,-0.3299842217751016,0.49326745743237654,-0.3299842217751016,0.49326745743237654,0.41792976006280735,1.2838466106689408,-0.18607472175264106,0.5683020438004492,2022
202111010PHI,-0.3911215706635085,0.22398060045220003,-0.5111184561031292,-0.025110951809182325,-0.4332517755043019,-0.0945810620895172,-0.4332517755043019,-0.0945810620895172,-0.7649308076391947,0.1305118962925853,-0.6177092417515284,-0.0172239286938816,2022
202111020DAL,1.4476405325980357,0.3905642894016248,1.8478850911572215,0.5999391020436677,0.8381659846673003,0.31427328260524423,0.8381659846673003,0.31427328260524423,1.7123384698045072,0.4014002764436695,0.6503126421144562,0.1754691555628264,2022
202111020DET,-0.9440952422520792,-0.7746280617266283,-1.7329743439250942,-0.8038844853784848,-0.4522645217476571,-0.7345015673285298,-0.4522645217476571,-0.7345015673285298,-1.0286816401431667,-0.7704619088282298,-0.004517498010210767,-0.712296232678357,2022
202111020LAL,-0.7967956279853599,-0.43692369679009957,-0.980154279420911,-0.5424180161279359,-0.4974659870702225,-0.7205020446308615,-0.4974659870702225,-0.7205020446308615,-0.7481839390844343,0.11914195677521411,-0.2847530109269645,-0.34159524522834867,2022
202111020PHO,-1.4421051621604764,-1.1703624959219479,-2.142510337765849,-1.363754277905488,-1.2078992652019545,,-1.2078992652019545,,-2.047801028306218,-1.3443783050902622,-1.1589335300326271,,2022
202111020UTA,0.8021827409001858,0.6883800970061627,1.044979931663441,1.1375516225202422,0.6728865193725116,0.6869274025012403,0.6728865193725116,0.6869274025012403,1.1782514335590744,0.9651493824360031,0.7529379947432545,0.5719615049640877,2022
202111030BRK,-0.42869965063608895,-0.6560739029552982,-0.1561753400977839,-0.44579119383072285,-0.18986339148141607,-0.34647727214818963,-0.18986339148141607,-0.34647727214818963,-0.45784469346221357,-0.44794886315859994,-0.36208750651465144,-0.3440404194174928,2022
202111030CLE,-0.9367230196487455,1.7807818844529755,-0.8244750832729149,2.147181205544636,-0.43955250565453124,1.3041176833515062,-0.43955250565453124,1.3041176833515062,-1.035824547934812,2.1465852052572765,-0.6537716894962783,1.3419747064542615,2022
202111030GSW,1.2358228139506293,1.067521983880833,1.0871400542691232,1.3808402051025634,1.4296401049816154,1.3407500053772636,1.4296401049816154,1.3407500053772636,1.254631663296144,1.2978365442332995,1.5769218414899446,1.2475256500186707,2022
202111030IND,0.3933647601861816,-1.7706105939795793,0.5379807239235959,-1.6278723657319527,0.533085953910351,-1.1977611971790745,0.533085953910351,-1.1977611971790745,0.5686356118181193,-2.127654957857221,0.5918597770589268,-1.5457355646631123,2022
202111030MEM,0.3393003257504823,0.6382429920959591,0.1401636876962855,0.6488896411723317,0.27541997501065696,0.5388818523553239,0.27541997501065696,0.5388818523553239,0.25593478447291806,0.6708787112135566,0.29441333301906414,0.5437019131289086,2022
202111030MIN,-1.569220477287895,-0.6854462788593985,-2.014682588372362,-0.4151156682131134,-1.4051709067168894,0.2786034746793735,-1.4051709067168894,0.2786034746793735,-1.791972889179478,-0.9095276187506869,-1.2447168185787965,-0.015611069672619715,2022
202111030ORL,-1.973614960541303,0.03243534122392466,-1.326967647177686,0.06689950375912845,-0.6639774324753577,-0.12328845952179242,-0.6639774324753577,-0.12328845952179242,-2.1824317041810684,0.24758033277424918,-1.1848414978705246,-0.010739917282955517,2022
202111030PHI,2.0246816891810893,0.769582049437437,2.061315159059685,0.28824567536060375,1.3132439247503374,-0.12343623089285487,1.3132439247503374,-0.12343623089285487,2.252262295792674,0.40140563658820305,1.3993866882525177,-0.027487567190482547,2022
202111030SAC,-1.6321401103603135,0.5870454216891239,-2.319189712833971,0.8821541260493002,-1.4651211993760656,0.6888004233188051,-1.4651211993760656,0.6888004233188051,-2.2364350686386367,1.030555504296933,-1.3951786543154905,0.7881222685483579,2022
202111030SAS,-0.042532570169627526,-0.8638100494972067,0.03702144734875201,-0.8461718048475908,0.3741075927008466,-0.682245508916119,0.3741075927008466,-0.682245508916119,-0.20989327887676623,-0.9629060847208977,0.19469994043124694,-0.7625834204275662,2022
202111030WAS,1.3062154329044309,2.086616358566113,1.0048578418852432,1.635301727385305,-0.18605151873987916,1.338307028114366,-0.18605151873987916,1.338307028114366,1.1331407589136289,2.0275944123139067,-0.03253881562185942,1.5252044778177274,2022
202111040ATL,0.9035174162172241,-0.8031686235266253,1.3003774281343832,-0.5023641872307536,0.888975245735049,-0.21140222887544033,0.888975245735049,-0.21140222887544033,1.1128453116981447,-0.8318773287314105,0.7475579224967528,-0.4262277396134635,2022
202111040DET,1.2139560223067551,-1.1483851129038039,0.5456052510753704,-1.1187350435221983,0.0033739088847752896,-0.841124995996252,0.0033739088847752896,-0.841124995996252,0.6572257147110179,-1.200198181236387,0.11486410134654768,-0.8385721741537631,2022
202111040LAL,-0.554224071293955,-0.27145657268940226,-0.40622374047518073,-0.3928360162492215,-0.47265100901481927,-0.5900451654584891,-0.47265100901481927,-0.5900451654584891,-0.777149294995152,0.31150379692279984,-0.6774127475794974,-0.11735416491050976,2022
202111040MIA,-1.685632510904524,1.880737392169288,-0.8418350216897013,2.4108027458521373,-0.6345810005523784,1.1436411848723758,-0.6345810005523784,1.1436411848723758,-1.8349881380476267,2.3236320251249434,-1.293134293203562,0.9775789416779818,2022
202111040PHO,-0.9622627520860576,-0.9803275477221103,-1.129736279299625,-1.1870749028373657,-0.6444695264971871,-0.9485784587895029,-0.6444695264971871,-0.9485784587895029,-0.9405457792320198,-1.1557442647578435,-0.41495227536844886,-0.934824642629304,2022
202111050DET,-0.28160493006476095,-1.5139533126945794,-0.09960234669775314,-1.38344334171166,-0.42695184694088545,-0.957977655083429,-0.42695184694088545,-0.957977655083429,-0.073916227889403,-1.5144547992298372,-0.4164689782018894,-0.9771850256179043,2022
202111050GSW,-1.9663124869543758,1.387259893912991,-2.655138980631406,1.6362573488453709,-1.7153478719932345,1.502383434891868,-1.7153478719932345,1.502383434891868,-2.613710280564748,1.5939264539457945,-1.6474855331096354,1.411765435730505,2022
202111050MIL,-0.10728464550039707,-0.570338191074903,0.06527744203125874,-1.4181237857813809,0.4399740641065692,-0.6411910908930429,0.4399740641065692,-0.6411910908930429,0.17208632551848968,-0.5989453677350092,0.4980006901165925,-0.09420546121908013,2022
202111050MIN,-1.1275789317136047,-1.1270878244336888,-1.6007648895159834,-0.8290333670694925,-1.5927794933450985,0.09914540637815179,-1.5927794933450985,0.09914540637815179,-1.253837604577548,-1.447662903352617,-1.3852492096773423,-0.2834465856619081,2022
202111050ORL,-1.3232951686066357,-0.2555471084128538,-1.4225022664262341,-0.4182331217288562,-0.9139035308174256,-0.25349900857231134,-0.9139035308174256,-0.25349900857231134,-1.4809719178707996,-0.09986323335919245,-1.005663951933543,-0.09571685539012208,2022
202111050POR,-1.269961188293001,-1.5964058413961935,-1.1551690838396151,-1.4186202679369782,-1.3398172370592611,-0.6212385554396794,-1.3398172370592611,-0.6212385554396794,-1.7311056715575912,-1.7203381674164806,-1.7600402948536988,-0.8624989569480238,2022
202111050SAC,0.9160849039184713,0.9212177982831862,0.8317229105263158,1.218103393846735,1.2765616561935398,0.8315993684118842,1.2765616561935398,0.8315993684118842,0.9585417535836491,1.4078307162230441,1.4425312575152247,0.9483049462942813,2022
202111050TOR,2.440464706200423,1.903725168187564,2.7413263902087,1.6900975358958634,1.7571153765586824,0.16537867848366264,1.7571153765586824,0.16537867848366264,2.8310988247389446,1.7736455907632847,1.7984951601503625,0.30017530501125683,2022
202111050WAS,1.1561849076354047,1.4891066232829795,1.0665332799791791,0.9500620333746852,0.5677044476293124,1.3461676529078466,0.5677044476293124,1.3461676529078466,1.1289105974256377,1.387089580464251,0.5881747390008022,1.5977223975220713,2022
202111060CHI,1.5795242220975307,1.5803077163117711,0.8103135492648317,1.8039555833449192,0.13764005550748157,1.481657206787067,0.13764005550748157,1.481657206787067,0.9714823327044684,1.996442217669859,0.2657748321770777,1.5990404932378943,2022
202111060DAL,-0.9926513622341071,0.4169525489398014,-0.04111394418904446,0.6133519089273953,-0.55383845775124,0.43670610120634024,-0.55383845775124,0.43670610120634024,-1.104989689088069,0.3081725542731357,-1.3397773283468837,0.22784762163059247,2022
202111060DEN,-1.121548930078009,-0.17864158978896327,-1.2262127270659633,-0.27747995111056234,-0.8604290394296633,0.06969192648745252,-0.8604290394296633,0.06969192648745252,-1.0272761425238701,-0.20209710173916307,-0.6176105595721818,0.10962110237375522,2022
202111060MIA,1.3894242686987468,1.187756243498871,1.8117589992014747,1.61008166835148,1.1053598542994936,1.3905682290327566,1.1053598542994936,1.3905682290327566,1.6088163895565994,1.5936335761653861,0.9436969843860257,1.2538464852548945,2022
202111060PHO,-1.289075476008148,-0.8210413697301586,-1.013745758297845,-1.090598455071027,-0.34325913437781713,-1.0086620481263862,-0.34325913437781713,-1.0086620481263862,-1.3278484065898652,-1.0690139014659934,-0.5919697744001379,-0.9933651653679689,2022
202111060POR,-1.0912403166210272,-1.2596159175453367,-1.2666959160496463,-1.168112185341065,-0.6721350270486379,-0.7048886732369329,-0.6721350270486379,-0.7048886732369329,-0.41214794975587843,-1.4117891879038904,-0.07737233630218725,-0.9545436574492335,2022
202111070GSW,-1.291846486537168,1.59830128918398,-1.3463103381102197,1.84554309849646,-1.0142974188308986,1.619712261057199,-1.0142974188308986,1.619712261057199,-1.1166016777355021,1.8719713798742443,-0.7751397850076435,1.553905499432702,2022
202111070LAC,0.4586939873410234,-0.6906779164503014,0.47699508553401415,-1.2109050924950235,1.1738653826353092,-1.5931459520832527,1.1738653826353092,-1.5931459520832527,0.5675056400334872,-0.7312633147824679,1.3206207008890931,-1.322930906495941,2022
202111070NYK,3.111643583442503,0.4870684510408019,3.4885617780813076,0.793930238495947,2.1876509456979343,0.6153287227690687,2.1876509456979343,0.6153287227690687,3.6376313544128567,0.8411838029345668,2.239319393156495,0.6630489858190705,2022
202111070OKC,-0.9259482312732175,0.2655596726376701,-0.9750468955901921,0.46763615932524427,-1.0001052126814634,-0.3271533554609016,-1.0001052126814634,-0.3271533554609016,-0.9632148307514878,-0.05349754831647324,-1.0914543755131438,-0.618447245334944,2022
202111070ORL,0.8848192057618958,-0.652894045746272,1.3322243609203506,-0.8656884925648982,1.1931198111537262,-0.43374603759821645,1.1931198111537262,-0.43374603759821645,1.163211153719331,-0.6176203204785042,1.0279738552538005,-0.24769840903472673,2022
202111070SAC,-1.6067511121438578,1.3786087148606345,-1.4056771664355283,1.572831218839036,-1.4523090398135483,1.119530720794492,-1.4523090398135483,1.119530720794492,-2.0396546510701814,1.798866829773206,-1.9278517377483395,1.2614750385395952,2022
202111070TOR,-0.08438243435544912,1.2325462909454838,0.21781839267318226,0.9428621480232557,-0.31932729009347216,0.48637125872824827,-0.31932729009347216,0.48637125872824827,0.19403077055842566,0.967113061089373,-0.3127774980434514,0.6033483873221431,2022
202111070WAS,-1.164691287616101,1.9357122509637827,-2.146776582246069,1.3435411916040554,-1.022440237680472,1.4662545746773394,-1.022440237680472,1.4662545746773394,-1.2680428451510863,1.7744291365505704,-0.36640693073712005,1.7838147166203673,2022
202111080CHI,0.32661971137643775,0.9700801678146194,0.740778196748848,1.2975010356189722,-0.17118920317123157,1.5317725782573504,-0.17118920317123157,1.5317725782573504,0.7230249805809903,1.4806807923891556,-0.16993812292748464,1.6726948676663138,2022
202111080DAL,-2.1773538822253644,0.823606741576925,-2.8644247302824946,0.9346224879820424,-2.106794760559153,0.527265418604989,-2.106794760559153,0.527265418604989,-2.891755206493198,0.6729113525310755,-2.0539449287241154,0.3019659804171204,2022
202111080DEN,1.6923613064357221,-0.008344033329803935,2.089616306632604,-0.15738234006630591,1.692878297742704,0.03098150185164957,1.692878297742704,0.03098150185164957,2.0392388120026546,-0.11277156652753106,1.5850933358222383,0.08983476989933854,2022
202111080GSW,-1.69829274405621,1.7257700228817496,-1.279329798889612,1.9631640139364794,-0.6012094245578679,1.670633470005055,-0.6012094245578679,1.670633470005055,-1.6175553483562348,1.975108934889473,-0.8840488041766593,1.6254204267297399,2022
202111080LAL,0.1427260309696612,-1.4487411248634192,0.28718208401965484,-1.5568388902688213,0.9651490717869127,-0.8959546535323368,0.9651490717869127,-0.8959546535323368,0.3513851901138647,-0.6163925859092849,1.0896158392517161,-0.18286952094036316,2022
202111080MEM,-1.563988839696992,0.7095792799546015,-1.2188931640904528,0.6730541217498089,-0.20827610094974439,0.5978506073275232,-0.20827610094974439,0.5978506073275232,-1.970237193147697,0.7415710413393182,-0.6851952640934466,0.6317415994547125,2022
202111080PHI,-0.24332259207456364,2.1897517705946825,-0.0012372968633487247,1.3167680969907787,0.5810210882372587,0.43344966405227253,0.5810210882372587,0.43344966405227253,0.02880416249147988,1.4872437579851718,0.6238760371928628,0.5714704381425628,2022
202111080SAC,-0.4118241016820967,0.8249182213093951,-0.8250144144792602,0.927106216520027,-1.1093350506189272,1.1612942414436827,-1.1093350506189272,1.1612942414436827,-0.7793069596996238,1.2493283889996865,-1.074530355363813,1.3478626466227521,2022
202111090LAC,-0.9021151093029447,-0.3747099600789392,-0.87796921112189,-1.0210920909806642,-0.7951231194241061,-1.6181614954575896,-0.7951231194241061,-1.6181614954575896,-1.207544551750484,-0.5151428648628453,-1.0628084995056541,-1.2898502653597064,2022
202111090PHI,-1.6744977921326427,1.7260771301351152,-2.5892985140179077,0.5453225212766464,-1.548758623988426,0.5801906903598414,-1.548758623988426,0.5801906903598414,-1.7135641319427375,0.7159338223145824,-0.8107800652684792,0.7273005267660048,2022
202111090UTA,-2.100374134957409,0.05038988343974449,-1.5891190833470565,0.535239023366171,-0.8372602069430749,1.1063556593669914,-0.8372602069430749,1.1063556593669914,-2.0817871614816053,0.4766386325211318,-1.1710459609067954,0.9582304632960622,2022
