,home_MP,home_FG,home_FGA,home_FG%,home_3P,home_3PA,home_3P%,home_FT,home_FTA,home_FT%,home_ORB,home_DRB,home_TRB,home_AST,home_STL,home_BLK,home_TOV,home_PF,home_PTS,home_TS%,home_eFG%,home_3pAr,home_FTr,home_ORB%,home_DRB%,home_TRB%,home_AST%,home_STL%,home_BLK%,home_TOV%,home_USG%,home_Ortg,home_Drtg,home_poss,home_pace,home_poss_per_poss,home_ass_per_poss,away_MP,away_FG,away_FGA,away_FG%,away_3P,away_3PA,away_3P%,away_FT,away_FTA,away_FT%,away_ORB,away_DRB,away_TRB,away_AST,away_STL,away_BLK,away_TOV,away_PF,away_PTS,away_TS%,away_eFG%,away_3pAr,away_FTr,away_ORB%,away_DRB%,away_TRB%,away_AST%,away_STL%,away_BLK%,away_TOV%,away_USG%,away_Ortg,away_Drtg,away_poss,away_pace,away_poss_per_poss,away_ass_per_poss
PCA9,-0.012740369323829262,0.033879753689808396,0.06854746899836081,-0.011160134176714947,0.09382592840288591,0.09353646070281327,0.0366018367831607,-0.28215384540085703,-0.2821180374695954,-0.04775651296852637,-0.012635334550663818,0.0044193328759712285,-0.0036244005771906046,0.07355387282407602,-0.17997422563142038,-0.03208490625444015,0.11572751978253748,0.24110676411744927,-0.07552627742719854,-0.04267324136979282,0.018522123536615743,0.07811577080535395,-0.27504366546215486,-0.022404621236820063,0.06318568459761843,0.008169881214078054,0.06987273634808687,-0.18391406144910372,-0.03134316242317577,0.11928012332262883,-1.8776481027476007e-28,-0.08515663467837252,0.07790488530105688,0.0011420437309552405,-0.004029903661407607,-0.0863190545244231,0.07418722631239036,-0.012740369323829243,-0.06243108672415405,-0.10619492901513403,0.005769494357665349,-0.08345399167732943,-0.08325667564095154,-0.037525131280696906,0.31342591529240726,0.3074948782819172,0.06995142091857745,-0.06540318716233139,0.029059840663078526,-0.01362224022070205,-0.1048782653057765,0.14040267353461175,0.009332446285690481,-0.15472707737446598,-0.21588577720023533,0.06672255253820308,0.05424091557333888,-0.01673661505521846,-0.055159686679119586,0.30989415520001157,-0.06319369393460583,0.022403226411898933,-0.008160232540148554,-0.08900817052799312,0.14505676528702033,0.020453747409949822,-0.14718072468731086,-0.0,0.07790488530105688,-0.08515663467837252,-0.012820579198062456,-0.014448327257386987,0.0821987835979453,-0.10360862311916466
PCA10,0.23251751408066665,0.15210215291185558,0.042802469647422334,0.13954318414939906,-0.20546061158103385,-0.29539136256596193,0.01857976632325957,-0.0938920847919462,-0.0866191579736296,-0.031502126823275044,-0.12995547422500744,0.008984499811998356,-0.06731353399176038,0.01589093661305743,-0.030934440401641693,-0.0815365120570117,-0.03279347861541335,-0.08064942226122986,0.016324008527648533,0.015481187504535154,0.04034386414747348,-0.328403556034793,-0.09088711736272237,-0.1256136433540733,0.12691268434957367,-9.330526704331315e-05,-0.10356585973330694,-0.044189132707299524,-0.18081276543743321,-0.029953501289124208,-2.307462544163005e-28,-0.030425417484428337,-0.023173869135910956,0.06017042248373967,0.1408900670881899,-0.01654292837398579,-0.0009554102533809976,0.23251751408066662,0.15653256286783143,0.04239203918662735,0.1441843868892954,-0.19959886962053613,-0.28466037674543115,0.006497444396914262,-0.09172990055381587,-0.09447742595388249,-0.010646890553707296,-0.13429128810910818,0.014596175032497247,-0.06538173700453331,0.008406145347599259,-0.030908702203695994,-0.0869696553634573,-0.03223455580497994,-0.059584589280975514,0.022034954437468945,0.022693226666546384,0.04464085584806058,-0.31667119990312775,-0.09818357049549631,-0.12690248100106521,0.12559902665956368,0.00012971421361011068,-0.11047456097321805,-0.04527240909138199,-0.18981080896440017,-0.0286168613997058,0.0,-0.023173869135910956,-0.030425417484428337,0.05880381202477558,0.14018895884166419,-0.009065006366504952,-0.007409406777717922
PCA11,0.007438478021309414,-0.13286988049431675,-0.011591166737373516,-0.13846442704876538,0.23152762264932797,0.211333407876916,0.11665204972686591,0.11580902507715812,0.1096726154893326,0.039159335111449936,0.058965813316835834,-0.05942670263426942,-0.015044558947906479,0.12413775947393815,-0.01886402576412052,-0.16483272622432305,0.005190183478808996,-0.0528245809870105,0.01793747523700374,-0.005577748394082189,-0.03275039812294339,0.22896679710181791,0.1025089497349699,0.036362451211448016,0.0191969947476803,-0.0192096223521007,0.272443729975045,-0.018563134527171905,-0.26458474643522956,-0.003826341764345434,-1.3433034284684779e-27,0.023763073748741263,-0.03172053578434528,0.015859297985166446,0.015513466767935762,0.011791336905151821,0.12313963585267555,0.007438478021309369,0.11716080650801759,-0.00016775852144465197,0.13016117060228696,-0.2865188252108653,-0.30094620932001653,-0.11012731903791101,-0.07532022245926352,-0.06995565933114432,-0.02178623627562975,-0.04547072659111729,0.048499819795053224,0.014016355329880013,0.006465926168385323,0.012588931305939273,0.2661652080689938,-0.01161885099775138,0.07808748147352944,-0.028877325549371505,-0.011513084800216029,0.00613387615445259,-0.3193053493348804,-0.0654938880265932,-0.01918113554890941,-0.03634883724466237,0.019193607734907765,-0.0816898876498638,0.01379675823641446,0.3397723016267113,-0.002222690841029589,-0.0,-0.03172053578434528,0.023763073748741263,-0.018766725940620555,-0.010464245186067186,-0.023219363171379754,0.011505953866234214
PCA12,-0.03294769491229033,0.00488557496430447,-0.015206136081204448,0.01565249841351984,-0.1581826120507556,-0.19627495643321816,-0.022274687412659946,0.027765409779414083,0.05169861225781477,-0.056534637714021715,-0.02882606851787325,0.032403867571595225,0.010115861977597802,0.23880528837587067,-0.053188585003527945,0.2314195073957941,-0.0479347144716286,0.08284590048739465,-0.032478237442287346,-0.04034676725267735,-0.041351413152526204,-0.20398423044532127,0.05197929313782852,-0.03061470422631904,0.01978477538299481,0.004575898756442319,0.31172353309275685,-0.05327719923521425,0.21951143776610785,-0.045471347131553576,-4.11855138947478e-28,-0.036145573153208134,-0.02932766617417749,-0.0010858814141230051,-0.014153786707615185,-0.036886292924352505,0.24407081784698836,-0.032947694912290465,-0.06260376907097549,-0.026409260027494805,-0.051149211326523385,-0.05358448906084724,-0.09273185613188188,0.018867087815883768,0.0887603491926044,0.11101160256133237,-0.040036412702774894,-0.008825418085036493,0.009973312818863074,0.003185238792828662,0.32034950207861357,-0.047446331235851125,0.14392184166400704,-0.053206488992275945,0.03593697505525338,-0.026333025465587988,-0.04388940464556572,-0.058888626941839016,-0.08960797660267275,0.10921490959657819,-0.019767433851365812,0.03061496514448356,-0.004560978026527277,0.46467576491057433,-0.04839137484188501,0.0922669086639979,-0.05327775519223576,-0.0,-0.02932766617417749,-0.036145573153208134,0.002173338265520184,-0.01185135473842329,-0.03176789855076105,0.3276894215130353
PCA13,-0.06891880881965909,0.05141652196360479,0.0039207073524550155,0.053875279659859776,0.0023543575874351544,-0.08374684576361263,0.09684639367215435,-0.0061408795489001,-0.03462475743912846,0.06905355909380288,-0.09425423322512283,-0.02837531310802889,-0.07755856132032693,-0.0854701297855253,0.01649332474925266,0.41613070586827466,0.0030787710232388714,-0.07126475249090272,0.040052996937149574,0.051476353481777065,0.04560047921042369,-0.08985266497809419,-0.032408908239607695,-0.0761225977560034,0.08216735435437152,0.0026889008723401647,-0.15349475346919791,0.009150241711422721,0.41875530653063037,0.005333306169157225,-1.6890101854647383e-27,0.01941960439654236,0.023009017446577303,0.04415942981461539,0.004982525300683178,0.019277365944978204,-0.10051211102288128,-0.06891880881965902,0.04962459908012771,0.002075347661839146,0.05322360382976143,0.03501075201302284,-0.04915278683335459,0.106247043606447,-0.018053886519561427,-0.04893560726731985,0.072939265744096,-0.10074354671290511,-0.027265166643806207,-0.08076844490987628,-0.1370099982960312,0.014521820079583553,0.42695326481488477,0.009846972609074854,-0.04973537622782131,0.04234804583376922,0.0590997286223009,0.05599993445045588,-0.05300820150994908,-0.04562990785870565,-0.08214722211751464,0.0761161951399986,-0.0026413406561909642,-0.2170788170438879,0.007532161562015254,0.41364339613181356,0.012936727446635541,-0.0,0.023009017446577303,0.01941960439654236,0.04263233828741278,0.003763409258284898,0.023717066915652393,-0.15318304182855924
PCA14,-0.03176670756099861,-0.0862749627652755,0.00785347109661849,-0.1017415524489485,0.04594332229290851,0.1936486340867584,-0.15045192307422067,0.062461661566237184,0.061466640509626067,0.01608337868616457,0.08068139381521285,-0.05399481727176068,0.0019138461513727163,0.08958589376251548,-0.003078427763416367,0.3996348414227907,-0.008579692285550852,-0.07150061429711191,-0.027043531925504287,-0.054081589191100815,-0.06905824888190146,0.2032944611872617,0.054015109743594816,0.046113704748503986,0.07688853103738316,0.005825810940319868,0.1880462752066988,-0.006123680733311106,0.35663351765927237,-0.015805030003922558,-2.532429034006382e-27,-0.03832793361569756,0.03875311056243778,-0.01014889869500623,-0.020806303837198732,-0.0248844143912931,0.09406082604742103,-0.03176670756099863,0.08880705868322139,0.005924688032067833,0.0955407418635298,-0.06968712335323735,-0.1855953135282729,0.0993762321683066,-0.02156448638907559,-0.05806892535918379,0.08154528544470455,-0.10530437256698603,0.06710936250837693,-0.005065948392062783,-0.0604237236487231,0.005355045454325803,-0.4106440293009814,-0.005352033792456665,0.0474282140038687,0.03980562152217913,0.05755422195507573,0.053663890200711335,-0.19944145419553364,-0.05592473904160504,-0.07690319515383139,-0.04610818871445578,-0.005794900313320239,-0.14849705454047385,0.003827260198404214,-0.36488192537993236,-0.0010713210521009755,0.0,0.03875311056243778,-0.03832793361569756,0.0352881718174189,0.013083753727738238,0.025169839910909087,-0.07161961402362212
PCA15,0.1617241477100404,-0.05336949589571712,-0.05982010200598013,-0.016169007905830864,-0.15983113347611985,-0.16735918250911774,-0.051255697601208516,0.02940341887384513,0.05291309237496445,-0.05501360184840587,0.007282652587167257,-0.027359105346010455,-0.018346535807285763,0.29691218234489664,-0.027587888684615116,-0.10580333007220176,-0.007266926276366478,-0.07228648251108073,-0.08004158326951487,-0.06102685101660248,-0.06492021112437568,-0.15902301384128537,0.06298310393508592,0.017188857656680906,-0.002756511544199527,0.005026031021591804,0.4389226628879419,-0.016643775142190096,-0.04085607518194674,0.0018902401174750799,4.885777752091119e-27,-0.05176669196625647,0.050079809074798115,-0.04995476079083152,0.029516140509323045,-0.06043033705966753,0.31773022526202255,0.16172414771004043,-0.056220940308519096,-0.03540860130931708,-0.03640597923395363,0.20383439560301517,0.19740924166809015,0.09459949778977762,-0.017815132831675285,-0.062437534778233134,0.11576479582520759,-0.008537555462155245,-0.024202121240139637,-0.025015557983421925,-0.26176983999277054,-0.0064605651709288255,0.0866765951482459,-0.0034625560562190935,0.09081782519306811,0.009811784642704704,0.05465977051008585,0.0452164551534818,0.22254775627506393,-0.048918377008167896,0.0027527331200266282,-0.017192873407107522,-0.005040723535563074,-0.2939738420516108,0.004749007432205066,0.05621636932818514,0.012904665623829978,-0.0,0.050079809074798115,-0.05176669196625647,-0.07350554666322258,0.012014062455721506,0.05296095995167729,-0.24652560926275277
PCA16,0.521922660609758,-0.14400220355860543,-0.13723042133370042,-0.05992606738696205,0.15397181324122947,0.09657536475366182,0.13132823865972898,-0.02659728835401747,-0.0591345692468218,0.07620506450050925,-0.009328171062339848,-0.11663669172538539,-0.10142693540476842,-0.13190924308553645,-0.06892885254415947,0.09917221201641167,-0.014691580513122169,0.04638503409102477,-0.08248231406179748,0.02666609637973202,0.015377943207126574,0.1483539262743346,-0.019482706504562932,0.031264281702582775,-0.01806941975026627,0.003486018507664369,-0.05546628725703455,-0.03200519620940937,0.1394066883564952,0.02768576251881811,-1.7927838978904185e-26,0.03397215499548212,-0.004252194455773259,-0.19991551364479448,0.06561311634312253,0.025877794076745165,-0.07529387409893772,0.5219226606097578,-0.14778043488887244,-0.15684255590271376,-0.05129018443297224,0.04096644482008151,-0.020275272439880712,0.08921450538124871,-0.009753341239927863,-0.022694885505588333,0.025270404323047183,-0.025453102869099336,-0.10333891764216116,-0.10046378768972754,0.03114716996280511,-0.07682253001567163,-0.012341364017052686,-0.016048547309195655,-0.000860693924214311,-0.1101450578632609,-0.005601684864946351,-0.015076844217946278,0.030692136880923277,0.016349713022076627,0.018059425243720614,-0.031271429202541466,-0.0034576325672704,0.1581742218724557,-0.04253293933491638,0.05239868369603954,0.029433943858625567,-0.0,-0.004252194455773259,0.03397215499548212,-0.19264898672203098,0.0716279427139142,-0.015907557906321545,0.08817428557343474
PCA17,0.007881767604378753,0.015271634699598777,-0.050003930059897686,0.05343567240650534,0.0820348517633255,0.013402221993258063,0.11581676479042165,-0.141128027083348,0.07028001441406558,-0.5856967924354242,0.02409991654601249,0.024690316345747847,0.03419077784109022,-0.003504838311714059,-0.04163034673281522,0.04999807954815175,0.012979395988459317,0.11716157192124847,-0.028154881183075766,-0.01707091668897208,0.07700127678499893,0.02925502987434477,0.07894460456575823,0.011477992801375245,-0.002006752201351995,0.005042191292775682,-0.016319617723578095,-0.04243339461900446,0.05163042094940096,0.016068662615124085,-4.1312188555465914e-26,-0.03127592357915183,-0.016251512837673277,-0.02605779860289185,-0.016238496082616006,-0.016843881948553147,0.003046158647393787,0.007881767604378802,0.04728034797824166,-0.03999940907206963,0.08260923639966007,0.08465340904355834,-0.023957209548206723,0.16247256762314935,-0.17465314226383288,0.06926343559310659,-0.6581655180956367,0.01362116669401118,0.023850574614783637,0.027657422715284846,-0.04664740640370584,-0.04512895487560734,-0.004495703934535449,-0.0035709328839579817,0.1145195191380388,-0.015396089629400707,-0.008954006254872608,0.10107198066707641,-0.012693420398821428,0.07329602453779568,0.0020045364228701464,-0.011473013249216738,-0.005033616150948672,-0.09751016483193138,-0.04601996467561362,0.01674363539610872,-0.0012081344687675782,-0.0,-0.016251512837673277,-0.03127592357915183,-0.01935234687270844,-0.011188427296731295,-0.00640968893281648,-0.04192337528035082
PCA18,-0.002849907752874768,0.04232046155172146,-0.029513392824635734,0.06850509103675097,0.07734742423558232,0.011529693691310712,0.10713605442360027,-0.14057706540670703,0.11044311560703997,-0.6833834111586565,0.0451253217634919,-0.04458425060627451,-0.010777157779580448,-0.037494433380395854,0.00906713223327003,0.0017062658404458123,-0.004609010530188045,-0.10345085248401918,-0.007161528277732758,-0.02094712660356014,0.08634558854525504,0.02197510213785618,0.11015207757006121,0.020779729804655707,0.022431307486878615,-0.014742796850758386,-0.08409526455540538,0.010838604425806484,-0.0009721633399807357,-0.008414870046206589,5.327646460986162e-26,-0.0061423375516201865,0.007705932361366319,-0.002678069522645756,-0.003606345986770572,-0.00714333490137105,-0.038185849516342366,-0.0028499077528749955,-0.044324963305792185,0.01182099980149385,-0.05873250131826408,-0.06183189316495431,0.001716793734357183,-0.10375250755488977,0.128411973626724,-0.09340381112663644,0.5903512745372378,-0.0476884595060466,0.0448339433130445,0.009693723331475161,0.0256749502973686,0.0005887219954091808,0.003301963972367204,-0.0018597965671962586,0.09788431732943624,0.003787157871673563,0.023762981763580496,-0.0713444000541616,-0.0038651653051684745,-0.08851620213895378,-0.022435443595795787,-0.020778262124793802,0.014713868413521479,0.06644297829694387,0.001521099012789195,0.01474665385582211,0.005562462611151185,-0.0,0.007705932361366319,-0.0061423375516201865,-0.010106370604734575,-0.009444550167213147,0.010922343840322937,0.029249818386313974
