,homeElo,awayElo,homeEloRAPTOR,awayEloRAPTOR,homeProbRAPTOR,awayProbRAPTOR,homeTeamProb,awayTeamProb,homeTeamEloAfter,awayTeamEloAfter
201412110SAC,1469.4257,1624.3854,1459.045166015625,1593.0360107421875,0.4512387142967341,0.5487612857032658,0.4215598156130969,0.5784401843869029,1464.6816144057686,1629.1294855942313
201412120ATL,1571.2958,1392.4674,1563.2686767578125,1392.9044189453125,0.8258277945462921,0.174172205453708,0.8327251396309654,0.16727486036903455,1573.559002191627,1390.204197808373
201412120BOS,1394.675,1402.3175,1399.076904296875,1397.0484619140625,0.6427506651916192,0.3572493348083809,0.6298684504072196,0.37013154959278044,1384.9929927602936,1411.9995072397064
201412120BRK,1446.5488,1268.1704,1441.128173828125,1289.2755126953125,0.8099646439409902,0.1900353560590099,0.8323640002931983,0.16763599970680168,1451.0174690878584,1263.7017309121416
201412120CHI,1574.776,1615.5454,1561.16748046875,1592.2586669921875,0.5978875739934003,0.4021124260065998,0.5844233938993756,0.41557660610062436,1583.1390694915137,1607.1823305084863
201412120MEM,1662.2328,1425.9631,1610.499755859375,1433.3046875,0.831411367723416,0.16858863227658402,0.8738816272234498,0.12611837277655027,1663.8732140768504,1424.3226859231495
201412120MIN,1405.1493,1536.9167,1410.12255859375,1518.591064453125,0.48781525332580333,0.5121847466741968,0.4544100122722522,0.5455899877277478,1392.15269739973,1549.91330260027
201412120NOP,1491.4473,1549.0514,1479.845703125,1533.8653564453125,0.5657874095149884,0.43421259048501154,0.5607115684735465,0.43928843152645336,1497.9288671876561,1542.569832812344
201412120PHO,1547.8425,1292.5706,1529.6842041015625,1310.900390625,0.862364261819859,0.13763573818014105,0.8854525225780975,0.11454747742190252,1537.0898467286065,1303.3232532713935
201412120SAS,1714.6198,1387.9872,1640.1380615234375,1392.9044189453125,0.8806749713071893,0.11932502869281064,0.9209914488355622,0.0790085511644378,1702.5712215660153,1400.0357784339847
201412120TOR,1588.751,1454.769,1569.294189453125,1441.181396484375,0.7880352427222412,0.21196475727775874,0.7936237728957279,0.20637622710427192,1593.0889144151658,1450.4310855848341
201412120UTA,1361.1781,1495.2059,1364.88525390625,1469.8282470703125,0.4928869409270574,0.5071130590729427,0.45118603773395266,0.5488139622660473,1355.4427282488427,1500.9412717511573
201412120WAS,1565.8264,1675.5978,1541.35595703125,1610.031005859375,0.5449584733734735,0.45504152662652664,0.4859415314699186,0.5140584685300814,1576.059647578645,1665.364552421355
201412130CHO,1424.4261,1450.7251,1427.416259765625,1441.181396484375,0.6216147747826227,0.37838522521737733,0.6045014767946016,0.39549852320539847,1400.4366281727973,1474.7145718272027
201412130DAL,1610.5343,1702.0629,1583.39892578125,1625.20166015625,0.5829779803355137,0.41702201966448627,0.512188909203035,0.487811090796965,1602.504421396767,1710.092778603233
201412130HOU,1629.493,1497.7936,1601.86962890625,1478.3822021484375,0.7835536872766264,0.2164463127233735,0.7914633817956055,0.20853661820439442,1633.8835659996896,1493.4030340003103
201412130IND,1450.7234,1607.8212,1443.5064697265625,1592.00537109375,0.4306543020540695,0.5693456979459306,0.4185615036645746,0.5814384963354253,1443.006045937313,1615.5385540626871
201412130MIL,1411.0632,1666.1897,1428.141845703125,1610.031005859375,0.38428685282340624,0.6157131471765938,0.2904952603719286,0.7095047396280714,1423.610150162275,1653.642749837725
201412130ORL,1390.3523,1573.4109,1392.8441162109375,1554.898681640625,0.41163395275860987,0.5883660472413901,0.38269527554080346,0.6173047244591966,1396.1986629301975,1567.5645370698026
201412130PHI,1263.9941,1663.7698,1303.9281005859375,1608.99365234375,0.23497089806201554,0.7650291019379845,0.1511451406748814,0.8488548593251185,1262.382267079962,1665.3816329200379
201412130SAC,1464.318,1304.525,1459.045166015625,1312.0296630859375,0.8056416682259084,0.19435833177409145,0.8169006709887344,0.1830993290112656,1451.135098065654,1317.7079019343462
201412140DEN,1493.6993,1701.1078,1479.845703125,1625.20166015625,0.43509581134911957,0.5649041886508803,0.3501697751730055,0.6498302248269944,1488.2456124539005,1706.5614875460994
201412140MIA,1501.3879,1582.5002,1479.845703125,1564.8912353515625,0.5215079285261034,0.47849207147389666,0.5271548398327728,0.4728451601672272,1486.3087214825237,1597.5793785174762
201412140MIN,1391.1387,1401.4991,1399.076904296875,1397.5196533203125,0.642127597911229,0.357872402088771,0.6262136002491823,0.3737863997508178,1381.5336307809591,1411.1041692190408
201412140NOP,1497.4274,1710.7395,1479.845703125,1625.20166015625,0.43509581134911957,0.5649041886508803,0.34247663102667986,0.6575233689733201,1492.9029402220108,1715.2639597779892
201412140NYK,1412.8358,1592.7966,1428.141845703125,1564.3345947265625,0.4481020372401213,0.5518979627598787,0.3869167061987019,0.6130832938012982,1408.075393004793,1597.5570069952068
201412140OKC,1550.9272,1535.8881,1531.76318359375,1517.7371826171875,0.6584481824475411,0.34155181755245884,0.6597585207750319,0.34024147922496795,1563.448605075883,1523.366694924117
201412140WAS,1575.2345,1354.9961,1550.693115234375,1365.298095703125,0.8379245093786256,0.16207549062137436,0.8633550913998597,0.13664490860014045,1577.4961710295033,1352.7344289704968
201412150ATL,1568.0656,1598.8043,1541.35595703125,1571.1502685546875,0.59968107476375,0.4003189252362501,0.5983753032812092,0.4016246967187907,1574.9935120649895,1591.8763879350104
201412150CLE,1543.0713,1398.3972,1529.6842041015625,1390.8966064453125,0.7981178097095417,0.20188219029045829,0.8035225113537013,0.19647748864629858,1546.499481482029,1394.969018517971
201412150IND,1442.4156,1411.932,1443.0010986328125,1412.2164306640625,0.6798009208481511,0.320199079151849,0.6794235595822823,0.32057644041771766,1452.3096584510877,1402.0379415489124
201412150LAC,1654.7887,1319.0393,1611.626708984375,1327.95166015625,0.9010201315061717,0.09897986849382831,0.9247268696785941,0.07527313032140598,1656.866655168638,1316.9613448313619
201412150PHI,1262.2783,1384.1567,1301.877685546875,1396.1962890625,0.508175458089523,0.4918245419104769,0.4685560027019231,0.5314439972980768,1249.2736080626707,1397.1613919373292
201412150PHO,1524.2839,1422.4642,1509.756103515625,1432.893310546875,0.7346031320662944,0.26539686793370565,0.761653745280209,0.2383462547197909,1516.2707690578902,1430.4773309421096
201412150POR,1616.1289,1706.9633,1602.24365234375,1625.20166015625,0.6090901598321603,0.39090984016783964,0.5131872996474747,0.4868127003525254,1628.993347739227,1694.098852260773
201412150TOR,1597.9149,1395.6976,1583.39892578125,1393.1748046875,0.8416643744436235,0.15833562555637654,0.8506492893234671,0.14935071067653302,1601.0651891598343,1392.5473108401657
201412160BRK,1476.754,1485.0839,1461.6702880859375,1466.902587890625,0.6330971378401977,0.3669028621598023,0.6289454670812977,0.3710545329187022,1468.8512971476018,1492.9866028523982
201412160MEM,1665.4856,1715.5958,1612.4757080078125,1625.20166015625,0.6230207794292247,0.37697922057077526,0.5713077594956179,0.4286922405043821,1672.9998044341046,1708.0815955658954
201412160NOP,1492.5710000000001,1352.8784,1479.845703125,1360.923095703125,0.7790639481276947,0.22093605187230528,0.7989559089758673,0.20104409102413262,1495.8547150357736,1349.5946849642266
201412160NYK,1407.7175,1601.8577,1425.834228515625,1592.0816650390625,0.4058011179025496,0.5941988820974505,0.36774232096034787,0.6322576790396521,1397.2896381391351,1612.2855618608648
201412160SAC,1449.8037,1562.5314,1443.87646484375,1543.4371337890625,0.5006322478739053,0.4993677521260947,0.48169155654073376,0.5183084434592663,1439.5208925767558,1572.8142074232442
201412160WAS,1577.3522,1380.7058,1566.4674072265625,1392.7476806640625,0.8285886211251529,0.17141137887484711,0.8465291443026481,0.15347085569735175,1580.7633546270665,1377.2946453729335
201412170BOS,1398.184,1392.7502,1399.314453125,1392.9044189453125,0.6485212224654512,0.351478777534549,0.6472392033744021,0.352760796625598,1408.473380780787,1382.460819219213
201412170CHO,1395.1984,1515.5063,1399.076904296875,1498.15771484375,0.5013228168714406,0.49867718312855946,0.47080782007748484,0.5291921799225152,1389.1536792668373,1521.5510207331627
201412170CLE,1546.2701,1574.4684,1529.6842041015625,1554.898681640625,0.6059930749164655,0.3940069250835346,0.6018845977485355,0.3981154022514646,1521.1562253532243,1599.5822746467757
201412170DEN,1487.8439,1633.5873,1475.8961181640625,1607.5594482421875,0.45455853983622796,0.545441460163772,0.43454771092721656,0.5654522890727836,1482.921362186764,1638.509837813236
201412170DET,1317.0846,1613.0613,1331.0123291015625,1592.2586669921875,0.2832883052513945,0.7167116947486055,0.24450589312757567,0.7554941068724242,1312.7308091667128,1617.4150908332872
201412170LAC,1656.7434,1451.5929999999998,1611.626708984375,1441.181396484375,0.8258948966525443,0.17410510334745555,0.8527816786781229,0.14721832132187712,1657.9655055800013,1450.3708944199986
201412170MIA,1493.6688,1349.8152,1479.845703125,1360.923095703125,0.7790639481276947,0.22093605187230528,0.8027757748736601,0.19722422512633975,1466.0353041963772,1377.4486958036227
201412170POR,1627.9717,1431.2418,1601.86962890625,1440.6417236328125,0.8181329162337837,0.18186708376621624,0.8465915806749698,0.15340841932503024,1630.2018829083238,1429.0116170916763
201412170SAS,1695.1205,1672.4218,1620.330322265625,1610.031005859375,0.6536073666717523,0.34639263332824766,0.6695854018875058,0.33041459811249424,1689.6075821515226,1677.9347178484775
201412170TOR,1600.8623,1468.1691,1583.39892578125,1461.4207763671875,0.7820765794988043,0.21792342050119579,0.7924060158434605,0.20759398415653957,1606.1390991379199,1462.8923008620802
201412180CHI,1592.4015,1396.5139,1569.294189453125,1387.54638671875,0.8350529642826717,0.1649470357173282,0.8459608045669028,0.1540391954330972,1594.4610363486552,1394.4543636513447
201412180GSW,1708.6597,1573.6285,1640.1380615234375,1554.898681640625,0.7438971352281415,0.25610286477185845,0.7946112283330572,0.20538877166694283,1711.2686627343023,1571.0195372656976
201412180HOU,1638.8898,1495.6343,1601.86962890625,1469.8282470703125,0.7917881119604515,0.2082118880395484,0.8022300967429217,0.1977699032570784,1621.250744740112,1513.273355259888
201412180SAC,1438.7065,1429.1559,1444.3082275390625,1440.6417236328125,0.6449129478427327,0.3550870521572673,0.6526309266398369,0.3473690733601632,1433.3901283295122,1434.4722716704878
201412190BOS,1407.7142,1377.5153,1425.834228515625,1392.7476806640625,0.6826783217339841,0.31732167826601576,0.6790664981066842,0.3209335018933157,1416.5250788827684,1368.7044211172315
201412190CLE,1519.0247,1463.2482,1502.8067626953125,1461.4207763671875,0.6929363645435039,0.30706363545649606,0.7102753282422943,0.2897246717577056,1522.532814893707,1459.740085106293
201412190DEN,1482.5414,1657.8870000000002,1469.9954833984375,1608.99365234375,0.4441116410581065,0.5558883589418936,0.39323739321753504,0.6067626067824649,1490.4327214197258,1649.9956785802744
201412190DET,1312.4297,1605.7832,1331.0123291015625,1592.00537109375,0.2835844432706594,0.7164155567293405,0.24730602187154269,0.7526939781284573,1308.2724828765254,1609.9404171234746
201412190LAL,1402.7546,1571.1953,1405.5887451171875,1554.898681640625,0.42950995214198423,0.5704900478580158,0.40276044565084934,0.5972395543491508,1399.8853897946992,1574.0645102053008
201412190MEM,1678.4237,1594.3278,1614.5799560546875,1563.5775146484375,0.7045875178978821,0.29541248210211796,0.7426410828013387,0.2573589171986613,1666.1099907755429,1606.6415092244572
201412190MIA,1463.2888,1580.5427,1459.045166015625,1564.8912353515625,0.4915876238390784,0.5084123761609216,0.47519003389892844,0.5248099661010714,1459.0905054848376,1584.7409945151624
201412190ORL,1383.22,1380.1952,1394.8560791015625,1392.7476806640625,0.6428563451116913,0.35714365488830874,0.64406658154908,0.35593341845091997,1372.3569520964907,1391.0582479035095
201412190PHI,1248.2511,1388.6779,1301.877685546875,1392.9044189453125,0.512910698167669,0.4870893018323311,0.4420823071602584,0.5579176928397415,1236.1448626266445,1400.7841373733554
201412190SAS,1689.1185,1630.0576,1620.816650390625,1607.7315673828125,0.6572290315073823,0.3427709684926177,0.714150472878717,0.285849527121283,1673.5612223967362,1645.614877603264
201412200CHO,1401.7223,1392.0054,1405.5887451171875,1392.9044189453125,0.6567091375502206,0.34329086244977935,0.6528479184096618,0.34715208159033806,1412.2153320412287,1381.5123679587712
201412200DAL,1617.7162,1672.1353,1602.24365234375,1610.031005859375,0.6296740318546706,0.3703259681453293,0.5652224260810478,0.4347775739189523,1624.746290556307,1665.105209443693
201412200DEN,1489.7609,1450.4495,1482.2835693359375,1441.0526123046875,0.6927464466126936,0.3072535533873064,0.6903895015177797,0.30961049848222033,1493.1171754908669,1447.093224509133
201412200HOU,1619.4987,1601.7139,1602.24365234375,1592.0816650390625,0.6534283652092007,0.3465716347907994,0.6632974900190536,0.3367025099809464,1608.1772895055021,1613.035310494498
201412200LAC,1650.6675,1434.9385,1611.626708984375,1440.6417236328125,0.8263411512818783,0.17365884871812162,0.8602637393015193,0.13973626069848066,1652.1748448246105,1433.4311551753894
201412200NOP,1515.0254,1647.0409,1497.8060302734375,1607.5594482421875,0.4859673892723673,0.5140326107276326,0.4540559591771638,0.5459440408228362,1498.829928000491,1663.236371999509
201412200NYK,1394.5876,1522.0269,1399.076904296875,1505.7833251953125,0.4903498829950694,0.5096501170049307,0.46059356905456944,0.5394064309454305,1386.4505095737832,1530.163990426217
201412210BRK,1459.9896,1307.9845,1457.4884033203125,1309.2529296875,0.8067389475979786,0.19326105240202135,0.8100996750213375,0.18990032497866244,1462.3726154024184,1305.6014845975817
201412210CLE,1522.2832,1664.9547,1509.756103515625,1610.031005859375,0.49960438380834116,0.500395616191659,0.4388976965629969,0.5611023034370031,1538.5762899890942,1648.6616100109059
201412210MIA,1458.7593,1415.8867,1441.5120849609375,1427.6092529296875,0.6582887106468208,0.3417112893531792,0.6947542078744555,0.3052457921255444,1467.057341077404,1407.5886589225959
201412210MIN,1369.3428,1447.3347,1366.1328125,1439.8299560546875,0.5377807025913884,0.46221929740861145,0.5316299080338803,0.46837009196611973,1363.0132744634436,1453.6642255365564
201412210OKC,1574.2821,1497.5667,1561.16748046875,1478.3822021484375,0.7411964917251005,0.25880350827489956,0.7344376818030968,0.2655623181969033,1566.7206283273772,1505.1281716726228
201412210ORL,1371.4098,1235.2067,1378.6417236328125,1271.83935546875,0.7668215591189772,0.2331784408810227,0.7957100158641113,0.2042899841358887,1355.1938755125486,1251.4226244874512
201412210SAC,1432.924,1399.6678,1427.193115234375,1394.130859375,0.6826480284903049,0.317351971509695,0.6828898426939825,0.3171101573060175,1438.1212729675622,1394.4705270324378
201412210TOR,1610.2284,1385.8136,1583.39892578125,1392.9044189453125,0.8418716872316799,0.1581283127683201,0.8661666208780527,0.1338333791219472,1612.5833310122046,1383.4586689877954
201412210WAS,1585.0723,1530.8009,1569.294189453125,1516.35107421875,0.7069074542246342,0.29309254577536575,0.7084891595388446,0.2915108404611554,1567.83567056073,1548.03752943927
201412220CHI,1607.7968,1612.4337,1583.39892578125,1592.2586669921875,0.6282333971236508,0.3717666028763492,0.6338929074328495,0.3661070925671504,1614.9505851228143,1605.2799148771858
201412220CHO,1411.4436,1492.8756,1428.141845703125,1466.7552490234375,0.5874344725332945,0.41256552746670544,0.5266960887932031,0.4733039112067969,1432.5033981456972,1471.815801854303
201412220DAL,1624.2036,1614.0352,1601.86962890625,1592.2586669921875,0.6527096954823791,0.3472903045176209,0.6534367247965761,0.34656327520342395,1616.837449569746,1621.401350430254
201412220GSW,1711.0929,1437.7455,1640.1380615234375,1440.6417236328125,0.8486484190430875,0.15135158095691245,0.8955902928412055,0.10440970715879454,1713.8996448607718,1434.9387551392283
201412220HOU,1607.1774,1664.4996,1583.39892578125,1610.031005859375,0.604042982979463,0.3959570170205369,0.5611112344482766,0.4388887655517235,1619.563314505727,1652.113685494273
201412220MEM,1650.0111,1382.2841,1611.626708984375,1392.7476806640625,0.8624293041459739,0.13757069585402618,0.892526008076367,0.10747399192363316,1632.4455631945716,1399.8496368054284
201412220SAS,1665.6478,1652.0786,1612.4757080078125,1607.5594482421875,0.6465586923411984,0.3534413076588016,0.6578565640638978,0.34214343593610225,1671.3427239178873,1646.3836760821127
201412230ATL,1622.0476,1646.8014,1601.86962890625,1607.5594482421875,0.6324851556301611,0.3675148443698389,0.6066260723409497,0.39337392765905027,1626.534867431898,1642.3141325681022
201412230BRK,1462.214,1473.476,1459.2449951171875,1461.4207763671875,0.6371744800249489,0.362825519975051,0.6249979764484269,0.3750020235515731,1468.0663043512266,1467.6236956487735
201412230CLE,1537.2268,1362.4978,1523.037109375,1370.5650634765625,0.8105128407765867,0.1894871592234133,0.8294122160010101,0.17058778399898986,1542.299782940711,1357.424817059289
201412230IND,1454.1797,1505.8326,1443.2344970703125,1479.7572021484375,0.5903481228152407,0.4096518771847592,0.5691314273863102,0.4308685726136899,1464.6392726616855,1495.3730273383144
201412230LAL,1394.8463,1713.7267,1399.076904296875,1625.20166015625,0.32606598058694214,0.6739340194130577,0.22097787472615574,0.7790221252738443,1416.5521976530654,1692.0208023469345
201412230MIA,1466.4615,1253.0221,1459.045166015625,1293.168212890625,0.8220810339750629,0.177918966024937,0.8586718355984861,0.1413281644015139,1453.3639610562466,1266.1196389437532
201412230MIL,1433.5273,1430.8433,1424.8521728515625,1440.6417236328125,0.618869906222438,0.3811300937775621,0.6436167214883602,0.3563832785116398,1422.6748055919177,1441.6957944080823
201412230OKC,1566.0161,1653.0719,1541.35595703125,1607.5594482421875,0.548484258587306,0.45151574141269396,0.5186195871149328,0.48138041288506717,1559.8833316569828,1659.2046683430171
201412230ORL,1353.5944,1408.1844,1351.2161865234375,1412.5667724609375,0.5553926756094845,0.4446073243905155,0.5649806506802539,0.43501934931974606,1359.9967944115874,1401.7820055884126
201412230PHO,1549.6106,1616.1912,1531.4683837890625,1592.2586669921875,0.5561889765691291,0.44381102343087075,0.5479466020174145,0.4520533979825854,1558.906143675024,1606.895656324976
201412230WAS,1566.2626,1614.4188,1541.35595703125,1592.2586669921875,0.570190081445364,0.42980991855463596,0.5740603602725212,0.4259396397274789,1556.2251475541,1624.4562524459
201412250CHI,1625.2941,1414.4471,1601.86962890625,1427.6092529296875,0.8290301974657172,0.1709698025342829,0.8568511442049608,0.1431488557950391,1629.3068690214714,1410.4343309785288
201412250LAC,1642.6527,1694.1259,1609.7489013671875,1611.0401611328125,0.638350774661489,0.3616492253385109,0.5693850745822198,0.4306149254177802,1654.2052860333736,1682.5733139666265
201412250MIA,1451.9656,1541.967,1443.5064697265625,1522.516357421875,0.5301705023011283,0.4698294976988717,0.5143851710719595,0.48561482892804053,1462.8265521943754,1531.1060478056247
201412250NYK,1383.6083,1555.3873,1394.8560791015625,1530.710693359375,0.44858345817119893,0.5514165418288012,0.39814671416042785,0.6018532858395722,1375.8994035075395,1563.0961964924606
201412250SAS,1670.925,1559.3876,1612.4757080078125,1536.5584716796875,0.7335405911264163,0.2664594088735836,0.7716598004293873,0.22834019957061272,1655.5399113983158,1574.7726886016842
201412260ATL,1626.1963,1421.729,1601.86962890625,1432.893310546875,0.8246756040299977,0.17532439597000227,0.8522873201549954,0.14771267984500455,1581.6370056996714,1466.2882943003287
201412260BOS,1402.2762,1467.6292,1405.5887451171875,1461.4207763671875,0.5632226042717666,0.4367773957282334,0.5496964149557224,0.45030358504427753,1397.2280141675474,1472.6773858324527
201412260DAL,1607.6199,1410.6914,1583.39892578125,1413.9437255859375,0.8250738219103765,0.17492617808962344,0.8467399984736362,0.15326000152636388,1609.2946073711757,1409.016692628824
201412260DEN,1468.0608,1357.7576,1459.045166015625,1365.298095703125,0.7531154634118521,0.2468845365881479,0.7704055430121345,0.22959445698786551,1470.7293961580199,1355.08900384198
201412260DET,1305.7601,1463.8336,1314.7845458984375,1461.4207763671875,0.43328526987824695,0.5667147301217531,0.4171952374699874,0.5828047625300126,1319.6073366108546,1449.9863633891453
201412260MEM,1630.4546,1618.6051,1601.86962890625,1592.2586669921875,0.6527096954823791,0.3472903045176209,0.6556249275590459,0.3443750724409541,1620.2180226358844,1628.8416773641156
201412260NOP,1496.1787,1654.0585,1479.845703125,1607.5594482421875,0.4602010885683562,0.5397989114316438,0.41746637385864194,0.5825336261413581,1507.3970582546,1642.8401417454
201412260OKC,1576.2542,1442.6416,1566.4674072265625,1440.6417236328125,0.7858277682802738,0.2141722317197262,0.7932752767268606,0.20672472327313934,1583.0031363860232,1435.8926636139768
201412260ORL,1359.5026,1531.9679999999998,1360.0040283203125,1516.35107421875,0.41961363190398315,0.5803863680960167,0.3972002777620969,0.6027997222379031,1352.7075669375288,1538.763033062471
201412260POR,1659.7004,1267.5181,1611.626708984375,1289.2755126953125,0.9191793620752604,0.08082063792473958,0.9444452694362226,0.05555473056377744,1661.133734048143,1266.084765951857
201412260SAC,1435.1117,1558.1819,1425.1864013671875,1536.5584716796875,0.48364011722120864,0.5163598827787913,0.4668480229800769,0.5331519770199231,1426.837871312598,1566.455728687402
201412270BRK,1473.0927,1451.1482,1461.6702880859375,1441.181396484375,0.6667650224364408,0.33323497756355924,0.6686241734355264,0.33137582656447356,1446.9969820415067,1477.2439179584933
201412270CHI,1629.0498,1506.4561,1601.86962890625,1479.7572021484375,0.7822082889450264,0.21779171105497355,0.7826798864311365,0.21732011356886358,1632.3797419864632,1503.126158013537
201412270CHO,1436.3475,1352.1937,1425.1864013671875,1360.923095703125,0.7202245250382248,0.27977547496177524,0.7427047795592063,0.25729522044079367,1421.8875147259603,1366.6536852740398
201412270GSW,1683.4629,1355.2717,1620.247802734375,1365.298095703125,0.8852642734268977,0.11473572657310223,0.9216418478280162,0.07835815217198394,1684.9837952375447,1353.7508047624553
201412270LAC,1653.3157,1605.8116,1611.626708984375,1592.00537109375,0.6656544768254319,0.3343455231745681,0.7003787020338721,0.2996212979661278,1636.3722798883514,1622.7550201116487
201412270MIA,1461.9646,1619.3186,1459.2449951171875,1592.2586669921875,0.45263198305687646,0.5473680169431235,0.41820262664389113,0.5817973733561089,1455.2196878456614,1626.0635121543387
201412270MIL,1471.0009,1576.9244,1461.6702880859375,1555.7252197265625,0.5085548061918828,0.49144519380811724,0.49147622411884434,0.5085237758811557,1464.6238758716072,1583.301424128393
201412270SAC,1426.1879999999999,1375.3162,1428.061767578125,1382.1400146484375,0.6984637696464688,0.30153623035353116,0.7044309628286866,0.2955690371713135,1430.5803525415597,1370.9238474584402
201412270UTA,1401.8406,1266.167,1405.5887451171875,1289.2755126953125,0.7764676893765647,0.22353231062343526,0.7952140921826308,0.20478590781736908,1407.2524015996764,1260.7551984003235
201412270WAS,1563.6794,1396.8127,1541.35595703125,1403.4456787109375,0.7973028580694745,0.20269714193052535,0.8229128347532576,0.17708716524674248,1567.5079367830301,1392.9841632169698
201412280CLE,1539.2769,1318.4456,1532.225341796875,1330.473388671875,0.8503086473173007,0.1496913526826994,0.863757235208023,0.136242764791977,1501.366134635089,1356.356365364911
201412280DAL,1609.1863,1582.5482,1583.39892578125,1564.8912353515625,0.6642262152382146,0.3357737847617853,0.6745830478081849,0.3254169521918151,1613.6708937436952,1578.0636062563049
201412280DEN,1470.5466,1624.2919,1461.6702880859375,1593.0360107421875,0.45498332674810393,0.5450166732518961,0.42326539350440556,0.5767346064955944,1460.8512759573985,1633.9872240426014
201412280LAL,1409.125,1567.1056,1429.057373046875,1544.10546875,0.47835758093485103,0.521642419065149,0.417325270315687,0.5826747296843131,1401.9122354652895,1574.3183645347106
201412280POR,1661.0515,1371.2373,1611.626708984375,1383.892333984375,0.8683663172291534,0.13163368277084667,0.9041274747196364,0.0958725252803636,1663.77706534556,1368.51173465444
201412280SAS,1643.7811,1629.7411,1609.7489013671875,1607.7315673828125,0.6427359818442273,0.3572640181557727,0.658466305280874,0.3415336947191259,1648.053086940945,1625.469113059055
201412290BRK,1444.6836,1430.2668,1443.0010986328125,1440.6417236328125,0.6431879768118245,0.35681202318817545,0.6589539283957777,0.3410460716042223,1450.805915232068,1424.1444847679322
201412290CHO,1420.5309,1464.1161,1427.8966064453125,1461.4207763671875,0.5945158612978052,0.4054841387021948,0.5804813507845907,0.4195186492154093,1408.8889250455784,1475.7580749544215
201412290HOU,1625.7823,1567.2556,1601.86962890625,1544.10546875,0.7126242128237514,0.2873757871762486,0.7135223096112406,0.28647769038875937,1619.7309819371585,1573.3069180628415
201412290IND,1479.5573,1632.1536,1469.9954833984375,1607.5594482421875,0.4461507684592821,0.5538492315407179,0.42488080582719395,0.5751191941728061,1475.8980745152026,1635.8128254847973
201412290LAC,1634.8354,1406.8881,1601.86962890625,1412.0126953125,0.8413824876293078,0.1586175123706922,0.868506358569414,0.13149364143058603,1636.2421048383771,1405.4813951616227
201412290MIA,1454.7037,1368.0104,1443.2344970703125,1370.5650634765625,0.7298704037898351,0.27012959621016486,0.7454883742562001,0.2545116257437999,1448.2281988617303,1374.4859011382696
201412300ATL,1583.8092,1497.286,1568.96630859375,1466.73583984375,0.7620827382653157,0.23791726173468428,0.7453025455158713,0.2546974544841288,1588.1347466096224,1492.9604533903776
201412300CHI,1636.0938,1450.3572,1601.86962890625,1441.0526123046875,0.8177807201294551,0.18221927987054487,0.8381913686839869,0.161808631316013,1610.7698212916687,1475.6811787083313
201412300DAL,1613.3451,1573.8613,1583.617919921875,1554.898681640625,0.6772073851997074,0.32279261480029264,0.6906015917806215,0.30939840821937836,1625.497944295855,1561.708455704145
201412300DEN,1460.1077,1401.3608,1457.4884033203125,1397.5196533203125,0.7152161122181978,0.2847838877818022,0.7137813418321393,0.28621865816786074,1446.5072261126115,1414.9612738873884
201412300GSW,1684.8932,1261.1195,1620.247802734375,1293.168212890625,0.921178479413837,0.0788215205861629,0.9532509287721653,0.046749071227834706,1686.780016899162,1259.232683100838
201412300MEM,1626.5795,1647.7399,1601.86962890625,1607.5594482421875,0.6324851556301611,0.3675148443698389,0.6115511789231581,0.3884488210768419,1633.7546585615912,1640.5647414384089
201412300NOP,1503.3523,1574.8698,1479.845703125,1555.6414794921875,0.534776436305848,0.4652235636941519,0.5408980337833631,0.45910196621663696,1509.5117678430497,1568.71033215695
201412300ORL,1375.0948,1360.4364,1371.958984375,1365.298095703125,0.6488503071503454,0.3511496928496545,0.6592664101489697,0.34073358985103025,1350.9884584241584,1384.5427415758418
201412300POR,1663.6108,1634.7308,1610.499755859375,1607.5594482421875,0.6439550742720666,0.3560449257279335,0.6774096463012005,0.32259035369879946,1668.0486469040054,1630.2929530959946
201412300UTA,1405.5706,1353.8414,1410.12255859375,1360.923095703125,0.7024226605858823,0.29757733941411774,0.705457554396368,0.29454244560363185,1409.944813679091,1349.467186320909
201412310BOS,1393.2366,1424.5933,1399.076904296875,1432.893310546875,0.5941102629551762,0.4058897370448238,0.5975200597422577,0.40247994025774225,1407.6942726403004,1410.1356273596996
201412310CLE,1493.2616,1476.7334,1479.845703125,1461.4207763671875,0.6641199497556737,0.3358800502443263,0.6616800847004347,0.33831991529956534,1474.4077318994023,1495.5872681005978
201412310HOU,1619.1766,1407.9136,1602.24365234375,1412.5667724609375,0.8412441131393058,0.15875588686069414,0.8571446192081024,0.14285538079189763,1623.0401372627705,1404.0500627372296
201412310IND,1475.6171,1447.6193,1461.6702880859375,1439.8299560546875,0.66849130044999,0.33150869955001006,0.6762988970647973,0.3237011029352027,1482.5897079505075,1440.6466920494925
201412310LAC,1636.1529999999998,1368.6779999999999,1601.86962890625,1370.5650634765625,0.8706977690618141,0.12930223093818582,0.892386779691766,0.10761322030823392,1639.1576356892208,1365.6733643107789
201412310OKC,1578.3894,1569.192,1566.4674072265625,1544.10546875,0.6691563735007312,0.33084362649926874,0.652169853485027,0.3478301465149729,1582.2501630401866,1565.3312369598134
201412310SAS,1641.1046,1509.03,1610.4361572265625,1479.7572021484375,0.7904921981484919,0.209507801851508,0.791819634528432,0.20818036547156807,1642.9241459597572,1507.2104540402427
201501010CHI,1608.1436,1445.2609,1583.39892578125,1440.6417236328125,0.80177460529108,0.19822539470891992,0.8195459755710502,0.1804540244289498,1610.390642048759,1443.013857951241
